,Concept_ID,os,eu
278,Großmutter::N,фыды мад,amona
279,Großmutter::N,фыды мад,amatxi
280,Großmutter::N,мады мад,amona
281,Großmutter::N,мады мад,amatxi
282,Eltern::N,ныййарджытæ,gurasoak
283,Vater::N,фыд,aita
284,Mutter::N,мад,ama
285,Sohn::N,фырт,seme
286,Tochter::N,чызг,alaba
287,Bruder::N,ӕфсымӕр,neba
288,Bruder::N,ӕфсымӕр,anaia
289,Schwester::N,хо,ahizpa
290,Onkel::N,фыдыфсымӕр,osaba
291,Tante::N,мадыхо,izeba
292,Ehemann::N,мой,senar
293,Ehefrau::N,ус,emazte
294,Freude::N,цин,poz
295,Freude::N,цин,pozkari
296,Freude::N,циндзинад,poz
297,Freude::N,циндзинад,pozkari
298,Gelächter::N,худын,barre
299,Gelächter::N,худын,karkara
300,Gelächter::N,худт,barre
301,Gelächter::N,худт,karkara
302,Gelächter::N,худæг,barre
303,Gelächter::N,худæг,karkara
304,Glück::N,амонд,zori
305,Kummer::N,хъыг,xangrin
306,Kummer::N,хъыг,atsekabe
307,Wunsch::N,бӕллиц,nahi
308,Wunsch::N,бӕллиц,nahikunde
309,Lust::N,монц,gogo
310,Geist::N,уд,gogo
311,Gedanke::N,хъуыды,gogoeta
312,Gedächtnis::N,мысæн,oroimen
313,Gedächtnis::N,мысæн,gogoramen
314,Gedächtnis::N,мысын,oroimen
315,Gedächtnis::N,мысын,gogoramen
316,Gedächtnis::N,зæрдылдарын,oroimen
317,Gedächtnis::N,зæрдылдарын,gogoramen
318,Verstand::N,зонд,adimen
319,Verstand::N,зонд,ulermen
320,Sinn::N,нысаниуæг,zentzu
321,Grund::N,ӕфсон,zergati
322,Wahrheit::N,æцæг,egia
323,Gespräch::N,ныхас,hizketa
324,Gespräch::N,ныхас,elkarrizketa
325,Märchen::N,аргъау,ipuin
326,Erzählung::N,радзырд,edesti
327,Erzählung::N,радзырд,kontakizun
328,Nachricht::N,уац,albiste
329,Neuigkeit::N,хабар,berri
330,Name::N,ном,izen
331,Rätsel::N,уыци-уыци,asmakizun
332,Rätsel::N,базон-базон,asmakizun
333,Rede::N,раныхас,hitzaldi
334,Rede::N,раныхас,mintzaldi
335,Sprache::N,ӕвзаг,hizkuntza
336,Stimme::N,хъӕлӕс,ahots
337,Wort::N,дзырд,hitz
338,Zeichen::N,нысан,agerbide
339,Zeichen::N,нысан,agergarri
340,Ruf::N,сидт,dei
341,Lärm::N,уынæр,zarata
342,Lärm::N,уынæр,harrabots
343,Laut::N,зӕл,hots
344,Laut::N,мыр,hots
345,Ton::N,мыр,tonu
346,Ton::N,мыр,soinu
347,Lied::N,зарӕг,abesti
348,Ruhe::N,æнцой,nasaitasun
349,Leute::N,адӕм,jende
350,Volk::N,адӕм,herri
351,Volk::N,адӕм,populu
352,Arbeit::N,фӕллой,lan
353,Gast::N,уазӕг,arrotz
354,Gast::N,уазӕг,apopilo
355,Geschenk::N,хуын,opari
356,Spiel::N,хъазт,jolas
357,Gesellschaft::N,дзыллæ,gizarte
358,Gesellschaft::N,æхсæнад,gizarte
359,Hilfe::N,æххуыс,helpide
360,Hilfe::N,æххуыс,laguntza
361,Hilfe::N,ахъаз,helpide
362,Hilfe::N,ахъаз,laguntza
363,Freund::N,лымӕн,lagun
364,Kamerad::N,ӕмбал,adiskide
365,Kamerad::N,ӕмбал,lagunkide
366,Angelegenheit::N,хъуыддаг,afera
367,Anzahl::N,бӕрц,kopuru
368,Art::N,хуыз,mota
369,Art::N,хуызад,mota
370,Stück::N,кæрдих,puska
371,Stück::N,комдзаг,puska
372,Teil::N,хай,atal
373,Hälfte::N,æрдæг,erdi
374,Hälfte::N,æмбис,erdi
375,Kreis::N,зиллакк,biribilki
376,Kreuz::N,дзуар,gurutze
377,Linie::N,хахх,linea
378,Strich::N,хахх,marra
379,Abstand::N,æхсæнуат,tarte
380,Entfernung::N,дæрддзæг,urrunera
381,Entfernung::N,дардцæг,urrunera
382,Gegend::N,ран,alderdi
383,Gegend::N,ран,eskualde
384,Platz::N,бууат,leku
385,Ort::N,ран,toki
386,Ort::N,бынат,toki
387,Seite::N,фахс,albo
388,Mitte::N,астӕу,erdi
389,Gegenstand::N,дзаума,gauzaki
390,Sache::N,дзаума,gauza
391,Rand::N,кӕрон,ertz
392,Kante::N,фӕрск,ertz
393,Ecke::N,тигъ,kantoi
394,Ecke::N,фисын,kantoi
395,Spitze::N,бырынкъ,punta
396,Ende::N,кӕрон,buru
397,Ende::N,кӕрон,mutur
398,Loch::N,хуынкъ,zulo
399,Winkel::N,къуым,zoko
400,Winkel::N,къуым,bazter
401,Muster::N,нывæфтыд,eredu
402,Muster::N,нывæфтыд,marrazki
403,Muster::N,кæдзист,eredu
404,Muster::N,кæдзист,marrazki
405,Größe::N,ас,kaizu
406,Größe::N,ас,tamaina
407,Länge::N,дӕргъ,luzera
408,Höhe::N,бæрзонд,goiera
409,Höhe::N,бæрзонд,garaiera
410,Höhe::N,бæрзæнд,goiera
411,Höhe::N,бæрзæнд,garaiera
412,Höhe::N,бæрзонддзинад,goiera
413,Höhe::N,бæрзонддзинад,garaiera
414,Gewicht::N,уӕз,hazta
415,Menge::N,бӕрц,kopuru
416,Haufen::N,кӕри,pila
417,Haufen::N,кӕри,mendoi
418,Reihe::N,рӕнхъ,ilara
419,Reihe::N,рӕнхъ,errenkada
420,Boot::N,чема,potin
421,Boot::N,чема,txalupa
422,Ruder::N,къохар,arraun
423,Schlitten::N,дзоныгъ,lera
424,Schlitten::N,дзоныгъ,narra
425,Ski::N,къахдзоныгътæ,eski
426,Ski::N,лыжæтæ,eski
427,Lagerfeuer::N,арт,su
428,Last::N,уаргъ,zama
429,Last::N,уаргъ,karga
430,Gang::N,цыд,ibilera
431,Schritt::N,санчъех,pauso
432,Schritt::N,санчъех,urrats
433,Schritt::N,къахдзӕф,pauso
434,Schritt::N,къахдзӕф,urrats
435,Norden::N,цæгат,ipar
436,Norden::N,цæгат,iparralde
437,Süden::N,хуссар,hego
438,Süden::N,хуссар,hegoalde
439,Westen::N,ныгуылæн,sartalde
440,Westen::N,ныгуылæн,mendebalde
441,Osten::N,скæсæн,ekialde
442,Osten::N,скæсæн,sortalde
443,Holz::N,хъӕдӕрмӕг,zur
444,Brett::N,фæйнæг,ohol
445,Platte::N,къӕй,lauza
446,Stütze::N,быцæу,irozgarri
447,Stütze::N,быцæу,bermagailu
448,Stange::N,хъил,haga
449,Stock::N,лӕдзӕг,makila
450,Stab::N,хъил,makila
451,Rohr::N,хӕтӕл,hodi
452,Haus::N,хӕдзар,etxe
453,Heim::N,къона,etxe
454,Heim::N,къона,etxaleku
455,Ofen::N,пец,berogailu
456,Fußboden::N,астӕрд,zoru
457,Tisch::N,стъол,mahai
458,Stuhl::N,бандон,aulki
459,Wiege::N,авдæн,kuma
460,Wiege::N,авдæн,sehaska
461,Bett::N,сынтӕг,ohe
462,Bett::N,сынтӕг,ohatze
463,Regal::N,тӕрхӕг,apalategi
464,Regal::N,уӕлвӕйнӕг,apalategi
465,Kiste::N,асыкк,kutxa
466,Fenster::N,рудзынг,leiho
467,Fenster::N,фæрссаг,leiho
468,Tür::N,дуар,ate
469,Tor::N,кулдуар,atari
470,Zaun::N,æмбонд,hesi
471,Zaun::N,быру,hesi
472,Zaun::N,гæрæн,hesi
473,Dach::N,уӕлхӕдзар,teilatu
474,Leiter::N,асин,zurubi
475,Besen::N,уисой,erratz
476,Spaten::N,бел,burdinpala
477,Schaufel::N,æвгæнæн,pala
478,Schaufel::N,кæфой,pala
479,Gabel::N,вилкæ,sardexka
480,Löffel::N,уидыг,koilara
481,Messer::N,кард,aizto
482,Nagel::N,зӕгӕл,iltze
483,Netz::N,хыз,sare
484,Haken::N,хæдз,mako
485,Haken::N,хæбырæгъ,mako
486,Griff::N,фистон,eskutoki
487,Schloss::N,гуыдыр,sarraila
488,Bild::N,ныв,irudi
489,Figur::N,кæрдгæныв,figura
490,Puppe::N,чындз,panpina
491,Puppe::N,чындз,andrakila
492,Beutel::N,дзӕкъул,zorro
493,Bündel::N,баст,azao
494,Bündel::N,баст,espal
495,Tasche::N,хызын,poltsa
496,Tasche::N,дзæкъул,poltsa
497,Eimer::N,къæрта,treska
498,Eimer::N,чъыбыла,treska
499,Eimer::N,ведра,treska
500,Deckel::N,сæр,tapa
501,Deckel::N,сæр,estalki
502,Deckel::N,æмбæрзæн,tapa
503,Deckel::N,æмбæрзæн,estalki
504,Geschirr::N,мигæнæн,baxera
505,Geschirr::N,мигæнæн,ontziteria
506,Geschirr::N,мигæнæнтæ,baxera
507,Geschirr::N,мигæнæнтæ,ontziteria
508,Sack::N,голлаг,zaku
509,Tasse::N,пиала,kikara
510,Tasse::N,къус,kikara
511,Topf::N,аг,ontzi
512,Topf::N,аг,lapiko
513,Topf::N,чысыл аг,ontzi
514,Topf::N,чысыл аг,lapiko
515,Kessel::N,аг,pazia
516,Essen::N,хӕрд,janaldi
517,Nahrung::N,хойраг,jan
518,Speise::N,хӕринаг,jaki
519,Fleisch::N,дзидза,okela
520,Fleisch::N,дзидза,haragi
521,Fleisch::N,фыдызгъӕл,okela
522,Fleisch::N,фыдызгъӕл,haragi
523,Getreide::N,халсар,labore
524,Brei::N,кас,ahi
525,Brei::N,кас,pure
526,Brot::N,дзул,ogi
527,Scheibe::N,къӕбӕр,xerra
528,Scheibe::N,къӕбӕр,pirripita
529,Fett::N,сой,urin
530,Fett::N,сой,koipe
531,Butter::N,нӕлхӕ,gurin
532,Öl::N,зети,olio
533,Salz::N,цӕхх,gatz
534,Suppe::N,бас,zopa
535,Suppe::N,бас,salda
536,Honig::N,мыд,ezti
537,Milch::N,ӕхсыр,esne
538,Tee::N,цай,te
539,Leder::N,мæскуы,larru
540,Wolle::N,фӕсмын,artile
541,Stoff::N,хъуымац,ehun
542,Nadel::N,судзин,orratz
543,Nadel::N,судзин,jostorratz
544,Faden::N,ӕндах,hari
545,Knopf::N,цӕппӕр,botoi
546,Knoten::N,ӕлхынцъ,korapilo
547,Farbe::N,ахорæн,pintura
548,Kleidung::N,дарӕс,arropa
549,Kleidung::N,дарӕс,jantziak
550,Hemd::N,хӕдон,atorra
551,Hemd::N,хӕдон,alkandora
552,Kragen::N,æфцæггот,idun
553,Ärmel::N,дыс,mahuka
554,Hose::N,хæлаф,prakak
555,Hose::N,хæлаф,galtzak
556,Hose::N,æддаг хæлаф,prakak
557,Hose::N,æддаг хæлаф,galtzak
558,Hose::N,салбар,prakak
559,Hose::N,салбар,galtzak
560,Gürtel::N,рон,gerriko
561,Mütze::N,худ,txano
562,Mütze::N,худ,txapel
563,Schuh::N,басмахъ,oski
564,Schuh::N,басмахъ,oinetako
565,Stiefel::N,цырыхъхъ,bota
566,Ring::N,къухдарӕн,uztai
567,Band::N,лент,zinta
568,Band::N,лент,xingola
569,Kamm::N,сӕрвасӕн,orrazi
570,Spiegel::N,айдæн,mirail
571,Spiegel::N,кæсæн,mirail
572,Riemen::N,гӕрз,uhal
573,Schnur::N,бӕндӕн,lokailu
574,Decke::N,хъӕццул,burusi
575,Kissen::N,баз,kuxin
576,Tuch::N,кæлмæрзæн,zapi
577,Tuch::N,кæлмæрзæн,oihal
578,Tuch::N,кæрдæн,zapi
579,Tuch::N,кæрдæн,oihal
580,Handtuch::N,хисæрфæн,eskuzapi
581,Handtuch::N,хисæрфæн,eskuoihal
582,Kraft::N,тых,indar
583,Kraft::N,хъомыс,indar
584,Stärke::N,тых,indar
585,Stärke::N,æхсар,indar
586,Gesundheit::N,æнæниздзинад,osasun
587,Krankheit::N,низ,eritasun
588,Krankheit::N,низ,gaixotasun
589,Krankheit::N,рын,eritasun
590,Krankheit::N,рын,gaixotasun
591,Schmerz::N,рис,min
592,Wunde::N,цӕф,zauri
593,Fieber::N,ризӕг,sukar
594,Fieber::N,тӕфсӕг,sukar
595,Arznei::N,хос,osagai
596,Arznei::N,хос,sendagai
597,Brücke::N,хид,zubi
598,Brunnen::N,цъай,putzu
599,Weide::N,хизæн,alha
600,Weide::N,хизæн,bazkaleku
601,Weide::N,хизæнуат,alha
602,Weide::N,хизæнуат,bazkaleku
603,Weide::N,сæрвæт,alha
604,Weide::N,сæрвæт,bazkaleku
605,Pfad::N,къахвæндаг,zidor
606,Pfad::N,къахвæндаг,bidexka
607,Pfad::N,къахвæд,zidor
608,Pfad::N,къахвæд,bidexka
609,Weg::N,фӕндаг,bide
610,Straße::N,фӕндаг,errepide
611,Dorf::N,хъӕу,herri
612,Stadt::N,сахар,hiri
613,Brief::N,фыстӕг,gutun
614,Brief::N,фыстӕг,eskutitz
615,Buch::N,чиныг,liburu
616,Buchstabe::N,дамгъӕ,hizki
617,Zeitung::N,газет,egunkari
618,Leben::N,цард,bizi
619,Leben::N,цард,bizitza
620,Leben::N,цӕрӕнбон,bizi
621,Leben::N,цӕрӕнбон,bizitza
622,Tod::N,мæлæт,herio
623,Tod::N,мæлæт,heriotza
624,Tod::N,адзал,herio
625,Tod::N,адзал,heriotza
626,Grab::N,ингӕн,hobi
627,Grab::N,ингӕн,hilobi
628,Kirche::N,аргъуан,eliza
629,Sünde::N,тæригъæд,hoben
630,Sünde::N,тæригъæд,bekatu
631,Gott::N,хуыцау,jainko
632,Arbeiter::N,кусæг,langile
633,Arbeiter::N,кусæг,behargin
634,Chef::N,ӕмцег,nagusi
635,Meister::N,мастер,maisu
636,Meister::N,дæсны,maisu
637,Arzt::N,хосгæнæг,osagile
638,Arzt::N,хосгæнæг,sendagile
639,Arzt::N,дохтыр,osagile
640,Arzt::N,дохтыр,sendagile
641,Lehrer::N,ахуыргæнæг,irakasle
642,Geld::N,ӕхца,diru
643,Geschäft::N,бизнес,negozio
644,Geschäft::N,хъуыддаг,negozio
645,Laden::N,дукани,denda
646,Laden::N,дукани,saltegi
647,Preis::N,аргъ,prezio
648,Preis::N,аргъ,salneurri
649,Ware::N,базайраг,salgai
650,Nutzen::N,пайда,onura
651,Nutzen::N,пайда,probetxu
652,Reichtum::N,хъæздыгдзинад,aberastasun
653,Reichtum::N,исбон,aberastasun
654,Reichtum::N,мулк,aberastasun
655,Welt::N,дуне,ludi
656,Welt::N,дуне,mundu
657,Land::N,бӕстӕ,herrialde
658,Staat::N,паддзахад,estatu
659,König::N,къарол,errege
660,Macht::N,хицаудзинад,botere
661,Grenze::N,арӕн,muga
662,Krieg::N,хӕст,guda
663,Feind::N,знаг,etsai
664,Feind::N,знаг,arerio
665,Feind::N,фыдгул,etsai
666,Feind::N,фыдгул,arerio
667,Feind::N,фыдзæрдæ,etsai
668,Feind::N,фыдзæрдæ,arerio
669,Feind::N,сон,etsai
670,Feind::N,сон,arerio
671,Gewalt::N,тыхми,bortxa
672,Gewalt::N,тыхми,bortizkeria
673,Gewalt::N,тыхдзинад,bortxa
674,Gewalt::N,тыхдзинад,bortizkeria
675,Kampf::N,хæст,gudu
676,Kampf::N,хæст,auska
677,Kampf::N,хъæбысæйхæст,gudu
678,Kampf::N,хъæбысæйхæст,auska
679,Kampf::N,тох,gudu
680,Kampf::N,тох,auska
681,Bogen[Waffe]::N,ӕрдын,arku
682,Pfeil::N,фат,gezi
683,Gewehr::N,топп,fusil
684,Fehler::N,рӕдыд,huts
685,Fehler::N,рӕдыд,hutsegin
686,Lüge::N,мӕнг,gezur
687,Lüge::N,гӕдыдзинад,gezur
688,Schaden::N,зиан,kalte
689,Unglück::N,бæллæх,zoritxar
690,Unglück::N,бæллæх,zorigaitz
691,Schuld::N,азым,erru
692,Alter::N,кар,adin
693,Schluss::N,кæрон,bukaera
694,Zeit::N,рӕстӕг,aldi
695,Zeit::N,рӕстӕг,denbora
696,Tag::N,бон,egun
697,Morgen::N,райсом,goiz
698,Mittag::N,æмбисбон,eguerdi
699,Abend::N,изӕр,arrats
700,Nacht::N,ӕхсӕв,gau
701,Woche::N,къуыри,aste
702,Monat::N,мӕй,hil
703,Jahr::N,аз,urte
704,Jahr::N,афӕдз,urte
705,Frühling::N,уалдзæг,udalehen
706,Sommer::N,сӕрд,uda
707,Herbst::N,фæззæг,udazken
708,Herbst::N,фæззæг,neguantz
709,Winter::N,зымӕг,negu
710,Januar::N,январь,urtarril
711,Februar::N,февраль,otsail
712,März::N,мартъи,martxo
713,April::N,апрель,apiril
714,Mai::N,май,maiatz
715,Juni::N,июнь,ekain
716,Juli::N,июль,uztail
717,August::N,август,abuztu
718,September::N,сентябрь,irail
719,Oktober::N,октябрь,urri
720,November::N,ноябрь,azaro
721,Dezember::N,декабрь,abendu
722,Montag::N,къуырисæр,astelehen
723,Dienstag::N,дыццæг,astearte
724,Mittwoch::N,æртыццæг,asteazken
725,Donnerstag::N,цыппæрæм,ostegun
726,Freitag::N,майрæмбон,ostiral
727,Samstag::N,сабат,larunbat
728,Sonntag::N,хуыцаубон,igande
729,groß::A,дынджыр,handi
730,klein::A,гыццыл,txiki
731,lang::A,даргъ,luze
732,kurz::A,цыбыр,labur
733,breit::A,фӕтӕн,zabal
734,schmal::A,нарӕг,mehar
735,schmal::A,уынгӕг,mehar
736,dicht::A,бæзджын,sarri
737,dicht::A,бæзджын,trinko
738,dicht::A,тар,sarri
739,dicht::A,тар,trinko
740,dick[Gegenstand]::A,сӕвджын,lodi
741,dünn::A,тæнæг,mehe
742,fein::A,лыстӕг,fin
743,fest::A,фидар,tinko
744,fest::A,хъӕддых,tinko
745,flach::A,тъӕпӕн,lau
746,flach::A,тъӕпӕн,ordoki
747,glatt::A,лӕгъз,leun
