,Concept_ID,sah,it
279,Gespräch::N,бэсиэдэ,conversazione
280,Gespräch::N,кэпсэтии,discorso
281,Gespräch::N,кэпсэтии,conversazione
282,Märchen::N,остуоруйа,fiaba
283,Märchen::N,остуоруйа,fàvola
284,Erzählung::N,кэпсээн,racconto
285,Erzählung::N,кэпсээн,narrazione
286,Nachricht::N,биллэриллии,messaggio
287,Neuigkeit::N,сонун,notizia
288,Name::N,аат,nome
289,Rätsel::N,таабырын,indovinello
290,Rede::N,этии,discorso
291,Sprache::N,тыл,lingua
292,Sprache::N,тыл,linguaggio
293,Stimme::N,куолас,voce
294,Wort::N,тыл,parola
295,Zeichen::N,бэлиэ,segno
296,Zeichen::N,бэлиэ,segnale
297,Ruf::N,ыҥырыы,chiamata
298,Lärm::N,айдаан,chiasso
299,Lärm::N,айдаан,strèpito
300,Laut::N,тыас,suono
301,Ton::N,дорҕоон,tono
302,Lied::N,ырыа,canto
303,Lied::N,ырыа,canzone
304,Ruhe::N,уу чуумпу,calma
305,Ruhe::N,уу чуумпу,tranquillità
306,Leute::N,дьон,gente
307,Volk::N,дьон,pòpolo
308,Volk::N,норуот,pòpolo
309,Arbeit::N,үлэ,lavoro
310,Gast::N,ыалдьыт,òspite
311,Gast::N,ыалдьыт,invitato
312,Geschenk::N,бэлэх,regalo
313,Spiel::N,оонньуу,gioco
314,Gesellschaft::N,общество,compagnìa
315,Hilfe::N,көмө,aiuto
316,Hilfe::N,көмө,soccorso
317,Freund::N,доҕор,amico
318,Kamerad::N,атас,camerata
319,Angelegenheit::N,дьыала,affare
320,Angelegenheit::N,дьыала,faccenda
321,Anzahl::N,ахсаан,nùmero
322,Anzahl::N,ахсаан,quantità
323,Art::N,биис,tipo
324,Art::N,биис,specie
325,Stück::N,кырбас,pezzo
326,Teil::N,ирээт,parte
327,Hälfte::N,аҥар,metà
328,Kreis::N,төгүрүк,cìrcolo
329,Kreis::N,төгүрүмтэ,cìrcolo
330,Kreuz::N,кириэс,croce
331,Linie::N,сурааһын,lìnea
332,Strich::N,сурааһын,tratto
333,Abstand::N,арыт,distanza
334,Entfernung::N,ыраах,distanza
335,Entfernung::N,ыраах,lontananza
336,Gegend::N,сир,regione
337,Platz::N,арыт,posto
338,Platz::N,арыт,spazio
339,Ort::N,сир,luogo
340,Ort::N,сир,località
341,Seite::N,өрүт,lato
342,Seite::N,өрүт,parte
343,Seite::N,сирэй,lato
344,Seite::N,сирэй,parte
345,Mitte::N,орто,mezzo
346,Mitte::N,орто,centro
347,Gegenstand::N,предмет,oggetto
348,Sache::N,мал,cosa
349,Rand::N,кытыы,orlo
350,Rand::N,кытыы,bordo
351,Rand::N,ойоҕос,orlo
352,Rand::N,ойоҕос,bordo
353,Kante::N,кырыы,spìgolo
354,Ecke::N,муннук,canto
355,Spitze::N,чыпчаал,punta
356,Ende::N,төбө,capo
357,Ende::N,төбө,estremità
358,Loch::N,тэһэҕэс,buco
359,Loch::N,дьөлөҕөс,buco
360,Winkel::N,муннук,àngolo
361,Muster::N,оһуор,disegno
362,Größe::N,кээмэй,taglia
363,Größe::N,кээмэй,grandezza
364,Länge::N,уста,lunghezza
365,Höhe::N,үрдүк,altezza
366,Gewicht::N,ыйааһын,peso
367,Menge::N,ахсаан,quantità
368,Haufen::N,чөмчөх,cùmulo
369,Haufen::N,чөмчөх,mucchio
370,Reihe::N,кэккэ,fila
371,Boot::N,оҥочо,barca
372,Boot::N,оҥочо,battello
373,Ruder::N,эрдии,remo
374,Schlitten::N,сыарҕа,slitta
375,Ski::N,хайыһар,sci
376,Lagerfeuer::N,кутаа,falò
377,Lagerfeuer::N,кутаа,fuoco di bivacco
378,Last::N,ыарахан,càrico
379,Gang::N,хаамыы,andata
380,Schritt::N,хардыы,passo
381,Norden::N,хоту,nord
382,Norden::N,хоту,settentrione
383,Süden::N,соҕуруу,sud
384,Süden::N,соҕуруу,meridione
385,Westen::N,арҕаа,òvest
386,Westen::N,арҕаа,occidente
387,Osten::N,илин,est
388,Osten::N,илин,oriente
389,Holz::N,мас,legno
390,Brett::N,дуоска,asse
391,Brett::N,дуоска,tàvola
392,Brett::N,хаптаһын,asse
393,Brett::N,хаптаһын,tàvola
394,Platte::N,билиитэ,lastra
395,Platte::N,билиитэ,piastra
396,Stütze::N,тулааһын,supporto
397,Stange::N,ураҕас,sbarra
398,Stange::N,ураҕас,pèrtica
399,Stock::N,мас,verga
400,Stock::N,мас,bastone
401,Stock::N,мас,bacchetta
402,Stock::N,баалкы,verga
403,Stock::N,баалкы,bastone
404,Stock::N,баалкы,bacchetta
405,Stab::N,ураҕас,asta
406,Rohr::N,турба,tubo
407,Haus::N,дьиэ,casa
408,Heim::N,дьиэ,casa
409,Ofen::N,оһох,stufa
410,Fußboden::N,муоста,pavimento
411,Tisch::N,остуол,tàvolo
412,Stuhl::N,устуул,sedia
413,Wiege::N,биһик,culla
414,Bett::N,кырабаат,letto
415,Regal::N,долбуур,scaffale
416,Kiste::N,дьааһык,cassa
417,Fenster::N,түннүк,finestra
418,Tür::N,аан,porta
419,Tor::N,аан,portone
420,Zaun::N,соппулуот,recinto
421,Dach::N,кырыыса,tetto
422,Leiter::N,кирилиэс,scala
423,Leiter::N,кирилиэс,scala a pioli
424,Besen::N,миинньик,scopa
425,Spaten::N,күрдьэх,vanga
426,Schaufel::N,күрдьэх,pala
427,Gabel::N,биилкэ,forchetta
428,Löffel::N,луоска,cucchiaio
429,Messer::N,быһах,coltello
430,Nagel::N,тоһоҕо,chiodo
431,Netz::N,илим,rete
432,Haken::N,көхө,uncino
433,Griff::N,ук,mànico
434,Griff::N,ук,maniglia
435,Griff::N,тутаах,mànico
436,Griff::N,тутаах,maniglia
437,Schloss::N,күлүүс,serratura
438,Bild::N,хартыына,quadro
439,Bild::N,хартыына,immàgine
440,Figur::N,фигура,figura
441,Puppe::N,куукула,bàmbola
442,Beutel::N,мөһөөччук,borsa
443,Beutel::N,мөһөөччук,sacchetto
444,Bündel::N,баайыы,fascio
445,Bündel::N,баайыы,fagotto
446,Tasche::N,суумка,borsa
447,Eimer::N,биэдэрэ,secchio
448,Deckel::N,хаппах,coperchio
449,Geschirr::N,иһит,stoviglie
450,Sack::N,куул,sacco
451,Tasse::N,сэлиэнэй,tazza
452,Topf::N,көстүрүүҥкэ,pèntola
453,Kessel::N,хочуол,paiolo
454,Kessel::N,хочуол,calderone
455,Essen::N,аһылык,pasto
456,Essen::N,аһылык,mangiare
457,Nahrung::N,ас,cibo
458,Nahrung::N,ас,alimento
459,Speise::N,аһылык,piatto
460,Fleisch::N,эт,carne
461,Getreide::N,злактар,cereali
462,Brei::N,хааһы,purè
463,Brei::N,хааһы,pappa
464,Brot::N,килиэп,pane
465,Scheibe::N,куһуок,fetta
466,Scheibe::N,куһуок,trancia
467,Fett::N,сыа,grasso
468,Butter::N,арыы,burro
469,Öl::N,арыы,olio
470,Salz::N,туус,sale
471,Suppe::N,мин,zuppa
472,Suppe::N,мин,minestra
473,Honig::N,мүөт,miele
474,Milch::N,үүт,latte
475,Tee::N,чэй,tè
476,Leder::N,тирии,pelle
477,Wolle::N,түү,lana
478,Stoff::N,таҥас,panno
479,Stoff::N,таҥас,tessuto
480,Nadel::N,иннэ,ago
481,Faden::N,сап,filo
482,Knopf::N,тимэх,bottone
483,Knoten::N,түмүк,nodo
484,Farbe::N,кырааска,pittura
485,Kleidung::N,таҥас,vestiti
486,Kleidung::N,таҥас,vestiario
487,Hemd::N,ырбаахы,camicia
488,Kragen::N,саҕа,bàvero
489,Kragen::N,саҕа,colletto
490,Ärmel::N,сиэх,mànica
491,Hose::N,ыстаан,calzoni
492,Hose::N,бүрүүкэ,calzoni
493,Gürtel::N,кур,cintura
494,Mütze::N,бэргэһэ,berretto
495,Schuh::N,бачыыҥка,scarpa
496,Stiefel::N,саппыкы,stivale
497,Ring::N,биһилэх,anello
498,Band::N,лиэнтэ,nastro
499,Band::N,лиэнтэ,fettuccia
500,Kamm::N,тараах,pèttine
501,Spiegel::N,сиэркилэ,specchio
502,Riemen::N,кур,cinghia
503,Schnur::N,быа,corda
504,Leine::N,тэһиин,guinzaglio
505,Decke::N,суорҕан,coperta
506,Kissen::N,сыттык,cuscino
507,Kissen::N,сыттык,guanciale
508,Tuch::N,былаат,fazzoletto
509,Handtuch::N,соттор,asciugamano
510,Kraft::N,сыра,forza
511,Stärke::N,күүс,forza
512,Stärke::N,күүс,vigore
513,Stärke::N,күүс,fortezza
514,Gesundheit::N,доруобуйа,salute
515,Krankheit::N,ыарыы,malattìa
516,Schmerz::N,ыарыы,dolore
517,Wunde::N,баас,piaga
518,Wunde::N,баас,ferita
519,Fieber::N,түрүлгэн,febbre
520,Fieber::N,лихорадка,febbre
521,Fieber::N,температура,febbre
522,Arznei::N,эмп,fàrmaco
523,Arznei::N,эмп,medicina
524,Brücke::N,күргэ,ponte
525,Brunnen::N,холуодьас,pozzo
526,Weide::N,мэччирэҥ,pàscolo
527,Pfad::N,ыллык,sentiero
528,Weg::N,суол,via
529,Weg::N,суол,cammino
530,Straße::N,суол,strada
531,Dorf::N,дэриэбинэ,paese
532,Dorf::N,дэриэбинэ,villaggio
533,Stadt::N,куорат,città
534,Brief::N,сурук,lèttera
535,Buch::N,кинигэ,libro
536,Buchstabe::N,буква,lèttera
537,Zeitung::N,хаһыат,giornale
538,Leben::N,тыын,vita
539,Tod::N,өлүү,morte
540,Grab::N,иин,tomba
541,Grab::N,иин,sepolcro
542,Kirche::N,таҥара дьиэтэ,chiesa
543,Sünde::N,айыы,peccato
544,Gott::N,тангара,dio
545,Arbeiter::N,үлэһит,operaio
546,Arbeiter::N,үлэһит,lavoratore
547,Chef::N,баһылык,capo
548,Chef::N,баһылык,padrone
549,Chef::N,начальник,capo
550,Chef::N,начальник,padrone
551,Meister::N,уус,mastro
552,Meister::N,уус,maestro
553,Meister::N,маастар,mastro
554,Meister::N,маастар,maestro
555,Arzt::N,врач,mèdico
556,Arzt::N,врач,dottore
557,Lehrer::N,учуутал,professore
558,Geld::N,харчы,soldi
559,Geld::N,харчы,denaro
560,Geschäft::N,идэ,affare
561,Geschäft::N,идэ,negozio
562,Laden::N,маҕаһыын,negozio
563,Preis::N,сыана,prezzo
564,Ware::N,табаар,merce
565,Nutzen::N,туһа,ùtile
566,Nutzen::N,туһа,profitto
567,Reichtum::N,баай,ricchezza
568,Welt::N,аан дойду,mondo
569,Land::N,дойду,paese
570,Staat::N,государство,Stato
571,König::N,король,re
572,Macht::N,былаас,potere
573,Grenze::N,кыраныысса,confine
574,Grenze::N,кыраныысса,frontiera
575,Krieg::N,сэрии,guerra
576,Feind::N,өстөөх,nemico
577,Gewalt::N,күүһүлээһин,violenza
578,Kampf::N,охсуһуу,lotta
579,Bogen[Waffe]::N,ох,arco
580,Pfeil::N,ох,freccia
581,Gewehr::N,саа,fucile
582,Fehler::N,сыыһа,errore
583,Fehler::N,сыыһа,sbaglio
584,Lüge::N,сымыйа,bugìa
585,Lüge::N,сымыйа,menzogna
586,Schaden::N,хоромньу,danno
587,Unglück::N,алдьархай,sfortuna
588,Schuld::N,буруй,colpa
589,Alter::N,саас,età
590,Schluss::N,тиһэх,fine
591,Zeit::N,бириэмэ,tempo
592,Tag::N,күн,giorno
593,Tag::N,күн,giornata
594,Morgen::N,сарсыарда,mattina
595,Mittag::N,күн ортото,mezzogiorno
596,Abend::N,киэһэ,sera
597,Abend::N,киэһэ,serata
598,Nacht::N,түүн,notte
599,Woche::N,нэдиэлэ,settimana
600,Monat::N,ый,mese
601,Jahr::N,сыл,anno
602,Jahr::N,дьыл,anno
603,Frühling::N,саас,primavera
604,Sommer::N,сайын,estate
605,Herbst::N,күһүн,autunno
606,Winter::N,кыһын,inverno
607,Januar::N,тохсунньу,gennaio
608,Februar::N,олунньу,febbraio
609,März::N,кулун тутар,marzo
610,April::N,муус устар ый,aprile
611,Mai::N,ыам ыйа,maggio
612,Juni::N,бэс ыйа,giugno
613,Juli::N,от ыйа,luglio
614,August::N,атырдьах ыйа,agosto
615,September::N,балаҕан ыйа,settembre
616,Oktober::N,алтынньы,ottobre
617,November::N,сэтинньи,novembre
618,Dezember::N,ахсынньы,dicembre
619,Montag::N,бэнидиэнньик,lunedì
620,Dienstag::N,оптуорунньук,martedì
621,Mittwoch::N,сэрэдэ,mercoledì
622,Donnerstag::N,чэппиэр,giovedì
623,Freitag::N,бээтинсэ,venerdì
624,Samstag::N,субуота,sàbato
625,Sonntag::N,баскыһыанньа,domenica
626,groß::A,бөдөҥ,grande
627,groß::A,улахан,grande
628,klein::A,кыр,pìccolo
629,lang::A,уһун,lungo
630,kurz::A,кылгас,corto
631,breit::A,кэтит,largo
632,schmal::A,кыараҕас,stretto
633,dicht::A,хойуу,denso
634,dick[Gegenstand]::A,суон,spesso
635,dick[Gegenstand]::A,хойуу,spesso
636,dünn::A,чараас,sottile
637,fein::A,бытархай,fine
638,fein::A,бытархай,delicato
639,fein::A,синньигес,fine
640,fein::A,синньигес,delicato
641,fest::A,бөҕө,sodo
642,fest::A,бөҕө,fisso
643,fest::A,кытаанах,sodo
644,fest::A,кытаанах,fisso
645,flach::A,хаптаҕай,piano
646,flach::A,хаптаҕай,piatto
647,glatt::A,кылааккай,liscio
648,hart::A,хатан,duro
649,hart::A,кытаанах,duro
650,weich::A,сымнаҕас,molle
651,rund::A,төгүрүк,rotondo
652,spitz::A,сытыы,aguzzo
653,spitz::A,сытыы,appuntito
654,spitz::A,уһуктаах,aguzzo
655,spitz::A,уһуктаах,appuntito
656,scharf::A,сытыы,affilato
657,scharf::A,сытыы,tagliente
658,stumpf::A,сыппах,smussato
659,schwer::A,ыарахан,pesante
660,schön::A,кыраһыабай,bello
661,heiß::A,итии,caldo
662,heiß::A,итии,bollente
663,warm::A,ичигэс,caldo
664,kalt::A,тымныы,freddo
665,kühl::A,сөрүүн,fresco
666,frisch::A,ыраас,fresco
667,frisch::A,сөрүүн,fresco
668,frisch::A,тымныы,fresco
669,feucht::A,сииктээх,ùmido
670,nass::A,инчэҕэй,bagnato
671,trocken::A,кураан,secco
672,voll::A,толору,pieno
673,leer::A,иччитэх,vuoto
674,offen::A,аһаҕас,aperto
675,geschlossen::A,бүтэй,chiuso
676,sauber::A,сэбэр,netto
677,sauber::A,сэбэр,pulito
678,schmutzig::A,кирдээх,sporco
679,schmutzig::A,кирдээх,sùdicio
680,roh::A,сиикэй,crudo
681,reif::A,буспут,maturo
682,reif::A,сиппит-хоппут,maturo
683,lecker::A,минньигэс,ghiotto
684,lecker::A,минньигэс,squisito
685,süß::A,минньигэс,dolce
686,bitter::A,аһыы,amaro
687,sauer::A,аһыы,aspro
688,sauer::A,аһыы,acerbo
689,hell::A,сырдык,chiaro
690,dunkel::A,хараҥа,buio
691,dunkel::A,хараҥа,oscuro
692,schwarz::A,хара,nero
693,weiß::A,үрүҥ,bianco
694,weiß::A,маҥан,bianco
695,rot::A,кыһыл,rosso
696,gelb::A,саһархай,giallo
697,blau::A,күөх,blu
698,blau::A,күөх,azzurro
699,grün::A,күөх,verde
700,grün::A,от күөҕэ,verde
701,grau::A,сиэрэй,grigio
702,bunt::A,эриэн,variopinto
703,billig::A,чэпчэки,a buon prezzo
704,billig::A,чэпчэки,a buon mercato
705,teuer::A,сыаналаах,caro
706,wertvoll::A,сыаналаах,prezioso
707,blind::A,хараҕа суох,cieco
708,taub::A,дьүлэй,sordo
709,kräftig::A,модун,forte
710,kräftig::A,модун,robusto
711,stark::A,күүстээх,forte
712,stark::A,күүстээх,vigoroso
713,schwach::A,мөлтөх,dèbole
714,fett::A,эмис,grasso
715,schlank::A,дьылҕан,snello
716,schlank::A,дьылҕан,slanciato
717,schlank::A,дьыпсаҕай,snello
718,schlank::A,дьыпсаҕай,slanciato
719,hübsch::A,олус кэрэ,bello
720,hübsch::A,олус кэрэ,carino
721,hübsch::A,көрүөхтэн үчүгэй,bello
722,hübsch::A,көрүөхтэн үчүгэй,carino
723,böse::A,өһүөннээх,cattivo
724,dumm::A,акаары,stùpido
725,faul::A,нэс,pigro
726,fleißig::A,кыһамньылаах,diligente
727,geizig::A,иҥсэлээх,avaro
728,klug::A,өйдөөх,intelligente
729,geschickt::A,наһаа дьоҕурдаах,àbile
730,lieb::A,тапталлаах,caro
731,lustig::A,көрдөөх,gaio
732,lustig::A,көрдөөх,allegro
733,sanft::A,намчы,dolce
734,sanft::A,сымнаҕас,dolce
735,hungrig::A,аччык,affamato
736,krank::A,ыалдьар,malato
737,krank::A,ыалдьар,infermo
738,nackt::A,сыгынньах,nudo
739,traurig::A,санаарҕабыллаах,triste
740,lebendig::A,тыыннаах,vivo
741,gut::A,үтүө,buono
742,gut::A,үчүгэй,buono
743,schlecht::A,куһаҕан,cattivo
744,richtig::A,сөп,giusto
745,schlimm::A,сидьиҥ,grave
746,schlimm::A,быдьар,grave
747,wahr::A,кырдьык,vero
748,alt::A,былыргы,vecchio
749,neu::A,саҥа,nuovo
750,ehemalig::A,урукку,vecchio
751,ehemalig::A,урукку,d'una_volta
752,alt[Lebewesen]::A,кырдьаҕас,anziano
753,jung::A,эдэр,giovane
754,arm::A,дьадаҥы,pòvero
755,reich::A,баай,ricco
756,bekannt::A,билэр,noto
757,bekannt::A,билэр,conosciuto
758,berühmt::A,аатырбыт,famoso
759,berühmt::A,аатырбыт,cèlebre
760,fremd::A,атын,estràneo
761,fremd::A,атын,straniero
762,verschieden::A,араас,diverso
763,verschieden::A,араас,differente
764,nah::A,чугас,vicino
765,nah::A,чугас,propinquo
766,fern::A,ыраах,lontano
767,linker::A,хаҥас,sinistro
768,rechter::A,уҥа,destro
769,anderer::A,атын,altro
770,erster::A,маҥнайгы,primo
771,zweiter::A,иккис,secondo
772,dritter::A,үһүс,terzo
773,letzter::A,тиһэх,ùltimo
774,allein::ADV,соҕотох,solo
