,Concept_ID,sl,mhr
269,Kummer::N,gorjé,о́йго
270,Wunsch::N,žêlja,ку́мыл
271,Lust::N,poželênje,ку́мыл
272,Geist::N,dúša,ӧрт
273,Geist::N,dúša,чон
274,Gedanke::N,mísel,ой
275,Gedanke::N,mísel,шоныма́ш
276,Gedächtnis::N,pámet,шарныма́ш
277,Sinn::N,pomèn,смысл
278,Sinn::N,smísel,смысл
279,Grund::N,vzròk,ама́л
280,Wahrheit::N,resníca,чын
281,Gespräch::N,pogóvor,мутланыма́ш
282,Märchen::N,právljica,йома́к
283,Erzählung::N,povést,ойлыма́ш
284,Nachricht::N,sporočílo,увертарыма́ш
285,Neuigkeit::N,novóst,уве́р
286,Name::N,imé,лӱм
287,Rätsel::N,ugánka,ту́што
288,Rede::N,góvor,ойлыма́ш
289,Sprache::N,jêzik,йы́лме
290,Stimme::N,glás,йӱк
291,Wort::N,beséda,ой
292,Wort::N,beséda,мут
293,Zeichen::N,znák,ти́ште
294,Zeichen::N,znák,знак
295,Ruf::N,klíc,ӱжма́ш
296,Lärm::N,hrúp,лӱшкыма́ш
297,Lärm::N,hrúp,йӱк-йӱа́н
298,Lärm::N,trúšč,лӱшкыма́ш
299,Lärm::N,trúšč,йӱк-йӱа́н
300,Laut::N,glás,йӱк
301,Ton::N,tón,йӱксе́м
302,Lied::N,pésem,му́ро
303,Ruhe::N,pokòj,ты́мык
304,Leute::N,ljudjé,еҥ-влак
305,Volk::N,národ,ка́лык
306,Arbeit::N,délo,паша́
307,Gast::N,gòst,уна́
308,Geschenk::N,darílo,пӧле́к
309,Spiel::N,ígra,мо́дыш
310,Spiel::N,ígra,модма́ш
311,Gesellschaft::N,drúžba,тӱшка́
312,Hilfe::N,pomóč,по́лыш
313,Freund::N,prijátelj,таҥ
314,Freund::N,prijátelj,йолта́ш
315,Kamerad::N,továriš,таҥ
316,Angelegenheit::N,zadéva,паша́
317,Anzahl::N,števílo,чот
318,Art::N,vŕsta,вид
319,Stück::N,kós,ка́тыш
320,Stück::N,kós,ла́стык
321,Teil::N,dél,ужа́ш
322,Hälfte::N,polovíca,пел
323,Hälfte::N,polovíca,пе́ле
324,Kreis::N,króg,ты́ртыш
325,Kreis::N,kolobár,ты́ртыш
326,Kreuz::N,kríž,ыре́с
327,Linie::N,próga,ли́ний
328,Strich::N,čŕta,коре́ш
329,Abstand::N,preslédek,кокла́
330,Entfernung::N,oddáljenost,тора́
331,Entfernung::N,oddáljenost,ку́жыт
332,Gegend::N,kràj,кунде́м
333,Gegend::N,dežêla,кунде́м
334,Platz::N,prôstor,ку́мдык
335,Ort::N,mésto,вер
336,Ort::N,mésto,о́лмо
337,Seite::N,bòk,ӧ́рдыж
338,Seite::N,strán,ӧ́рдыж
339,Mitte::N,sredína,покше́л
340,Gegenstand::N,prédmet,наста́
341,Sache::N,réč,наста́
342,Sache::N,stvár,наста́
343,Rand::N,kràj,тӱр
344,Kante::N,rób,тӱр
345,Ecke::N,vogál,лук
346,Spitze::N,óst,вуй
347,Ende::N,kônec,муча́ш
348,Loch::N,lúknja,рож
349,Winkel::N,kót,лук
350,Muster::N,vzórec,пеза́к
351,Muster::N,vzórec,узо́р
352,Muster::N,vzórec,ӱ́лгӧ
353,Größe::N,veličína,кӱ́кшыт
354,Länge::N,dolžína,ку́тыш
355,Höhe::N,vršína,кӱ́кшыт
356,Gewicht::N,téža,не́лыт
357,Menge::N,količína,чот
358,Haufen::N,kùp,кы́шыл
359,Haufen::N,kopíca,кы́шыл
360,Reihe::N,níz,рада́м
361,Reihe::N,vŕsta,рада́м
362,Boot::N,čóln,пуш
363,Ruder::N,vêslo,эшка́к
364,Schlitten::N,saní,тер
365,Schlitten::N,saní,изде́р
366,Ski::N,smučí,е́че
367,Lagerfeuer::N,táborni ôgenj,туло́то
368,Last::N,tôvor,нӧ́лтыш
369,Gang::N,hòd,ошкылма́ш
370,Schritt::N,korák,о́шкыл
371,Norden::N,séver,йӱдйыма́л
372,Süden::N,júg,кечывалве́л
373,Westen::N,zapàd,касве́л
374,Osten::N,vzhòd,эрве́л
375,Holz::N,lés,пу
376,Brett::N,deskà,оҥа́
377,Platte::N,plôča,аста́р
378,Stütze::N,opóra,чара́к
379,Stütze::N,zaslómba,чара́к
380,Stange::N,gréd,лома́ш
381,Stock::N,pálica,тоя́
382,Stab::N,pálica,вара́
383,Stab::N,pálica,кашта́
384,Rohr::N,cév,пуч
385,Haus::N,híša,пӧрт
386,Heim::N,dóm,мӧ́ҥгӧ
387,Ofen::N,péč,комака́
388,Fußboden::N,pòd,кӱва́р
389,Tisch::N,míza,ӱсте́л
390,Stuhl::N,stòl,пӱке́н
391,Wiege::N,zíbel,шепка́
392,Bett::N,póstelja,ва́кшыш
393,Regal::N,políca,шӧ́рлык
394,Kiste::N,zabòj,шо́ндык
395,Kiste::N,zabòj,я́шлык
396,Fenster::N,ôkno,окна́
397,Tür::N,vráta,омса́
398,Tor::N,velíka vráta,капка́
399,Zaun::N,ográja,сава́р
400,Dach::N,stréha,леве́дыш
401,Leiter::N,léstev,тошка́лтыш
402,Besen::N,mêtla,ӱштерво́штыр
403,Spaten::N,lopáta,ко́льмо
404,Schaufel::N,lopáta,сово́к
405,Schaufel::N,lopáta,су́ско
406,Gabel::N,vílice,ви́лке
407,Löffel::N,žlíca,па́не
408,Löffel::N,žlíca,совла́
409,Messer::N,nòž,кӱ́зӧ
410,Nagel::N,žebèlj,пуда́
411,Netz::N,mréža,вапш
412,Haken::N,kljúka,са́гыле
413,Griff::N,ročáj,кыл
414,Griff::N,oprijèm,кыл
415,Schloss::N,ključávnica,кӧгӧ́н
416,Bild::N,slíka,сӱре́т
417,Figur::N,figúra,фигу́р
418,Figur::N,postáva,фигу́р
419,Puppe::N,lútka,курча́к
420,Beutel::N,môšnja,меша́к
421,Bündel::N,cúla,арша́ш
422,Bündel::N,svéženj,арша́ш
423,Tasche::N,tórba,сумка́
424,Tasche::N,tobôlec,сумка́
425,Eimer::N,vêdro,ведра́
426,Deckel::N,pokròv,ко́мдыш
427,Deckel::N,poklópec,ко́мдыш
428,Geschirr::N,posóda,а́те
429,Sack::N,vréča,куль
430,Sack::N,vréča,меша́к
431,Tasse::N,skodélica,чу́кыр
432,Tasse::N,skodélica,чашка́
433,Topf::N,lônec,ми́ске
434,Kessel::N,kôtel,под
435,Essen::N,hrána,ко́чкыш
436,Nahrung::N,živílo,ку́рго
437,Speise::N,jéd,ко́чкыш
438,Fleisch::N,mesó,шыл
439,Getreide::N,žíto,шу́рно
440,Brei::N,káša,пу́чымыш
441,Brot::N,krùh,ки́нде
442,Scheibe::N,réženj,ка́тыш
443,Fett::N,mást,коя́
444,Fett::N,maščôba,коя́
445,Butter::N,máslo,ӱй
446,Öl::N,ólje,ӱй
447,Salz::N,sól,шинча́л
448,Suppe::N,júha,шӱр
449,Honig::N,méd,мӱй
450,Milch::N,mléko,шӧр
451,Tee::N,čáj,чай
452,Leder::N,úsnje,сура́н
453,Leder::N,úsnje,шӱ́штӧ
454,Wolle::N,vólna,пун
455,Stoff::N,blagó,куэ́м
456,Stoff::N,blagó,посто́
457,Nadel::N,ígla,и́ме
458,Faden::N,nít,шӱ́ртӧ
459,Knopf::N,gúmb,по́лдыш
460,Knoten::N,vôzel,пышке́м
461,Farbe::N,bárva,чия́
462,Kleidung::N,obléka,чие́м
463,Kleidung::N,obléka,вурге́м
464,Hemd::N,srájca,ту́выр
465,Kragen::N,ovrátnik,сога́
466,Ärmel::N,rokáv,шокш
467,Hose::N,hláče,йола́ш
468,Gürtel::N,pás,ӱ́штӧ
469,Mütze::N,kápa,упш
470,Mütze::N,čépica,упш
471,Schuh::N,čévelj,боти́нке
472,Stiefel::N,škórenj,кем
473,Ring::N,pŕstan,шерга́ш
474,Band::N,trák,тасма́
475,Band::N,trák,ле́нте
476,Kamm::N,glavník,шерге́
477,Spiegel::N,zrcálo,вошто́нчыш
478,Spiegel::N,ogledálo,вошто́нчыш
479,Riemen::N,jêrmen,кӱзанӱ́штӧ
480,Schnur::N,vŕvca,кере́м
481,Schnur::N,vŕvca,кандыра́
482,Leine::N,konôpec,вӱра́ҥ
483,Decke::N,odéja,леве́дыш
484,Decke::N,odéja,одея́л
485,Kissen::N,blazína,кӱ́пчык
486,Tuch::N,pŕt,шо́выч
487,Tuch::N,rúta,шо́выч
488,Handtuch::N,brisáča,со́лык
489,Kraft::N,síla,вий
490,Kraft::N,síla,куа́т
491,Stärke::N,jákost,куа́т
492,Stärke::N,jákost,карма́н
493,Gesundheit::N,zdrávje,таза́лык
494,Krankheit::N,bolézen,чер
495,Schmerz::N,ból,ко́рштыш
496,Schmerz::N,bolečína,ко́рштыш
497,Wunde::N,rána,су́сыр
498,Fieber::N,vročína,йӱштыму́ж
499,Fieber::N,vročína,лихора́дке
500,Arznei::N,lék,эм
501,Arznei::N,zdravílo,эм
502,Brücke::N,móst,кӱва́р
503,Brunnen::N,vodnják,вӱдвыне́м
504,Weide::N,páša,нурше́р
505,Pfad::N,stezà,йолго́рно
506,Pfad::N,stezà,сокма́к
507,Weg::N,pót,ко́рно
508,Straße::N,césta,ко́рно
509,Dorf::N,vás,ял
510,Stadt::N,mésto,ола́
511,Brief::N,písmo,се́рыш
512,Buch::N,knjíga,книга́
513,Buchstabe::N,čŕka,буква́
514,Zeitung::N,čásnik,газе́т
515,Leben::N,življênje,и́лыш
516,Tod::N,smŕt,колыма́ш
517,Grab::N,gròb,шӱга́р
518,Kirche::N,cérkev,че́рке
519,Sünde::N,gréh,су́лык
520,Gott::N,bóg,ю́мо
521,Arbeiter::N,délavec,паша́зе
522,Chef::N,šéf,тӧра́
523,Meister::N,mójster,маста́р
524,Arzt::N,zdravník,врач
525,Lehrer::N,učítelj,ту́ныктышо
526,Geld::N,denár,окса́
527,Geschäft::N,kupčíja,сатулыма́ш
528,Laden::N,trgovína,ке́выт
529,Preis::N,céna,ак
530,Ware::N,róba,сату́
531,Nutzen::N,príd,пайда́
532,Reichtum::N,bogástvo,поя́нлык
533,Welt::N,svét,тӱня́
534,Land::N,dežêla,эл
535,Staat::N,držáva,кугыжа́ныш
536,König::N,králj,кугыжа́
537,Macht::N,oblást,власть
538,Grenze::N,mêja,грани́ца
539,Krieg::N,vôjna,сар
540,Feind::N,sovrážnik,тушма́н
541,Gewalt::N,nasílje,виешлыма́ш
542,Kampf::N,bòj,кредалма́ш
543,Kampf::N,bórba,кредалма́ш
544,Bogen[Waffe]::N,lók,юҥе́ж
545,Pfeil::N,puščíca,пикш
546,Gewehr::N,púška,пыча́л
547,Fehler::N,zmóta,йо́ҥылыш
548,Lüge::N,láž,шоя́к
549,Schaden::N,okvára,зия́н
550,Unglück::N,nesréča,эҥге́к
551,Schuld::N,krívda,тита́к
552,Schuld::N,krívda,йола́
553,Alter::N,dôba,ийго́т
554,Schluss::N,kônec,муча́ш
555,Zeit::N,čàs,жап
556,Zeit::N,čàs,па́гыт
557,Tag::N,dán,ке́че
558,Morgen::N,jútro,эр
559,Mittag::N,póldan,кечыва́л
560,Abend::N,večér,кас
561,Nacht::N,nóč,йӱд
562,Woche::N,téden,арня́
563,Monat::N,mésec,ты́лзе
564,Jahr::N,léto,ий
565,Frühling::N,pomlád,шо́шо
566,Sommer::N,polétje,кеҥе́ж
567,Herbst::N,jesén,шы́же
568,Winter::N,zíma,те́ле
569,Januar::N,jánuar,шоркыйол
570,Januar::N,jánuar,идалыкву́й
571,Januar::N,jánuar,янва́рь
572,Februar::N,fébruar,пургыж
573,Februar::N,fébruar,февра́ль
574,März::N,márec,ӱярня
575,März::N,márec,март
576,April::N,apríl,апре́ль
577,Mai::N,máj,ага
578,Mai::N,máj,май
579,Juni::N,júnij,пеледыш
580,Juni::N,júnij,ию́нь
581,Juli::N,júlij,сӱрем
582,Juli::N,júlij,ию́ль
583,August::N,avgúst,сорла
584,August::N,avgúst,агарма́н
585,August::N,avgúst,а́вгуст
586,September::N,septêmber,идым
587,September::N,septêmber,сентя́брь
588,Oktober::N,október,шыжа
589,Oktober::N,október,октя́брь
590,November::N,novêmber,кылме тылзе
591,November::N,novêmber,ноя́брь
592,Dezember::N,decémber,дека́брь
593,Montag::N,ponedéljek,шо́чмо
594,Dienstag::N,tôrek,ку́шкыжмо
595,Mittwoch::N,sréda,вӱрге́че
596,Donnerstag::N,četŕtek,изарня́
597,Freitag::N,pétek,кугарня́
598,Samstag::N,sobóta,шуматке́че
599,Sonntag::N,nedélja,рушарня́
600,groß::A,vêlik,кугу́
601,klein::A,májhen,изи́
602,lang::A,dólg,кужу́
603,kurz::A,krátek,кӱ́чык
604,breit::A,širòk,кумда́
605,schmal::A,ózek,а́ҥысыр
606,dicht::A,góst,ну́гыдо
607,dick[Gegenstand]::A,dêbel,кӱ́жгӧ
608,dünn::A,tánek,ви́чкыж
609,fein::A,drôben,ты́гыде
610,fest::A,tŕden,чо́ткыдо
611,flach::A,plán,лапка́
612,flach::A,plòsk,лапка́
613,glatt::A,gládek,яклака́
614,hart::A,tŕd,пе́ҥгыде
615,weich::A,mehák,пу́шкыдо
616,rund::A,okrógel,йырге́шке
617,spitz::A,šílast,коша́р
618,scharf::A,óster,пӱ́сӧ
619,stumpf::A,tóp,токма́к
620,stumpf::A,skŕhan,токма́к
621,schwer::A,têžek,не́ле
622,schön::A,lép,сы́лне
623,schön::A,krásen,сы́лне
624,heiß::A,vròč,шо́кшо
625,warm::A,tôpel,ле́ве
626,kalt::A,mŕzel,йӱ́штӧ
627,kalt::A,hláden,йӱ́штӧ
628,kühl::A,hláden,юа́лге
629,kühl::A,hláden,южгата́
630,frisch::A,svéž,свежа́
631,feucht::A,vlážen,вӱ́дыжгӧ
632,nass::A,móker,нӧ́рӧ
633,trocken::A,súh,ку́кшо
634,voll::A,póln,тич
635,leer::A,prázen,яра́
636,offen::A,odpŕt,виш
637,geschlossen::A,zapŕt,пе́тырыме
638,geschlossen::A,zapŕt,тӱ́чмӧ
639,sauber::A,číst,ару́
640,sauber::A,číst,янда́р
641,sauber::A,líčen,ару́
642,sauber::A,líčen,янда́р
643,schmutzig::A,umázan,лавыра́н
644,schmutzig::A,umázan,ла́выргыше
645,roh::A,suròv,кӱ́чымӧ
646,reif::A,zrèl,лӧза́
647,lecker::A,okúsen,ту́тло
648,süß::A,sládek,ше́ре
649,bitter::A,grenák,ко́чо
650,sauer::A,kísel,шо́по
651,hell::A,svetèl,во́лгыдо
652,dunkel::A,temèn,пычке́мыш
653,schwarz::A,čŕn,шола́
654,weiß::A,bél,ош
655,rot::A,rdèč,йошка́р
656,gelb::A,žólt,сар
657,gelb::A,rumèn,сар
658,blau::A,móder,ка́нде
659,grün::A,zelèn,ужа́р
660,grau::A,sív,сур
661,bunt::A,písan,олача́
662,billig::A,pocéni,шу́лдо
663,teuer::A,drág,ше́рге
664,wertvoll::A,dragocén,шергака́н
665,blind::A,slép,со́кыр
666,taub::A,glúh,соҥгыра́
667,kräftig::A,močán,куа́тле
668,stark::A,ják,вия́н
669,schwach::A,šíbek,а́лдыме
670,fett::A,dêbel,коя́
671,schlank::A,vítek,йоштката́
672,schlank::A,vítek,яжу́
673,hübsch::A,lép,чеве́р
674,böse::A,zèl,шы́де
675,böse::A,hudôben,шы́де
676,dumm::A,glúp,аҥыра́
677,dumm::A,bédast,аҥыра́
678,faul::A,lén,його
679,fleißig::A,marljív,ты́ршыше
680,geizig::A,škŕt,чаҥга́
681,klug::A,pámeten,уша́н
682,geschickt::A,spréten,уста́
683,lieb::A,míl,ала́л
684,lieb::A,ljúb,ала́л
685,lustig::A,vesél,весела́
686,sanft::A,láhek,ны́жылге
687,hungrig::A,láčen,шу́жышо
688,krank::A,bolán,че́рле
689,nackt::A,nág,чарама́т
690,traurig::A,túžen,ойга́н
691,lebendig::A,žív,и́лыше
692,gut::A,dóber,сай
693,schlecht::A,malopríden,уда́
694,schlecht::A,malopríden,шӱ́кшӧ
695,richtig::A,pravílen,чы́нле
696,schlimm::A,húd,аля́к
697,schlimm::A,húd,тыра́н
698,wahr::A,resníčen,чы́нле
699,wahr::A,resníčen,настоя́щий
700,alt::A,stàr,то́што
701,neu::A,nòv,у
702,ehemalig::A,nekdánji,о́нчычсо
703,ehemalig::A,nekdánji,онда́кысе
704,alt[Lebewesen]::A,stàr,шо́нто
705,jung::A,mlád,са́мырык
706,arm::A,ubóg,нужна́
707,arm::A,réven,нужна́
708,reich::A,bogàt,поя́н
709,bekannt::A,znán,па́лыме
710,berühmt::A,sláven,лӱ́млӧ
711,berühmt::A,znamenít,лӱ́млӧ
712,fremd::A,túj,йот
713,verschieden::A,razlíčen,тӱ́рлӧ
714,nah::A,blížnji,ли́шыл
715,fern::A,dáleč,тора́
716,fern::A,dáleč,мӱ́ндыр
717,linker::A,lévi,шола́
718,rechter::A,désni,пурла́
719,anderer::A,drúgi,вес
720,anderer::A,drúgi,мо́ло
721,erster::A,pŕvi,и́кымше
722,zweiter::A,drúgi,ко́кымшо
723,dritter::A,trétji,ку́мшо
724,letzter::A,poslédnji,пыта́ртыш
725,allein::ADV,sám,шкет
726,auf einmal::ADV,obênem,икана́ште
727,zusammen::ADV,skúpaj,пырля́
728,lange::ADV,dólgo,кужу́н
729,plötzlich::ADV,náglo,кенета́
730,plötzlich::ADV,nenádoma,кенета́
731,sofort::ADV,prècej,кызыта́к
732,später::ADV,poznêje,варара́к
733,jetzt::ADV,zdàj,ы́нде
734,jetzt::ADV,zdàj,кы́зыт
