,Concept_ID,pt,lez
811,vorwärts::ADV,avante,вилик
812,vorwärts::ADV,avante,виликди
813,rückwärts::ADV,para trás,кьулухъ
814,zurück::ADV,atrás,
815,unten::ADV,debaixo,агъада
816,unten::ADV,em baixo,агъада
817,hinab::ADV,para baixo,агъуз
818,oben::ADV,em cima,винел
819,hinauf::ADV,para cima,виниз
820,überall::ADV,em toda parte,вирина
821,nicht::ADV,não,ваъ
822,ein wenig::ADV,um pouco,са тӏимил
823,ein wenig::ADV,um bocado,са тӏимил
824,kaum::ADV,apenas,жизви
825,sehr::ADV,muito,лап
826,so::ADV,tão,икӏ
827,so::ADV,assim,икӏ
828,noch::ADV,ainda,гьеле
829,nur::ADV,só,анжах
830,nur::ADV,apenas,анжах
831,nur::ADV,somente,анжах
832,schon::ADV,já,хъувуна
833,schon::ADV,já,мадни дардиз
834,schon::ADV,já,мадни гуьтӏуьз
835,schon::ADV,já,мадни гуьтӏуь я
836,wieder::ADV,outra vez,
837,vergebens::ADV,em vão,нагьакь
838,vergebens::ADV,em vão,нагьакьа
839,vor::PRP,diante de,вилик
840,hinter::PRP,atrás de,кьулухъ
841,unter::PRP,sob,кӏаник
842,unter::PRP,debaixo de,кӏаник
843,durch::PRP,por,арадай
844,durch::PRP,por,-кай хкатна
845,durch::PRP,através de,арадай
846,durch::PRP,através de,-кай хкатна
847,neben::PRP,junto de,патав
848,neben::PRP,junto de,мукьув
849,neben::PRP,ao lado de,патав
850,neben::PRP,ao lado de,мукьув
851,zwischen::PRP,entre,ара
852,zwischen::PRP,entre,арада
853,wegen::PRP,por,гъиляй
854,wegen::PRP,por causa de,гъиляй
855,dies::PRN,isto,и
856,dies::PRN,isto,им
857,das::PRN,isso,а
858,das::PRN,isso,ам
859,das::PRN,aquilo,а
860,das::PRN,aquilo,ам
861,alles::PRN,todo,вири
862,alles::PRN,todo,михьиз
863,ich::PRN,eu,за
864,ich::PRN,eu,зун
865,du::PRN,tu,вун
866,er::PRN,ele,ам
867,er::PRN,ele,гьа
868,wir::PRN,nós,чун
869,ihr::PRN,vós,куьн
870,ihr::PRN,vocês,куьн
871,sie::PRN,eles,абур
872,was::FPRN,quê,вуч
873,wer::FPRN,quem,вуж
874,wo::FADV,onde,гьина
875,wohin::FADV,aonde,гьиниз
876,wohin::FADV,para onde,гьиниз
877,wie::FADV,como,гьикӏ
878,warum::FADV,porquê,вучиз
879,warum::FADV,por que,вучиз
880,wieviel::FNUM,quanto,шумуд
881,eins::NUM,um,са
882,zwei::NUM,dois,кьвед
883,drei::NUM,três,пуд
884,vier::NUM,quatro,кьуд
885,fünf::NUM,cinco,вад
886,sechs::NUM,seis,ругуд
887,sieben::NUM,sete,ирид
888,acht::NUM,oito,муьжуьд
889,neun::NUM,nove,кӏуьд
890,zehn::NUM,dez,цӏуд
891,elf::NUM,onze,цӏусад
892,zwölf::NUM,doze,цӏикьвед
893,zwanzig::NUM,vinte,къад
894,dreißig::NUM,trinta,къанницӏуд
895,vierzig::NUM,quarenta,яхцӏур
896,fünfzig::NUM,cinquenta,яхцӏурни цӏуд
897,sechzig::NUM,sessenta,пудкъад
898,siebzig::NUM,setenta,пудкъанни цӏуд
899,achtzig::NUM,oitenta,кьудкъад
900,neunzig::NUM,noventa,кьудкъанни цӏуд
901,hundert::NUM,cem,виш
902,hundert::NUM,cento,виш
903,tausend::NUM,mil,агъзур
904,und::CNJ,e,ва
905,oder::CNJ,ou,я
906,stehen::V,estar em pé,акъвазун
907,sitzen::V,estar sentado,ацукьун
908,liegen::V,jazer,къаткун
909,liegen::V,estar deitado,къаткун
910,hängen::V,pender,куьрс хьун
911,hängen::V,estar pendurado,куьрс хьун
912,werden::V,tornar-se,хьун
913,passieren::V,acontecer,хьун
914,beginnen::V,começar,башламиш хьун
915,enden::V,acabar,куьтягь хьун
916,enden::V,terminar,куьтягь хьун
917,wechseln::V,variar,дегиш хьун
918,wechseln::V,alternar,дегиш хьун
919,aufgehen[Sonne]::V,nascer,экъечӏун
920,untergehen[Sonne]::V,pôr-se,акӏун
921,scheinen[Sonne]::V,brilhar,ишигь гун
922,donnern::V,trovejar,къукърумар авун
923,wehen::V,soprar,
924,strömen::V,correr,авахьун
925,fließen::V,fluir,авахьун
926,sich drehen::V,girar,элкъуьн
927,schwanken::V,oscilar,юзун
928,schwingen::V,vibrar,галтад хьун
929,fallen::V,cair,аватун
930,brennen::V,arder,кун
931,brennen::V,arder,ккун
932,rauchen::V,fumegar,
933,regnen::V,chover,къун
934,gefrieren::V,gelar,муркӏади кьун
935,gefrieren::V,congelar,муркӏади кьун
936,tauen::V,derreter,цӏурун
937,tauen::V,descongelar,цӏурун
938,schmelzen::V,fundir-se,цӏурун
939,trocknen::V,secar,кьурун
940,sieden::V,ferver,ругун
941,faulen::V,estragar-se,кутӏун
942,verfaulen::V,apodrecer,чуьруьтмиш хьун
943,verfaulen::V,apodrecer,кутӏун
944,reißen::V,romper-se,атӏун
945,reißen::V,romper-se,къазунун
946,versinken::V,afundar-se,батмиш хьун
947,vergehen::V,passar,алатун
948,erscheinen::V,aparecer,майдандиз акъатун
949,verschwinden::V,desaparecer,квахьун
950,sinken::V,descer,элекьун
951,abnehmen::V,diminuir,тӏимил хьун
952,abnehmen::V,diminuir,гъвечӏи хьун
953,abnehmen::V,decrescer,тӏимил хьун
954,abnehmen::V,decrescer,гъвечӏи хьун
955,zunehmen::V,crescer,артух хьун
956,zunehmen::V,aumentar,артух хьун
957,steigen::V,subir,хкаж хьун
958,wachsen::V,crescer,экъечӏун
959,glänzen::V,brilhar,цӏарцӏар гун
960,funkeln::V,cintilar,нур гун
961,lärmen::V,fazer barulho,ван авун
962,läuten::V,chocalhar,зенг ягъун
963,klingeln::V,tocar,зенг ягъун
964,klirren::V,tinir,зигринг авун
965,brausen::V,bramar,къати хьун
966,rauschen::V,murmurar,вишриш авун
967,rauschen::V,rumorejar,вишриш авун
968,klingen::V,soar,ван авун
969,bellen::V,ladrar,элуькьун
970,heulen::V,uivar,къув ягъун
971,blasen::V,soprar,уф гун
972,pfeifen::V,assobiar,уьфт ягъун
973,schreien::V,gritar,гьараюн
974,stöhnen::V,gemer,суза авун
975,zittern::V,tremer,зурзун
976,leben::V,viver,яшамиш хьун
977,geboren werden::V,nascer,хьун
978,atmen::V,respirar,нефес чӏугун
979,trinken::V,beber,хъун
980,essen::V,comer,тӏуьн
981,schlucken::V,engolir,туькьуьнун
982,müde werden::V,cansar-se,галатун
983,müde werden::V,cansar-se,юргъун хьун
984,einschlafen::V,adormecer,ксун
985,schlafen::V,dormir,ксун
986,aufwachen::V,acordar,ахварай аватун
987,aufstehen::V,levantar-se,къарагъун
988,sich erholen::V,descansar,ял ягъун
989,krank werden::V,adoecer,кефсуз хьун
990,krank werden::V,ficar doente,кефсуз хьун
991,krank sein::V,estar doente,тӏа хьун
992,schmerzen::V,doer,тӏа хьун
993,husten::V,tossir,уьгьуь ягъун
994,genesen::V,convalescer,сагъ хъхьун
995,sterben::V,morrer,кьин
996,umkommen::V,perecer,терг хьун
997,sich bewegen::V,mover-se,юзун
998,sich rühren::V,mexer-se,юзун
999,sich erheben::V,levantar-se,къарагъун
1000,sich setzen::V,sentar-se,ацукьун
1001,hinfallen::V,cair,алукьун
1002,laufen::V,andar,къекъуьн
1003,laufen::V,caminhar,къекъуьн
1004,schreiten::V,andar,ккамар къачун
1005,schreiten::V,caminhar,ккамар къачун
1006,spazierengehen::V,passear,сейр авун
1007,eilen::V,apressar-se,тади авун
1008,sich beeilen::V,apressar-se,гьерекатун
1009,sich beeilen::V,despachar-se,гьерекатун
1010,sausen::V,correr,чкурун
1011,rennen::V,correr,катун
1012,rennen::V,correr,зверун
1013,springen::V,saltar,хкадарун
1014,klettern::V,trepar,акьахун
1015,schaukeln::V,baloiçar,
1016,kriechen::V,rastejar,капаралди фин
1017,kriechen::V,arrastar-se,капаралди фин
1018,schwimmen::V,nadar,сирнав авун
1019,tauchen::V,mergulhar,кьилихъди циз вегьин
1020,rudern::V,remar,кьусуйралди лодка гьалун
1021,rudern::V,remar,цуьруьгъуьлдалди кӏватӏун
1022,fahren::V,ir,фин
1023,fliegen::V,voar,лув гун
1024,fliegen::V,voar,цавай фин
1025,gehen::V,ir,фин
1026,gehen::V,andar,фин
1027,weggehen::V,partir,хъфин
1028,weggehen::V,ir-se embora,хъфин
1029,abfahren::V,sair,фин
1030,abfahren::V,sair,рекье гьатун
1031,abfahren::V,partir,фин
1032,abfahren::V,partir,рекье гьатун
1033,anhalten::V,parar,акъвазун
1034,hineingehen::V,entrar,гьахьун
1035,eintreten::V,entrar,гьахьун
1036,kommen::V,vir,атун
1037,ankommen::V,chegar,атун
1038,zurückkommen::V,voltar,хтун
1039,zurückkommen::V,regressar,хтун
1040,bleiben::V,ficar,амукьун
1041,bleiben::V,permanecer,амукьун
1042,warten::V,esperar,гуьзлемишун
1043,erwarten::V,esperar,вил алаз акъвазун
1044,erwarten::V,aguardar,вил алаз акъвазун
1045,suchen::V,buscar,къекъуьн
1046,suchen::V,procurar,къекъуьн
1047,finden::V,achar,жугъун
1048,finden::V,encontrar,жугъун
1049,versuchen::V,tentar,алахъун
1050,vorbereiten::V,preparar,гьазурун
1051,lieben::V,amar,кӏан хьун
1052,lieben::V,querer,кӏан хьун
1053,mögen::V,gostar de,рикӏ ацукьун
1054,lachen::V,rir,хъуьруьн
1055,lachen::V,rir-se,хъуьруьн
1056,rühren::V,comover,
1057,weinen::V,chorar,шехьун
1058,schimpfen::V,ralhar,сеперар гун
1059,schimpfen::V,ralhar,экъуьгъунар авун
1060,sich ärgern::V,zangar-se,хъел акатун
1061,sich fürchten::V,ter medo de,кичӏе хьун
1062,sich fürchten::V,ter receio de,кичӏе хьун
1063,fürchten::V,temer,къурхутмиш хьун
1064,fürchten::V,recear,къурхутмиш хьун
1065,fliehen::V,fugir,катун
1066,flüchten::V,refugiar-se,катун
1067,sehen::V,ver,акун
1068,anschauen::V,olhar,вил вегьин
1069,ansehen::V,mirar,килигун
1070,hören::V,ouvir,ван хьун
1071,zuhören::V,escutar,яб гун
1072,probieren::V,provar,дад акун
1073,probieren::V,saborear,дад акун
1074,riechen::V,cheirar,ни чӏугун
1075,fühlen::V,sentir,гьисс авун
1076,scheinen::V,parecer,
1077,zu sehen sein::V,estar à vista,
1078,vernehmen::V,ouvir,
1079,frieren::V,ter frio,кьун
1080,frieren::V,ter frio,мекьи хьун
1081,tun::V,fazer,авун
1082,können::V,saber,хьун
1083,können::V,saber,акъакьун
1084,wollen::V,querer,кӏан хьун
1085,anfangen::V,iniciar,башламишун
1086,beenden::V,acabar,куьтягьун
1087,beenden::V,terminar,куьтягьун
1088,aufhören::V,cessar,акъвазун
1089,aufhören::V,desistir,акъвазун
1090,gelingen::V,sair bem,арадал атун
1091,gelingen::V,dar bom resultado,арадал атун
1092,geraten::V,sair,акъатун
1093,geraten::V,dar resultado,акъатун
1094,öffnen::V,abrir,ахъаюн
1095,schließen::V,fechar,акьалун
1096,stellen::V,pôr,эцигун
1097,stellen::V,colocar,эцигун
1098,setzen::V,pôr,ацукьарун
1099,setzen::V,meter,ацукьарун
1100,legen::V,pôr,эцигун
1101,legen::V,meter,эцигун
1102,berühren::V,tocar,хкӏурун
1103,verbinden::V,unir,гилигун
1104,verbinden::V,ligar,гилигун
1105,bedecken::V,cobrir,кӏевун
1106,aufhängen::V,pendurar,куьрсарун
1107,anzünden::V,acender,куькӏуьрун
1108,aufheben::V,apanhar,хкажун
1109,aufheben::V,levantar,хкажун
1110,zurücklassen::V,deixar,тун
1111,verlieren::V,perder,квадарун
1112,fallen lassen::V,deixar cair,авадрун
1113,machen::V,fazer,авун
1114,machen::V,fazer,кар авун
1115,herstellen::V,produzir,расун
1116,bauen::V,edificar,туькӏуьрун
1117,bauen::V,construir,туькӏуьрун
1118,reparieren::V,reparar,расун
1119,reparieren::V,consertar,расун
1120,verbessern::V,melhorar,хъсанрун
1121,ändern::V,mudar,табдил авун
1122,ändern::V,alterar,табдил авун
1123,graben::V,cavar,эгъуьнун
1124,beugen::V,curvar,акӏажарун
1125,beugen::V,curvar,кангур авун
1126,biegen::V,vergar,патахъарун
1127,drehen::V,girar,алчударун
1128,wenden::V,virar,
1129,wenden::V,voltar,
1130,umdrehen::V,virar,элкъуьрун
1131,umdrehen::V,revolver,элкъуьрун
1132,heben::V,levantar,хкажун
1133,hochheben::V,erguer,хкажун
1134,hochheben::V,levantar,хкажун
1135,ergreifen::V,apanhar,агалчна кьун
1136,halten::V,segurar,кьун
1137,drücken::V,apertar,чуькьуьн
1138,schieben::V,empurrar,хуртӏ гун
1139,kratzen::V,raspar,къадгъунун
1140,lecken::V,lamber,мез гун
1141,beißen::V,morder,кӏасун
1142,abreißen::V,arrancar,галудун
1143,abschneiden::V,talhar,атӏун
1144,binden::V,ligar,
1145,stecken::V,meter,сухун
1146,stecken::V,enfiar,сухун
1147,brechen::V,romper,хун
1148,brechen::V,romper,кукӏварун
1149,brechen::V,quebrar,хун
1150,brechen::V,quebrar,кукӏварун
1151,klopfen::V,bater,тахъ-тахъ авун
1152,hauen::V,bater,ягъун
1153,kleben::V,colar,алкӏурун
1154,kleben::V,colar,кукӏурун
1155,reiben::V,esfregar,тӏушунун
1156,streichen::V,barrar,алтадун
1157,schleifen::V,afiar,кӏвенкӏв авун
1158,schneiden::V,cortar,атӏун
1159,rütteln::V,sacudir,къарсурун
1160,schütteln::V,abanar,къарсурун
1161,schütteln::V,sacudir,къарсурун
1162,schwenken::V,agitar,элягъун
1163,schwenken::V,agitar,галтадун
1164,schütten::V,deitar,цун
1165,füllen::V,encher,ацӏурун
1166,einwickeln::V,envolver,кутун
1167,einwickeln::V,envolver,элкъуьрун
1168,einwickeln::V,embrulhar,кутун
1169,einwickeln::V,embrulhar,элкъуьрун
1170,tragen::V,levar,тухун
1171,tragen::V,trazer,тухун
1172,schleppen::V,arrastar,галчӏурун
1173,ziehen::V,puxar,ялун
1174,ziehen::V,puxar,чӏугун
1175,aufbewahren::V,guardar,хуьн
1176,aufbewahren::V,conservar,хуьн
1177,werfen::V,lançar,гадрун
1178,fangen::V,apanhar,кьун
1179,packen::V,agarrar,кьун
1180,verstecken::V,esconder,кӏевун
1181,teilen::V,partir,паюн
1182,teilen::V,dividir,паюн
1183,schicken::V,enviar,ракъурун
1184,bringen::V,trazer,гъун
1185,hinzufügen::V,acrescentar,алава авун
1186,bekommen::V,obter,къачун
1187,bekommen::V,obter,жугъурун
1188,erhalten::V,receber,къачун
1189,nehmen::V,tomar,къачун
1190,wählen::V,eleger,хкягъун
1191,wählen::V,escolher,хкягъун
1192,auswählen::V,escolher,хкягъун
1193,auswählen::V,seleccionar,хкягъун
1194,bewahren::V,guardar,хуьн
1195,bewahren::V,conservar,хуьн
1196,behindern::V,impedir,манийвал авун
1197,verderben::V,estragar,чӏурун
1198,verderben::V,corromper,чӏурун
1199,beschädigen::V,danificar,нукьсанвал гун
1200,zerbrechen::V,romper,хун
1201,zerbrechen::V,quebrar,хун
1202,zerreißen::V,rasgar,къазунун
1203,zerstören::V,destruir,чӏурун
1204,zerstören::V,destruir,барбатӏун
1205,verbrennen::V,queimar,ккун
1206,geben::V,dar,гун
1207,reichen::V,passar,вугун
1208,reichen::V,passar,гун
1209,schenken::V,oferecer,пишкеш авун
1210,versprechen::V,prometer,гаф гун
1211,wünschen::V,desejar,дуьа авун
1212,loben::V,louvar,тариф авун
1213,küssen::V,beijar,темен гун
1214,wiegen::V,embalar,эчӏягъун
1215,zudecken::V,tapar,гьалдун
1216,zudecken::V,cobrir,гьалдун
1217,wecken::V,acordar,ахварай авудун
1218,wecken::V,despertar,ахварай авудун
1219,zeigen::V,mostrar,къалурун
1220,führen::V,guiar,тухун
1221,führen::V,conduzir,тухун
1222,lehren::V,ensinar,кӏелиз тун
1223,unterrichten::V,instruir,тарс гун
1224,aufziehen::V,criar,тербия гун
1225,aufziehen::V,criar,тербияламишун
1226,leiten::V,dirigir,идара авун
1227,leiten::V,conduzir,идара авун
1228,antreiben::V,impelir,тади кутун
1229,lassen::V,fazer,
1230,einladen::V,convidar,теклиф авун
1231,vereinigen::V,unir,сад авун
1232,vereinigen::V,reunir,сад авун
1233,besuchen::V,ir ver,кьилив атун
1234,besuchen::V,visitar,кьилив атун
1235,treffen::V,encontrar,гьалтун
1236,sich versammeln::V,reunir-se,алтӏушун
1237,spielen::V,jogar,къугъун
1238,spielen::V,brincar,къугъун
1239,singen::V,cantar,лугьун
1240,singen::V,cantar,мани лугьун
1241,tanzen::V,bailar,кьуьл авун
1242,sich trennen::V,apartar-se,къакъатун
1243,verlassen::V,deixar,гъил къачун
1244,verlassen::V,abandonar,гъил къачун
1245,retten::V,salvar,къутармишун
1246,bewachen::V,vigiar,хуьн
1247,bewachen::V,guardar,хуьн
1248,schützen::V,proteger,хуьн
1249,verteidigen::V,defender,хуьн
1250,sich schlagen::V,brigar,кукӏун
1251,sich schlagen::V,bater-se,кукӏун
1252,schießen::V,disparar,акъатун
1253,siegen::V,vencer,гъалиб хьун
1254,ärgern::V,irritar,хъел гъун
1255,ärgern::V,irritar,хъел кутун
1256,ärgern::V,aborrecer,хъел гъун
1257,ärgern::V,aborrecer,хъел кутун
1258,schlagen::V,bater,ягъун
1259,schlagen::V,bater,галукьарун
1260,treten::V,pisar,кьуьл къекъягъун
1261,treten::V,pisar,кьуьл эцягъун
1262,stechen::V,picar,акьадарун
1263,stoßen::V,empurrar,эцягъун
1264,stehlen::V,furtar,чуьнуьхун
1265,stören::V,perturbar,хкуьрун
1266,belästigen::V,incomodar,хкуьрун
1267,belästigen::V,incomodar,азият гун
1268,belästigen::V,importunar,хкуьрун
1269,belästigen::V,importunar,азият гун
1270,verbergen::V,ocultar,далдаламишун
1271,verbergen::V,esconder,далдаламишун
1272,täuschen::V,iludir,алцурарун
1273,täuschen::V,iludir,алцуррун
1274,täuschen::V,enganar,алцурарун
1275,täuschen::V,enganar,алцуррун
1276,betrügen::V,burlar,алцурарун
1277,betrügen::V,burlar,гьарамзадавал авун
1278,betrügen::V,enganar,алцурарун
1279,betrügen::V,enganar,гьарамзадавал авун
1280,töten::V,matar,яна кьин
1281,wohnen::V,morar,дуланмиш хьун
1282,arbeiten::V,trabalhar,кӏвалахун
1283,arbeiten::V,trabalhar,кӏвалах авун
1284,sammeln::V,recolher,кӏватӏун
1285,sammeln::V,coleccionar,кӏватӏун
1286,pflücken::V,colher,атӏун
1287,jagen::V,caçar,гъуьрч авун
1288,fischen::V,pescar,гъетер кьун
1289,fassen::V,apanhar,кьун
1290,hüten::V,guardar,чӏура хуьн
1291,treiben::V,conduzir,гьалун
1292,anbinden::V,atar,акалун
1293,füttern::V,dar de comer a,ем гун
1294,melken::V,ordenhar,ацун
1295,hacken::V,rachar,куьткуьнун
1296,gießen::V,regar,яд гун
1297,reifen::V,amadurecer,чурун
1298,reifen::V,amadurecer,агакьун
1299,zubereiten::V,preparar,гьазурун
1300,kochen::V,cozer,ругун
1301,backen::V,cozer,чурун
1302,braten::V,assar,чурун
1303,braten::V,fritar,чурун
1304,umrühren::V,remexer,какадарун
1305,stricken::V,tricotar,хурун
1306,stricken::V,fazer malha,хурун
1307,nähen::V,coser,цун
1308,nähen::V,costurar,цун
1309,färben::V,tingir,шир ягъун
1310,färben::V,colorir,шир ягъун
1311,reinigen::V,limpar,михьун
1312,reinigen::V,purificar,михьун
1313,waschen::V,lavar,чуьхуьн
1314,abwischen::V,limpar,гуьцӏун
1315,abwischen::V,esfregar,гуьцӏун
1316,spülen::V,lavar,экъуьрун
1317,spülen::V,enxaguar,экъуьрун
1318,fegen::V,varrer,шуткун
1319,kehren::V,varrer,кул алтадун
1320,baden::V,banhar,эхъуьн
1321,baden::V,tomar banho,эхъуьн
1322,sich waschen::V,lavar-se,жендек чуьхуьн
1323,ausziehen::V,despir,хутӏунун
1324,ausziehen::V,despir,галудун
1325,anziehen::V,vestir,алукӏун
1326,sich anziehen::V,vestir-se,алукӏун
1327,sich anziehen::V,vestir-se,парталар алукӏун
1328,kämmen::V,pentear,эвягъун
1329,schmücken::V,adornar,безетмишун
1330,schmücken::V,adornar,гуьрчегарун
1331,sagen::V,dizer,лугьун
1332,sprechen::V,falar,рахун
1333,reden::V,falar,рахун
1334,sich unterhalten::V,conversar,ихтилат авун
1335,fragen::V,perguntar,жузун
1336,bitten::V,pedir,тӏалабун
1337,erzählen::V,contar,ахъаюн
1338,mitteilen::V,comunicar,хабар гун
1339,mitteilen::V,participar,хабар гун
1340,nennen::V,nomear,тӏвар гун
1341,nennen::V,apelidar,тӏвар гун
1342,rufen::V,chamar,эверун
1343,prahlen::V,gabar-se,яцӏу гафар авун
1344,prahlen::V,vangloriar-se,яцӏу гафар авун
1345,übersetzen::V,traduzir,таржума авун
1346,übersetzen::V,traduzir,гафладун
1347,denken::V,pensar,фикир авун
1348,glauben::V,crer,агъун
1349,bemerken::V,notar,фикир гун
1350,bemerken::V,observar,фикир гун
1351,erkennen::V,reconhecer,
1352,begreifen::V,apreender,гъавурда акьун
1353,begreifen::V,compreender,гъавурда акьун
1354,verstehen::V,entender,
1355,verstehen::V,compreender,
1356,lernen::V,aprender,кӏелун
1357,wissen::V,saber,чир хьун
1358,wissen::V,saber,чирхьун
1359,sich erinnern an::V,lembrar-se de,рикӏел хуьн
1360,sich erinnern an::V,recordar-se de,рикӏел хуьн
1361,vergessen::V,esquecer,рикӏелай фин
1362,vergessen::V,esquecer,рикӏелай алатун
1363,messen::V,medir,алцумун
1364,zählen::V,contar,гьисабун
1365,rechnen::V,calcular,гьисабун
1366,lesen::V,ler,кӏелун
1367,malen::V,pintar,кхьин
1368,malen::V,pintar,шикилар чӏугун
1369,zeichnen::V,desenhar,чӏугун
1370,schreiben::V,escrever,кхьин
1371,besitzen::V,possuir,иеси хьун
1372,kaufen::V,comprar,къачун
1373,kaufen::V,comprar,маса къачун
1374,verkaufen::V,vender,гун
1375,verkaufen::V,vender,маса гун
1376,bezahlen::V,pagar,къимет гун
1377,bezahlen::V,pagar,эвезда авун
1378,bezahlen::V,pagar,гьакъи агакьрун
1379,zahlen::V,pagar,къимет гун
1380,zahlen::V,pagar,эвезда авун
1381,zahlen::V,pagar,гьакъи агакьрун
1382,beherrschen::V,imperar,иеси хьун
1383,ertragen::V,suportar,таб гун
