,Concept_ID,vep,ca
845,beginnen::V,augotadas,iniciar-se
846,enden::V,loptas,acabar-se
847,enden::V,loptas,terminar-se
848,wechseln::V,vajehtadas,canviar
849,aufgehen[Sonne]::V,nousta,sortir
850,untergehen[Sonne]::V,lasktas,posar-se
851,scheinen[Sonne]::V,paštta,brillar
852,donnern::V,juraita,tronar
853,wehen::V,dölta,bufar
854,wehen::V,puhuda,bufar
855,strömen::V,valadas,afluir
856,fließen::V,valuda,fluir
857,sich drehen::V,punotas,girar
858,schwanken::V,čibuda,vacil·lar
859,schwingen::V,čibuda,oscil·lar
860,fallen::V,langeta,caure
861,fallen::V,langeta,tombar
862,brennen::V,pallada,cremar
863,rauchen::V,savustada,fumejar
864,regnen::V,vihmda,ploure
865,gefrieren::V,jäduda,gelar-se
866,gefrieren::V,kül'mdä,gelar-se
867,tauen::V,sulada,fondre's
868,schmelzen::V,sulada,fondre's
869,trocknen::V,kuida,assecar-se
870,trocknen::V,kuivehtuda,assecar-se
871,sieden::V,kehuda,bullir
872,faulen::V,hapata,podrir-se
873,faulen::V,traudäs,podrir-se
874,verfaulen::V,hapata,podrir-se
875,reißen::V,rebita,trencar-se
876,versinken::V,upota,enfonsar-se
877,vergehen::V,mända,passar
878,erscheinen::V,ozutadas,aparèixer
879,verschwinden::V,hajeta,desaparèixer
880,sinken::V,väheta,baixar
881,sinken::V,väheta,descendir
882,sinken::V,lasktas,baixar
883,sinken::V,lasktas,descendir
884,abnehmen::V,peneta,decréixer
885,zunehmen::V,ližaduda,augmentar
886,steigen::V,nousta,pujar
887,wachsen::V,kazda,créixer
888,glänzen::V,loštta,brillar
889,glänzen::V,loštta,resplendir
890,funkeln::V,hoštta,espurnejar
891,lärmen::V,robaita,fer soroll
892,läuten::V,judaita,sonar
893,klingeln::V,kelotada,trucar
894,klirren::V,biraita,dringar
895,brausen::V,bruncta,rugir
896,rauschen::V,šobaita,murmurar
897,klingen::V,heläita,sonar
898,bellen::V,nutta,lladrar
899,heulen::V,ulaita,udolar
900,blasen::V,puhuda,bufar
901,pfeifen::V,pistta,xiular
902,pfeifen::V,vihelta,xiular
903,schreien::V,kirkta,cridar
904,schreien::V,kidastada,cridar
905,stöhnen::V,ohkta,gemegar
906,stöhnen::V,voivotada,gemegar
907,zittern::V,säraita,tremolar
908,leben::V,eläda,vīure
909,geboren werden::V,sünduda,néixer
910,atmen::V,henktä,respirar
911,trinken::V,joda,beure
912,essen::V,söda,menjar
913,schlucken::V,lainata,empassar-se
914,müde werden::V,väzuda,cansar-se
915,müde werden::V,šuštuda,cansar-se
916,einschlafen::V,uinota,adormir-se
917,schlafen::V,magata,dormir
918,schlafen::V,nukkuda,dormir
919,aufwachen::V,heraštuda,despertar-se
920,aufstehen::V,nousta,llevar-se
921,sich erholen::V,lebaitas,descansar
922,krank werden::V,läžegata,posar-se malalt
923,krank sein::V,läžuda,estar malalt
924,schmerzen::V,kibištada,doldre
925,husten::V,rügda,tossir
926,genesen::V,tervehtuda,recuperar-se
927,sterben::V,kolda,morir
928,umkommen::V,kolda,perir
929,sich bewegen::V,likkuda,moure's
930,sich rühren::V,likahtada,moure's
931,sich rühren::V,kubahtada,moure's
932,sich erheben::V,nousta,aixecar-se
933,sich setzen::V,išttas,asseure's
934,hinfallen::V,langeta,caure's
935,laufen::V,kävuda,caminar
936,schreiten::V,astta,procedir
937,schreiten::V,haškta,procedir
938,spazierengehen::V,kävelta,passejar
939,eilen::V,kiruhtada,anar corrent
940,sich beeilen::V,kiruhtada,afanyar-se
941,sausen::V,fun'urta,córrer
942,rennen::V,joksta,córrer
943,springen::V,hüptä,saltar
944,klettern::V,libuda,escalar
945,schaukeln::V,čibuda,gronxar-se
946,schaukeln::V,čibuda,balancejar-se
947,kriechen::V,ličtas,reptar
948,kriechen::V,ličtas,arrossegar-se
949,schwimmen::V,ujuda,nadar
950,tauchen::V,čukautas,bussejar
951,tauchen::V,čukautas,submergir-se
952,rudern::V,souta,remar
953,fahren::V,ajada,anar
954,fahren::V,ajelda,anar
955,fliegen::V,leta,volar
956,gehen::V,mända,caminar
957,gehen::V,kävuda,caminar
958,weggehen::V,päzda,anar-se'n
959,weggehen::V,lähtta,anar-se'n
960,abfahren::V,tönduda,partir
961,anhalten::V,seižutadas,aturar-se
962,hineingehen::V,mända südäimehe,entrar
963,eintreten::V,tulda,entrar
964,kommen::V,tulda,venir
965,ankommen::V,tulda,arribar
966,zurückkommen::V,pörtas,tornar
967,bleiben::V,jäda,quedar-se
968,warten::V,varastada,esperar
969,erwarten::V,varastada,esperar
970,suchen::V,ectä,buscar
971,finden::V,löuta,trobar
972,versuchen::V,ladida,intentar
973,versuchen::V,rohkaita,intentar
974,vorbereiten::V,vaumita,preparar
975,lieben::V,armastada,estimar
976,mögen::V,navedida,agradar a
977,lachen::V,nagrda,riure
978,rühren::V,likutada,commoure
979,rühren::V,likutada,emocionar
980,weinen::V,itkta,plorar
981,schimpfen::V,laidas,renyar
982,schimpfen::V,pačatada,renyar
983,sich ärgern::V,rändüda,enfadar-se
984,sich fürchten::V,varaita,tenir por
985,fürchten::V,varaita,témer
986,fliehen::V,pageta,fugir
987,flüchten::V,pageta,refugiar-se
988,flüchten::V,joksta,refugiar-se
989,sehen::V,nähta,veure
990,anschauen::V,kacta,mirar
991,ansehen::V,kacta,mirar
992,hören::V,kulda,oir
993,zuhören::V,kundeltas,escoltar
994,probieren::V,mujada,provar
995,riechen::V,rižada,olorar
996,fühlen::V,mujada,sentīr
997,scheinen::V,näguda,semblar
998,zu sehen sein::V,näguda,poder-se veure
999,vernehmen::V,kulištada,percebre
1000,frieren::V,kül'mdä,tenir fred
1001,tun::V,tehta,fer
1002,können::V,voida,poder
1003,können::V,mahtta,poder
1004,wollen::V,himoita,voler
1005,wollen::V,tahtoida,voler
1006,anfangen::V,zavottä,iniciar
1007,anfangen::V,augotada,iniciar
1008,beenden::V,loptä,acabar
1009,aufhören::V,loptas,deixar
1010,gelingen::V,lähtta,sortir bé
1011,gelingen::V,tehtas,sortir bé
1012,geraten::V,tulda,sortir
1013,öffnen::V,avaita,obrir
1014,schließen::V,saubata,tancar
1015,stellen::V,panda,posar
1016,stellen::V,panda,col·locar
1017,stellen::V,seižutada,posar
1018,stellen::V,seižutada,col·locar
1019,setzen::V,ištutada,assentar
1020,legen::V,panda,posar
1021,berühren::V,koskta,tocar
1022,berühren::V,käziduda,tocar
1023,verbinden::V,ühtenzoitta,unir
1024,verbinden::V,ühtenzoitta,connectar
1025,bedecken::V,katta,tapar
1026,bedecken::V,katta,cobrir
1027,bedecken::V,peitta,tapar
1028,bedecken::V,peitta,cobrir
1029,aufhängen::V,riputada,penjar
1030,anzünden::V,sütutada,encendre
1031,aufheben::V,leta,aixecar
1032,zurücklassen::V,jätta,deixar
1033,verlieren::V,kadotada,pērdre
1034,fallen lassen::V,kirbotada,deixar caure
1035,machen::V,säta,fer
1036,machen::V,tehta,fer
1037,herstellen::V,tehta,producir
1038,bauen::V,leta,construir
1039,bauen::V,sauda,construir
1040,reparieren::V,koheta,reparar
1041,verbessern::V,paremboita,millorar
1042,ändern::V,vajehtada,canviar
1043,graben::V,kaida,cavar
1044,graben::V,čongoida,cavar
1045,beugen::V,koverta,doblegar
1046,biegen::V,painda,corbar
1047,biegen::V,painda,arquejar
1048,drehen::V,punotada,girar
1049,wenden::V,käta,girar
1050,wenden::V,kärauta,girar
1051,umdrehen::V,käta,voltar
1052,heben::V,leta,pujar
1053,heben::V,leta,aixecar
1054,hochheben::V,libutada,aixecar
1055,ergreifen::V,tabata,agafar
1056,halten::V,pidada,mantenir
1057,drücken::V,painda,prémer
1058,drücken::V,painda,estrènyer
1059,schieben::V,žigutada,empènyer
1060,kratzen::V,künstä,raspar
1061,lecken::V,nolda,llepar
1062,beißen::V,purda,mossegar
1063,beißen::V,hambastada,mossegar
1064,abreißen::V,ratketa,arrencar
1065,abschneiden::V,čapata,tallar
1066,abschneiden::V,leikata,tallar
1067,binden::V,sidoda,lligar
1068,stecken::V,čokaita,ficar
1069,brechen::V,katkaita,trencar
1070,klopfen::V,kolkotada,trucar
1071,hauen::V,löda,picar
1072,hauen::V,löda,colpejar
1073,kleben::V,klejata,enganxar
1074,reiben::V,hosta,fregar
1075,reiben::V,törkita,fregar
1076,reiben::V,jorotada,fregar
1077,streichen::V,voita,untar
1078,schleifen::V,hijoida,afilar
1079,schleifen::V,hijoida,esmolar
1080,schleifen::V,teravzoitta,afilar
1081,schleifen::V,teravzoitta,esmolar
1082,schneiden::V,leikata,tallar
1083,rütteln::V,heilutada,sacsejar
1084,schütteln::V,pudištada,agitar
1085,schütteln::V,pudištada,sacsejar
1086,schwenken::V,maihutada,agitar
1087,schütten::V,valada,abocar
1088,füllen::V,täutta,omplir
1089,einwickeln::V,kärdä,embolicar
1090,tragen::V,kantta,dur
1091,tragen::V,kantta,portar
1092,tragen::V,kandišta,dur
1093,tragen::V,kandišta,portar
1094,schleppen::V,vedätada,arrossegar
1095,ziehen::V,vedada,tirar
1096,ziehen::V,vedada,estirar
1097,aufbewahren::V,kaita,conservar
1098,werfen::V,čuta,llançar
1099,werfen::V,tactä,llançar
1100,fangen::V,püta,agafar
1101,fangen::V,püta,atrapar
1102,packen::V,tabata,engrapar
1103,verstecken::V,peitta,amagar
1104,teilen::V,jagada,dividir
1105,schicken::V,oigeta,enviar
1106,bringen::V,veda,portar
1107,hinzufügen::V,ližata,afegir
1108,bekommen::V,sada,obtenir
1109,erhalten::V,sada,rebre
1110,nehmen::V,otta,prendre
1111,wählen::V,valita,triar
1112,wählen::V,valita,elegir
1113,auswählen::V,valita,escollir
1114,auswählen::V,valita,seleccionar
1115,bewahren::V,kaita,conservar
1116,behindern::V,telustada,impedir
1117,behindern::V,telustada,obstaculitzar
1118,verderben::V,travida,espatllar
1119,beschädigen::V,satatada,danyar
1120,beschädigen::V,satatada,destrossar
1121,zerbrechen::V,mureta,trencar
1122,zerreißen::V,rebitada,estripar
1123,zerstören::V,mureta,destruir
1124,verbrennen::V,poltta,cremar
1125,geben::V,antta,donar
1126,reichen::V,antta,passar
1127,schenken::V,lahjoita,regalar
1128,versprechen::V,toivotada,prometre
1129,wünschen::V,toivotada,desitjar
1130,loben::V,kitta,elogiar
1131,küssen::V,tervehtada,fer un petó a
1132,wiegen::V,likutada,bressolar
1133,zudecken::V,katta,tapar
1134,zudecken::V,katta,cobrir
1135,wecken::V,noustatada,despertar
1136,zeigen::V,ozutada,mostrar
1137,zeigen::V,ozutada,ensenyar
1138,führen::V,astutada,guiar
1139,führen::V,astutada,conduir
1140,lehren::V,opeta,ensenyar
1141,unterrichten::V,opeta,ensenyar
1142,aufziehen::V,kazvatada,criar
1143,leiten::V,ohjata,dirigir
1144,antreiben::V,rigehtoitta,impel·lir
1145,lassen::V,käskta,fer
1146,einladen::V,kucta,invitar
1147,einladen::V,kucta,convidar
1148,vereinigen::V,ühtenzoitta,unir
1149,besuchen::V,rižada,visitar
1150,besuchen::V,rižada,anar a veure
1151,treffen::V,vastata,trobar
1152,sich versammeln::V,kägeta,reunir-se
1153,sich versammeln::V,sätas,reunir-se
1154,spielen::V,väta,jugar
1155,singen::V,pajatada,cantār
1156,tanzen::V,kargaita,ballar
1157,sich trennen::V,erigata,separar-se
1158,verlassen::V,jätta,deixar
1159,verlassen::V,jätta,abandonar
1160,retten::V,päzutada,salvar
1161,bewachen::V,varjoita,vigilar
1162,schützen::V,kaita,protegir
1163,verteidigen::V,kaita,defensar
1164,sich schlagen::V,torata,barallar-se
1165,schießen::V,ampta,tirar
1166,schießen::V,ampta,disparar
1167,siegen::V,vägestada,vèncer
1168,ärgern::V,verdutada,enfadar
1169,ärgern::V,rändütada,enfadar
1170,schlagen::V,löda,pegar
1171,schlagen::V,löda,colpejar
1172,schlagen::V,iškta,pegar
1173,schlagen::V,iškta,colpejar
1174,treten::V,peksta,donar un cop de peu a
1175,treten::V,topsta,donar un cop de peu a
1176,stechen::V,pystiä,punxar
1177,stechen::V,pystiä,apunyalar
1178,stoßen::V,iškta,empènyer
1179,stoßen::V,pudištada,empènyer
1180,stehlen::V,vargastada,robar
1181,stören::V,keskustada,molestar
1182,belästigen::V,tartuteldas,importunar
1183,verbergen::V,katelda,amagar
1184,verbergen::V,katelda,ocultar
1185,täuschen::V,manitada,enganyar
1186,betrügen::V,manitada,estafar
1187,töten::V,rikta,matar
1188,töten::V,surmita,matar
1189,wohnen::V,eläda,vīure
1190,wohnen::V,eläda,habitar
1191,arbeiten::V,rata,treballar
1192,sammeln::V,kogota,col·leccionar
1193,pflücken::V,poimda,collir
1194,jagen::V,mecata,caçar
1195,fischen::V,kalatada,pescar
1196,fassen::V,tabata,atrapar
1197,hüten::V,paimeta,pasturar
1198,treiben::V,ajada,arriar
1199,anbinden::V,küttestada,lligar
1200,anbinden::V,sidoda,lligar
1201,füttern::V,sötta,donar menjar a
1202,melken::V,lüpsta,munyir
1203,hacken::V,sauda,picar
1204,hacken::V,sauda,tallar
1205,gießen::V,valada,regar
1206,reifen::V,küpseta,madurar
1207,zubereiten::V,vaumištada,preparar
1208,kochen::V,keitta,coure
1209,backen::V,paštta,coure al forn
1210,braten::V,žarda,rostir
1211,umrühren::V,segoitada,remenar
1212,stricken::V,kudoda,tricotar
1213,stricken::V,kudoda,fer punt de mitja
1214,nähen::V,ombelta,cosir
1215,färben::V,mujutada,tenyir
1216,reinigen::V,puhtastada,netejar
1217,waschen::V,pesta,rentār
1218,abwischen::V,pühktä,eixugar
1219,spülen::V,huhtoida,esbandir
1220,fegen::V,pühkta,escombrar
1221,kehren::V,uhoita,escombrar
1222,baden::V,kül'ptäs,banyar-se
1223,sich waschen::V,pestas,rentār-se
1224,ausziehen::V,riičta,treure's
1225,ausziehen::V,rušta,treure's
1226,anziehen::V,panda päle,posar-se
1227,anziehen::V,panda kädehe,posar-se
1228,anziehen::V,panda jaugha,posar-se
1229,sich anziehen::V,sobdas,vestir-se
1230,kämmen::V,harjata,pentinar
1231,schmücken::V,čomitada,adornar
1232,sagen::V,sanuda,dir
1233,sprechen::V,pagišta,parlar
1234,reden::V,pagišta,parlar
1235,sich unterhalten::V,lodaita,conversar
1236,fragen::V,küzuda,preguntar
1237,bitten::V,pakita,demanar
1238,erzählen::V,sanuda,contar
1239,erzählen::V,sanuda,explicar
1240,erzählen::V,starinoita,contar
1241,erzählen::V,starinoita,explicar
1242,mitteilen::V,tedotada,comunicar
1243,nennen::V,nimitada,nomenar
1244,rufen::V,kucta,cridar
1245,prahlen::V,kittäs,lloar-se
1246,prahlen::V,kittäs,jactar-se
1247,übersetzen::V,käta,traduir
1248,denken::V,meletada,pensar
1249,glauben::V,uskta,creure
1250,bemerken::V,homaita,notar
1251,erkennen::V,tundištada,reconèixer
1252,begreifen::V,tabata,comprendre
1253,verstehen::V,el'geta,entendre
1254,verstehen::V,toimetada,entendre
1255,lernen::V,opetas,aprendre
1256,wissen::V,teta,saber
1257,sich erinnern an::V,johtutada,recordar
1258,vergessen::V,unohtada,oblidar
1259,messen::V,märita,mesurar
1260,zählen::V,lugeda,comptar
1261,rechnen::V,lugeda,calcular
1262,lesen::V,lugeda,llegir
1263,malen::V,pirta,pintar
1264,zeichnen::V,pirta,dibuixar
1265,schreiben::V,kirjutada,escrīure
1266,besitzen::V,omištada,posseir
1267,kaufen::V,ostta,comprar
1268,verkaufen::V,möda,vendre
1269,bezahlen::V,maksta,pagar
1270,zahlen::V,maksta,pagar per
1271,beherrschen::V,valdoita,dominar
1272,ertragen::V,tirpta,aguantar
