,Concept_ID,kl,be
216,Glas::N,igalaamineq,шкло
217,Lehm::N,marraq,гліна
218,Sand::N,sioqqat,пясок
219,Mensch::N,inuk,чалавек
220,Mensch::N,silamiu,чалавек
221,Mann::N,angut,мужчына
222,Frau::N,arnaq,жанчына
223,Kind::N,meeraq,дзіця
224,Junge::N,nukappiaraq,хлопчык
225,Mädchen::N,arnannguaq,дзяўчынка
226,Familie::N,ilaqutakka,сямʼя
227,Familie::N,ilaqutariit,сямʼя
228,Großvater::N,aatak,дзядуля
229,Großmutter::N,aanaq,бабуля
230,Eltern::N,angajoqqaat,бацькі
231,Vater::N,ataata,бацька
232,Vater::N,ataataq,бацька
233,Mutter::N,anaana,маці
234,Sohn::N,erneq,сын
235,Tochter::N,panik,дачка
236,Bruder::N,ani,брат
237,Bruder::N,aqqaluk,брат
238,Bruder::N,qatanngut,брат
239,Schwester::N,naja,сястра
240,Schwester::N,aleqa,сястра
241,Schwester::N,qatanngut,сястра
242,Onkel::N,akkak,дзядзька
243,Tante::N,aja,цётка
244,Tante::N,ajak,цётка
245,Tante::N,atsak,цётка
246,Ehemann::N,ui,муж
247,Ehefrau::N,nuliaq,жонка
248,Freude::N,tipaatsussuseq,радасць
249,Gelächter::N,illaq,смех
250,Glück::N,usornaat,шчасце
251,Glück::N,usornarsuseq,шчасце
252,Wunsch::N,kissaat,жаданне
253,Lust::N,illigussuseq,цяга
254,Lust::N,piummaseq,цяга
255,Geist::N,anerneq,дух
256,Geist::N,toornaq,дух
257,Gedanke::N,isumassaq,думка
258,Gedächtnis::N,eqqaamannissuseq,памяць
259,Verstand::N,isuma,розум
260,Verstand::N,sianissut,розум
261,Verstand::N,misigissut,розум
262,Verstand::N,sianissuseq,розум
263,Verstand::N,silaqassuseq,розум
264,Sinn::N,isuma,сэнс
265,Grund::N,patsit,зачэпка
266,Wahrheit::N,sallusuissut,праўда
267,Märchen::N,oqalualaarut,казка
268,Märchen::N,oqaluasaaq,казка
269,Erzählung::N,oqaluttuaq,расказ
270,Erzählung::N,oqaluttuaq,апавяданне
271,Nachricht::N,oqaassut,вестка
272,Nachricht::N,oqaassut,паведамленне
273,Nachricht::N,oqqersuut,вестка
274,Nachricht::N,oqqersuut,паведамленне
275,Neuigkeit::N,tusarnartaq,навіна
276,Name::N,ateq,імя
277,Rätsel::N,nalorsitsaarut,загадка
278,Rede::N,oqaluuseq,прамова
279,Sprache::N,oqaatsit,мова
280,Stimme::N,erinaq,голас
281,Stimme::N,qarluuseq,голас
282,Wort::N,oqaasii,слова
283,Zeichen::N,nalunaaqqut,знак
284,Ruf::N,qaaqqussut,кліч
285,Lärm::N,perpaluk,шум
286,Laut::N,torsukattak,гук
287,Ton::N,erinaq,гучанне
288,Lied::N,taalliaq,песня
289,Lied::N,erinarsuut,песня
290,Ruhe::N,qatsunganeq,спакой
291,Leute::N,inuiak,людзі
292,Leute::N,inuiaqatigiit,людзі
293,Volk::N,inuiaat,народ
294,Arbeit::N,suliaq,праца
295,Arbeit::N,suliaq,работа
296,Gast::N,qaaqqusaq,госць
297,Geschenk::N,pajugut,падарунак
298,Hilfe::N,annertoqqut,дапамога
299,Freund::N,tiliaq,друг
300,Freund::N,tiliaq,сябар
301,Freund::N,ikinngut,друг
302,Freund::N,ikinngut,сябар
303,Kamerad::N,tiliaq,прыяцель
304,Kamerad::N,ikinngut,прыяцель
305,Art::N,ileqquuseq,від
306,Stück::N,nakkaalaniku,кусок
307,Stück::N,nakkaalaniku,кавалак
308,Teil::N,tassiaasat,частка
309,Hälfte::N,affaq,палова
310,Hälfte::N,affaq,палавіна
311,Kreis::N,kaajaluinneq or kaajaluitsoq,круг
312,Kreuz::N,sanningasulik,крыж
313,Linie::N,tittaq,лінія
314,Linie::N,titarneq,лінія
315,Abstand::N,aku,прамежак
316,Abstand::N,ikiaq,прамежак
317,Entfernung::N,asi,адлегласць
318,Gegend::N,nuna,мясцовасць
319,Platz::N,ini,месца
320,Platz::N,inissaq,месца
321,Ort::N,sumiiffik,месца
322,Seite::N,saneraq,бок
323,Mitte::N,qiteq,сярэдзіна
324,Sache::N,pigisaq,рэч
325,Rand::N,sini,край
326,Rand::N,akerfineq,край
327,Kante::N,akerfineq,руб
328,Kante::N,akerfineq,кант
329,Ecke::N,teqeqqoq,вугал
330,Ecke::N,tikeqqoq,вугал
331,Spitze::N,inngik,кончык
332,Ende::N,isu,канец
333,Loch::N,putu,дзірка
334,Winkel::N,teqeqqorissaat,вугал
335,Muster::N,ilisserut,узор
336,Größe::N,angissuseq,памер
337,Länge::N,takissuseq,даўжыня
338,Gewicht::N,oqimaalutaq,вага
339,Menge::N,amerlassuseq,колькасць
340,Haufen::N,eqimattat,куча
341,Reihe::N,allunaasaq,рад
342,Boot::N,qajaq,лодка
343,Boot::N,angallat,лодка
344,Boot::N,umiatsiaq,лодка
345,Ruder::N,iput,вясло
346,Schlitten::N,qamutit,сані
347,Schlitten::N,qimusseq,сані
348,Ski::N,ataarut,лыжа
349,Last::N,nammagaq,цяжар
350,Schritt::N,allorneq,шаг
351,Schritt::N,allorneq,крок
352,Norden::N,avannaq,поўнач
353,Süden::N,qava,поўдзень
354,Süden::N,kujat,поўдзень
355,Süden::N,kujataa,поўдзень
356,Westen::N,kitaa,захад
357,Osten::N,kangi,усход
358,Holz::N,qisuk,дрэва
359,Holz::N,qisuk,драўніна
360,Brett::N,salliligaq,дошка
361,Platte::N,qaateq,пліта
362,Stütze::N,ajagutaq,падпорка
363,Stütze::N,ajaagutaq,падпорка
364,Stange::N,kaaviffik,жэрдка
365,Stock::N,ajaappissat,палка
366,Stab::N,ajaappissat,шост
367,Rohr::N,sullulik,труба
368,Haus::N,illu,дом
369,Ofen::N,kissarsuut,печ
370,Fußboden::N,nateq,падлога
371,Tisch::N,allattarfik,стол
372,Stuhl::N,issiavik,стул
373,Stuhl::N,issiavik,крэсла
374,Stuhl::N,issiaffik,стул
375,Stuhl::N,issiaffik,крэсла
376,Wiege::N,uaasoq,калыска
377,Bett::N,nallavik,ложак
378,Bett::N,nallavik,пасцель
379,Regal::N,ilisivik,паліца
380,Kiste::N,sakissat,скрынка
381,Kiste::N,illerfiusaq,скрынка
382,Fenster::N,aki,акно
383,Fenster::N,igalaaq,акно
384,Tür::N,matu,дзверы
385,Tor::N,isaaffik,вароты
386,Zaun::N,saputit,агароджа
387,Dach::N,qaliaq,дах
388,Leiter::N,tummeqqat,лесвіца
389,Leiter::N,majuartarfiit,лесвіца
390,Besen::N,saligutit,мятла
391,Spaten::N,nivaataq,лапата
392,Spaten::N,nivaataq,жалязняк
393,Schaufel::N,nivaataq,шуфлік
394,Schaufel::N,nivaataq,лапатка
395,Gabel::N,qilluaq,відэлец
396,Gabel::N,ajassaatit,відэлец
397,Löffel::N,alussaat,лыжка
398,Messer::N,savik,нож
399,Nagel::N,kukik,цвік
400,Netz::N,anguffaseq,сетка
401,Haken::N,nissik,крук
402,Haken::N,qarsorsaq,крук
403,Haken::N,qarsorsartoq,крук
404,Griff::N,ipi,ручка
405,Schloss::N,illussaarsuaq,замок
406,Bild::N,assiliaq,карціна
407,Figur::N,kisitsit,фігура
408,Puppe::N,inuusaq,лялька
409,Bündel::N,qilertaq,вязка
410,Tasche::N,pooqattaq,торба
411,Deckel::N,matu,накрыўка
412,Geschirr::N,anut,пасуда
413,Tasse::N,tiitorfik,кубак
414,Tasse::N,tiitorfiup ilorlia,кубак
415,Topf::N,qoqqoq,каструля
416,Kessel::N,uunnaavik,кацёл
417,Essen::N,igaaq,ежа
418,Nahrung::N,neqissaq,харч
419,Speise::N,nerisassat,страва
420,Fleisch::N,neqi,мяса
421,Getreide::N,maannineq,збожжа
422,Brot::N,iffit,хлеб
423,Brot::N,iffiaq,хлеб
424,Scheibe::N,igalaassiaq,луста
425,Scheibe::N,igalaassiaq,скібка
426,Fett::N,tarnutissaq,тлушч
427,Fett::N,tarnutissiaq,тлушч
428,Butter::N,punneq,масла
429,Öl::N,uulia,алей
430,Salz::N,taratsut,соль
431,Suppe::N,qajoq,суп
432,Honig::N,tungusunnitsuut,мёд
433,Milch::N,immuk,малако
434,Tee::N,tii,чай
435,Tee::N,tii,гарбата
436,Tee::N,teeq,чай
437,Tee::N,teeq,гарбата
438,Wolle::N,nuersagassiaq,воўна
439,Stoff::N,milliaq,тканіна
440,Stoff::N,qarlissiaq,тканіна
441,Nadel::N,meqqut,іголка
442,Faden::N,ujalussiaq,нітка
443,Knopf::N,attat,гузік
444,Knoten::N,akeroq,вузел
445,Knoten::N,qilerneq,вузел
446,Farbe::N,qalipaat,фарба
447,Kleidung::N,atisat,адзенне
448,Kleidung::N,annoraaq,адзенне
449,Hemd::N,ilupaaq,кашуля
450,Kragen::N,qungasiinnaq,каўнер
451,Ärmel::N,aaq,рукаў
452,Hose::N,qarliit,штаны
453,Gürtel::N,qiterut,пояс
454,Gürtel::N,unngersaq,пояс
455,Mütze::N,nasaq,шапка
456,Schuh::N,skuu,чаравік
457,Schuh::N,ikernuk,чаравік
458,Schuh::N,ateraasaq,чаравік
459,Stiefel::N,kamik,бот
460,Ring::N,assammiu,кольца
461,Band::N,qilerutissiaq,стужка
462,Kamm::N,illaagutit,расчоска
463,Kamm::N,illaajaatit pl.,расчоска
464,Spiegel::N,tarrarsuut,люстра
465,Riemen::N,allunaaq,рэмень
466,Schnur::N,kujaaq,вяроўка
467,Schnur::N,allunaasaq,вяроўка
468,Leine::N,aleq,павадок
469,Decke::N,qipik,коўдра
470,Kissen::N,akit,падушка
471,Tuch::N,qarlissiaq,хустка
472,Handtuch::N,allarut,ручнік
473,Handtuch::N,allarterut,ручнік
474,Kraft::N,pissak,сіла
475,Stärke::N,qerattarsaat,моц
476,Gesundheit::N,peqqisusseq,здароўе
477,Krankheit::N,nappaat,хвароба
478,Schmerz::N,anniaat,боль
479,Wunde::N,iki,рана
480,Fieber::N,nappaat qanimanartoq,гарачка
481,Fieber::N,nappaat qanimanartoq,ліхаманка
482,Arznei::N,imigassaq,лекі
483,Brücke::N,ikaartarfik,мост
484,Brunnen::N,tissaluttuliaq,калодзеж
485,Weide::N,masarsuk,паша
486,Pfad::N,aqqut,сцежка
487,Weg::N,aggerfik,шлях
488,Weg::N,aggerfik,дарога
489,Straße::N,aqqusineq,вуліца
490,Dorf::N,nunaqarfik,вёска
491,Stadt::N,illorpaat,горад
492,Stadt::N,illorpalik,горад
493,Brief::N,allagarsiaq,ліст
494,Brief::N,allagarsiaq,пісьмо
495,Buch::N,atuakkat,кніга
496,Buch::N,mappersagaq,кніга
497,Buchstabe::N,naqinneq,літара
498,Zeitung::N,aviisi,газета
499,Leben::N,inuussuseq,жыццё
500,Tod::N,toqu,смерць
501,Tod::N,toquneq,смерць
502,Grab::N,iliveq,магіла
503,Grab::N,illissat,магіла
504,Kirche::N,oqaluffik,касцёл
505,Kirche::N,oqaluffik,царква
506,Sünde::N,ajorti,грэх
507,Arbeiter::N,sulisoq,рабочы
508,Chef::N,ittoqut,начальнік
509,Meister::N,naalagaq,майстар
510,Arzt::N,katsorsaasoq,урач
511,Lehrer::N,ilinniartitsisoq,настаўнік
512,Geld::N,aningaasat,грошы
513,Geschäft::N,niuertarfik,заняцце
514,Laden::N,niuertarfik,крама
515,Laden::N,niuertarfik,магазін
516,Preis::N,aki,цана
517,Ware::N,qaliata pii,тавар
518,Ware::N,nioqqutissaq,тавар
519,Nutzen::N,iluaqut,выгада
520,Welt::N,nunarsuaq,свет
521,Land::N,nuna,краіна
522,König::N,kunngi,кароль
523,Macht::N,pissaassuseq,улада
524,Grenze::N,killik,граніца
525,Krieg::N,sorsunneq,вайна
526,Feind::N,akeraq,вораг
527,Feind::N,akerartorti,вораг
528,Feind::N,qinngarsuisoq,вораг
529,Kampf::N,sorsunneq,барацьба
530,Pfeil::N,qalugiusaq,страла
531,Gewehr::N,aallaat,ружжо
532,Fehler::N,kukkuneq,памылка
533,Fehler::N,paarlaappaa,памылка
534,Unglück::N,perluut,ліха
535,Unglück::N,perluut,бядота
536,Schuld::N,akiitsugaq,віна
537,Schuld::N,akiligassaq,віна
538,Alter::N,utoqqaq,узрост
539,Schluss::N,isu,канец
540,Zeit::N,ulloq,час
541,Zeit::N,akuttoqatigiinneq,час
542,Tag::N,ulloq,дзень
543,Morgen::N,ullaaq,ранак
544,Morgen::N,ullaaq,раніца
545,Mittag::N,ulloqeqqa,паўдня
546,Mittag::N,ulloqeqqa,поўдзень
547,Abend::N,unnuk,вечар
548,Nacht::N,unnuaq,ноч
549,Woche::N,sapaatip akunnera,тыдзень
550,Monat::N,qaammat,месяц
551,Jahr::N,ukioq,год
552,Frühling::N,upernaaq,вясна
553,Sommer::N,aasaq,лета
554,Herbst::N,ukiaq,восень
555,Winter::N,ukioq,зіма
556,Januar::N,siulleeq,студзень
557,Januar::N,qaammaliaq,студзень
558,Februar::N,aarlaat,люты
559,März::N,marsi,сакавік
560,März::N,martsi,сакавік
561,Mai::N,maaji,май
562,Mai::N,maaji,травень
563,Juni::N,juuni,чэрвень
564,Juli::N,juuli,ліпень
565,August::N,aggusti,жнівень
566,September::N,septembari,верасень
567,Oktober::N,oktobari,кастрычнік
568,November::N,novembari,лістапад
569,Dezember::N,detsembari,снежань
570,Montag::N,ataasinngortoq,панядзелак
571,Dienstag::N,marlunngorneq,аўторак
572,Mittwoch::N,pingasunngorneq,серада
573,Donnerstag::N,sisamanngorneq,чацвер
574,Freitag::N,tallimanngorneq,пятніца
575,Samstag::N,arfininngorneq,субота
576,Sonntag::N,sapaat,нядзеля
577,Sonntag::N,sapaati,нядзеля
578,groß::A,angivoq,вялікі
579,klein::A,mikivoq,маленькі
580,lang::A,takisooq,доўгі
581,kurz::A,naatsoq,кароткі
582,breit::A,silippoq,шырокі
583,schmal::A,amitsoq,вузкі
584,dicht::A,torsusooq,густы
585,dick[Gegenstand]::A,issuvoq,тоўсты
586,dick[Gegenstand]::A,issusooq,тоўсты
587,dünn::A,amitsoq,тонкі
588,fein::A,mamarpoq,тонкі
589,fest::A,tangeqarpoq,моцны
590,flach::A,nalimmappoq,плоскі
591,glatt::A,quasak,гладкі
592,hart::A,mattusooq,цвёрды
593,hart::A,manngerpoq,цвёрды
594,hart::A,titeqquluppoq,цвёрды
595,weich::A,nerumaarpoq,мяккі
596,rund::A,ammallorippoq,круглы
597,spitz::A,qummukujooq,спічасты
598,spitz::A,qummukujooq,востраканцовы
599,scharf::A,ipippoq,востры
600,stumpf::A,anngerpoq,тупы
601,schwer::A,oqimaappoq,цяжкі
602,schön::A,kusanarpoq,прыгожы
603,heiß::A,kiappoq,гарачы
604,warm::A,oqorpoq,цёплы
605,kalt::A,issippoq,холадны
606,kühl::A,pueqqortippoq,халаднаваты
607,feucht::A,isugutavoq,вільготны
608,feucht::A,qaasernarpoq,вільготны
609,nass::A,imerorpoq,мокры
610,trocken::A,panerpoq,сухі
611,voll::A,ulikkaarpoq,поўны
612,leer::A,imaattuarpoq,пусты
613,offen::A,ammavoq,адкрыты
614,offen::A,ammavoq,адчынены
615,geschlossen::A,matuvoq,закрыты
616,geschlossen::A,matuvoq,зачынены
617,sauber::A,eqqippoq,чысты
618,sauber::A,sukuluippoq,чысты
619,sauber::A,ipeqanngilaq,чысты
620,schmutzig::A,tapappoq,брудны
621,schmutzig::A,minguppoq,брудны
622,roh::A,aapavoq,сыры
623,reif::A,qaarulerpoq,спелы
624,süß::A,tungusunnippoq,салодкі
625,bitter::A,qasilippoq,горкі
626,hell::A,qaamavoq,светлы
627,dunkel::A,qernerpoq,цёмны
628,schwarz::A,qernerpoq,чорны
629,weiß::A,qaqorpoq,белы
630,rot::A,aappaluppoq,чырвоны
631,gelb::A,sungaarpoq,жоўты
632,blau::A,tungujorpoq,сіні
633,grün::A,qorsooqqippoq,зялёны
634,grau::A,qaserpoq,шэры
635,billig::A,akikippoq,танны
636,wertvoll::A,erlinnarpoq,цэнны
637,wertvoll::A,erlinnarpoq,каштоўны
638,blind::A,tappiippoq,сляпы
639,blind::A,isigisaqanngilaq,сляпы
640,taub::A,tusilarpoq,глухі
641,kräftig::A,pissaq,магутны
642,kräftig::A,pissarsuaq,магутны
643,stark::A,sanngivoq,сільны
644,schwach::A,nakuippoq,слабы
645,fett::A,pualavoq,тлусты
646,schlank::A,tuappoq,стройны
647,hübsch::A,aatsialaq,чароўны
648,böse::A,ajorpoq,злы
649,dumm::A,taqajak,дурны
650,dumm::A,sikkilluppoq,дурны
651,dumm::A,qaatusimasaqanngilaq,дурны
652,faul::A,eqiasuppoq,лянівы
653,faul::A,eqiattortuvoq,лянівы
654,fleißig::A,eqiasuippoq,руплівы
655,geizig::A,iasilaarpoq,прагны
656,geizig::A,tukkuippoq,прагны
657,klug::A,mallak,разумны
658,klug::A,ittanneq,разумны
659,klug::A,kutaappoq,разумны
660,klug::A,kuttaappoq,разумны
661,klug::A,qarasagippoq,разумны
662,lieb::A,akisooq,мілы
663,lustig::A,piikulavoq,вясёлы
664,sanft::A,isumagippoq,ласкавы
665,hungrig::A,kaappoq,галодны
666,hungrig::A,perlilerpoq,галодны
667,krank::A,napparsimavoq,хворы
668,traurig::A,aliasuppoq,сумны
669,lebendig::A,uumavoq,жывы
670,gut::A,ajunngilaq,добры
671,schlecht::A,sualuppoq,кепскі
672,richtig::A,iluarpoq,правільны
673,schlimm::A,amiilaarnarpoq,агідны
674,wahr::A,ilumoorpoq,сапраўдны
675,alt::A,pisoqaq,стары
676,neu::A,nutaavoq,новы
677,alt[Lebewesen]::A,utoqqaq,стары
678,jung::A,inuusuppoq,малады
679,jung::A,kingulliarsuk,малады
680,arm::A,piillasoq,бедны
681,arm::A,piitsuuvoq,бедны
682,reich::A,pisuuvoq,багаты
683,berühmt::A,tusaamasaq,славуты
684,fremd::A,ajasoornarpoq,чужы
685,verschieden::A,allatut,розны
686,verschieden::A,tamalaat,розны
687,nah::A,qanippoq,блізкі
688,fern::A,ungasippoq,далёкі
689,linker::A,saamerleq,левы
690,rechter::A,innarluissut,правы
691,erster::A,siulleq,першы
692,zweiter::A,qataatsup tullia,другі
693,dritter::A,pingajorarterut,трэці
694,letzter::A,kingulleq,апошні
695,allein::ADV,kisimiippoq,сам
696,allein::ADV,kisimiippoq,адзін
697,auf einmal::ADV,tassanngaannaq,адразу
698,zusammen::ADV,attaasa,разам
699,zusammen::ADV,attarmik,разам
700,lange::ADV,akuni,доўга
701,plötzlich::ADV,tassanngaannaq,раптам
702,sofort::ADV,erniinnaq,зараз
703,später::ADV,kingorna,пазней
704,jetzt::ADV,maanna,цяпер
705,jetzt::ADV,massakkut,цяпер
706,heute::ADV,ullumi,сёння
707,morgen::ADV,aqagu,заўтра
708,bald::ADV,erniinnaq,хутка
709,bald::ADV,erniinnaq,неўзабаве
710,dann::ADV,taava,потым
711,gestern::ADV,ippassaq,учора
712,einst::ADV,ataatsimik,аднойчы
713,einst::ADV,ilaanni,аднойчы
714,damals::ADV,taamani,тады
715,damals::ADV,taamanikkut,тады
716,damals::ADV,taassumuunakkut,тады
717,danach::ADV,taava,затым
718,vorher::ADV,siornagut,раней
719,einmal::ADV,ilaanni,адзін раз
720,einmal::ADV,ataatsimik,адзін раз
721,manchmal::ADV,qaqutigu,часам
722,manchmal::ADV,qaqutigut,часам
723,oft::ADV,akulikitsumik,часта
724,immer::ADV,tamatigut,заўсёды
725,hier::ADV,maani,тут
726,hierhin::ADV,maani,сюды
727,dorthin::ADV,ikuuna,туды
728,geradeaus::ADV,narlumut,прама
729,vorwärts::ADV,pilangavoc,наперад
730,rückwärts::ADV,kingumut,назад
731,rückwärts::ADV,tunumut or tunummut,назад
732,zurück::ADV,kingumut,назад
733,zurück::ADV,tunumut or tunummut,назад
734,unten::ADV,kana,унізе
735,hinab::ADV,qiviu,уніз
736,überall::ADV,tamaginni,усюды
737,überall::ADV,tamani tamaani,усюды
