,Concept_ID,ja,en
382,Scheibe::N,枚,slice
383,Scheibe::N,切れ,slice
384,Fett::N,脂肪,fat
385,Butter::N,バター,butter
386,Öl::N,油,oil
387,Salz::N,塩,salt
388,Suppe::N,スープ,soup
389,Honig::N,蜂蜜,honey
390,Milch::N,牛乳,milk
391,Tee::N,茶,tea
392,Tee::N,お茶,tea
393,Leder::N,革,leather
394,Wolle::N,毛糸,wool
395,Stoff::N,布,cloth
396,Nadel::N,針,needle
397,Faden::N,糸,thread
398,Knopf::N,ボタン,button
399,Knoten::N,結び目,knot
400,Farbe::N,ペンキ,paint
401,Kleidung::N,衣服,clothes
402,Hemd::N,シャツ,shirt
403,Kragen::N,襟,collar
404,Ärmel::N,袖,sleeve
405,Hose::N,ズボン,trousers
406,Gürtel::N,帯,belt
407,Gürtel::N,ベルト,belt
408,Mütze::N,帽子,cap
409,Schuh::N,靴,shoe
410,Stiefel::N,ブーツ,boot
411,Ring::N,輪,ring
412,Band::N,リボン,ribbon
413,Kamm::N,櫛,comb
414,Spiegel::N,鏡,mirror
415,Riemen::N,緒,strap
416,Schnur::N,紐,string
417,Leine::N,綱,leash
418,Decke::N,掛け布団,blanket
419,Kissen::N,枕,pillow
420,Tuch::N,スカーフ,scarf
421,Handtuch::N,タオル,towel
422,Kraft::N,力,force
423,Stärke::N,強さ,strength
424,Gesundheit::N,健康,health
425,Krankheit::N,病気,illness
426,Schmerz::N,痛み,pain
427,Wunde::N,傷,wound
428,Fieber::N,熱,fever
429,Arznei::N,薬,medicine
430,Brücke::N,橋,bridge
431,Brunnen::N,井戸,well
432,Weide::N,牧場,pasture
433,Pfad::N,小路,path
434,Weg::N,道,way
435,Straße::N,街道,road
436,Dorf::N,村,village
437,Stadt::N,町,town
438,Stadt::N,都市,town
439,Brief::N,手紙,letter
440,Buch::N,本,book
441,Buchstabe::N,文字,character
442,Zeitung::N,新聞,newspaper
443,Leben::N,生活,life
444,Tod::N,死,death
445,Grab::N,墓,grave
446,Kirche::N,教会,church
447,Sünde::N,罪,sin
448,Gott::N,神,god
449,Arbeiter::N,労働者,worker
450,Chef::N,上司,boss
451,Meister::N,達人,master
452,Meister::N,マイスター,master
453,Arzt::N,医者,doctor
454,Lehrer::N,先生,teacher
455,Geld::N,金,money
456,Geschäft::N,取り引き,business
457,Laden::N,店,shop
458,Preis::N,値段,price
459,Ware::N,商品,ware
460,Nutzen::N,利益,profit
461,Reichtum::N,豊かさ,wealth
462,Welt::N,世界,world
463,Land::N,国,country
464,Staat::N,国家,state
465,König::N,国王,king
466,Macht::N,権力,power
467,Grenze::N,国境,border
468,Krieg::N,戦争,war
469,Feind::N,敵,enemy
470,Gewalt::N,暴力,violence
471,Kampf::N,戦い,fight
472,Bogen[Waffe]::N,弓,bow
473,Pfeil::N,矢,arrow
474,Gewehr::N,銃,gun
475,Fehler::N,間違い,mistake
476,Lüge::N,嘘,lie
477,Schaden::N,損害,damage
478,Unglück::N,不幸,misfortune
479,Schuld::N,罪,fault
480,Alter::N,年,age
481,Alter::N,年齢,age
482,Schluss::N,終わり,conclusion
483,Zeit::N,時,time
484,Zeit::N,時間,time
485,Tag::N,日,day
486,Morgen::N,朝,morning
487,Mittag::N,昼,noon
488,Abend::N,晩,evening
489,Abend::N,夕方,evening
490,Nacht::N,夜,night
491,Woche::N,週,week
492,Monat::N,月,month
493,Jahr::N,年,year
494,Frühling::N,春,spring
495,Sommer::N,夏,summer
496,Herbst::N,秋,autumn
497,Winter::N,冬,winter
498,Januar::N,一月,January
499,Februar::N,二月,February
500,März::N,三月,March
501,April::N,四月,April
502,Mai::N,五月,May
503,Juni::N,六月,June
504,Juli::N,七月,July
505,August::N,八月,August
506,September::N,九月,September
507,Oktober::N,十月,October
508,November::N,十一月,November
509,Dezember::N,十二月,December
510,Montag::N,月曜日,Monday
511,Dienstag::N,火曜日,Tuesday
512,Mittwoch::N,水曜日,Wednesday
513,Donnerstag::N,木曜日,Thursday
514,Freitag::N,金曜日,Friday
515,Samstag::N,土曜日,Saturday
516,Sonntag::N,日曜日,Sunday
517,groß::A,大きい,big
518,klein::A,小さい,little
519,lang::A,長い,long
520,kurz::A,短い,short
521,breit::A,広い,wide
522,schmal::A,狭い,narrow
523,dicht::A,密な,dense
524,dick[Gegenstand]::A,厚い,thick
525,dünn::A,薄い,thin
526,fein::A,細い,delicate
527,fest::A,硬い,firm
528,flach::A,平らな,flat
529,glatt::A,滑らかな,smooth
530,hart::A,堅い,hard
531,weich::A,柔らかい,soft
532,rund::A,丸い,round
533,spitz::A,尖った,pointed
534,scharf::A,鋭い,sharp
535,stumpf::A,鈍い,blunt
536,schwer::A,重い,heavy
537,schön::A,綺麗な,beautiful
538,heiß::A,熱い,hot
539,warm::A,温かい,warm
540,kalt::A,寒い,cold
541,kalt::A,冷たい,cold
542,kühl::A,涼しい,cool
543,frisch::A,ひんやりした,fresh
544,feucht::A,湿った,damp
545,nass::A,濡れた,wet
546,trocken::A,乾いた,dry
547,voll::A,いっぱいの,full
548,leer::A,空の,empty
549,offen::A,開いた,open
550,geschlossen::A,閉まった,closed
551,sauber::A,清潔な,clean
552,schmutzig::A,汚い,dirty
553,roh::A,生の,raw
554,reif::A,熟した,ripe
555,lecker::A,美味しい,delicious
556,süß::A,甘い,sweet
557,bitter::A,苦い,bitter
558,sauer::A,酸っぱい,sour
559,hell::A,明るい,bright
560,dunkel::A,暗い,dark
561,schwarz::A,黒い,black
562,weiß::A,白い,white
563,rot::A,赤い,red
564,gelb::A,黄色い,yellow
565,blau::A,青い,blue
566,grün::A,緑の,green
567,grau::A,灰色の,grey
568,bunt::A,色取り取りの,colourful
569,bunt::A,色取り取りの,colorful
570,billig::A,安い,cheap
571,teuer::A,高い,dear
572,wertvoll::A,貴重な,precious
573,blind::A,盲目の,blind
574,taub::A,耳が聞こえない,deaf
575,kräftig::A,強力な,powerful
576,stark::A,強い,strong
577,schwach::A,弱い,weak
578,fett::A,太った,fat
579,schlank::A,ほっそりした,slim
580,hübsch::A,素敵な,pretty
581,böse::A,悪い,evil
582,dumm::A,馬鹿な,stupid
583,faul::A,怠惰な,lazy
584,fleißig::A,勤勉な,diligent
585,geizig::A,けちな,stingy
586,klug::A,賢い,clever
587,klug::A,頭のいい,clever
588,geschickt::A,器用な,skilful
589,geschickt::A,器用な,skillful
590,lieb::A,愛らしい,dear
591,lustig::A,楽しい,merry
592,sanft::A,温和な,gentle
593,hungrig::A,空腹の,hungry
594,krank::A,病気の,sick
595,nackt::A,裸の,naked
596,traurig::A,悲しい,sad
597,lebendig::A,生きた,living
598,gut::A,良い,good
599,schlecht::A,悪い,bad
600,schlecht::A,駄目な,bad
601,richtig::A,正しい,correct
602,schlimm::A,ひどい,nasty
603,wahr::A,本当の,true
604,alt::A,古い,old
605,neu::A,新しい,new
606,ehemalig::A,以前の,former
607,alt[Lebewesen]::A,年を取った,aged
608,jung::A,若い,young
609,arm::A,貧乏な,poor
610,reich::A,裕福な,rich
611,bekannt::A,有名な,familiar
612,berühmt::A,有名な,famous
613,fremd::A,見知らぬ,foreign
614,verschieden::A,色々な,different
615,nah::A,近い,near
616,fern::A,遠い,far
617,linker::A,左の,left
618,rechter::A,右の,right
619,anderer::A,別の,other
620,erster::A,一番目,first
621,zweiter::A,二番目,second
622,dritter::A,三番目,third
623,letzter::A,最後の,last
624,allein::ADV,一人で,alone
625,auf einmal::ADV,同時に,at once
626,zusammen::ADV,一緒に,together
627,lange::ADV,長い間,long
628,plötzlich::ADV,急に,suddenly
629,sofort::ADV,すぐに,instantly
630,später::ADV,後で,later
631,jetzt::ADV,今,now
632,heute::ADV,今日,today
633,morgen::ADV,明日,tomorrow
634,bald::ADV,間もなく,soon
635,dann::ADV,それから,then
636,gestern::ADV,昨日,yesterday
637,einst::ADV,過去に,once
638,damals::ADV,あの時,at that time
639,danach::ADV,その後で,afterwards
640,vorher::ADV,以前に,before
641,zuerst::ADV,まず,at first
642,zuerst::ADV,最初に,at first
643,einmal::ADV,一回,once
644,manchmal::ADV,時々,sometimes
645,oft::ADV,よく,often
646,immer::ADV,いつも,always
647,niemals::ADV,一度も...ない,never
648,hier::ADV,こちら,here
649,hierhin::ADV,ここへ,hither
650,hierhin::ADV,ここへ,to here
651,hierhin::ADV,ここへ,here
652,hierhin::ADV,こちらへ,hither
653,hierhin::ADV,こちらへ,to here
654,hierhin::ADV,こちらへ,here
655,von hier::ADV,ここから,hence
656,dort::ADV,そちら,there
657,dorthin::ADV,そこへ,thither
658,dorthin::ADV,そこへ,there
659,dorthin::ADV,そこへ,to there
660,dorthin::ADV,そちらへ,thither
661,dorthin::ADV,そちらへ,there
662,dorthin::ADV,そちらへ,to there
663,geradeaus::ADV,真っ直ぐに,ahead
664,vorwärts::ADV,前へ,forward
665,rückwärts::ADV,後ろへ,backward
666,zurück::ADV,後ろへ,back
667,unten::ADV,下に,below
668,hinab::ADV,下へ,down
669,oben::ADV,上に,above
670,hinauf::ADV,上へ,up
671,überall::ADV,どこでも,everywhere
672,nicht::ADV,ない,not
673,ein wenig::ADV,少し,a little
674,ein wenig::ADV,ちょっと,a little
675,kaum::ADV,ほとんど～ない,hardly
676,sehr::ADV,とても,very
677,so::ADV,こう,so
678,noch::ADV,まだ,still
679,nur::ADV,～だけ,only
680,schon::ADV,もう,already
681,wieder::ADV,再び,again
682,vergebens::ADV,無駄に,in vain
683,vor::PRP,前に,in front of
684,hinter::PRP,後ろに,behind
685,unter::PRP,下に,under
686,durch::PRP,通して,through
687,neben::PRP,横に,next to
688,zwischen::PRP,間に,between
689,wegen::PRP,為に,because of
690,wegen::PRP,せいで,because of
691,dies::PRN,これ,this
692,das::PRN,それ,that
693,alles::PRN,全部,everything
694,ich::PRN,私,I
695,du::PRN,あなた,you
696,du::PRN,あなた,thou
697,er::PRN,彼,he
698,wir::PRN,私達,we
699,ihr::PRN,あなた達,you
700,sie::PRN,彼ら,they
701,was::FPRN,何,what
702,wer::FPRN,誰,who
703,wer::FPRN,どなた,who
704,wo::FADV,どこ,where
705,wo::FADV,どこに,where
706,wohin::FADV,どこへ,where ... to
707,wohin::FADV,どこへ,where to
708,wohin::FADV,どこへ,where
709,wie::FADV,どう,how
710,warum::FADV,何故,why
711,warum::FADV,どうして,why
712,wieviel::FNUM,どのくらい,how much
713,eins::NUM,一,one
714,zwei::NUM,二,two
715,zwei::NUM,二つ,two
716,drei::NUM,三,three
717,drei::NUM,三つ,three
718,vier::NUM,四,four
719,vier::NUM,四つ,four
720,fünf::NUM,五,five
721,fünf::NUM,五つ,five
722,sechs::NUM,六,six
723,sechs::NUM,六つ,six
724,sieben::NUM,七,seven
725,sieben::NUM,七つ,seven
726,acht::NUM,八,eight
727,acht::NUM,八つ,eight
728,neun::NUM,九,nine
729,neun::NUM,九つ,nine
730,zehn::NUM,十,ten
731,elf::NUM,十一,eleven
732,zwölf::NUM,十二,twelve
733,zwanzig::NUM,二十,twenty
734,dreißig::NUM,三十,thirty
735,vierzig::NUM,四十,forty
736,fünfzig::NUM,五十,fifty
737,sechzig::NUM,六十,sixty
738,siebzig::NUM,七十,seventy
739,achtzig::NUM,八十,eighty
740,neunzig::NUM,九十,ninety
741,hundert::NUM,百,a hundred
742,tausend::NUM,千,a thousand
743,und::CNJ,-と,and
744,und::CNJ,そして,and
745,oder::CNJ,或いは,or
746,stehen::V,立っている,stand
747,sitzen::V,座っている,sit
748,liegen::V,横になっている,lie
749,hängen::V,掛かっている,hang
750,werden::V,なる,become
751,passieren::V,起こる,happen
752,beginnen::V,始まる,begin
753,enden::V,終わる,end
754,wechseln::V,変わる,change
755,aufgehen[Sonne]::V,出る,rise
756,untergehen[Sonne]::V,沈む,set
757,scheinen[Sonne]::V,輝く,shine
758,donnern::V,雷が鳴る,thunder
759,wehen::V,吹く,blow
760,strömen::V,流れる,stream
761,fließen::V,流れる,flow
762,sich drehen::V,回転する,revolve
763,schwanken::V,揺れる,sway
764,schwingen::V,振動する,swing
765,fallen::V,落ちる,fall
766,brennen::V,燃える,burn
767,rauchen::V,煙を出す,smoke
768,regnen::V,雨が降る,rain
769,gefrieren::V,凍る,freeze
770,tauen::V,溶ける,thaw
771,schmelzen::V,溶ける,melt
772,trocknen::V,乾く,dry
773,sieden::V,沸く,boil
774,faulen::V,腐る,rot
775,verfaulen::V,朽ちる,decay
776,reißen::V,切れる,snap
777,versinken::V,沈む,sink
778,vergehen::V,経つ,pass
779,erscheinen::V,現れる,appear
780,verschwinden::V,消える,disappear
781,sinken::V,下がる,drop
782,abnehmen::V,減る,decrease
783,zunehmen::V,増える,increase
784,steigen::V,上がる,rise
785,wachsen::V,伸びる,grow
786,glänzen::V,輝く,shine
787,funkeln::V,ぴかぴか光る,sparkle
788,lärmen::V,騒ぐ,be noisy
789,läuten::V,鳴る,chime
790,klingeln::V,鳴る,ring
791,klirren::V,がらんがらんと鳴る,tinkle
792,brausen::V,逆巻く,roar
793,rauschen::V,戦ぐ,rustle
794,klingen::V,鳴る,sound
795,bellen::V,吠える,bark
796,heulen::V,きゃんきゃん鳴く,howl
797,blasen::V,吹く,blow
798,pfeifen::V,口笛を吹く,whistle
799,schreien::V,叫ぶ,shout
800,stöhnen::V,うめく,groan
801,zittern::V,震える,tremble
802,leben::V,生きている,be alive
803,geboren werden::V,生まれる,be born
804,atmen::V,呼吸する,breathe
805,trinken::V,飲む,drink
806,essen::V,食べる,eat
807,schlucken::V,飲み込む,swallow
808,müde werden::V,眠くなる,get tired
809,einschlafen::V,寝付く,fall asleep
810,schlafen::V,眠る,sleep
811,aufwachen::V,目が覚める,wake up
812,aufstehen::V,起きる,get up
813,sich erholen::V,休養する,relax
814,krank werden::V,病気になる,fall ill
815,krank sein::V,病気である,be ill
816,schmerzen::V,痛む,ache
817,husten::V,咳をする,cough
818,genesen::V,元気になる,recover
819,sterben::V,死ぬ,die
820,sterben::V,亡くなる,die
821,umkommen::V,死亡する,perish
822,sich bewegen::V,移動する,move
823,sich rühren::V,動く,budge
824,sich erheben::V,立ち上がる,stand up
825,sich setzen::V,座る,sit down
826,hinfallen::V,転ぶ,tumble
827,laufen::V,歩く,walk
828,schreiten::V,跨ぐ,pace
829,spazierengehen::V,散歩する,go for a walk
830,eilen::V,急ぐ,rush
831,sich beeilen::V,焦る,hurry
832,sausen::V,疾駆する,dash
833,rennen::V,走る,run
834,springen::V,跳ぶ,jump
835,klettern::V,よじ登る,climb
836,schaukeln::V,ぶらんこに乗る,seesaw
837,kriechen::V,這う,creep
838,schwimmen::V,泳ぐ,swim
839,tauchen::V,潜る,dive
840,rudern::V,漕ぐ,row
841,fahren::V,行く,drive
842,fahren::V,乗車する,drive
843,fliegen::V,飛ぶ,fly
844,gehen::V,行く,go
845,weggehen::V,立ち去る,go away
846,abfahren::V,出発する,depart
847,anhalten::V,止まる,stop
848,hineingehen::V,入る,go in
849,eintreten::V,中に入る,enter
850,kommen::V,来る,come
851,ankommen::V,着く,arrive
852,ankommen::V,到着する,arrive
853,zurückkommen::V,帰る,come back
854,bleiben::V,留まる,stay
855,warten::V,待つ,wait
856,erwarten::V,期待する,wait for
857,suchen::V,探る,seek
858,suchen::V,探る,look for
859,finden::V,見つける,find
860,versuchen::V,試す,try
861,vorbereiten::V,準備する,prepare
862,lieben::V,愛する,love
863,mögen::V,好きである,like
864,lachen::V,笑う,laugh
865,rühren::V,感情を動かす,move
866,weinen::V,泣く,weep
867,schimpfen::V,叱る,grumble
868,sich ärgern::V,怒る,be annoyed
869,sich ärgern::V,腹を立てる,be annoyed
870,sich fürchten::V,怖がる,be afraid
871,fürchten::V,恐れる,be afraid of
872,fliehen::V,逃げる,flee
873,flüchten::V,逃亡する,escape
874,sehen::V,見る,see
875,anschauen::V,眺める,look at
876,ansehen::V,見る,watch
877,hören::V,聞く,hear
878,zuhören::V,聴く,listen
879,probieren::V,食べてみる,taste
880,riechen::V,気取る,smell
881,fühlen::V,感じる,feel
882,scheinen::V,ように見える,seem
883,zu sehen sein::V,見える,show
884,vernehmen::V,承る,hear
885,frieren::V,寒気がする,be cold
886,tun::V,する,do
887,können::V,出来る,can
888,wollen::V,-たい,want
889,anfangen::V,始める,start
