,Concept_ID,zh,tr
851,scheinen[Sonne]::V,照射,parlamak
852,donnern::V,打雷,gök gürlemek
853,wehen::V,飘扬,esmek
854,strömen::V,流,akmak
855,fließen::V,流动,akmak
856,sich drehen::V,转动,dönmek
857,schwanken::V,摇摆,sallanmak
858,schwingen::V,摇,titremek
859,fallen::V,坠落,düşmek
860,brennen::V,燃烧,yanmak
861,rauchen::V,冒烟,tütmek
862,regnen::V,下雨,yağmak
863,gefrieren::V,结冰,donmak
864,tauen::V,融化,erimek
865,schmelzen::V,溶化,erimek
866,trocknen::V,变干,kurumak
867,sieden::V,煮,kaynamak
868,faulen::V,腐烂,çürümek
869,verfaulen::V,腐烂,çürümek
870,reißen::V,撕,yırtılmak
871,versinken::V,下沉,batmak
872,vergehen::V,流逝,geçmek
873,erscheinen::V,出现,görünmek
874,verschwinden::V,消失,kaybolmak
875,sinken::V,下降,inmek
876,abnehmen::V,减少,azalmak
877,zunehmen::V,增加,artmak
878,zunehmen::V,增加,çoğalmak
879,steigen::V,上升,artmak
880,steigen::V,上升,yükselmek
881,wachsen::V,生长,büyümek
882,wachsen::V,生长,gelişmek
883,glänzen::V,发光,parlamak
884,funkeln::V,闪烁,parıldamak
885,lärmen::V,吵闹,gürültü yapmak
886,läuten::V,响,çalmak
887,klingeln::V,按铃,zil çalmak
888,brausen::V,疾驶,köpürmek
889,brausen::V,疾驶,kükremek
890,klingen::V,听起来,tınlamak
891,bellen::V,吠,havlamak
892,heulen::V,嗥,ulumak
893,blasen::V,吹,üflemek
894,pfeifen::V,吹口哨,düdük çalmak
895,schreien::V,叫喊,bağırmak
896,schreien::V,叫喊,haykırmak
897,stöhnen::V,呻吟,inlemek
898,zittern::V,颤抖,titremek
899,leben::V,生存,yaşamak
900,leben::V,生存,hayatta olmak
901,geboren werden::V,出生,doğmak
902,atmen::V,呼吸,solunmak
903,atmen::V,呼吸,nefes almak
904,trinken::V,喝,içmek
905,essen::V,吃,yemek
906,schlucken::V,咽,yutmak
907,müde werden::V,疲倦,yorulmak
908,einschlafen::V,入睡,uykuya dalmak
909,schlafen::V,睡觉,uyumak
910,aufwachen::V,睡醒,uyanmak
911,aufstehen::V,起床,kalkmak
912,aufstehen::V,起床,yataktan kalkmak
913,sich erholen::V,休养,dinlenmek
914,krank werden::V,生病,hastalanmak
915,krank sein::V,生病,hasta olmak
916,schmerzen::V,疼痛,ağrımak
917,husten::V,咳,öksürmek
918,genesen::V,痊愈,şifa bulmak
919,sterben::V,死,ölmek
920,sterben::V,死,vefat etmek
921,umkommen::V,丧命,ölmek
922,sich bewegen::V,移动,hareket etmek
923,sich rühren::V,动弹,kımıldanmak
924,sich erheben::V,站起,kalkmak
925,sich erheben::V,站起,ayağa kalkmak
926,sich setzen::V,坐,oturmak
927,hinfallen::V,跌倒,yere düşmek
928,laufen::V,步行,yürümek
929,schreiten::V,迈步,yürümek
930,schreiten::V,迈步,adım atmak
931,spazierengehen::V,散步,gezmek
932,spazierengehen::V,散步,dolaşmak
933,eilen::V,急忙,seğirtmek
934,sich beeilen::V,赶快,acele etmek
935,sausen::V,疾驰,hızla gitmek
936,rennen::V,奔跑,koşmak
937,springen::V,跳,atlamak
938,springen::V,跳,sıçramak
939,klettern::V,攀缘,tırmanmak
940,schaukeln::V,荡秋千,sallanmak
941,kriechen::V,爬行,sürünmek
942,schwimmen::V,游泳,yüzmek
943,tauchen::V,潜水,dalmak
944,rudern::V,划船,kürek çekmek
945,fahren::V,行驶,gitmek
946,fliegen::V,飞,uçmak
947,gehen::V,走,gitmek
948,weggehen::V,离去,gitmek
949,abfahren::V,出发,kalkmak
950,anhalten::V,停住,durmak
951,hineingehen::V,进去,içeri girmek
952,eintreten::V,进入,girmek
953,kommen::V,来,gelmek
954,ankommen::V,到达,varmak
955,zurückkommen::V,回来,dönmek
956,bleiben::V,停留,kalmak
957,warten::V,等,beklemek
958,erwarten::V,等候,beklemek
959,suchen::V,找,aramak
960,finden::V,找到,bulmak
961,versuchen::V,尝试,denemek
962,vorbereiten::V,预备,hazırlamak
963,lieben::V,爱,sevmek
964,mögen::V,喜欢,beğenmek
965,lachen::V,笑,gülmek
966,weinen::V,哭,ağlamak
967,schimpfen::V,骂,küfretmek
968,sich ärgern::V,生气,kızmak
969,sich fürchten::V,害怕,korkmak
970,fürchten::V,害怕,korkmak
971,fliehen::V,逃走,kaçmak
972,flüchten::V,逃跑,kaçmak
973,sehen::V,看,görmek
974,anschauen::V,注视,seyretmek
975,ansehen::V,注视,bakmak
976,hören::V,听,duymak
977,hören::V,听,işitmek
978,zuhören::V,倾听,dinlemek
979,probieren::V,尝,denemek
980,probieren::V,尝,tadına bakmak
981,riechen::V,闻,kokusunu almak
982,fühlen::V,感到,duymak
983,fühlen::V,感到,hissetmek
984,scheinen::V,照耀,görünmek
985,zu sehen sein::V,可以看到,görünmek
986,vernehmen::V,审讯,haber almak
987,frieren::V,觉得冷,üşümek
988,tun::V,作,etmek
989,tun::V,作,yapmak
990,können::V,能,bilmek
991,wollen::V,要,istemek
992,anfangen::V,开始,başlamak
993,beenden::V,结束,bitirmek
994,aufhören::V,停止,bitmek
995,gelingen::V,成功,başarmak
996,geraten::V,陷于,düşmek
997,öffnen::V,打开,açmak
998,schließen::V,关,kapamak
999,stellen::V,放,koymak
1000,setzen::V,放,koymak
1001,setzen::V,放,oturtmak
1002,legen::V,摆,koymak
1003,legen::V,摆,yatırmak
1004,berühren::V,触,dokunmak
1005,verbinden::V,联结,bağlamak
1006,verbinden::V,联结,birleştirmek
1007,bedecken::V,覆盖,örtmek
1008,bedecken::V,覆盖,kaplamak
1009,aufhängen::V,挂,asmak
1010,anzünden::V,点,yakmak
1011,anzünden::V,点,ateşlemek
1012,aufheben::V,拾起,kaldırmak
1013,zurücklassen::V,遗留,geride bırakmak
1014,verlieren::V,丧失,yitirmek
1015,verlieren::V,丧失,kaybetmek
1016,fallen lassen::V,让掉下,düşürmek
1017,machen::V,做,yapmak
1018,herstellen::V,生产,yapmak
1019,herstellen::V,生产,imal etmek
1020,bauen::V,建造,kurmak
1021,bauen::V,建造,inşa etmek
1022,reparieren::V,修理,onarmak
1023,reparieren::V,修理,tamir etmek
1024,verbessern::V,改进,düzeltmek
1025,ändern::V,改变,değiştirmek
1026,graben::V,挖,kazmak
1027,beugen::V,弯下,eğmek
1028,biegen::V,弯,bükmek
1029,drehen::V,转动,çevirmek
1030,drehen::V,转动,döndürmek
1031,wenden::V,转动,çevirmek
1032,umdrehen::V,转动,çevirmek
1033,heben::V,举起,kaldırmak
1034,hochheben::V,抬高,yukarı kaldırmak
1035,ergreifen::V,抓住,tutmak
1036,ergreifen::V,抓住,yakalamak
1037,halten::V,拿着,tutmak
1038,drücken::V,压,sıkmak
1039,schieben::V,推,itmek
1040,schieben::V,推,sürmek
1041,kratzen::V,搔,kaşımak
1042,lecken::V,舔,yalamak
1043,beißen::V,咬,ısırmak
1044,abreißen::V,撕下,koparmak
1045,abschneiden::V,切断,keserek ayırmak
1046,binden::V,捆,bağlamak
1047,stecken::V,插,sokmak
1048,brechen::V,断裂,kırmak
1049,klopfen::V,敲,çalmak
1050,hauen::V,揍,vurmak
1051,kleben::V,粘,yapıştırmak
1052,reiben::V,摩擦,ovmak
1053,reiben::V,摩擦,sürtmek
1054,streichen::V,涂,sürmek
1055,schleifen::V,拖曳,bilemek
1056,schneiden::V,切,kesmek
1057,rütteln::V,颠簸,sallamak
1058,schütteln::V,摇动,sarsmak
1059,schütteln::V,摇动,çalkamak
1060,schwenken::V,摇动,sallamak
1061,schütten::V,倒,dökmek
1062,schütten::V,倒,akıtmak
1063,füllen::V,填满,doldurmak
1064,einwickeln::V,包,sarmak
1065,tragen::V,提,taşımak
1066,schleppen::V,扛,sürüklemek
1067,ziehen::V,拉,çekmek
1068,aufbewahren::V,保存,saklamak
1069,werfen::V,扔,atmak
1070,fangen::V,捕捉,tutmak
1071,fangen::V,捕捉,yakalamak
1072,packen::V,抓住,tutmak
1073,packen::V,抓住,yakalamak
1074,verstecken::V,藏,saklamak
1075,teilen::V,分,bölmek
1076,teilen::V,分,ayırmak
1077,schicken::V,派遣,yollamak
1078,schicken::V,派遣,göndermek
1079,bringen::V,带来,getirmek
1080,hinzufügen::V,添加,katmak
1081,hinzufügen::V,添加,eklemek
1082,bekommen::V,得到,almak
1083,bekommen::V,得到,eline geçmek
1084,erhalten::V,接到,almak
1085,nehmen::V,拿,almak
1086,wählen::V,挑选,seçmek
1087,auswählen::V,选择,seçmek
1088,auswählen::V,选择,ayırmak
1089,bewahren::V,保持,korumak
1090,behindern::V,防碍,engellemek
1091,verderben::V,败坏,bozmak
1092,beschädigen::V,损坏,zedelemek
1093,beschädigen::V,损坏,ziyan vermek
1094,zerbrechen::V,破碎,kırmak
1095,zerreißen::V,撕碎,yırtmak
1096,zerstören::V,毁坏,yıkmak
1097,zerstören::V,毁坏,tahrip etmek
1098,verbrennen::V,燃烧,yakmak
1099,geben::V,给,vermek
1100,reichen::V,递给,uzatmak
1101,schenken::V,赠送,hediye etmek
1102,versprechen::V,许诺,vaat etmek
1103,wünschen::V,祝,kutlamak
1104,loben::V,表扬,övmek
1105,küssen::V,亲,öpmek
1106,wiegen::V,轻摇,sallamak
1107,zudecken::V,盖上,örtmek
1108,wecken::V,唤起,uyandırmak
1109,zeigen::V,指,göstermek
1110,führen::V,带领,gezdirmek
1111,führen::V,带领,yol göstermek
1112,lehren::V,教,okutmak
1113,lehren::V,教,öğretmek
1114,unterrichten::V,讲课,öğretmek
1115,aufziehen::V,抚养,yetiştirmek
1116,leiten::V,领导,yönetmek
1117,leiten::V,领导,idare etmek
1118,antreiben::V,催促,teşvik etmek
1119,lassen::V,让,-tırmak
1120,einladen::V,邀请,davet etmek
1121,vereinigen::V,统一,birleştirmek
1122,besuchen::V,参观,uğramak
1123,besuchen::V,参观,ziyaret etmek
1124,besuchen::V,参观,görmeye gitmek
1125,treffen::V,会面,rastlamak
1126,treffen::V,会面,isabet etmek
1127,sich versammeln::V,聚集,toplanmak
1128,spielen::V,玩,oynamak
1129,singen::V,唱歌,söylemek
1130,singen::V,唱歌,şarkı söylemek
1131,tanzen::V,跳舞,oynamak
1132,tanzen::V,跳舞,dans etmek
1133,sich trennen::V,分别,ayrılmak
1134,verlassen::V,离开,bırakmak
1135,verlassen::V,离开,terk etmek
1136,retten::V,救,kurtarmak
1137,bewachen::V,守卫,gözetmek
1138,schützen::V,保护,korumak
1139,verteidigen::V,保卫,savunmak
1140,sich schlagen::V,打架,dövüşmek
1141,schießen::V,射击,ateş etmek
1142,siegen::V,获胜,yenmek
1143,ärgern::V,激怒,kızdırmak
1144,schlagen::V,打,dövmek
1145,treten::V,踢,tepmek
1146,stechen::V,刺,sokmak
1147,stechen::V,刺,batırmak
1148,stoßen::V,撞,itmek
1149,stehlen::V,盗窃,çalmak
1150,stören::V,干扰,bozmak
1151,stören::V,干扰,etkilemek
1152,belästigen::V,打搅,rahatsız etmek
1153,verbergen::V,隐藏,saklamak
1154,täuschen::V,欺骗,aldatmak
1155,betrügen::V,欺骗,aldatmak
1156,betrügen::V,欺骗,dolandırmak
1157,töten::V,杀,öldürmek
1158,wohnen::V,居住,oturmak
1159,arbeiten::V,工作,çalışmak
1160,sammeln::V,收集,toplamak
1161,pflücken::V,采,koparmak
1162,jagen::V,打猎,avlanmak
1163,fischen::V,捕鱼,balık tutmak
1164,fassen::V,捉住,tutmak
1165,fassen::V,捉住,yakalamak
1166,hüten::V,守护,otlatmak
1167,treiben::V,漂,gütmek
1168,anbinden::V,拴,bağlamak
1169,füttern::V,喂,beslemek
1170,melken::V,挤奶,sağmak
1171,hacken::V,剁细,yarmak
1172,gießen::V,浇,sulamak
1173,reifen::V,成熟,olgunlaşmak
1174,kochen::V,煮,pişirmek
1175,kochen::V,煮,kaynatmak
1176,backen::V,烤,pişirmek
1177,backen::V,烤,fırında pişirmek
1178,braten::V,煎,kızartmak
1179,umrühren::V,搅拌,karıştırmak
1180,stricken::V,织,örmek
1181,nähen::V,缝,dikmek
1182,färben::V,染色,boyamak
1183,reinigen::V,清洁,temizlemek
1184,waschen::V,洗,yıkamak
1185,abwischen::V,擦掉,silmek
1186,spülen::V,清洗,çalkamak
1187,fegen::V,扫,süpürmek
1188,kehren::V,打扫,süpürmek
1189,baden::V,给...洗澡,yıkanmak
1190,baden::V,给...洗澡,banyo yapmak
1191,sich waschen::V,洗澡,yıkanmak
1192,ausziehen::V,脱,çıkarmak
1193,anziehen::V,穿,giymek
1194,sich anziehen::V,穿衣,giyinmek
1195,kämmen::V,梳,taramak
1196,schmücken::V,装饰,süslemek
1197,sagen::V,说,demek
1198,sagen::V,说,söylemek
1199,sprechen::V,说,konuşmak
1200,reden::V,讲,konuşmak
1201,sich unterhalten::V,聊天,sohbet etmek
1202,fragen::V,问,sormak
1203,bitten::V,请,dilemek
1204,bitten::V,请,rica etmek
1205,erzählen::V,叙述,bahsetmek
1206,erzählen::V,叙述,hikâye etmek
1207,mitteilen::V,通知,bildirmek
1208,nennen::V,叫做,adlandırmak
1209,rufen::V,叫,çağırmak
1210,prahlen::V,吹牛,övünmek
1211,übersetzen::V,翻译,çevirmek
1212,übersetzen::V,翻译,tercüme etmek
1213,denken::V,想,düşünmek
1214,glauben::V,以为,inanmak
1215,glauben::V,以为,zannetmek
1216,bemerken::V,发觉,farkına varmak
1217,erkennen::V,识别,tanımak
1218,begreifen::V,理解,anlamak
1219,begreifen::V,理解,kavramak
1220,verstehen::V,明白,duymak
1221,verstehen::V,明白,anlamak
1222,lernen::V,学,öğrenmek
1223,wissen::V,知道,bilmek
1224,sich erinnern an::V,回忆,hatırlamak
1225,vergessen::V,忘记,unutmak
1226,messen::V,测量,ölçmek
1227,zählen::V,数,saymak
1228,rechnen::V,计算,hesap etmek
1229,lesen::V,读,okumak
1230,malen::V,画,resmini yapmak
1231,zeichnen::V,绘制,çizmek
1232,schreiben::V,写,yazmak
1233,besitzen::V,占有,haiz olmak
1234,besitzen::V,占有,sahip olmak
1235,kaufen::V,买,almak
1236,verkaufen::V,卖,satmak
1237,bezahlen::V,付钱,ödemek
1238,zahlen::V,支付,ödemek
1239,beherrschen::V,统治,hâkim olmak
1240,ertragen::V,忍耐,dayanmak
1241,ertragen::V,忍耐,katlanmak
1242,vergebens::ADV,,boşuna
1243,klirren::V,,şakırdamak
1244,klirren::V,,zangırdamak
1245,rauschen::V,,fışırdamak
1246,rühren::V,,dokunmak
1247,rühren::V,,duygulandırmak
1248,zubereiten::V,,hazırlamak
