,Concept_ID,ar,ar
192,Krähe::N,غراب,غراب
193,Kuckuck::N,وقواق,وقواق
194,Schwan::N,إوز عراقي,إوز عراقي
195,Fisch::N,سمك,سمك
196,Barsch::N,فرخ أوربي,فرخ أوربي
197,Hecht::N,سمك الكراكي,سمك الكراكي
198,Schlange[Tier]::N,حية,حية
199,Schlange[Tier]::N,حية,ثعبان
200,Schlange[Tier]::N,ثعبان,حية
201,Schlange[Tier]::N,ثعبان,ثعبان
202,Wurm::N,دودة,دودة
203,Spinne::N,عنكبوت,عنكبوت
204,Ameise::N,نملة,نملة
205,Laus::N,قملة,قملة
206,Mücke::N,ناموسة,ناموسة
207,Fliege::N,ذبابة,ذبابة
208,Schmetterling::N,فراشة,فراشة
209,Beere::N,حبة,حبة
210,Apfel::N,تفاح,تفاح
211,Pilz::N,فطر,فطر
212,Zwiebel::N,بصل,بصل
213,Saat::N,زرع,زرع
214,Korn::N,حبة,حبة
215,Heu::N,دريس,دريس
216,Schale::N,قشرة,قشرة
217,Grube::N,نقرة,نقرة
218,Falle::N,فخ,فخ
219,Falle::N,فخ,مصيدة
220,Falle::N,مصيدة,فخ
221,Falle::N,مصيدة,مصيدة
222,Schlinge::N,عروة,عروة
223,Spur::N,أثر,أثر
224,Asche::N,رماد,رماد
225,Dreck::N,قذر,قذر
226,Eisen::N,حديد,حديد
227,Gold::N,ذهب,ذهب
228,Silber::N,فضة,فضة
229,Kohle::N,فحم,فحم
230,Glas::N,زجاج,زجاج
231,Lehm::N,طين,طين
232,Sand::N,رمل,رمل
233,Mensch::N,إنسان,إنسان
234,Mann::N,رجل,رجل
235,Frau::N,امرأة,امرأة
236,Kind::N,طفل,طفل
237,Junge::N,ولد,ولد
238,Mädchen::N,بنت,بنت
239,Familie::N,عائلة,عائلة
240,Großvater::N,جد,جد
241,Großmutter::N,جدة,جدة
242,Eltern::N,أبوان,أبوان
243,Eltern::N,أبوان,والدان
244,Eltern::N,والدان,أبوان
245,Eltern::N,والدان,والدان
246,Vater::N,أب,أب
247,Mutter::N,أم,أم
248,Sohn::N,إبن,إبن
249,Tochter::N,بنت,بنت
250,Tochter::N,بنت,إبنة
251,Tochter::N,إبنة,بنت
252,Tochter::N,إبنة,إبنة
253,Bruder::N,أخ,أخ
254,Bruder::N,أخ,شقيق
255,Bruder::N,شقيق,أخ
256,Bruder::N,شقيق,شقيق
257,Schwester::N,أخت,أخت
258,Onkel::N,عم,عم
259,Tante::N,عمة,عمة
260,Ehemann::N,زوج,زوج
261,Ehefrau::N,زوجة,زوجة
262,Freude::N,فرح,فرح
263,Freude::N,فرح,سرور
264,Freude::N,سرور,فرح
265,Freude::N,سرور,سرور
266,Gelächter::N,قهقهة,قهقهة
267,Glück::N,سعادة,سعادة
268,Kummer::N,غم,غم
269,Wunsch::N,منية,منية
270,Lust::N,شهوة,شهوة
271,Geist::N,روح,روح
272,Gedanke::N,فكرة,فكرة
273,Gedächtnis::N,ذاكرة,ذاكرة
274,Verstand::N,عقل,عقل
275,Sinn::N,معنى,معنى
276,Grund::N,سبب,سبب
277,Wahrheit::N,حقيقة,حقيقة
278,Gespräch::N,محادثة,محادثة
279,Märchen::N,خرافة,خرافة
280,Erzählung::N,قصة,قصة
281,Erzählung::N,قصة,حكاية
282,Erzählung::N,حكاية,قصة
283,Erzählung::N,حكاية,حكاية
284,Nachricht::N,خبر,خبر
285,Neuigkeit::N,خبر جديد,خبر جديد
286,Name::N,اسم,اسم
287,Rätsel::N,لغز,لغز
288,Rede::N,خطبة,خطبة
289,Sprache::N,لغة,لغة
290,Stimme::N,صوت,صوت
291,Wort::N,كلمة,كلمة
292,Zeichen::N,رمز,رمز
293,Zeichen::N,رمز,إشارة
294,Zeichen::N,إشارة,رمز
295,Zeichen::N,إشارة,إشارة
296,Ruf::N,نداء,نداء
297,Lärm::N,صخب,صخب
298,Lärm::N,صخب,ضجة
299,Lärm::N,ضجة,صخب
300,Lärm::N,ضجة,ضجة
301,Laut::N,صوت,صوت
302,Ton::N,نغمة,نغمة
303,Lied::N,أغنية,أغنية
304,Ruhe::N,هدوء,هدوء
305,Leute::N,ناس,ناس
306,Volk::N,شعب,شعب
307,Arbeit::N,عمل,عمل
308,Gast::N,ضيف,ضيف
309,Geschenk::N,هدية,هدية
310,Spiel::N,لعب,لعب
311,Gesellschaft::N,صحبة,صحبة
312,Hilfe::N,عون,عون
313,Hilfe::N,عون,مساعدة
314,Hilfe::N,مساعدة,عون
315,Hilfe::N,مساعدة,مساعدة
316,Freund::N,صديق,صديق
317,Kamerad::N,زميل,زميل
318,Angelegenheit::N,أمر,أمر
319,Angelegenheit::N,أمر,شأن
320,Angelegenheit::N,شأن,أمر
321,Angelegenheit::N,شأن,شأن
322,Anzahl::N,عدد,عدد
323,Art::N,نوع,نوع
324,Stück::N,قطعة,قطعة
325,Teil::N,قسم,قسم
326,Hälfte::N,نصف,نصف
327,Kreis::N,دائرة,دائرة
328,Kreuz::N,صليب,صليب
329,Linie::N,خط,خط
330,Strich::N,شرطة,شرطة
331,Abstand::N,مسافة,مسافة
332,Entfernung::N,بعد,بعد
333,Gegend::N,ناحية,ناحية
334,Platz::N,فراغ,فراغ
335,Ort::N,مكان,مكان
336,Seite::N,جانب,جانب
337,Mitte::N,وسط,وسط
338,Gegenstand::N,موضوع,موضوع
339,Sache::N,شيء,شيء
340,Rand::N,حافة,حافة
341,Kante::N,حافة,حافة
342,Ecke::N,ركن,ركن
343,Spitze::N,سن,سن
344,Ende::N,طرف,طرف
345,Loch::N,ثقب,ثقب
346,Winkel::N,زاوية,زاوية
347,Muster::N,عينة,عينة
348,Größe::N,حجم,حجم
349,Länge::N,طول,طول
350,Höhe::N,علو,علو
351,Höhe::N,علو,ارتفاع
352,Höhe::N,ارتفاع,علو
353,Höhe::N,ارتفاع,ارتفاع
354,Gewicht::N,وزن,وزن
355,Menge::N,كمية,كمية
356,Haufen::N,كوم,كوم
357,Reihe::N,صف,صف
358,Boot::N,قارب,قارب
359,Boot::N,قارب,زورق
360,Boot::N,زورق,قارب
361,Boot::N,زورق,زورق
362,Ruder::N,مجذاف,مجذاف
363,Schlitten::N,مزلقة,مزلقة
364,Ski::N,زلاجة,زلاجة
365,Lagerfeuer::N,نار المخيم,نار المخيم
366,Last::N,حمل,حمل
367,Gang::N,مشية,مشية
368,Schritt::N,خطوة,خطوة
369,Norden::N,شمال,شمال
370,Süden::N,جنوب,جنوب
371,Westen::N,غرب,غرب
372,Osten::N,شرق,شرق
373,Holz::N,خشب,خشب
374,Brett::N,لوح,لوح
375,Platte::N,صفيحة,صفيحة
376,Stütze::N,سند,سند
377,Stütze::N,سند,دعامة
378,Stütze::N,دعامة,سند
379,Stütze::N,دعامة,دعامة
380,Stange::N,عود,عود
381,Stock::N,عصا,عصا
382,Stab::N,قضيب,قضيب
383,Rohr::N,أنبوبة,أنبوبة
384,Haus::N,دار,دار
385,Haus::N,دار,بيت
386,Haus::N,بيت,دار
387,Haus::N,بيت,بيت
388,Heim::N,بيت,بيت
389,Heim::N,بيت,مسكن
390,Heim::N,مسكن,بيت
391,Heim::N,مسكن,مسكن
392,Ofen::N,مدفأة,مدفأة
393,Fußboden::N,أرضية,أرضية
394,Tisch::N,مائدة,مائدة
395,Stuhl::N,كرسي,كرسي
396,Wiege::N,مهد,مهد
397,Bett::N,سرير,سرير
398,Regal::N,رف,رف
399,Kiste::N,صندوق,صندوق
400,Fenster::N,شباك,شباك
401,Fenster::N,شباك,نافذة
402,Fenster::N,نافذة,شباك
403,Fenster::N,نافذة,نافذة
404,Tür::N,باب,باب
405,Tor::N,بوابة,بوابة
406,Zaun::N,سياج,سياج
407,Dach::N,سطح,سطح
408,Leiter::N,سلم,سلم
409,Besen::N,مكنسة,مكنسة
410,Spaten::N,مسحاة,مسحاة
411,Schaufel::N,مجرفة,مجرفة
412,Gabel::N,شوكة,شوكة
413,Löffel::N,ملعقة,ملعقة
414,Messer::N,سكين,سكين
415,Nagel::N,مسمار,مسمار
416,Netz::N,شبكة,شبكة
417,Haken::N,خطاف,خطاف
418,Haken::N,خطاف,صنارة
419,Haken::N,صنارة,خطاف
420,Haken::N,صنارة,صنارة
421,Griff::N,قبضة,قبضة
422,Schloss::N,قفل,قفل
423,Bild::N,صورة,صورة
424,Figur::N,تمثال,تمثال
425,Puppe::N,دمية,دمية
426,Beutel::N,كيس,كيس
427,Bündel::N,ربطة,ربطة
428,Tasche::N,شنطة,شنطة
429,Tasche::N,شنطة,محفظة
430,Tasche::N,محفظة,شنطة
431,Tasche::N,محفظة,محفظة
432,Eimer::N,سطل,سطل
433,Eimer::N,سطل,جردل
434,Eimer::N,جردل,سطل
435,Eimer::N,جردل,جردل
436,Deckel::N,سداد,سداد
437,Geschirr::N,أوان,أوان
438,Sack::N,زكيبة,زكيبة
439,Tasse::N,فنجان,فنجان
440,Topf::N,قدر,قدر
441,Topf::N,قدر,طنجرة
442,Topf::N,طنجرة,قدر
443,Topf::N,طنجرة,طنجرة
444,Kessel::N,قدر,قدر
445,Kessel::N,قدر,غلاية
446,Kessel::N,غلاية,قدر
447,Kessel::N,غلاية,غلاية
448,Essen::N,طعام,طعام
449,Nahrung::N,غذاء,غذاء
450,Speise::N,أكل,أكل
451,Fleisch::N,لحم,لحم
452,Getreide::N,حبوب,حبوب
453,Brei::N,عصيدة,عصيدة
454,Brot::N,خبز,خبز
455,Scheibe::N,شريحة,شريحة
456,Fett::N,سمن,سمن
457,Butter::N,زبدة,زبدة
458,Öl::N,زيت,زيت
459,Salz::N,ملح,ملح
460,Suppe::N,حساء,حساء
461,Suppe::N,حساء,شربة
462,Suppe::N,شربة,حساء
463,Suppe::N,شربة,شربة
464,Honig::N,عسل,عسل
465,Milch::N,حليب,حليب
466,Tee::N,شاي,شاي
467,Leder::N,جلد,جلد
468,Wolle::N,صوف,صوف
469,Stoff::N,قماش,قماش
470,Nadel::N,إبرة,إبرة
471,Faden::N,خيط,خيط
472,Knopf::N,زر,زر
473,Knoten::N,عقدة,عقدة
474,Farbe::N,صبغة,صبغة
475,Kleidung::N,ملابس,ملابس
476,Hemd::N,قميص,قميص
477,Kragen::N,ياقة,ياقة
478,Ärmel::N,كم,كم
479,Hose::N,سروال,سروال
480,Hose::N,سروال,بنطلون
481,Hose::N,بنطلون,سروال
482,Hose::N,بنطلون,بنطلون
483,Gürtel::N,حزام,حزام
484,Mütze::N,طاقية,طاقية
485,Schuh::N,حذاء,حذاء
486,Stiefel::N,جزمة,جزمة
487,Stiefel::N,جزمة,حذاء طويل
488,Stiefel::N,حذاء طويل,جزمة
489,Stiefel::N,حذاء طويل,حذاء طويل
490,Ring::N,حلقة,حلقة
491,Band::N,شريط,شريط
492,Kamm::N,مشط,مشط
493,Spiegel::N,مرآة,مرآة
494,Riemen::N,سير,سير
495,Schnur::N,حبل,حبل
496,Schnur::N,حبل,دوبارة
497,Schnur::N,دوبارة,حبل
498,Schnur::N,دوبارة,دوبارة
499,Leine::N,قيد,قيد
500,Decke::N,بطانية,بطانية
501,Kissen::N,وسادة,وسادة
502,Tuch::N,منديل,منديل
503,Handtuch::N,فوطة,فوطة
504,Handtuch::N,فوطة,منشفة
505,Handtuch::N,منشفة,فوطة
506,Handtuch::N,منشفة,منشفة
507,Kraft::N,قدرة,قدرة
508,Stärke::N,قوة,قوة
509,Gesundheit::N,صحة,صحة
510,Krankheit::N,مرض,مرض
511,Schmerz::N,ألم,ألم
512,Schmerz::N,ألم,وجع
513,Schmerz::N,وجع,ألم
514,Schmerz::N,وجع,وجع
515,Wunde::N,جرح,جرح
516,Fieber::N,حمى,حمى
517,Arznei::N,دواء,دواء
518,Brücke::N,جسر,جسر
519,Brunnen::N,بئر,بئر
520,Weide::N,مرعى,مرعى
521,Pfad::N,درب,درب
522,Weg::N,سكة,سكة
523,Straße::N,طريق,طريق
524,Dorf::N,قرية,قرية
525,Stadt::N,مدينة,مدينة
526,Brief::N,خطاب,خطاب
527,Brief::N,خطاب,مكتوب
528,Brief::N,مكتوب,خطاب
529,Brief::N,مكتوب,مكتوب
530,Buch::N,كتاب,كتاب
531,Buchstabe::N,حرف,حرف
532,Zeitung::N,جريدة,جريدة
533,Leben::N,عيش,عيش
534,Leben::N,عيش,حياة
535,Leben::N,حياة,عيش
536,Leben::N,حياة,حياة
537,Tod::N,موت,موت
538,Tod::N,موت,وفاة
539,Tod::N,وفاة,موت
540,Tod::N,وفاة,وفاة
541,Grab::N,قبر,قبر
542,Kirche::N,كنيسة,كنيسة
543,Sünde::N,خطيئة,خطيئة
544,Gott::N,إله,إله
545,Arbeiter::N,عامل,عامل
546,Chef::N,رئيس,رئيس
547,Meister::N,أسطى,أسطى
548,Arzt::N,طبيب,طبيب
549,Lehrer::N,مدرس,مدرس
550,Geld::N,نقود,نقود
551,Geschäft::N,صفقة,صفقة
552,Laden::N,دكان,دكان
553,Preis::N,سعر,سعر
554,Ware::N,بضاعة,بضاعة
555,Nutzen::N,فائدة,فائدة
556,Reichtum::N,غنى,غنى
557,Reichtum::N,غنى,ثروة
558,Reichtum::N,ثروة,غنى
559,Reichtum::N,ثروة,ثروة
560,Welt::N,عالم,عالم
561,Welt::N,عالم,دنيا
562,Welt::N,دنيا,عالم
563,Welt::N,دنيا,دنيا
564,Land::N,بلد,بلد
565,Staat::N,دولة,دولة
566,König::N,ملك,ملك
567,Macht::N,سلطة,سلطة
568,Grenze::N,حدود,حدود
569,Krieg::N,حرب,حرب
570,Feind::N,عدو,عدو
571,Gewalt::N,عنف,عنف
572,Kampf::N,قتال,قتال
573,Bogen[Waffe]::N,قوس,قوس
574,Pfeil::N,سهم,سهم
575,Gewehr::N,بندقية,بندقية
576,Fehler::N,خطأ,خطأ
577,Lüge::N,كذب,كذب
578,Schaden::N,تلف,تلف
579,Unglück::N,نحس,نحس
580,Schuld::N,ذنب,ذنب
581,Alter::N,سن,سن
582,Alter::N,سن,عمر
583,Alter::N,عمر,سن
584,Alter::N,عمر,عمر
585,Schluss::N,ختام,ختام
586,Schluss::N,ختام,نهاية
587,Schluss::N,نهاية,ختام
588,Schluss::N,نهاية,نهاية
589,Zeit::N,وقت,وقت
590,Tag::N,يوم,يوم
591,Morgen::N,صباح,صباح
592,Mittag::N,ظهر,ظهر
593,Abend::N,مساء,مساء
594,Nacht::N,ليلة,ليلة
595,Woche::N,أسبوع,أسبوع
596,Monat::N,شهر,شهر
597,Jahr::N,عام,عام
598,Jahr::N,عام,سنة
599,Jahr::N,سنة,عام
600,Jahr::N,سنة,سنة
601,Frühling::N,ربيع,ربيع
602,Sommer::N,صيف,صيف
603,Herbst::N,خريف,خريف
604,Winter::N,شتاء,شتاء
605,Januar::N,يناير,يناير
606,Januar::N,يناير,كانون الثاني
607,Januar::N,كانون الثاني,يناير
608,Januar::N,كانون الثاني,كانون الثاني
609,Februar::N,شباط,شباط
610,Februar::N,شباط,فبراير
611,Februar::N,فبراير,شباط
612,Februar::N,فبراير,فبراير
613,März::N,آذار,آذار
614,März::N,آذار,مارس
615,März::N,مارس,آذار
616,März::N,مارس,مارس
617,April::N,نيسان,نيسان
618,Mai::N,مايو,مايو
619,Juni::N,يونيو,يونيو
620,Juni::N,يونيو,حزيران
621,Juni::N,حزيران,يونيو
622,Juni::N,حزيران,حزيران
623,Juli::N,تموز,تموز
624,Juli::N,تموز,يوليو
625,Juli::N,يوليو,تموز
626,Juli::N,يوليو,يوليو
627,August::N,آب,آب
628,August::N,آب,أغسطس
629,August::N,أغسطس,آب
630,August::N,أغسطس,أغسطس
631,September::N,أيلول,أيلول
632,September::N,أيلول,سبتمبر
633,September::N,سبتمبر,أيلول
634,September::N,سبتمبر,سبتمبر
635,Oktober::N,أكتوبر,أكتوبر
636,Oktober::N,أكتوبر,تشرين الأول
637,Oktober::N,تشرين الأول,أكتوبر
638,Oktober::N,تشرين الأول,تشرين الأول
639,November::N,نوفمبر,نوفمبر
640,November::N,نوفمبر,تشرين الثاني
641,November::N,تشرين الثاني,نوفمبر
642,November::N,تشرين الثاني,تشرين الثاني
643,Dezember::N,ديسمبر,ديسمبر
644,Dezember::N,ديسمبر,كانون الأول
645,Dezember::N,كانون الأول,ديسمبر
646,Dezember::N,كانون الأول,كانون الأول
647,Montag::N,يوم الاثنين,يوم الاثنين
648,Dienstag::N,يوم الثلاثاء,يوم الثلاثاء
649,Mittwoch::N,يوم الأربعاء,يوم الأربعاء
650,Donnerstag::N,يوم الخميس,يوم الخميس
651,Freitag::N,يوم الجمعة,يوم الجمعة
652,Samstag::N,يوم السبت,يوم السبت
653,Sonntag::N,يوم الأحد,يوم الأحد
654,groß::A,كبير,كبير
655,klein::A,صغير,صغير
656,lang::A,طويل,طويل
657,kurz::A,قصير,قصير
658,breit::A,واسع,واسع
659,schmal::A,ضيق,ضيق
660,dicht::A,كث,كث
661,dicht::A,كث,كثيف
662,dicht::A,كثيف,كث
663,dicht::A,كثيف,كثيف
664,dick[Gegenstand]::A,غليظ,غليظ
665,dünn::A,رفيع,رفيع
666,fein::A,رقيق,رقيق
667,fest::A,متين,متين
668,flach::A,سهل,سهل
669,flach::A,سهل,منبسط
670,flach::A,منبسط,سهل
671,flach::A,منبسط,منبسط
672,glatt::A,ناعم,ناعم
673,hart::A,صلب,صلب
674,hart::A,صلب,جامد
675,hart::A,جامد,صلب
676,hart::A,جامد,جامد
677,weich::A,لين,لين
678,rund::A,مستدير,مستدير
679,spitz::A,مدبب,مدبب
680,scharf::A,حاد,حاد
681,stumpf::A,ثالم,ثالم
682,schwer::A,ثقيل,ثقيل
683,schön::A,جميل,جميل
684,heiß::A,حار,حار
685,heiß::A,حار,ساخن
686,heiß::A,ساخن,حار
687,heiß::A,ساخن,ساخن
688,warm::A,دافئ,دافئ
689,kalt::A,بارد,بارد
690,kühl::A,قر,قر
691,frisch::A,طازج,طازج
692,feucht::A,رطب,رطب
693,nass::A,مبلول,مبلول
694,trocken::A,جاف,جاف
695,voll::A,ملء,ملء
696,leer::A,خال,خال
697,leer::A,خال,فارغ
698,leer::A,فارغ,خال
699,leer::A,فارغ,فارغ
700,offen::A,مفتوح,مفتوح
701,geschlossen::A,مغلق,مغلق
702,sauber::A,نظيف,نظيف
703,schmutzig::A,قذر,قذر
704,roh::A,نيء,نيء
705,reif::A,ناضج,ناضج
706,lecker::A,لذيذ,لذيذ
707,süß::A,حلو,حلو
708,bitter::A,مر,مر
709,sauer::A,حامض,حامض
710,hell::A,نير,نير
711,dunkel::A,مظلم,مظلم
712,schwarz::A,أسود,أسود
713,weiß::A,أبيض,أبيض
714,rot::A,أحمر,أحمر
715,gelb::A,أصفر,أصفر
716,blau::A,أزرق,أزرق
717,grün::A,أخضر,أخضر
718,grau::A,رمادي,رمادي
719,bunt::A,ملوب,ملوب
720,billig::A,رخيص,رخيص
721,teuer::A,غال,غال
722,wertvoll::A,ثمين,ثمين
723,blind::A,أعمى,أعمى
724,taub::A,أصم,أصم
725,taub::A,أصم,أطرش
726,taub::A,أطرش,أصم
727,taub::A,أطرش,أطرش
728,kräftig::A,قوي,قوي
729,stark::A,قوي,قوي
730,schwach::A,ضعيف,ضعيف
731,fett::A,سمين,سمين
732,schlank::A,أهيف,أهيف
733,hübsch::A,جميل,جميل
734,böse::A,رديء,رديء
735,dumm::A,أبله,أبله
736,dumm::A,أبله,أحمق
737,dumm::A,أحمق,أبله
738,dumm::A,أحمق,أحمق
739,faul::A,كسلان,كسلان
740,fleißig::A,مجتهد,مجتهد
741,geizig::A,بخيل,بخيل
742,klug::A,ذكي,ذكي
743,klug::A,ذكي,عاقل
744,klug::A,عاقل,ذكي
745,klug::A,عاقل,عاقل
746,geschickt::A,ماهر,ماهر
747,lieb::A,عزيز,عزيز
748,lustig::A,مرح,مرح
749,sanft::A,حليم,حليم
750,hungrig::A,جائع,جائع
751,krank::A,مريض,مريض
752,nackt::A,عار,عار
753,traurig::A,حزين,حزين
754,lebendig::A,حي,حي
755,gut::A,جيد,جيد
756,schlecht::A,سيء,سيء
757,richtig::A,صحيح,صحيح
758,schlimm::A,خبيث,خبيث
759,wahr::A,حق,حق
760,alt::A,قديم,قديم
761,neu::A,جديد,جديد
762,ehemalig::A,سابق,سابق
763,alt[Lebewesen]::A,مسن,مسن
764,jung::A,شاب,شاب
765,jung::A,شاب,صغير
766,jung::A,صغير,شاب
767,jung::A,صغير,صغير
768,arm::A,فقير,فقير
769,reich::A,غني,غني
770,bekannt::A,معلوم,معلوم
771,berühmt::A,مشهور,مشهور
772,fremd::A,أجنبي,أجنبي
773,verschieden::A,مختلف,مختلف
774,nah::A,قريب,قريب
775,fern::A,بعيد,بعيد
776,linker::A,يسار,يسار
777,rechter::A,يمين,يمين
778,anderer::A,آخر,آخر
779,erster::A,أول,أول
780,zweiter::A,ثان,ثان
781,dritter::A,ثالث,ثالث
782,letzter::A,أخير,أخير
783,allein::ADV,وحده,وحده
784,auf einmal::ADV,بالمرة,بالمرة
785,zusammen::ADV,معا,معا
786,lange::ADV,مدة طويلة,مدة طويلة
787,plötzlich::ADV,فجأة,فجأة
