,Concept_ID,kv,en
838,zurückkommen::V,панӧвтсьыны,come back
839,bleiben::V,кольччыны,stay
840,warten::V,видзчисьны,wait
841,erwarten::V,видзчисьны,wait for
842,suchen::V,кошшыны,seek
843,suchen::V,кошшыны,look for
844,finden::V,адззыны,find
845,versuchen::V,пондыны,try
846,versuchen::V,пондӧтны,try
847,vorbereiten::V,лӧсьӧтны,prepare
848,lieben::V,милуйтны,love
849,mögen::V,радейтны,like
850,lachen::V,серавны,laugh
851,rühren::V,сьӧлӧм вӧрзьӧтны,move
852,weinen::V,горзыны,weep
853,schimpfen::V,видчыны,grumble
854,sich ärgern::V,лёкавны,be annoyed
855,sich fürchten::V,повны,be afraid
856,fürchten::V,повны,be afraid of
857,fliehen::V,пышшыны,flee
858,flüchten::V,пышшыны,escape
859,sehen::V,адззыны,see
860,anschauen::V,видзӧтны,look at
861,ansehen::V,видзӧтны,watch
862,hören::V,кывны,hear
863,zuhören::V,кывзыны,listen
864,probieren::V,пешлыны,taste
865,riechen::V,дукавны,smell
866,fühlen::V,кывны,feel
867,scheinen::V,декуйтчыны,seem
868,zu sehen sein::V,тыдавны,show
869,vernehmen::V,тӧдмавны,hear
870,frieren::V,гегдыны,be cold
871,tun::V,керны,do
872,können::V,вермыны,can
873,wollen::V,мӧдны,want
874,anfangen::V,петны,start
875,beenden::V,ештӧтны,finish
876,beenden::V,керыштны,finish
877,aufhören::V,дугдыны,stop
878,gelingen::V,шогмыны,succeed
879,geraten::V,мыччисьны,turn out
880,öffnen::V,осьтны,open
881,schließen::V,пӧднавны,close
882,stellen::V,сувтӧтны,put
883,setzen::V,пуксьӧтны,place
884,legen::V,пуктыны,lay
885,berühren::V,вӧрзьӧтны,touch
886,verbinden::V,йитны,connect
887,bedecken::V,вевттьыны,cover
888,aufhängen::V,ӧшӧтны,hang up
889,anzünden::V,ӧзтыны,light
890,aufheben::V,лэбтыны,pick up
891,zurücklassen::V,кольны,leave
892,verlieren::V,ӧштыны,lose
893,fallen lassen::V,уськӧтны,drop
894,machen::V,керны,make
895,herstellen::V,вӧчны,produce
896,bauen::V,строитны,build
897,reparieren::V,вочны,mend
898,verbessern::V,бурсьӧтны,improve
899,ändern::V,вежны,alter
900,graben::V,гарйыны,dig
901,beugen::V,кусіньтны,bow
902,biegen::V,чукыльтыштны,bend
903,drehen::V,бергӧтны,spin
904,wenden::V,бергӧтны,turn
905,umdrehen::V,бергӧтны,turn around
906,heben::V,лэбтыны,raise
907,hochheben::V,лэбтыны,lift
908,ergreifen::V,кватитны,seize
909,halten::V,видзны,hold
910,drücken::V,личкыны,press
911,schieben::V,тойлавны,push
912,kratzen::V,шаркӧтны,scrape
913,lecken::V,нювны,lick
914,beißen::V,йирны,bite
915,abreißen::V,орӧтны,tear off
916,abschneiden::V,шӧрыштны,cut off
917,abschneiden::V,вундыштны,cut off
918,binden::V,гӧрдззыны,tie
919,stecken::V,мӧртны,stick
920,brechen::V,жугдыны,break
921,klopfen::V,зукӧтны,knock
922,hauen::V,желльыны,hit
923,kleben::V,лякӧтны,glue
924,reiben::V,зыртны,rub
925,streichen::V,мавтны,spread
926,schleifen::V,кыскыны,grind
927,schneiden::V,вундавны,cut
928,rütteln::V,шатлавны,jolt
929,schütteln::V,зыбӧтны,shake
930,schwenken::V,ӧвтны,swing
931,schwenken::V,макайтны,swing
932,schütten::V,кисьтны,pour
933,füllen::V,тыртны,fill
934,füllen::V,тырсьӧтны,fill
935,einwickeln::V,тубны,wrap
936,tragen::V,новйӧтны,carry
937,schleppen::V,кыскыны,drag
938,ziehen::V,кыскыны,pull
939,aufbewahren::V,видзны,keep
940,werfen::V,шентывлыны,throw
941,fangen::V,кутны,catch
942,packen::V,кутасьны,grab
943,packen::V,кватитны,grab
944,verstecken::V,дзебны,hide
945,teilen::V,торйӧтны,divide
946,schicken::V,иньдыны,send
947,bringen::V,вайны,bring
948,hinzufügen::V,содтыны,add
949,bekommen::V,получитны,get
950,erhalten::V,получитны,receive
951,nehmen::V,босьтны,take
952,wählen::V,бӧрйыны,choose
953,auswählen::V,бӧрйыны,select
954,bewahren::V,видзны,preserve
955,behindern::V,падтыны,hinder
956,verderben::V,изводавны,spoil
957,beschädigen::V,паздыны,damage
958,zerbrechen::V,паздыны,break
959,zerreißen::V,косявны,tear
960,zerstören::V,паздыны,destroy
961,verbrennen::V,сотны,burn
962,geben::V,сетны,give
963,reichen::V,сетны,hand
964,schenken::V,козьнавны,give
965,versprechen::V,кӧсйыны,promise
966,wünschen::V,бурсьыны,wish
967,loben::V,ошкыны,praise
968,küssen::V,окавны,kiss
969,wiegen::V,тюттьӧтны,rock
970,zudecken::V,вевттьыны,cover
971,wecken::V,саймӧтны,wake
972,zeigen::V,мыччавны,show
973,führen::V,нуӧтны,guide
974,lehren::V,велӧтны,teach
975,unterrichten::V,велӧтны,instruct
976,aufziehen::V,быдтыны,bring up
977,leiten::V,юравны,lead
978,leiten::V,веськӧтлыны,lead
979,antreiben::V,тэрмӧтны,urge
980,lassen::V,-ӧтыны,let
981,einladen::V,корны,invite
982,vereinigen::V,ӧтувтны,unite
983,vereinigen::V,ӧтлаавны,unite
984,besuchen::V,пыравлыны,visit
985,treffen::V,пантавны,meet
986,sich versammeln::V,ӧксьыны,assemble
987,spielen::V,орсны,play
988,singen::V,сьывны,sing
989,tanzen::V,йӧктыны,dance
990,sich trennen::V,торьясьны,separate
991,verlassen::V,кольны,leave
992,retten::V,мынтны,rescue
993,bewachen::V,смекайтны,guard
994,schützen::V,дорйыны,protect
995,verteidigen::V,дорйыны,defend
996,sich schlagen::V,тышкасьны,brawl
997,schießen::V,лыйны,shoot
998,siegen::V,вермыны,win
999,ärgern::V,лӧгӧтны,annoy
1000,schlagen::V,базнитны,beat
1001,treten::V,чужьявны,kick
1002,stechen::V,бытшкыны,sting
1003,stoßen::V,тапкыны,shove
1004,stoßen::V,тойыштны,shove
1005,stehlen::V,гусявны,steal
1006,stören::V,костіавны,disturb
1007,belästigen::V,назыляйтны,bother
1008,verbergen::V,дзебны,conceal
1009,täuschen::V,бӧбӧтны,deceive
1010,täuschen::V,пӧрьявны,deceive
1011,betrügen::V,муклачитны,cheat
1012,töten::V,вийны,kill
1013,wohnen::V,овны,dwell
1014,arbeiten::V,уджавны,work
1015,sammeln::V,ӧктыны,gather
1016,pflücken::V,судзлавны,pick
1017,jagen::V,вӧравны,hunt
1018,fischen::V,чериавны,fish
1019,fassen::V,кутны,catch
1020,hüten::V,вердны,herd
1021,hüten::V,йирсьӧтны,herd
1022,treiben::V,вашӧтны,drive
1023,anbinden::V,кӧртавны,tie up
1024,füttern::V,вердны,feed
1025,melken::V,высьтыны,milk
1026,melken::V,чилькӧтны,milk
1027,hacken::V,керавны,chop
1028,gießen::V,киськавны,water
1029,reifen::V,кисьмыны,ripen
1030,zubereiten::V,лӧсьӧтны,cook
1031,kochen::V,пуны,boil
1032,backen::V,пӧжавны,bake
1033,braten::V,жаритны,fry
1034,umrühren::V,соравны,stir
1035,stricken::V,домавны,knit
1036,nähen::V,вурны,sew
1037,färben::V,краситны,dye
1038,reinigen::V,весӧтны,clean
1039,waschen::V,пеславны,wash
1040,abwischen::V,чышкыны,wipe
1041,spülen::V,гывьявны,rinse
1042,fegen::V,чышкыны,sweep
1043,kehren::V,чышкыны,sweep
1044,baden::V,купайтчыны ,bath
1045,sich waschen::V,миссьыны,wash
1046,ausziehen::V,гыжтӧтны,take off
1047,ausziehen::V,пӧрччавны,take off
1048,anziehen::V,пасьтавны,put on
1049,sich anziehen::V,пасьтасьны,get dressed
1050,kämmen::V,сынавны,comb
1051,schmücken::V,баситны,decorate
1052,sagen::V,висьтавны,say
1053,sprechen::V,шуны,speak
1054,reden::V,баитны,talk
1055,sich unterhalten::V,сёрнитны,chat
1056,fragen::V,юавны,ask
1057,bitten::V,корны,request
1058,erzählen::V,висьтавны,tell
1059,mitteilen::V,висьтавны,convey
1060,nennen::V,нимтны,name
1061,rufen::V,китсавны,call
1062,rufen::V,корны,call
1063,rufen::V,чукӧстны,call
1064,prahlen::V,ошшасьны,brag
1065,übersetzen::V,вуджӧтны,translate
1066,denken::V,чайтны,think
1067,glauben::V,веритны,believe
1068,bemerken::V,казявны,notice
1069,erkennen::V,тӧдсавны,recognize
1070,begreifen::V,вежӧртны,grasp
1071,verstehen::V,кывны,understand
1072,lernen::V,велӧтчыны,learn
1073,wissen::V,тӧдны,know
1074,sich erinnern an::V,касьтывны,remember
1075,vergessen::V,вунӧтны,forget
1076,messen::V,меряйтны,measure
1077,zählen::V,лыддьыны,count
1078,rechnen::V,лыддьыны,calculate
1079,lesen::V,лыддьӧтны,read
1080,zeichnen::V,гижмавны,draw
1081,schreiben::V,гижны,write
1082,besitzen::V,лоны,own
1083,kaufen::V,небны,buy
1084,verkaufen::V,вузавны,sell
1085,bezahlen::V,вештыны,pay for
1086,zahlen::V,вештыны,pay
1087,ertragen::V,терпитны,endure
1088,Insel::N,,island
1089,Menge::N,,amount
1090,Gewalt::N,,violence
1091,Alter::N,,age
1092,richtig::A,,correct
1093,wahr::A,,true
1094,berühmt::A,,famous
1095,allein::ADV,,alone
1096,rennen::V,,run
1097,malen::V,,paint
1098,beherrschen::V,,rule
