,Concept_ID,lv,ga
387,Herde::N,стада,tréad
388,Herde::N,кельӧб,tréad
389,Herde::N,ganāmpulks,tréad
390,Kuh::N,мӧс,bó
391,Kuh::N,govs,bó
392,Bulle::N,ӧш,tarbh
393,Bulle::N,bullis,tarbh
394,Pferd::N,вӧв,each
395,Pferd::N,вӧв,capall
396,Pferd::N,zirgs,each
397,Pferd::N,zirgs,capall
398,Schaf::N,ыж,caora
399,Schaf::N,aita,caora
400,Schwein::N,порсь,muc
401,Schwein::N,cūka,muc
402,Hund::N,пон,madra
403,Hund::N,suns,madra
404,Katze::N,кань,cat
405,Katze::N,kaķis,cat
406,Bär::N,ош,béar
407,Bär::N,lācis,béar
408,Eichhörnchen::N,ур,iora
409,Eichhörnchen::N,vāvere,iora
410,Elch::N,йӧра,eilc
411,Elch::N,alnis,eilc
412,Fuchs::N,руч,sionnach
413,Fuchs::N,руч,madra rua
414,Fuchs::N,lapsa,sionnach
415,Fuchs::N,lapsa,madra rua
416,Hase::N,кӧч,giorria
417,Hase::N,zaķis,giorria
418,Maus::N,шыр,luch
419,Maus::N,pele,luch
420,Wolf::N,кӧин,mac tíre
421,Wolf::N,vilks,mac tíre
422,Vogel::N,кай,éan
423,Vogel::N,лэбач,éan
424,Vogel::N,putns,éan
425,Schwarm::N,чукӧр,saithe
426,Schwarm::N,spiets,saithe
427,Huhn::N,курӧг,cearc
428,Huhn::N,vista,cearc
429,Hahn::N,петук,coileach
430,Hahn::N,gailis,coileach
431,Gans::N,дзодзӧг,gé
432,Gans::N,zoss,gé
433,Adler::N,кутш,iolar
434,Adler::N,ērglis,iolar
435,Ente::N,утка,lacha
436,Ente::N,pīle,lacha
437,Eule::N,сюзь,ulchabhán
438,Eule::N,pūce,ulchabhán
439,Kranich::N,тури,grús
440,Kranich::N,dzērve,grús
441,Krähe::N,рака,caróg
442,Krähe::N,рака,préachán
443,Krähe::N,vārna,caróg
444,Krähe::N,vārna,préachán
445,Kuckuck::N,кӧк,cuach
446,Kuckuck::N,dzeguze,cuach
447,Schwan::N,юсь,eala
448,Schwan::N,gulbis,eala
449,Fisch::N,чери,iasc
450,Fisch::N,zivs,iasc
451,Barsch::N,ёкыш,péirse
452,Barsch::N,asaris,péirse
453,Hecht::N,сир,liús
454,Hecht::N,līdaka,liús
455,Schlange[Tier]::N,кый,nathair
456,Schlange[Tier]::N,čūska,nathair
457,Wurm::N,номыр,péist
458,Wurm::N,tārps,péist
459,Spinne::N,черань,damhán alla
460,Spinne::N,zirneklis,damhán alla
461,Ameise::N,кодзувкот,seangán
462,Ameise::N,skudra,seangán
463,Laus::N,той,míol
464,Laus::N,uts,míol
465,Mücke::N,ном,muiscít
466,Mücke::N,ном,corrmhíol
467,Mücke::N,ods,muiscít
468,Mücke::N,ods,corrmhíol
469,Fliege::N,гут,cuil
470,Fliege::N,гут,cuileog
471,Fliege::N,muša,cuil
472,Fliege::N,muša,cuileog
473,Schmetterling::N,бобув,féileacán
474,Schmetterling::N,tauriņš,féileacán
475,Beere::N,тусь,caor
476,Beere::N,вотӧс,caor
477,Beere::N,oga,caor
478,Apfel::N,яблӧг,úll
479,Apfel::N,ābols,úll
480,Pilz::N,тшак,beacán
481,Pilz::N,тшак,muisiriún
482,Pilz::N,sēne,beacán
483,Pilz::N,sēne,muisiriún
484,Zwiebel::N,луккок,oinniún
485,Zwiebel::N,йӧнгыль,oinniún
486,Zwiebel::N,sīpols,oinniún
487,Saat::N,тусь,síol
488,Saat::N,кӧйдыс,síol
489,Saat::N,sēkla,síol
490,Korn::N,тусь,gráinne
491,Korn::N,grauds,gráinne
492,Heu::N,турун,féar
493,Heu::N,siens,féar
494,Schale::N,кор,scaimh
495,Schale::N,čaula,scaimh
496,Schale::N,čaumala,scaimh
497,Grube::N,гу,poll
498,Grube::N,bedre,poll
499,Falle::N,лэч,gaiste
500,Falle::N,slazds,gaiste
501,Falle::N,lamatas,gaiste
502,Schlinge::N,лэч,sealán
503,Schlinge::N,cilpa,sealán
504,Spur::N,туй,rian
505,Spur::N,pēda,rian
506,Asche::N,пӧм,luaith
507,Asche::N,pelni,luaith
508,Dreck::N,няйт,salachar
509,Dreck::N,dubļi,salachar
510,Eisen::N,кӧрт,iarann
511,Eisen::N,dzelzs,iarann
512,Gold::N,зарни,ór
513,Gold::N,zelts,ór
514,Silber::N,эзысь,airgead
515,Silber::N,sudrabs,airgead
516,Kohle::N,шом,gual
517,Kohle::N,ogle,gual
518,Glas::N,стеклӧ,gloine
519,Glas::N,stikls,gloine
520,Lehm::N,сёй,cré
521,Lehm::N,māls,cré
522,Sand::N,лыа,gaineamh
523,Sand::N,smiltis,gaineamh
524,Mensch::N,морт,duine
525,Mensch::N,cilvēks,duine
526,Mann::N,аймӧрт,fear
527,Mann::N,мужичӧй,fear
528,Mann::N,vīrietis,fear
529,Frau::N,ань,bean
530,Frau::N,нывбаба,bean
531,Frau::N,sieviete,bean
532,Kind::N,кага,gasúr
533,Kind::N,кага,páiste
534,Kind::N,bērns,gasúr
535,Kind::N,bērns,páiste
536,Junge::N,пи,buachaill
537,Junge::N,zēns,buachaill
538,Junge::N,puika,buachaill
539,Junge::N,puisis,buachaill
540,Mädchen::N,ныв,cailín
541,Mädchen::N,meiča,cailín
542,Mädchen::N,skuķis,cailín
543,Mädchen::N,meitene,cailín
544,Familie::N,семья,teaghlach
545,Familie::N,семья,comhluadar
546,Familie::N,ģimene,teaghlach
547,Familie::N,ģimene,comhluadar
548,Großvater::N,пӧль,seanathair
549,Großvater::N,vecaistēvs,seanathair
550,Großmutter::N,баб,seanmháthair
551,Großmutter::N,vecāmāte,seanmháthair
552,Eltern::N,ай-мам,tuismitheoirí
553,Eltern::N,бать-мам,tuismitheoirí
554,Eltern::N,vecāki,tuismitheoirí
555,Vater::N,бать,athair
556,Vater::N,ай,athair
557,Vater::N,tēvs,athair
558,Mutter::N,мам,máthair
559,Mutter::N,māte,máthair
560,Sohn::N,пи,mac
561,Sohn::N,dēls,mac
562,Tochter::N,ныв,iníon
563,Tochter::N,meita,iníon
564,Bruder::N,вок,deartháir
565,Bruder::N,brālis,deartháir
566,Schwester::N,чой,deirfiúr
567,Schwester::N,māsa,deirfiúr
568,Onkel::N,дядь,uncail
569,Onkel::N,tēvocis,uncail
570,Tante::N,тьӧт,aintín
571,Tante::N,tante,aintín
572,Ehemann::N,верӧс,fear céile
573,Ehemann::N,vīrs,fear céile
574,Ehefrau::N,гӧтыр,bean chéile
575,Ehefrau::N,sieva,bean chéile
576,Freude::N,радлун,áthas
577,Freude::N,prieks,áthas
578,Gelächter::N,серам,gáire
579,Gelächter::N,smiekli,gáire
580,Glück::N,шуд,séan
581,Glück::N,шуд,sonas
582,Glück::N,laime,séan
583,Glück::N,laime,sonas
584,Kummer::N,шог,brón
585,Kummer::N,шог,buairt
586,Kummer::N,bēdas,brón
587,Kummer::N,bēdas,buairt
588,Kummer::N,raizes,brón
589,Kummer::N,raizes,buairt
590,Wunsch::N,кӧсйӧм,guí
591,Wunsch::N,кӧсйӧм,achainí
592,Wunsch::N,vēlme,guí
593,Wunsch::N,vēlme,achainí
594,Wunsch::N,vēlējums,guí
595,Wunsch::N,vēlējums,achainí
596,Lust::N,кыскӧм,fonn
597,Lust::N,радейтӧм,fonn
598,Lust::N,kāre,fonn
599,Geist::N,лов,meon
600,Geist::N,лов,spiorad
601,Geist::N,gars,meon
602,Geist::N,gars,spiorad
603,Gedanke::N,мӧвп,smaoineamh
604,Gedanke::N,doma,smaoineamh
605,Gedächtnis::N,паметь,cuimhne
606,Gedächtnis::N,atmiņa,cuimhne
607,Verstand::N,вежӧр,ciall
608,Verstand::N,вежӧр,intinn
609,Verstand::N,prāts,ciall
610,Verstand::N,prāts,intinn
611,Sinn::N,мог,brí
612,Sinn::N,мог,ciall
613,Sinn::N,вежӧртас,brí
614,Sinn::N,вежӧртас,ciall
615,Sinn::N,nozīme,brí
616,Sinn::N,nozīme,ciall
617,Grund::N,помка,fáth
618,Grund::N,pamats,fáth
619,Grund::N,iemesls,fáth
620,Wahrheit::N,збыль,fírinne
621,Wahrheit::N,збыльтор,fírinne
622,Wahrheit::N,taisnība,fírinne
623,Wahrheit::N,patiesība,fírinne
624,Gespräch::N,сёрни,comhrá
625,Gespräch::N,saruna,comhrá
626,Märchen::N,мойд,scéal
627,Märchen::N,pasaka,scéal
628,Erzählung::N,висьт,scéal
629,Erzählung::N,stāsts,scéal
630,Erzählung::N,nostāsts,scéal
631,Nachricht::N,юӧртӧм,teachtaireacht
632,Nachricht::N,ziņa,teachtaireacht
633,Neuigkeit::N,выльтор,scéala
634,Neuigkeit::N,jaunums,scéala
635,Name::N,ним,ainm
636,Name::N,vārds,ainm
637,Rätsel::N,нӧдкыв,tomhas
638,Rätsel::N,mīkla,tomhas
639,Rede::N,сёрни,óráid
640,Rede::N,сёрни,aitheasc
641,Rede::N,runa,óráid
642,Rede::N,runa,aitheasc
643,Sprache::N,кыв,teanga
644,Sprache::N,valoda,teanga
645,Stimme::N,гӧлӧс,guth
646,Stimme::N,вом шы,guth
647,Stimme::N,balss,guth
648,Wort::N,кыв,focal
649,Wort::N,vārds,focal
650,Zeichen::N,пас,comhartha
651,Zeichen::N,zīme,comhartha
652,Ruf::N,чукӧстчӧм,glaoch
653,Ruf::N,корӧм,glaoch
654,Ruf::N,sauciens,glaoch
655,Lärm::N,шы,torann
656,Lärm::N,зык,torann
657,Lärm::N,зычитӧм,torann
658,Lärm::N,troksnis,torann
659,Laut::N,шы,fuaim
660,Laut::N,skaņa,fuaim
661,Ton::N,шы,ton
662,Ton::N,tonis,ton
663,Lied::N,сьылан,amhrán
664,Lied::N,сьыланкыв,amhrán
665,Lied::N,dziesma,amhrán
666,Ruhe::N,чӧв,suaimhneas
667,Ruhe::N,miers,suaimhneas
668,Leute::N,йӧз,muintir
669,Leute::N,войтыр,muintir
670,Leute::N,ļaudis,muintir
671,Leute::N,cilvēki,muintir
672,Volk::N,йӧз,pobal
673,Volk::N,войтыр,pobal
674,Volk::N,tauta,pobal
675,Arbeit::N,удж,obair
676,Arbeit::N,darbs,obair
677,Gast::N,гӧсть,aoi
678,Gast::N,viešņa,aoi
679,Gast::N,ciemiņš,aoi
680,Geschenk::N,козин,féirín
681,Geschenk::N,козин,bronntanas
682,Geschenk::N,dāvana,féirín
683,Geschenk::N,dāvana,bronntanas
684,Spiel::N,ворсан,cluiche
685,Spiel::N,rotaļa,cluiche
686,Gesellschaft::N,котыр,comhluadar
687,Gesellschaft::N,biedrība,comhluadar
688,Gesellschaft::N,kompānija,comhluadar
689,Hilfe::N,отсӧг,cúnamh
690,Hilfe::N,отсӧг,cabhair
691,Hilfe::N,palīdzība,cúnamh
692,Hilfe::N,palīdzība,cabhair
693,Freund::N,ёрт,cara
694,Freund::N,draugs,cara
695,Kamerad::N,ёрт,comrádaí
696,Kamerad::N,biedrs,comrádaí
697,Angelegenheit::N,мог,ábhar
698,Angelegenheit::N,делӧ,ábhar
699,Angelegenheit::N,darīšana,ábhar
700,Anzahl::N,лыд,líon
701,Anzahl::N,тшӧт,líon
702,Anzahl::N,skaits,líon
703,Anzahl::N,daudzums,líon
704,Art::N,сикас,sórt
705,Art::N,сикас,saghas
706,Art::N,suga,sórt
707,Art::N,suga,saghas
708,Art::N,šķira,sórt
709,Art::N,šķira,saghas
710,Stück::N,тор,píosa
711,Stück::N,gabals,píosa
712,Teil::N,юкӧн,cuid
713,Teil::N,юкӧн,páirt
714,Teil::N,daļa,cuid
715,Teil::N,daļa,páirt
716,Hälfte::N,пӧв,leath
717,Hälfte::N,джын,leath
718,Hälfte::N,puse,leath
719,Kreis::N,кытш,ciorcal
720,Kreis::N,aplis,ciorcal
721,Kreis::N,riņķis,ciorcal
722,Kreuz::N,перна,cros
723,Kreuz::N,крест,cros
724,Kreuz::N,krusts,cros
725,Linie::N,визь,líne
726,Linie::N,līnija,líne
727,Strich::N,визь,stríoc
728,Strich::N,svītra,stríoc
729,Abstand::N,кост,achar
730,Abstand::N,коласт,achar
731,Abstand::N,atstarpe,achar
732,Entfernung::N,ылна,fad
733,Entfernung::N,attālums,fad
734,Entfernung::N,atstatums,fad
735,Gegend::N,му-ва,ceantar
736,Gegend::N,apvidus,ceantar
737,Gegend::N,apgabals,ceantar
738,Platz::N,ылдӧс,áit
739,Platz::N,ылдӧс,spás
740,Platz::N,йир,áit
741,Platz::N,йир,spás
742,Platz::N,гӧгӧртас,áit
743,Platz::N,гӧгӧртас,spás
744,Platz::N,vieta,áit
745,Platz::N,vieta,spás
746,Ort::N,ин,áit
747,Ort::N,места,áit
748,Ort::N,vieta,áit
749,Seite::N,бок,taobh
750,Seite::N,ӧтарладор,taobh
751,Seite::N,sāns,taobh
752,Mitte::N,шӧр,lár
753,Mitte::N,vidus,lár
754,Gegenstand::N,кӧлуй,ball
755,Gegenstand::N,кӧлуй,ábhar
756,Gegenstand::N,priekšmets,ball
757,Gegenstand::N,priekšmets,ábhar
758,Sache::N,добра,ní
759,Sache::N,добра,rud
760,Sache::N,lieta,ní
761,Sache::N,lieta,rud
762,Rand::N,дор,imeall
763,Rand::N,дор,ciumhais
764,Rand::N,mala,imeall
765,Rand::N,mala,ciumhais
766,Rand::N,apmale,imeall
767,Rand::N,apmale,ciumhais
768,Kante::N,дор,corr
769,Kante::N,дор,colbha
770,Kante::N,šķautne,corr
771,Kante::N,šķautne,colbha
772,Ecke::N,пельӧс,coirnéal
773,Ecke::N,kakts,coirnéal
774,Ecke::N,stūris,coirnéal
775,Spitze::N,йыв,gob
776,Spitze::N,йыв,barr
777,Spitze::N,smaile,gob
778,Spitze::N,smaile,barr
779,Spitze::N,galotne,gob
780,Spitze::N,galotne,barr
781,Ende::N,пом,ceann
782,Ende::N,пом,foirceann
783,Ende::N,gals,ceann
784,Ende::N,gals,foirceann
785,Ende::N,uzgalis,ceann
786,Ende::N,uzgalis,foirceann
787,Loch::N,розь,poll
788,Loch::N,caurums,poll
789,Winkel::N,пельӧс,cúinne
790,Winkel::N,пельӧс,uillinn
791,Winkel::N,leņķis,cúinne
792,Winkel::N,leņķis,uillinn
793,Muster::N,сер,patrún
794,Muster::N,piemērs,patrún
795,Größe::N,ыджда,méid
796,Größe::N,ыджда,toise
797,Größe::N,lielums,méid
798,Größe::N,lielums,toise
799,Länge::N,кузьта,fad
800,Länge::N,garums,fad
