,Concept_ID,hy,ja
778,wo::FADV,ուր,どこ
779,wo::FADV,ուր,どこに
780,wo::FADV,որտեղ,どこ
781,wo::FADV,որտեղ,どこに
782,wohin::FADV,դեպի ուր,どこへ
783,wie::FADV,ինչպես,どう
784,warum::FADV,ինչու,何故
785,warum::FADV,ինչու,どうして
786,wieviel::FNUM,որչափ,どのくらい
787,eins::NUM,մեկ,一
788,zwei::NUM,երկու,二
789,zwei::NUM,երկու,二つ
790,drei::NUM,երեք,三
791,drei::NUM,երեք,三つ
792,vier::NUM,չորս,四
793,vier::NUM,չորս,四つ
794,fünf::NUM,հինգ,五
795,fünf::NUM,հինգ,五つ
796,sechs::NUM,վեց,六
797,sechs::NUM,վեց,六つ
798,sieben::NUM,յոթ,七
799,sieben::NUM,յոթ,七つ
800,acht::NUM,ութ,八
801,acht::NUM,ութ,八つ
802,neun::NUM,ինը,九
803,neun::NUM,ինը,九つ
804,zehn::NUM,տասը,十
805,elf::NUM,տասնմեկ,十一
806,zwölf::NUM,տասներկու,十二
807,zwanzig::NUM,քսան,二十
808,dreißig::NUM,երեսուն,三十
809,vierzig::NUM,քառասուն,四十
810,fünfzig::NUM,հիսուն,五十
811,sechzig::NUM,վաթսուն,六十
812,siebzig::NUM,յոթանասուն,七十
813,achtzig::NUM,ութսուն,八十
814,neunzig::NUM,իննսուն,九十
815,hundert::NUM,հարյուր,百
816,tausend::NUM,հազար,千
817,und::CNJ,ու,-と
818,und::CNJ,ու,そして
819,oder::CNJ,կամ,或いは
820,stehen::V,կանգնել,立っている
821,sitzen::V,նստել,座っている
822,liegen::V,ստել,横になっている
823,hängen::V,կախվել,掛かっている
824,werden::V,դառնալ,なる
825,passieren::V,պատահել,起こる
826,beginnen::V,սկսվել,始まる
827,enden::V,վերջանալ,終わる
828,wechseln::V,փոխվել,変わる
829,aufgehen[Sonne]::V,բարձրանալ,出る
830,aufgehen[Sonne]::V,ելնել ,出る
831,untergehen[Sonne]::V,մտնել,沈む
832,scheinen[Sonne]::V,շողալ,輝く
833,scheinen[Sonne]::V,փայլել,輝く
834,donnern::V,որոտալ,雷が鳴る
835,wehen::V,փչել,吹く
836,strömen::V,հոսել,流れる
837,fließen::V,հոսել,流れる
838,sich drehen::V,պտտվել,回転する
839,schwanken::V,տատանվել,揺れる
840,schwingen::V,ճոճվել,振動する
841,fallen::V,ընկնել,落ちる
842,brennen::V,այրվել,燃える
843,rauchen::V,ծխել,煙を出す
844,regnen::V,անձրեւ գալ,雨が降る
845,gefrieren::V,սառչել,凍る
846,tauen::V,լկիլ,溶ける
847,schmelzen::V,հալիլ,溶ける
848,trocknen::V,չորանալ,乾く
849,sieden::V,եռալ,沸く
850,faulen::V,փտել,腐る
851,verfaulen::V,նեխել,朽ちる
852,reißen::V,պատռվել,切れる
853,reißen::V,ճղվել,切れる
854,versinken::V,սուզվել,沈む
855,vergehen::V,անցնել ,経つ
856,erscheinen::V,հայտնվել,現れる
857,erscheinen::V,երեւալ,現れる
858,verschwinden::V,անհետանալ,消える
859,sinken::V,ընկնել,下がる
860,abnehmen::V,փոքրանալ,減る
861,zunehmen::V,մեծանալ,増える
862,steigen::V,բարձրանալ,上がる
863,wachsen::V,աճել,伸びる
864,glänzen::V,նշուլել,輝く
865,glänzen::V,փայլիլ,輝く
866,funkeln::V,փայլատակել,ぴかぴか光る
867,lärmen::V,աղմուկ հանել,騒ぐ
868,läuten::V,զնգալ,鳴る
869,klingeln::V,զնգալ,鳴る
870,klirren::V,զնգզնգալ,がらんがらんと鳴る
871,brausen::V,մոլեգնել,逆巻く
872,rauschen::V,սոսափել,戦ぐ
873,klingen::V,հնչել,鳴る
874,bellen::V,հաչել,吠える
875,heulen::V,ոռնալ ,きゃんきゃん鳴く
876,blasen::V,փչել ,吹く
877,pfeifen::V,սուլել,口笛を吹く
878,schreien::V,գոռալ ,叫ぶ
879,stöhnen::V,տնքալ,うめく
880,zittern::V,դողալ,震える
881,leben::V,ապրել,生きている
882,geboren werden::V,ծնվել,生まれる
883,atmen::V,շնչել,呼吸する
884,trinken::V,խմել,飲む
885,essen::V,ուտել,食べる
886,schlucken::V,կլանել,飲み込む
887,schlucken::V,կուլ տալ,飲み込む
888,müde werden::V,հոգնել,眠くなる
889,einschlafen::V,քուն մտնել,寝付く
890,schlafen::V,քնել,眠る
891,aufwachen::V,արթննալ,目が覚める
892,aufstehen::V,ելլել,起きる
893,sich erholen::V,հանգստանալ,休養する
894,krank werden::V,հիւանդանալ,病気になる
895,krank sein::V,հիվանդ լինել,病気である
896,schmerzen::V,ցավել,痛む
897,husten::V,հազալ,咳をする
898,genesen::V,ապաքինվել,元気になる
899,sterben::V,մեռնել,死ぬ
900,sterben::V,մեռնել,亡くなる
901,sterben::V,վախճանվել,死ぬ
902,sterben::V,վախճանվել,亡くなる
903,umkommen::V,կործանվել,死亡する
904,sich bewegen::V,ընթանալ,移動する
905,sich rühren::V,շարժվել,動く
906,sich erheben::V,կանգնել,立ち上がる
907,sich erheben::V,վեր կենալ,立ち上がる
908,sich setzen::V,նստել,座る
909,hinfallen::V,ընկնել,転ぶ
910,laufen::V,քայլել,歩く
911,schreiten::V,ճեմել,跨ぐ
912,spazierengehen::V,շրջագայել,散歩する
913,eilen::V,շտապել,急ぐ
914,sich beeilen::V,շտապել ,焦る
915,sausen::V,սլանալ,疾駆する
916,rennen::V,վազել,走る
917,springen::V,ցատկել,跳ぶ
918,klettern::V,մագլցել,よじ登る
919,schaukeln::V,ճոճվել,ぶらんこに乗る
920,schaukeln::V,օրորվել,ぶらんこに乗る
921,kriechen::V,սողալ,這う
922,schwimmen::V,լողալ,泳ぐ
923,tauchen::V,սուզվել,潜る
924,rudern::V,թիավարել,漕ぐ
925,fahren::V,ընթանալ,行く
926,fahren::V,ընթանալ,乗車する
927,fliegen::V,թռչել,飛ぶ
928,gehen::V,գնալ,行く
929,weggehen::V,հեռանալ,立ち去る
930,abfahren::V,ճանապարհվել,出発する
931,anhalten::V,կանգնել,止まる
932,hineingehen::V,մտնել,入る
933,eintreten::V,մտնել,中に入る
934,kommen::V,գալ,来る
935,ankommen::V,ժամանել,着く
936,ankommen::V,ժամանել,到着する
937,zurückkommen::V,վերադառնալ,帰る
938,bleiben::V,մնալ,留まる
939,warten::V,սպասել,待つ
940,erwarten::V,սպասել,期待する
941,suchen::V,որոնել,探る
942,finden::V,գտնել,見つける
943,versuchen::V,փորձել,試す
944,vorbereiten::V,պատրաստել,準備する
945,lieben::V,սիրել,愛する
946,mögen::V,հավանել,好きである
947,mögen::V,սիրել,好きである
948,lachen::V,ծիծաղել,笑う
949,rühren::V,հուզել,感情を動かす
950,weinen::V,լալ,泣く
951,schimpfen::V,տրտնջալ,叱る
952,schimpfen::V,քրթմնջել,叱る
953,sich ärgern::V,զայրանալ,怒る
954,sich ärgern::V,զայրանալ,腹を立てる
955,sich fürchten::V,վախնալ,怖がる
956,fürchten::V,վախենալ,恐れる
957,fliehen::V,փախչել,逃げる
958,flüchten::V,փախչել,逃亡する
959,sehen::V,տեսնել,見る
960,anschauen::V,դիտել,眺める
961,ansehen::V,նայել,見る
962,hören::V,լսել,聞く
963,zuhören::V,ունկնդրել,聴く
964,probieren::V,համը տեսել,食べてみる
965,riechen::V,հոտ առնել,気取る
966,fühlen::V,զգալ,感じる
967,scheinen::V,երեւալ,ように見える
968,zu sehen sein::V,երեւալ,見える
969,vernehmen::V,իմանալ ,承る
970,frieren::V,մրսել,寒気がする
971,tun::V,անել,する
972,können::V,կարողանալ,出来る
973,wollen::V,ուզել,-たい
974,wollen::V,ցանկանալ,-たい
975,anfangen::V,սկսել,始める
976,beenden::V,վերջացնել,終える
977,aufhören::V,դադարել,止める
978,gelingen::V,հաջողվել,成功する
979,gelingen::V,գլուխ գալ,成功する
980,geraten::V,ստացվել,当たる
981,öffnen::V,բաց անել,開く
982,öffnen::V,բաց անել,開ける
983,schließen::V,փակել ,閉める
984,stellen::V,դնել,置く
985,stellen::V,դնել,据える
986,setzen::V,նստեցնել,座らせる
987,legen::V,դնել,置く
988,berühren::V,դիպչել,触る
989,berühren::V,դիպչել,触れる
990,berühren::V,շոշափել,触る
991,berühren::V,շոշափել,触れる
992,verbinden::V,շաղկապել,結びつける
993,bedecken::V,ծածկել,覆う
994,aufhängen::V,կախել,掛ける
995,anzünden::V,վառել,燃やす
996,anzünden::V,վառել,火をつける
997,aufheben::V,վերցնել,拾う
998,zurücklassen::V,թողնել,残す
999,verlieren::V,կորցնել,無くす
1000,fallen lassen::V,գցել,落とす
1001,machen::V,անել,作る
1002,herstellen::V,արտադրել,製造する
1003,bauen::V,կառուցել,建設する
1004,reparieren::V,նորոգել,直す
1005,reparieren::V,նորոգել,修理する
1006,verbessern::V,բարելավել,改良する
1007,ändern::V,փոխել,変える
1008,graben::V,փորել,掘る
1009,beugen::V,ծռել,折る
1010,biegen::V,թեքել,曲げる
1011,drehen::V,ոլորել,回す
1012,wenden::V,պտտել,裏返す
1013,umdrehen::V,շրջել,裏返す
1014,heben::V,բարձրացնել,挙げる
1015,hochheben::V,բարձրացնել,持ち上げる
1016,ergreifen::V,վարակվել,取り上げる
1017,halten::V,բռնել,持つ
1018,drücken::V,ճնշել,押す
1019,schieben::V,հրել,ずらす
1020,kratzen::V,քերել,引っ掻く
1021,lecken::V,լիզել,なめる
1022,beißen::V,կծել,噛む
1023,abreißen::V,պոկել,剝ぎ取る
1024,abschneiden::V,կտրել ,切り取る
1025,binden::V,կապել,縛る
1026,stecken::V,խրել,差し込む
1027,brechen::V,կոտրել ,破る
1028,klopfen::V,թակել,とんとん叩く
1029,hauen::V,ծեծել,叩く
1030,kleben::V,կպցնել,貼る
1031,kleben::V,կպցնել,くっ付ける
1032,reiben::V,շփել,擦る
1033,streichen::V,վրան քսել,塗る
1034,schleifen::V,սրել ,研ぐ
1035,schneiden::V,կտրել,切る
1036,rütteln::V,ցնցել,揺さぶる
1037,schütteln::V,թափահարել,振る
1038,schütteln::V,թափահարել,揺さぶる
1039,schwenken::V,ճոճել,振る
1040,schütten::V,լցնել,注ぐ
1041,füllen::V,լիքը լցնել,いっぱいにする
1042,einwickeln::V,փաթաթել,包む
1043,tragen::V,կրել,運ぶ
1044,tragen::V,տանել,運ぶ
1045,schleppen::V,քաշել,引きずる
1046,ziehen::V,ձգել,引く
1047,ziehen::V,քաշել,引く
1048,aufbewahren::V,պահել ,預かる
1049,werfen::V,նետել,投げる
1050,packen::V,հափշտակել,掴む
1051,verstecken::V,ծածկել,隠す
1052,teilen::V,բաժանել,分ける
1053,schicken::V,ուղարկել,送る
1054,bringen::V,բերել,持って行く
1055,hinzufügen::V,ավելացնել,加える
1056,bekommen::V,հայթայթել,得る
1057,erhalten::V,ստանալ,受ける
1058,nehmen::V,վերցնել,取る
1059,wählen::V,ընտրել,選ぶ
1060,auswählen::V,գերադասել,選ぶ
1061,bewahren::V,պահպանել,保存する
1062,behindern::V,խոչընդոտել,妨害する
1063,verderben::V,փչացնել,台無しにする
1064,beschädigen::V,վնասել,損傷する
1065,zerbrechen::V,ջարդել,割る
1066,zerbrechen::V,կոտրել,割る
1067,zerreißen::V,պատռել,引き裂く
1068,zerstören::V,քանդել,破壊する
1069,verbrennen::V,այրել,焼く
1070,geben::V,տալ,上げる
1071,reichen::V,հանձնել,渡す
1072,schenken::V,նվիրել,贈る
1073,versprechen::V,խոստանալ,約束する
1074,wünschen::V,մաղթել,望む
1075,loben::V,գովել,褒める
1076,küssen::V,համբուրել,キスする
1077,wiegen::V,օրորել,揺する
1078,zudecken::V,վրան գցել,覆う
1079,wecken::V,զարթնեցնել,起こす
1080,zeigen::V,ցույց տալ,見せる
1081,führen::V,ուղեկցել,案内する
1082,lehren::V,սովորեցնել,教える
1083,unterrichten::V,ավանդել,通知する
1084,aufziehen::V,դաստիարակել,育てる
1085,leiten::V,ղեկավարել,導く
1086,leiten::V,կառավարել,導く
1087,antreiben::V,շտապեցնել,励ます
1088,lassen::V,ստիպել,～させる
1089,einladen::V,հրավիրել,誘う
1090,einladen::V,հրավիրել,招待する
1091,vereinigen::V,միացնել,一つにする
1092,besuchen::V,այցելել,訪ねる
1093,treffen::V,հանդիպել,出会う
1094,sich versammeln::V,հավաքվել,集まる
1095,spielen::V,խաղալ,遊ぶ
1096,singen::V,երգել,歌う
1097,tanzen::V,պարել,踊る
1098,sich trennen::V,ցրվել,別れる
1099,verlassen::V,լքել,別れる
1100,retten::V,փրկել,救う
1101,retten::V,փրկել,助ける
1102,bewachen::V,պահել,見張る
1103,bewachen::V,պահել,軽微する
1104,schützen::V,պաշտպանել,保護する
1105,verteidigen::V,պաշտպանել,守る
1106,sich schlagen::V,կռվել,殴る
1107,schießen::V,կրակել,撃つ
1108,siegen::V,հաղթել,勝つ
1109,ärgern::V,ձանձրացնել,怒らせる
1110,schlagen::V,խփել,殴る
1111,treten::V,քացի տալ,蹴る
1112,stechen::V,խայթել,突く
1113,stoßen::V,մղել,突く
1114,stehlen::V,գողանալ,盗る
1115,stören::V,խանգարել,構う
1116,belästigen::V,անհանգստացնել,邪魔する
1117,verbergen::V,թաքցնել,隠す
1118,täuschen::V,խաբել,だます
1119,betrügen::V,խաբել,だます
1120,töten::V,սպանել ,殺す
1121,wohnen::V,բնակվել,住む
1122,arbeiten::V,աշխատել,働く
1123,sammeln::V,հավաքել,集める
1124,sammeln::V,հավաքել,収集する
1125,pflücken::V,քաղել,摘む
1126,jagen::V,որս անել,狩りをする
1127,fischen::V,ձուկ բռնել,釣る
1128,fassen::V,բռնել,捕る
1129,hüten::V,արածեցնել,放牧する
1130,treiben::V,հովուել,追う
1131,anbinden::V,չուանել,繋ぐ
1132,füttern::V,կերակրել,餌をやる
1133,melken::V,կթել,搾乳する
1134,hacken::V,կոտորել,刻む
1135,gießen::V,ջրել,水をやる
1136,reifen::V,հասունանալ ,熟す
1137,zubereiten::V,պատրաստել,調理する
1138,kochen::V,եփել,煮る
1139,backen::V,թխել,焼く
1140,braten::V,տապակել,焼く
1141,braten::V,տապակել,炒める
1142,umrühren::V,խառնել,混ぜる
1143,stricken::V,գործել,編む
1144,nähen::V,կարել,縫う
1145,färben::V,ներկել,染める
1146,reinigen::V,մաքրել,掃除する
1147,waschen::V,լվանալ,洗う
1148,waschen::V,լվանալ,洗濯する
1149,abwischen::V,սրբել,拭く
1150,spülen::V,ողողել,洗う
1151,spülen::V,ողողել,すすぐ
1152,spülen::V,պարզաջրել,洗う
1153,spülen::V,պարզաջրել,すすぐ
1154,fegen::V,ավլել,掃除する
1155,kehren::V,ավլել,掃く
1156,baden::V,լողանալ,入浴する
1157,sich waschen::V,լվացվել,洗う
1158,ausziehen::V,հանել,脱ぐ
1159,anziehen::V,հագնել,着る
1160,sich anziehen::V,հագնվել,着る
1161,kämmen::V,սանրել,梳く
1162,schmücken::V,զարդարել,飾る
1163,sagen::V,ասել,言う
1164,sprechen::V,խոսել,話す
1165,reden::V,զրուցել,話す
1166,sich unterhalten::V,խոսակցել,話をする
1167,fragen::V,հարցնել,聞く
1168,bitten::V,խնդրել,頼む
1169,bitten::V,խնդրել,お願いする
1170,erzählen::V,պատմել,物語る
1171,mitteilen::V,հաղորդել,伝える
1172,nennen::V,անվանել,名づける
1173,rufen::V,կանչել,呼ぶ
1174,prahlen::V,պարծենալ,自慢する
1175,übersetzen::V,թարգմանել,訳す
1176,denken::V,մտածել,考える
1177,glauben::V,հավատալ,信じる
1178,bemerken::V,նկատել,気が付く
1179,erkennen::V,ճանաչել,認識する
1180,begreifen::V,հասկանալ,分かる
1181,verstehen::V,ըմբռնել,聞き取る
1182,lernen::V,սովորել,学ぶ
1183,lernen::V,սովորել,勉強する
1184,wissen::V,իմանալ,知っている
1185,sich erinnern an::V,հիշել,思い出す
1186,sich erinnern an::V,մտաբերել,思い出す
1187,vergessen::V,մոռանալ,忘れる
1188,messen::V,չափել,計る
1189,messen::V,չափել,測定する
1190,zählen::V,թվել,数える
1191,zählen::V,հաշվել,数える
1192,rechnen::V,հաշվել,計算する
1193,rechnen::V,հաշվարկել,計算する
1194,lesen::V,կարդալ,読む
1195,malen::V,նկարել,描く
1196,zeichnen::V,գծել,写生する
1197,schreiben::V,գրել,書く
1198,besitzen::V,ունենալ,所持する
1199,besitzen::V,տեր լինել,所持する
1200,kaufen::V,գնել,買う
1201,verkaufen::V,վաճառել,売る
1202,bezahlen::V,վճարել,払う
1203,zahlen::V,վճարել,支払う
1204,beherrschen::V,ղեկավարել,支配する
1205,ertragen::V,դիմանալ,耐える
1206,Horn::N,,角
1207,fangen::V,,受ける
