,Concept_ID,el,et
748,dann::ADV,ύστερα,siis
749,gestern::ADV,χτες,eile
750,einst::ADV,ποτέ,vanasti
751,einst::ADV,άλλοτε,vanasti
752,damals::ADV,τότε,tookord
753,danach::ADV,μετά,seejärel
754,danach::ADV,ύστερα,seejärel
755,vorher::ADV,πριν,enne
756,vorher::ADV,προηγουμένως,enne
757,zuerst::ADV,πρώτα,enne
758,zuerst::ADV,πρώτα,esmalt
759,einmal::ADV,μία φορά,kord
760,einmal::ADV,μία φορά,üks kord
761,manchmal::ADV,κάποτε,mõnikord
762,oft::ADV,συχνά,tihti
763,oft::ADV,συχνά,sageli
764,oft::ADV,πολλές φορές,tihti
765,oft::ADV,πολλές φορές,sageli
766,immer::ADV,πάντα,ikka
767,immer::ADV,πάντα,alati
768,immer::ADV,πάντοτε,ikka
769,immer::ADV,πάντοτε,alati
770,niemals::ADV,ποτέ,mitte kunagi
771,hier::ADV,εδώ,siin
772,hierhin::ADV,εδώ,siia
773,von hier::ADV,από δω,siit
774,dort::ADV,εκεί,seal
775,dorthin::ADV,προς τα κει,sinna
776,geradeaus::ADV,κατευθείαν,otse edasi
777,vorwärts::ADV,εμπρός,edasi
778,rückwärts::ADV,πίσω,tagurpidi
779,zurück::ADV,πίσω,tagasi
780,unten::ADV,κάτω,all
781,unten::ADV,κάτω,allpool
782,hinab::ADV,προς τα κάτω,alla
783,oben::ADV,πάνω,ülal
784,oben::ADV,επάνω,ülal
785,hinauf::ADV,προς τα πάνω,üles
786,überall::ADV,παντού,kõikjal
787,nicht::ADV,δεν,ei
788,nicht::ADV,δεν,mitte
789,ein wenig::ADV,λιγάκι,veidi
790,ein wenig::ADV,λιγάκι,natuke
791,kaum::ADV,μόλις,vaevalt
792,sehr::ADV,πολύ,väga
793,so::ADV,έτσι,nii
794,noch::ADV,ακόμα,veel
795,nur::ADV,μόνο,ainult
796,schon::ADV,ήδη,juba
797,schon::ADV,κιόλας,juba
798,wieder::ADV,ξανά,jälle
799,vergebens::ADV,μάταια,asjata
800,vor::PRP,μπροστά σε,ees
801,vor::PRP,μπροστά από,ees
802,hinter::PRP,πίσω από ,taha
803,unter::PRP,υπό,all
804,unter::PRP,κάτω από,all
805,durch::PRP,διά,läbi
806,durch::PRP,διά,kaudu
807,durch::PRP,διά μέσου,läbi
808,durch::PRP,διά μέσου,kaudu
809,neben::PRP,δίπλα σε,kõrval
810,zwischen::PRP,μεταξύ,vahel
811,zwischen::PRP,ανάμεσα σε,vahel
812,wegen::PRP,για,tõttu
813,wegen::PRP,για,pärast
814,wegen::PRP,λόγω,tõttu
815,wegen::PRP,λόγω,pärast
816,dies::PRN,αυτό,see
817,das::PRN,το,see
818,alles::PRN,όλα,kõik
819,ich::PRN,εγώ,mina
820,du::PRN,σύ,sina
821,du::PRN,εσύ,sina
822,er::PRN,αυτός,tema
823,wir::PRN,εμείς,me
824,ihr::PRN,εσείς,te
825,sie::PRN,αυτοί,nad
826,was::FPRN,τι,mis
827,wer::FPRN,ποιος,kes
828,wo::FADV,πού,kus
829,wohin::FADV,πού,kuhu
830,wohin::FADV,για πού,kuhu
831,wie::FADV,πώς,kuidas
832,warum::FADV,γιατί,miks
833,wieviel::FNUM,πόσος,mitu
834,wieviel::FNUM,πόσος,kui palju
835,eins::NUM,ένα,üks
836,zwei::NUM,δύο,kaks
837,drei::NUM,τρία,kolm
838,drei::NUM,τρεις,kolm
839,vier::NUM,τέσσερα,neli
840,vier::NUM,τέσσερις,neli
841,fünf::NUM,πέντε,viis
842,sechs::NUM,έξι,kuus
843,sieben::NUM,εφτά,seitse
844,acht::NUM,οχτώ,kaheksa
845,neun::NUM,εννιά,üheksa
846,zehn::NUM,δέκα,kümme
847,elf::NUM,έντεκα,üksteist
848,zwölf::NUM,δώδεκα,kaksteist
849,zwanzig::NUM,είκοσι,kakskümmend
850,dreißig::NUM,τριάντα,kolmkümmend
851,vierzig::NUM,σαράντα,nelikümmend
852,fünfzig::NUM,πενήντα,viiskümmend
853,sechzig::NUM,εξήντα,kuuskümmend
854,siebzig::NUM,εβδομήντα,seitsekümmend
855,achtzig::NUM,ογδόντα,kaheksakümmend
856,neunzig::NUM,ενενήντα,üheksakümmend
857,hundert::NUM,εκατό,sada
858,tausend::NUM,χίλιοι,tuhat
859,und::CNJ,και,ja
860,oder::CNJ,ή,või
861,stehen::V,στέκομαι,seisma
862,stehen::V,είμαι όρθιος,seisma
863,sitzen::V,κάθομαι,istuma
864,liegen::V,είμαι ξαπλωμένος,lamama
865,hängen::V,κρέμομαι,rippuma
866,werden::V,γίνομαι,saama
867,werden::V,γίνομαι,hakkama
868,passieren::V,συμβαίνω,juhtuma
869,beginnen::V,αρχίζω,algama
870,beginnen::V,αρχίζω,hakkama
871,enden::V,τελειώνω,lõppema
872,wechseln::V,αλλάζω,vahelduma
873,aufgehen[Sonne]::V,βγαίνω,tõusma
874,aufgehen[Sonne]::V,ανατέλλω,tõusma
875,untergehen[Sonne]::V,δύω,loojuma
876,untergehen[Sonne]::V,βασιλεύω,loojuma
877,scheinen[Sonne]::V,λάμπω,paistma
878,donnern::V,βροντώ,kõmisema
879,wehen::V,φυσώ,puhuma
880,strömen::V,ρέω,voolama
881,strömen::V,τρέχω,voolama
882,fließen::V,ρέω,voolama
883,sich drehen::V,γυρίζω,pöörduma
884,sich drehen::V,στρέφομαι,pöörduma
885,schwanken::V,ταλαντεύομαι,kõikuma
886,schwingen::V,αιωρούμαι,võnkuma
887,schwingen::V,ταλαντεύομαι,võnkuma
888,fallen::V,πέφτω,langema
889,brennen::V,καίω,põlema
890,rauchen::V,καπνίζω,suitsema
891,regnen::V,βρέχω,sadama
892,gefrieren::V,παγώνω,kinni külmuma
893,tauen::V,λειώνω,sulama
894,schmelzen::V,λειώνω,sulama
895,trocknen::V,στεγνώνω,kuivama
896,sieden::V,βράζω,keema
897,faulen::V,σαπίζω,mädanema
898,verfaulen::V,σαπίζω,mädanema
899,reißen::V,σχίζω,rebenema
900,versinken::V,βουλιάζω,uppuma
901,versinken::V,βυθίζομαι,uppuma
902,vergehen::V,περνώ,mööduma
903,erscheinen::V,εμφανίζομαι,ilmuma
904,verschwinden::V,χάνομαι,kaduma
905,verschwinden::V,εξαφανίζομαι,kaduma
906,sinken::V,κατεβαίνω,vajuma
907,sinken::V,κατεβαίνω,langema
908,abnehmen::V,μειώνομαι ,vähenema
909,abnehmen::V,μειώνομαι ,kahenema
910,zunehmen::V,αυξάνω,kasvama
911,zunehmen::V,μεγαλώνω,kasvama
912,steigen::V,ανεβαίνω,tõusma
913,steigen::V,ανεβαίνω,üles minema
914,wachsen::V,μεγαλώνω,kasvama
915,glänzen::V,γυαλίζω,läikimä
916,funkeln::V,αστράφτω,sädelema
917,funkeln::V,σπιθοβολώ,sädelema
918,lärmen::V,θορυβώ,lärmama
919,läuten::V,χτυπώ ,helisema
920,klingeln::V,κουδουνίζω,helisema
921,klirren::V,κουδουνίζω,kõlisema
922,brausen::V,βουΐζω,kohisema
923,rauschen::V,βουΐζω,kohisema
924,klingen::V,ηχώ,kõlama
925,bellen::V,γαυγίζω,haukuma
926,heulen::V,ουρλιάζω,uluma
927,blasen::V,φυσώ,puhuma
928,pfeifen::V,σφυρίζω,vilistama
929,schreien::V,κραυγάζω,karjuma
930,stöhnen::V,βογγώ,oigama
931,zittern::V,τρέμω,värisema
932,leben::V,ζω,elama
933,leben::V,ζω,elus olema
934,geboren werden::V,γεννιέμαι,sündima
935,atmen::V,αναπνέω,hingama
936,trinken::V,πίνω,jooma
937,essen::V,τρώω,sööma
938,schlucken::V,καταπίνω,neelama
939,müde werden::V,κουράζομαι,väsima
940,einschlafen::V,αποκοιμιέμαι,uinuma
941,schlafen::V,κοιμάμαι,magama
942,aufwachen::V,ξυπνώ,ärkama
943,aufstehen::V,σηκώνομαι,ärkama
944,aufstehen::V,σηκώνομαι,üles tõusma
945,sich erholen::V,ξεκουράζομαι,puhkama
946,krank werden::V,αρρωσταίνω,haigestuma
947,krank werden::V,αρρωσταίνω,haigeks jääma
948,krank sein::V,ασθενώ,haige olema
949,schmerzen::V,πονώ,valutama
950,husten::V,βήχω,köhima
951,genesen::V,θεραπεύομαι,toibuma
952,sterben::V,πεθαίνω,surema
953,umkommen::V,πεθαίνω,surma saama
954,sich bewegen::V,κουνιέμαι,liikuma
955,sich rühren::V,σαλεύω,liikuma
956,sich erheben::V,επαναστατώ,kerkima
957,sich setzen::V,κάθομαι,istet võtma
958,hinfallen::V,πέφτω κάτω,kukkuma
959,hinfallen::V,πέφτω κάτω,maha kukkuma
960,laufen::V,τρέχω,kõndima
961,schreiten::V,βαδίζω,astuma
962,spazierengehen::V,κάνω βόλτα,jalutama
963,spazierengehen::V,πηγαίνω περίπατο,jalutama
964,eilen::V,σπεύδω,ruttama
965,eilen::V,σπεύδω,kiirustama
966,sich beeilen::V,βιάζομαι,ruttama
967,sich beeilen::V,βιάζομαι,kiirustama
968,sausen::V,τρέχω γρήγορα,kihutama
969,sausen::V,τρέχω γρήγορα,tormama
970,rennen::V,τρέχω,jooksma
971,rennen::V,τρέχω,kihutama
972,springen::V,πηδώ,hüppama
973,klettern::V,σκαρφαλώνω,ronima
974,schaukeln::V,κουνιέμαι,kiikuma
975,kriechen::V,έρπω,roomama
976,kriechen::V,σέρνομαι,roomama
977,schwimmen::V,κολυμπώ,ujuma
978,tauchen::V,βουτώ,sukelduma
979,rudern::V,κωπηλατώ,sõudma
980,fahren::V,πηγαίνω,sõitma
981,fliegen::V,πετώ,lendama
982,gehen::V,βαδίζω,käima
983,gehen::V,βαδίζω,minema
984,gehen::V,πηγαίνω,käima
985,gehen::V,πηγαίνω,minema
986,weggehen::V,φεύγω,ära minema
987,weggehen::V,φεύγω,välja minema
988,abfahren::V,ξεκινώ,väljuma
989,abfahren::V,ξεκινώ,ära sõitma
990,abfahren::V,αναχωρώ,väljuma
991,abfahren::V,αναχωρώ,ära sõitma
992,anhalten::V,σταματώ,peatuma
993,hineingehen::V,μπαίνω,sisenema
994,hineingehen::V,μπαίνω,sisse minema
995,eintreten::V,μπαίνω,sisenema
996,eintreten::V,μπαίνω,sisse astuma
997,eintreten::V,εισέρχομαι,sisenema
998,eintreten::V,εισέρχομαι,sisse astuma
999,kommen::V,έρχομαι,tulema
1000,ankommen::V,φτάνω,saabuma
1001,zurückkommen::V,επιστρέφω,tagasi tulema
1002,bleiben::V,μένω,jääma
1003,warten::V,περιμένω,ootama
1004,erwarten::V,αναμένω,ootama
1005,erwarten::V,αναμένω,lootma
1006,erwarten::V,περιμένω,ootama
1007,erwarten::V,περιμένω,lootma
1008,suchen::V,ψάχνω,otsima
1009,finden::V,βρίσκω,leidma
1010,versuchen::V,προσπαθώ,püüdma
1011,versuchen::V,προσπαθώ,üritama
1012,versuchen::V,προσπαθώ,katsetama
1013,vorbereiten::V,προετοιμάζω,valmistama
1014,lieben::V,αγαπώ,armastama
1015,mögen::V,μου αρέσει,sallima
1016,mögen::V,μου αρέσει,meeldima
1017,lachen::V,γελώ,naerma
1018,rühren::V,συγκινώ,liigutama
1019,rühren::V,συγκινώ,heldima panema
1020,weinen::V,κλαίω,nutma
1021,schimpfen::V,βρίζω,sõimama
1022,sich ärgern::V,θυμώνω,ärrituma
1023,sich ärgern::V,θυμώνω,vihastuma
1024,sich fürchten::V,φοβάμαι,kartma
1025,sich fürchten::V,φοβάμαι,hirmu tundma
1026,fürchten::V,φοβάμαι,kartma
1027,fliehen::V,φεύγω,põgenema
1028,flüchten::V,δραπετεύω,põgenema
1029,sehen::V,βλέπω,nägema
1030,anschauen::V,κοιτάζω,vaatama
1031,ansehen::V,βλέπω,vaatama
1032,hören::V,ακούω,kuulma
1033,zuhören::V,ακούω,kuulama
1034,probieren::V,δοκιμάζω,proovima
1035,riechen::V,μυρίζω,nuusutama
1036,riechen::V,οσφραίνομαι,nuusutama
1037,fühlen::V,αισθάνομαι,tundma
1038,scheinen::V,φαίνομαι,näida
1039,scheinen::V,φαίνομαι,ilmuda
1040,zu sehen sein::V,φαίνομαι,ilmuma
1041,vernehmen::V,ακούω,üle kuulama
1042,vernehmen::V,μαθαίνω,üle kuulama
1043,frieren::V,κρυώνω,külmetada
1044,tun::V,κάνω,tegema
1045,können::V,ξέρω,võima
1046,können::V,ξέρω,oskama
1047,können::V,μπορώ,võima
1048,können::V,μπορώ,oskama
1049,wollen::V,θέλω,tahtma
1050,anfangen::V,αρχίζω,hakkama
1051,anfangen::V,αρχίζω,alustama
1052,beenden::V,τελειώνω,lõpetama
1053,aufhören::V,παύω,lakkama
1054,gelingen::V,πετυχαίνω,õnnestuma
1055,geraten::V,γίνομαι,jõudma
1056,öffnen::V,ανοίγω,avama
1057,schließen::V,κλείνω,sulgema
1058,stellen::V,θέτω,panema
1059,stellen::V,θέτω,asetama
1060,setzen::V,θέτω,panema
1061,legen::V,θέτω,panema
1062,legen::V,θέτω,asetama
1063,berühren::V,εγγίζω,riivama
1064,berühren::V,εγγίζω,puudutama
1065,verbinden::V,συνδέω,ühendama
1066,bedecken::V,σκεπάζω,katma
1067,aufhängen::V,κρεμώ,riputama
1068,anzünden::V,ανάβω,süütama
1069,aufheben::V,σηκώνω,üles tõstma
1070,zurücklassen::V,εγκαταλείπω,jätma
1071,verlieren::V,χάνω,kaotama
1072,fallen lassen::V,αφήνω να πέσει,maha pillama
1073,fallen lassen::V,αφήνω να πέσει,kukkuda laskma
1074,machen::V,κάνω,tegema
1075,machen::V,φτιάχνω,tegema
1076,herstellen::V,κατασκευάζω,valmistama
1077,bauen::V,χτίζω,ehitama
1078,bauen::V,οικοδομώ,ehitama
1079,reparieren::V,επισκευάζω,parandama
1080,reparieren::V,επιδιορθώνω,parandama
1081,verbessern::V,βελτιώνω,parandama
1082,verbessern::V,καλυτερεύω,parandama
1083,ändern::V,αλλάζω,muutma
1084,ändern::V,αλλάζω,ümber tegema
1085,graben::V,σκάβω,kaevama
1086,beugen::V,λυγίζω,painutama
1087,biegen::V,κάμπτω,painutama
1088,drehen::V,στρέφω,keerama
1089,wenden::V,γυρίζω,ümber pöörama
1090,umdrehen::V,γυρίζω,ümber keerama
1091,heben::V,υψώνω,tõstma
1092,heben::V,σηκώνω,tõstma
1093,hochheben::V,υψώνω,üles tõstma
1094,hochheben::V,υψώνω,kõrgele tõstma
1095,hochheben::V,σηκώνω,üles tõstma
1096,hochheben::V,σηκώνω,kõrgele tõstma
1097,ergreifen::V,πιάνω,haarama
1098,ergreifen::V,αρπάζω,haarama
1099,halten::V,βαστώ,hoidma
1100,drücken::V,πιέζω,pigistama
1101,schieben::V,σπρώχνω,lükkama
1102,kratzen::V,γρατσουνίζω,kraapima
1103,lecken::V,γλείφω,lakkuma
1104,beißen::V,δαγκάνω,purema
1105,beißen::V,δαγκάνω,hammustama
1106,abreißen::V,κόβω,rebima
1107,abreißen::V,κόβω,ära rebima
1108,abreißen::V,σχίζω,rebima
1109,abreißen::V,σχίζω,ära rebima
1110,abschneiden::V,αποκόπτω,ära lõikama
1111,binden::V,δένω,siduma
1112,stecken::V,χώνω,pistma
1113,brechen::V,σπάζω,murdma
1114,klopfen::V,χτυπώ,koputama
1115,klopfen::V,τινάζω,koputama
1116,hauen::V,χτυπώ,lööma
1117,kleben::V,κολλώ,kleepima
1118,reiben::V,τρίβω,hõõruma
1119,streichen::V,αλείφω,silitama
1120,schleifen::V,ακονίζω,lihvima
1121,schleifen::V,ακονίζω,teritama
1122,schneiden::V,κόβω,lõikama
1123,rütteln::V,σείω,raputama
1124,rütteln::V,τινάζω,raputama
1125,schütteln::V,σείω,raputama
1126,schütteln::V,σείω,loksutama
1127,schütteln::V,κουνώ,raputama
1128,schütteln::V,κουνώ,loksutama
1129,schwenken::V,κουνώ,vehkima
1130,schwenken::V,κουνώ,lehvitama
1131,schütten::V,χύνω,kallama
1132,füllen::V,γεμίζω,täitma
1133,einwickeln::V,τυλίγω,sisse mähkima
1134,tragen::V,φέρνω,kandma
1135,schleppen::V,κουβαλώ,tassima
1136,schleppen::V,κουβαλώ,lohistama
1137,ziehen::V,τραβώ,vedama
1138,ziehen::V,τραβώ,tõmbama
1139,aufbewahren::V,φυλάω,säilitama
1140,aufbewahren::V,φυλάω,alal hoidma
1141,werfen::V,ρίχνω,viskama
1142,fangen::V,πιάνω,püüdma
1143,packen::V,τσακώνω,kinni haarama
1144,packen::V,τσακώνω,kinni võtma
1145,verstecken::V,κρύβω,peitma
1146,teilen::V,μερίζω,jagama
1147,teilen::V,μερίζω,jaotama
1148,schicken::V,στέλνω,saatma
1149,bringen::V,φέρνω,viima
1150,hinzufügen::V,προσθέτω,lisama
1151,bekommen::V,προσκομίζω,saama
1152,erhalten::V,παίρνω,saama
1153,erhalten::V,λαμβάνω,saama
1154,nehmen::V,πιάνω,võtma
1155,nehmen::V,παίρνω,võtma
1156,wählen::V,εκλέγω,valima
1157,auswählen::V,διαλέγω,valima
1158,bewahren::V,διατηρώ,hoidma
1159,behindern::V,εμποδίζω,takistama
1160,verderben::V,χαλώ,rikkuma
1161,beschädigen::V,ζημιώνω,rikkuma
1162,zerbrechen::V,σπάζω,katki tegema
1163,zerreißen::V,σχίζω,katki rebima
1164,zerstören::V,καταστρέφω,purustama
1165,verbrennen::V,καίω,põletama
1166,geben::V,δίνω,andma
1167,reichen::V,δίνω,andma
1168,reichen::V,δίνω,ulatama
1169,schenken::V,χαρίζω,kinkima
1170,versprechen::V,υπόσχομαι,lubama
1171,versprechen::V,υπόσχομαι,tõotama
1172,wünschen::V,εύχομαι,soovima
1173,loben::V,επαινώ,kiitma
1174,küssen::V,φιλώ,suudlema
1175,wiegen::V,κουνώ,hällitama
1176,wiegen::V,νανουρίζω,hällitama
1177,zudecken::V,σκεπάζω,kaanetama
1178,zudecken::V,σκεπάζω,kinni katma
1179,wecken::V,ξυπνώ,äratama
1180,zeigen::V,δείχνω,näitama
1181,führen::V,οδηγώ,juhatama
1182,lehren::V,διδάσκω,õpetama
1183,unterrichten::V,διδάσκω,õpetama
1184,aufziehen::V,ανατρέφω,üles kasvatama
1185,leiten::V,ηγούμαι,juhtima
1186,leiten::V,διευθύνω,juhtima
1187,antreiben::V,σπρώχνω,ergutama
1188,antreiben::V,παρακινώ,ergutama
1189,lassen::V,αφήνω,laskma
1190,einladen::V,προσκαλώ,kutsuma
1191,vereinigen::V,ενώνω,ühendama
1192,besuchen::V,επισκέπτομαι,külastama
1193,treffen::V,συναντώ,kohtama
1194,sich versammeln::V,μαζεύομαι,kogunema
1195,spielen::V,παίζω,mängima
1196,singen::V,τραγουδώ,laulma
1197,tanzen::V,χορεύω,tantsima
1198,sich trennen::V,αποχωρίζομαι,lahku minema
1199,verlassen::V,εγκαταλείπω,maha jätma
1200,retten::V,σώζω,päästma
1201,bewachen::V,φρουρώ,valvama
1202,schützen::V,προστατεύω,kaitsma
1203,verteidigen::V,υπερασπίζω,kaitsma
1204,sich schlagen::V,χτυπιέμαι,kaklema
1205,schießen::V,πυροβολώ,tulistama
1206,siegen::V,νικώ,võitma
1207,ärgern::V,τσαντίζω,ärritama
1208,ärgern::V,τσαντίζω,vihastama
1209,schlagen::V,χτυπώ,lööma
1210,treten::V,κλοτσώ,sõtkuma
1211,stechen::V,τρυπώ,pistma
1212,stechen::V,τρυπώ,torkama
1213,stoßen::V,ωθώ,tõukama
1214,stoßen::V,σπρώχνω,tõukama
1215,stehlen::V,κλέβω,varastama
1216,stören::V,διαταράσσω,segama
1217,stören::V,διαταράσσω,häirima
1218,belästigen::V,ενοχλώ,ahistama
1219,verbergen::V,κρύβω,peitma
1220,verbergen::V,κρύβω,varjama
1221,täuschen::V,παραπλανώ,petma
1222,täuschen::V,παραπλανώ,tüssama
1223,betrügen::V,απατώ,petma
1224,betrügen::V,απατώ,tüssama
1225,betrügen::V,απατώ,truudust murtma
1226,töten::V,σκοτώνω,tapma
1227,töten::V,σκοτώνω,surmama
1228,töten::V,θανατώνω,tapma
1229,töten::V,θανατώνω,surmama
1230,wohnen::V,μένω,elama
1231,wohnen::V,κατοικώ,elama
1232,arbeiten::V,δουλεύω,töötama
1233,arbeiten::V,εργάζομαι,töötama
1234,sammeln::V,μαζεύω,koguma
1235,sammeln::V,μαζεύω,korjama
1236,sammeln::V,συλλέγω,koguma
1237,sammeln::V,συλλέγω,korjama
1238,pflücken::V,κόβω,noppima
1239,jagen::V,κυνηγώ,jahtima
1240,fischen::V,ψαρεύω,kalastama
1241,fischen::V,ψαρεύω,kala püüdma
1242,fassen::V,πιάνω,püüdma
1243,hüten::V,φυλάγω,karjatama
1244,hüten::V,προσέχω,karjatama
1245,treiben::V,οδηγώ,ajama
1246,anbinden::V,δένω,kinni siduma
1247,füttern::V,ταΐζω,söötma
1248,melken::V,αρμέγω,lüpsma
1249,hacken::V,κόβω,raiuma
1250,hacken::V,κόβω,lõhkuma
1251,gießen::V,ποτίζω,kastma
1252,reifen::V,ωριμάζω,valmima
1253,zubereiten::V,ετοιμάζω,valmistama
1254,kochen::V,βράζω,keetma
1255,backen::V,ψήνω,küpsetama
1256,braten::V,τηγανίζω,praadima
1257,umrühren::V,ανακατεύω,segama
1258,stricken::V,πλέκω,kuduma
1259,nähen::V,ράβω,õmblema
1260,färben::V,βάφω,värvima
1261,färben::V,χρωματίζω,värvima
1262,reinigen::V,καθαρίζω,puhastama
1263,waschen::V,πλένω,pesema
1264,abwischen::V,σφουγγίζω,puhtaks pühkima
1265,spülen::V,ξεπλένω,uhtma
1266,fegen::V,σκουπίζω,pühkima
1267,kehren::V,σκουπίζω,pühkima
1268,baden::V,κάνω μπάνιο,suplema
1269,baden::V,κάνω μπάνιο,kümblema
1270,sich waschen::V,πλένομαι,end pesema
1271,ausziehen::V,βγάζω,käest võtma
1272,ausziehen::V,βγάζω,jalast võtma
1273,ausziehen::V,βγάζω,seljast võtma
1274,anziehen::V,φορώ,jalga panema
1275,sich anziehen::V,ντύνομαι,riietuma
1276,kämmen::V,χτενίζω,kammima
1277,schmücken::V,στολίζω,kaunistama
1278,sagen::V,λέω,ütlema
1279,sprechen::V,μιλώ,rääkima
1280,sprechen::V,μιλώ,kõnelema
1281,reden::V,μιλώ,kõnelema
1282,reden::V,κουβεντιάζω,kõnelema
1283,sich unterhalten::V,συνομιλώ,vestlema
1284,sich unterhalten::V,κουβεντιάζω,vestlema
1285,fragen::V,ρωτώ,küsima
1286,bitten::V,ζητώ,paluma
1287,bitten::V,παρακαλώ,paluma
1288,erzählen::V,διηγούμαι,jutustama
1289,mitteilen::V,πληροφορώ,teatama
1290,mitteilen::V,πληροφορώ,teada andma
1291,nennen::V,ονομάζω,nimetama
1292,rufen::V,φωνάζω,kutsuma
1293,prahlen::V,καυχιέμαι,hooplema
1294,übersetzen::V,μεταφράζω,tõlkima
1295,denken::V,σκέφτομαι,mõtlema
1296,glauben::V,πιστεύω,uskuma
1297,bemerken::V,παρατηρώ,märkama
1298,erkennen::V,αναγνωρίζω,ära tundma
1299,begreifen::V,καταλαβαίνω,aru saama
1300,verstehen::V,ακούω,mõistma
1301,lernen::V,μαθαίνω,õppima
1302,wissen::V,ξέρω,teadma
1303,sich erinnern an::V,θυμάμαι,mäletama
1304,vergessen::V,ξεχνώ,unustama
1305,messen::V,μετρώ,mõõtma
1306,zählen::V,μετρώ,loendama
1307,rechnen::V,λογαριάζω,arvutama
1308,lesen::V,διαβάζω,lugema
1309,malen::V,ζωγραφίζω,maalima
1310,zeichnen::V,σχεδιάζω,joonistama
1311,schreiben::V,γράφω,kirjutama
1312,besitzen::V,κατέχω,omama
1313,kaufen::V,αγοράζω,ostma
1314,verkaufen::V,πουλώ,müüma
1315,bezahlen::V,πληρώνω,tasuma
1316,zahlen::V,πληρώνω,maksma
1317,beherrschen::V,κυριαρχώ,valitsema
1318,ertragen::V,βαστώ,taluma
1319,ertragen::V,αντέχω,taluma
