,Concept_ID,uz,sv
246,Kummer::N,g'am,sorg
247,Wunsch::N,orzu,önskan
248,Lust::N,rag'bat,lust
249,Geist::N,ruh,ande
250,Gedanke::N,fikr,tanke
251,Gedächtnis::N,äs,minne
252,Verstand::N,aql,förstånd
253,Sinn::N,ma'ni,mening
254,Sinn::N,ma'ni,betydelse
255,Grund::N,sabab,skäl
256,Grund::N,sabab,grund
257,Wahrheit::N,haq,sanning
258,Gespräch::N,gap,samtal
259,Märchen::N,ärtak,saga
260,Erzählung::N,rivoyat,berättelse
261,Nachricht::N,xabar,meddelande
262,Neuigkeit::N,yangilik,nyhet
263,Name::N,ot,namn
264,Rätsel::N,topishmoq,gåta
265,Rede::N,nutq,tal
266,Sprache::N,til,språk
267,Stimme::N,ovoz,stämma
268,Wort::N,so'z,ord
269,Zeichen::N,alomat,tecken
270,Ruf::N,chaqiriq,rop
271,Lärm::N,taraq,bråk
272,Lärm::N,taraq,oväsen
273,Laut::N,tovush,ljud
274,Ton::N,un,ton
275,Lied::N,ashula,sång
276,Ruhe::N,tinchlik,ro
277,Ruhe::N,tinchlik,lugn
278,Leute::N,xaloyiq,folk
279,Volk::N,xalq,folk
280,Arbeit::N,ish,arbete
281,Gast::N,mehmon,gäst
282,Geschenk::N,hadya,gåva
283,Geschenk::N,hadya,present
284,Spiel::N,o'yin,lek
285,Spiel::N,o'yin,spel
286,Gesellschaft::N,jamiyat,sällskap
287,Hilfe::N,yordam,hjälp
288,Freund::N,do'st,vän
289,Kamerad::N,yo'ldosh,kamrat
290,Angelegenheit::N,daxl,ärende
291,Angelegenheit::N,daxl,angelägenhet
292,Anzahl::N,son,antal
293,Art::N,tur,art
294,Art::N,tur,slag
295,Stück::N,parcha,stycke
296,Teil::N,bo'lak,del
297,Hälfte::N,yarim,halva
298,Kreis::N,aylana,krets
299,Kreis::N,aylana,cirkel
300,Kreuz::N,xoch,kors
301,Kreuz::N,xoch,kryss
302,Linie::N,liniya,linje
303,Strich::N,chiziq,streck
304,Abstand::N,oralik,avstånd
305,Entfernung::N,uzoqlik,avstånd
306,Gegend::N,yer,trakt
307,Platz::N,oralig,plats
308,Ort::N,joy,plats
309,Ort::N,joy,ställe
310,Seite::N,yon,sida
311,Mitte::N,o'rta,mitt
312,Gegenstand::N,ashyo,föremål
313,Sache::N,buyum,sak
314,Rand::N,chek,rand
315,Kante::N,tig',kant
316,Ecke::N,burchak,vrå
317,Ecke::N,burchak,hörn
318,Spitze::N,uch,spets
319,Ende::N,oxir,ända
320,Loch::N,teshik,hål
321,Winkel::N,go'sha,vinkel
322,Muster::N,nusha,mönster
323,Größe::N,kattalik,storlek
324,Länge::N,uzunlik,längd
325,Höhe::N,yuksaklik,höjd
326,Gewicht::N,solmoq,tyngd
327,Menge::N,miqdor,mängd
328,Haufen::N,uyum,hög
329,Reihe::N,saf,rad
330,Boot::N,qayiq,båt
331,Ruder::N,äshkak,åra
332,Schlitten::N,chana,släde
333,Ski::N,chang'i,skida
334,Lagerfeuer::N,gulxan,lägereld
335,Last::N,yuk,last
336,Last::N,yuk,börda
337,Gang::N,yurish,gång
338,Schritt::N,qadam,steg
339,Norden::N,shimol,norr
340,Süden::N,janub,söder
341,Westen::N,g'arb,väster
342,Osten::N,sharq,öster
343,Holz::N,yog'och,trä
344,Brett::N,taxta,bräda
345,Platte::N,tabaqa,platta
346,Stütze::N,tayanchi,stöd
347,Stütze::N,tayanchi,stötta
348,Stange::N,qo'noq,stång
349,Stock::N,tayoq,käpp
350,Stock::N,tayoq,pinne
351,Stab::N,gavron,stav
352,Rohr::N,tarnov,rör
353,Haus::N,uy,hus
354,Heim::N,makon,hem
355,Ofen::N,pechka,ugn
356,Fußboden::N,pol,golv
357,Tisch::N,mosa,bord
358,Stuhl::N,o'rindiq,stol
359,Wiege::N,beshik,vagga
360,Bett::N,yotoq,säng
361,Regal::N,tokcha,hylla
362,Kiste::N,sandiq,låda
363,Fenster::N,deraza,fönster
364,Tür::N,äshik,dörr
365,Tor::N,darvoza,port
366,Zaun::N,panjara,staket
367,Zaun::N,panjara,stängsel
368,Dach::N,tom,tak
369,Leiter::N,narvon,stege
370,Besen::N,supurgi,kvast
371,Spaten::N,bel,spade
372,Schaufel::N,kurak,skovel
373,Schaufel::N,kurak,skyffel
374,Gabel::N,bilka,gaffel
375,Löffel::N,qoshiq,sked
376,Messer::N,pichoq,kniv
377,Nagel::N,mix,spik
378,Netz::N,to'r,nät
379,Haken::N,ilgak,krok
380,Griff::N,sop,tag
381,Griff::N,sop,handtag
382,Griff::N,tutqich,tag
383,Griff::N,tutqich,handtag
384,Schloss::N,qulf,las
385,Bild::N,rasm,bild
386,Figur::N,shakl,figur
387,Puppe::N,ko'g'irchoq,docka
388,Beutel::N,to'rva,påse
389,Bündel::N,bog'lam,bunt
390,Bündel::N,bog'lam,knippa
391,Tasche::N,kissa,väska
392,Eimer::N,chelak,hink
393,Eimer::N,chelak,ämbar
394,Deckel::N,qopqoq,lock
395,Geschirr::N,idish,servis
396,Geschirr::N,idish,porslin
397,Sack::N,qop,säck
398,Tasse::N,piyola,kopp
399,Topf::N,tuvak,gryta
400,Topf::N,tuvak,kastrull
401,Kessel::N,qozon,kittel
402,Essen::N,tomoq,mål
403,Nahrung::N,emak,näring
404,Speise::N,taom,maträtt
405,Fleisch::N,go'sht,kött
406,Getreide::N,g'alla,säd
407,Getreide::N,g'alla,spannmål
408,Brei::N,bo'tqa,gröt
409,Brot::N,non,bröd
410,Scheibe::N,disk,skiva
411,Fett::N,moy,fett
412,Butter::N,yog',smör
413,Öl::N,moy,olja
414,Salz::N,tuz,salt
415,Suppe::N,sho'rva,soppa
416,Honig::N,asal,honung
417,Milch::N,sut,mjölk
418,Tee::N,choy,te
419,Leder::N,charm,läder
420,Wolle::N,jun,ull
421,Wolle::N,jun,ylle
422,Stoff::N,mato,tyg
423,Stoff::N,mato,stoff
424,Nadel::N,igna,nål
425,Faden::N,ip,tråd
426,Knopf::N,tugma,knapp
427,Knoten::N,tugun,knut
428,Farbe::N,bo'yok,färg
429,Kleidung::N,kiyim,klädsel
430,Hemd::N,ko'ylak,skjorta
431,Kragen::N,yoqa,krage
432,Ärmel::N,yeng,ärm
433,Hose::N,shim,byxor
434,Gürtel::N,tasma,bälte
435,Mütze::N,shapka,mössa
436,Schuh::N,but,sko
437,Stiefel::N,botinka,stövel
438,Ring::N,yuzuk,ring
439,Band::N,rishta,band
440,Kamm::N,taroq,kam
441,Spiegel::N,ko'zgu,spegel
442,Riemen::N,qayish,rem
443,Schnur::N,bog'ich,snöre
444,Leine::N,etak,lina
445,Decke::N,odyol,täcke
446,Kissen::N,yostiq,dyna
447,Kissen::N,yostiq,kudde
448,Tuch::N,gazlama,sjal
449,Handtuch::N,sochiq,handduk
450,Kraft::N,kuch,kraft
451,Stärke::N,quvvat,styrka
452,Gesundheit::N,sog'lik,hälsa
453,Krankheit::N,kasallik,sjukdom
454,Schmerz::N,og'riq,smärta
455,Wunde::N,yara,sår
456,Fieber::N,bezgak,feber
457,Arznei::N,dori,medicin
458,Arznei::N,dori,läkemedel
459,Brücke::N,ko'prik,bro
460,Brunnen::N,buloq,brunn
461,Weide::N,yaylov,bete
462,Pfad::N,dorojka,stig
463,Weg::N,yo'l,väg
464,Straße::N,ko'cha,gata
465,Dorf::N,ovul,by
466,Stadt::N,shahar,stad
467,Brief::N,maktub,brev
468,Buch::N,kitob,bok
469,Buchstabe::N,harf,bokstav
470,Zeitung::N,gazet,tidning
471,Leben::N,hayot,liv
472,Tod::N,o'lim,död
473,Grab::N,go'r,grav
474,Kirche::N,cherkov,kyrka
475,Sünde::N,gunoh,synd
476,Gott::N,olloh,gud
477,Arbeiter::N,ishchi,arbetare
478,Chef::N,rais,chef
479,Meister::N,usta,mästare
480,Arzt::N,hakim,läkare
481,Lehrer::N,muallim,lärare
482,Geld::N,pul,pengar
483,Geschäft::N,savdo,rörelse
484,Laden::N,do'kon,affär
485,Preis::N,baho,pris
486,Ware::N,mol,vara
487,Nutzen::N,foyda,gagn
488,Nutzen::N,foyda,nytta
489,Reichtum::N,boylik,rikedom
490,Welt::N,olam,värld
491,Land::N,o'lka,land
492,Staat::N,davlat,stat
493,König::N,qirol,kung
494,König::N,qirol,konung
495,Macht::N,iqtidor,makt
496,Grenze::N,chegara,gräns
497,Krieg::N,harb,krig
498,Feind::N,dushman,fiende
499,Gewalt::N,zo'rlik,våld
500,Kampf::N,kurash,kamp
501,Kampf::N,kurash,strid
502,Bogen[Waffe]::N,yoy,båge
503,Pfeil::N,o'q,pil
504,Gewehr::N,vintovka,gevär
505,Fehler::N,xato,fel
506,Lüge::N,yolg'on,lögn
507,Schaden::N,ziyon,skada
508,Unglück::N,balo,otur
509,Unglück::N,balo,olycka
510,Schuld::N,ayb,skuld
511,Alter::N,yosh,ålder
512,Schluss::N,tamom,slut
513,Zeit::N,vaqt,tid
514,Tag::N,kun,dag
515,Morgen::N,saboh,morgon
516,Mittag::N,kun tushlik,middag
517,Abend::N,oqshom,kväll
518,Nacht::N,tun,natt
519,Woche::N,hafta,vecka
520,Monat::N,oy,månad
521,Jahr::N,yil,år
522,Frühling::N,bahor,vår
523,Sommer::N,yoz,sommar
524,Herbst::N,kuz,höst
525,Herbst::N,xazon,höst
526,Winter::N,qish,vinter
527,Januar::N,yanvar',januari
528,Februar::N,fevral',februari
529,März::N,mart,mars
530,April::N,aprel',april
531,Mai::N,may,maj
532,Juni::N,iyun',juni
533,Juli::N,iyul',juli
534,August::N,avgust,augusti
535,September::N,sentyabr',september
536,Oktober::N,oktyabr',oktober
537,November::N,noyabr',november
538,Dezember::N,dekabr',december
539,Montag::N,dushanba,måndag
540,Dienstag::N,seshanba,tisdag
541,Mittwoch::N,chorshanba,onsdag
542,Donnerstag::N,payshanba,torsdag
543,Freitag::N,juma,fredag
544,Samstag::N,shanba,lördag
545,Sonntag::N,yakshanba,söndag
546,groß::A,buyuk,stor
547,klein::A,kichik,liten
548,lang::A,uzun,lång
549,kurz::A,qisqa,kort
550,breit::A,keng,bred
551,schmal::A,änsiz,smal
552,dicht::A,quyuq,tät
553,dick[Gegenstand]::A,qalin,tjock
554,dünn::A,ingichka,tunn
555,fein::A,mayin,fin
556,fest::A,qattiq,fast
557,flach::A,yalpoq,platt
558,glatt::A,tekis,glatt
559,hart::A,qattiq,hård
560,weich::A,yumshoq,mjuk
561,rund::A,yumaloq,rund
562,spitz::A,uchli,toppig
563,spitz::A,uchli,spetsig
564,scharf::A,keskir,vass
565,scharf::A,keskir,skarp
566,stumpf::A,to'mtoq,slö
567,schwer::A,salmoqli,tung
568,schön::A,go'zal,skön
569,schön::A,go'zal,vacker
570,heiß::A,qiziq,het
571,warm::A,issiq,varm
572,kalt::A,sovuq,kall
573,kühl::A,salqin,sval
574,kühl::A,salqin,kylig
575,frisch::A,toza,färsk
576,feucht::A,namli,fuktig
577,nass::A,nam,våt
578,trocken::A,quruq,torr
579,voll::A,to'la,full
580,leer::A,puch,tom
581,offen::A,ochiq,öppen
582,geschlossen::A,berk,stängd
583,sauber::A,ozoda,ren
584,schmutzig::A,kir,snuskig
585,roh::A,xom,rå
586,reif::A,pishiq,mogen
587,lecker::A,shirin,läcker
588,süß::A,shirin,söt
589,bitter::A,achchiq,besk
590,bitter::A,achchiq,bitter
591,sauer::A,achchiq,sur
592,hell::A,yorug',ljus
593,dunkel::A,qorong'i,mörk
594,schwarz::A,qora,svart
595,weiß::A,oq,vit
596,rot::A,qizil,röd
597,gelb::A,sariq,gul
598,blau::A,zangori,blå
599,grün::A,yashil,grön
600,grau::A,bo'z,grå
601,bunt::A,ola,brokig
602,billig::A,arzon,billig
603,teuer::A,qimmat,dyr
604,wertvoll::A,qimmat,värdefull
605,blind::A,ko'r,blind
606,taub::A,garang,döv
607,kräftig::A,kuchli,kraftig
608,stark::A,quvvatli,stark
609,schwach::A,kuchsiz,svag
610,fett::A,semiz,fet
611,schlank::A,ingichka,slank
612,hübsch::A,ko'rkam,snygg
613,hübsch::A,ko'rkam,vacker
614,böse::A,yovuz,ond
615,böse::A,yovuz,elak
616,dumm::A,aqlsiz,dum
617,faul::A,ärinchak,lat
618,fleißig::A,ishchan,flitig
619,geizig::A,qurumsoq,snål
620,geizig::A,qurumsoq,girig
621,klug::A,oqil,klok
622,geschickt::A,äpchil,händig
623,geschickt::A,äpchil,skicklig
624,lieb::A,aziz,kär
625,lieb::A,aziz,snäll
626,lustig::A,chaqchaq,rolig
627,lustig::A,chaqchaq,lustig
628,sanft::A,asta,mild
629,hungrig::A,och,hungrig
630,krank::A,kasal,sjuk
631,nackt::A,yalang,naken
632,traurig::A,xafa,ledsen
633,traurig::A,xafa,sorgsen
634,lebendig::A,hayotiy,levande
635,gut::A,soz,bra
636,schlecht::A,yomon,dålig
637,richtig::A,rost,riktig
638,schlimm::A,yovuz,illa
639,wahr::A,haqiqiy,sann
640,alt::A,äski,gammal
641,neu::A,yangi,ny
642,ehemalig::A,sobiq,forn
643,ehemalig::A,sobiq,tidigare
644,alt[Lebewesen]::A,qari,gammal
645,jung::A,navqiron,ung
646,arm::A,abgor,fattig
647,reich::A,boy,rik
648,bekannt::A,ma'lum,känd
649,berühmt::A,mashhur,berömd
650,fremd::A,yot,främmande
651,verschieden::A,turli,åtskillig
652,nah::A,yaqindagi,nära
653,fern::A,uzoq,fjärran
654,linker::A,so'l,vänster
655,rechter::A,o'ng,höger
656,anderer::A,boshqa,annan
657,erster::A,birinchi,första
658,zweiter::A,ikkinchi,andra
659,dritter::A,uchinchi,tredje
660,letzter::A,oxirgi,sist
661,allein::ADV,o'zicha,allena
662,auf einmal::ADV,varakay,på en gång
663,zusammen::ADV,barobar,tillsammans
664,lange::ADV,uzoq,länge
665,plötzlich::ADV,qo'qqisdan,plötsligt
666,sofort::ADV,darrov,strax
667,sofort::ADV,darrov,genast
668,später::ADV,so'ngra,senare
669,jetzt::ADV,hozirgina,nu
670,heute::ADV,bugun,i dag
671,morgen::ADV,ärta,i morgon
672,bald::ADV,toz,snart
673,dann::ADV,keyin,då
674,gestern::ADV,kecha,i går
675,einst::ADV,avvallari,en gång
676,damals::ADV,ugal,då
677,damals::ADV,ugal,den gången
678,danach::ADV,so'ngra,därefter
679,vorher::ADV,avval,före
680,vorher::ADV,avval,förut
681,zuerst::ADV,avval,först
682,einmal::ADV,bir marta,en gång
683,manchmal::ADV,onda-sonda,ibland
684,oft::ADV,tez-tez,ofta
685,immer::ADV,har vaqt,alltid
686,niemals::ADV,hargiz,aldrig
687,hier::ADV,shu erda,här
688,hierhin::ADV,beri,hit
689,von hier::ADV,shu erdan,härifrån
690,dort::ADV,ana,där
691,dorthin::ADV,u yerga,dit
692,geradeaus::ADV,to'g'ri,rätt fram
693,vorwärts::ADV,ilgari,fram
694,vorwärts::ADV,ilgari,framåt
695,rückwärts::ADV,qoloq,baklänges
696,zurück::ADV,orqada,tillbaka
697,unten::ADV,pastda,nere
698,unten::ADV,pastda,nedanför
699,hinab::ADV,tubanga,ned
700,hinab::ADV,tubanga,nedåt
701,oben::ADV,ustida,ovan
702,oben::ADV,ustida,ovanpå
703,hinauf::ADV,yuqorida,upp
704,hinauf::ADV,yuqorida,uppåt
705,überall::ADV,har erda,överallt
706,nicht::ADV,ämas,ej
707,nicht::ADV,ämas,inte
708,ein wenig::ADV,biroz,litet
709,kaum::ADV,arang,knappt
710,kaum::ADV,arang,knappast
711,sehr::ADV,ancha,mycket
712,so::ADV,shunday,så
713,noch::ADV,hali,än
714,noch::ADV,hali,ännu
715,nur::ADV,yolg'iz,bara
716,nur::ADV,yolg'iz,endast
717,schon::ADV,endi,redan
718,wieder::ADV,yana,åter
719,vergebens::ADV,bekorga,förgäves
720,vor::PRP,burun,utanför
721,hinter::PRP,ketida,bakom
722,unter::PRP,ostida,under
723,durch::PRP,bo'ylab,genom
724,durch::PRP,bo'ylab,igenom
725,neben::PRP,yonida,bredvid
726,neben::PRP,yonida,vid sidan av
727,zwischen::PRP,orada,mellan
728,wegen::PRP,sababli,på grund av
729,dies::PRN,o'sha,detta
730,das::PRN,narigi,det
731,alles::PRN,har nima,allt
732,ich::PRN,men,jag
733,du::PRN,sen,du
734,er::PRN,u,han
735,wir::PRN,biz,vi
736,ihr::PRN,siz,ni
737,sie::PRN,ular,de
738,was::FPRN,nima,vad
739,wer::FPRN,kim,vem
740,wo::FADV,qaerda,var
741,wohin::FADV,qayerga,vart
742,wie::FADV,qanday,hur
743,warum::FADV,nega,varför
744,wieviel::FNUM,qancha,hur mycket
745,eins::NUM,bir,en
746,eins::NUM,bir,ett
747,zwei::NUM,ikki,två
748,drei::NUM,uch,tre
749,vier::NUM,to'rt,fyra
750,fünf::NUM,besh,fem
751,sechs::NUM,olti,sex
752,sieben::NUM,etti,sju
753,acht::NUM,sakkiz,åtta
754,neun::NUM,to'qqiz,nio
755,zehn::NUM,o'n,tio
756,elf::NUM,o'n bir,elva
757,zwölf::NUM,o'n ikki,tolv
758,zwanzig::NUM,yigirma,tjugo
759,dreißig::NUM,o'ttiz,trettio
760,vierzig::NUM,qirq,fyrtio
761,fünfzig::NUM,ällik,femtio
762,sechzig::NUM,oltmish,sextio
763,siebzig::NUM,etmish,sjuttio
764,achtzig::NUM,sakson,åttio
765,neunzig::NUM,to'qson,nittio
766,hundert::NUM,yuz,hundra
767,tausend::NUM,ming,tusen
768,und::CNJ,va,och
769,oder::CNJ,yo,eller
770,stehen::V,turmoq,stå
771,sitzen::V,o'tirmoq,sitta
772,liegen::V,yotmoq,ligga
773,hängen::V,osilmoq,hänga
774,werden::V,bo'lmoq,bli
775,passieren::V,bo'lib o'tmoq,ske
776,passieren::V,bo'lib o'tmoq,hända
777,beginnen::V,boshlanmoq,börja
778,enden::V,bitmoq,ända
779,wechseln::V,o'zgarmoq,växla
780,aufgehen[Sonne]::V,chiqmoq,gå upp
781,untergehen[Sonne]::V,botmoq,gå ned
782,scheinen[Sonne]::V,yaraqlamoq,skina
783,donnern::V,gulduramoq,dundra
784,wehen::V,elpimoq,blåsa
785,strömen::V,oqmoq,forsa
786,strömen::V,oqmoq,strömma
787,fließen::V,oqmoq,flyta
788,sich drehen::V,aylanmoq,snurra
789,schwanken::V,qoqilmoq,vackla
790,schwingen::V,lopillamoq,svinga
791,fallen::V,tushmoq,falla
792,brennen::V,yonmoq,brinna
793,rauchen::V,tutamoq,ryka
794,regnen::V,yomg'ir yog'moq,regna
795,gefrieren::V,muzlamoq,frysa
796,tauen::V,ärimoq,töa
797,schmelzen::V,ärimoq,smälta
798,trocknen::V,qurimoq,torka
799,sieden::V,qaynamoq,koka
800,sieden::V,qaynamoq,sjuda
801,faulen::V,chirimoq,ruttna
802,verfaulen::V,chirimoq,ruttna
803,reißen::V,qayt qilmoq,brista
804,versinken::V,g'arq bo'lmoq,sjunka
805,vergehen::V,o'tmoq,förgå
806,erscheinen::V,zuhur ätmoq,synas
807,erscheinen::V,zuhur ätmoq,visa sig
808,verschwinden::V,yo'qolmoq,försvinna
809,sinken::V,pasaymoq,sjunka
810,abnehmen::V,kamaymoq,avta
811,abnehmen::V,kamaymoq,minskas
812,zunehmen::V,urchimoq,tilltaga
813,steigen::V,oshmoq,stiga
814,wachsen::V,o'smoq,växa
815,glänzen::V,porlamoq,glimma
816,funkeln::V,yalt ätmoq,tindra
817,funkeln::V,yalt ätmoq,gnistra
818,lärmen::V,taraq ätmoq,bråka
819,lärmen::V,taraq ätmoq,väsnas
820,läuten::V,jiringlamoq,ringa
