,Concept_ID,la,da
853,hinfallen::V,cadere,
854,laufen::V,vadere,løbe
855,schreiten::V,gradi,skride
856,spazierengehen::V,ambulare,gå en tur
857,eilen::V,properare,ile
858,sich beeilen::V,festinare,skynde sig
859,sausen::V,currere,suse
860,rennen::V,currere,løbe
861,rennen::V,currere,rende
862,springen::V,salire,hoppe
863,springen::V,salire,springe
864,klettern::V,niti,klatre
865,schaukeln::V,oscillare,gynge
866,kriechen::V,repere,krybe
867,kriechen::V,serpere,krybe
868,schwimmen::V,nare,svømme
869,schwimmen::V,natare,svømme
870,tauchen::V,mergere,dykke
871,rudern::V,remigare,ro
872,fahren::V,vehi,køre
873,fliegen::V,volare,flyve
874,gehen::V,ire,gå
875,gehen::V,vadere,gå
876,weggehen::V,abire,gå bort
877,weggehen::V,discedere,gå bort
878,abfahren::V,proficisci,køre bort
879,anhalten::V,consistere,standse
880,hineingehen::V,inire,gå ind
881,hineingehen::V,ingredi,gå ind
882,eintreten::V,intrare,træde ind
883,kommen::V,venire,komme
884,ankommen::V,advenire,ankomme
885,zurückkommen::V,revenire,komme tilbage
886,bleiben::V,manere,blive
887,bleiben::V,manere,forblive
888,warten::V,opperiri,vente
889,erwarten::V,opperiri,vente
890,erwarten::V,opperiri,afvente
891,erwarten::V,expectare,vente
892,erwarten::V,expectare,afvente
893,suchen::V,quaerere,søge
894,finden::V,reperire,finde
895,versuchen::V,conari,forsøge
896,versuchen::V,temptare,forsøge
897,vorbereiten::V,parare,forberede
898,lieben::V,amare,elske
899,mögen::V,amare,holde af
900,mögen::V,amare,kunne lide
901,lachen::V,ridere,le
902,rühren::V,commovere,røre
903,weinen::V,flere,græde
904,schimpfen::V,increpare,skænde
905,sich ärgern::V,indignari,ærgre sig
906,sich fürchten::V,vereri,være bange
907,fürchten::V,timere,være bange for
908,fliehen::V,fugere,flygte
909,flüchten::V,effugere,flygte
910,sehen::V,videre,se
911,anschauen::V,aspectare,se på
912,anschauen::V,aspectare,betragte
913,ansehen::V,spectare,anse
914,hören::V,audire,høre
915,zuhören::V,auscultare,høre til
916,probieren::V,gustare,smage
917,probieren::V,gustare,smage på
918,riechen::V,olfacere,lugte
919,fühlen::V,sentire,føle
920,scheinen::V,videri,synes
921,zu sehen sein::V,conspici,synes
922,vernehmen::V,comperire,erfare
923,frieren::V,algere,fryse
924,tun::V,facere,gøre
925,können::V,posse,kunne
926,wollen::V,velle,ville
927,anfangen::V,incipere,begynde
928,beenden::V,finire,afslutte
929,aufhören::V,desistere,ophøre
930,aufhören::V,desistere,holde op
931,gelingen::V,contingere,lykkes
932,geraten::V,evenire,blive
933,öffnen::V,aperire,åbne
934,schließen::V,claudere,lukke
935,stellen::V,sistere,stille
936,setzen::V,ponere,sætte
937,legen::V,ponere,lægge
938,berühren::V,tangere,berøre
939,verbinden::V,iungere,forbinde
940,bedecken::V,tegere,dække
941,bedecken::V,tegere,bedække
942,bedecken::V,operire,dække
943,bedecken::V,operire,bedække
944,aufhängen::V,suspendere,hænge
945,aufhängen::V,suspendere,hænge op
946,anzünden::V,accendere,tænde
947,anzünden::V,accendere,antænde
948,anzünden::V,inflammare,tænde
949,anzünden::V,inflammare,antænde
950,aufheben::V,tollere,løfte
951,aufheben::V,tollere,tage op
952,zurücklassen::V,relinquere,lade tilbage
953,verlieren::V,perdere,miste
954,verlieren::V,amittere,miste
955,fallen lassen::V,dimittere,tabe
956,fallen lassen::V,dimittere,droppe
957,machen::V,facere,gøre
958,herstellen::V,fabricare,fremstille
959,bauen::V,construere,bygge
960,reparieren::V,reparare,reparere
961,verbessern::V,emendare,rette
962,verbessern::V,emendare,forbedre
963,ändern::V,mutare,ændre
964,graben::V,fodere,grave
965,beugen::V,flectere,bøje
966,biegen::V,curvare,bøje
967,drehen::V,torquere,dreje
968,wenden::V,vertere,vende
969,umdrehen::V,convertere,dreje om
970,heben::V,tollere,hæve
971,hochheben::V,levare,løfte
972,ergreifen::V,capessere,gribe fat i
973,halten::V,tenere,holde
974,drücken::V,premere,trykke
975,schieben::V,promovere,skyde
976,schieben::V,promovere,skubbe
977,kratzen::V,radere,klø
978,kratzen::V,radere,kradse
979,lecken::V,lambere,slikke
980,beißen::V,mordere,bide
981,abreißen::V,avellere,rive af
982,abschneiden::V,desecare,skære af
983,binden::V,ligare,binde
984,stecken::V,inserere,stikke
985,brechen::V,rumpere,brække
986,klopfen::V,pultare,banke
987,hauen::V,ferire,hugge
988,kleben::V,agglutinare,klistre
989,reiben::V,terere,gnide
990,streichen::V,oblinere,smøre
991,schleifen::V,acuere,slibe
992,schneiden::V,secare,skære
993,schneiden::V,secare,klippe
994,rütteln::V,quassare,ruske
995,schütteln::V,quatere,ryste
996,schwenken::V,ventilare,svinge
997,schütten::V,fundere,hælde
998,füllen::V,complere,fylde
999,einwickeln::V,involvere,pakke ind
1000,tragen::V,ferre,bære
1001,tragen::V,portare,bære
1002,schleppen::V,pertrahere,slæbe
1003,ziehen::V,trahere,trække
1004,aufbewahren::V,asservare,opbevare
1005,werfen::V,iacere,kaste
1006,fangen::V,capere,fange
1007,packen::V,capessere,gribe
1008,verstecken::V,abdere,gemme
1009,teilen::V,partiri,dele
1010,teilen::V,dividere,dele
1011,schicken::V,mittere,sende
1012,bringen::V,apportare,bringe
1013,hinzufügen::V,addere,tilføje
1014,bekommen::V,adipisci,få
1015,erhalten::V,accipere,få
1016,nehmen::V,sumere,tage
1017,wählen::V,eligere,vælge
1018,auswählen::V,deligere,udvælge
1019,bewahren::V,conservare,bevare
1020,behindern::V,impedire,hindre
1021,behindern::V,impedire,forhindre
1022,verderben::V,corrumpere,ødelægge
1023,beschädigen::V,laedere,beskadige
1024,zerbrechen::V,rumpere,brække itu
1025,zerbrechen::V,frangere,brække itu
1026,zerreißen::V,discindere,rive itu
1027,zerstören::V,delere,ødelægge
1028,verbrennen::V,urere,brænde
1029,verbrennen::V,cremare,brænde
1030,geben::V,dare,give
1031,reichen::V,praebere,række
1032,schenken::V,donare,forære
1033,schenken::V,largiri,forære
1034,versprechen::V,polliceri,love
1035,versprechen::V,promittere,love
1036,loben::V,laudare,rose
1037,küssen::V,osculari,kysse
1038,zudecken::V,tegere,dække til
1039,wecken::V,excitare,vække
1040,zeigen::V,monstrare,vise
1041,führen::V,ducere,føre
1042,lehren::V,docere,lære
1043,unterrichten::V,instituere,undervise
1044,aufziehen::V,nutrire,opdrage
1045,leiten::V,ducere,lede
1046,antreiben::V,incitare,skynde på
1047,lassen::V,iubere,få til at
1048,einladen::V,invitare,indbyde
1049,einladen::V,invitare,invitere
1050,vereinigen::V,coniungere,forene
1051,besuchen::V,visere,besøge
1052,treffen::V,convenire,møde
1053,sich versammeln::V,convenire,forsamles
1054,spielen::V,ludere,lege
1055,spielen::V,ludere,spille
1056,singen::V,cantare,synge
1057,tanzen::V,saltare,danse
1058,sich trennen::V,digredi,skilles
1059,sich trennen::V,discedere,skilles
1060,verlassen::V,deserere,forlade
1061,verlassen::V,relinquere,forlade
1062,retten::V,servare,redde
1063,bewachen::V,custodire,bevogte
1064,schützen::V,tueri,skærme
1065,schützen::V,tueri,beskytte
1066,schützen::V,tutari,skærme
1067,schützen::V,tutari,beskytte
1068,verteidigen::V,defendere,forsvare
1069,sich schlagen::V,luctari,slås
1070,schießen::V,iaculari,skyde
1071,siegen::V,vincere,sejre
1072,ärgern::V,irritare,ærgre
1073,schlagen::V,ferire,slå
1074,treten::V,calcare,sparke
1075,stechen::V,pungere,stikke
1076,stoßen::V,tundere,støde
1077,stehlen::V,furari,stjæle
1078,stören::V,turbare,forstyrre
1079,belästigen::V,obtundere,genere
1080,belästigen::V,obtundere,ulejlige
1081,verbergen::V,celare,skjule
1082,verbergen::V,occultare,skjule
1083,täuschen::V,fallere,villede
1084,betrügen::V,fraudare,bedrage
1085,töten::V,necare,dræbe
1086,töten::V,caedere,dræbe
1087,wohnen::V,habitare,bo
1088,arbeiten::V,laborare,arbejde
1089,sammeln::V,colligere,samle
1090,pflücken::V,carpere,plukke
1091,jagen::V,venari,jage
1092,fischen::V,piscari,fiske
1093,fassen::V,capere,fange
1094,hüten::V,custodire,vogte
1095,treiben::V,agere,drive
1096,anbinden::V,alligare,binde fast
1097,füttern::V,nutrire,fodre
1098,melken::V,mulgere,malke
1099,hacken::V,findere,hakke
1100,gießen::V,rigare,hælde
1101,reifen::V,maturescere,modne
1102,zubereiten::V,apparare,tilberede
1103,kochen::V,coquere,koge
1104,backen::V,coquere,bage
1105,braten::V,torrere,stege
1106,umrühren::V,commovere,røre om
1107,stricken::V,texere,strikke
1108,nähen::V,suere,sy
1109,färben::V,tingere,farve
1110,reinigen::V,purgare,rense
1111,reinigen::V,purgare,gøre ren
1112,waschen::V,lavare,vaske
1113,abwischen::V,abstergere,tørre af
1114,spülen::V,perluere,skylle
1115,fegen::V,verrere,feje
1116,kehren::V,purgare,feje
1117,baden::V,lavari,bade
1118,sich waschen::V,lavari,vaske sig
1119,ausziehen::V,exuere,tage af
1120,anziehen::V,induere,tage på
1121,sich anziehen::V,vestiri,klæde sig på
1122,kämmen::V,pectere,rede
1123,kämmen::V,pectere,frisere
1124,schmücken::V,ornare,pynte
1125,schmücken::V,ornare,smykke
1126,schmücken::V,decorare,pynte
1127,schmücken::V,decorare,smykke
1128,sagen::V,dicere,sige
1129,sprechen::V,fari,snakke
1130,reden::V,loqui,tale
1131,reden::V,loqui,snakke
1132,sich unterhalten::V,colloqui,snakke sammen
1133,sich unterhalten::V,disputare,snakke sammen
1134,fragen::V,rogare,spørge
1135,fragen::V,quaerere,spørge
1136,bitten::V,orare,bede
1137,bitten::V,rogare,bede
1138,erzählen::V,narrare,berette
1139,erzählen::V,narrare,fortælle
1140,mitteilen::V,communicare,meddele
1141,nennen::V,appellare,nævne
1142,rufen::V,vocare,råbe
1143,prahlen::V,gloriari,prale
1144,übersetzen::V,vertere,oversætte
1145,denken::V,cogitare,tænke
1146,glauben::V,credere,tro
1147,bemerken::V,animadvertere,bemærke
1148,bemerken::V,animadvertere,lægge mærke til
1149,erkennen::V,cognoscere,genkende
1150,begreifen::V,comprehendere,begribe
1151,verstehen::V,intellegere,forstå
1152,lernen::V,discere,lære
1153,wissen::V,scire,vide
1154,sich erinnern an::V,meminisse,mindes
1155,sich erinnern an::V,meminisse,huske på
1156,vergessen::V,oblivisci,glemme
1157,messen::V,metiri,måle
1158,zählen::V,numerare,tælle
1159,rechnen::V,reri,regne
1160,rechnen::V,calculare,regne
1161,lesen::V,legere,læse
1162,malen::V,pingere,male
1163,zeichnen::V,scribere,tegne
1164,schreiben::V,scribere,skrive
1165,besitzen::V,possidere,eje
1166,besitzen::V,possidere,besidde
1167,kaufen::V,emere,købe
1168,verkaufen::V,vendere,sælge
1169,bezahlen::V,pendere,betale
1170,zahlen::V,solvere,betale
1171,beherrschen::V,regere,beherske
1172,beherrschen::V,imperare,beherske
1173,ertragen::V,tolerare,tåle
1174,ertragen::V,tolerare,udholde
1175,ertragen::V,sustinere,tåle
1176,ertragen::V,sustinere,udholde
1177,wünschen::V,,ønske
1178,wiegen::V,,vugge
