,Concept_ID,udm,myv
256,Eltern::N,бубы-мумы,тетят-ават
257,Vater::N,айы,тетя
258,Vater::N,атай,тетя
259,Mutter::N,мумы,ава
260,Sohn::N,пи,цёра
261,Tochter::N,ныл,тейтерь
262,Bruder::N,агай,леля
263,Bruder::N,агай,ялакс
264,Schwester::N,апа,сазор
265,Schwester::N,сузэр,сазор
266,Onkel::N,агай,леля
267,Tante::N,апа,патя
268,Tante::N,кенак,патя
269,Ehemann::N,карт,мирде
270,Ehefrau::N,кышно,ни
271,Freude::N,шумпотон,кеняркс
272,Gelächter::N,горем,ракамо
273,Gelächter::N,горем,пейдема
274,Glück::N,шуд,уцяска
275,Kummer::N,кайгу,рискс
276,Kummer::N,кайгу,мелявкс
277,Kummer::N,куректон,рискс
278,Kummer::N,куректон,мелявкс
279,Wunsch::N,мылпотон,мель
280,Wunsch::N,мылпотон,бажамо
281,Lust::N,потон,бажамо
282,Geist::N,лул,ойме
283,Gedanke::N,малпан,мель
284,Gedächtnis::N,йырсазь,мель
285,Gedächtnis::N,тодэваён,мель
286,Verstand::N,йырвизь,прев
287,Sinn::N,смысл,толк
288,Sinn::N,смысл,смысла
289,Grund::N,муг,тувтал
290,Grund::N,ньӧм,тувтал
291,Wahrheit::N,зэм,видечи
292,Wahrheit::N,шонер,видечи
293,Gespräch::N,вераськон,кортнема
294,Märchen::N,выжыкыл,ёвкс
295,Erzählung::N,верос,ёвтнема
296,Nachricht::N,ивор,куля
297,Neuigkeit::N,выльивор,куля
298,Name::N,ним,лем
299,Rätsel::N,мадькыл,содамоёвкс
300,Rede::N,верам,кортамо
301,Sprache::N,кыл,кель
302,Stimme::N,куара,ваигель
303,Wort::N,кыл,вал
304,Zeichen::N,пус,теште
305,Zeichen::N,тодмет,теште
306,Ruf::N,ӧтён,тердема
307,Ruf::N,чортон,тердема
308,Lärm::N,ӵашетон,шалнома
309,Laut::N,куара,вайгель
310,Ton::N,куара,гайнема
311,Lied::N,кырӟан,моро
312,Ruhe::N,чалмыт улон,оймамо
313,Leute::N,адямиос,ломанть
314,Volk::N,калык,народ
315,Arbeit::N,уж,тев
316,Gast::N,куно,инже
317,Geschenk::N,салам,казне
318,Geschenk::N,кузьым,казне
319,Spiel::N,шудон,налксема
320,Gesellschaft::N,калык,община
321,Hilfe::N,юрттон,лездамо
322,Freund::N,эш,оя
323,Freund::N,эш,ялга
324,Freund::N,юлтош,оя
325,Freund::N,юлтош,ялга
326,Kamerad::N,тодмо,оя
327,Kamerad::N,тодмо,ялга
328,Angelegenheit::N,уж,тев
329,Anzahl::N,лыд,ламоксчи
330,Art::N,тус,вид
331,Stück::N,юдэс,пакш
332,Stück::N,юдэс,пелькс
333,Teil::N,люкет,часть
334,Teil::N,люкет,пелькс
335,Hälfte::N,ӝыны,пель
336,Hälfte::N,ӝыны,пелькс
337,Kreis::N,котырес,кирькс
338,Kreuz::N,крест,крёст
339,Linie::N,гож,кикс
340,Strich::N,гож,межа
341,Abstand::N,вис,ютко
342,Abstand::N,кусып,ютко
343,Entfernung::N,кусып,ютко
344,Gegend::N,инты,тарка
345,Gegend::N,инты,пертьпелькс
346,Platz::N,инты,васолкс
347,Ort::N,инты,тарка
348,Ort::N,места,тарка
349,Seite::N,пал,ён
350,Seite::N,пал,чире
351,Mitte::N,шор,куншка
352,Gegenstand::N,арбери,предмет
353,Sache::N,котыр,тев
354,Sache::N,котыр,веща
355,Rand::N,дур,пе
356,Rand::N,дур,чире
357,Rand::N,шаер,пе
358,Rand::N,шаер,чире
359,Kante::N,дур,ирдез
360,Ecke::N,сэрег,ужо
361,Spitze::N,йыл,пряне
362,Spitze::N,йыл,пе
363,Ende::N,пум,пе
364,Loch::N,пась,варя
365,Winkel::N,сэрег,ужо
366,Muster::N,пужы,сёрма
367,Größe::N,быдӟала,сэрь
368,Größe::N,быдӟала,покшолма
369,Länge::N,кузьдала,кувалмо
370,Höhe::N,ӝуждала,сэрь
371,Höhe::N,ӝуждала,пандо
372,Gewicht::N,сектала,сталмо
373,Gewicht::N,секытлык,сталмо
374,Menge::N,лыд,лововкс
375,Menge::N,лыдпус,лововкс
376,Haufen::N,люк,мар
377,Haufen::N,люк,валявкс
378,Reihe::N,чур,ряд
379,Boot::N,пыж,венч
380,Boot::N,лодка,венч
381,Ruder::N,полыс,милё
382,Schlitten::N,додьы,нурдт
383,Ski::N,куас,сокс
384,Lagerfeuer::N,тылскем,толбандя
385,Last::N,секыт,сталмо
386,Last::N,секыт,кандома
387,Gang::N,ветлон,молема
388,Gang::N,ветлон,якамо
389,Schritt::N,вамыш,эскелькс
390,Norden::N,уйпал,якшамо ёнкс
391,Süden::N,лымшор,лембе ёнкс
392,Westen::N,шунды пуксён,чивалгома
393,Osten::N,шунды ӝужан,чилисема
394,Holz::N,пу,чувто
395,Brett::N,пул,лаз
396,Platte::N,плита,плита
397,Stütze::N,пыкет,неже
398,Stange::N,пуӵ,олга
399,Stock::N,боды,мандо
400,Stab::N,пуӵ,олога
401,Stab::N,боды,олога
402,Rohr::N,труба,турба
403,Haus::N,юрт,кудо
404,Heim::N,корка,кудо
405,Ofen::N,гур,каштомо
406,Fußboden::N,выж,киякс
407,Tisch::N,ӝӧк,столь
408,Stuhl::N,пукон,стул
409,Wiege::N,кӧкы,лавсь
410,Wiege::N,кӧкы,нурямот
411,Wiege::N,зыбка,лавсь
412,Wiege::N,зыбка,нурямот
413,Bett::N,валес,ацамо
414,Regal::N,ӝажы,лався
415,Regal::N,ӝажы,лавсяланго
416,Kiste::N,ящик,горобия
417,Kiste::N,ящик,сундук
418,Fenster::N,укно,вальма
419,Fenster::N,косяк,вальма
420,Tür::N,ӧс,кенкш
421,Tor::N,ӟезьы,ортат
422,Zaun::N,забор,пирявт
423,Zaun::N,забор,пирвякс
424,Dach::N,липет,кудопря
425,Leiter::N,падӟа,кузтема
426,Besen::N,ӵужон,тенсть
427,Besen::N,исьнер,тенсть
428,Spaten::N,лопатка,койме
429,Schaufel::N,ютырон,кече
430,Schaufel::N,ютырон,келей койме
431,Gabel::N,тэчы,сянгине
432,Gabel::N,вилка,сянгине
433,Löffel::N,пуньы,пенч
434,Messer::N,пурт,пеель
435,Nagel::N,кортӵог,эске
436,Netz::N,сеть,алтыма
437,Haken::N,курик,кечказ
438,Griff::N,ныд,кедне
439,Schloss::N,тунгон,замок
440,Schloss::N,тунгон,панжома
441,Bild::N,суред,картина
442,Figur::N,фигура,рунго
443,Puppe::N,мунё,няка
444,Beutel::N,пуйы,кескав
445,Bündel::N,керттэт,керькс
446,Tasche::N,пуйы,юдма
447,Tasche::N,сумка,юдма
448,Eimer::N,ведра,ведра
449,Deckel::N,ӵоксэт,велькс
450,Geschirr::N,тусьты-пуньы,кедьге
451,Sack::N,пуйы,кескав
452,Tasse::N,ӵаша,чакш
453,Topf::N,миска,кастрюля
454,Kessel::N,пурты,котёл
455,Essen::N,сиськон,ярсамо
456,Nahrung::N,сион,ярсамопель
457,Speise::N,сиён,ярсамопель
458,Fleisch::N,сӥль,сывель
459,Getreide::N,ю тысь,сюро
460,Brei::N,ӝук,каша
461,Brot::N,нянь,кши
462,Scheibe::N,шорем,кочом
463,Scheibe::N,шорем,сускомо
464,Fett::N,кӧй,куя
465,Butter::N,вӧй,ой
466,Öl::N,вӧй,ой
467,Salz::N,сылал,сал
468,Suppe::N,шыд,ям
469,Honig::N,чечы,медь
470,Milch::N,йӧл,ловсо
471,Tee::N,чай,чай
472,Leder::N,сурон,киське
473,Wolle::N,гон,пона
474,Wolle::N,ыжгон,пона
475,Stoff::N,куэм,коцт
476,Nadel::N,вень,салмукс
477,Faden::N,сӥньыс,суре
478,Knopf::N,бирды,пов
479,Knoten::N,герд,сюлмо
480,Farbe::N,буёл,артомапель
481,Kleidung::N,дӥсь,оршамот
482,Hemd::N,дэрем,панар
483,Kragen::N,сирес,сиве
484,Ärmel::N,саес,ожа
485,Hose::N,брюки,понкст
486,Hose::N,штань,понкст
487,Gürtel::N,кускерттон,каркс
488,Mütze::N,ызьы,чапка
489,Schuh::N,ботинка,туфля
490,Stiefel::N,сапег,кем
491,Ring::N,зундэс,суркс
492,Band::N,лента,лента
493,Kamm::N,сын,сурсеме
494,Spiegel::N,синучкон,чавачамо
495,Riemen::N,е,кшнань каркс
496,Schnur::N,гозы,пикс
497,Leine::N,думет,ведьме
498,Decke::N,шобрет,вельтямо
499,Kissen::N,миндэр,тодов
500,Tuch::N,кышет,паця
501,Handtuch::N,ӵушкон,нардамо
502,Kraft::N,кать,вий
503,Kraft::N,ӟигар,вий
504,Stärke::N,юнлык,виевчи
505,Gesundheit::N,тазалык,шумбрачи
506,Krankheit::N,висён,орма
507,Krankheit::N,висён,сэредема
508,Schmerz::N,висён,сэредькс
509,Wunde::N,яра,керявкс
510,Fieber::N,кезег,маштыкс
511,Arznei::N,эмъюм,ормаменькс
512,Brücke::N,выж,сэдь
513,Brücke::N,выж,мадамо
514,Brunnen::N,колдэч,лисьма
515,Weide::N,возь,ракшань ванома тарка
516,Pfad::N,сюрес,ян
517,Weg::N,сюрес,ки
518,Straße::N,сюрес,ки
519,Dorf::N,гурт,веле
520,Stadt::N,кар,ош
521,Stadt::N,город,ош
522,Brief::N,гожтэт,сёрма
523,Buch::N,книга,книга
524,Buchstabe::N,буква,буква
525,Zeitung::N,газет,газета
526,Leben::N,улон,эрямо
527,Tod::N,кулон,кулома
528,Grab::N,шайгу,калмо
529,Kirche::N,черк,церькова
530,Sünde::N,сьӧлык,чумочи
531,Gott::N,ӥнмар,паз
532,Arbeiter::N,рабочий,робочей
533,Chef::N,начальник,прявт
534,Meister::N,кибашлы,кол тевень тенця
535,Arzt::N,врач,врач
536,Lehrer::N,дышетӥсь,учитель
537,Lehrer::N,дышетӥсь,тонавтыця
538,Geld::N,уксё,ярмак
539,Geld::N,коньдон,ярмак
540,Geschäft::N,уж,ладязь тев
541,Laden::N,магазин,лавка
542,Preis::N,дун,питне
543,Ware::N,вуз,миевкс
544,Ware::N,вуз,рамавкс
545,Nutzen::N,пайда,паро
546,Nutzen::N,пайда,лезэ
547,Reichtum::N,узырлык,сюпавчи
548,Welt::N,дунне,мир
549,Welt::N,дунне,мастор ланго
550,Land::N,шаер,мастор
551,Staat::N,кун,государства
552,König::N,эксэй,король
553,Macht::N,власть,азорксчи
554,Grenze::N,кунгож,буен тешкс
555,Krieg::N,ож,война
556,Feind::N,тушмон,душман
557,Gewalt::N,эриктэман,нарьгамо
558,Kampf::N,нюръяськон,тюрема
559,Bogen[Waffe]::N,пукыӵ,нал
560,Pfeil::N,пукыӵ вень,нал
561,Gewehr::N,пыӵал,ружия
562,Gewehr::N,пыӵал,винтовка
563,Fehler::N,янгыш,ильведькс
564,Fehler::N,янгыш,ильведевкс
565,Lüge::N,пӧян,манчема
566,Lüge::N,пӧян,кенгелема
567,Lüge::N,алдан,манчема
568,Lüge::N,алдан,кенгелема
569,Lüge::N,ӧрекчан,манчема
570,Lüge::N,ӧрекчан,кенгелема
571,Schaden::N,изъян,зыян
572,Unglück::N,куректон,зыян
573,Unglück::N,шудтэме усён,зыян
574,Schuld::N,янгыш,чумочи
575,Alter::N,арлыд,шка
576,Schluss::N,пум,пе
577,Zeit::N,дыр,шка
578,Zeit::N,дыр,пинге
579,Tag::N,нунал,чи
580,Morgen::N,ӵукна,валске
581,Mittag::N,лымшор,чикуншка
582,Abend::N,ӝыт,чокшнэ
583,Abend::N,акшан,чокшнэ
584,Nacht::N,уй,ве
585,Woche::N,арня,недля
586,Monat::N,толэзь,ков
587,Jahr::N,ар,ие
588,Frühling::N,тулыс,тундо
589,Sommer::N,гужем,кизэ
590,Herbst::N,сӥзьыл,сёксь
591,Winter::N,тол,теле
592,Januar::N,выльартолэзь,якшамков
593,Februar::N,тулыспал,февраль
594,März::N,южтолэзь,март
595,April::N,оштолэзь,апрель
596,Mai::N,куартолэзь,май
597,Juni::N,вожотолэзь,июнь
598,Juli::N,пӧсьтолэзь,июль
599,August::N,гудырикошкон,август
600,September::N,куарусён,сентября
601,Oktober::N,выльӝуктолэзь,октября
602,November::N,шуркынмон,ноября
603,Dezember::N,толсур,декабря
604,Montag::N,вордӥськон,пондельник
605,Dienstag::N,вторник,овторник
606,Mittwoch::N,вирнунал,серёда
607,Donnerstag::N,покчиарня,цетьверьг
608,Freitag::N,удмуртарня,пеця
609,Samstag::N,кӧснунал,субута
610,Samstag::N,кӧснунал,шлямочи
611,Sonntag::N,арня,недлячи
612,groß::A,бадӟым,ине
613,groß::A,бадӟым,покш
614,klein::A,пичи,вишка
615,lang::A,кузь,кувака
616,kurz::A,вакчи,нурькине
617,breit::A,паськыт,келей
618,schmal::A,сюлэг,теине
619,dicht::A,ӵем,тусто
620,dick[Gegenstand]::A,зӧк,эчке
621,dünn::A,векчи,човине
622,fein::A,векчи,човине
623,fest::A,юн,кеме
624,fest::A,чурыт,кеме
625,flach::A,ӵошкыт,лапужа
626,glatt::A,гылыт,валаня
627,glatt::A,вольыт,валаня
628,hart::A,чурыт,калгодо
629,weich::A,небыт,чевте
630,rund::A,котырес,кеверь
631,spitz::A,йылсо,пшти
632,scharf::A,лэчыт,пшти
633,stumpf::A,ныж,ношка
634,schwer::A,секыт,стака
635,schön::A,чебер,мазый
636,heiß::A,пӧсь,пси
637,warm::A,шуныт,лембе
638,kalt::A,кезьыт,якшамо
639,kühl::A,юзмыт,экше
640,kühl::A,салкым,экше
641,frisch::A,выль,свежа
642,feucht::A,мускыт,летьке
643,nass::A,котмем,начко
644,trocken::A,кӧс,коське
645,voll::A,тыр,пешксе
646,leer::A,буш,чаво
647,leer::A,тырттэм,чаво
648,offen::A,усьтэм,панжадо
649,offen::A,усьтэм,виде
650,geschlossen::A,ӵогам,пекстазь
651,geschlossen::A,ӵогам,сёлгозь
652,geschlossen::A,пунням,пекстазь
653,geschlossen::A,пунням,сёлгозь
654,sauber::A,ӝикыт,ванькс
655,sauber::A,чылкыт,ванькс
656,schmutzig::A,нӧд,ливезев
657,roh::A,ыль,верек
658,reif::A,вуэм,кенерезь
659,lecker::A,ческыт,тантей
660,süß::A,ческыт,ламбамо
661,bitter::A,курыт,сэпей
662,sauer::A,чырс,чапамо
663,hell::A,югыт,валдо
664,dunkel::A,пеймыт,чопода
665,schwarz::A,сьӧд,раужо
666,weiß::A,тӧдьы,ашо
667,rot::A,горд,якстере
668,gelb::A,ӵуж,ожо
669,blau::A,лыз,сэнь
670,grün::A,вож,пиже
671,grau::A,пурысь,шержев
672,bunt::A,куӵо,сёрмав
673,billig::A,дунтэм,аволь питней
674,teuer::A,дуно,питней
675,wertvoll::A,дуно,питней
676,blind::A,сукыр,сокор
677,blind::A,синтэм,сокор
678,taub::A,пельтэм,амариця
679,kräftig::A,кужмо,пек виев
680,stark::A,юн,виев
681,stark::A,кужмо,виев
682,schwach::A,ляб,лавшо
683,schwach::A,начар,лавшо
684,fett::A,кӧй,куя
685,schlank::A,веськыт,виде ронга
686,schlank::A,веськрес,виде ронга
687,hübsch::A,чебер,мазый
688,hübsch::A,синмаськымон,мазый
689,böse::A,лек,кежей
690,dumm::A,шузи,чавола
691,dumm::A,шузи,превтеме
692,dumm::A,визьтэм,чавола
693,dumm::A,визьтэм,превтеме
694,faul::A,азьтэм,нузякс
695,fleißig::A,сюлмо,мелень путыця
696,geizig::A,сук,скупой
697,klug::A,визьмо,превей
698,geschickt::A,усто,маштозь теезь
699,geschickt::A,быгатӥсь,маштозь теезь
700,lieb::A,мусо,вадря
701,lustig::A,шулдыр,весёла
702,sanft::A,мусо,сэтьме
703,sanft::A,эрке,сэтьме
704,hungrig::A,сютэм,вачо
705,krank::A,висись,сэредиця
706,nackt::A,гольык,штапо
707,traurig::A,мӧзмыт,нусманя
708,lebendig::A,улэп,эриця
709,gut::A,ӟеч,паро
710,gut::A,умой,паро
711,schlecht::A,урод,берянь
712,schlecht::A,алама,берянь
713,richtig::A,шонер,виде
714,schlimm::A,алама,берянь
715,wahr::A,зэмос,алкуксонь
716,alt::A,вуж,ташто
717,neu::A,выль,од
718,ehemalig::A,азьвылэз,икелень
719,alt[Lebewesen]::A,пересь,сыре
720,jung::A,егит,од
721,jung::A,пинал,од
722,arm::A,начар,кажов
723,arm::A,куанер,кажов
724,reich::A,узыр,сюпав
725,bekannt::A,тодмо,содавикс
726,berühmt::A,дано,содавикс
727,fremd::A,ят,лия
728,fremd::A,ят,асодавикс
729,verschieden::A,пӧртэм,эрьва
730,nah::A,матысь,а васолонь
731,fern::A,кыдёкысь,умонь
732,fern::A,кыдёкысь,кезэрень
733,linker::A,паллян,керш
734,rechter::A,бур,вить
735,rechter::A,бурпал,вить
736,anderer::A,мукет,лия
737,erster::A,нырысетӥез,васень
738,erster::A,нырысетӥез,васенце
739,zweiter::A,кыктэтӥез,омбоце
740,dritter::A,кунньметӥез,колмоце
741,letzter::A,берло,меельце
742,letzter::A,берпум,меельце
743,allein::ADV,огназ,башка
744,allein::ADV,огназ,ськамонзо
745,auf einmal::ADV,огдыре,вейсэ
746,zusammen::ADV,ӵош,вейс
747,zusammen::ADV,ӵош,вейсэ
748,zusammen::ADV,валче,вейс
749,zusammen::ADV,валче,вейсэ
750,lange::ADV,кема,кувать
751,plötzlich::ADV,мапламтэ шорысь,апак учо
752,sofort::ADV,али ик,курок
753,sofort::ADV,али ик,нейке
754,später::ADV,бергес,мейле
755,später::ADV,берлогес,мейле
756,jetzt::ADV,али,ней
757,jetzt::ADV,табере,ней
758,heute::ADV,туннэ,течи
759,morgen::ADV,ӵуказе,ванды
760,bald::ADV,ӝоген,курок
761,dann::ADV,берло,мейле
762,dann::ADV,берло,седе мейле
763,gestern::ADV,толон,исяк
764,einst::ADV,огпол,весть
765,einst::ADV,огпол,зярдо-бути
766,einst::ADV,одӥг пол,весть
767,einst::ADV,одӥг пол,зярдо-бути
768,damals::ADV,соку,сестэ
769,danach::ADV,собере,мейле
770,danach::ADV,собере,седе мейле
771,vorher::ADV,азьло,васняяк
772,vorher::ADV,азьвыл,васняяк
773,zuerst::ADV,азьло,васня
774,einmal::ADV,огпол,весть
775,manchmal::ADV,куддыръя,лиясто
776,oft::ADV,ӵем,сеетьстэ
777,immer::ADV,пыр,свал
778,immer::ADV,котьку,свал
779,niemals::ADV,уз ноку,а зярдояк
780,hier::ADV,татын,тесэ
781,hierhin::ADV,татчы,тей
782,von hier::ADV,татысь,тестэ
783,dort::ADV,отӥ,тосо
784,dort::ADV,отын,тосо
785,dorthin::ADV,отчы,тов
786,geradeaus::ADV,меӵак,витьстэ
787,vorwärts::ADV,азьлань,икелев
788,rückwärts::ADV,берлань,мекев
789,zurück::ADV,берен,мекев
790,zurück::ADV,берлань,мекев
791,unten::ADV,улын,ало
792,hinab::ADV,улэ,алов
793,oben::ADV,вылын,вере
794,oben::ADV,вылӥын,вере
795,hinauf::ADV,вылэ,верев
