,Concept_ID,bg,fr
428,Rohr::N,цев,tuyau
429,Rohr::N,тръба,tube
430,Rohr::N,тръба,tuyau
431,Haus::N,къща,maison
432,Heim::N,дом,maison
433,Ofen::N,печка,poêle
434,Fußboden::N,под,plancher
435,Tisch::N,маса,table
436,Stuhl::N,стол,chaise
437,Wiege::N,люлка,berceau
438,Bett::N,легло,lit
439,Bett::N,креват,lit
440,Regal::N,рафт,étagère
441,Regal::N,етажерка,étagère
442,Kiste::N,кутия,caisse
443,Kiste::N,сандък,caisse
444,Fenster::N,прозорец,fenêtre
445,Tür::N,врата,porte
446,Tor::N,врата,porte
447,Tor::N,врата,portail
448,Zaun::N,ограда,clôture
449,Dach::N,покрив,toit
450,Leiter::N,стълба,échelle
451,Besen::N,метла,balai
452,Spaten::N,лопата,bêche
453,Schaufel::N,лопата,pelle
454,Gabel::N,вилица,fourchette
455,Löffel::N,лъжица,cuiller
456,Messer::N,нож,couteau
457,Nagel::N,гвоздей,clou
458,Netz::N,мрежа,filet
459,Haken::N,кука,croc
460,Haken::N,кука,crochet
461,Haken::N,закачалка,croc
462,Haken::N,закачалка,crochet
463,Griff::N,ръчка,prise
464,Griff::N,ръчка,manche
465,Griff::N,дръжка,prise
466,Griff::N,дръжка,manche
467,Schloss::N,брава,serrure
468,Schloss::N,ключалка,serrure
469,Bild::N,картина,image
470,Bild::N,картина,tableau
471,Figur::N,фигура,figure
472,Puppe::N,кукла,poupée
473,Beutel::N,кесия,sac
474,Beutel::N,кесия,petit sac
475,Bündel::N,връзка,paquet
476,Bündel::N,връзка,faisceau
477,Tasche::N,чанта,sac
478,Eimer::N,кофа,seau
479,Deckel::N,капак,couvercle
480,Deckel::N,похлупак,couvercle
481,Geschirr::N,съдове,vaisselle
482,Sack::N,чувал,sac
483,Tasse::N,чаша,tasse
484,Topf::N,гърне,pot
485,Topf::N,гърне,marmite
486,Topf::N,тенджера,pot
487,Topf::N,тенджера,marmite
488,Kessel::N,котел,chaudron
489,Essen::N,ядене,repas
490,Essen::N,ядене,manger
491,Nahrung::N,храна,nourriture
492,Speise::N,ястие,plat
493,Fleisch::N,месо,viande
494,Getreide::N,зърнено храни,blé
495,Getreide::N,зърнено храни,céréales
496,Brei::N,каша,purée
497,Brei::N,каша,bouillie
498,Brot::N,хляб,pain
499,Scheibe::N,резен,tranche
500,Fett::N,мазнина,graisse
501,Butter::N,масло,beurre
502,Öl::N,олио,huile
503,Öl::N,оливия,huile
504,Salz::N,сол,sel
505,Suppe::N,супа,soupe
506,Suppe::N,супа,potage
507,Honig::N,мед,miel
508,Milch::N,мляко,lait
509,Tee::N,чай,thé
510,Leder::N,кожа,cuir
511,Wolle::N,вълна,laine
512,Stoff::N,плат,tissu
513,Stoff::N,плат,étoffe
514,Stoff::N,материал,tissu
515,Stoff::N,материал,étoffe
516,Nadel::N,игла,aiguille
517,Faden::N,конец,fil
518,Knopf::N,копче,bouton
519,Knoten::N,възел,nœud
520,Farbe::N,боя,peinture
521,Kleidung::N,дрехи,vêtements
522,Kleidung::N,дрехи,habillement
523,Kleidung::N,облекло,vêtements
524,Kleidung::N,облекло,habillement
525,Hemd::N,риза,chemise
526,Kragen::N,яка,col
527,Ärmel::N,ръкав,manche
528,Hose::N,панталони,pantalon
529,Gürtel::N,пояс,ceinture
530,Gürtel::N,колан,ceinture
531,Mütze::N,каскет,bonnet
532,Mütze::N,каскет,casquette
533,Mütze::N,фуражка,bonnet
534,Mütze::N,фуражка,casquette
535,Schuh::N,обувка,soulier
536,Schuh::N,обувка,chaussure
537,Stiefel::N,ботуш,botte
538,Ring::N,пръстен,bague
539,Band::N,лента,ruban
540,Band::N,връзка,ruban
541,Kamm::N,гребен,peigne
542,Spiegel::N,огледало,glace
543,Spiegel::N,огледало,miroir
544,Riemen::N,каиш,lanière
545,Riemen::N,каиш,courroie
546,Riemen::N,ремък,lanière
547,Riemen::N,ремък,courroie
548,Schnur::N,връв,corde
549,Schnur::N,връв,ficelle
550,Leine::N,връв,laisse
551,Leine::N,въже,laisse
552,Decke::N,покривка,couverture
553,Kissen::N,възглавница,oreiller
554,Tuch::N,сукно,drap
555,Tuch::N,сукно,fichu
556,Handtuch::N,пешкир,serviette
557,Handtuch::N,пешкир,essuie-mains
558,Handtuch::N,кърпа за лице,serviette
559,Handtuch::N,кърпа за лице,essuie-mains
560,Kraft::N,мощ,force
561,Kraft::N,сила,force
562,Stärke::N,сила,vigueur
563,Gesundheit::N,здраве,santé
564,Krankheit::N,болест,maladie
565,Schmerz::N,болка,douleur
566,Wunde::N,рана,plaie
567,Wunde::N,рана,blessure
568,Fieber::N,треска,fièvre
569,Fieber::N,температура,fièvre
570,Arznei::N,лек,remède
571,Arznei::N,лек,médecine
572,Arznei::N,лекарство,remède
573,Arznei::N,лекарство,médecine
574,Brücke::N,мост,pont
575,Brunnen::N,чешма,puits
576,Brunnen::N,кладенец,puits
577,Weide::N,паша,pâturage
578,Weide::N,пасище,pâturage
579,Pfad::N,пътека,sentier
580,Weg::N,път,voie
581,Weg::N,път,chemin
582,Straße::N,шосе,route
583,Dorf::N,село,village
584,Stadt::N,град,cité
585,Stadt::N,град,ville
586,Brief::N,писмо,lettre
587,Buch::N,книга,livre
588,Buchstabe::N,буква,lettre
589,Buchstabe::N,буква,caractère
590,Zeitung::N,вестник,journal
591,Leben::N,живот,vie
592,Tod::N,смърт,mort
593,Grab::N,гроб,tombe
594,Kirche::N,църква,église
595,Sünde::N,грях,péché
596,Gott::N,бог,dieu
597,Arbeiter::N,работник,ouvrier
598,Arbeiter::N,работник,travailleur
599,Chef::N,шеф,chef
600,Chef::N,шеф,patron
601,Chef::N,началник,chef
602,Chef::N,началник,patron
603,Meister::N,майстор,maître
604,Arzt::N,лекар,médecin
605,Lehrer::N,учител,professeur
606,Lehrer::N,учител,instituteur
607,Geld::N,пари,argent
608,Geschäft::N,сделка,affaire
609,Geschäft::N,сделка,commerce
610,Laden::N,дюкян,magasin
611,Laden::N,дюкян,boutique
612,Laden::N,магазин,magasin
613,Laden::N,магазин,boutique
614,Preis::N,цена,prix
615,Ware::N,стока,marchandise
616,Nutzen::N,полза,profit
617,Nutzen::N,облага,profit
618,Reichtum::N,богатство,richesse
619,Welt::N,свят,monde
620,Land::N,страна,pays
621,Staat::N,щат,État
622,Staat::N,държава,État
623,König::N,крал,roi
624,Macht::N,мощ,pouvoir
625,Macht::N,мощ,puissance
626,Macht::N,власт,pouvoir
627,Macht::N,власт,puissance
628,Grenze::N,граница,frontière
629,Krieg::N,война,guerre
630,Feind::N,враг,ennemi
631,Feind::N,неприятел,ennemi
632,Gewalt::N,сила,violence
633,Gewalt::N,насилие,violence
634,Kampf::N,борба,lutte
635,Kampf::N,борба,combat
636,Kampf::N,сражение,lutte
637,Kampf::N,сражение,combat
638,Bogen[Waffe]::N,лък,arc
639,Pfeil::N,стрела,flèche
640,Gewehr::N,пушка,fusil
641,Fehler::N,грешка,faute
642,Fehler::N,грешка,erreur
643,Lüge::N,лъжа,mensonge
644,Schaden::N,повреда,dégât
645,Schaden::N,повреда,dommage
646,Unglück::N,нещастие,malheur
647,Schuld::N,вина,faute
648,Schuld::N,вина,culpabilité
649,Alter::N,възраст,âge
650,Schluss::N,край,fin
651,Zeit::N,време,temps
652,Tag::N,ден,jour
653,Tag::N,ден,journée
654,Morgen::N,утро,matin
655,Morgen::N,утро,matinée
656,Morgen::N,сутрин,matin
657,Morgen::N,сутрин,matinée
658,Mittag::N,обед,midi
659,Mittag::N,пладне,midi
660,Abend::N,вечер,soir
661,Abend::N,вечер,soirée
662,Nacht::N,нощ,nuit
663,Woche::N,седмица,semaine
664,Monat::N,месец,mois
665,Jahr::N,година,an
666,Jahr::N,година,année
667,Frühling::N,пролет,printemps
668,Sommer::N,лято,été
669,Herbst::N,есен,automne
670,Winter::N,зима,hiver
671,Januar::N,януари,janvier
672,Februar::N,февруари,février
673,März::N,март,mars
674,April::N,април,avril
675,Mai::N,май,mai
676,Juni::N,юни,juin
677,Juli::N,юли,juillet
678,August::N,август,août
679,September::N,септември,septembre
680,Oktober::N,октомври,octobre
681,November::N,ноември,novembre
682,Dezember::N,декември,décembre
683,Montag::N,понеделник,lundi
684,Dienstag::N,вторник,mardi
685,Mittwoch::N,сряда,mercredi
686,Donnerstag::N,четвъртък,jeudi
687,Freitag::N,петък,vendredi
688,Samstag::N,събота,samedi
689,Sonntag::N,неделя,dimanche
690,groß::A,едър,grand
691,groß::A,голям,grand
692,klein::A,малък,petit
693,klein::A,дребен,petit
694,lang::A,дълъг,long
695,kurz::A,къс,court
696,breit::A,широк,large
697,schmal::A,тесен,étroit
698,dicht::A,гъст,dense
699,dick[Gegenstand]::A,дебел,épais
700,dünn::A,тънък,mince
701,fein::A,фин,fin
702,fein::A,фин,menu
703,fein::A,тънък,fin
704,fein::A,тънък,menu
705,fest::A,твърд,ferme
706,fest::A,твърд,solide
707,fest::A,плътен,ferme
708,fest::A,плътен,solide
709,flach::A,равен,plat
710,flach::A,плосък,plat
711,glatt::A,гладък,poli
712,glatt::A,гладък,lisse
713,hart::A,твърд,dur
714,hart::A,корав,dur
715,weich::A,мек,mou
716,rund::A,кръгъл,rond
717,spitz::A,островръх,aigu
718,spitz::A,островръх,pointu
719,scharf::A,остър,tranchant
720,stumpf::A,тъп,mousse
721,stumpf::A,тъп,émoussé
722,schwer::A,тежък,lourd
723,schwer::A,тежък,pesant
724,schön::A,хубав,beau
725,schön::A,красив,beau
726,heiß::A,жарък,chaud
727,heiß::A,жарък,très chaud
728,warm::A,топъл,chaud
729,kalt::A,студен,froid
730,kühl::A,хладен,frais
731,frisch::A,свеж,frais
732,feucht::A,влажен,humide
733,nass::A,мокър,mouillé
734,trocken::A,сух,sec
735,voll::A,пълен,plein
736,voll::A,пълен,rempli
737,leer::A,празен,vide
738,offen::A,откровен,ouvert
739,geschlossen::A,закрит,clos
740,geschlossen::A,закрит,fermé
741,geschlossen::A,затворен,clos
742,geschlossen::A,затворен,fermé
743,sauber::A,чист,net
744,sauber::A,чист,propre
745,schmutzig::A,мръсен,sale
746,schmutzig::A,мръсен,crasseux
747,roh::A,суров,cru
748,roh::A,суров,brut
749,reif::A,зрял,mûr
750,lecker::A,вкусен,délicieux
751,lecker::A,вкусен,appétissant
752,süß::A,сладък,doux
753,bitter::A,горчив,amer
754,sauer::A,кисел,aigre
755,hell::A,ясен,clair
756,hell::A,светъл,clair
757,dunkel::A,тъмен,sombre
758,schwarz::A,черен,noir
759,weiß::A,бял,blanc
760,rot::A,червен,rouge
761,gelb::A,жълт,jaune
762,blau::A,син,bleu
763,grün::A,зелен,vert
764,grau::A,сив,gris
765,bunt::A,шарен,multicolore
766,bunt::A,пъстър,multicolore
767,billig::A,евтин,bon marché
768,teuer::A,скъп,cher
769,wertvoll::A,ценен,précieux
770,blind::A,сляп,aveugle
771,taub::A,глух,sourd
772,kräftig::A,силен,fort
773,kräftig::A,силен,vigoureux
774,stark::A,здрав,fort
775,stark::A,здрав,puissant
776,stark::A,силен,fort
777,stark::A,силен,puissant
778,schwach::A,слаб,faible
779,fett::A,тлъст,gras
780,schlank::A,тънък,svelte
781,schlank::A,строен,svelte
782,hübsch::A,хубав,joli
783,böse::A,зъл,mauvais
784,dumm::A,глупав,sot
785,dumm::A,глупав,bête
786,faul::A,ленив,fainéant
787,faul::A,ленив,paresseux
788,faul::A,мързелив,fainéant
789,faul::A,мързелив,paresseux
790,fleißig::A,прилежен,appliqué
791,geizig::A,скъпернически,avare
792,klug::A,умен,intelligent
793,klug::A,разумен,intelligent
794,geschickt::A,умел,habile
795,geschickt::A,сръчен,habile
796,lieb::A,мил,cher
797,lieb::A,мил,gentil
798,lieb::A,драг,cher
799,lieb::A,драг,gentil
800,lustig::A,весел,gai
801,lustig::A,весел,joyeux
802,sanft::A,нежен,doux
803,sanft::A,кротък,doux
804,hungrig::A,гладен,affamé
805,krank::A,болен,malade
806,nackt::A,гол,nu
807,traurig::A,тъжен,triste
808,traurig::A,печален,triste
809,lebendig::A,жив,vivant
810,gut::A,добър,bon
811,schlecht::A,лош,mauvais
812,richtig::A,правилен,juste
813,richtig::A,правилен,correct
814,schlimm::A,лош,grave
815,schlimm::A,лош,mauvais
816,wahr::A,верен,vrai
817,wahr::A,верен,véritable
818,wahr::A,истински,vrai
819,wahr::A,истински,véritable
820,alt::A,стар,vieux
821,alt::A,древен,vieux
822,neu::A,нов,neuf
823,neu::A,нов,nouveau
824,ehemalig::A,бивш,ancien
825,alt[Lebewesen]::A,стар,âgé
826,alt[Lebewesen]::A,стар,vieux
827,jung::A,млад,jeune
828,arm::A,беден,pauvre
829,reich::A,богат,riche
830,bekannt::A,познат,connu
831,bekannt::A,известен,connu
832,berühmt::A,почут,fameux
833,berühmt::A,почут,célèbre
834,berühmt::A,известен,fameux
835,berühmt::A,известен,célèbre
836,fremd::A,чужд,étranger
837,verschieden::A,разен,différent
838,verschieden::A,различен,différent
839,nah::A,близък,lié
840,nah::A,близък,proche
841,fern::A,далечен,éloigné
842,fern::A,далечен,lointain
843,linker::A,ляв,gauche
844,rechter::A,прав,droit
845,anderer::A,друг,autre
846,erster::A,пръв,premier
847,erster::A,първи,premier
848,zweiter::A,втори,second
849,zweiter::A,втори,deuxième
850,dritter::A,трети,troisième
851,letzter::A,последен,dernier
852,allein::ADV,само,seul
853,auf einmal::ADV,същевременно,à la fois
854,zusammen::ADV,заедно,ensemble
855,lange::ADV,дълго,longtemps
856,plötzlich::ADV,изведнъж,tout à coup
857,sofort::ADV,веднага,immédiatement
858,später::ADV,по-късно,plus tard
859,jetzt::ADV,сега,maintenant
860,heute::ADV,днес,aujourd'hui
861,morgen::ADV,утре,demain
862,bald::ADV,скоро,bientôt
863,dann::ADV,после,puis
864,dann::ADV,после,ensuite
865,dann::ADV,тогава,puis
866,dann::ADV,тогава,ensuite
867,gestern::ADV,вчера,hier
868,einst::ADV,някога,jadis
869,einst::ADV,някога,autrefois
870,damals::ADV,тогава,alors
871,damals::ADV,тогава,à l'époque
872,danach::ADV,после,après
873,danach::ADV,после,ensuite
874,danach::ADV,след това,après
