,Concept_ID,br,kl
749,einmal::ADV,ur wech,ataatsimik
750,manchmal::ADV,a-wechoù,qaqutigu
751,manchmal::ADV,a-wechoù,qaqutigut
752,oft::ADV,alies,akulikitsumik
753,immer::ADV,atav,tamatigut
754,immer::ADV,bepred,tamatigut
755,niemals::ADV,gwech ebet,
756,hier::ADV,amañ,maani
757,hierhin::ADV,dre amañ,maani
758,von hier::ADV,alemañ,
759,dort::ADV,aze,
760,dort::ADV,ahont,
761,dorthin::ADV,di,ikuuna
762,dorthin::ADV,aze,ikuuna
763,dorthin::ADV,ahont,ikuuna
764,geradeaus::ADV,war-eeun,narlumut
765,vorwärts::ADV,war-raok,pilangavoc
766,rückwärts::ADV,war-lerc'h,kingumut
767,rückwärts::ADV,war-lerc'h,tunumut or tunummut
768,zurück::ADV,war-dreñv,kingumut
769,zurück::ADV,war-dreñv,tunumut or tunummut
770,unten::ADV,en traoñ,kana
771,hinab::ADV,a-izel,qiviu
772,oben::ADV,en nec'h,
773,hinauf::ADV,e-krec'h,
774,überall::ADV,dre-holl,tamaginni
775,überall::ADV,dre-holl,tamani tamaani
776,nicht::ADV,ne ... ket,
777,ein wenig::ADV,un tammig,
778,kaum::ADV,a-boan,qaqutigorsuaq
779,sehr::ADV,-tre,assut
780,sehr::ADV,-kenañ,assut
781,so::ADV,evel-se,
782,noch::ADV,c'hoazh,qeratavoq
783,nur::ADV,hepken,
784,schon::ADV,dija,taava-una
785,wieder::ADV,adarre,kingumut
786,vor::PRP,dirak,
787,hinter::PRP,a-drek,
788,hinter::PRP,a-dreñv,
789,unter::PRP,dindan,
790,durch::PRP,dre,
791,neben::PRP,e-kichen,
792,zwischen::PRP,etre,
793,wegen::PRP,abalamour da,
794,dies::PRN,hemañ,manna
795,dies::PRN,hemañ,matuma
796,das::PRN,se,ua
797,das::PRN,hennezh,ua
798,alles::PRN,pep tra,
799,ich::PRN,me,uanga
800,du::PRN,te,illit
801,er::PRN,eñ,una
802,wir::PRN,ni,uagut
803,ihr::PRN,c'hwi,ilissi
804,sie::PRN,int,uku
805,was::FPRN,petra,aat?
806,wer::FPRN,piv,kikkut
807,wo::FADV,pelec'h,sumi
808,wohin::FADV,da belec'h,sumut
809,wie::FADV,penaos,qanoq
810,warum::FADV,perak,sooq
811,wieviel::FNUM,pet,qassit
812,wieviel::FNUM,pet,qanoq atsigisumik?
813,eins::NUM,unan,ataaseq
814,zwei::NUM,daou,marluk
815,drei::NUM,tri,pingasut
816,vier::NUM,pevar,sisamat
817,vier::NUM,pevar,qajuusat
818,fünf::NUM,pemp,tallimat
819,sechs::NUM,c'hwec'h,arfineq
820,sechs::NUM,c'hwec'h,arfinillit
821,sieben::NUM,seizh,arfineq-marluk
822,acht::NUM,eizh,arfineq pingasut
823,neun::NUM,nav,qulingiluat
824,neun::NUM,nav,arfineq sisamat
825,zehn::NUM,dek,qulit
826,elf::NUM,unnek,aqqaneq
827,zwölf::NUM,daouzek,aqqaneq-marluk
828,zwanzig::NUM,ugent,tyve
829,dreißig::NUM,tregont,tredive
830,dreißig::NUM,tregont,pingasunik qulillit
831,vierzig::NUM,daou-ugent,fyrre
832,fünfzig::NUM,hanter-kant,halvtreds
833,fünfzig::NUM,hanter-kant,tallimanik qulillit
834,sechzig::NUM,tri-ugent,tres
835,siebzig::NUM,dek ha tri-ugent,halvfjerds
836,achtzig::NUM,pevar-ugent,firs
837,neunzig::NUM,dek ha pevar-ugent,halvfems
838,hundert::NUM,kant,et hundrede
839,tausend::NUM,mil,et tusinde
840,und::CNJ,ha,aamma
841,oder::CNJ,pe,imalluunnit
842,stehen::V,bezañ a-sav,sikingavoq
843,sitzen::V,azezañ,ingippoq
844,sitzen::V,bezañ en e goazez,ingippoq
845,liegen::V,bezañ en e c'hourvez,nalavoq
846,liegen::V,bezañ en e c'hourvez,aqupivoq
847,hängen::V,krougañ,nivinngarpaa
848,werden::V,dazonet,pinngorpoq
849,passieren::V,c'hoarvezout,pivoq
850,beginnen::V,stagañ,aallarnerpaa
851,enden::V,achuiñ,naggaserpaa
852,wechseln::V,cheñch,immikkut ilivoq
853,aufgehen[Sonne]::V,dirouzañ,
854,scheinen[Sonne]::V,lugernañ,qinnorpoq
855,scheinen[Sonne]::V,lugernañ,qinngorpoq
856,donnern::V,taranal,kalleq
857,wehen::V,c'hwezhañ,timmivoq
858,strömen::V,deredek,
859,fließen::V,redek,
860,sich drehen::V,troiñ,ipippaa
861,schwanken::V,trantellat,aalavoq
862,schwingen::V,froumal,issakajaat or issakatsiaarut
863,fallen::V,kouezhañ,quasivaa
864,brennen::V,deviñ,seerpoq
865,brennen::V,deviñ,uuppaa
866,rauchen::V,divogedañ,pujoorpoq
867,regnen::V,glavañ,siallerpoq
868,gefrieren::V,reviñ,qiulerpoq
869,tauen::V,diskornañ,aappoq
870,schmelzen::V,teuziñ,aappoq
871,schmelzen::V,teuziñ,aatsippaa
872,trocknen::V,sec'hañ,panerserpaa
873,sieden::V,berviñ,qalappoq
874,faulen::V,breinañ,
875,verfaulen::V,breinañ,
876,reißen::V,darnaouiñ,qulli
877,reißen::V,darnaouiñ,alittorpaa
878,reißen::V,darnaouiñ,kimillanneq
879,versinken::V,sodellañ,kivivaa
880,versinken::V,sodellañ,apparpoq
881,vergehen::V,tremen,qaangerpaa
882,vergehen::V,tremen,sarsuppoq
883,erscheinen::V,donet war-wel,takutippoq
884,verschwinden::V,monet diwar wel,
885,sinken::V,en em izelat,kivivaa
886,sinken::V,en em izelat,apparpoq
887,abnehmen::V,nebeutaat,ikillipput
888,zunehmen::V,kreskiñ,allisippaa
889,steigen::V,sevel,allisippaa
890,wachsen::V,kreskiñ,allivoq
891,glänzen::V,lugernañ,qinngorpoq
892,glänzen::V,lugernañ,qinnorpoq
893,funkeln::V,elieniñ,uisorilavoq
894,lärmen::V,rabotat,
895,klirren::V,diridignat,
896,klirren::V,sterlinkañ,
897,brausen::V,gwegal,ittuk
898,brausen::V,gwegal,ittuppoq
899,brausen::V,gwegal,ittuppaluppoq
900,rauschen::V,trouzal,
901,klingen::V,seniñ,
902,bellen::V,harzhal,qiluppoq
903,heulen::V,yudal,maarpoq
904,heulen::V,yudal,maalavoq
905,heulen::V,yudal,miaggoorpoq
906,blasen::V,c'hwezhañ,aporneq
907,pfeifen::V,c'hwitellat,siggartartitsivoq
908,pfeifen::V,c'hwitellat,siorsulavoq
909,schreien::V,huchal,suaarpoq
910,stöhnen::V,hirvoudiñ,nipiliorpoq
911,stöhnen::V,hirvoudiñ,nipilliorpoq
912,zittern::V,krenañ,qarsulivik
913,leben::V,bevañ,inuuvoq
914,geboren werden::V,genel,inuuvoq
915,geboren werden::V,genel,inunngorpoq
916,atmen::V,tennañ e anal,anersaarpoq
917,trinken::V,evañ,imerpoq
918,essen::V,debriñ,tamorpoq
919,schlucken::V,lonkañ,tuluarnaq
920,müde werden::V,skuizhañ,
921,einschlafen::V,menel kousket,sinippoq
922,schlafen::V,kousket,sinik
923,aufwachen::V,dihuniñ,iterpoq
924,aufwachen::V,dihuniñ,eqqumavoq
925,aufstehen::V,sevel,makippoq
926,sich erholen::V,diskuizhañ,qasuerserpoq
927,krank werden::V,klañviñ,
928,krank sein::V,bezañ klañv,
929,schmerzen::V,skourjezañ,anneraa
930,schmerzen::V,skourjezañ,annernarpoq
931,husten::V,pasaat,quersorpoq
932,husten::V,peudal,quersorpoq
933,genesen::V,pareañ,ajunngissivoq
934,genesen::V,pareañ,ilisimmarpoq
935,genesen::V,pareañ,ilorrippoq
936,sterben::V,mervel,toquvoq
937,umkommen::V,perisañ,
938,sich bewegen::V,bouljal,ingerlavoq
939,sich rühren::V,fiñval,
940,sich erheben::V,sevel,
941,sich setzen::V,azezañ,ingippoq
942,sich setzen::V,mont en e goazez,ingippoq
943,hinfallen::V,kouezhañ,
944,laufen::V,redek,arpappoq
945,schreiten::V,kerzhet,ingerlavoq
946,spazierengehen::V,pourmen,utertakajaarpoq
947,spazierengehen::V,pourmen,utertakattajaarpoq
948,eilen::V,hastañ,qaa qaa
949,eilen::V,hastañ,qiilasaarpoq
950,eilen::V,hastañ,ingerlasaarpaa
951,sich beeilen::V,hastañ,tuaviorpoq
952,sausen::V,karzhañ,uiguut
953,rennen::V,redek,igivoq
954,springen::V,lammat,upernassaq
955,klettern::V,krimpat,pilaakkeerpoq
956,schaukeln::V,brañsellat,aalavoq
957,kriechen::V,skrampañ,
958,schwimmen::V,neuial,naluppoq
959,tauchen::V,splujañ,allorpoq
960,rudern::V,roeñvat,ipuppaa
961,fahren::V,kas,qimusserpoq
962,fahren::V,bleniañ,qimusserpoq
963,fliegen::V,nijal,timmivoq
964,gehen::V,mont,
965,weggehen::V,mont kuit,piiarpoq
966,abfahren::V,mont kuit,
967,anhalten::V,chom a-sav,unitsippaa
968,hineingehen::V,monet e-barzh,timaappaa
969,eintreten::V,monet e-barzh,allattorpaa
970,kommen::V,dont,qaa-
971,kommen::V,dont,pivaa
972,ankommen::V,erruout,tikippoq
973,zurückkommen::V,addonet,angerlarpoq
974,bleiben::V,chom,uninngavoq
975,warten::V,gortoz,paavoq
976,warten::V,gortoz,utaqqivoq
977,erwarten::V,gortoz,
978,suchen::V,klask,nivivaa
979,finden::V,kavout,nanivaa
980,versuchen::V,klask,uuppaa
981,versuchen::V,klask,ussersarpaa
982,vorbereiten::V,aozañ,piareersarpaa
983,lieben::V,karout,asavaa
984,mögen::V,karout,akaaraa
985,lachen::V,c'hoarzin,
986,rühren::V,tenerañ,qeerlerpaa
987,weinen::V,gouelañ,qiavoq
988,schimpfen::V,krozal,qatimaarpoq
989,sich ärgern::V,fachañ,ugguutigaa
990,sich ärgern::V,en em fachañ,ugguutigaa
991,fliehen::V,tec'het,qimaavoq
992,flüchten::V,tuzañ,allikarfigaa
993,sehen::V,gwelet,isigaa
994,anschauen::V,sellout ouzh,
995,ansehen::V,sellout ouzh,alaatsinaappaa
996,hören::V,klevet,tusarpaa
997,zuhören::V,selaou,naalappoq
998,probieren::V,blasa,
999,riechen::V,klevet,tipippoq
1000,fühlen::V,santout,misigaa
1001,scheinen::V,diskouez bezañ,takutippoq
1002,zu sehen sein::V,bezañ gwelus,
1003,vernehmen::V,merzhañ,
1004,frieren::V,anoued,qiiavoq
1005,tun::V,ober,iliorpoq
1006,können::V,gouzout,
1007,wollen::V,fellout da,piumavaa
1008,wollen::V,kaout c'hoant da,piumavaa
1009,anfangen::V,kregiñ,pilerpoq
1010,beenden::V,achuiñ,naggaserpaa
1011,aufhören::V,paouez,naammatsippaa
1012,öffnen::V,digeriñ,ammarpaa
1013,schließen::V,serriñ,matuaa
1014,stellen::V,lakaat,ilivaa
1015,stellen::V,lakaat,iliorarpai
1016,stellen::V,lakaat,ilioqqarpai
1017,setzen::V,lakaat,iliorarpai
1018,setzen::V,lakaat,ilioqqarpai
1019,legen::V,lakaat,ilivaa
1020,berühren::V,touch,attorpaa
1021,verbinden::V,eren,taperserpaa
1022,bedecken::V,goloiñ,iikkerpaa
1023,bedecken::V,goloiñ,iikkersorpaa
1024,aufhängen::V,istribilhañ,inivaa
1025,aufhängen::V,istribilhañ,iniorarpai
1026,anzünden::V,alumiñ,saggaavoq
1027,anzünden::V,c'hwezzañ,saggaavoq
1028,aufheben::V,dastum,allisippaa
1029,zurücklassen::V,lezel,aallarpoq
1030,verlieren::V,koll,annaavaa
1031,fallen lassen::V,laoskel,nakkaavaa
1032,fallen lassen::V,lezel da gouezhel,nakkaavaa
1033,machen::V,ober,iliorpoq
1034,herstellen::V,fardañ,anillatsippaa
1035,bauen::V,sevel,marrarterpaa
1036,reparieren::V,adaozañ,iluarsaappaa
1037,verbessern::V,gwellaat,naqqippaa
1038,ändern::V,cheñch,
1039,graben::V,kleuzañ,assappaa
1040,beugen::V,plegañ,qappappoq
1041,biegen::V,krommañ,qappappoq
1042,drehen::V,treiñ,
1043,wenden::V,treiñ,assappaa
1044,wenden::V,treiñ,assakarpoq
1045,umdrehen::V,treiñ,assakartippaa
1046,heben::V,sevel,kivippaa
1047,hochheben::V,sevel,kissumiarpaa
1048,ergreifen::V,kemer,isaappaa
1049,ergreifen::V,kemer,isaguppaa
1050,halten::V,dalc'hen,minarpaa
1051,drücken::V,bountañ,naqittaat
1052,schieben::V,poulzañ,
1053,kratzen::V,skrabat,qitsuppaa
1054,lecken::V,lipat,aluppaa
1055,beißen::V,kregiñ,kiivaa
1056,abreißen::V,diframmañ,aqqarpaa
1057,abreißen::V,diframmañ,isaterpaa
1058,abschneiden::V,troc'hañ,kipivaa
1059,binden::V,stagañ,kakkersarpaa
1060,stecken::V,sankañ,kussunneq
1061,brechen::V,darnaouiñ,nallorpaa
1062,klopfen::V,skoiñ,pattappaa
1063,hauen::V,dornañ,aqivaa
1064,kleben::V,pegañ,qaappoq
1065,reiben::V,taravat,tagiarpaa
1066,reiben::V,taravat,tangiarpaa
1067,reiben::V,trekiñ,tagiarpaa
1068,reiben::V,trekiñ,tangiarpaa
1069,streichen::V,toazañ,erlerpoq
1070,schleifen::V,lemmañ,sequppaa
1071,schneiden::V,troc'hañ,uullivoq
1072,rütteln::V,tordorosañ,
1073,schütteln::V,hejañ,aalavoq
1074,schütten::V,diskargañ,
1075,füllen::V,kargañ,immerpaa
1076,einwickeln::V,gronnañ,immoqquserpaa
1077,tragen::V,dougen,maqippaa
1078,tragen::V,dougen,assartorpoq
1079,schleppen::V,stlejal,assartorpoq
1080,ziehen::V,sachañ,kalippaa
1081,ziehen::V,sachañ,kalissarpoq
1082,aufbewahren::V,miret,toqqorpaa
1083,werfen::V,teuler,kuivaa
1084,fangen::V,tapañ,anguaa
1085,packen::V,krapat,
1086,verstecken::V,kuzhat,anngigaa
1087,teilen::V,rannañ,agguut
1088,teilen::V,rannañ,agguusersorpaa
1089,schicken::V,kas,nassiuppaa
1090,bringen::V,degas,aggiuppaa
1091,bringen::V,degas,nassataraa
1092,hinzufügen::V,lakat ouzhpenn,
1093,bekommen::V,kaout,tiguaa
1094,erhalten::V,kaout,tiguaa
1095,nehmen::V,kemer,pivoq
1096,nehmen::V,kemer,tiguaa
1097,wählen::V,choaz,
1098,auswählen::V,dibab,
1099,bewahren::V,mirout,sukkunik simerserpaa
1100,behindern::V,diaezañ,
1101,verderben::V,lovrañ,asiutippaa
1102,verderben::V,lovrañ,piuneerunnerit
1103,beschädigen::V,gwallegañ,
1104,zerbrechen::V,torriñ,ukuvoq
1105,zerreißen::V,diroegiñ,tisavaa
1106,zerreißen::V,diroegiñ,alittorpaa
1107,zerstören::V,distrujañ,aserorpaa
1108,verbrennen::V,deviñ,seerpoq
1109,geben::V,reiñ,pivoq
1110,schenken::V,donezonañ,
1111,versprechen::V,prometiñ,neriorsorpaa
1112,wünschen::V,hetiñ,kissaat
1113,loben::V,feurmiñ,nersorpaa
1114,loben::V,feurmiñ,nersornaat
1115,küssen::V,pokat,kunippaa
1116,küssen::V,pokat,kunissorpaa
1117,wiegen::V,pouezañ,
1118,zudecken::V,goloiñ,majorpaa
1119,wecken::V,dihuniñ,itersarpaa
1120,zeigen::V,diskouez,tikkuuppaa
1121,führen::V,kas,tasissiuppaa
1122,führen::V,kas,ilitsersorpaa
1123,führen::V,kas,tasissersuuppaa
1124,lehren::V,deskiñ,ilinniartippaa
1125,unterrichten::V,kelenn,ajoqerpaa
1126,unterrichten::V,kelenn,ajoqersorpaa
1127,unterrichten::V,kelenn,ilinniartitsivoq
1128,leiten::V,bleinañ,iluatsippaa
1129,antreiben::V,poulzañ,ikusimmippaa
1130,lassen::V,leuskel,
1131,einladen::V,pediñ,qaaqquaa
1132,einladen::V,pediñ,qaasarpaa
1133,vereinigen::V,unisañ,taperserpaa
1134,besuchen::V,gweladenniñ,tikeraarpaa
1135,treffen::V,kejal,aporappaa
1136,treffen::V,ankontrañ,aporappaa
1137,sich versammeln::V,bodennañ,majorpoq
1138,spielen::V,c'hoari,pinnguarpoq
1139,singen::V,kanañ,erinarsorpoq
1140,tanzen::V,dañsal,qitippoq
1141,sich trennen::V,dispartiañ,immikkoortippaa
1142,verlassen::V,lezel,
1143,retten::V,saveteiñ,annaappaa
1144,bewachen::V,mesa,
1145,schützen::V,diwall,eriagaa
1146,schützen::V,diwall,pineqartaalivaa
1147,verteidigen::V,difenn,
1148,sich schlagen::V,lopañ,
1149,siegen::V,trec'hiñ,
1150,ärgern::V,hegasiñ,ninngassarpaa
1151,ärgern::V,hegasiñ,ninngassaarpaa
1152,schlagen::V,skeiñ,unatarpaa
1153,treten::V,botaouiñ,tukerpoq
1154,stechen::V,pikat,iguppaa
1155,stechen::V,pikat,qasilippoq
1156,stoßen::V,stokañ,ikuserpaa
1157,stoßen::V,stokañ,ikusimmippaa
1158,stehlen::V,laerezh,tillippaa
1159,stören::V,direnkañ,akornuserpaa
1160,belästigen::V,dregasiñ,
1161,verbergen::V,skoachañ,anngigaa
1162,täuschen::V,tromplañ,
1163,betrügen::V,lorbañ,peqquserluttuliorfigaa
1164,töten::V,lazhañ,maappaa
1165,töten::V,lazhañ,toquppaa
1166,wohnen::V,bezañ o chom,najugaqarpoq
1167,arbeiten::V,labourat,sulivoq
1168,sammeln::V,dastum,katersorpai
1169,pflücken::V,kuntuilhañ,
1170,jagen::V,chaseal,piniarpoq
1171,fischen::V,pesketa,aalisarpoq
1172,fassen::V,pakañ,
1173,hüten::V,geota,
1174,anbinden::V,stagañ,qilerut
1175,anbinden::V,stagañ,qilersorpaa
1176,anbinden::V,stagañ,ungerlatserpaa
1177,füttern::V,boueta,nerlerpaa
1178,melken::V,goro,
1179,hacken::V,difrakal,
1180,gießen::V,dourañ,imerterpaa
1181,reifen::V,azviñ,
1182,zubereiten::V,keginañ,
1183,kochen::V,poazhañ,igavoq
1184,backen::V,fritañ,
1185,braten::V,rostañ,siappaa
1186,stricken::V,stammañ,
1187,nähen::V,gwriat,
1188,färben::V,livañ,misuppaa
1189,reinigen::V,naetañ,sanniarpaa
1190,waschen::V,gwalc'hiñ,asappaa
1191,abwischen::V,torchañ,saligarpaa
1192,abwischen::V,torchañ,saligartorpaa
1193,spülen::V,disgwalc'hiñ,
1194,fegen::V,skubañ,sanngiarpaa
1195,kehren::V,skubañ,
1196,baden::V,kouronkañ,uffarpoq
1197,sich waschen::V,en em walc'hiñ,uffarpoq
1198,sich anziehen::V,gwiskañ,atisalersorpoq
1199,kämmen::V,kribat,
1200,schmücken::V,kinklañ,
1201,sagen::V,larêt,oqarpoq
1202,sagen::V,lavaret,oqarpoq
1203,sprechen::V,komz,oqaluttarpoq
1204,reden::V,kaozeal,oqaluppoq
1205,sich unterhalten::V,balbotal,
1206,fragen::V,goulenn,aperaa
1207,bitten::V,goulenn,aperaa
1208,bitten::V,goulenn,qinnuigaa
1209,erzählen::V,kontañ,oqaluttuaraa
1210,mitteilen::V,kemenn,oqalualaarpoq
1211,nennen::V,anviñ,
1212,rufen::V,gelver,qaaqquaa
1213,prahlen::V,fougeal,oqqartuvoq
1214,prahlen::V,fougeal,oqallortuvoq
1215,übersetzen::V,treiñ,ikaarpoq
1216,übersetzen::V,treiñ,nutserpaa
1217,denken::V,soñjal,isumaqarpoq
1218,glauben::V,krediñ,upperaa
1219,glauben::V,krediñ,isumaqarpoq
1220,bemerken::V,apresevañ,
1221,erkennen::V,anavout,ilisaraa
1222,begreifen::V,meizañ,
1223,verstehen::V,kompren,paasivaa
1224,lernen::V,deskiñ,ilinniarpoq
1225,wissen::V,gouzout,nalunngilaa
1226,sich erinnern an::V,kaout soñj e,eqqaavaa
1227,vergessen::V,ankouaat,puiorpaa
1228,messen::V,muzuliañ,ussersarpaa
1229,zählen::V,kontañ,kisitsivoq
1230,rechnen::V,jedañ,kisitsivoq
1231,lesen::V,lenn,atuarpoq
1232,malen::V,livañ,qalipappaa
1233,zeichnen::V,tresañ,
1234,schreiben::V,skrivañ,allappoq
1235,besitzen::V,kaout,
1236,kaufen::V,prenañ,pisiaraa
1237,verkaufen::V,gwerzhañ,akigaa
1238,bezahlen::V,paeañ,akilerpaa
1239,zahlen::V,paeañ,
1240,beherrschen::V,mestroniañ,inappaa
1241,ertragen::V,anduriñ,ernertaaraa
1242,Grube::N,,itersaq
1243,Spur::N,,tumaa
1244,Lehm::N,,marraq
1245,Laut::N,,torsukattak
1246,Winkel::N,,teqeqqorissaat
1247,vergebens::ADV,,angiluk
1248,untergehen[Sonne]::V,,ilioqqaasoq
1249,läuten::V,,avilualaarpoq
1250,klingeln::V,,aviluarpoq
1251,klingeln::V,,aviluarpaluppoq
1252,sich fürchten::V,,eqqanaarpoq
1253,fürchten::V,,ersigaa
1254,schwenken::V,,issarpoq
1255,aufziehen::V,,inororsarpaa
1256,schießen::V,,aallaavaa
1257,schießen::V,,piseriuppaa
1258,umrühren::V,,qeerlerpaa
1259,ausziehen::V,,annoraajarpaa
1260,anziehen::V,,ativaa
1261,anziehen::V,,atitippaa
