,Concept_ID,kv,bn
699,zwei::NUM,кык,দুই
700,drei::NUM,куим,তিন
701,vier::NUM,нёль,চার
702,fünf::NUM,вит,পাঁচ
703,sechs::NUM,квать,ছয়
704,sieben::NUM,сизим,সাত
705,acht::NUM,кыкьямыс,আট
706,neun::NUM,ӧкмыс,নয়
707,zehn::NUM,дас,দশ
708,elf::NUM,дасотік,এগারো
709,zwölf::NUM,даскык,দ্বাদশ
710,zwanzig::NUM,кыкдас,বিশ
711,dreißig::NUM,куимдас,ত্রিশ
712,vierzig::NUM,нёльдас,চল্লিশ
713,fünfzig::NUM,витдас,পঞ্চাশ
714,sechzig::NUM,кватьдас,ষাট
715,siebzig::NUM,сизимдас,সত্তর
716,achtzig::NUM,кыкьямысдас,আশি
717,neunzig::NUM,ӧкмысдас,নব্বুই
718,hundert::NUM,сто,শত
719,tausend::NUM,тысяча,হাজার
720,und::CNJ,и,আর
721,und::CNJ,и,এবং
722,und::CNJ,да,আর
723,und::CNJ,да,এবং
724,oder::CNJ,или,বা
725,stehen::V,сулавны,দাঁড়ানো
726,sitzen::V,пукавны,বসা
727,liegen::V,куйлыны,শোয়া
728,hängen::V,ӧшавны,ঝোলা
729,werden::V,лоны,হইয়া উঠা
730,passieren::V,аркмыны,ঘটা
731,beginnen::V,петны,আরম্ভ হওয়া
732,enden::V,-сь,শেষ হওয়া
733,enden::V,бырны,শেষ হওয়া
734,wechseln::V,вежсьыны,রূপাস্তর করা
735,aufgehen[Sonne]::V,петавны,উদিত হওয়া
736,untergehen[Sonne]::V,пуксьыны,অস্ত যাওয়া
737,scheinen[Sonne]::V,югьявны,আলো দেওয়া
738,donnern::V,гымавны,বজ্রধ্বনি করা
739,wehen::V,пӧлявны,প্রবাহিত হওয়া
740,strömen::V,киссьыны,প্রবাহিত হওয়া
741,fließen::V,визывтны,ছুটা
742,sich drehen::V,бергавны,পাক খাওয়া
743,schwanken::V,кӧвьясьны,দোলা
744,schwingen::V,дюттясьны,দোলা
745,fallen::V,усьны,পড়া
746,brennen::V,сотчыны,সেঁকা
747,rauchen::V,тшынасьны,ধোঁয়া ছড়ান
748,regnen::V,зэрны,বর্ষণ_করা
749,gefrieren::V,гегдыны,হিমায়িত হওয়া
750,tauen::V,сывны,গলা
751,schmelzen::V,сывны,গলা
752,trocknen::V,косьмыны,শুষ্ক করা
753,sieden::V,пизьны,ফোঁড়া
754,faulen::V,нёльзьыны,ক্ষয় হওয়া
755,verfaulen::V,тӧрмыны,ক্ষয় হওয়া 
756,verfaulen::V,сiсьмыны,ক্ষয় হওয়া 
757,reißen::V,косясьны,ছিঁড়া
758,versinken::V,вӧйны,ডুবা
759,vergehen::V,мунны,যাওয়া
760,erscheinen::V,мыччисьны,আসা
761,verschwinden::V,ӧшны,অদৃশ্য হওয়া
762,sinken::V,ямны,হ্রাস হওয়া
763,abnehmen::V,ямны,হ্রাস হওয়া
764,zunehmen::V,паськавны,বৃদ্ধি পাওয়া
765,steigen::V,лэбтiсьны,ওঠা
766,wachsen::V,быдмыны,বড় হওয়া
767,glänzen::V,свиттявны,জ্বলা
768,funkeln::V,югйовтлыны,জ্বল্জ্বল করা
769,funkeln::V,югйӧв-керны,জ্বল্জ্বল করা
770,lärmen::V,чавзыны,
771,läuten::V,диньгыны,রুসুঝুসু করা
772,klingeln::V,силькӧтны,বাজা
773,klirren::V,жольӧтны,টুংটাং-শব্দ করা
774,brausen::V,гуасьны,গর্জন করা
775,rauschen::V,кышӧтны,মর্মরধ্বনি করা
776,klingen::V,горавны,শব্দ করা
777,bellen::V,увтны,ঘেউ ঘেউ করা
778,bellen::V,вувтны,ঘেউ ঘেউ করা
779,heulen::V,уннявны,গর্জন করা
780,blasen::V,пӧлявны,ফুঁ দেওয়া
781,pfeifen::V,пиксыны,শিস্ দেওয়া
782,schreien::V,айзыны,চিৎকার করা
783,stöhnen::V,ойзыны,গোঁ-গো করা
784,stöhnen::V,ружтыны,গোঁ-গো করা
785,zittern::V,легьявны,কাঁপা
786,leben::V,овны,বাঁচা
787,geboren werden::V,шогмыны,জন্মানো
788,atmen::V,лолавны,শ্বাস ফেলা
789,trinken::V,юны,পান করা
790,essen::V,сёйны,ভক্ষণ করা
791,schlucken::V,ньылавны,গেলা
792,müde werden::V,мыдзны,পরিশ্রান্ত হওয়া
793,einschlafen::V,ланьтны,নিদ্রামগ্ন হওয়া
794,schlafen::V,узьны,নিদ্রা যাওয়া
795,aufwachen::V,саймыны,জাগা
796,aufwachen::V,пальмыны,জাগা
797,aufstehen::V,сувтны,জাগা
798,sich erholen::V,шоччисьлыны,আরাম করা
799,krank werden::V,моржитны,অসুস্থ হত্তয়া
800,krank sein::V,шогавны,রূগ্ণ হত্তয়া
801,krank sein::V,визьӧтны,রূগ্ণ হত্তয়া
802,schmerzen::V,висьны,কন্কন করা
803,husten::V,кашляйтны,কাশা
804,genesen::V,бурдны,আরোগ্য হওয়া
805,sterben::V,кувны,মারা যাওয়া
806,umkommen::V,вийсьыны,মারা যাওয়া
807,sich bewegen::V,локны,চলা
808,sich bewegen::V,ветлӧтны,চলা
809,sich rühren::V,вӧрзьӧтчыны,নড়া
810,sich erheben::V,сувтны,উদিত হওয়া
811,sich setzen::V,пуксьыны,বসা
812,hinfallen::V,пӧрласьны,পড়া
813,laufen::V,мунны,হাঁটা
814,schreiten::V,тальччавны,হাঁটা
815,spazierengehen::V,котрасьны,পায়চারি করা
816,eilen::V,тэрмасьны,ত্বরাম্বিত করা
817,sich beeilen::V,тэрмасьны,ত্বরাম্বিত করা
818,sausen::V,вирдавны-котӧртны,ধেয়ে যাওয়া
819,springen::V,чеччавны,লাফানো
820,klettern::V,кышасьны,আরোহণ করা
821,schaukeln::V,чурликасьны,দোলা
822,kriechen::V,кыскасьны-мунны,হামাগুড়ি দেওয়া
823,schwimmen::V,вартчыны,সাঁতার কাটা
824,tauchen::V,сунгисьны ваӧ,ডোবা
825,rudern::V,сынны,দাঁড় টানা
826,fahren::V,мунны,চালান
827,fliegen::V,лэбавны,ওড়া
828,gehen::V,мунны,যাওয়া
829,weggehen::V,мунны,প্রস্থান করা
830,abfahren::V,иньдӧтчыны,প্রস্থান করা
831,abfahren::V,мунны,প্রস্থান করা
832,anhalten::V,сувтны,থামা
833,hineingehen::V,пырны,ঢোকা
834,eintreten::V,пырны,ঢোকা
835,kommen::V,локны,আসা
836,ankommen::V,локны,আসা
837,zurückkommen::V,бертны,ফিরা
838,zurückkommen::V,панӧвтсьыны,ফিরা
839,bleiben::V,кольччыны,থাকা
840,warten::V,видзчисьны,অপেক্ষা করা
841,erwarten::V,видзчисьны,অপেক্ষা করা
842,suchen::V,кошшыны,খোঁজ করা
843,finden::V,адззыны,পাওয়া
844,versuchen::V,пондыны,পরখ করা
845,versuchen::V,пондӧтны,পরখ করা
846,vorbereiten::V,лӧсьӧтны,প্রস্তুত করা
847,lieben::V,милуйтны,ভালবাসা
848,mögen::V,радейтны,পছন্দ করা
849,lachen::V,серавны,হাসা
850,rühren::V,сьӧлӧм вӧрзьӧтны,হৃদয়ম্পর্শ করা
851,weinen::V,горзыны,কাঁদা
852,schimpfen::V,видчыны,নালিশ করা
853,sich ärgern::V,лёкавны,রাগ হত্তয়া
854,sich fürchten::V,повны,ভয় করা
855,fürchten::V,повны,ডরা
856,fliehen::V,пышшыны,পালানো
857,flüchten::V,пышшыны,পালানো
858,sehen::V,адззыны,দেখা
859,anschauen::V,видзӧтны,দেখা
860,ansehen::V,видзӧтны,দেখা
861,hören::V,кывны,শোনা
862,zuhören::V,кывзыны,শোনা
863,probieren::V,пешлыны,পরখ করা
864,riechen::V,дукавны,শুঁকা
865,fühlen::V,кывны,অনুভব করা
866,scheinen::V,декуйтчыны,মনে হত্তয়া
867,zu sehen sein::V,тыдавны,দেখা দেত্তয়া
868,vernehmen::V,тӧдмавны,শোনা
869,frieren::V,гегдыны,শীত লাগা
870,tun::V,керны,করা
871,können::V,вермыны,পারা
872,wollen::V,мӧдны,ইচ্ছা করা
873,anfangen::V,петны,আরম্ভ করা
874,beenden::V,ештӧтны,শেষ করা
875,beenden::V,керыштны,শেষ করা
876,aufhören::V,дугдыны,থামা
877,gelingen::V,шогмыны,সিদ্ধিলাভ করা
878,geraten::V,мыччисьны,পরিণত হত্তয়া
879,öffnen::V,осьтны,খোলা
880,schließen::V,пӧднавны,বন্ধ করা
881,stellen::V,сувтӧтны,স্থাপন করা
882,setzen::V,пуксьӧтны,স্থাপন করা
883,legen::V,пуктыны,স্থাপন করা
884,berühren::V,вӧрзьӧтны,স্পর্শ করা
885,verbinden::V,йитны,সংযুক্ত করা
886,bedecken::V,вевттьыны,ঢাকা
887,aufhängen::V,ӧшӧтны,ঝুলানো
888,anzünden::V,ӧзтыны,জ্বালান
889,aufheben::V,лэбтыны,কুড়াইয়া তোলা
890,zurücklassen::V,кольны,পরিত্যাগ করা
891,verlieren::V,ӧштыны,হারান
892,fallen lassen::V,уськӧтны,ফেলা
893,machen::V,керны,গঠন করা
894,herstellen::V,вӧчны,সৃষ্টি করা
895,bauen::V,строитны,নির্মাণ করা
896,reparieren::V,вочны,মেরামত করা
897,verbessern::V,бурсьӧтны,উন্নতিলাভ করা
898,ändern::V,вежны,পরিবর্তিত করা
899,graben::V,гарйыны,খনন করা
900,beugen::V,кусіньтны,নোয়া
901,biegen::V,чукыльтыштны,নোয়া
902,drehen::V,бергӧтны,ঘোরান
903,wenden::V,бергӧтны,উলটাইয়া দেত্তয়া
904,umdrehen::V,бергӧтны,উলটানো
905,heben::V,лэбтыны,উত্তোলন করা
906,hochheben::V,лэбтыны,উঁচু করা
907,ergreifen::V,кватитны,দখল করা
908,halten::V,видзны,ধরা
909,drücken::V,личкыны,টেপা
910,schieben::V,тойлавны,ঠেলা
911,kratzen::V,шаркӧтны,চাঁচা
912,lecken::V,нювны,চাটা
913,beißen::V,йирны,দংশন করা
914,abreißen::V,орӧтны,বিচ্ছিন্ন করা
915,abschneiden::V,шӧрыштны,বিচ্ছিন্ন করা
916,abschneiden::V,вундыштны,বিচ্ছিন্ন করা
917,binden::V,гӧрдззыны,বন্ধন করা
918,stecken::V,мӧртны,বিদ্ধ করা
919,brechen::V,жугдыны,ভাঙা
920,klopfen::V,зукӧтны,আঘাত করা
921,hauen::V,желльыны,আঘাত করা
922,kleben::V,лякӧтны,সাঁটা
923,reiben::V,зыртны,ঘষা
924,streichen::V,мавтны,ছড়াইয়া
925,schleifen::V,кыскыны,ধার দেওয়া
926,schneiden::V,вундавны,কাটা
927,rütteln::V,шатлавны,নাড়ান
928,schütteln::V,зыбӧтны,নড়া
929,schwenken::V,ӧвтны,দোলা
930,schwenken::V,макайтны,দোলা
931,schütten::V,кисьтны,বর্ষণ করা
932,füllen::V,тыртны,পরিপূর্ণ করা
933,füllen::V,тырсьӧтны,পরিপূর্ণ করা
934,einwickeln::V,тубны,মুড়া
935,tragen::V,новйӧтны,বহন করা
936,schleppen::V,кыскыны,টানা
937,ziehen::V,кыскыны,টানা
938,aufbewahren::V,видзны,রাখা
939,werfen::V,шентывлыны,ছুড়া
940,fangen::V,кутны,লোফা
941,packen::V,кутасьны,ধরা
942,packen::V,кватитны,ধরা
943,verstecken::V,дзебны,গোপন করা
944,teilen::V,торйӧтны,বিভক্ত করা
945,schicken::V,иньдыны,প্রেরণ করা
946,bringen::V,вайны,আনা
947,hinzufügen::V,содтыны,একত্র করা
948,bekommen::V,получитны,পাওয়া
949,erhalten::V,получитны,পাওয়া
950,nehmen::V,босьтны,নেওয়া
951,wählen::V,бӧрйыны,বাছা
952,auswählen::V,бӧрйыны,বাছা
953,bewahren::V,видзны,বাঁচাইয়া রাখা
954,behindern::V,падтыны,বাধা দেওয়া
955,verderben::V,изводавны,নষ্ট করা
956,beschädigen::V,паздыны,ক্ষতি করা
957,zerbrechen::V,паздыны,ভাঙ্গিয়া যাওয়া
958,zerreißen::V,косявны,ছিঁড়া
959,zerstören::V,паздыны,বিনাশ করা
960,verbrennen::V,сотны,দহন করা
961,geben::V,сетны,দেওয়া
962,reichen::V,сетны,দেওয়া
963,schenken::V,козьнавны,উপহার দেত্তয়া
964,versprechen::V,кӧсйыны,প্রতিশ্রুতি দেওয়া
965,wünschen::V,бурсьыны,আকাঙ্ক্ষা করা
966,loben::V,ошкыны,প্রশংসা করা
967,küssen::V,окавны,চুম্বন করা
968,wiegen::V,тюттьӧтны,দুলানো
969,zudecken::V,вевттьыны,ঢাকা
970,wecken::V,саймӧтны,জাগানো
971,zeigen::V,мыччавны,দেখানো
972,führen::V,нуӧтны,পথ দেখানো
973,lehren::V,велӧтны,শেখানো
974,unterrichten::V,велӧтны,শিক্ষা দেওয়া
975,aufziehen::V,быдтыны,পালন করা
976,leiten::V,юравны,পরিচালনা করা
977,leiten::V,веськӧтлыны,পরিচালনা করা
978,antreiben::V,тэрмӧтны,চালনা করা
979,lassen::V,-ӧтыны,অনুমতি দেওয়া
980,einladen::V,корны,নিমন্ত্রণ করা
981,vereinigen::V,ӧтувтны,এক করা
982,vereinigen::V,ӧтлаавны,এক করা
983,besuchen::V,пыравлыны,দেখিতে যাওয়া
984,treffen::V,пантавны,সন্মুখীন হওয়া
985,sich versammeln::V,ӧксьыны,জড়ো হওয়া
986,spielen::V,орсны,খেলা
987,singen::V,сьывны,গাওয়া
988,tanzen::V,йӧктыны,নাচা
989,sich trennen::V,торьясьны,পৃথক করা
990,verlassen::V,кольны,পরিত্যাগ করা
991,retten::V,мынтны,উদ্ধার করা
992,bewachen::V,смекайтны,পাহারা দেওয়া
993,schützen::V,дорйыны,রক্ষা করা
994,verteidigen::V,дорйыны,রক্ষা করা
995,sich schlagen::V,тышкасьны,লড়াই করা
996,schießen::V,лыйны,তীরবেগে ছোটা
997,siegen::V,вермыны,জেতা
998,ärgern::V,лӧгӧтны,বিরক্ত করা
999,schlagen::V,базнитны,আঘাত করা
1000,treten::V,чужьявны,লাথি মারা
1001,stechen::V,бытшкыны,দংশন করা
1002,stoßen::V,тапкыны,ঠেলা
1003,stoßen::V,тойыштны,ঠেলা
1004,stehlen::V,гусявны,অপহরণ করা
1005,stören::V,костіавны,ঘাঁটান
1006,belästigen::V,назыляйтны,বিরক্ত করা
1007,verbergen::V,дзебны,গোপন করা
1008,täuschen::V,бӧбӧтны,প্রবঞ্চনা করা
1009,täuschen::V,пӧрьявны,প্রবঞ্চনা করা
1010,betrügen::V,муклачитны,প্রতারণা করা
1011,töten::V,вийны,হত্যা করা
1012,wohnen::V,овны,বাস করা
1013,arbeiten::V,уджавны,কাজ করা
1014,sammeln::V,ӧктыны,সংগ্রহ করা
1015,pflücken::V,судзлавны,চয়ন করা
1016,jagen::V,вӧравны,শিকার করা
1017,fischen::V,чериавны,মাছ ধরা
1018,fassen::V,кутны,ধরা
1019,hüten::V,вердны,যুথভুক্ত করা
1020,hüten::V,йирсьӧтны,যুথভুক্ত করা
1021,treiben::V,вашӧтны,চালনা করা
1022,anbinden::V,кӧртавны,বন্ধন করা
1023,füttern::V,вердны,ভোজন করানো
1024,melken::V,высьтыны,দুগ্ধ দোহন করা
1025,melken::V,чилькӧтны,দুগ্ধ দোহন করা
1026,hacken::V,керавны,কাটা
1027,gießen::V,киськавны,বর্ষণ করা
1028,reifen::V,кисьмыны,পাকা
1029,zubereiten::V,лӧсьӧтны,রন্ধন করা
1030,kochen::V,пуны,রন্ধন করা
1031,backen::V,пӧжавны,সেকা
1032,braten::V,жаритны,ভাজা
1033,umrühren::V,соравны,নড়ানো
1034,stricken::V,домавны,বোনা
1035,nähen::V,вурны,সেলাই করা
1036,färben::V,краситны,রঞ্জিত করা
1037,reinigen::V,весӧтны,পরিষ্কার করা
1038,waschen::V,пеславны,পরিষ্কার করা
1039,abwischen::V,чышкыны,মুছা
1040,spülen::V,гывьявны,পরিষ্কার করা
1041,fegen::V,чышкыны,ঝাঁট দেওয়া
1042,kehren::V,чышкыны,ঝাঁট দেওয়া
1043,baden::V,купайтчыны ,অবগাহন করা
1044,sich waschen::V,миссьыны,ধোয়া
1045,ausziehen::V,гыжтӧтны,খুলা
1046,ausziehen::V,пӧрччавны,খুলা
1047,anziehen::V,пасьтавны,গায়ে দেত্তয়া
1048,sich anziehen::V,пасьтасьны,পোশাক পরা
1049,kämmen::V,сынавны,আঁচড়ানো
1050,schmücken::V,баситны,সাজান করা
1051,sagen::V,висьтавны,উচ্চারণ করা
1052,sprechen::V,шуны,বলা
1053,reden::V,баитны,আলাপ করা
1054,sich unterhalten::V,сёрнитны,আড্ডা দেওয়া
1055,fragen::V,юавны,জিজ্ঞাসা করা
1056,bitten::V,корны,প্রার্থনা করা
1057,erzählen::V,висьтавны,বর্ণনা করা
1058,mitteilen::V,висьтавны,বলা
1059,nennen::V,нимтны,নাম দেওয়া
1060,rufen::V,китсавны,আমন্ত্রণ করা
1061,rufen::V,корны,আমন্ত্রণ করা
1062,rufen::V,чукӧстны,আমন্ত্রণ করা
1063,prahlen::V,ошшасьны,বড়াই করা
1064,übersetzen::V,вуджӧтны,ভাষাস্তরিত করা
1065,denken::V,чайтны,ভাবা
1066,glauben::V,веритны,বিশ্বাস করা
1067,bemerken::V,казявны,লক্ষ্য করা
1068,erkennen::V,тӧдсавны,চিনিতে পারা
1069,begreifen::V,вежӧртны,উপলব্ধি করা
1070,verstehen::V,кывны,উপলব্ধি করা
1071,lernen::V,велӧтчыны,শেখা
1072,wissen::V,тӧдны,জানা
1073,sich erinnern an::V,касьтывны,মনে করা
1074,vergessen::V,вунӧтны,বিস্মৃত হওয়া
1075,messen::V,меряйтны,মাপা
1076,zählen::V,лыддьыны,গণনা করা
1077,rechnen::V,лыддьыны,হিসাব করা
1078,lesen::V,лыддьӧтны,পাঠ করা
1079,zeichnen::V,гижмавны,ছকা
1080,schreiben::V,гижны,লেখা
1081,besitzen::V,лоны,অধিকার করা
1082,kaufen::V,небны,ক্রয় করা
1083,verkaufen::V,вузавны,বেচা
1084,bezahlen::V,вештыны,প্রদান করা
1085,zahlen::V,вештыны,প্রদান করা
1086,ertragen::V,терпитны,বহন করা
1087,Insel::N,,দ্বীপ
1088,Menge::N,,পরিমাণ
1089,Gewalt::N,,জোর
1090,Alter::N,,আয়ু
1091,richtig::A,,ঠিক
1092,wahr::A,,বাস্তব
1093,berühmt::A,,বিখ্যাত
1094,allein::ADV,,একক
1095,rennen::V,,চলা
1096,malen::V,,আঁকা
1097,beherrschen::V,,শাসন করা
