,Concept_ID,eu,mhr
334,Ton::N,tonu,йӱксе́м
335,Ton::N,soinu,йӱксе́м
336,Lied::N,abesti,му́ро
337,Ruhe::N,nasaitasun,ты́мык
338,Leute::N,jende,еҥ-влак
339,Volk::N,herri,ка́лык
340,Volk::N,populu,ка́лык
341,Arbeit::N,lan,паша́
342,Gast::N,arrotz,уна́
343,Gast::N,apopilo,уна́
344,Geschenk::N,opari,пӧле́к
345,Spiel::N,jolas,мо́дыш
346,Spiel::N,jolas,модма́ш
347,Gesellschaft::N,gizarte,тӱшка́
348,Hilfe::N,helpide,по́лыш
349,Hilfe::N,laguntza,по́лыш
350,Freund::N,lagun,таҥ
351,Freund::N,lagun,йолта́ш
352,Kamerad::N,adiskide,таҥ
353,Kamerad::N,lagunkide,таҥ
354,Angelegenheit::N,afera,паша́
355,Anzahl::N,kopuru,чот
356,Art::N,mota,вид
357,Stück::N,puska,ка́тыш
358,Stück::N,puska,ла́стык
359,Teil::N,atal,ужа́ш
360,Hälfte::N,erdi,пел
361,Hälfte::N,erdi,пе́ле
362,Kreis::N,biribilki,ты́ртыш
363,Kreuz::N,gurutze,ыре́с
364,Linie::N,linea,ли́ний
365,Strich::N,marra,коре́ш
366,Abstand::N,tarte,кокла́
367,Entfernung::N,urrunera,тора́
368,Entfernung::N,urrunera,ку́жыт
369,Gegend::N,alderdi,кунде́м
370,Gegend::N,eskualde,кунде́м
371,Platz::N,leku,ку́мдык
372,Ort::N,toki,вер
373,Ort::N,toki,о́лмо
374,Seite::N,albo,ӧ́рдыж
375,Mitte::N,erdi,покше́л
376,Gegenstand::N,gauzaki,наста́
377,Sache::N,gauza,наста́
378,Rand::N,ertz,тӱр
379,Kante::N,ertz,тӱр
380,Ecke::N,kantoi,лук
381,Spitze::N,punta,вуй
382,Ende::N,buru,муча́ш
383,Ende::N,mutur,муча́ш
384,Loch::N,zulo,рож
385,Winkel::N,zoko,лук
386,Winkel::N,bazter,лук
387,Muster::N,eredu,пеза́к
388,Muster::N,eredu,узо́р
389,Muster::N,eredu,ӱ́лгӧ
390,Muster::N,marrazki,пеза́к
391,Muster::N,marrazki,узо́р
392,Muster::N,marrazki,ӱ́лгӧ
393,Größe::N,kaizu,кӱ́кшыт
394,Größe::N,tamaina,кӱ́кшыт
395,Länge::N,luzera,ку́тыш
396,Höhe::N,goiera,кӱ́кшыт
397,Höhe::N,garaiera,кӱ́кшыт
398,Gewicht::N,hazta,не́лыт
399,Menge::N,kopuru,чот
400,Haufen::N,pila,кы́шыл
401,Haufen::N,mendoi,кы́шыл
402,Reihe::N,ilara,рада́м
403,Reihe::N,errenkada,рада́м
404,Boot::N,potin,пуш
405,Boot::N,txalupa,пуш
406,Ruder::N,arraun,эшка́к
407,Schlitten::N,lera,тер
408,Schlitten::N,lera,изде́р
409,Schlitten::N,narra,тер
410,Schlitten::N,narra,изде́р
411,Ski::N,eski,е́че
412,Lagerfeuer::N,su,туло́то
413,Last::N,zama,нӧ́лтыш
414,Last::N,karga,нӧ́лтыш
415,Gang::N,ibilera,ошкылма́ш
416,Schritt::N,pauso,о́шкыл
417,Schritt::N,urrats,о́шкыл
418,Norden::N,ipar,йӱдйыма́л
419,Norden::N,iparralde,йӱдйыма́л
420,Süden::N,hego,кечывалве́л
421,Süden::N,hegoalde,кечывалве́л
422,Westen::N,sartalde,касве́л
423,Westen::N,mendebalde,касве́л
424,Osten::N,ekialde,эрве́л
425,Osten::N,sortalde,эрве́л
426,Holz::N,zur,пу
427,Brett::N,ohol,оҥа́
428,Platte::N,lauza,аста́р
429,Stütze::N,irozgarri,чара́к
430,Stütze::N,bermagailu,чара́к
431,Stange::N,haga,лома́ш
432,Stock::N,makila,тоя́
433,Stab::N,makila,вара́
434,Stab::N,makila,кашта́
435,Rohr::N,hodi,пуч
436,Haus::N,etxe,пӧрт
437,Heim::N,etxe,мӧ́ҥгӧ
438,Heim::N,etxaleku,мӧ́ҥгӧ
439,Ofen::N,berogailu,комака́
440,Fußboden::N,zoru,кӱва́р
441,Tisch::N,mahai,ӱсте́л
442,Stuhl::N,aulki,пӱке́н
443,Wiege::N,kuma,шепка́
444,Wiege::N,sehaska,шепка́
445,Bett::N,ohe,ва́кшыш
446,Bett::N,ohatze,ва́кшыш
447,Regal::N,apalategi,шӧ́рлык
448,Kiste::N,kutxa,шо́ндык
449,Kiste::N,kutxa,я́шлык
450,Fenster::N,leiho,окна́
451,Tür::N,ate,омса́
452,Tor::N,atari,капка́
453,Zaun::N,hesi,сава́р
454,Dach::N,teilatu,леве́дыш
455,Leiter::N,zurubi,тошка́лтыш
456,Besen::N,erratz,ӱштерво́штыр
457,Spaten::N,burdinpala,ко́льмо
458,Schaufel::N,pala,сово́к
459,Schaufel::N,pala,су́ско
460,Gabel::N,sardexka,ви́лке
461,Löffel::N,koilara,па́не
462,Löffel::N,koilara,совла́
463,Messer::N,aizto,кӱ́зӧ
464,Nagel::N,iltze,пуда́
465,Netz::N,sare,вапш
466,Haken::N,mako,са́гыле
467,Griff::N,eskutoki,кыл
468,Schloss::N,sarraila,кӧгӧ́н
469,Bild::N,irudi,сӱре́т
470,Figur::N,figura,фигу́р
471,Puppe::N,panpina,курча́к
472,Puppe::N,andrakila,курча́к
473,Beutel::N,zorro,меша́к
474,Bündel::N,azao,арша́ш
475,Bündel::N,espal,арша́ш
476,Tasche::N,poltsa,сумка́
477,Eimer::N,treska,ведра́
478,Deckel::N,tapa,ко́мдыш
479,Deckel::N,estalki,ко́мдыш
480,Geschirr::N,baxera,а́те
481,Geschirr::N,ontziteria,а́те
482,Sack::N,zaku,куль
483,Sack::N,zaku,меша́к
484,Tasse::N,kikara,чу́кыр
485,Tasse::N,kikara,чашка́
486,Topf::N,ontzi,ми́ске
487,Topf::N,lapiko,ми́ске
488,Kessel::N,pazia,под
489,Essen::N,janaldi,ко́чкыш
490,Nahrung::N,jan,ку́рго
491,Speise::N,jaki,ко́чкыш
492,Fleisch::N,okela,шыл
493,Fleisch::N,haragi,шыл
494,Getreide::N,labore,шу́рно
495,Brei::N,ahi,пу́чымыш
496,Brei::N,pure,пу́чымыш
497,Brot::N,ogi,ки́нде
498,Scheibe::N,xerra,ка́тыш
499,Scheibe::N,pirripita,ка́тыш
500,Fett::N,urin,коя́
501,Fett::N,koipe,коя́
502,Butter::N,gurin,ӱй
503,Öl::N,olio,ӱй
504,Salz::N,gatz,шинча́л
505,Suppe::N,zopa,шӱр
506,Suppe::N,salda,шӱр
507,Honig::N,ezti,мӱй
508,Milch::N,esne,шӧр
509,Tee::N,te,чай
510,Leder::N,larru,сура́н
511,Leder::N,larru,шӱ́штӧ
512,Wolle::N,artile,пун
513,Stoff::N,ehun,куэ́м
514,Stoff::N,ehun,посто́
515,Nadel::N,orratz,и́ме
516,Nadel::N,jostorratz,и́ме
517,Faden::N,hari,шӱ́ртӧ
518,Knopf::N,botoi,по́лдыш
519,Knoten::N,korapilo,пышке́м
520,Farbe::N,pintura,чия́
521,Kleidung::N,arropa,чие́м
522,Kleidung::N,arropa,вурге́м
523,Kleidung::N,jantziak,чие́м
524,Kleidung::N,jantziak,вурге́м
525,Hemd::N,atorra,ту́выр
526,Hemd::N,alkandora,ту́выр
527,Kragen::N,idun,сога́
528,Ärmel::N,mahuka,шокш
529,Hose::N,prakak,йола́ш
530,Hose::N,galtzak,йола́ш
531,Gürtel::N,gerriko,ӱ́штӧ
532,Mütze::N,txano,упш
533,Mütze::N,txapel,упш
534,Schuh::N,oski,боти́нке
535,Schuh::N,oinetako,боти́нке
536,Stiefel::N,bota,кем
537,Ring::N,uztai,шерга́ш
538,Band::N,zinta,тасма́
539,Band::N,zinta,ле́нте
540,Band::N,xingola,тасма́
541,Band::N,xingola,ле́нте
542,Kamm::N,orrazi,шерге́
543,Spiegel::N,mirail,вошто́нчыш
544,Riemen::N,uhal,кӱзанӱ́штӧ
545,Schnur::N,lokailu,кере́м
546,Schnur::N,lokailu,кандыра́
547,Leine::N,lotura,вӱра́ҥ
548,Decke::N,burusi,леве́дыш
549,Decke::N,burusi,одея́л
550,Kissen::N,kuxin,кӱ́пчык
551,Tuch::N,zapi,шо́выч
552,Tuch::N,oihal,шо́выч
553,Handtuch::N,eskuzapi,со́лык
554,Handtuch::N,eskuoihal,со́лык
555,Kraft::N,indar,вий
556,Kraft::N,indar,куа́т
557,Stärke::N,indar,куа́т
558,Stärke::N,indar,карма́н
559,Gesundheit::N,osasun,таза́лык
560,Krankheit::N,eritasun,чер
561,Krankheit::N,gaixotasun,чер
562,Schmerz::N,min,ко́рштыш
563,Wunde::N,zauri,су́сыр
564,Fieber::N,sukar,йӱштыму́ж
565,Fieber::N,sukar,лихора́дке
566,Arznei::N,osagai,эм
567,Arznei::N,sendagai,эм
568,Brücke::N,zubi,кӱва́р
569,Brunnen::N,putzu,вӱдвыне́м
570,Weide::N,alha,нурше́р
571,Weide::N,bazkaleku,нурше́р
572,Pfad::N,zidor,йолго́рно
573,Pfad::N,zidor,сокма́к
574,Pfad::N,bidexka,йолго́рно
575,Pfad::N,bidexka,сокма́к
576,Weg::N,bide,ко́рно
577,Straße::N,errepide,ко́рно
578,Dorf::N,herri,ял
579,Stadt::N,hiri,ола́
580,Brief::N,gutun,се́рыш
581,Brief::N,eskutitz,се́рыш
582,Buch::N,liburu,книга́
583,Buchstabe::N,hizki,буква́
584,Zeitung::N,egunkari,газе́т
585,Leben::N,bizi,и́лыш
586,Leben::N,bizitza,и́лыш
587,Tod::N,herio,колыма́ш
588,Tod::N,heriotza,колыма́ш
589,Grab::N,hobi,шӱга́р
590,Grab::N,hilobi,шӱга́р
591,Kirche::N,eliza,че́рке
592,Sünde::N,hoben,су́лык
593,Sünde::N,bekatu,су́лык
594,Gott::N,jainko,ю́мо
595,Arbeiter::N,langile,паша́зе
596,Arbeiter::N,behargin,паша́зе
597,Chef::N,nagusi,тӧра́
598,Meister::N,maisu,маста́р
599,Arzt::N,osagile,врач
600,Arzt::N,sendagile,врач
601,Lehrer::N,irakasle,ту́ныктышо
602,Geld::N,diru,окса́
603,Geschäft::N,negozio,сатулыма́ш
604,Laden::N,denda,ке́выт
605,Laden::N,saltegi,ке́выт
606,Preis::N,prezio,ак
607,Preis::N,salneurri,ак
608,Ware::N,salgai,сату́
609,Nutzen::N,onura,пайда́
610,Nutzen::N,probetxu,пайда́
611,Reichtum::N,aberastasun,поя́нлык
612,Welt::N,ludi,тӱня́
613,Welt::N,mundu,тӱня́
614,Land::N,herrialde,эл
615,Staat::N,estatu,кугыжа́ныш
616,König::N,errege,кугыжа́
617,Macht::N,botere,власть
618,Grenze::N,muga,грани́ца
619,Krieg::N,guda,сар
620,Feind::N,etsai,тушма́н
621,Feind::N,arerio,тушма́н
622,Gewalt::N,bortxa,виешлыма́ш
623,Gewalt::N,bortizkeria,виешлыма́ш
624,Kampf::N,gudu,кредалма́ш
625,Kampf::N,auska,кредалма́ш
626,Bogen[Waffe]::N,arku,юҥе́ж
627,Pfeil::N,gezi,пикш
628,Gewehr::N,fusil,пыча́л
629,Fehler::N,huts,йо́ҥылыш
630,Fehler::N,hutsegin,йо́ҥылыш
631,Lüge::N,gezur,шоя́к
632,Schaden::N,kalte,зия́н
633,Unglück::N,zoritxar,эҥге́к
634,Unglück::N,zorigaitz,эҥге́к
635,Schuld::N,erru,тита́к
636,Schuld::N,erru,йола́
637,Alter::N,adin,ийго́т
638,Schluss::N,bukaera,муча́ш
639,Zeit::N,aldi,жап
640,Zeit::N,aldi,па́гыт
641,Zeit::N,denbora,жап
642,Zeit::N,denbora,па́гыт
643,Tag::N,egun,ке́че
644,Morgen::N,goiz,эр
645,Mittag::N,eguerdi,кечыва́л
646,Abend::N,arrats,кас
647,Nacht::N,gau,йӱд
648,Woche::N,aste,арня́
649,Monat::N,hil,ты́лзе
650,Jahr::N,urte,ий
651,Frühling::N,udalehen,шо́шо
652,Sommer::N,uda,кеҥе́ж
653,Herbst::N,udazken,шы́же
654,Herbst::N,neguantz,шы́же
655,Winter::N,negu,те́ле
656,Januar::N,urtarril,шоркыйол
657,Januar::N,urtarril,идалыкву́й
658,Januar::N,urtarril,янва́рь
659,Februar::N,otsail,пургыж
660,Februar::N,otsail,февра́ль
661,März::N,martxo,ӱярня
662,März::N,martxo,март
663,April::N,apiril,апре́ль
664,Mai::N,maiatz,ага
665,Mai::N,maiatz,май
666,Juni::N,ekain,пеледыш
667,Juni::N,ekain,ию́нь
668,Juli::N,uztail,сӱрем
669,Juli::N,uztail,ию́ль
670,August::N,abuztu,сорла
671,August::N,abuztu,агарма́н
672,August::N,abuztu,а́вгуст
673,September::N,irail,идым
674,September::N,irail,сентя́брь
675,Oktober::N,urri,шыжа
676,Oktober::N,urri,октя́брь
677,November::N,azaro,кылме тылзе
678,November::N,azaro,ноя́брь
679,Dezember::N,abendu,дека́брь
680,Montag::N,astelehen,шо́чмо
681,Dienstag::N,astearte,ку́шкыжмо
682,Mittwoch::N,asteazken,вӱрге́че
683,Donnerstag::N,ostegun,изарня́
684,Freitag::N,ostiral,кугарня́
685,Samstag::N,larunbat,шуматке́че
686,Sonntag::N,igande,рушарня́
687,groß::A,handi,кугу́
688,klein::A,txiki,изи́
689,lang::A,luze,кужу́
690,kurz::A,labur,кӱ́чык
691,breit::A,zabal,кумда́
692,schmal::A,mehar,а́ҥысыр
693,dicht::A,sarri,ну́гыдо
694,dicht::A,trinko,ну́гыдо
695,dick[Gegenstand]::A,lodi,кӱ́жгӧ
696,dünn::A,mehe,ви́чкыж
697,fein::A,fin,ты́гыде
698,fest::A,tinko,чо́ткыдо
699,flach::A,lau,лапка́
700,flach::A,ordoki,лапка́
701,glatt::A,leun,яклака́
702,hart::A,gogor,пе́ҥгыде
703,weich::A,bigun,пу́шкыдо
704,weich::A,beratz,пу́шкыдо
705,rund::A,biribil,йырге́шке
706,spitz::A,puntadun,коша́р
707,scharf::A,zorrotz,пӱ́сӧ
708,stumpf::A,kamuts,токма́к
709,schwer::A,astun,не́ле
710,schwer::A,pisutsu,не́ле
711,schön::A,eder,сы́лне
712,heiß::A,bero,шо́кшо
713,heiß::A,oso bero,шо́кшо
714,warm::A,bero,ле́ве
715,kalt::A,hotz,йӱ́штӧ
716,kühl::A,hotzil,юа́лге
717,kühl::A,hotzil,южгата́
718,frisch::A,fresko,свежа́
719,frisch::A,hozkirri,свежа́
720,feucht::A,heze,вӱ́дыжгӧ
721,nass::A,busti,нӧ́рӧ
722,trocken::A,siku,ку́кшо
723,trocken::A,lehor,ку́кшо
724,voll::A,bete,тич
725,leer::A,huts,яра́
726,offen::A,ireki,виш
727,geschlossen::A,itxita,пе́тырыме
728,geschlossen::A,itxita,тӱ́чмӧ
729,sauber::A,xahu,ару́
730,sauber::A,xahu,янда́р
731,sauber::A,garbi,ару́
732,sauber::A,garbi,янда́р
733,schmutzig::A,lohi,лавыра́н
734,schmutzig::A,lohi,ла́выргыше
735,schmutzig::A,zikin,лавыра́н
736,schmutzig::A,zikin,ла́выргыше
