,Concept_ID,ml,mrj
603,bunt::A,വർണ്ണശബളമായ,ала
604,billig::A,വിലകുറഞ്ഞ,шулдаш
605,teuer::A,ചെലവേറിയ,шергӹ
606,teuer::A,ചെലവേറിയ,шергӓкӓн
607,wertvoll::A,വിലപിടിപ്പുള്ള,ӓкӓн
608,blind::A,അന്ധനായ,слöпöй
609,blind::A,അന്ധനായ,сльöпöй
610,taub::A,കേൾവിക്കുറവുള്ള,тӱтӱк
611,kräftig::A,ശക്തിയുള്ള,виӓн
612,stark::A,ബലമുള്ള,виӓн
613,schwach::A,ക്ഷീണിച്ച,шава
614,schwach::A,ക്ഷീണിച്ച,лӹпкӓ
615,schwach::A,ക്ഷീണിച്ച,слабка
616,fett::A,കൊഴുപ്പുള്ള,таза
617,schlank::A,മെലിഞ്ഞ,яштака
618,hübsch::A,മനോഹരമായ,сӹлнӹ
619,hübsch::A,മനോഹരമായ,олмыдшы
620,böse::A,പാപിയായ,шӹдӓн
621,dumm::A,വിവരംകെട്ട,окмак
622,faul::A,അലസനായ,ялахай
623,fleißig::A,അദ്ധ്വാനശീലമുള്ള,пӓшам яратышы
624,geizig::A,പിശുക്കനായ,шык
625,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,ышан
626,geschickt::A,പ്രതിഭാശാലി,мастар
627,lieb::A,പ്രിയപ്പെട്ട,тыри
628,lustig::A,ആനന്ദകരമായ,мындыр
629,lustig::A,ആനന്ദകരമായ,сусу
630,sanft::A,സൌമ്യമായ,йӹвӹжӓ
631,hungrig::A,വിശപ്പുള്ള,шужышы
632,krank::A,അസുഖമുള്ള,церлӹ
633,krank::A,അസുഖമുള്ള,хворой
634,nackt::A,നഡമായ,цӓрӓ
635,traurig::A,വിഷമമുള്ള,сы́лыкан
636,traurig::A,വിഷമമുള്ള,кымы́лдымы
637,lebendig::A,ഉപജീവനം,живой
638,gut::A,നല്ല,яжо
639,schlecht::A,മോശമായ,уда
640,schlecht::A,മോശമായ,худа
641,richtig::A,ശരിയായ,вургамла
642,schlimm::A,വൃത്തികെട്ട,йӹрнык
643,wahr::A,ശരിയായ,настоящий
644,wahr::A,ശരിയായ,настояшый
645,alt::A,പഴയ,шонгы
646,neu::A,പുതിയ,у
647,ehemalig::A,മുൻ,тошты
648,alt[Lebewesen]::A,വയസ്സുള്ള,ӹлалшӹ
649,jung::A,കൌമാരമായ,нöргӹ
650,jung::A,കൌമാരമായ,молода
651,arm::A,പാവപ്പെട്ട,укеӓн
652,reich::A,സമ്പന്നമായ,паян
653,reich::A,സമ്പന്നമായ,пурлыкан
654,bekannt::A,പരിചിതമായ,палӹмӹ
655,berühmt::A,പ്രശസ്തനായ,лӹмлы
656,fremd::A,വൈദേശികമായ,эдемӹн
657,verschieden::A,വ്യത്യസ്തമായ,тӹрлӹ
658,nah::A,അരികത്തുള്ള,лишӹл
659,fern::A,അകലെയുള്ള,мӹндӹр
660,linker::A,അവശേഷിച്ച,шалахай
661,rechter::A,വലത്തേ,вургамла
662,anderer::A,മറ്റുള്ള,вес
663,anderer::A,മറ്റുള്ള,весӹ
664,erster::A,ആദ്യത്തെ,икшӹ
665,erster::A,ആദ്യത്തെ,икӹмшӹ
666,zweiter::A,രണ്ടാം,кокшы
667,dritter::A,മൂന്നാമത്,кымшы
668,letzter::A,അവസാനത്തെ,остатка
669,allein::ADV,തനിച്ചുള്ള,иктӹ
670,allein::ADV,തനിച്ചുള്ള,иктӹт
671,auf einmal::ADV,ഉടന്,тöрöк
672,zusammen::ADV,ഒരുമിച്ച,икараш
673,zusammen::ADV,ഒരുമിച്ച,цымырын
674,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,кужын
675,plötzlich::ADV,പെട്ടെന്ന്,трӱк
676,sofort::ADV,തത്ക്ഷണം,полт
677,sofort::ADV,തത്ക്ഷണം,тöрöк
678,sofort::ADV,തത്ക്ഷണം,тӹшӓкок
679,später::ADV,പിന്നീട്,вара
680,jetzt::ADV,ഇപ്പോൾ,
681,heute::ADV,ഇന്ന്,тагачы
682,morgen::ADV,നാളെ,иргод
683,morgen::ADV,നാളെ,иргодым
684,bald::ADV,ഉടനെ,чӹнь
685,bald::ADV,ഉടനെ,вӓшке
686,bald::ADV,ഉടനെ,выртышты
687,dann::ADV,അപ്പോൾ,пакыла
688,gestern::ADV,ഇന്നലെ,тенгечӹ
689,einst::ADV,പണ്ടൊരിക്കല്,икӓнӓ
690,damals::ADV,അപ്പോൾ,тӹнӓм
691,danach::ADV,പിന്നീട്,пакыла
692,vorher::ADV,മുൻപ്,перви
693,zuerst::ADV,ആദ്യം,андак
694,einmal::ADV,ഒരിക്കൽ,гӓнӓк
695,einmal::ADV,ഒരിക്കൽ,гӓнӓ
696,manchmal::ADV,ചിലപ്പോൾ,кынамжы
697,oft::ADV,പലപ്പോഴും,чӹчкӹдӹн
698,immer::ADV,എപ്പോഴും,со
699,immer::ADV,എപ്പോഴും,соок
700,niemals::ADV,ഒരിക്കലും,нинам
701,niemals::ADV,ഒരിക്കലും,нигынам
702,niemals::ADV,ഒരിക്കലും,нигынамат
703,hier::ADV,ഇവിടെ,тиштӹ
704,hierhin::ADV,ഇവിടേക്ക്,тишкӹ
705,von hier::ADV,ഇവിടെനിന്ന്,тишец
706,von hier::ADV,ഇവിടെനിന്ന്,тишецӹн
707,dort::ADV,അവിടെ,тӹштӹ
708,dorthin::ADV,അവിടേക്ക്,тӹшкӹ
709,dorthin::ADV,അവിടേക്ക്,тӹшкӹлӓ
710,geradeaus::ADV,മുമ്പിൽ,вик
711,geradeaus::ADV,മുമ്പിൽ,тура
712,geradeaus::ADV,മുമന്നോട്ട്,вик
713,geradeaus::ADV,മുമന്നോട്ട്,тура
714,vorwärts::ADV,മുന്നോട്ട്,анзыкы
715,rückwärts::ADV,തലതിരിച്ച്,мӹнгеш
716,zurück::ADV,പുറകിലേക്ക്,мӹнгеш
717,unten::ADV,താഴെ,ӱлнӹ
718,unten::ADV,താഴെ,лӹвӓлнӹ
719,hinab::ADV,താഴേക്ക്,ӱлӹкӹ
720,hinab::ADV,താഴേക്ക്,лӹвӓкӹ
721,oben::ADV,മുകളിൽ,вӹлнӹ
722,hinauf::ADV,മുകളിൽ,кӱшкӹлӓ
723,hinauf::ADV,മുകളിൽ,кӱш
724,überall::ADV,എല്ലായിടത്തും,йӹлт
725,überall::ADV,എല്ലായിടത്തും,цилӓ вӓре
726,nicht::ADV,ഇല്ല,уке
727,ein wenig::ADV,കുറച്ച്,изиш
728,ein wenig::ADV,കുറച്ച്,иклаштык
729,kaum::ADV,കഷ്ടിച്ച്,цылик
730,kaum::ADV,കഷ്ടിച്ച്,чучок-чучок
731,sehr::ADV,വളരെ,чоте
732,so::ADV,അങ്ങനെ,тенге
733,so::ADV,അങ്ങനെ,тенгелӓ
734,noch::ADV,ഇപ്പോഴും,мол
735,noch::ADV,ഇപ്പോഴും,моло
736,nur::ADV,മാത്രം,веле
737,schon::ADV,നേരത്തേ തന്നെ,уже
738,schon::ADV,നേരത്തേ തന്നെ,ӹнде
739,wieder::ADV,വീണ്ടും,уэш
740,vergebens::ADV,വിഫല,зря
741,vergebens::ADV,വിഫല,ӹзрӓ
742,vergebens::ADV,വിഫല,ӹзӹрӓ
743,vor::PRP,മുമ്പിൽ,анзыц
744,vor::PRP,മുമ്പിൽ,анзыцын
745,hinter::PRP,പുറകിൽ,шайылан
746,hinter::PRP,പുറകിൽ,шайылный
747,unter::PRP,കീഴിൽ,лӹвӓкӹ
748,durch::PRP,ഉള്ളിലൂടെ,вашт
749,neben::PRP,അടുത്ത്,сага
750,zwischen::PRP,ഇടയ്ക്ക്,лош
751,zwischen::PRP,ഇടയ്ക്ക്,лошкы
752,wegen::PRP,നിമിത്തം,мычыц
753,dies::PRN,ഇത്,тидӹ
754,dies::PRN,ഇത്,ти
755,das::PRN,അത്,тидӹ
756,das::PRN,അത്,ти
757,alles::PRN,എല്ലാം,цилӓ
758,ich::PRN,ഞാൻ,мый
759,du::PRN,നിങ്ങൾ,тӹнь
760,er::PRN,അദ്ദേഹം,тӹдӹ
761,er::PRN,അയാൾ,тӹдӹ
762,er::PRN,അവൻ,тӹдӹ
763,er::PRN,അവർ,тӹдӹ
764,er::PRN,അവൾ,тӹдӹ
765,wir::PRN,നമ്മൾ,мӓ
766,ihr::PRN,നിങ്ങൾ,вӓ
767,sie::PRN,അവർ,нӹнӹ
768,was::FPRN,എന്ത്,ма
769,wer::FPRN,ആര്,кӱ
770,wo::FADV,എവിടെ,кышан
771,wo::FADV,എവിടെ,кыштакен
772,wohin::FADV,എവിടേക്ക്,кышкы
773,wie::FADV,എങ്ങനെ,кыце
774,warum::FADV,എന്തുകൊണ്ട്,малын
775,wieviel::FNUM,എത്ര,кынар
776,wieviel::FNUM,എത്ര,кынары
777,wieviel::FNUM,എത്ര,кынаркы
778,eins::NUM,ഒന്ന്,иктӹ
779,eins::NUM,ഒന്ന്,иктӹт
780,zwei::NUM,രണ്ട്,кок
781,zwei::NUM,രണ്ട്,кокты
782,drei::NUM,മൂന്ന്,кым
783,drei::NUM,മൂന്ന്,кымыт
784,vier::NUM,നാല്,нӹл
785,fünf::NUM,അഞ്ച്,вӹц
786,sechs::NUM,ആറ്,куд
787,sechs::NUM,ആറ്,кудытмозн
788,sieben::NUM,ഏഴ്,шӹм
789,sieben::NUM,ഏഴ്,шӹмӹт
790,acht::NUM,എട്ട്,кӓндӓкш
791,acht::NUM,എട്ട്,кӓндӓкшӹ
792,neun::NUM,ഒമ്പത്,ӹндекшшӱдӹ
793,zehn::NUM,പത്ത്,лу
794,elf::NUM,പതിനൊന്ന്,луатик
795,elf::NUM,പതിനൊന്ന്,луатиктӹ
796,zwölf::NUM,പന്ത്രണ്ട്,луаткок
797,zwölf::NUM,പന്ത്രണ്ട്,луаткокты
798,zwanzig::NUM,ഇരുപത്,коклы
799,dreißig::NUM,മുപ്പത്,кымлы
800,vierzig::NUM,നാൽപ്പത്,нӹллӹ
801,fünfzig::NUM,അൻപത്,вӹцлӹ
802,sechzig::NUM,അറുപത്,кудлу
803,siebzig::NUM,എഴുപത്,шӹмлу
804,achtzig::NUM,എൺപത്,кӓндӓкшлу
805,neunzig::NUM,തൊണ്ണൂറ്,ӹндекшлу
806,hundert::NUM,നൂറ്,шӱдӹ
807,tausend::NUM,ആയിരം,тӹжем
808,und::CNJ,ഉം,дöн
809,oder::CNJ,അഥവാ,льывы
810,stehen::V,നിൽക്കുക,шалшаг
811,sitzen::V,ഇരിക്കുക,шӹнзӓш
812,liegen::V,കിടക്കുക,киӓш
813,hängen::V,തൂങ്ങുക,кечӓш
814,werden::V,ആയിത്തീരുക,шагалаш
815,passieren::V,സംഭവിക്കുക,ӹштӓ́лтӓш
816,beginnen::V,ആരംഭിക്കുക,тӹнгӓлӓлтӓш
817,enden::V,അവസാനിപ്പിക്കുക,пӹтӓш
818,wechseln::V,മാറ്റുക,весемӓш
819,wechseln::V,മാറ്റുക,весемӓлтӓш
820,aufgehen[Sonne]::V,ഉയരുക,авараш
821,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,шӹ́нзӓш
822,scheinen[Sonne]::V,പ്രകാശിക്കുക,сотемдӓрӓш
823,donnern::V,ഇടിവെട്ടുക,хӹдӹртӓш
824,wehen::V,വീശുക,ӹфӹлӓш
825,strömen::V,ഒഴുകുക,йогащ
826,fließen::V,ഒഴുകുക,йогащ
827,sich drehen::V,ചുറ്റുക,пöрдӓш
828,sich drehen::V,കറക്കുക,пöрдӓш
829,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,лыпшалташ
830,schwingen::V,ആടുക,кӓчӓйӓш
831,fallen::V,വീഴുക,кенвазаш
832,fallen::V,വീഴുക,шынгалташ
833,brennen::V,കത്തുക,йылаш
834,rauchen::V,പുകയുക,шыпшаш
835,regnen::V,മഴ_പെയ്യുക,юраш
836,gefrieren::V,തണത്ത്_മരവിക്കുക,гӓш
837,gefrieren::V,തണത്ത്_മരവിക്കുക,кӹлмаш
838,tauen::V,അലിയുക,шылаш
839,schmelzen::V,ഉരുകുക,шӹрӓнӓш
840,trocknen::V,വരളുക,кошкаш
841,sieden::V,തിളപ്പിക്കുക,шолаш
842,faulen::V,ചീയുക,шӱӓш
843,verfaulen::V,അഴുകുക,йӓнгӓрӓлтӓш
844,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,кышкедӓлтӓш
845,versinken::V,മുക്കുക,ва́лаш
846,vergehen::V,കടന്നുപോകുക,эртӓш
847,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,каяш
848,verschwinden::V,അദൃശ്യമാകുക,ямаш
849,sinken::V,താഴുക,пычаш
850,abnehmen::V,കുറിയുക,чӹдемӓш
851,abnehmen::V,കുറിയുക,кöтӹргӓш
852,zunehmen::V,വർദ്ധിക്കുക,когоэмӓш
853,steigen::V,ഉയരുക,лӱлта́лташ
854,wachsen::V,വളരുക,кушкаш
855,glänzen::V,മിന്നുക,йӹлгӹжӓш
856,funkeln::V,തിളങ്ങുക,валгалташ
857,lärmen::V,ശബ്ദമുണ്ടാക്കുക,юкланаш
858,läuten::V,മണിമുഴങ്ങുക,цоргаш
859,klingeln::V,ചിലമ്പുക,цоргаш
860,klirren::V,കിലുക്കുക,цонгырталгаш
861,brausen::V,മുഴങ്ങുക,ышдымыла́наш
862,rauschen::V,അനങ്ങുക,шу́жгаш
863,klingen::V,മുഴക്കുക,йо́нгаш
864,bellen::V,കുരയ്ക്കുക,опташ
865,heulen::V,ഓരിയിടുക,урмыжаш
866,blasen::V,ഊതുക,ӹфӹлӓш
867,pfeifen::V,വിസിലടിക്കുക,ши́шкаш
868,schreien::V,ആക്രോശിക്കുക,уташ
869,schreien::V,ആക്രോശിക്കുക,саслаш
870,schreien::V,ആക്രോശിക്കുക,варгынзаш
871,stöhnen::V,അരക്കം,ӹнгӹрӓш
872,stöhnen::V,ആർത്തനാദം,ӹнгӹрӓш
873,zittern::V,വിറയ്ക്കുക,цӹтӹрӓш
874,leben::V,താമസിക്കുക,ӹлӓш
875,geboren werden::V,ജനിക്കുക,шачаш
876,atmen::V,ശ്വസിക്കുക,шӱлӓш
877,trinken::V,കുടിക്കുക,йӱӓш
878,essen::V,കഴിക്കുക,качкаш
879,schlucken::V,വിഴുങ്ങുക,нелӓш
880,müde werden::V,ക്ഷീണിക്കുക,янгылаш
881,einschlafen::V,നിദ്രിക്കുക,амален кеӓш
882,schlafen::V,ഉറങ്ങുക,амалаш
883,aufwachen::V,ഉണരുക,понгыжалташ
884,aufstehen::V,എഴുന്നേൽക്കുക,кӹньӹл шагалаш
885,sich erholen::V,വിശ്രമിക്കുക,кӓнаш
886,krank werden::V,ദീനംപിടിക്കുക,церлӓнен вазаш
887,krank sein::V,രോഗികളാകുക,церлӓнӓш
888,krank sein::V,രോഗികളാകുക,ясланаш
889,krank sein::V,രോഗികളാകുക,ясыланаш
890,schmerzen::V,വേദനിക്കുക,каршташ
891,husten::V,ചുമയ്ക്കുക,кахыраш
892,genesen::V,സുഖപ്പെടുക,паремӓш
893,genesen::V,സുഖപ്പെടുക,тöрлӓнӓш
894,sterben::V,മരിക്കുക,вазын колаш
895,umkommen::V,മരിക്കുക,пӹтӓш
896,sich bewegen::V,സ്ഥലം_മാറുക,кашташ
897,sich rühren::V,ചലിക്കുക,тӓрвӓнӓш
898,sich erheben::V,നിൽക്കുക,кӹньӹлӓш
899,sich setzen::V,ഇരിക്കുക,шӹнзӓш
900,hinfallen::V,വീഴുക,кенвазаш
901,hinfallen::V,വീഴുക,шынгалташ
902,laufen::V,നടക്കുക,кашташ
903,schreiten::V,നടക്കുക,ашкедӓш
904,spazierengehen::V,ഉലാത്തുക,мадын кашташ
905,eilen::V,പാഞ്ഞെത്തുക,вӓшкӓш
906,sich beeilen::V,തിരിക്കുകൂട്ടുക,вӓшкӓш
907,sich beeilen::V,തിരിക്കുകൂട്ടുക,талашаш
908,sich beeilen::V,തിടുക്കം_കാട്ടുക,вӓшкӓш
909,sich beeilen::V,തിടുക്കം_കാട്ടുക,талашаш
910,sausen::V,കുതിക്കുക,хойхаланаш
911,sausen::V,കുതിക്കുക,хояш
912,rennen::V,ഓടുക,кыргыжаш
913,springen::V,ചാടുക,тӹршештӓш
914,klettern::V,കയറുക,ку́заш
915,schaukeln::V,ഇളകുക,лыпшалташ
916,kriechen::V,പതുങ്ങികയറുക,авалянаш
917,kriechen::V,പതുങ്ങികയറുക,ньыжиклӓш
918,schwimmen::V,നീന്തുക,илӓш
919,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,цымаш
920,rudern::V,തുഴയുക,шуалташ
921,fahren::V,വാഹനം ഓടിക്കുക,кеӓш
922,fliegen::V,പറക്കുക,чонгештӓш
923,gehen::V,പോകുക,кеӓш
924,weggehen::V,വിടുക,кеӓш
925,abfahren::V,പുറപ്പെടുക,кеӓш
926,anhalten::V,നിർത്തുക,цӓрнӓш
927,hineingehen::V,പ്രവേശിക്കുക,пыраш
928,eintreten::V,പ്രവേശിക്കുക,пыраш
929,kommen::V,വരുക,толаш
930,ankommen::V,എത്തിച്ചേരുക,шоаш
931,zurückkommen::V,തിരിച്ചു വരുക,пöртӹлӓш
932,bleiben::V,തുടരുക,кодаш
933,warten::V,കാത്തിരിക്കുക,вычаш
934,erwarten::V,പ്രതീക്ഷിക്കുക,вычаш
935,suchen::V,തിരയുക,кӹчӓлӓш
936,finden::V,കണ്ടെത്തുക,моаш
937,versuchen::V,ശ്രമിക്കുക,путаяш
938,versuchen::V,ശ്രമിക്കുക,цацаш
939,vorbereiten::V,തയ്യാറെടുക്കുക,поспейӹктӓш
940,lieben::V,സ്നേഹിക്കുക,яраташ
941,mögen::V,ഇഷ്ടപ്പെടുക,яраташ
942,lachen::V,ചിരിക്കുക,ваштылаш
943,rühren::V,ഹൃദയം സ്പർശിക്കുക,тӓрвӓтӓш
944,weinen::V,തേങ്ങുക,мӓгӹрӓш
945,schimpfen::V,പിറുപിറുക്കുക,свырседӓлӓш
946,sich ärgern::V,കോപിക്കുക,шӹдешкӓш
947,sich fürchten::V,പേടിക്കുക,лӱдӓш
948,fürchten::V,പേടിക്കുക,лӱдӓш
949,fliehen::V,രക്ഷപ്പെടുക,кыргыжаш
950,flüchten::V,രക്ഷപ്പെടുക,кыргыж шӹлӓш
951,sehen::V,കാണുക,ужаш
952,anschauen::V,നോക്കുക,анжалаш
953,ansehen::V,നോക്കുക,анжаш
954,hören::V,കേൾക്കുക,колаш
955,zuhören::V,ശ്രദ്ധിക്കുക,колышташ
956,probieren::V,രുചിയുള്ളതായി_തോന്നുക,тотештӓш
957,probieren::V,രുചിയുള്ളതായി_തോന്നുക,подыл анжаш
958,riechen::V,മണത്തു_നോക്കുക,ӱпшӹнзӓш
959,fühlen::V,സ്പർശിച്ചറിയുക,шижӓш
960,scheinen::V,കാണപ്പെടുക,каяш
961,zu sehen sein::V,വെളിച്ചപ്പെടുക,каяш
962,vernehmen::V,കേൾക്കുക,колын колташ
963,frieren::V,വിറയ്ക്കുക,кӹлмаш
964,frieren::V,വിറയ്ക്കുക,тӹнгӹргӓш
965,tun::V,ചെയ്യുക,ӹштӓш
966,können::V,കഴിയുക,кердӓш
967,wollen::V,വേണുക,жалаяш
968,anfangen::V,തുടങ്ങുക,тӹнгӓлӓш
969,beenden::V,പൂർത്തിയാക്കുക,пӹтӓрӓш
970,aufhören::V,നിർത്തുക,цӓрнӓш
971,gelingen::V,വിജയിക്കുക,цӓш лиӓш
972,geraten::V,പരിണമിക്കുക,лиӓш
973,öffnen::V,തുറക്കുക,пачаш
974,schließen::V,അടയ്ക്കുക,чӱчӓш
975,stellen::V,വയ്ക്കുക,шӹндӓш
976,setzen::V,വയ്ക്കുക,шӹндӓш
977,legen::V,ഇടുക,опташ
978,legen::V,ഇടുക,пиштӓш
979,berühren::V,തൊടുക,тӹкӓлӓш
980,verbinden::V,ഘടിപ്പിക്കുക,пидӓш
981,bedecken::V,മുടുക,леведӓш
982,aufhängen::V,കെട്ടിതൂക്കുക,сӓкӓш
983,anzünden::V,കത്തിക്കുക,чӱктӓш
984,aufheben::V,പെറുക്കിയെടുക്കുക,кузыкташ
985,zurücklassen::V,വച്ചുപോരുക,кодаш
986,verlieren::V,നഷ്ടപ്പെടുക,ямдаш
987,fallen lassen::V,വീഴ്ത്തുക,кенвацтараш
988,machen::V,ഉണ്ടാക്കുക,ӹштӓш
989,herstellen::V,ഉൽപാദിപ്പിക്കുക,йӓмдӹлӓш
990,bauen::V,നിർമ്മിക്കുക,ӹштӓш
991,reparieren::V,നന്നാക്കുക,чиняш
992,reparieren::V,നന്നാക്കുക,алалаш
993,verbessern::V,മെച്ചപ്പെടുക,яжоэмден шӹндӓш
994,ändern::V,മാറ്റംവരുത്തുക,вашталташ
995,graben::V,കുഴിക്കുക,капаяш
996,beugen::V,വണങ്ങുക,лывырташ
997,beugen::V,വണങ്ങുക,каклярташ
998,biegen::V,കുനിയുക,лывырташ
999,drehen::V,തിരിക്കുക,сӓрӓш
1000,drehen::V,തിരിക്കുക,сӓрӹкӓлӓш
1001,wenden::V,തിരിയുക,сӓрӓлӓш
1002,umdrehen::V,തിരിയുക,сӓрӓлӓш
1003,heben::V,ഉയർത്തുക,лӱктӓш
1004,hochheben::V,ഉയർത്തുക,кузыкташ
1005,ergreifen::V,ബലമായി_പിടിക്കുക,хватяш
1006,halten::V,പിടിക്കുക,кычаш
1007,drücken::V,അമർത്തുക,темдӓш
1008,schieben::V,തള്ളുക,шӹкӓш
1009,kratzen::V,ചുരണ്ടുക,нӹжӓш
1010,lecken::V,നക്കുക,нылаш
1011,beißen::V,കടിക്കുക,пыралаш
1012,abreißen::V,കീറിക്കളയുക,кӹрӓш
1013,abreißen::V,കീറിക്കളയുക,кышкед нӓлӓш
1014,abschneiden::V,മുറിച്ചുമാറ്റുക,шулаш
1015,abschneiden::V,മുറിച്ചുമാറ്റുക,лаштыклаш
1016,binden::V,കെട്ടുക,пидӓш
1017,stecken::V,തുളയ്ക്കുക,шыралаш
1018,brechen::V,ഉടയുക,тодылаш
1019,brechen::V,ഉടയുക,пыдырташ
1020,klopfen::V,തട്ടുക,рушткаш
1021,hauen::V,അടിക്കുക,шелӹштӓш
1022,kleben::V,ഒട്ടിക്കുക,клейӓш
1023,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,нӹжӓш
1024,streichen::V,പടർത്തുക,шӹрӓш
1025,schleifen::V,പൊടിക്കുക,шымаш
1026,schneiden::V,മുറിക്കുക,пӹчкӓш
1027,rütteln::V,മുട്ടുക,мыльгыкташ
1028,schütteln::V,കുലുക്കുക,цӹтӹртӓш
1029,schütteln::V,കുലുക്കുക,мыльгыкташ
1030,schwenken::V,ആടുക,машыяш
1031,schütten::V,ഒഴിക്കുക,опталаш
1032,füllen::V,നിറയ്ക്കുക,темӓш
1033,einwickeln::V,പൊതിയുക,пӹтӹрӓ́лӓш
1034,tragen::V,വഹിക്കുക,намалаш
1035,schleppen::V,വലിച്ചിഴയ്ക്കുക,шӹдӹрӓш
1036,ziehen::V,വലിക്കുക,шыпшаш
1037,aufbewahren::V,വയ്ക്കുക,перегӓш
1038,werfen::V,എറിയുക,кӹшкӓш
1039,fangen::V,പിടിക്കുക,кычаш
1040,packen::V,തട്ടിപ്പറിക്കുക,хватяш
1041,verstecken::V,മറയ്ക്കുക,шӹлтӓш
1042,teilen::V,വിഭജിക്കുക,пайылаш
1043,schicken::V,അയയ്ക്കുക,колташ
1044,bringen::V,കൊണ്ടുവരുക,кандаш
1045,hinzufügen::V,കൂട്ടുക,
1046,bekommen::V,കിട്ടുക,лыкташ
1047,erhalten::V,സ്വീകരിക്കുക,получаяш
1048,nehmen::V,എടുക്കുക,налаш
1049,wählen::V,തിരഞ്ഞെടുക്കുക,айыраш
1050,auswählen::V,തിരഞ്ഞെടുക്കുക,айыраш
1051,bewahren::V,പുലർത്തുക,перегӓш
1052,behindern::V,തടയിടുക,мешӓйӓш
1053,verderben::V,നശിപ്പിക്കുക,портяш
1054,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,шушырташ
1055,zerbrechen::V,ഉടയുക,пыдырташ
1056,zerreißen::V,കീറുക,кӹрӓш
1057,zerstören::V,നശിപ്പിക്കുക,шӓлӓтӓш
1058,verbrennen::V,കത്തിനശിക്കുക,йылаташ
1059,verbrennen::V,കത്തിനശിക്കുക,йылалташ
1060,verbrennen::V,കത്തിച്ചുകളയുക,йылаташ
1061,verbrennen::V,കത്തിച്ചുകളയുക,йылалташ
1062,geben::V,കൊടുക്കുക,пуаш
1063,geben::V,തരുക,пуаш
1064,reichen::V,കൈമാറുക,пуаш
1065,schenken::V,സമ്മാനം കൊടുക്കുക,подараш
1066,versprechen::V,വാഗ്ദാനം_നൽകുക,сöрӓш
1067,wünschen::V,ആഗ്രഹിക്കുക,жалаяш
1068,loben::V,പുകഴ്ത്തുക,хваляш
1069,küssen::V,ഉമ്മവയ്ക്കുക,шышшалаш
1070,wiegen::V,ഇളകുക,лӱнгӓлтӓш
1071,zudecken::V,മുടുക,пиштӓш
1072,wecken::V,ഉണർത്തുക,понгыжалтараш
1073,zeigen::V,കാണിക്കുക,анжыкташ
1074,führen::V,നടത്തുക,видӓш
1075,lehren::V,പഠിപ്പിക്കുക,тымдаш
1076,unterrichten::V,പരിശീലിപ്പിക്കുക,тымдаш
1077,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,кушташ
1078,leiten::V,നയിക്കുക,видӓш
1079,leiten::V,നയിക്കുക,вуйлаташ
1080,leiten::V,നയിക്കുക,вуйлалташ
1081,antreiben::V,പ്രേരിപ്പിക്കുക,талаштараш
1082,lassen::V,അനുവദിക്കുക,-ыкт
1083,einladen::V,ക്ഷണിക്കുക,ӱжӓш
1084,vereinigen::V,കൂടിച്ചേരുക,иктештӓш
1085,besuchen::V,സന്ദർശിക്കുക,толаш
1086,treffen::V,തമ്മിൽ കാണുക,вӓшлиӓш
1087,treffen::V,തമ്മിൽ കാണുക,вӓшлиӓлтӓш
1088,sich versammeln::V,സംയോജിപ്പിക്കുക,цымыргаш
1089,spielen::V,കളിക്കുക,мадаш
1090,singen::V,പാടുക,мыраш
1091,tanzen::V,നൃത്തം ചെയ്യുക,кушташ
1092,sich trennen::V,നേർപെടുത്തുക,айырлаш
1093,verlassen::V,പിൻവാങ്ങുക,шуаш
1094,retten::V,രക്ഷിക്കുക,ытараш
1095,bewachen::V,കാവൽനിൽക്കുക,оролаш
1096,schützen::V,പരിരക്ഷിക്കുക,перегӓш
1097,verteidigen::V,പ്രതിരോധിക്കുക,перегӓш
1098,sich schlagen::V,കലഹിക്കുക,шидӓлӓш
1099,sich schlagen::V,കലഹിക്കുക,шиэдӓлӓш
1100,schießen::V,വെടിവെക്കുക,лӱӓш
1101,siegen::V,വിജയിക്കുക,сӹнгӓш
1102,ärgern::V,വിഷമിപ്പിക്കുക,шӹдештӓрӓш
1103,schlagen::V,അടിക്കുക,пӓрен колташ
1104,schlagen::V,അടിക്കുക,хӹрӹктен колташ
1105,treten::V,തൊഴിക്കുക,чымаш
1106,stechen::V,കുത്തുക,пышкылаш
1107,stoßen::V,തള്ളുക,шыркедӓш
1108,stehlen::V,മോഷ്ടിക്കുക,шолышт толаш
1109,stören::V,ശല്യപ്പെടുത്തുക,ӓрештӹлӓш
1110,belästigen::V,മെനക്കെടുക,кӓньӹсӹрлӓндӓрӓш
1111,belästigen::V,മെനക്കെടുക,шытырланыкташ
1112,verbergen::V,മറയ്ക്കുക,шӹлтӓш
1113,verbergen::V,ഒളിക്കുക,шӹлтӓш
1114,täuschen::V,കബളിപ്പിക്കുക,алталаш
1115,täuschen::V,കബളിപ്പിക്കുക,аталаш
