,Concept_ID,ca,uz
815,brausen::V,rugir,vag'illamoq
816,rauschen::V,murmurar,shitirlamoq
817,klingen::V,sonar,yangramoq
818,bellen::V,lladrar,hurmoq
819,heulen::V,udolar,uvlamoq
820,blasen::V,bufar,puflamoq
821,pfeifen::V,xiular,xushtak chalmoq 
822,schreien::V,cridar,qiyqirmoq
823,stöhnen::V,gemegar,nola qilmoq
824,zittern::V,tremolar,titramoq
825,leben::V,vīure,yashamoq
826,geboren werden::V,néixer,tug'ilmoq
827,atmen::V,respirar,nafas chiqarmoq
828,trinken::V,beure,ichmoq
829,essen::V,menjar,emoq
830,schlucken::V,empassar-se,yutmoq
831,müde werden::V,cansar-se,horimoq
832,einschlafen::V,adormir-se,uxlab qolmoq
833,schlafen::V,dormir,uxlamoq
834,aufwachen::V,despertar-se,uyg'onmoq
835,aufstehen::V,llevar-se,qo'pmoq
836,sich erholen::V,descansar,dam olmoq
837,krank werden::V,posar-se malalt,kasallanmoq
838,krank sein::V,estar malalt,betob yotmoq
839,schmerzen::V,doldre,og'rimoq
840,husten::V,tossir,yo'talmoq
841,genesen::V,recuperar-se,tuzalmoq
842,sterben::V,morir,o'lmoq
843,umkommen::V,perir,halok bo'lmoq
844,sich bewegen::V,moure's,harakat qilmoq
845,sich rühren::V,moure's,qimirlamoq
846,sich erheben::V,aixecar-se,qo'pmoq
847,sich setzen::V,asseure's,o'tirmoq
848,hinfallen::V,caure's,yiqilmoq
849,laufen::V,caminar,yurmoq
850,schreiten::V,procedir,yurmoq
851,spazierengehen::V,passejar,sayr ätmoq
852,eilen::V,anar corrent,tezlamoq
853,sich beeilen::V,afanyar-se,shoshmoq
854,sausen::V,córrer,chopqillamoq
855,rennen::V,córrer,yugurmoq
856,springen::V,saltar,sakramoq
857,klettern::V,escalar,yuqorilamoq
858,schaukeln::V,gronxar-se,irg'amoq
859,schaukeln::V,balancejar-se,irg'amoq
860,kriechen::V,reptar,ämaklamoq
861,kriechen::V,arrossegar-se,ämaklamoq
862,schwimmen::V,nadar,suzmoq
863,tauchen::V,bussejar,chu'mmoq
864,tauchen::V,submergir-se,chu'mmoq
865,rudern::V,remar,eshkak eshmoq
866,fahren::V,anar,haydamoq
867,fliegen::V,volar,uchmoq
868,gehen::V,caminar,bormoq
869,weggehen::V,anar-se'n,ketoq
870,abfahren::V,partir,jo'namoq
871,anhalten::V,aturar-se,to'xtamoq
872,hineingehen::V,entrar,kirmoq
873,eintreten::V,entrar,kirmoq
874,kommen::V,venir,kelmoq
875,ankommen::V,arribar,etib kelmoq
876,zurückkommen::V,tornar,qaytib kelmoq
877,bleiben::V,quedar-se,qolmoq
878,warten::V,esperar,poylamoq
879,erwarten::V,esperar,kutmoq
880,suchen::V,buscar,izlamoq
881,finden::V,trobar,topmoq
882,versuchen::V,intentar,chalishmoq
883,vorbereiten::V,preparar,hozirlamoq
884,lieben::V,estimar,sevmoq
885,mögen::V,agradar a,ardoqlamoq
886,lachen::V,riure,kulmoq
887,rühren::V,commoure,ta'sirlantirmoq
888,rühren::V,emocionar,ta'sirlantirmoq
889,weinen::V,plorar,yig'lamoq
890,schimpfen::V,renyar,koyinmoq
891,sich ärgern::V,enfadar-se,g'azab qilmoq
892,sich fürchten::V,tenir por,hurkmoq
893,fürchten::V,témer,qo'rqmoq
894,fliehen::V,fugir,qochmoq
895,flüchten::V,refugiar-se,qochmoq
896,sehen::V,veure,ko'rmoq
897,anschauen::V,mirar,razm solmoq
898,ansehen::V,mirar,razm qilmoq
899,hören::V,oir,äshitmoq
900,zuhören::V,escoltar,tinglamoq
901,probieren::V,provar,tatib ko'rmoq
902,riechen::V,olorar,iskamoq
903,fühlen::V,sentīr,sezmoq
904,scheinen::V,semblar,tuyilmoq
905,zu sehen sein::V,poder-se veure,ko'rinmoq
906,vernehmen::V,percebre,äshitmoq
907,frieren::V,tenir fred,sovuq qotmoq
908,tun::V,fer,ätmoq
909,können::V,poder,-a olmoq
910,können::V,poder,-y olmoq
911,wollen::V,voler,istamoq
912,anfangen::V,iniciar,boshlamoq
913,beenden::V,acabar,bitirmoq
914,aufhören::V,deixar,tinmoq
915,gelingen::V,sortir bé,muvaffaqiyat qozonmoq
916,geraten::V,sortir,bo'lmoq
917,öffnen::V,obrir,ochmoq
918,schließen::V,tancar,yopmoq
919,stellen::V,posar,qo'ymoq
920,stellen::V,col·locar,qo'ymoq
921,setzen::V,assentar,o'tqazmoq
922,legen::V,posar,yotqizmoq
923,berühren::V,tocar,tegmoq
924,verbinden::V,unir,ulamoq
925,verbinden::V,connectar,ulamoq
926,bedecken::V,tapar,bekitmoq
927,bedecken::V,cobrir,bekitmoq
928,aufhängen::V,penjar,ildirmoq
929,anzünden::V,encendre,yondirmoq
930,aufheben::V,aixecar,ko'tarmoq
931,zurücklassen::V,deixar,ayrilmoq
932,verlieren::V,pērdre,yo'qotmoq
933,fallen lassen::V,deixar caure,tushirmoq
934,machen::V,fer,qilmoq
935,herstellen::V,producir,chiqarmoq
936,bauen::V,construir,solmoq
937,reparieren::V,reparar,tuzatmoq
938,verbessern::V,millorar,isloh qilmoq
939,ändern::V,canviar,o'zgartirmoq
940,graben::V,cavar,qazimoq
941,beugen::V,doblegar,bukmoq
942,biegen::V,corbar,bukmoq
943,biegen::V,arquejar,bukmoq
944,drehen::V,girar,aylantirmoq
945,wenden::V,girar,burmoq
946,umdrehen::V,voltar,ag'darmoq
947,heben::V,pujar,yuksaltirmoq
948,heben::V,aixecar,yuksaltirmoq
949,hochheben::V,aixecar,ko'tarmoq
950,ergreifen::V,agafar,tutamlamoq
951,halten::V,mantenir,tutmoq
952,drücken::V,prémer,bosmoq
953,drücken::V,estrènyer,bosmoq
954,schieben::V,empènyer,surmoq
955,kratzen::V,raspar,qashimoq
956,lecken::V,llepar,mijimoq
957,beißen::V,mossegar,tishlamoq
958,abreißen::V,arrencar,emirmoq
959,abschneiden::V,tallar,cho'rt kesmoq
960,binden::V,lligar,bog'lamoq
961,stecken::V,ficar,suqmoq
962,brechen::V,trencar,sindirmoq
963,klopfen::V,trucar,dukurlamoq
964,hauen::V,picar,urmoq
965,hauen::V,colpejar,urmoq
966,kleben::V,enganxar,yopishtirmoq
967,reiben::V,fregar,surkamoq
968,streichen::V,untar,surkamoq
969,schleifen::V,afilar,qayramoq
970,schleifen::V,esmolar,qayramoq
971,schneiden::V,tallar,kesmoq
972,rütteln::V,sacsejar,chayqamoq
973,schütteln::V,agitar,chayqamoq
974,schütteln::V,sacsejar,chayqamoq
975,schwenken::V,agitar,chayqatmoq
976,schütten::V,abocar,quymoq
977,füllen::V,omplir,to'ldirmoq
978,einwickeln::V,embolicar,chulg'amoq
979,tragen::V,dur,tashimoq
980,tragen::V,portar,tashimoq
981,schleppen::V,arrossegar,sudramoq
982,ziehen::V,tirar,tortmoq
983,ziehen::V,estirar,tortmoq
984,aufbewahren::V,conservar,tutmoq
985,werfen::V,llançar,tashlamoq
986,fangen::V,agafar,tutmoq
987,fangen::V,atrapar,tutmoq
988,packen::V,engrapar,opqochmoq
989,verstecken::V,amagar,yashirmoq
990,teilen::V,dividir,bo'lmoq
991,schicken::V,enviar,yubormoq
992,bringen::V,portar,keltirmoq
993,hinzufügen::V,afegir,tirkamoq
994,bekommen::V,obtenir,olmoq
995,erhalten::V,rebre,olmoq
996,nehmen::V,prendre,olmoq
997,wählen::V,triar,saylamoq
998,wählen::V,elegir,saylamoq
999,auswählen::V,escollir,saylamoq
1000,auswählen::V,seleccionar,saylamoq
1001,bewahren::V,conservar,saqlamoq
1002,behindern::V,impedir,xalal bermoq
1003,behindern::V,obstaculitzar,xalal bermoq
1004,verderben::V,espatllar,xazon qilmoq
1005,beschädigen::V,danyar,buzmoq
1006,beschädigen::V,destrossar,buzmoq
1007,zerbrechen::V,trencar,sindirmoq
1008,zerreißen::V,estripar,yirtmoq
1009,zerstören::V,destruir,vayron qilmoq
1010,verbrennen::V,cremar,kuydirmoq
1011,geben::V,donar,bermoq
1012,reichen::V,passar,bermoq
1013,schenken::V,regalar,sovg'a qilmoq
1014,versprechen::V,prometre,va'da bermoq
1015,wünschen::V,desitjar,orziqmoq
1016,loben::V,elogiar,maqtamoq
1017,küssen::V,fer un petó a,o'pmoq
1018,wiegen::V,bressolar,tebratmoq
1019,zudecken::V,tapar,yopmoq
1020,zudecken::V,cobrir,yopmoq
1021,wecken::V,despertar,uyg'otmoq
1022,zeigen::V,mostrar,ko'rsatmoq
1023,zeigen::V,ensenyar,ko'rsatmoq
1024,führen::V,guiar,boshlik bo'lmoq
1025,führen::V,conduir,boshlik bo'lmoq
1026,lehren::V,ensenyar,o'rgatmoq
1027,unterrichten::V,ensenyar,dars bermoq
1028,aufziehen::V,criar,o'stirmoq
1029,leiten::V,dirigir,boshqarmoq
1030,antreiben::V,impel·lir,shoshiltirmoq
1031,lassen::V,fer,ruxsat bermoq
1032,einladen::V,invitar,taklif kilmoq
1033,einladen::V,convidar,taklif kilmoq
1034,vereinigen::V,unir,qo'shmoq
1035,besuchen::V,visitar,mehmonga bormoq
1036,besuchen::V,anar a veure,mehmonga bormoq
1037,treffen::V,trobar,duchor bo'lmoq
1038,sich versammeln::V,reunir-se,to'planmoq
1039,spielen::V,jugar,o'ynamoq
1040,singen::V,cantār,yalla qilmoq
1041,tanzen::V,ballar,raqs qilmoq
1042,sich trennen::V,separar-se,yakkalanmoq
1043,verlassen::V,deixar,qoldirmoq
1044,verlassen::V,abandonar,qoldirmoq
1045,retten::V,salvar,qutqazmoq
1046,bewachen::V,vigilar,qo'rimoq
1047,schützen::V,protegir,yoniga olmoq
1048,verteidigen::V,defensar,yoqlamoq
1049,sich schlagen::V,barallar-se,yoqalashmoq
1050,schießen::V,tirar,otmoq
1051,schießen::V,disparar,otmoq
1052,siegen::V,vèncer,engmoq
1053,ärgern::V,enfadar,jahl chiqarmoq
1054,schlagen::V,pegar,urmoq
1055,schlagen::V,colpejar,urmoq
1056,treten::V,donar un cop de peu a,tepmoq
1057,stechen::V,punxar,qadamoq
1058,stechen::V,apunyalar,qadamoq
1059,stoßen::V,empènyer,turtmoq
1060,stehlen::V,robar,o'g'rilamoq
1061,stören::V,molestar,tebratmoq
1062,belästigen::V,importunar,g'ashini keltirmoq
1063,verbergen::V,amagar,berkitmoq
1064,verbergen::V,ocultar,berkitmoq
1065,täuschen::V,enganyar,aldamoq
1066,betrügen::V,estafar,tirriq qilmoq
1067,töten::V,matar,o'ldirmoq
1068,wohnen::V,vīure,istiqomat qilmoq
1069,wohnen::V,habitar,istiqomat qilmoq
1070,arbeiten::V,treballar,ishlamoq
1071,sammeln::V,col·leccionar,yig'moq
1072,pflücken::V,collir,termoq
1073,jagen::V,caçar,ov qilmoq
1074,fischen::V,pescar,baliq ovlamoq
1075,fassen::V,atrapar,ilinmoq
1076,hüten::V,pasturar,boqtirmoq
1077,treiben::V,arriar,haydamoq
1078,anbinden::V,lligar,bog'lamoq
1079,füttern::V,donar menjar a,edirmoq
1080,melken::V,munyir,sog'moq
1081,hacken::V,picar,chopmoq
1082,hacken::V,tallar,chopmoq
1083,gießen::V,regar,oqizmoq
1084,reifen::V,madurar,qizarmoq
1085,zubereiten::V,preparar,pishirmoq
1086,kochen::V,coure,qaynatmoq
1087,backen::V,coure al forn,yopmoq
1088,braten::V,rostir,qovurmoq
1089,umrühren::V,remenar,atalamoq
1090,stricken::V,tricotar,to'qimoq
1091,stricken::V,fer punt de mitja,to'qimoq
1092,nähen::V,cosir,tikmoq
1093,färben::V,tenyir,bo'yoqlamoq
1094,reinigen::V,netejar,tozalamoq
1095,waschen::V,rentār,yuvmoq
1096,abwischen::V,eixugar,surkamoq
1097,spülen::V,esbandir,chaymoq
1098,fegen::V,escombrar,cho'tkalamoq
1099,kehren::V,escombrar,supurmoq
1100,baden::V,banyar-se,cho'milmoq
1101,sich waschen::V,rentār-se,yuvinmoq
1102,ausziehen::V,treure's,echintirmoq
1103,anziehen::V,posar-se,kiymoq
1104,sich anziehen::V,vestir-se,kiyinmoq
1105,kämmen::V,pentinar,taramoq
1106,schmücken::V,adornar,yasatmoq
1107,sagen::V,dir,aytmoq
1108,sprechen::V,parlar,so'zlamoq
1109,reden::V,parlar,gapirmoq
1110,sich unterhalten::V,conversar,suhbatlashmoq
1111,fragen::V,preguntar,so'ramoq
1112,bitten::V,demanar,iltimos qilmoq
1113,erzählen::V,contar,aytib bermoq
1114,erzählen::V,explicar,aytib bermoq
1115,mitteilen::V,comunicar,bildirmoq
1116,nennen::V,nomenar,atamoq
1117,rufen::V,cridar,chaqirmoq
1118,prahlen::V,lloar-se,gerdaymoq
1119,prahlen::V,jactar-se,gerdaymoq
1120,übersetzen::V,traduir,tarjima qilmoq
1121,denken::V,pensar,o'ylamoq
1122,glauben::V,creure,ishonmoq
1123,bemerken::V,notar,payqamoq
1124,erkennen::V,reconèixer,tanimoq
1125,begreifen::V,comprendre,tushunmoq
1126,verstehen::V,entendre,anglamoq
1127,lernen::V,aprendre,o'qimoq
1128,wissen::V,saber,bilmoq
1129,sich erinnern an::V,recordar,äsni tanimoq
1130,vergessen::V,oblidar,unutmoq
1131,messen::V,mesurar,o'lchamoq
1132,zählen::V,comptar,raqamlamoq
1133,rechnen::V,calcular,cho'tlamoq
1134,lesen::V,llegir,o'qimoq
1135,malen::V,pintar,rasm solmoq
1136,zeichnen::V,dibuixar,chizmoq
1137,schreiben::V,escrīure,yozmoq
1138,besitzen::V,posseir,ägalamoq
1139,kaufen::V,comprar,olmoq
1140,verkaufen::V,vendre,sotmoq
1141,bezahlen::V,pagar,to'lamoq
1142,zahlen::V,pagar per,to'lamoq
1143,beherrschen::V,dominar,ägalamoq
1144,ertragen::V,aguantar,chidamoq
