,Concept_ID,kk,cs
104,Sumpf::N,саз,močál
105,Sumpf::N,саз,bažina
106,Moor::N,саз,bažina
107,Moor::N,саз,slatina
108,Wiese::N,шалғын,louka
109,Wald::N,орман,les
110,Hügel::N,төбе,kopec
111,Hügel::N,белес,kopec
112,Hügel::N,белес-белес,kopec
113,Anhöhe::N,дөң,pahorek
114,Anhöhe::N,адыр,pahorek
115,Anhöhe::N,қырат,pahorek
116,Berg::N,тау,hora
117,Gipfel::N,төбе,vrchol
118,Höhle::N,үңгір,jeskyně
119,Abhang::N,бауыр,svah
120,Abhang::N,бауыр,stráň
121,Quelle::N,қайнар,pramen
122,Bach::N,жылға,potok
123,Fluss::N,өзен,řeka
124,Ufer::N,жиек,břeh
125,Küste::N,жиегі,pobřeží
126,Küste::N,жағалау,pobřeží
127,Festland::N,құрылық,souš
128,Festland::N,құрылық,pevnina
129,Meer::N,теңіз,moře
130,Bucht::N,шығанақ,záliv
131,Bucht::N,шығанақ,zátoka
132,Insel::N,арал,ostrov
133,Blume::N,гүл,květina
134,Gras::N,от,tráva
135,Wurzel::N,түбір,kořen
136,Baum::N,ағаш,strom
137,Baum::N,дарақ,strom
138,Stamm::N,сояу,kmen
139,Stamm::N,оқпан,kmen
140,Rinde::N,қабық,kůra
141,Ast::N,бұтақ,větev
142,Zweig::N,шыбық,větev
143,Blatt::N,жапырақ,lupen
144,Birke::N,қайың,bříza
145,Kiefer[Baum]::N,қарағай,sosna
146,Kiefer[Baum]::N,қарағай,borovice
147,Weide[Baum]::N,тал,vrba
148,Tanne::N,шырша,jedle
149,Horn::N,мүйіз,roh
150,Feder::N,қаламұш,pero
151,Fell::N,тері,srst
152,Flügel::N,қанат,křídlo
153,Klaue::N,тырнақ,dráp
154,Klaue::N,тырнақ,pazneht
155,Kralle::N,аяқ,dráp
156,Schwanz::N,құйрық,ocas
157,Ei::N,жұмыртқа,vejce
158,Nest::N,ұя,hnízdo
159,Bau::N,жатақ,nora
160,Tier::N,айуан,zvíře
161,Tier::N,жануар,zvíře
162,Herde::N,пада,stádo
163,Kuh::N,сиыр,kráva
164,Bulle::N,өгіз,býk
165,Pferd::N,жылқы,kůň
166,Schaf::N,қой,ovce
167,Schwein::N,шошқа,vepř
168,Schwein::N,шошқа,prase
169,Hund::N,ит,pes
170,Katze::N,мысық,kočka
171,Bär::N,аю,medvěd
172,Eichhörnchen::N,тиін,veverka
173,Elch::N,бұғы,los
174,Fuchs::N,түлкі,liška
175,Hase::N,қоян,zajíc
176,Maus::N,қаптесер,myš
177,Wolf::N,бөрі,vlk
178,Wolf::N,қасқыр,vlk
179,Vogel::N,құс,pták
180,Schwarm::N,топ,roj
181,Schwarm::N,топ,hejno
182,Schwarm::N,үйір,roj
183,Schwarm::N,үйір,hejno
184,Huhn::N,тауық,kuře
185,Huhn::N,тауық,slepice
186,Huhn::N,мекиен,kuře
187,Huhn::N,мекиен,slepice
188,Hahn::N,әтеш,kohout
189,Hahn::N,қораз,kohout
190,Gans::N,қаз,husa
191,Adler::N,бүркіт,orel
192,Ente::N,үйрек,kachna
193,Eule::N,жапалақ,sova
194,Kranich::N,тырна,jeřáb
195,Krähe::N,қарға,vrána
196,Kuckuck::N,көкек,kukačka
197,Schwan::N,аққу,labuť
198,Fisch::N,балық,ryba
199,Barsch::N,алабұға,okoun
200,Hecht::N,шортан,štika
201,Schlange[Tier]::N,жылан,had
202,Wurm::N,шұбалшаң,červ
203,Spinne::N,өрмекші,pavouk
204,Ameise::N,қүмырска,mravenec
205,Laus::N,бит,veš
206,Mücke::N,маса,komár
207,Fliege::N,шыбын,moucha
208,Schmetterling::N,көбелек,motýl
209,Beere::N,жидек,bobule
210,Apfel::N,алма,jablko
211,Pilz::N,қозықұйрық,houba
212,Pilz::N,саңыраукулақ,houba
213,Zwiebel::N,жуа,cibule
214,Saat::N,тұқым,osivo
215,Korn::N,дән,zrno
216,Heu::N,шөп,seno
217,Schale::N,қабық,slupka
218,Schale::N,қабық,skořápka
219,Schale::N,қабығы,slupka
220,Schale::N,қабығы,skořápka
221,Grube::N,ор,jáma
222,Falle::N,дұзақ,past
223,Falle::N,дұзақ,léčka
224,Falle::N,қақпан,past
225,Falle::N,қақпан,léčka
226,Schlinge::N,ілмек,smyčka
227,Spur::N,із,stopa
228,Asche::N,күл,popel
229,Dreck::N,былғаныш,špína
230,Eisen::N,темір,železo
231,Gold::N,алтын,zlato
232,Silber::N,күміс,stříbro
233,Kohle::N,көмір,uhlí
234,Glas::N,шыны,sklo
235,Lehm::N,балшық,jíl
236,Lehm::N,балшық,hlína
237,Sand::N,құм,písek
238,Mensch::N,адам,člověk
239,Mann::N,еркек,muž
240,Mann::N,ер адам,muž
241,Frau::N,бике,žena
242,Frau::N,қатын,žena
243,Kind::N,бала,dítě
244,Kind::N,перзент,dítě
245,Junge::N,бала,hoch
246,Junge::N,бала,chlapec
247,Junge::N,ер бала,hoch
248,Junge::N,ер бала,chlapec
249,Mädchen::N,қыз,děvče
250,Familie::N,жанұя,rodina
251,Großvater::N,ата,děd
252,Großvater::N,ата,dědeček
253,Großmutter::N,әже,babička
254,Großmutter::N,әжей,babička
255,Eltern::N,ата-аналар,rodiče
256,Vater::N,әке,otec
257,Mutter::N,ана,matka
258,Sohn::N,ұл,syn
259,Tochter::N,қызым,dcera
260,Bruder::N,бауырым,bratr
261,Schwester::N,әпке,sestra
262,Onkel::N,көке,strýc
263,Tante::N,тәте,teta
264,Ehemann::N,ер,choť
265,Ehemann::N,ер,manžel
266,Ehefrau::N,зайып,choť
267,Ehefrau::N,зайып,manželka
268,Freude::N,қуаныш,radost
269,Freude::N,сүйініш,radost
270,Freude::N,шат-думан,radost
271,Freude::N,қуаныштылық,radost
272,Gelächter::N,күлу,smích
273,Glück::N,бақыт,štěstí
274,Glück::N,бақыттылық,štěstí
275,Kummer::N,аза,žal
276,Kummer::N,аза,trápení
277,Kummer::N,қайғы,žal
278,Kummer::N,қайғы,trápení
279,Kummer::N,қасырет,žal
280,Kummer::N,қасырет,trápení
281,Wunsch::N,мүдде,přání
282,Lust::N,тәбет,chuť
283,Lust::N,ынтызар,chuť
284,Lust::N,құштарлық,chuť
285,Geist::N,рух,duch
286,Gedanke::N,ой,myšlenka
287,Gedächtnis::N,ес,paměť
288,Gedächtnis::N,жады,paměť
289,Gedächtnis::N,ақыл-ес,paměť
290,Verstand::N,ақыл,rozum
291,Verstand::N,парасат,rozum
292,Sinn::N,мән,smysl
293,Sinn::N,маныз,smysl
294,Sinn::N,мағына,smysl
295,Sinn::N,мән-мағына,smysl
296,Grund::N,себеп,důvod
297,Wahrheit::N,рас,pravda
298,Gespräch::N,әңгіме,rozhovor
299,Märchen::N,ертеп,pohádka
300,Märchen::N,ертек,pohádka
301,Erzählung::N,әңгіме,povídka
302,Nachricht::N,хабар,zpráva
303,Neuigkeit::N,жаңалық,novina
304,Neuigkeit::N,жаңалық,novinka
305,Name::N,ат,jméno
306,Name::N,атау,jméno
307,Rätsel::N,жұмбақ,hádanka
308,Rede::N,сөз,řeč
309,Rede::N,сөз,proslov
310,Sprache::N,тіл,řeč
311,Sprache::N,тіл,jazyk
312,Stimme::N,үн,hlas
313,Stimme::N,әуен,hlas
314,Stimme::N,дауыс,hlas
315,Wort::N,сөз,slovo
316,Zeichen::N,ишара,znamení
317,Ruf::N,айғай,zavolání
318,Lärm::N,айғай-шу,hluk
319,Lärm::N,айғай-ұйғай,hluk
320,Laut::N,дыбыс,zvuk
321,Laut::N,дауыс,zvuk
322,Ton::N,әуен,tón
323,Lied::N,ән,píseň
324,Lied::N,жыр,píseň
325,Lied::N,ән-жыр,píseň
326,Ruhe::N,тыныштық,klid
327,Ruhe::N,тыныштық,pokoj
328,Leute::N,кісілер,lidé
329,Volk::N,халық,národ
330,Arbeit::N,еңбек,práce
331,Gast::N,қонақ,host
332,Gast::N,мейман,host
333,Geschenk::N,қадия,dar
334,Spiel::N,ойын,hra
335,Gesellschaft::N,қауым,společnost
336,Gesellschaft::N,жұртшылық,společnost
337,Hilfe::N,жэрдем,pomoc
338,Freund::N,дос,přítel
339,Kamerad::N,дос-жар,kamarád
340,Angelegenheit::N,жұмыс,záležitost
341,Anzahl::N,сан,počet
342,Anzahl::N,саны,počet
343,Art::N,түр,druh
344,Stück::N,тілім,kus
345,Stück::N,тілім,kousek
346,Teil::N,үлес,díl
347,Teil::N,үлес,část
348,Teil::N,бөлшек,díl
349,Teil::N,бөлшек,část
350,Hälfte::N,жарты,půl
351,Kreis::N,шеңбер,kruh
352,Kreuz::N,крест,kříž
353,Linie::N,сызық,linka
354,Strich::N,сызық,čára
355,Strich::N,сызық,čárka
356,Abstand::N,ара,vzdálenost
357,Abstand::N,аралық,vzdálenost
358,Entfernung::N,аралық,vzdálenost
359,Gegend::N,өңір,krajina
360,Platz::N,орны,prostor
361,Ort::N,орын,místo
362,Seite::N,жақ,strana
363,Seite::N,бүйір,strana
364,Mitte::N,ортасы,střed
365,Mitte::N,ортасы,prostředek
366,Gegenstand::N,зат,předmět
367,Gegenstand::N,нәрсе,předmět
368,Sache::N,бұйым,věc
369,Rand::N,шет,kraj
370,Rand::N,шет,okraj
371,Rand::N,шеті,kraj
372,Rand::N,шеті,okraj
373,Kante::N,қыр,hrana
374,Kante::N,қыры,hrana
375,Ecke::N,қыры,roh
376,Ecke::N,бұрыш,roh
377,Spitze::N,ұшы,hrot
378,Spitze::N,ұшы,špička
379,Ende::N,аяқ,konec
380,Ende::N,соңы,konec
381,Loch::N,тесік,díra
382,Winkel::N,мүйіс,kout
383,Muster::N,мәнер,vzor
384,Größe::N,ауқым,velikost
385,Größe::N,көлемдік,velikost
386,Länge::N,бой,délka
387,Länge::N,ұзындық,délka
388,Höhe::N,жоғарылық,výška
389,Höhe::N,биіктік,výška
390,Gewicht::N,салмақ,váha
391,Menge::N,мөлшер,množství
392,Haufen::N,үйме,kupa
393,Haufen::N,үйме,hromada
394,Haufen::N,үйінді,kupa
395,Haufen::N,үйінді,hromada
396,Reihe::N,сап,řada
397,Reihe::N,сап,řádek
398,Boot::N,қайық,člun
399,Ruder::N,ескек,veslo
400,Schlitten::N,шана,sáně
401,Ski::N,шаңғы,lyže
402,Lagerfeuer::N,алау,táborák
403,Last::N,ауырлық,náklad
404,Last::N,ауырлық,břemeno
405,Last::N,ауыр зат,náklad
406,Last::N,ауыр зат,břemeno
407,Gang::N,жүріс,chůze
408,Gang::N,жүріс,chodba
409,Schritt::N,адым,krok
410,Norden::N,солтүстік,sever
411,Norden::N,терістік,sever
412,Süden::N,оңтүстік,jih
413,Westen::N,батыс,západ
414,Osten::N,күншығыс,východ
415,Holz::N,ағаш,dřevo
416,Holz::N,сүрек,dřevo
417,Brett::N,тақта,prkno
418,Platte::N,тақта,deska
419,Stütze::N,тіреу,opěra
420,Stange::N,қада,tyč
421,Stange::N,қада,tyčka
422,Stock::N,сойыл,hůlka
423,Stab::N,сырық,hůl
424,Rohr::N,құбыр,trubka
425,Haus::N,үй,dům
426,Heim::N,үйлі,domov
427,Heim::N,шаңырақ,domov
428,Ofen::N,ошақ,kamna
429,Ofen::N,пеш,kamna
430,Fußboden::N,еден,podlaha
431,Tisch::N,үстел,stůl
432,Stuhl::N,орындық,židle
433,Wiege::N,бесік,kolébka
434,Bett::N,кереует,postel
435,Regal::N,сөре,regál
436,Regal::N,сөре,police
437,Kiste::N,жәшік,bedna
438,Fenster::N,терезе,okno
439,Tür::N,есік,dveře
440,Tor::N,дарбаза,vrata
441,Zaun::N,дуал,plot
442,Dach::N,шатыр,střecha
443,Leiter::N,саты,žebřík
444,Leiter::N,басқыш,žebřík
445,Besen::N,сыпырғыш,koště
446,Besen::N,сыпырғыш,smeták
447,Spaten::N,күрек,rýč
448,Schaufel::N,қалақ,lopata
449,Gabel::N,аша,vidlička
450,Gabel::N,шанышқы,vidlička
451,Löffel::N,қасық,lžíce
452,Messer::N,пышақ,nůž
453,Nagel::N,мық,hřebík
454,Nagel::N,шеге,hřebík
455,Netz::N,керегекөз,síť
456,Haken::N,ілмек,hák
457,Griff::N,сап,držadlo
458,Griff::N,тұтқа,držadlo
459,Schloss::N,құлып,zámek
460,Schloss::N,бекіткіш,zámek
461,Bild::N,сурет,obraz
462,Figur::N,тұлға,figura
463,Puppe::N,қуыршақ,panenka
464,Beutel::N,қапшық,pytlík
465,Bündel::N,байлам,svazek
466,Tasche::N,дорба,taška
467,Tasche::N,дорба,brašna
468,Eimer::N,шелек,kýbl
469,Eimer::N,шелек,vědro
470,Deckel::N,жапқыш,víko
471,Deckel::N,жапқыш,příklop
472,Geschirr::N,ыдыс,nádobí
473,Sack::N,қап,pytel
474,Tasse::N,шыныаяқ,šálek
475,Topf::N,кәстрөл,hrnec
476,Kessel::N,қазан,kotel
477,Essen::N,ас,jídlo
478,Nahrung::N,ас,strava
479,Nahrung::N,ас,potrava
480,Nahrung::N,тамақ,strava
481,Nahrung::N,тамақ,potrava
482,Speise::N,тағам,jídlo
483,Fleisch::N,ет,maso
484,Getreide::N,дәнді,obilí
485,Brei::N,ботқа,kaše
486,Brot::N,күлше,chléb
487,Scheibe::N,тілім,krajíc
488,Fett::N,май,tuk
489,Fett::N,май,omastek
490,Butter::N,май,máslo
491,Öl::N,май,olej
492,Salz::N,тұз,sůl
493,Suppe::N,көже,polévka
494,Honig::N,бал,med
495,Milch::N,сүт,mléko
496,Tee::N,шай,čaj
497,Leder::N,көн,kůže
498,Wolle::N,жүн,vlna
499,Stoff::N,мата,látka
500,Stoff::N,кездеме,látka
501,Nadel::N,ине,jehla
502,Faden::N,жіп,nit
503,Knopf::N,түйме,knoflík
504,Knoten::N,түйін,uzel
505,Farbe::N,рең,barva
506,Kleidung::N,киім,šaty
507,Kleidung::N,киім,šatstvo
508,Hemd::N,жейде,košile
509,Kragen::N,жаға,límec
510,Ärmel::N,жең,rukáv
511,Hose::N,шалбар,kalhoty
512,Gürtel::N,белбеу,pás
513,Gürtel::N,белбеу,opasek
514,Mütze::N,қалпақ,čepice
515,Schuh::N,кебіс,bota
516,Stiefel::N,етік,holínka
517,Ring::N,жүзік,prsten
518,Band::N,таспа,pásek
519,Kamm::N,тарақ,hřeben
520,Spiegel::N,айна,zrcadlo
521,Riemen::N,қайыс,řemen
522,Schnur::N,жіп,šňůra
523,Leine::N,тізгін,vodítko
524,Decke::N,көрпе,pokrývka
525,Decke::N,көрпе,přikrývka
526,Kissen::N,жастық,polštář
527,Tuch::N,орамал,šátek
528,Handtuch::N,сүлгі,ručník
529,Kraft::N,қуат,síla
530,Kraft::N,қарқын,síla
531,Kraft::N,әл-шама,síla
532,Kraft::N,әл-дәрмен,síla
533,Stärke::N,әл,síla
534,Stärke::N,күш,síla
535,Gesundheit::N,денсаулык,zdraví
536,Krankheit::N,ауру,nemoc
537,Krankheit::N,ауру,choroba
538,Schmerz::N,ауру,bolest
539,Wunde::N,зақым,rána
540,Wunde::N,жарақат,rána
541,Fieber::N,безгек,horečka
542,Fieber::N,қалтырау,horečka
543,Fieber::N,қызу көтерілуі,horečka
544,Arznei::N,дәрі,lék
545,Arznei::N,дәрі-дәрмек,lék
546,Brücke::N,көпір,most
547,Brunnen::N,құдық,studna
548,Weide::N,өріс,pastva
549,Weide::N,өріс,pastvina
550,Weide::N,жайылым,pastva
551,Weide::N,жайылым,pastvina
552,Pfad::N,жол,pěšina
553,Weg::N,жол,cesta
554,Straße::N,жол,silnice
555,Dorf::N,ауыл,vesnice
556,Stadt::N,қала,město
557,Stadt::N,шаһар,město
558,Brief::N,хат,dopis
559,Brief::N,жазу,dopis
560,Buch::N,кітап,kniha
561,Buchstabe::N,әріп,písmeno
562,Buchstabe::N,қаріп,písmeno
563,Zeitung::N,газет,noviny
564,Leben::N,өмір,život
565,Leben::N,тіршілік,život
566,Tod::N,опат,smrt
567,Grab::N,мола,hrob
568,Grab::N,мазар,hrob
569,Kirche::N,шіркеу,kostel
570,Sünde::N,күнә,hřích
571,Gott::N,алла,bůh
572,Gott::N,құдай,bůh
573,Gott::N,тәңірі,bůh
574,Gott::N,пәруардігер,bůh
575,Gott::N,жаратқан тәңірі,bůh
576,Arbeiter::N,жүмысшы,dělník
577,Arbeiter::N,жүмысшы,pracovník
578,Chef::N,басшы,šéf
579,Chef::N,басшы,vedoucí
580,Chef::N,жұмыс басқарушысы,šéf
581,Chef::N,жұмыс басқарушысы,vedoucí
582,Meister::N,шебер,mistr
583,Meister::N,өнерпаз,mistr
584,Arzt::N,дәрігер,lékař
585,Lehrer::N,мұғалім,učitel
586,Geld::N,пұл,peníze
587,Geschäft::N,бизнес,obchod
588,Laden::N,дүкен,krám
589,Preis::N,ақы,cena
590,Preis::N,құны,cena
591,Preis::N,нарық,cena
592,Ware::N,тауар,zboží
593,Nutzen::N,пайда,užitek
594,Reichtum::N,бақ-дәулет,bohatství
595,Welt::N,әлем,svět
596,Welt::N,жиһан,svět
597,Land::N,аймақ,země
598,Staat::N,мемлекет,stát
599,König::N,патша,král
600,Macht::N,өкімет,moc
601,Macht::N,өкімет,mocnost
602,Macht::N,қожалық,moc
603,Macht::N,қожалық,mocnost
604,Grenze::N,шек,hranice
605,Krieg::N,соғыс,válka
606,Feind::N,жау,nepřítel
607,Feind::N,дұшпан,nepřítel
608,Gewalt::N,зорлык,násilí
609,Gewalt::N,зорлық-зомбылык,násilí
610,Kampf::N,күрес,boj
611,Kampf::N,алыспақ,boj
612,Bogen[Waffe]::N,саржа,luk
613,Pfeil::N,жебе,šíp
614,Gewehr::N,қару,puška
615,Gewehr::N,қару,ručnice
616,Fehler::N,әбес,chyba
617,Fehler::N,қаталық,chyba
618,Lüge::N,өтірік,lež
619,Schaden::N,зиян,škoda
620,Schaden::N,зарар,škoda
621,Unglück::N,пәле,neštěstí
622,Unglück::N,қасырет,neštěstí
623,Unglück::N,ауыртпалық,neštěstí
624,Schuld::N,айыптылық,vina
625,Alter::N,жас,věk
626,Alter::N,жас шамасы,věk
627,Schluss::N,ада,konec
628,Schluss::N,бітуі,konec
629,Zeit::N,уақыт,čas
630,Tag::N,күн,den
631,Morgen::N,таң,ráno
632,Morgen::N,таң,jitro
633,Morgen::N,таңертең,ráno
634,Morgen::N,таңертең,jitro
635,Mittag::N,талтүс,poledne
636,Abend::N,кеш,večer
637,Nacht::N,түн,noc
638,Woche::N,апта,týden
639,Monat::N,ай,měsíc
640,Jahr::N,жыл,rok
641,Frühling::N,көктем,jaro
642,Sommer::N,жаз,léto
643,Herbst::N,күз,podzim
644,Winter::N,қыс,zima
645,Januar::N,каңтар,leden
646,Februar::N,ақпан,únor
647,März::N,наурыз,březen
648,April::N,сәуір,duben
649,Mai::N,мамыр,květen
650,Juni::N,маусым,červen
651,Juli::N,шілде,červenec
652,August::N,сүмбіле,srpen
653,August::N,тамыз,srpen
654,September::N,қыркүйек,září
655,Oktober::N,ақырап,říjen
656,November::N,қараша,listopad
657,Dezember::N,желтоқсан,prosinec
658,Montag::N,дүйсенбі,pondělí
659,Montag::N,дүйсенбі,pondělek
660,Dienstag::N,сейсенбі,úterý
661,Mittwoch::N,сәрсенбі,středa
662,Donnerstag::N,бейсенбі,čtvrtek
663,Freitag::N,жұма,pátek
664,Samstag::N,сенбі,sobota
665,Sonntag::N,жексембі,neděle
666,groß::A,алпамсадай,velký
667,klein::A,кішкене,malý
668,klein::A,қарғадай,malý
669,lang::A,сопақ,dlouhý
670,lang::A,сорайған,dlouhý
671,kurz::A,кеспелтек,krátký
672,breit::A,айдынды,široký
673,schmal::A,қысық,úzký
674,dicht::A,жиі,hustý
675,dick[Gegenstand]::A,шомбал,tlustý
676,dünn::A,жұқа,tenký
677,dünn::A,жіңішке,tenký
678,fein::A,қаңылтақ,jemný
679,fest::A,берік,pevný
680,fest::A,мызғымас,pevný
681,flach::A,жалпак,plochý
682,flach::A,жалпак,placatý
683,glatt::A,типыл,hladký
684,hart::A,қатты,tvrdý
685,weich::A,жұмсақ,měkký
686,rund::A,домалақ,kulatý
687,rund::A,домалақ,okrouhlý
688,spitz::A,үшкір,špičatý
689,scharf::A,сүйрік,ostrý
690,stumpf::A,доғал,tupý
691,stumpf::A,өтпейтін,tupý
692,schwer::A,салмақты,těžký
693,schön::A,сұлу,pěkný
694,schön::A,сұлу,krásný
695,heiß::A,ыссы,horký
696,warm::A,жылы,teplý
697,kalt::A,аязды,studený
698,kühl::A,салқын,chladný
699,frisch::A,таза,svěží
700,frisch::A,жаңа,svěží
701,feucht::A,нам,vlhký
702,feucht::A,дымқылды,vlhký
703,nass::A,сулы,mokrý
704,trocken::A,құрғақ,suchý
705,voll::A,толы,plný
706,leer::A,бос,prázdný
707,offen::A,ашып қойылған,otevřený
708,geschlossen::A,жабулы,zavřený
709,sauber::A,дақсыз,čistý
710,sauber::A,мұнтаздай,čistý
711,schmutzig::A,айғыз,špinavý
712,schmutzig::A,сатпақ,špinavý
713,schmutzig::A,сатал-сатал,špinavý
714,roh::A,шикі,syrový
715,reif::A,піскен,zralý
716,lecker::A,дәмді,chutný
717,süß::A,тәтті,sladký
718,bitter::A,ащы,hořký
719,sauer::A,қышқыл,kyselý
720,hell::A,жарық,světlý
721,hell::A,жарқын,světlý
722,dunkel::A,қараңғы,temný
723,schwarz::A,қара,černý
724,weiß::A,ақ,bílý
725,rot::A,қызыл,rudý
726,rot::A,қызыл,červený
727,gelb::A,сары,žlutý
728,blau::A,көк,modrý
729,grün::A,жасыл,zelený
730,grau::A,бозамық,šedý
731,grau::A,бозамық,šedivý
732,bunt::A,алабажак,pestrý
733,billig::A,арзан,levný
734,billig::A,арзан,laciný
735,teuer::A,бағалы,drahý
736,wertvoll::A,құнды,cenný
737,wertvoll::A,қымбат,cenný
738,blind::A,көзсіз,slepý
739,blind::A,көр,slepý
740,blind::A,көр_соқыр,slepý
741,taub::A,керең,hluchý
742,taub::A,саңырау,hluchý
743,kräftig::A,қуатты,silný
744,kräftig::A,қарымды,silný
745,stark::A,білекті,silný
746,schwach::A,әлсіз,slabý
747,schwach::A,күшсіз,slabý
748,schwach::A,қайратсыз,slabý
749,fett::A,семіз,tučný
750,fett::A,семіз,tlustý
751,schlank::A,ашаң,štíhlý
752,hübsch::A,ажарлы,hezký
753,hübsch::A,шырайлы,hezký
754,böse::A,өш,zlý
755,böse::A,сұм,zlý
756,böse::A,жауыз,zlý
757,dumm::A,көкми,hloupý
758,dumm::A,ақымақ,hloupý
759,dumm::A,миы жоқ,hloupý
760,faul::A,жалқау,líný
761,faul::A,еріншек,líný
762,fleißig::A,ұқыпты,pilný
763,geizig::A,сараң,lakomý
764,klug::A,жетік,chytrý
765,klug::A,ақылды,chytrý
766,geschickt::A,шебер,šikovný
767,lieb::A,абзал,milý
768,lieb::A,айналайын,milý
769,lustig::A,көңілді,veselý
770,sanft::A,жуас,mírný
771,hungrig::A,аш,hladový
772,krank::A,кеселді,nemocný
773,nackt::A,жалаңаш,nahý
774,traurig::A,қапа,smutný
775,traurig::A,қапа,truchlivý
776,lebendig::A,тірі,živý
777,lebendig::A,жанды,živý
778,gut::A,жақсы,dobrý
779,schlecht::A,жаман,špatný
780,richtig::A,дұрыс,pravý
781,richtig::A,дұрыс,správný
782,schlimm::A,жаман,zlý
783,wahr::A,нағыз,pravdivý
784,alt::A,ескі,starý
785,neu::A,жаңа,nový
786,ehemalig::A,өткен,bývalý
787,ehemalig::A,бұрынғы,bývalý
788,alt[Lebewesen]::A,кексе,starý
789,jung::A,науша,mladý
790,arm::A,кедей,chudý
791,arm::A,дәулетсіз,chudý
792,reich::A,малды,bohatý
793,bekannt::A,таныс,známý
794,bekannt::A,көзтаныс,známý
795,berühmt::A,атақты,slavný
796,fremd::A,бөтен,cizí
797,verschieden::A,түрлі,různý
798,verschieden::A,түрлі,rozličný
799,nah::A,жуық,blízký
800,nah::A,етене,blízký
801,fern::A,алыс,daleký
802,fern::A,алыстағы,daleký
803,linker::A,сол,levý
804,linker::A,солшыл,levý
805,rechter::A,оң,pravý
806,anderer::A,өзге,jiný
807,anderer::A,былайғы,jiný
808,erster::A,алғашқы,první
809,zweiter::A,екінші,druhý
810,dritter::A,үшінші,třetí
811,letzter::A,артқы,poslední
