,Concept_ID,he,pl
802,passieren::V,קרה,dziać się
803,passieren::V,קרה,zdarzyć się
804,beginnen::V,התחיל,zacząć się
805,enden::V,הסתים,kończyć się
806,wechseln::V,השתנה,zmienić się
807,aufgehen[Sonne]::V,זרח,wzejść
808,untergehen[Sonne]::V,שקע,zajść
809,scheinen[Sonne]::V,בהק,świecić
810,donnern::V,רעם,grzmieć
811,wehen::V,נשב,wiać
812,strömen::V,זרם,płynąć
813,strömen::V,זרם,lać się
814,fließen::V,זרם,ciec
815,fließen::V,זרם,płynąć
816,sich drehen::V,הסתובב,obracać się
817,schwanken::V,התנודד,chwiać się
818,schwingen::V,התנענע,wahać się
819,fallen::V,נפל,padać
820,brennen::V,בער,palić się
821,rauchen::V,עשן,dymić
822,rauchen::V,עשן,dymić się
823,regnen::V,ירד גשם,padać
824,gefrieren::V,קפא,zamarznąć
825,tauen::V,נמס,tajać
826,schmelzen::V,התיך,topnieć
827,trocknen::V,התיבש,schnąć
828,sieden::V,רתח,wrzeć
829,sieden::V,רתח,kipieć
830,faulen::V,רקב,gnić
831,verfaulen::V,רקב,zgnić
832,reißen::V,נקרע,urywać się
833,versinken::V,טבע,tonąć
834,vergehen::V,עבר,przechodzić
835,erscheinen::V,נגלה,zjawiać się
836,erscheinen::V,הופיע,zjawiać się
837,verschwinden::V,נעלם,zniknąć
838,sinken::V,ירד,spadać
839,abnehmen::V,הפחית,spadać
840,zunehmen::V,רבה,wzrosnąć
841,steigen::V,עלה,wzrastać
842,wachsen::V,גדל,rosnąć
843,glänzen::V,נצץ,błyszczeć
844,glänzen::V,בהק,błyszczeć
845,funkeln::V,נצנץ,zabłyszczeć
846,lärmen::V,רעש,hałasować
847,läuten::V,צלצל,dzwonić
848,klingeln::V,צלצל,dzwonić
849,klirren::V,קרקש,brzęczeć
850,brausen::V,געש,huczeć
851,rauschen::V,רשרש,szumieć
852,rauschen::V,רשרש,szeleścić
853,klingen::V,נשמע,brzmieć
854,klingen::V,נשמע,dźwięczeć
855,bellen::V,נבח,szczekać
856,heulen::V,ילל,wyć
857,blasen::V,נשף,dmuchnąć
858,pfeifen::V,שרק,gwizdać
859,schreien::V,צעק,krzyczeć
860,stöhnen::V,נאנק,stękać
861,zittern::V,רעד,drżeć
862,leben::V,חי,żyć
863,geboren werden::V,נולד,urodzić się
864,atmen::V,נשם,oddychać
865,trinken::V,שתה,pić
866,essen::V,אכל,jeść
867,schlucken::V,בלע,połknąć
868,müde werden::V,התעיף,zmęczyć się
869,einschlafen::V,נרדם,zasnąć
870,schlafen::V,ישן,spać
871,aufwachen::V,התעורר,obudzić się
872,aufstehen::V,קם,wstać
873,sich erholen::V,נפש,wypoczywać
874,krank werden::V,חלה,zachorować
875,krank sein::V,היה חולה,chorować
876,schmerzen::V,כאב,boleć
877,husten::V,השתעל,kaszlać
878,genesen::V,הבריא,wyzdrowieć
879,sterben::V,מת,umrzeć
880,umkommen::V,נספה,zginąć
881,sich bewegen::V,נע,poruszać się
882,sich rühren::V,זז,ruszyć się
883,sich erheben::V,קם,podnieść się
884,sich setzen::V,התישב,usiąść
885,hinfallen::V,נפל,upaść
886,laufen::V,הלך ברגל,chodzić
887,schreiten::V,פסע,kroczyć
888,spazierengehen::V,טיל,iść na spacer
889,eilen::V,אץ,pospieszać
890,eilen::V,מהר,pospieszać
891,sich beeilen::V,מהר,pospieszyć się
892,sausen::V,אץ,pędzić
893,rennen::V,רץ,biec
894,rennen::V,רץ,biegać
895,springen::V,קפץ,skakać
896,klettern::V,טפס,wspinać się
897,schaukeln::V,התנדנד,huśtać
898,schaukeln::V,התנדנד,kołysać
899,kriechen::V,זחל,pełzać
900,kriechen::V,זחל,czołgać się
901,schwimmen::V,שחה,pływać
902,tauchen::V,צלל,zanurzać się
903,rudern::V,חתר,wiosłować
904,fahren::V,נסע,jechać
905,fliegen::V,עף,latać
906,fliegen::V,עף,lecieć
907,gehen::V,הלך,iść
908,weggehen::V,עזב,odejść
909,abfahren::V,יצא,odjechać
910,anhalten::V,עצר,zatrzymać się
911,hineingehen::V,נכנס,wchodzić
912,eintreten::V,נכנס,wejść
913,eintreten::V,נכנס,nastąpić
914,kommen::V,בא,przyjść
915,ankommen::V,הגיע,przybyć
916,zurückkommen::V,שב,wrócić
917,zurückkommen::V,חזר,wrócić
918,bleiben::V,נשאר,zostać
919,warten::V,חכה,czekać
920,warten::V,המתין,czekać
921,erwarten::V,צפה,oczekiwać
922,suchen::V,חפש,szukać
923,finden::V,מצא,znaleźć
924,versuchen::V,נסה,próbować
925,vorbereiten::V,הכין,przygotować
926,lieben::V,אהב,kochać
927,mögen::V,אהב,lubić
928,lachen::V,צחק,śmiać się
929,rühren::V,נגע ללב,wzruszyć
930,weinen::V,בכה,płakać
931,schimpfen::V,גער,kląć
932,sich ärgern::V,זעם,gniewać się
933,sich ärgern::V,כעס,gniewać się
934,sich fürchten::V,פחד,bać się
935,sich fürchten::V,חשש,bać się
936,fürchten::V,פחד מ,bać się
937,fürchten::V,חשש מ,bać się
938,fliehen::V,ברח,uciekać
939,flüchten::V,נמלט,uciec
940,sehen::V,ראה,widzieć
941,sehen::V,ראה,zobaczyć
942,anschauen::V,הביט,oglądać
943,ansehen::V,התבונן,popatrzeć na
944,hören::V,שמע,słyszeć
945,zuhören::V,הקשיב,słuchać
946,probieren::V,נסה,kosztować
947,riechen::V,הריח,wąchać
948,fühlen::V,חש,czuć
949,fühlen::V,חש,odczuwać
950,scheinen::V,נדמה,wydawać się
951,zu sehen sein::V,נראה,widnieć
952,vernehmen::V,נודע ל,usłyszeć
953,frieren::V,קר ל,marznąć
954,tun::V,פעל,czynić
955,können::V,יכל,móc
956,können::V,יכל,umieć
957,wollen::V,רצה,chcieć
958,anfangen::V,התחיל,zacząć
959,beenden::V,גמר,zakończyć
960,aufhören::V,סים,przestać
961,gelingen::V,הצליח,udać się
962,geraten::V,עלה,udać się
963,öffnen::V,פתח,otworzyć
964,schließen::V,סגר,zamknąć
965,stellen::V,העמיד,postawić
966,setzen::V,הושיב,posadzić
967,legen::V,שם,kłaść
968,berühren::V,נגע,dotykać
969,verbinden::V,קשר,łączyć
970,bedecken::V,כסה,przykryć
971,aufhängen::V,תלה,powiesić
972,anzünden::V,הצית,zapalić
973,aufheben::V,אסף,podnieść
974,zurücklassen::V,השאיר,zostawić
975,verlieren::V,אבד,zgubić
976,fallen lassen::V,שמט,upuścić
977,fallen lassen::V,הפיל,upuścić
978,machen::V,עשה,zrobić
979,herstellen::V,יצר,wytworzyć
980,bauen::V,בנה,budować
981,reparieren::V,תקן,naprawiać
982,verbessern::V,שפר,ulepszyć
983,ändern::V,שנה,zmienić
984,graben::V,חפר,kopać
985,beugen::V,כפף,zagiąć
986,biegen::V,כופף,zgiąć
987,drehen::V,סובב,obracać
988,wenden::V,הפך,obrocić
989,umdrehen::V,סובב,obrocić
990,heben::V,הרים,podnosić
991,hochheben::V,הרים,podnieść
992,ergreifen::V,אחז,chwycić
993,halten::V,החזיק,trzymać
994,drücken::V,לחץ,naciskać
995,schieben::V,הזיז,pchać
996,schieben::V,הזיז,posuwać
997,kratzen::V,שרט,drapać
998,kratzen::V,שפשף,drapać
999,lecken::V,לקק,lizać
1000,beißen::V,נשך,kąsać
1001,abreißen::V,קרע,oderwać
1002,abschneiden::V,חתך,odciąć
1003,binden::V,קשר,wiązać
1004,stecken::V,תקע,wetknąć
1005,brechen::V,שבר,złamać
1006,klopfen::V,נקש,pukać
1007,klopfen::V,נקש,stukać
1008,hauen::V,הכה,bić
1009,kleben::V,הדביק,kleić
1010,reiben::V,שפשף,trzeć
1011,streichen::V,מרח,smarować
1012,schleifen::V,השחיז,ostrzyć
1013,schneiden::V,גזר,ciąć
1014,schneiden::V,גזר,krajać
1015,rütteln::V,נענע,trząść
1016,schütteln::V,נער,trząść
1017,schwenken::V,נופף,machać
1018,schwenken::V,טלטל,machać
1019,schütten::V,שפך,nasypać
1020,füllen::V,מלא,napełnić
1021,einwickeln::V,עטף,zawinąć
1022,tragen::V,נשא,nieść
1023,schleppen::V,סחב,wlec
1024,ziehen::V,משך,ciągnąć
1025,aufbewahren::V,שמר,przechowywać
1026,werfen::V,זרק,rzucać
1027,fangen::V,תפס,łowić
1028,packen::V,אחז,chwycić
1029,verstecken::V,החביא,ukryć
1030,verstecken::V,החביא,schować
1031,teilen::V,חלק,podzielić
1032,schicken::V,שלח,posyłać
1033,bringen::V,הביא,przynieść
1034,hinzufügen::V,הוסיף,dodać
1035,bekommen::V,תפס,dostać
1036,erhalten::V,קבל,otrzymać
1037,nehmen::V,אחז,wziąć
1038,wählen::V,בחר,wybrać
1039,auswählen::V,בחר ב,wybrać
1040,bewahren::V,קים,zachować
1041,behindern::V,מנע,utrudnić
1042,behindern::V,מנע,przeszkadzać
1043,verderben::V,מנע,zepsuć
1044,beschädigen::V,הזיק,uszkodzić
1045,zerbrechen::V,נשבר,złamać
1046,zerreißen::V,קרע,drzeć
1047,zerreißen::V,קרע,rozdzierać
1048,zerstören::V,הרס,zniszczyć
1049,zerstören::V,השמיד,zniszczyć
1050,verbrennen::V,שרף,spalić
1051,geben::V,נתן,dać
1052,reichen::V,העביר,podać
1053,schenken::V,נתן במתנה,darować
1054,versprechen::V,הבטיח,obiecać
1055,wünschen::V,אחל,życzyć
1056,loben::V,שבח,chwalić
1057,küssen::V,נשק,całować
1058,wiegen::V,נדנד,kołysać
1059,zudecken::V,כסה,przykryć
1060,wecken::V,עורר,zbudzić
1061,zeigen::V,הראה,pokazać
1062,führen::V,הביא,wieść
1063,führen::V,הביא,prowadzić
1064,führen::V,הוביל,wieść
1065,führen::V,הוביל,prowadzić
1066,lehren::V,למד,uczyć
1067,unterrichten::V,למד,nauczać
1068,aufziehen::V,רומם,wychować
1069,leiten::V,נהל,kierować
1070,antreiben::V,המרץ,popędzić
1071,lassen::V,נתן,zostawić
1072,einladen::V,הזמין,zaprosić
1073,vereinigen::V,אחד,zjednoczyć
1074,vereinigen::V,לכד,zjednoczyć
1075,besuchen::V,בקר,odwiedzić
1076,treffen::V,פגש,trafić
1077,treffen::V,פגש,spotkać
1078,sich versammeln::V,התאסף,zebrać się
1079,sich versammeln::V,התאסף,zgromadzić się
1080,spielen::V,שחק,grać
1081,spielen::V,שחק,bawić się
1082,singen::V,שר,śpiewać
1083,tanzen::V,רקד,pląsać
1084,tanzen::V,רקד,tańczyć
1085,sich trennen::V,נפרד,rozstać się
1086,verlassen::V,עזב,opuścić
1087,retten::V,הציל,ocalić
1088,retten::V,הציל,uratować
1089,bewachen::V,שמר,pilnować
1090,schützen::V,אבטח,ochronić
1091,verteidigen::V,הגן,bronić
1092,sich schlagen::V,התכתש,pobić się
1093,schießen::V,ירה,strzelać
1094,siegen::V,גבר,zwycziężyć
1095,siegen::V,נצח,zwycziężyć
1096,ärgern::V,עצבן,gniewać
1097,schlagen::V,הכה,bić
1098,schlagen::V,הכה,uderzyć
1099,schlagen::V,הלקה,bić
1100,schlagen::V,הלקה,uderzyć
1101,treten::V,בעט,kopnąć
1102,stechen::V,דקר,ukłuć
1103,stoßen::V,דחק,popchnąć
1104,stehlen::V,גנב,ukraść
1105,stören::V,קטע,zakłócić
1106,stören::V,קטע,przeszkodzić
1107,stören::V,הפריע,zakłócić
1108,stören::V,הפריע,przeszkodzić
1109,belästigen::V,הציק,dokuczać
1110,belästigen::V,הטריד,dokuczać
1111,verbergen::V,הצניע,ukryć
1112,täuschen::V,שגע,łudzić
1113,betrügen::V,הונה,oszukać
1114,töten::V,הרג,zabić
1115,wohnen::V,גר,mieszkać
1116,arbeiten::V,עבד,pracować
1117,sammeln::V,אסף,zebrać
1118,pflücken::V,קטף,zerwać
1119,jagen::V,צד,polować
1120,fischen::V,דג,łowić ryby
1121,fassen::V,תפס,złapać
1122,hüten::V,רעה,paść
1123,treiben::V,הוציא,pędzić
1124,anbinden::V,קשר,przywiązać
1125,füttern::V,הלעיט,karmić
1126,melken::V,חלב,doić
1127,hacken::V,קצץ,rąbać
1128,gießen::V,השקה,lać
1129,gießen::V,השקה,podlać
1130,reifen::V,בשל,dojrzeć
1131,zubereiten::V,הכין,przyrządzić
1132,kochen::V,בשל,gotować
1133,backen::V,אפה,piec
1134,braten::V,צלה,piec
1135,braten::V,צלה,smażyć
1136,braten::V,טגן,piec
1137,braten::V,טגן,smażyć
1138,umrühren::V,ערבב,przemieszać
1139,stricken::V,סרג,dziać
1140,nähen::V,תפר,szyć
1141,färben::V,צבע,pofarbować
1142,reinigen::V,נקה,oczyścić
1143,waschen::V,רחץ,prać
1144,waschen::V,כבס,prać
1145,abwischen::V,נגב,obetrzeć
1146,spülen::V,שטף,płukać
1147,fegen::V,טאטא,zamiatać
1148,kehren::V,טאטא,zamieść
1149,baden::V,טבל,kąpać się
1150,baden::V,שחה,kąpać się
1151,sich waschen::V,התרחץ,myć się
1152,ausziehen::V,הוריד,zdjąć
1153,anziehen::V,לבש,włożyć
1154,sich anziehen::V,התלבש,ubrać się
1155,kämmen::V,סרק,uczesać
1156,schmücken::V,קשט,ozdabiać
1157,sagen::V,אמר,powiedzieć
1158,sprechen::V,דבר,mówić
1159,reden::V,דבר,mówić
1160,sich unterhalten::V,שוחח,rozmawiać
1161,fragen::V,שאל,zapytać
1162,bitten::V,בקש,prosić
1163,erzählen::V,ספר,opowiedzieć
1164,mitteilen::V,מסר,zawiadomić o
1165,mitteilen::V,הודיע,zawiadomić o
1166,nennen::V,קרא בשם,nazwać
1167,rufen::V,גיס,wołać
1168,rufen::V,הזמין לבוא,wołać
1169,prahlen::V,התרברב,chełpić się
1170,übersetzen::V,תרגם,tłumaczyć
1171,denken::V,חשב,myśleć
1172,glauben::V,האמין,sądzić
1173,glauben::V,האמין,wierzyć
1174,bemerken::V,הבחין,zauważyć
1175,erkennen::V,זהה,poznać
1176,begreifen::V,קלט,zrozumieć
1177,begreifen::V,הבין,zrozumieć
1178,verstehen::V,הבין,rozumieć
1179,verstehen::V,הבין,dosłyszeć
1180,lernen::V,למד,uczyć się
1181,wissen::V,ידע,wiedzieć
1182,sich erinnern an::V,זכר,przypomnieć sobie
1183,vergessen::V,שכח,zapomnieć
1184,messen::V,מדד,mierzyć
1185,zählen::V,ספר,liczyć
1186,rechnen::V,חשב,rachować
1187,lesen::V,קרא,czytać
1188,malen::V,ציר,malować
1189,zeichnen::V,שרטט,rysować
1190,schreiben::V,כתב,pisać
1191,besitzen::V,היה בעל של,posiadać
1192,kaufen::V,קנה,kupić
1193,kaufen::V,רכש,kupić
1194,verkaufen::V,מכר,sprzedać
1195,bezahlen::V,שלם,zapłacić
1196,zahlen::V,שלם,płacić
1197,beherrschen::V,שלט,opanować
1198,ertragen::V,סבל,znieść
