,Concept_ID,lbe,fi
95,Kälte::N,дяркъу,vilu
96,Kälte::N,дяркъу,kylmyys
97,Hitze::N,кӏиришиву,helle
98,Hitze::N,кӏиришиву,kuumuus
99,Raureif::N,сил,huurre
100,Raureif::N,бурса,huurre
101,Regenbogen::N,ссурул ккуртта,sateenkaari
102,Donner::N,къув,jyrinä
103,Strömung::N,экьинанаву,virtaus
104,Tropfen::N,кӏунтӏ,tippa
105,Tropfen::N,кӏунтӏ,pisara
106,Schaum::N,хьама,vaahto
107,Schmutz::N,кьяркьи,loka
108,See::N,бяр,järvi
109,Sumpf::N,кунцӏа,suo
110,Wiese::N,кьан,niitty
111,Wald::N,вацӏа,metsä
112,Hügel::N,бакӏу,mäki
113,Hügel::N,бакӏу,kumpu
114,Hügel::N,бакӏу,kukkula
115,Berg::N,зунтту,mäki
116,Berg::N,зунтту,vuori
117,Gipfel::N,мицӏ,laki
118,Gipfel::N,мицӏ,huippu
119,Höhle::N,нух,luola
120,Abhang::N,сун,rinne
121,Quelle::N,дайдихьу,lähde
122,Quelle::N,бакӏ,lähde
123,Bach::N,чӏрир нех,puro
124,Fluss::N,нех,joki
125,Ufer::N,зума,ranta
126,Küste::N,зумаинхалу,rannikko
127,Küste::N,зуманицӏалу,rannikko
128,Festland::N,кьири,manner
129,Meer::N,хьхьири,meri
130,Insel::N,жазира,saari
131,Blume::N,тӏутӏи,kukka
132,Gras::N,уртту,ruoho
133,Wurzel::N,мархха,juuri
134,Baum::N,мурхь,puu
135,Stamm::N,ттарцӏ,runko
136,Rinde::N,ккамара,kuori
137,Rinde::N,ккамара,parkki
138,Ast::N,матӏи,oksa
139,Zweig::N,къяртта,haara
140,Blatt::N,чӏапӏи,lehti
141,Birke::N,кӏялахӏи,koivu
142,Birke::N,кӏялахӏилул мурхь,koivu
143,Kiefer[Baum]::N,ттар,mänty
144,Kiefer[Baum]::N,ттар,petäjä
145,Kiefer[Baum]::N,ттарлил мурхь,mänty
146,Kiefer[Baum]::N,ттарлил мурхь,petäjä
147,Weide[Baum]::N,щавщи,paju
148,Tanne::N,ттарлил мурхь,kuusi
149,Horn::N,хъи,sarvi
150,Feder::N,лелуххул тӏиму,sulka
151,Feder::N,лелуххул тӏиму,höyhen
152,Fell::N,бурчу,talja
153,Flügel::N,хъа,siipi
154,Flügel::N,ххурупӏайрал тӏиму,siipi
155,Klaue::N,михь,kynsi
156,Kralle::N,ххяппа,kynsi
157,Schwanz::N,магъ,häntä
158,Schwanz::N,магъ,pyrstö
159,Ei::N,ккунук,muna
160,Nest::N,кюру,pesä
161,Bau::N,цукъуккутӏ,pesä
162,Tier::N,хӏайван,eläin
163,Herde::N,газу,lauma
164,Kuh::N,оьл,lehmä
165,Bulle::N,ниц,sonni
166,Pferd::N,чу,hevonen
167,Schaf::N,тта,lammas
168,Schwein::N,дунгъуз,sika
169,Hund::N,ккаччи,koira
170,Katze::N,ччиту,kissa
171,Bär::N,цуша,karhu
172,Eichhörnchen::N,бюрхттукку,orava
173,Elch::N,ниц-бюрин,hirvi
174,Fuchs::N,цулчӏа,kettu
175,Fuchs::N,куча цулчӏа,kettu
176,Hase::N,бюрх,jänis
177,Maus::N,кӏулу,hiiri
178,Wolf::N,барцӏ,susi
179,Vogel::N,лелуххи,lintu
180,Schwarm::N,гьухъала,parvi
181,Huhn::N,аьнакӏи,kana
182,Hahn::N,ажари,kukko
183,Gans::N,къаз,hanhi
184,Adler::N,барзу,kotka
185,Ente::N,урдак,ankka
186,Eule::N,ису,pöllö
187,Eule::N,ччиккумяв,pöllö
188,Kranich::N,кьурукь,kurki
189,Krähe::N,хъатӏу,varis
190,Kuckuck::N,ччикку,käki
191,Schwan::N,урттил къаз,joutsen
192,Fisch::N,чавахъ,kala
193,Schlange[Tier]::N,шатта,käärme
194,Wurm::N,кьюнукьай шатта,mato
195,Spinne::N,ххялцу,hämähäkki
196,Ameise::N,митӏикьукьу,muurahainen
197,Mücke::N,мичӏак,sääski
198,Mücke::N,мичӏак,hyttynen
199,Fliege::N,зимиз,kärpänen
200,Schmetterling::N,чӏимучӏали,perhonen
201,Beere::N,хӏаллил ахъулсса,marja
202,Apfel::N,гьивч,omena
203,Pilz::N,ттуккул иис,sieni
204,Zwiebel::N,лаччул чсмусул бакӏ,sipuli
205,Saat::N,гьанна,siemenet
206,Korn::N,къама,jyvä
207,Korn::N,къама,vilja
208,Heu::N,ххулув,heinä
209,Schale::N,ккиртту,kuori
210,Grube::N,кӏаланг,kuoppa
211,Falle::N,къатӏа,loukku
212,Schlinge::N,хӏатӏ,ansa
213,Spur::N,ша,jälki
214,Asche::N,лах,tuhka
215,Dreck::N,кьяркьи,lika
216,Dreck::N,венп,lika
217,Eisen::N,мах,rauta
218,Gold::N,муси,kulta
219,Silber::N,арцу,hopea
220,Kohle::N,кӏалаш,hiili
221,Kohle::N,хъуручӏ,hiili
222,Glas::N,пюрун,lasi
223,Lehm::N,сина аьрщи,savi
224,Sand::N,къун,hiekka
225,Mensch::N,инсан,ihminen
226,Mann::N,чув,mies
227,Mann::N,адимина,mies
228,Frau::N,щарсса,nainen
229,Frau::N,хъамитайпа,nainen
230,Kind::N,чӏиви оьрчӏ,lapsi
231,Junge::N,оьрчӏ,poika
232,Junge::N,бурхьин оьрчӏ,poika
233,Mädchen::N,душ,tyttö
234,Familie::N,кулпат,perhe
235,Großvater::N,ттатта,isoisä
236,Großvater::N,ниттил ппу,isoisä
237,Großmutter::N,буттал нину,isoäiti
238,Eltern::N,нину-ппу,vanhemmat
239,Vater::N,ппу,isä
240,Mutter::N,нину,äiti
241,Sohn::N,арс,poika
242,Tochter::N,душ,tytär
243,Bruder::N,уссу,veli
244,Schwester::N,ссу,sisko
245,Onkel::N,буттауссу,eno
246,Onkel::N,буттауссу,setä
247,Tante::N,буттал ссу,täti
248,Ehemann::N,лас,mies
249,Ehemann::N,лас,aviomies
250,Ehefrau::N,щар,vaimo
251,Ehefrau::N,щар,aviovaimo
252,Ehefrau::N,щарсса,vaimo
253,Ehefrau::N,щарсса,aviovaimo
254,Freude::N,шадшиву,ilo
255,Freude::N,шадшиву,riemu
256,Freude::N,ххаришиву,ilo
257,Freude::N,ххаришиву,riemu
258,Gelächter::N,хъяхъаву,nauru
259,Glück::N,талихӏ,onni
260,Kummer::N,дард,suru
261,Kummer::N,дард,murhe
262,Wunsch::N,мурад,toive
263,Wunsch::N,мурад,toivomus
264,Lust::N,гьавас,himo
265,Lust::N,ччаву,himo
266,Geist::N,рухӏ,henki
267,Gedanke::N,пикри,aate
268,Gedanke::N,пикри,ajatus
269,Gedächtnis::N,дакӏний личӏаву,muisti
270,Verstand::N,аькьлу,äly
271,Verstand::N,аькьлу,järki
272,Verstand::N,аькьлу,ymmärrys
273,Sinn::N,мяъна,merkitys
274,Grund::N,багьана,syy
275,Grund::N,багьана,peruste
276,Wahrheit::N,тӏайламур,tosi
277,Wahrheit::N,тӏайламур,totuus
278,Wahrheit::N,хӏакьмур,tosi
279,Wahrheit::N,хӏакьмур,totuus
280,Gespräch::N,ихтилат,puhelu
281,Gespräch::N,ихтилат,keskustelu
282,Märchen::N,магьа,satu
283,Erzählung::N,хавар,tarina
284,Erzählung::N,хавар,kertomus
285,Nachricht::N,хавар,tieto
286,Nachricht::N,хавар,ilmoitus
287,Neuigkeit::N,хавар,uutinen
288,Name::N,цӏа,nimi
289,Rätsel::N,ссигьа,arvoitus
290,Rede::N,гъалгъа,puhe
291,Sprache::N,маз,kieli
292,Stimme::N,чӏу,ääni
293,Stimme::N,чӏукӏа,ääni
294,Wort::N,махъ,sana
295,Zeichen::N,лишан,merkki
296,Lärm::N,чӏу,melu
297,Lärm::N,чӏу,hälinä
298,Laut::N,чӏу,ääni
299,Ton::N,чӏу,sävel
300,Lied::N,балай,laulu
301,Ruhe::N,дигьалагру,lepo
302,Ruhe::N,дигьалагру,rauha
303,Leute::N,инсантал,väki
304,Leute::N,инсантал,ihmiset
305,Volk::N,ил,kansa
306,Volk::N,халкь,kansa
307,Arbeit::N,заву,työ
308,Gast::N,хъамаличу,vieras
309,Geschenk::N,бухчакарши,lahja
310,Geschenk::N,лажинккакку,lahja
311,Spiel::N,тӏуркӏу,peli
312,Spiel::N,тӏуркӏу,leikki
313,Gesellschaft::N,жямат,seura
314,Gesellschaft::N,ккуран,seura
315,Hilfe::N,кумаг,apu
316,Freund::N,дус,ystävä
317,Kamerad::N,хӏаласу,toveri
318,Angelegenheit::N,иш,asia
319,Anzahl::N,аьдад,lukumäärä
320,Art::N,жинс,laji
321,Stück::N,касак,pala
322,Stück::N,касак,kappale
323,Teil::N,бутӏа,osa
324,Hälfte::N,дачӏи,puoli
325,Kreis::N,кюрщан,ympyrä
326,Kreuz::N,ххач,risti
327,Linie::N,щва,viiva
328,Strich::N,щва,piirto
329,Abstand::N,манзил,väli
330,Abstand::N,манзил,väljyys
331,Entfernung::N,манзил,etäisyys
332,Gegend::N,кӏану,seutu
333,Ort::N,кӏану,kohta
334,Ort::N,кӏану,paikka
335,Seite::N,чул,sivu
336,Seite::N,чул,kylki
337,Seite::N,чулухалу,sivu
338,Seite::N,чулухалу,kylki
339,Mitte::N,дя,keskus
340,Mitte::N,дя,puoliväli
341,Gegenstand::N,зат,kalu
342,Gegenstand::N,зат,esine
343,Sache::N,зат,asia
344,Rand::N,зума,ääri
345,Rand::N,зума,syrjä
346,Ecke::N,мурцӏу,nurkka
347,Spitze::N,мицӏ,terä
348,Spitze::N,мицӏ,kärki
349,Ende::N,зума,pää
350,Ende::N,зума,perä
351,Loch::N,ккутӏ,kolo
352,Loch::N,ккутӏ,reikä
353,Winkel::N,мурцӏу,kulma
354,Muster::N,накьич,kuvio
355,Länge::N,лахъишиву,pituus
356,Höhe::N,лахъшиву,korkeus
357,Gewicht::N,дуццин,paino
358,Gewicht::N,кӏушиву,paino
359,Haufen::N,бакӏу,kasa
360,Reihe::N,кьюкьа,rivi
361,Boot::N,луткка,vene
362,Ruder::N,весло,airo
363,Ruder::N,чӏатӏа,airo
364,Schlitten::N,чана,reki
365,Schlitten::N,чана,kelkka
366,Schlitten::N,санкка,reki
367,Schlitten::N,санкка,kelkka
368,Ski::N,лижарду,suksi
369,Lagerfeuer::N,къавтӏн,nuotio
370,Last::N,гьиву,kuorma
371,Gang::N,нанаву,kulku
372,Gang::N,нанаву,käynti
373,Schritt::N,ша,askel
374,Norden::N,ухссав,pohjoinen
375,Norden::N,ухссавнил чулухалу,pohjoinen
376,Süden::N,кьилва,etelä
377,Westen::N,баргълагавал,länsi
378,Westen::N,баргълагавал чул,länsi
379,Osten::N,баргъбуккай чулухалу,itä
380,Holz::N,тӏама,puu
381,Brett::N,тахта,lauta
382,Platte::N,гъуни,levy
383,Stütze::N,гьалакӏу,noja
384,Stange::N,къазихъ,tanko
385,Stock::N,ттархь,keppi
386,Stab::N,ччантӏакъу,sauva
387,Stab::N,ччантӏакъу,seiväs
388,Rohr::N,бургъу,putki
389,Haus::N,къатта,talo
390,Heim::N,къатта,koti
391,Ofen::N,пач,uuni
392,Fußboden::N,чӏанкъатта,lattia
393,Tisch::N,усттул,pöytä
394,Stuhl::N,кӏану,tuoli
395,Wiege::N,оьрчӏал кӏану,kehto
396,Bett::N,тах,sänky
397,Regal::N,чӏаму,hylly
398,Kiste::N,яшикӏ,arkku
399,Kiste::N,яшикӏ,kirstu
400,Kiste::N,яшикӏ,laatikko
401,Kiste::N,къурши,arkku
402,Kiste::N,къурши,kirstu
403,Kiste::N,къурши,laatikko
404,Fenster::N,чӏавахьулу,ikkuna
405,Tür::N,нуз,ovi
406,Tür::N,нузкьун,ovi
407,Tor::N,къапу,portti
408,Tor::N,дарваза,portti
409,Zaun::N,дайгьузанну,aita
410,Dach::N,магъи,katto
411,Dach::N,цӏиялу,katto
412,Leiter::N,чуртту,tikkaat
413,Leiter::N,чуртту,tikapuut
414,Besen::N,чӏатлу,luuta
415,Spaten::N,бил,lapio
416,Schaufel::N,чӏатӏа,lapio
417,Gabel::N,гьиссилу,haarukka
418,Löffel::N,къуса,lusikka
419,Messer::N,чӏила,veitsi
420,Nagel::N,мяр,naula
421,Netz::N,къери,verkko
422,Haken::N,къича,haka
423,Haken::N,къича,koukku
424,Griff::N,куяму,ripa
425,Griff::N,куяму,kahva
426,Schloss::N,кьункьула,lukko
427,Bild::N,сурат,kuva
428,Puppe::N,ссихьу,nukke
429,Beutel::N,чантай,pussi
430,Bündel::N,гьи,nippu
431,Bündel::N,гьи,kimppu
432,Bündel::N,къар,nippu
433,Bündel::N,къар,kimppu
434,Eimer::N,бадра,sanko
435,Eimer::N,бадра,ämpäri
436,Deckel::N,къапаза,kansi
437,Geschirr::N,пюрунчӏул,astia
438,Geschirr::N,тӏахӏникӏичӏу,astia
439,Sack::N,къап,säkki
440,Sack::N,дарваг,säkki
441,Tasse::N,пижан,kuppi
442,Tasse::N,пинжан,kuppi
443,Tasse::N,инкираччатӏи,kuppi
444,Tasse::N,цинцилттал бушкъап,kuppi
445,Topf::N,кӏункӏур,pata
446,Kessel::N,чаг,kattila
447,Kessel::N,кӏункӏур,kattila
448,Essen::N,дукия,syönti
449,Essen::N,дукин,syönti
450,Nahrung::N,дукра,ruoka
451,Nahrung::N,дукра,ravinto
452,Speise::N,дукра,ruoka
453,Fleisch::N,дикӏ,liha
454,Getreide::N,къама,vilja
455,Brei::N,ккурч,puuro
456,Brot::N,ччатӏ,leipä
457,Scheibe::N,парча,viipale
458,Fett::N,аьгъушиву,rasva
459,Butter::N,нагь,voi
460,Butter::N,лагаву,voi
461,Salz::N,цӏву,suola
462,Suppe::N,накь,keitto
463,Honig::N,ницӏ,hunaja
464,Milch::N,накӏ,maito
465,Tee::N,чяй,tee
466,Leder::N,бурчу,nahka
467,Wolle::N,ппал,villa
468,Stoff::N,янна,kangas
469,Nadel::N,ххалаххи,neula
470,Faden::N,ххал,lanka
471,Knopf::N,банд,nappi
472,Knoten::N,къурхъ,solmu
473,Farbe::N,сир,maali
474,Kleidung::N,янна,vaatteet
475,Kleidung::N,лаххия,vaatteet
476,Hemd::N,гьухъа,paita
477,Kragen::N,дарвач,kaulus
478,Ärmel::N,кахха,hiha
479,Hose::N,хӏажак,housut
480,Gürtel::N,мухӏлу,vyö
481,Mütze::N,кьяпа,lakki
482,Stiefel::N,чакма,saapas
483,Ring::N,кӏисса,sormus
484,Band::N,линт,nauha
485,Kamm::N,ттарал,kampa
486,Spiegel::N,дагьани,peili
487,Riemen::N,эн,hihna
488,Schnur::N,хьхьа,naru
489,Schnur::N,хьхьа,nuora
490,Decke::N,виргъан,peite
491,Kissen::N,кӏаралу,tyyny
492,Kissen::N,кӏаралу,pielus
493,Tuch::N,карщи,huivi
494,Handtuch::N,калихьу,pyyheliina
495,Handtuch::N,лажинлихьу,pyyheliina
496,Kraft::N,эллаж,väki
497,Kraft::N,эллаж,voima
498,Stärke::N,гуж,vahvuus
499,Gesundheit::N,цӏуллу-сагъшиву,terveys
500,Krankheit::N,къашайшиву,tauti
501,Krankheit::N,къашайшиву,sairaus
502,Schmerz::N,къюву,kipu
503,Schmerz::N,къюву,särky
504,Wunde::N,щаву,haava
505,Fieber::N,кӏиришиву,kuume
506,Arznei::N,дару,lääke
507,Brücke::N,ламу,silta
508,Brunnen::N,къуй,kaivo
509,Weide::N,бизантту,laidun
510,Pfad::N,жегъир ххуллу,polku
511,Weg::N,ххуллу,tie
512,Straße::N,ххуллу,katu
513,Dorf::N,щар,kylä
514,Dorf::N,шяравалу,kylä
515,Stadt::N,шагьру,kaupunki
516,Brief::N,чагъар,kirje
517,Buch::N,лу,kirja
518,Buchstabe::N,хӏарп,kirjain
519,Zeitung::N,кказит,lehti
520,Zeitung::N,кказит,sanomalehti
521,Leben::N,оьрму,elo
522,Leben::N,оьрму,elämä
523,Tod::N,ажал,kuolema
524,Tod::N,бивкӏу,kuolema
525,Tod::N,ивчӏаву,kuolema
526,Grab::N,гьав,hauta
527,Kirche::N,килиса,kirkko
528,Sünde::N,бунагъ,synti
529,Gott::N,зал,jumala
530,Arbeiter::N,зузала,työläinen
531,Chef::N,ялувма,päällikkö
532,Meister::N,усттар,mestari
533,Arzt::N,хӏакин,lääkäri
534,Lehrer::N,учитель,opettaja
535,Geld::N,арцу,raha
536,Geschäft::N,даву,liike
537,Laden::N,ттучан,puoti
538,Laden::N,ттучан,kauppa
539,Preis::N,багъа,hinta
540,Ware::N,хъус,tavara
541,Nutzen::N,хайр,hyöty
542,Nutzen::N,мюнпат,hyöty
543,Reichtum::N,давлат,rikkaus
544,Reichtum::N,аваданшиву,rikkaus
545,Welt::N,дуниял,maailma
546,Land::N,билаят,maa
547,Staat::N,паччахӏлугъ,valtio
548,Macht::N,власть,mahti
549,Grenze::N,дазу,raja
550,Krieg::N,дяъви,sota
551,Feind::N,душман,vihollinen
552,Gewalt::N,къия,väkivalta
553,Kampf::N,лачӏуи уккаву,taistelu
554,Bogen[Waffe]::N,ккуртта,jousi
555,Pfeil::N,чӏатӏаракӏ,nuoli
556,Gewehr::N,ттупанг,kivääri
557,Fehler::N,гъалатӏ,vika
558,Fehler::N,гъалатӏ,virhe
559,Lüge::N,щялмахъ,valhe
560,Schaden::N,зарал,vaurio
561,Schaden::N,зарал,vahinko
562,Unglück::N,бала,vahinko
563,Unglück::N,бала,onnettomuus
564,Schuld::N,тахсир,syy
565,Alter::N,оьрму,ikä
566,Schluss::N,ахир,loppu
567,Zeit::N,чӏун,aika
568,Tag::N,кьини,päivä
569,Morgen::N,кӏюрх,aamu
570,Morgen::N,кӏюрх,huomen
571,Mittag::N,ахттайн,keskipäivä
572,Mittag::N,дяахттайн,keskipäivä
573,Mittag::N,ахттайн чӏун,keskipäivä
574,Abend::N,маркӏачӏан,ilta
575,Nacht::N,хьхьу,yö
576,Woche::N,нюжмар,viikko
577,Monat::N,барз,kuukausi
578,Jahr::N,шин,vuosi
579,Frühling::N,инт,kevät
580,Sommer::N,гъи,kesä
581,Herbst::N,ссут,syksy
582,Winter::N,кӏи,talvi
583,Januar::N,цалчинмур барз,tammikuu
584,Februar::N,кӏилчинмур барз,helmikuu
585,März::N,шамилчинмур барз,maaliskuu
586,April::N,апрель,huhtikuu
587,April::N,мукьилчинмур барз,huhtikuu
588,Mai::N,май,toukokuu
589,Mai::N,ххюлчинмур барз,toukokuu
590,Juni::N,июнь,kesäkuu
591,Juni::N,ряххилчинмур барз,kesäkuu
592,Juli::N,июль,heinäkuu
593,Juli::N,Арулчинмур барз,heinäkuu
594,August::N,мяйлчинмур барз,elokuu
595,September::N,урчӏилчинмур барз,syyskuu
596,Oktober::N,ацӏилчинмур барз,lokakuu
597,November::N,ацӏния цалчинмур барз,marraskuu
598,Dezember::N,ацӏния кӏилчинмур барз,joulukuu
599,Montag::N,итин,maanantai
600,Montag::N,итин кьини,maanantai
601,Dienstag::N,тталат,tiistai
602,Dienstag::N,тталат кьини,tiistai
603,Mittwoch::N,арвахӏ,keskiviikko
604,Donnerstag::N,хамис,torstai
605,Freitag::N,нюжмар,perjantai
606,Freitag::N,нюжмар кьини,perjantai
607,Samstag::N,ххуллун,lauantai
608,Samstag::N,ххуллун кьини,lauantai
609,Sonntag::N,алхӏат,sunnuntai
610,Sonntag::N,алхӏат кьини,sunnuntai
611,groß::A,бугъарасса,iso
612,groß::A,бугъарасса,suuri
613,klein::A,чӏивисса,pieni
614,lang::A,лахъисса,pitkä
615,kurz::A,кутӏасса,lyhyt
616,breit::A,уттасса,leveä
617,schmal::A,уттакӏюласса,kapea
618,dicht::A,ццунсса,taaja
619,dick[Gegenstand]::A,ганзсса,paksu
620,dünn::A,кӏюласса,ohut
621,fest::A,цӏакьсса,luja
622,fest::A,кьянкьасса,luja
623,flach::A,баягъисса,litteä
624,flach::A,баягъисса,tasainen
625,flach::A,цӏубакъасса,litteä
626,flach::A,цӏубакъасса,tasainen
627,flach::A,куртӏ дакъасса,litteä
628,flach::A,куртӏ дакъасса,tasainen
629,glatt::A,дюрчӏусса,sileä
630,glatt::A,дюрчӏусса,siloinen
631,hart::A,кьянкьасса,kova
632,weich::A,кӏукӏлусса,pehmeä
633,rund::A,ккурккисса,pyöreä
634,spitz::A,ярксса,terävä
635,spitz::A,дайлсса,terävä
636,spitz::A,мицӏ бусса,terävä
637,scharf::A,ярксса,terävä
638,scharf::A,дайлсса,terävä
639,scharf::A,мицӏ бусса,terävä
640,stumpf::A,къуркъасса,tylsä
641,schwer::A,кӏусса,raskas
642,schwer::A,кӏусса,painava
643,schön::A,аьнтӏикӏасса,kaunis
644,heiß::A,кӏирисса,kuuma
645,warm::A,гъелисса,lämmin
646,kalt::A,дяркъусса,kylmä
647,kalt::A,дяркъусса,viluinen
648,kühl::A,дюхлулсса,viileä
649,frisch::A,цӏусса,tuore
650,feucht::A,атилсса,kostea
651,feucht::A,хъавтусса,kostea
652,nass::A,атилсса,märkä
653,nass::A,хъавтусса,märkä
654,trocken::A,кьавкьсса,kuiva
655,trocken::A,кьакьан бувсса,kuiva
656,voll::A,бувцӏусса,täysi
657,leer::A,бачӏвасса,tyhjä
658,offen::A,тӏивтӏусса,avonainen
659,geschlossen::A,лавкьусса,suljettu
660,sauber::A,марцӏсса,puhdas
661,schmutzig::A,чапалсса,likainen
662,roh::A,шакъавхьсса,raaka
663,reif::A,дирсса,kypsä
664,lecker::A,нахӏусса,herkullinen
665,lecker::A,тӏааьнсса,herkullinen
666,süß::A,нацӏусса,makea
667,bitter::A,кьурчӏисса,karvas
668,bitter::A,кьурчӏисса,kitkerä
669,sauer::A,туршсса,hapan
670,hell::A,чаннасса,kirkas
671,hell::A,чаннасса,valoisa
672,dunkel::A,цӏансса,pimeä
673,schwarz::A,лухӏисса,musta
674,weiß::A,кӏяласса,valkea
675,rot::A,ятӏулсса,punainen
676,gelb::A,хъахъисса,keltainen
677,blau::A,някӏсса,sininen
678,grün::A,щюлисса,vihreä
679,grau::A,оьрусса,harmaa
680,bunt::A,оьрчӏикӏурисса,kirjava
681,billig::A,кьювкьусса,halpa
682,billig::A,кьювкьусса,huokea
683,teuer::A,ххирасса,kallis
684,wertvoll::A,багьасса,arvokas
685,blind::A,мурчӏисса,sokea
686,taub::A,къюкӏсса,kuuro
687,kräftig::A,гужсса,väkevä
688,kräftig::A,гужсса,voimakas
689,stark::A,кьянкьасса,vahva
690,schwach::A,заэвсса,heikko
691,fett::A,бучсса,lihava
692,schlank::A,бювхъусса,hoikka
693,schlank::A,бювхъусса,solakka
694,hübsch::A,янусса,soma
695,hübsch::A,янусса,sievä
696,böse::A,оьсса,paha
697,böse::A,оьсса,häijy
698,dumm::A,ахӏмакьсса,tyhmä
699,dumm::A,ахӏмакьсса,typerä
700,faul::A,танмалсса,laiska
701,faul::A,курчӏилсса,laiska
702,fleißig::A,хӏарачат бусса,ahkera
703,geizig::A,янттарцӏансса,saita
704,klug::A,аькьлу бусса,älykäs
705,geschickt::A,паргалсса,taitava
706,lieb::A,аьзизсса,rakas
707,lustig::A,тяхъасса,hauska
708,lustig::A,тяхъасса,iloinen
709,sanft::A,иминсса,lauha
710,sanft::A,иминсса,lempeä
711,hungrig::A,ккашилсса,nälkäinen
712,krank::A,къашавайсса,sairas
713,nackt::A,кӏачӏасса,alaston
714,traurig::A,пашмансса,surullinen
715,traurig::A,пашмансса,murheellinen
716,lebendig::A,уттавасса,elävä
717,gut::A,ххуйсса,hyvä
718,schlecht::A,оьккисса,paha
719,schlecht::A,оьккисса,huono
720,richtig::A,саргъунсса,oikea
721,schlimm::A,оьккисса,paha
722,wahr::A,хӏакьсса,tosi
723,alt::A,кугьнасса,vanha
724,neu::A,цӏусса,uusi
725,ehemalig::A,хъхъичӏвасса,entinen
726,ehemalig::A,хъхъичӏвасса,muinainen
727,alt[Lebewesen]::A,агьилсса,vanha
728,jung::A,чӏавасса,nuori
729,jung::A,жагьилсса,nuori
730,arm::A,мискинсса,köyhä
731,reich::A,авадансса,rikas
732,bekannt::A,дусъсса,tuttu
733,bekannt::A,дусъсса,tunnettu
734,berühmt::A,машгьурсса,kuuluisa
735,fremd::A,чил,vieras
736,verschieden::A,личӏи-личӏисса,eri
737,verschieden::A,личӏи-личӏисса,erilainen
738,nah::A,гъансса,läheinen
739,fern::A,архсса,etäinen
