,Concept_ID,ga,uz
277,Verstand::N,ciall,aql
278,Verstand::N,intinn,aql
279,Sinn::N,brí,ma'ni
280,Sinn::N,ciall,ma'ni
281,Grund::N,fáth,sabab
282,Wahrheit::N,fírinne,haq
283,Gespräch::N,comhrá,gap
284,Märchen::N,scéal,ärtak
285,Erzählung::N,scéal,rivoyat
286,Nachricht::N,teachtaireacht,xabar
287,Neuigkeit::N,scéala,yangilik
288,Name::N,ainm,ot
289,Rätsel::N,tomhas,topishmoq
290,Rede::N,óráid,nutq
291,Rede::N,aitheasc,nutq
292,Sprache::N,teanga,til
293,Stimme::N,guth,ovoz
294,Wort::N,focal,so'z
295,Zeichen::N,comhartha,alomat
296,Ruf::N,glaoch,chaqiriq
297,Lärm::N,torann,taraq
298,Laut::N,fuaim,tovush
299,Ton::N,ton,un
300,Lied::N,amhrán,ashula
301,Ruhe::N,suaimhneas,tinchlik
302,Leute::N,muintir,xaloyiq
303,Volk::N,pobal,xalq
304,Arbeit::N,obair,ish
305,Gast::N,aoi,mehmon
306,Geschenk::N,féirín,hadya
307,Geschenk::N,bronntanas,hadya
308,Spiel::N,cluiche,o'yin
309,Gesellschaft::N,comhluadar,jamiyat
310,Hilfe::N,cúnamh,yordam
311,Hilfe::N,cabhair,yordam
312,Freund::N,cara,do'st
313,Kamerad::N,comrádaí,yo'ldosh
314,Angelegenheit::N,ábhar,daxl
315,Anzahl::N,líon,son
316,Art::N,sórt,tur
317,Art::N,saghas,tur
318,Stück::N,píosa,parcha
319,Teil::N,cuid,bo'lak
320,Teil::N,páirt,bo'lak
321,Hälfte::N,leath,yarim
322,Kreis::N,ciorcal,aylana
323,Kreuz::N,cros,xoch
324,Linie::N,líne,liniya
325,Strich::N,stríoc,chiziq
326,Abstand::N,achar,oralik
327,Entfernung::N,fad,uzoqlik
328,Gegend::N,ceantar,yer
329,Platz::N,áit,oralig
330,Platz::N,spás,oralig
331,Ort::N,áit,joy
332,Seite::N,taobh,yon
333,Mitte::N,lár,o'rta
334,Gegenstand::N,ball,ashyo
335,Gegenstand::N,ábhar,ashyo
336,Sache::N,ní,buyum
337,Sache::N,rud,buyum
338,Rand::N,imeall,chek
339,Rand::N,ciumhais,chek
340,Kante::N,corr,tig'
341,Kante::N,colbha,tig'
342,Ecke::N,coirnéal,burchak
343,Spitze::N,gob,uch
344,Spitze::N,barr,uch
345,Ende::N,ceann,oxir
346,Ende::N,foirceann,oxir
347,Loch::N,poll,teshik
348,Winkel::N,cúinne,go'sha
349,Winkel::N,uillinn,go'sha
350,Muster::N,patrún,nusha
351,Größe::N,méid,kattalik
352,Größe::N,toise,kattalik
353,Länge::N,fad,uzunlik
354,Höhe::N,airde,yuksaklik
355,Gewicht::N,meáchan,solmoq
356,Menge::N,méid,miqdor
357,Haufen::N,cnap,uyum
358,Reihe::N,líne,saf
359,Reihe::N,sraith,saf
360,Boot::N,bád,qayiq
361,Ruder::N,rámh,äshkak
362,Ruder::N,maide rámha,äshkak
363,Schlitten::N,carr sleamhnáin,chana
364,Ski::N,scí,chang'i
365,Lagerfeuer::N,tine champa,gulxan
366,Last::N,ualach,yuk
367,Gang::N,siúlóid,yurish
368,Schritt::N,céim,qadam
369,Schritt::N,coiscéim,qadam
370,Norden::N,tuaisceart,shimol
371,Süden::N,deisceart,janub
372,Westen::N,iarthar,g'arb
373,Osten::N,oirthear,sharq
374,Holz::N,adhmad,yog'och
375,Brett::N,clár,taxta
376,Platte::N,leac,tabaqa
377,Stütze::N,taca,tayanchi
378,Stange::N,polla,qo'noq
379,Stange::N,cuaille,qo'noq
380,Stock::N,bata,tayoq
381,Stock::N,maide,tayoq
382,Stab::N,maide,gavron
383,Stab::N,bachall,gavron
384,Rohr::N,píopa,tarnov
385,Haus::N,teach,uy
386,Heim::N,baile,makon
387,Ofen::N,sornóg,pechka
388,Fußboden::N,urlár,pol
389,Tisch::N,bord,mosa
390,Tisch::N,tábla,mosa
391,Stuhl::N,cathaoir,o'rindiq
392,Wiege::N,cliabhán,beshik
393,Bett::N,leaba,yotoq
394,Regal::N,seilf,tokcha
395,Kiste::N,bosca,sandiq
396,Fenster::N,fuinneoig,deraza
397,Tür::N,doras,äshik
398,Tor::N,geata,darvoza
399,Zaun::N,fál,panjara
400,Zaun::N,claí,panjara
401,Dach::N,díon,tom
402,Leiter::N,dréimire,narvon
403,Besen::N,scuab,supurgi
404,Spaten::N,spád,bel
405,Spaten::N,rámhainn,bel
406,Schaufel::N,sluasaid,kurak
407,Gabel::N,forc,bilka
408,Gabel::N,gabhlóg,bilka
409,Löffel::N,spúnóg,qoshiq
410,Messer::N,scian,pichoq
411,Nagel::N,tairne,mix
412,Netz::N,líon,to'r
413,Netz::N,eangach,to'r
414,Haken::N,croch,ilgak
415,Griff::N,cos,sop
416,Griff::N,cos,tutqich
417,Griff::N,hanla,sop
418,Griff::N,hanla,tutqich
419,Schloss::N,glas,qulf
420,Bild::N,pictiúr,rasm
421,Figur::N,fíor,shakl
422,Puppe::N,bábóg,ko'g'irchoq
423,Beutel::N,mála,to'rva
424,Beutel::N,mealbhóg,to'rva
425,Bündel::N,beart,bog'lam
426,Tasche::N,mála,kissa
427,Eimer::N,buicéad,chelak
428,Deckel::N,clár,qopqoq
429,Deckel::N,claibín,qopqoq
430,Geschirr::N,soithí,idish
431,Geschirr::N,gréithe,idish
432,Sack::N,sac,qop
433,Sack::N,mála,qop
434,Tasse::N,cupán,piyola
435,Topf::N,pota,tuvak
436,Kessel::N,citeal,qozon
437,Essen::N,béile,tomoq
438,Nahrung::N,bia,emak
439,Speise::N,mias,taom
440,Fleisch::N,feoil,go'sht
441,Getreide::N,grán,g'alla
442,Getreide::N,arbhar,g'alla
443,Brei::N,brúitín,bo'tqa
444,Brot::N,arán,non
445,Scheibe::N,píosa,disk
446,Scheibe::N,slisne,disk
447,Fett::N,saill,moy
448,Fett::N,méathras,moy
449,Butter::N,im,yog'
450,Öl::N,ola,moy
451,Salz::N,salann,tuz
452,Suppe::N,sú,sho'rva
453,Suppe::N,anraith,sho'rva
454,Honig::N,mil,asal
455,Milch::N,bainne,sut
456,Tee::N,tae,choy
457,Leder::N,leathar,charm
458,Wolle::N,olann,jun
459,Stoff::N,éadach,mato
460,Nadel::N,snáthaid,igna
461,Faden::N,snáth,ip
462,Knopf::N,cnaipe,tugma
463,Knoten::N,snaidhm,tugun
464,Farbe::N,péint,bo'yok
465,Kleidung::N,éadaí,kiyim
466,Hemd::N,léine,ko'ylak
467,Kragen::N,bóna,yoqa
468,Ärmel::N,muinchille,yeng
469,Hose::N,bríste,shim
470,Hose::N,treabhsar,shim
471,Gürtel::N,crios,tasma
472,Mütze::N,caipín,shapka
473,Schuh::N,bróg,but
474,Stiefel::N,buatais,botinka
475,Ring::N,fáinne,yuzuk
476,Band::N,ribín,rishta
477,Kamm::N,cíor,taroq
478,Spiegel::N,scáthán,ko'zgu
479,Riemen::N,iall,qayish
480,Riemen::N,strapa,qayish
481,Schnur::N,téad,bog'ich
482,Schnur::N,sreangán,bog'ich
483,Leine::N,iall,etak
484,Decke::N,pluid,odyol
485,Decke::N,blaincéad,odyol
486,Kissen::N,piliúr,yostiq
487,Kissen::N,adhartán,yostiq
488,Tuch::N,scaif,gazlama
489,Handtuch::N,tuáille,sochiq
490,Kraft::N,fórsa,kuch
491,Stärke::N,neart,quvvat
492,Gesundheit::N,sláinte,sog'lik
493,Krankheit::N,tinneas,kasallik
494,Krankheit::N,breoiteacht,kasallik
495,Schmerz::N,pian,og'riq
496,Wunde::N,goin,yara
497,Fieber::N,fiabhras,bezgak
498,Arznei::N,cógas,dori
499,Brücke::N,droichead,ko'prik
500,Brunnen::N,tobar,buloq
501,Weide::N,féarach,yaylov
502,Pfad::N,cosán,dorojka
503,Pfad::N,conair,dorojka
504,Weg::N,slí,yo'l
505,Weg::N,bealach,yo'l
506,Straße::N,bóthar,ko'cha
507,Dorf::N,sráidbhaile,ovul
508,Stadt::N,baile,shahar
509,Stadt::N,cathair,shahar
510,Brief::N,litir,maktub
511,Buch::N,cín,kitob
512,Buch::N,leabhar,kitob
513,Buchstabe::N,litir,harf
514,Zeitung::N,nuachtán,gazet
515,Leben::N,saol,hayot
516,Leben::N,beatha,hayot
517,Tod::N,bás,o'lim
518,Grab::N,uaigh,go'r
519,Kirche::N,eaglais,cherkov
520,Sünde::N,peaca,gunoh
521,Gott::N,dia,olloh
522,Arbeiter::N,oibrí,ishchi
523,Chef::N,saoiste,rais
524,Chef::N,ceannasaí,rais
525,Meister::N,máistir,usta
526,Arzt::N,lia,hakim
527,Arzt::N,dochtúir,hakim
528,Lehrer::N,oide,muallim
529,Lehrer::N,múinteoir,muallim
530,Geld::N,airgead,pul
531,Geschäft::N,gnó,savdo
532,Laden::N,siopa,do'kon
533,Preis::N,praghas,baho
534,Ware::N,earra,mol
535,Nutzen::N,tairbhe,foyda
536,Reichtum::N,rachmas,boylik
537,Reichtum::N,saibhreas,boylik
538,Welt::N,domhan,olam
539,Land::N,tír,o'lka
540,Staat::N,stát,davlat
541,König::N,rí,qirol
542,Macht::N,cumhacht,iqtidor
543,Grenze::N,críoch,chegara
544,Grenze::N,teorainn,chegara
545,Krieg::N,cogadh,harb
546,Feind::N,namhaid,dushman
547,Gewalt::N,foréigean,zo'rlik
548,Kampf::N,troid,kurash
549,Bogen[Waffe]::N,bogha,yoy
550,Pfeil::N,saighead,o'q
551,Gewehr::N,gunna,vintovka
552,Fehler::N,botún,xato
553,Fehler::N,meancóg,xato
554,Lüge::N,bréag,yolg'on
555,Lüge::N,éitheach,yolg'on
556,Schaden::N,dochar,ziyon
557,Schaden::N,damáiste,ziyon
558,Unglück::N,drochrath,balo
559,Schuld::N,locht,ayb
560,Schuld::N,milleán,ayb
561,Alter::N,aois,yosh
562,Schluss::N,deireadh,tamom
563,Zeit::N,am,vaqt
564,Zeit::N,aimsir,vaqt
565,Tag::N,lá,kun
566,Morgen::N,maidin,saboh
567,Mittag::N,nóin,kun tushlik
568,Abend::N,tráthnóna,oqshom
569,Nacht::N,oíche,tun
570,Woche::N,seachtain,hafta
571,Monat::N,mí,oy
572,Jahr::N,bliain,yil
573,Frühling::N,earrach,bahor
574,Sommer::N,samhradh,yoz
575,Herbst::N,fómhar,kuz
576,Herbst::N,fómhar,xazon
577,Winter::N,geimhreadh,qish
578,Januar::N,Eanáir,yanvar'
579,Februar::N,Feabhra,fevral'
580,März::N,Márta,mart
581,April::N,Aibreán,aprel'
582,Mai::N,Bealtaine,may
583,Juni::N,Meitheamh,iyun'
584,Juli::N,Iúil,iyul'
585,August::N,Lúnasa,avgust
586,September::N,Meán Fómhair,sentyabr'
587,Oktober::N,Deireadh Fómhair,oktyabr'
588,November::N,Samhain,noyabr'
589,November::N,Mí na Samhna,noyabr'
590,Dezember::N,Mí na Nollag,dekabr'
591,Montag::N,Luan,dushanba
592,Montag::N,Dé Luain,dushanba
593,Dienstag::N,Máirt,seshanba
594,Dienstag::N,Dé Máirt,seshanba
595,Mittwoch::N,Céadaoin,chorshanba
596,Mittwoch::N,Dé Céadaoin,chorshanba
597,Donnerstag::N,Déardaoin,payshanba
598,Freitag::N,Aoine,juma
599,Freitag::N,Dé hAoine,juma
600,Samstag::N,Satharn,shanba
601,Samstag::N,Dé Sathairn,shanba
602,Sonntag::N,Domhnach,yakshanba
603,Sonntag::N,Dé Domhnaigh,yakshanba
604,groß::A,mór,buyuk
605,klein::A,beag,kichik
606,lang::A,fada,uzun
607,kurz::A,gearr,qisqa
608,kurz::A,gairid,qisqa
609,breit::A,leathan,keng
610,breit::A,fairsing,keng
611,schmal::A,cúng,änsiz
612,dicht::A,dlúth,quyuq
613,dick[Gegenstand]::A,tiubh,qalin
614,dünn::A,caol,ingichka
615,dünn::A,tanaí,ingichka
616,fein::A,scáinte,mayin
617,fein::A,fíneálta,mayin
618,fest::A,daingean,qattiq
619,flach::A,cothrom,yalpoq
620,glatt::A,mín,tekis
621,glatt::A,sleamhain,tekis
622,hart::A,crua,qattiq
623,weich::A,bog,yumshoq
624,rund::A,cruinn,yumaloq
625,spitz::A,gobach,uchli
626,spitz::A,biorach,uchli
627,scharf::A,géar,keskir
628,scharf::A,faobhrach,keskir
629,stumpf::A,maol,to'mtoq
630,schwer::A,trom,salmoqli
631,schön::A,álainn,go'zal
632,heiß::A,te,qiziq
633,warm::A,te,issiq
634,kalt::A,fuar,sovuq
635,kühl::A,fionnuar,salqin
636,frisch::A,úr,toza
637,frisch::A,friseáilte,toza
638,feucht::A,tais,namli
639,nass::A,fliuch,nam
640,trocken::A,tirim,quruq
641,voll::A,lán,to'la
642,leer::A,folamh,puch
643,offen::A,oscailte,ochiq
644,geschlossen::A,dúnta,berk
645,geschlossen::A,druidte,berk
646,sauber::A,glan,ozoda
647,schmutzig::A,salach,kir
648,roh::A,amh,xom
649,reif::A,aibí,pishiq
650,lecker::A,blasta,shirin
651,süß::A,milis,shirin
652,bitter::A,searbh,achchiq
653,sauer::A,géar,achchiq
654,sauer::A,searbh,achchiq
655,hell::A,geal,yorug'
656,hell::A,soilseach,yorug'
657,dunkel::A,dorcha,qorong'i
658,schwarz::A,dubh,qora
659,weiß::A,bán,oq
660,rot::A,dearg,qizil
661,gelb::A,buí,sariq
662,blau::A,gorm,zangori
663,grün::A,glas,yashil
664,grün::A,uaine,yashil
665,grau::A,liath,bo'z
666,bunt::A,ildathach,ola
667,bunt::A,dathannach,ola
668,billig::A,saor,arzon
669,teuer::A,daor,qimmat
670,teuer::A,costasach,qimmat
671,wertvoll::A,luachmhar,qimmat
672,blind::A,dall,ko'r
673,blind::A,caoch,ko'r
674,taub::A,bodhar,garang
675,kräftig::A,cumhachtach,kuchli
676,stark::A,tréan,quvvatli
677,stark::A,láidir,quvvatli
678,schwach::A,lag,kuchsiz
679,schwach::A,fann,kuchsiz
680,fett::A,ramhar,semiz
681,schlank::A,caol,ingichka
682,schlank::A,seang,ingichka
683,hübsch::A,álainn,ko'rkam
684,hübsch::A,dathúil,ko'rkam
685,böse::A,olc,yovuz
686,dumm::A,dúr,aqlsiz
687,dumm::A,amaideach,aqlsiz
688,faul::A,falsa,ärinchak
689,faul::A,leisciúil,ärinchak
690,fleißig::A,dícheallach,ishchan
691,geizig::A,barainneach,qurumsoq
692,geizig::A,sprionlaithe,qurumsoq
693,klug::A,cliste,oqil
694,geschickt::A,oilte,äpchil
695,geschickt::A,ealaíonta,äpchil
696,lieb::A,dil,aziz
697,lieb::A,dílis,aziz
698,lustig::A,aerach,chaqchaq
699,lustig::A,meidhreach,chaqchaq
700,sanft::A,bog,asta
701,sanft::A,séimh,asta
702,hungrig::A,ocrach,och
703,krank::A,tinn,kasal
704,krank::A,breoite,kasal
705,nackt::A,nocht,yalang
706,traurig::A,brónach,xafa
707,lebendig::A,beo,hayotiy
708,gut::A,maith,soz
709,schlecht::A,dona,yomon
710,schlecht::A,droch-,yomon
711,richtig::A,ceart,rost
712,schlimm::A,gránna,yovuz
713,schlimm::A,tubaisteach,yovuz
714,wahr::A,fíor,haqiqiy
715,alt::A,sean,äski
716,neu::A,úr,yangi
717,neu::A,nua,yangi
718,ehemalig::A,iar-,sobiq
719,ehemalig::A,sean-,sobiq
720,alt[Lebewesen]::A,sean,qari
721,alt[Lebewesen]::A,aosta,qari
722,jung::A,óg,navqiron
723,arm::A,bocht,abgor
724,reich::A,saibhir,boy
725,reich::A,rachmasach,boy
726,bekannt::A,atá eolas air,ma'lum
727,berühmt::A,cailiúil,mashhur
728,berühmt::A,clúiteach,mashhur
729,fremd::A,coimhthíoch,yot
730,verschieden::A,éagsúil,turli
731,verschieden::A,difriúil,turli
732,nah::A,gar,yaqindagi
733,nah::A,deas,yaqindagi
734,fern::A,i bhfad uainn,uzoq
735,fern::A,i bhfad i gcéin,uzoq
736,linker::A,clé,so'l
737,rechter::A,deas,o'ng
738,anderer::A,eile,boshqa
739,erster::A,céad,birinchi
740,zweiter::A,dóú,ikkinchi
741,zweiter::A,dara,ikkinchi
742,dritter::A,tríú,uchinchi
743,dritter::A,treas,uchinchi
744,letzter::A,déanach,oxirgi
745,letzter::A,deireanach,oxirgi
746,allein::ADV,i d'aonar,o'zicha
747,auf einmal::ADV,ag an am céanna,varakay
748,zusammen::ADV,le chéile,barobar
749,zusammen::ADV,in eineacht,barobar
750,lange::ADV,fada,uzoq
751,plötzlich::ADV,go tobann,qo'qqisdan
752,plötzlich::ADV,i dtobainne,qo'qqisdan
753,sofort::ADV,ar an toirt,darrov
754,sofort::ADV,ar an bpointe,darrov
755,später::ADV,níos déanaí,so'ngra
756,jetzt::ADV,anois,hozirgina
757,heute::ADV,inniu,bugun
758,morgen::ADV,amárach,ärta
759,bald::ADV,go luath,toz
760,bald::ADV,gan mhoill,toz
761,dann::ADV,ansin,keyin
762,gestern::ADV,inné,kecha
763,einst::ADV,tráth,avvallari
764,einst::ADV,uair amháin,avvallari
765,damals::ADV,ag an am,ugal
766,damals::ADV,an t-am sin,ugal
767,danach::ADV,ina dhiaidh sin,so'ngra
768,vorher::ADV,cheana,avval
769,vorher::ADV,roimhe sin,avval
770,zuerst::ADV,ar dtús,avval
771,einmal::ADV,uair amháin,bir marta
772,manchmal::ADV,uaireanta,onda-sonda
773,oft::ADV,minic,tez-tez
774,immer::ADV,i gcónaí,har vaqt
775,niemals::ADV,riamh,hargiz
776,hier::ADV,anseo,shu erda
777,hierhin::ADV,anseo,beri
778,von hier::ADV,an áit seo,shu erdan
779,dort::ADV,ann,ana
780,dort::ADV,ansin,ana
781,dorthin::ADV,ann,u yerga
782,dorthin::ADV,ansin,u yerga
783,geradeaus::ADV,ar aghaidh,to'g'ri
784,rückwärts::ADV,siar,qoloq
785,zurück::ADV,ar ais,orqada
786,unten::ADV,thíos,pastda
787,hinab::ADV,síos,tubanga
788,oben::ADV,thuas,ustida
789,hinauf::ADV,suas,yuqorida
790,überall::ADV,i ngach áit,har erda
791,überall::ADV,ar fud na háite,har erda
792,nicht::ADV,ní,ämas
793,nicht::ADV,cha,ämas
794,ein wenig::ADV,beagán,biroz
795,kaum::ADV,ar éigean,arang
796,sehr::ADV,an-,ancha
