,Concept_ID,hu,br
824,werden::V,lesz,dazonet
825,passieren::V,történik,c'hoarvezout
826,beginnen::V,kezdődik,stagañ
827,enden::V,végződik,achuiñ
828,enden::V,befejeződik,achuiñ
829,wechseln::V,változik,cheñch
830,aufgehen[Sonne]::V,kel,dirouzañ
831,untergehen[Sonne]::V,lemegy,
832,scheinen[Sonne]::V,süt,lugernañ
833,donnern::V,dörög,taranal
834,wehen::V,fúj,c'hwezhañ
835,strömen::V,áramlik,deredek
836,fließen::V,folyik,redek
837,sich drehen::V,forog,troiñ
838,schwanken::V,inog,trantellat
839,schwanken::V,ingadozik,trantellat
840,schwingen::V,leng,froumal
841,fallen::V,esik,kouezhañ
842,brennen::V,ég,deviñ
843,rauchen::V,füstöl,divogedañ
844,regnen::V,esik,glavañ
845,gefrieren::V,megfagy,reviñ
846,tauen::V,olvad,diskornañ
847,schmelzen::V,olvad,teuziñ
848,schmelzen::V,elolvad,teuziñ
849,trocknen::V,szárad,sec'hañ
850,sieden::V,forr,berviñ
851,faulen::V,rothad,breinañ
852,verfaulen::V,elrothad,breinañ
853,verfaulen::V,megrothad,breinañ
854,reißen::V,szakad,darnaouiñ
855,versinken::V,süllyed,sodellañ
856,versinken::V,elsüllyed,sodellañ
857,vergehen::V,múlik,tremen
858,vergehen::V,elmúlik,tremen
859,erscheinen::V,feltűnik,donet war-wel
860,erscheinen::V,megjelenik,donet war-wel
861,verschwinden::V,letűnik,monet diwar wel
862,sinken::V,süllyed,en em izelat
863,abnehmen::V,apad,nebeutaat
864,abnehmen::V,csökken,nebeutaat
865,zunehmen::V,növekszik,kreskiñ
866,zunehmen::V,gyarapszik,kreskiñ
867,steigen::V,emelkedik,sevel
868,wachsen::V,nő,kreskiñ
869,wachsen::V,terem,kreskiñ
870,wachsen::V,növekszik,kreskiñ
871,glänzen::V,ragyog,lugernañ
872,glänzen::V,fénylik,lugernañ
873,funkeln::V,csillog,elieniñ
874,funkeln::V,tündöklik,elieniñ
875,lärmen::V,lármázik,rabotat
876,läuten::V,cseng,
877,klingeln::V,csenget,
878,klirren::V,csörömpöl,diridignat
879,klirren::V,csörömpöl,sterlinkañ
880,brausen::V,zúg,gwegal
881,brausen::V,morajlik,gwegal
882,rauschen::V,zúg,trouzal
883,klingen::V,hangzik,seniñ
884,bellen::V,ugat,harzhal
885,heulen::V,bőg,yudal
886,heulen::V,üvölt,yudal
887,blasen::V,fúj,c'hwezhañ
888,pfeifen::V,fütyül,c'hwitellat
889,schreien::V,kiált,huchal
890,schreien::V,kiabál,huchal
891,stöhnen::V,nyög,hirvoudiñ
892,zittern::V,remeg,krenañ
893,zittern::V,reszket,krenañ
894,leben::V,él,bevañ
895,geboren werden::V,születik,genel
896,atmen::V,lélegzik,tennañ e anal
897,trinken::V,iszik,evañ
898,essen::V,eszik,debriñ
899,schlucken::V,nyel,lonkañ
900,müde werden::V,elfárad,skuizhañ
901,müde werden::V,kifárad,skuizhañ
902,einschlafen::V,elalszik,menel kousket
903,schlafen::V,alszik,kousket
904,aufwachen::V,felébred,dihuniñ
905,aufstehen::V,felkel,sevel
906,sich erholen::V,pihen,diskuizhañ
907,krank werden::V,megbetegedik,klañviñ
908,krank werden::V,belebetegszik,klañviñ
909,krank sein::V,betegeskedik,bezañ klañv
910,schmerzen::V,fáj,skourjezañ
911,husten::V,köhög,pasaat
912,husten::V,köhög,peudal
913,genesen::V,meggyógyul,pareañ
914,sterben::V,hal,mervel
915,umkommen::V,elpusztul,perisañ
916,sich bewegen::V,mozog,bouljal
917,sich rühren::V,mozdul,fiñval
918,sich erheben::V,feláll,sevel
919,sich erheben::V,felemelkedik,sevel
920,sich setzen::V,ül,azezañ
921,sich setzen::V,ül,mont en e goazez
922,sich setzen::V,leül,azezañ
923,sich setzen::V,leül,mont en e goazez
924,hinfallen::V,bukik,kouezhañ
925,hinfallen::V,elesik,kouezhañ
926,laufen::V,jár,redek
927,schreiten::V,lép,kerzhet
928,spazierengehen::V,sétál,pourmen
929,eilen::V,siet,hastañ
930,sich beeilen::V,siet,hastañ
931,sausen::V,robog,karzhañ
932,rennen::V,fut,redek
933,rennen::V,szalad,redek
934,springen::V,ugrik,lammat
935,klettern::V,kúszik,krimpat
936,schaukeln::V,hintázik,brañsellat
937,kriechen::V,kúszik,skrampañ
938,schwimmen::V,úszik,neuial
939,tauchen::V,merül,splujañ
940,rudern::V,evez,roeñvat
941,fahren::V,jár,kas
942,fahren::V,jár,bleniañ
943,fahren::V,megy,kas
944,fahren::V,megy,bleniañ
945,fahren::V,utazik,kas
946,fahren::V,utazik,bleniañ
947,fliegen::V,száll,nijal
948,gehen::V,megy,mont
949,weggehen::V,elmegy,mont kuit
950,abfahren::V,indul,mont kuit
951,anhalten::V,megáll,chom a-sav
952,hineingehen::V,bemegy,monet e-barzh
953,eintreten::V,belép,monet e-barzh
954,kommen::V,jön,dont
955,ankommen::V,érkezik,erruout
956,ankommen::V,megérkezik,erruout
957,zurückkommen::V,visszajön,addonet
958,bleiben::V,marad,chom
959,bleiben::V,megmarad,chom
960,warten::V,vár,gortoz
961,warten::V,várakozik,gortoz
962,erwarten::V,vár,gortoz
963,erwarten::V,megvár,gortoz
964,suchen::V,kutat,klask
965,finden::V,talál,kavout
966,versuchen::V,megpróbál,klask
967,versuchen::V,megkísérel,klask
968,vorbereiten::V,előkészít,aozañ
969,lieben::V,szeret,karout
970,mögen::V,szeret,karout
971,lachen::V,nevet,c'hoarzin
972,rühren::V,mozdít,tenerañ
973,weinen::V,sír,gouelañ
974,schimpfen::V,szid,krozal
975,schimpfen::V,szitkozódik,krozal
976,sich ärgern::V,mérgelődik,fachañ
977,sich ärgern::V,mérgelődik,en em fachañ
978,sich ärgern::V,bosszankodik,fachañ
979,sich ärgern::V,bosszankodik,en em fachañ
980,sich fürchten::V,fél,
981,sich fürchten::V,retteg,
982,fürchten::V,fél,
983,fliehen::V,menekül,tec'het
984,flüchten::V,elmenekül,tuzañ
985,sehen::V,néz,gwelet
986,anschauen::V,megnéz,sellout ouzh
987,ansehen::V,néz,sellout ouzh
988,ansehen::V,ránéz,sellout ouzh
989,ansehen::V,megnéz,sellout ouzh
990,hören::V,hall,klevet
991,zuhören::V,hallgat,selaou
992,zuhören::V,meghallgat,selaou
993,probieren::V,kóstol,blasa
994,probieren::V,megkóstol,blasa
995,riechen::V,szagol,klevet
996,fühlen::V,érez,santout
997,scheinen::V,tűnik,diskouez bezañ
998,scheinen::V,látszik,diskouez bezañ
999,zu sehen sein::V,mutatkozik,bezañ gwelus
1000,vernehmen::V,hall,merzhañ
1001,frieren::V,fázik,anoued
1002,tun::V,csinál,ober
1003,tun::V,cselekszik,ober
1004,können::V,tud,gouzout
1005,wollen::V,akar,fellout da
1006,wollen::V,akar,kaout c'hoant da
1007,anfangen::V,kezd,kregiñ
1008,beenden::V,befejez,achuiñ
1009,aufhören::V,megszűnik,paouez
1010,gelingen::V,sikerül,
1011,geraten::V,kerül,
1012,geraten::V,jut,
1013,öffnen::V,nyit,digeriñ
1014,öffnen::V,kinyit,digeriñ
1015,schließen::V,csuk,serriñ
1016,schließen::V,becsuk,serriñ
1017,stellen::V,állít,lakaat
1018,stellen::V,helyez,lakaat
1019,setzen::V,ültet,lakaat
1020,setzen::V,helyez,lakaat
1021,legen::V,tesz,lakaat
1022,legen::V,fektet,lakaat
1023,berühren::V,érint,touch
1024,verbinden::V,beköt,eren
1025,verbinden::V,összeköt,eren
1026,bedecken::V,betakar,goloiñ
1027,bedecken::V,beborít,goloiñ
1028,aufhängen::V,felakaszt,istribilhañ
1029,anzünden::V,gyújt,alumiñ
1030,anzünden::V,gyújt,c'hwezzañ
1031,anzünden::V,meggyújt,alumiñ
1032,anzünden::V,meggyújt,c'hwezzañ
1033,aufheben::V,felemel,dastum
1034,zurücklassen::V,hátrahagy,lezel
1035,verlieren::V,veszít,koll
1036,verlieren::V,elveszít,koll
1037,fallen lassen::V,elejt,laoskel
1038,fallen lassen::V,elejt,lezel da gouezhel
1039,machen::V,tesz,ober
1040,machen::V,csinál,ober
1041,herstellen::V,gyárt,fardañ
1042,herstellen::V,előállít,fardañ
1043,bauen::V,épít,sevel
1044,reparieren::V,javít,adaozañ
1045,reparieren::V,kijavít,adaozañ
1046,reparieren::V,megjavít,adaozañ
1047,verbessern::V,megjavít,gwellaat
1048,ändern::V,változtat,cheñch
1049,ändern::V,megváltoztat,cheñch
1050,graben::V,ás,kleuzañ
1051,beugen::V,meghajt,plegañ
1052,biegen::V,hajlít,krommañ
1053,drehen::V,forgat,treiñ
1054,wenden::V,fordít,treiñ
1055,wenden::V,megfordít,treiñ
1056,umdrehen::V,megfordít,treiñ
1057,umdrehen::V,megforgat,treiñ
1058,heben::V,emel,sevel
1059,hochheben::V,felemel,sevel
1060,ergreifen::V,megfog,kemer
1061,halten::V,tart,dalc'hen
1062,drücken::V,nyom,bountañ
1063,drücken::V,megnyom,bountañ
1064,schieben::V,tol,poulzañ
1065,kratzen::V,vakar,skrabat
1066,lecken::V,nyal,lipat
1067,beißen::V,harap,kregiñ
1068,abreißen::V,letép,diframmañ
1069,abschneiden::V,levág,troc'hañ
1070,binden::V,köt,stagañ
1071,binden::V,kötöz,stagañ
1072,stecken::V,dug,sankañ
1073,brechen::V,tör,darnaouiñ
1074,brechen::V,eltör,darnaouiñ
1075,klopfen::V,kopogtat,skoiñ
1076,hauen::V,vág,dornañ
1077,hauen::V,levág,dornañ
1078,kleben::V,tapaszt,pegañ
1079,reiben::V,dörzsöl,taravat
1080,reiben::V,dörzsöl,trekiñ
1081,reiben::V,súrol,taravat
1082,reiben::V,súrol,trekiñ
1083,streichen::V,simít,toazañ
1084,schleifen::V,fen,lemmañ
1085,schleifen::V,csiszol,lemmañ
1086,schleifen::V,köszörül,lemmañ
1087,schneiden::V,vág,troc'hañ
1088,schneiden::V,szel,troc'hañ
1089,schneiden::V,metsz,troc'hañ
1090,rütteln::V,ráz,tordorosañ
1091,schütteln::V,ráz,hejañ
1092,schütteln::V,megráz,hejañ
1093,schwenken::V,lóbál,
1094,schwenken::V,lobogtat,
1095,schütten::V,önt,diskargañ
1096,füllen::V,tölt,kargañ
1097,füllen::V,megtölt,kargañ
1098,einwickeln::V,becsavar,gronnañ
1099,tragen::V,hord,dougen
1100,schleppen::V,vonszol,stlejal
1101,ziehen::V,húz,sachañ
1102,aufbewahren::V,megőriz,miret
1103,werfen::V,dob,teuler
1104,werfen::V,hajít,teuler
1105,fangen::V,fog,tapañ
1106,packen::V,megragad,krapat
1107,verstecken::V,eldug,kuzhat
1108,verstecken::V,elrejt,kuzhat
1109,teilen::V,oszt,rannañ
1110,teilen::V,megoszt,rannañ
1111,schicken::V,küld,kas
1112,bringen::V,hoz,degas
1113,bringen::V,visz,degas
1114,hinzufügen::V,hozzáad,lakat ouzhpenn
1115,bekommen::V,kap,kaout
1116,bekommen::V,megkap,kaout
1117,erhalten::V,kap,kaout
1118,erhalten::V,megkap,kaout
1119,nehmen::V,vesz,kemer
1120,wählen::V,választ,choaz
1121,auswählen::V,kiválaszt,dibab
1122,bewahren::V,megtart,mirout
1123,behindern::V,akadályoz,diaezañ
1124,behindern::V,gátol,diaezañ
1125,verderben::V,elront,lovrañ
1126,beschädigen::V,rongál,gwallegañ
1127,zerbrechen::V,eltör,torriñ
1128,zerbrechen::V,széttör,torriñ
1129,zerbrechen::V,kettétör,torriñ
1130,zerreißen::V,eltép,diroegiñ
1131,zerreißen::V,széttép,diroegiñ
1132,zerstören::V,elpusztít,distrujañ
1133,verbrennen::V,éget,deviñ
1134,verbrennen::V,eléget,deviñ
1135,geben::V,ad,reiñ
1136,reichen::V,nyújt,
1137,schenken::V,ajándékoz,donezonañ
1138,versprechen::V,ígér,prometiñ
1139,wünschen::V,kíván,hetiñ
1140,loben::V,dicsér,feurmiñ
1141,küssen::V,csókol,pokat
1142,wiegen::V,ringat,pouezañ
1143,zudecken::V,betakar,goloiñ
1144,wecken::V,kelt,dihuniñ
1145,wecken::V,ébreszt,dihuniñ
1146,zeigen::V,mutat,diskouez
1147,führen::V,visz,kas
1148,führen::V,vezet,kas
1149,lehren::V,tanít,deskiñ
1150,unterrichten::V,tanít,kelenn
1151,aufziehen::V,felnevel,
1152,leiten::V,vezet,bleinañ
1153,leiten::V,vezérel,bleinañ
1154,antreiben::V,hajt,poulzañ
1155,lassen::V,-tat,leuskel
1156,lassen::V,-at,leuskel
1157,einladen::V,meghív,pediñ
1158,vereinigen::V,egyesít,unisañ
1159,besuchen::V,látogat,gweladenniñ
1160,treffen::V,talál,kejal
1161,treffen::V,talál,ankontrañ
1162,sich versammeln::V,gyülekezik,bodennañ
1163,sich versammeln::V,összegyűlik,bodennañ
1164,spielen::V,játszik,c'hoari
1165,singen::V,énekel,kanañ
1166,tanzen::V,táncol,dañsal
1167,sich trennen::V,elválik,dispartiañ
1168,verlassen::V,elhagy,lezel
1169,retten::V,ment,saveteiñ
1170,bewachen::V,őriz,mesa
1171,schützen::V,óv,diwall
1172,schützen::V,véd,diwall
1173,verteidigen::V,véd,difenn
1174,sich schlagen::V,verekszik,lopañ
1175,schießen::V,lő,
1176,siegen::V,győz,trec'hiñ
1177,ärgern::V,bosszant,hegasiñ
1178,schlagen::V,üt,skeiñ
1179,schlagen::V,ver,skeiñ
1180,treten::V,rúg,botaouiñ
1181,stechen::V,döf,pikat
1182,stechen::V,szúr,pikat
1183,stoßen::V,lök,stokañ
1184,stehlen::V,lop,laerezh
1185,stören::V,zavar,direnkañ
1186,belästigen::V,zaklat,dregasiñ
1187,verbergen::V,rejt,skoachañ
1188,verbergen::V,elrejt,skoachañ
1189,täuschen::V,megtéveszt,tromplañ
1190,betrügen::V,csal,lorbañ
1191,töten::V,öl,lazhañ
1192,wohnen::V,lakik,bezañ o chom
1193,arbeiten::V,dolgozik,labourat
1194,sammeln::V,szed,dastum
1195,sammeln::V,gyűjt,dastum
1196,pflücken::V,szed,kuntuilhañ
1197,jagen::V,vadászik,chaseal
1198,fischen::V,halászik,pesketa
1199,fassen::V,fog,pakañ
1200,hüten::V,őriz,geota
1201,hüten::V,legeltet,geota
1202,treiben::V,hajt,
1203,anbinden::V,köt,stagañ
1204,füttern::V,etet,boueta
1205,melken::V,fej,goro
1206,hacken::V,vág,difrakal
1207,gießen::V,öntöz,dourañ
1208,reifen::V,érik,azviñ
1209,zubereiten::V,elkészít,keginañ
1210,kochen::V,főz,poazhañ
1211,backen::V,süt,fritañ
1212,braten::V,süt,rostañ
1213,umrühren::V,megkever,
1214,stricken::V,köt,stammañ
1215,nähen::V,varr,gwriat
1216,färben::V,fest,livañ
1217,reinigen::V,tisztít,naetañ
1218,waschen::V,mos,gwalc'hiñ
1219,abwischen::V,letöröl,torchañ
1220,spülen::V,mosogat,disgwalc'hiñ
1221,fegen::V,söpör,skubañ
1222,kehren::V,söpör,skubañ
1223,baden::V,fürdik,kouronkañ
1224,sich waschen::V,mosdik,en em walc'hiñ
1225,sich waschen::V,mosakszik,en em walc'hiñ
1226,ausziehen::V,levesz,
1227,anziehen::V,felölt,
1228,anziehen::V,felvesz,
1229,sich anziehen::V,öltözik,gwiskañ
1230,sich anziehen::V,felöltözik,gwiskañ
1231,kämmen::V,fésül,kribat
1232,schmücken::V,díszít,kinklañ
1233,sagen::V,mond,larêt
1234,sagen::V,mond,lavaret
1235,sprechen::V,beszél,komz
1236,reden::V,beszél,kaozeal
1237,sich unterhalten::V,beszélget,balbotal
1238,fragen::V,kérdez,goulenn
1239,bitten::V,kér,goulenn
1240,erzählen::V,mesél,kontañ
1241,erzählen::V,elbeszél,kontañ
1242,mitteilen::V,közöl,kemenn
1243,nennen::V,hív,anviñ
1244,nennen::V,nevez,anviñ
1245,rufen::V,hív,gelver
1246,prahlen::V,dicsekszik,fougeal
1247,übersetzen::V,fordít,treiñ
1248,denken::V,gondol,soñjal
1249,glauben::V,hisz,krediñ
1250,bemerken::V,észrevesz,apresevañ
1251,erkennen::V,ráismer,anavout
1252,erkennen::V,felismer,anavout
1253,begreifen::V,felfog,meizañ
1254,verstehen::V,ért,kompren
1255,verstehen::V,megért,kompren
1256,lernen::V,tanul,deskiñ
1257,lernen::V,megtanul,deskiñ
1258,wissen::V,tud,gouzout
1259,sich erinnern an::V,emlékszik,kaout soñj e
1260,vergessen::V,felejt,ankouaat
1261,vergessen::V,elfelejt,ankouaat
1262,messen::V,mér,muzuliañ
1263,messen::V,megmér,muzuliañ
1264,zählen::V,számol,kontañ
1265,zählen::V,megszámol,kontañ
1266,rechnen::V,számít,jedañ
1267,lesen::V,olvas,lenn
1268,malen::V,fest,livañ
1269,zeichnen::V,rajzol,tresañ
1270,schreiben::V,ír,skrivañ
1271,besitzen::V,birtokol,kaout
1272,kaufen::V,vesz,prenañ
1273,kaufen::V,megvesz,prenañ
1274,verkaufen::V,elad,gwerzhañ
1275,bezahlen::V,fizet,paeañ
1276,bezahlen::V,kifizet,paeañ
1277,zahlen::V,fizet,paeañ
1278,zahlen::V,megfizet,paeañ
1279,beherrschen::V,ural,mestroniañ
1280,ertragen::V,elbír,anduriñ
1281,ertragen::V,elvisel,anduriñ
