,Concept_ID,et,os
74,Erde::N,maa,сыджыт
75,Staub::N,põrm,рыг
76,Rauch::N,suits,фӕздӕг
77,Funke::N,säde,цӕхӕр
78,Feuer::N,tuli,зынг
79,Licht::N,valgus,рухс
80,Schatten::N,vari,аууон
81,Wetter::N,ilm,боныхъӕд
82,Nebel::N,udu,мигъ
83,Wolke::N,pilv,ӕврагъ
84,Regen::N,sadu,уарын
85,Schnee::N,lumi,мит
86,Eis::N,jää,их
87,Frost::N,pakane,ихæн
88,Kälte::N,külm,уазал
89,Kälte::N,külmus,уазал
90,Hitze::N,kuumus,ӕнтӕф
91,Hitze::N,palavus,ӕнтӕф
92,Raureif::N,härmatis,халас
93,Regenbogen::N,vikerkaar,арвырон
94,Regenbogen::N,vikerkaar,арвырдын
95,Donner::N,kõu,æрвнæрын
96,Donner::N,müristamine,æрвнæрын
97,Strömung::N,voolus,цыд
98,Strömung::N,jõevool,цыд
99,Tropfen::N,tilk,æртах
100,Schaum::N,vaht,фынк
101,Schmutz::N,pori,цъыф
102,Schmutz::N,mustus,цъыф
103,See::N,järv,цад
104,Sumpf::N,soo,цъыфдзаст
105,Moor::N,raba,цъыфдзаст
106,Wiese::N,aas,уыгӕрдӕн
107,Wiese::N,nurm,уыгӕрдӕн
108,Wald::N,mets,хъӕд
109,Hügel::N,küngas,обау
110,Hügel::N,küngas,къуыбыр
111,Anhöhe::N,küngas,уæлвæз
112,Anhöhe::N,küngas,уæлхох
113,Berg::N,mägi,хох
114,Gipfel::N,mäetipp,цъупп
115,Höhle::N,koobas,лӕгӕт
116,Abhang::N,nõlvak,къул
117,Quelle::N,allikas,суадон
118,Bach::N,oja,мӕсчъыдон
119,Fluss::N,jõgi,дон
120,Fluss::N,jõgi,цӕугӕдон
121,Ufer::N,kallas,был
122,Küste::N,rannik,донбыл
123,Festland::N,mander,сурзæхх
124,Festland::N,maismaa,сурзæхх
125,Meer::N,meri,денджыз
126,Bucht::N,laht,донбакæлæн
127,Insel::N,saar,сакъадах
128,Blume::N,lill,дидинӕг
129,Gras::N,rohi,кӕрдӕг
130,Wurzel::N,juur,уидаг
131,Baum::N,puu,бӕлас
132,Stamm::N,tüvi,хӕтӕл
133,Rinde::N,koor,цъар
134,Ast::N,oks,арх
135,Zweig::N,oks,къалиу
136,Blatt::N,leht,сыф
137,Birke::N,kask,бæрз
138,Kiefer[Baum]::N,mänd,нӕзы
139,Weide[Baum]::N,paju,хӕрис
140,Tanne::N,nulg,наз
141,Horn::N,sarv,сыкъа
142,Feder::N,sulg,сис
143,Fell::N,karvkate,царм
144,Fell::N,karusnahk,царм
145,Flügel::N,tiib,базыр
146,Flügel::N,tiivik,базыр
147,Klaue::N,küüs,ных
148,Kralle::N,küünis,дзӕмбы
149,Schwanz::N,saba,къӕдзил
150,Ei::N,muna,айк
151,Nest::N,pesa,ахстон
152,Bau::N,urg,хуынкъ
153,Tier::N,loom,сырд
154,Tier::N,loom,цӕрӕгой
155,Herde::N,kari,дзуг
156,Herde::N,kari,рӕгъау
157,Kuh::N,lehm,хъуг
158,Bulle::N,pull,гал
159,Pferd::N,hobune,бӕх
160,Schaf::N,lammas,фыс
161,Schwein::N,siga,хуы
162,Hund::N,koer,куыдз
163,Katze::N,kass,гӕды
164,Bär::N,karu,арс
165,Eichhörnchen::N,orav,æхсæрæг
166,Elch::N,põder,цæгатаг саг
167,Fuchs::N,rebane,рувас
168,Hase::N,jänes,тæрхъус
169,Maus::N,hiir,мыст
170,Wolf::N,hunt,бирӕгъ
171,Vogel::N,lind,цъиу
172,Vogel::N,lind,маргъ
173,Schwarm::N,parv,бал
174,Huhn::N,kana,карк
175,Hahn::N,kukk,уасӕг
176,Gans::N,hani,хъаз
177,Adler::N,kotkas,цӕргӕс
178,Ente::N,part,ацц
179,Eule::N,kakk, уыг
180,Eule::N,kakk,сидахъ
181,Eule::N,öökull, уыг
182,Eule::N,öökull,сидахъ
183,Kranich::N,kurg,зырнæг
184,Kranich::N,kurg,хърихъупп
185,Krähe::N,vares,халон
186,Kuckuck::N,kägu,гаккук
187,Schwan::N,luik,доныхъаз
188,Fisch::N,kala,кӕсаг
189,Barsch::N,ahven,окунь
190,Hecht::N,haug,хихор кӕсаг
191,Schlange[Tier]::N,uss,калм
192,Wurm::N,uss,зулкъ
193,Wurm::N,uss,къуыдыргалм
194,Wurm::N,vagel,зулкъ
195,Wurm::N,vagel,къуыдыргалм
196,Spinne::N,ämblik,хӕлуарӕг
197,Ameise::N,sipelgas,мæлдзыг
198,Laus::N,täi,сыст
199,Mücke::N,sääsk,къогъо
200,Fliege::N,kärbes,бындз
201,Schmetterling::N,liblikas,гæлæбу
202,Beere::N,mari,гагадыргъ
203,Apfel::N,õun,фӕткъуы
204,Pilz::N,seen,зокъо
205,Pilz::N,seen,къозо
206,Zwiebel::N,sibul,хъӕдындз
207,Saat::N,seeme,тауинаг
208,Saat::N,seeme,мыггаг
209,Korn::N,iva,мыггаг
210,Korn::N,iva,тауинаг
211,Korn::N,tera,мыггаг
212,Korn::N,tera,тауинаг
213,Heu::N,hein,хос
214,Schale::N,koor,цъар
215,Grube::N,kaevand,урм
216,Grube::N,kaevand,къахт
217,Grube::N,kaevand,дзыхъхъ
218,Falle::N,lõks,цъысым
219,Falle::N,lõks,къӕппӕг
220,Falle::N,püünis,цъысым
221,Falle::N,püünis,къӕппӕг
222,Schlinge::N,aas,цасм
223,Spur::N,jälg,фæд
224,Asche::N,tuhk,фӕнык
225,Asche::N,tuhk,ӕртхутӕг
226,Dreck::N,saast,цъыф
227,Dreck::N,mustus,цъыф
228,Eisen::N,raud,ӕфсӕйнаг
229,Gold::N,kuld,сыгъзӕрин
230,Silber::N,hõbe,ӕвзист
231,Kohle::N,süsi,ӕвзалы
232,Glas::N,klaas,авг
233,Lehm::N,savi,ӕлыг
234,Sand::N,liiv,змис
235,Mensch::N,inimene,лӕг
236,Mensch::N,inimene,адӕймаг
237,Mensch::N,inimene,удгоймаг
238,Mann::N,mees,лӕг
239,Mann::N,mees,нӕлгоймаг
240,Frau::N,naine,сылгоймаг
241,Kind::N,laps,сывӕллон
242,Junge::N,poiss,лӕппу
243,Mädchen::N,tüdruk,чызг
244,Familie::N,perekond,бинонтæ
245,Großvater::N,vanaisa,фыдыфыд
246,Großvater::N,vanaisa,мадыфыд
247,Großmutter::N,vanaema,фыды мад
248,Großmutter::N,vanaema,мады мад
249,Eltern::N,vanemad,ныййарджытæ
250,Vater::N,isa,фыд
251,Mutter::N,ema,мад
252,Sohn::N,poeg,фырт
253,Tochter::N,tütar,чызг
254,Bruder::N,vend,ӕфсымӕр
255,Schwester::N,õde,хо
256,Onkel::N,onu,фыдыфсымӕр
257,Tante::N,tädi,мадыхо
258,Ehemann::N,mees,мой
259,Ehemann::N,abikaasa,мой
260,Ehefrau::N,naine,ус
261,Ehefrau::N,abikaasa,ус
262,Freude::N,rõõm,цин
263,Freude::N,rõõm,циндзинад
264,Gelächter::N,naer,худын
265,Gelächter::N,naer,худт
266,Gelächter::N,naer,худæг
267,Glück::N,õnn,амонд
268,Kummer::N,mure,хъыг
269,Kummer::N,kurbus,хъыг
270,Wunsch::N,soov,бӕллиц
271,Lust::N,himu,монц
272,Geist::N,vaim,уд
273,Gedanke::N,mõte,хъуыды
274,Gedächtnis::N,mälu,мысæн
275,Gedächtnis::N,mälu,мысын
276,Gedächtnis::N,mälu,зæрдылдарын
277,Verstand::N,aru,зонд
278,Verstand::N,mõistus,зонд
279,Sinn::N,tähendus,нысаниуæг
280,Grund::N,põhjus,ӕфсон
281,Wahrheit::N,tõde,æцæг
282,Gespräch::N,kõne,ныхас
283,Gespräch::N,vestlus,ныхас
284,Märchen::N,muinasjutt,аргъау
285,Erzählung::N,jutustus,радзырд
286,Nachricht::N,teade,уац
287,Neuigkeit::N,uudis,хабар
288,Name::N,nimi,ном
289,Rätsel::N,mõistatus,уыци-уыци
290,Rätsel::N,mõistatus,базон-базон
291,Rede::N,kõne,раныхас
292,Sprache::N,keel,ӕвзаг
293,Stimme::N,hääl,хъӕлӕс
294,Wort::N,sõna,дзырд
295,Zeichen::N,märk,нысан
296,Ruf::N,hüüe,сидт
297,Lärm::N,müra,уынæр
298,Laut::N,hääl,зӕл
299,Laut::N,hääl,мыр
300,Ton::N,toon,мыр
301,Lied::N,laul,зарӕг
302,Ruhe::N,rahu,æнцой
303,Ruhe::N,vaikus,æнцой
304,Leute::N,inimesed,адӕм
305,Volk::N,rahvas,адӕм
306,Arbeit::N,töö,фӕллой
307,Gast::N,külaline,уазӕг
308,Geschenk::N,kingitus,хуын
309,Spiel::N,mäng,хъазт
310,Gesellschaft::N,selts,дзыллæ
311,Gesellschaft::N,selts,æхсæнад
312,Hilfe::N,abi,æххуыс
313,Hilfe::N,abi,ахъаз
314,Freund::N,sõber,лымӕн
315,Kamerad::N,sõber,ӕмбал
316,Angelegenheit::N,asi,хъуыддаг
317,Anzahl::N,arv,бӕрц
318,Anzahl::N,hulk,бӕрц
319,Art::N,liik,хуыз
320,Art::N,liik,хуызад
321,Stück::N,tükk,кæрдих
322,Stück::N,tükk,комдзаг
323,Teil::N,osa,хай
324,Hälfte::N,pool,æрдæг
325,Hälfte::N,pool,æмбис
326,Kreis::N,ring,зиллакк
327,Kreuz::N,rist,дзуар
328,Linie::N,joon,хахх
329,Strich::N,joon,хахх
330,Abstand::N,vahe,æхсæнуат
331,Entfernung::N,kaugus,дæрддзæг
332,Entfernung::N,kaugus,дардцæг
333,Entfernung::N,vahemaa,дæрддзæг
334,Entfernung::N,vahemaa,дардцæг
335,Gegend::N,ümbrus,ран
336,Platz::N,ruum,бууат
337,Ort::N,paik,ран
338,Ort::N,paik,бынат
339,Seite::N,pool,фахс
340,Mitte::N,keskpaik,астӕу
341,Gegenstand::N,ese,дзаума
342,Sache::N,ese,дзаума
343,Rand::N,äär,кӕрон
344,Rand::N,serv,кӕрон
345,Kante::N,kant,фӕрск
346,Ecke::N,nurk,тигъ
347,Ecke::N,nurk,фисын
348,Spitze::N,teravik,бырынкъ
349,Ende::N,ots,кӕрон
350,Ende::N,jupp,кӕрон
351,Loch::N,auk,хуынкъ
352,Winkel::N,nurk,къуым
353,Muster::N,muster,нывæфтыд
354,Muster::N,muster,кæдзист
355,Größe::N,suurus,ас
356,Länge::N,pikkus,дӕргъ
357,Höhe::N,kõrgus,бæрзонд
358,Höhe::N,kõrgus,бæрзæнд
359,Höhe::N,kõrgus,бæрзонддзинад
360,Gewicht::N,kaal,уӕз
361,Gewicht::N,raskus,уӕз
362,Menge::N,arv,бӕрц
363,Menge::N,hulk,бӕрц
364,Haufen::N,hunnik,кӕри
365,Reihe::N,rivi,рӕнхъ
366,Boot::N,paat,чема
367,Ruder::N,aer,къохар
368,Schlitten::N,saan,дзоныгъ
369,Ski::N,suusk,къахдзоныгътæ
370,Ski::N,suusk,лыжæтæ
371,Lagerfeuer::N,lõke,арт
372,Last::N,koorem,уаргъ
373,Gang::N,käik,цыд
374,Schritt::N,samm,санчъех
375,Schritt::N,samm,къахдзӕф
376,Norden::N,põhi,цæгат
377,Süden::N,lõuna,хуссар
378,Westen::N,lääs,ныгуылæн
379,Osten::N,ida,скæсæн
380,Holz::N,puu,хъӕдӕрмӕг
381,Brett::N,saelaud,фæйнæг
382,Platte::N,plaat,къӕй
383,Stütze::N,tugi,быцæу
384,Stange::N,latt,хъил
385,Stange::N,teivas,хъил
386,Stock::N,kepp,лӕдзӕг
387,Stab::N,varras,хъил
388,Rohr::N,toru,хӕтӕл
389,Haus::N,maja,хӕдзар
390,Heim::N,kodu,къона
391,Ofen::N,ahi,пец
392,Fußboden::N,põrand,астӕрд
393,Tisch::N,laud,стъол
394,Stuhl::N,tool,бандон
395,Wiege::N,häll,авдæн
396,Wiege::N,kätki,авдæн
397,Bett::N,voodi,сынтӕг
398,Regal::N,riiul,тӕрхӕг
399,Regal::N,riiul,уӕлвӕйнӕг
400,Kiste::N,kast,асыкк
401,Fenster::N,aken,рудзынг
402,Fenster::N,aken,фæрссаг
403,Tür::N,uks,дуар
404,Tor::N,värav,кулдуар
405,Zaun::N,aed,æмбонд
406,Zaun::N,aed,быру
407,Zaun::N,aed,гæрæн
408,Zaun::N,tara,æмбонд
409,Zaun::N,tara,быру
410,Zaun::N,tara,гæрæн
411,Dach::N,katus,уӕлхӕдзар
412,Leiter::N,redel,асин
413,Besen::N,luud,уисой
414,Spaten::N,labidas,бел
415,Schaufel::N,kühvel,æвгæнæн
416,Schaufel::N,kühvel,кæфой
417,Gabel::N,kahvel,вилкæ
418,Löffel::N,lusikas,уидыг
419,Messer::N,nuga,кард
420,Nagel::N,nael,зӕгӕл
421,Netz::N,võrk,хыз
422,Haken::N,haak,хæдз
423,Haken::N,haak,хæбырæгъ
424,Haken::N,konks,хæдз
425,Haken::N,konks,хæбырæгъ
426,Griff::N,sang,фистон
427,Griff::N,käepide,фистон
428,Schloss::N,lukk,гуыдыр
429,Bild::N,pilt,ныв
430,Figur::N,kuju,кæрдгæныв
431,Figur::N,kujund,кæрдгæныв
432,Puppe::N,nukk,чындз
433,Beutel::N,paun,дзӕкъул
434,Bündel::N,kimp,баст
435,Tasche::N,kott,хызын
436,Tasche::N,kott,дзæкъул
437,Eimer::N,pang,къæрта
438,Eimer::N,pang,чъыбыла
439,Eimer::N,pang,ведра
440,Eimer::N,ämber,къæрта
441,Eimer::N,ämber,чъыбыла
442,Eimer::N,ämber,ведра
443,Deckel::N,kaas,сæр
444,Deckel::N,kaas,æмбæрзæн
445,Geschirr::N,nõud,мигæнæн
446,Geschirr::N,nõud,мигæнæнтæ
447,Sack::N,kott,голлаг
448,Tasse::N,tass,пиала
449,Tasse::N,tass,къус
450,Topf::N,pada,аг
451,Topf::N,pada,чысыл аг
452,Kessel::N,pada,аг
453,Essen::N,söök,хӕрд
454,Nahrung::N,toit,хойраг
455,Speise::N,roog,хӕринаг
456,Fleisch::N,liha,дзидза
457,Fleisch::N,liha,фыдызгъӕл
458,Getreide::N,teravili,халсар
459,Brei::N,puder,кас
460,Brot::N,sai,дзул
461,Brot::N,leib,дзул
462,Scheibe::N,viil,къӕбӕр
463,Scheibe::N,viilukas,къӕбӕр
464,Fett::N,rasv,сой
465,Butter::N,või,нӕлхӕ
466,Öl::N,õli,зети
467,Salz::N,sool,цӕхх
468,Suppe::N,supp,бас
469,Honig::N,mesi,мыд
470,Milch::N,piim,ӕхсыр
471,Tee::N,tee,цай
472,Leder::N,nahk,мæскуы
473,Wolle::N,vill,фӕсмын
474,Stoff::N,kangas,хъуымац
475,Nadel::N,nõel,судзин
476,Faden::N,niit,ӕндах
477,Knopf::N,nööp,цӕппӕр
478,Knoten::N,sõlm,ӕлхынцъ
479,Farbe::N,värv,ахорæн
480,Kleidung::N,riided,дарӕс
481,Kleidung::N,riietus,дарӕс
482,Hemd::N,särk,хӕдон
483,Kragen::N,krae,æфцæггот
484,Ärmel::N,varrukas,дыс
485,Hose::N,püksid,хæлаф
486,Hose::N,püksid,æддаг хæлаф
487,Hose::N,püksid,салбар
488,Gürtel::N,vöö,рон
489,Mütze::N,müts,худ
490,Schuh::N,king,басмахъ
491,Stiefel::N,saabas,цырыхъхъ
492,Ring::N,sõrmus,къухдарӕн
493,Band::N,lint,лент
494,Kamm::N,kamm,сӕрвасӕн
495,Spiegel::N,peegel,айдæн
496,Spiegel::N,peegel,кæсæн
497,Riemen::N,rihm,гӕрз
498,Schnur::N,nöör,бӕндӕн
499,Leine::N,jalutusrihm,
500,Decke::N,tekk,хъӕццул
501,Kissen::N,padi,баз
502,Tuch::N,kalev,кæлмæрзæн
503,Tuch::N,kalev,кæрдæн
504,Handtuch::N,käterätik,хисæрфæн
505,Kraft::N,jõud,тых
506,Kraft::N,jõud,хъомыс
507,Stärke::N,tugevus,тых
508,Stärke::N,tugevus,æхсар
509,Gesundheit::N,tervis,æнæниздзинад
510,Krankheit::N,haigus,низ
511,Krankheit::N,haigus,рын
512,Schmerz::N,valu,рис
513,Wunde::N,haav,цӕф
514,Fieber::N,palavik,ризӕг
515,Fieber::N,palavik,тӕфсӕг
516,Arznei::N,ravim,хос
517,Brücke::N,sild,хид
518,Brunnen::N,kaev,цъай
519,Weide::N,karjamaa,хизæн
520,Weide::N,karjamaa,хизæнуат
521,Weide::N,karjamaa,сæрвæт
522,Pfad::N,rada,къахвæндаг
523,Pfad::N,rada,къахвæд
524,Weg::N,tee,фӕндаг
525,Straße::N,tee,фӕндаг
526,Dorf::N,küla,хъӕу
527,Stadt::N,linn,сахар
528,Brief::N,kiri,фыстӕг
529,Buch::N,raamat,чиныг
530,Buchstabe::N,täht,дамгъӕ
531,Zeitung::N,ajaleht,газет
532,Leben::N,elu,цард
533,Leben::N,elu,цӕрӕнбон
534,Tod::N,surm,мæлæт
535,Tod::N,surm,адзал
536,Grab::N,haud,ингӕн
537,Kirche::N,kirik,аргъуан
538,Sünde::N,patt,тæригъæд
539,Gott::N,jumal,хуыцау
540,Arbeiter::N,tööline,кусæг
541,Chef::N,ülemus,ӕмцег
542,Chef::N,juhataja,ӕмцег
543,Meister::N,meister,мастер
544,Meister::N,meister,дæсны
545,Arzt::N,arst,хосгæнæг
546,Arzt::N,arst,дохтыр
547,Lehrer::N,õpetaja,ахуыргæнæг
548,Geld::N,raha,ӕхца
549,Geschäft::N,äri,бизнес
550,Geschäft::N,äri,хъуыддаг
551,Laden::N,pood,дукани
552,Laden::N,kauplus,дукани
553,Preis::N,hind,аргъ
554,Ware::N,kaup,базайраг
555,Nutzen::N,tulu,пайда
556,Nutzen::N,kasulikkus,пайда
557,Reichtum::N,rikkus,хъæздыгдзинад
558,Reichtum::N,rikkus,исбон
559,Reichtum::N,rikkus,мулк
560,Welt::N,maailm,дуне
561,Land::N,maa,бӕстӕ
562,Staat::N,riik,паддзахад
563,König::N,kuningas,къарол
564,Macht::N,võim,хицаудзинад
565,Grenze::N,piir,арӕн
566,Krieg::N,sõda,хӕст
567,Feind::N,vaenlane,знаг
568,Feind::N,vaenlane,фыдгул
569,Feind::N,vaenlane,фыдзæрдæ
570,Feind::N,vaenlane,сон
571,Gewalt::N,väevõim,тыхми
572,Gewalt::N,väevõim,тыхдзинад
573,Kampf::N,võitlus,хæст
574,Kampf::N,võitlus,хъæбысæйхæст
575,Kampf::N,võitlus,тох
576,Bogen[Waffe]::N,vibu,ӕрдын
577,Pfeil::N,nool,фат
578,Gewehr::N,püss,топп
579,Fehler::N,viga,рӕдыд
580,Lüge::N,vale,мӕнг
581,Lüge::N,vale,гӕдыдзинад
582,Schaden::N,kahju,зиан
583,Unglück::N,häda,бæллæх
584,Unglück::N,õnnetus,бæллæх
585,Schuld::N,süü,азым
586,Alter::N,iga,кар
587,Schluss::N,lõpp,кæрон
588,Zeit::N,aeg,рӕстӕг
589,Tag::N,päev,бон
590,Morgen::N,hommik,райсом
591,Mittag::N,lõuna,æмбисбон
592,Mittag::N,keskpäev,æмбисбон
593,Abend::N,õhtu,изӕр
594,Nacht::N,öö,ӕхсӕв
595,Woche::N,nädal,къуыри
596,Monat::N,kuu,мӕй
597,Jahr::N,aasta,аз
598,Jahr::N,aasta,афӕдз
599,Frühling::N,kevad,уалдзæг
600,Sommer::N,suvi,сӕрд
601,Herbst::N,sügis,фæззæг
602,Winter::N,talv,зымӕг
603,Januar::N,jaanuar,январь
604,Februar::N,veebruar,февраль
605,März::N,märts,мартъи
606,April::N,aprill,апрель
607,Mai::N,mai,май
608,Juni::N,juuni,июнь
609,Juli::N,juuli,июль
610,August::N,august,август
611,September::N,september,сентябрь
612,Oktober::N,oktoober,октябрь
613,November::N,november,ноябрь
614,Dezember::N,detsember,декабрь
615,Montag::N,esmaspäev,къуырисæр
616,Dienstag::N,teisipäev,дыццæг
617,Mittwoch::N,kesknädal,æртыццæг
618,Donnerstag::N,neljapäev,цыппæрæм
619,Freitag::N,reede,майрæмбон
620,Samstag::N,laupäev,сабат
621,Sonntag::N,pühapäev,хуыцаубон
622,groß::A,suur,дынджыр
623,klein::A,väike,гыццыл
624,klein::A,pisike,гыццыл
625,lang::A,pikk,даргъ
626,kurz::A,lühike,цыбыр
627,breit::A,lai,фӕтӕн
628,schmal::A,kitsas,нарӕг
629,schmal::A,kitsas,уынгӕг
630,dicht::A,tihe,бæзджын
631,dicht::A,tihe,тар
632,dick[Gegenstand]::A,jäme,сӕвджын
633,dünn::A,õhuke,тæнæг
634,dünn::A,peenike,тæнæг
635,fein::A,peen,лыстӕг
636,fein::A,õhuke,лыстӕг
637,fest::A,püsiv,фидар
638,fest::A,püsiv,хъӕддых
639,fest::A,kindel,фидар
640,fest::A,kindel,хъӕддых
641,flach::A,lame,тъӕпӕн
642,flach::A,tasane,тъӕпӕн
643,glatt::A,sile,лӕгъз
644,hart::A,kõva,хъӕбӕр
645,weich::A,pehme,фӕлмӕн
646,rund::A,ümar,тымбыл
647,spitz::A,torkav,цыргъбырынкъ
648,spitz::A,torkav,цыргъфындз
649,scharf::A,terav,цыргъ
650,stumpf::A,nüri,къуымых
651,schwer::A,raske,уӕззау
652,schön::A,kena,аив
653,schön::A,kena,рӕсугъд
654,heiß::A,kuum,тӕвд
655,heiß::A,palav,тӕвд
656,warm::A,soe,хъарм
657,kalt::A,külm,уазал
658,kühl::A,jahe,сатæг
659,kühl::A,jahe,уазалгомау
660,frisch::A,värske,сатæг
661,feucht::A,niiske,уымӕл
662,nass::A,märg,хуылыдз
663,trocken::A,kuiv,хус
664,voll::A,täis,дзаг
665,voll::A,täis,йедзаг 
666,leer::A,tühi,афтид
667,offen::A,avatud,гом
668,offen::A,lahtine,гом
669,geschlossen::A,suletud,æхгæд
670,sauber::A,puhas,сыгъдæг
671,schmutzig::A,räpane,чъиллон
672,schmutzig::A,määrdunud,чъиллон
673,roh::A,toores,хом
674,reif::A,küps,рӕгъӕд
675,lecker::A,hõrk,хӕрзад
676,lecker::A,maitsev,хӕрзад
677,süß::A,magus,адджын
678,bitter::A,mõru,судзаг
679,sauer::A,hapu,туаг
680,hell::A,hele,рухс
681,dunkel::A,pime,талынг
682,schwarz::A,must,сау
683,weiß::A,valge,урс
684,rot::A,punane,сырх
685,gelb::A,kollane,бур
686,blau::A,sinine,цъӕх
687,grün::A,roheline,цъӕх
688,grün::A,roheline,кӕрдӕгхуыз
689,grau::A,hall,цъӕх
690,grau::A,hall,фӕныкхуыз
691,bunt::A,kirju,хъулон
692,bunt::A,kirju,гæрæм
693,bunt::A,värviline,хъулон
694,bunt::A,värviline,гæрæм
695,billig::A,odav,аслам
696,teuer::A,kallis,зынаргъ
697,wertvoll::A,väärtuslik,зынаргъ
698,blind::A,pime,куырм
699,taub::A,kurt,къуырма
700,kräftig::A,jõuline,домбай
701,kräftig::A,jõuline,тыхджын
702,stark::A,tugev,тыхджын
703,schwach::A,nõrk,ӕнӕбон
704,schwach::A,jõuetu,ӕнӕбон
705,fett::A,rasvane,нард
706,schlank::A,sale,гуырвидыц
707,schlank::A,sale,хæрзконд
708,schlank::A,sale,рæхснæг
709,schlank::A,sale,сагамад
710,hübsch::A,kena,аив
711,hübsch::A,kena,рӕсугъд
712,böse::A,tige,фыдзӕрдӕ
713,dumm::A,juhm,ӕдылы
714,dumm::A,rumal,ӕдылы
715,faul::A,laisk,зивӕг
716,faul::A,laisk,зивӕггӕнаг
717,fleißig::A,virk,æнæзивæг
718,fleißig::A,virk,æнувыд
719,fleißig::A,hoolas,æнæзивæг
720,fleißig::A,hoolas,æнувыд
721,geizig::A,ihne,чъынды
722,geizig::A,ihne,æлгъин
723,geizig::A,ihne,мæрддзæст
724,klug::A,tark,зондджын
725,klug::A,arukas,зондджын
726,klug::A,mõistlik,зондджын
727,geschickt::A,osav,хӕрзарӕхст
728,lieb::A,armas,уарзон
729,lustig::A,lõbus,хъӕлдзӕг
730,sanft::A,õrn,мынчын
731,hungrig::A,näljane,ӕххормаг
732,krank::A,haige,нӕфӕразгӕ
733,nackt::A,alasti,бӕгънӕг
734,traurig::A,kurb,ӕрхӕндӕг
735,lebendig::A,elus,цардӕгас
736,gut::A,hea,хорз
737,schlecht::A,halb,цауд
738,richtig::A,õige,раст
739,schlimm::A,paha,ӕвзӕр
740,wahr::A,tõene,ӕцӕг
741,alt::A,vana,зӕронд
742,neu::A,uus,ног
743,ehemalig::A,endine,раздӕры
744,alt[Lebewesen]::A,vana,ацӕргӕ
745,jung::A,noor,ӕрыгон
746,arm::A,vaene,мӕгуыр
747,reich::A,rikas,хъӕздыг
748,bekannt::A,teada,зонгӕ
749,bekannt::A,tuttav,зонгӕ
750,berühmt::A,tuntud,номдзыд
751,fremd::A,võõras,æцæгæлон
752,verschieden::A,erinev,æндæр æмæ æндæр
753,verschieden::A,erinev,алы
754,verschieden::A,erinev,алыхуызон
755,nah::A,lähedane,хӕстӕг
756,fern::A,kauge,дард
757,fern::A,kauge,дӕрддаг
758,linker::A,vasak,галиу
759,rechter::A,parem,рахиз
760,anderer::A,muu,иннӕ
761,anderer::A,muu,ӕндӕр
762,anderer::A,teine,иннӕ
763,anderer::A,teine,ӕндӕр
