,Concept_ID,mn,vep
797,alt[Lebewesen]::A,өвгөн,ravaz
798,alt[Lebewesen]::A,хижээл,ravaz
799,jung::A,залуу,nor'
800,arm::A,ядуу,gol'l'
801,reich::A,баян,elokaz
802,reich::A,баялаг,elokaz
803,bekannt::A,танил,tutab
804,berühmt::A,цуутай,tetab
805,berühmt::A,алдартай,tetab
806,fremd::A,харь,veraz
807,fremd::A,гадаад,veraz
808,verschieden::A,ондоо,erazvuitte
809,verschieden::A,янз янзын,erazvuitte
810,nah::A,ойрын,läheline
811,nah::A,дөтийн,läheline
812,fern::A,холын,edahaine
813,linker::A,буруу,hura
814,rechter::A,баруун,oiged
815,anderer::A,өөр,toine
816,anderer::A,нөгөө,toine
817,erster::A,нэгдэх,ezmäine
818,erster::A,нэгдүгээр,ezmäine
819,zweiter::A,хоёрдугаар,toine
820,dritter::A,гуравдугаар,koumanz'
821,letzter::A,сүүлийн,jäl'gmäine
822,allein::ADV,ганцаараа,üksnäze
823,auf einmal::ADV,нэгмөсөн,ühten aigan
824,zusammen::ADV,цуг,ühtes
825,zusammen::ADV,хамт,ühtes
826,lange::ADV,удаан,hätken
827,plötzlich::ADV,гэнэт,äkkid
828,sofort::ADV,дороо,kerdalaz
829,später::ADV,дараа,möhemba
830,jetzt::ADV,өнөө,nügüd'
831,heute::ADV,өнөө,tämbei
832,heute::ADV,өнөөдөр,tämbei
833,morgen::ADV,маргааш,homen
834,morgen::ADV,маргаадар,homen
835,bald::ADV,түргэн,pigai
836,bald::ADV,удахгүй,pigai
837,dann::ADV,хожим,sid'
838,dann::ADV,тэгээд,sid'
839,gestern::ADV,өчигдөр,eglai
840,einst::ADV,нэг,ende
841,einst::ADV,нэг,kerdan
842,damals::ADV,тэгэхэд,siloi
843,danach::ADV,тэгээд,sid'
844,danach::ADV,дараа нь,sid'
845,vorher::ADV,урьд,ende
846,zuerst::ADV,анх,ezmäi
847,zuerst::ADV,эхлээд,ezmäi
848,einmal::ADV,нэг удаа,kerdan
849,manchmal::ADV,хааяа,erašti
850,manchmal::ADV,заримдаа,erašti
851,oft::ADV,олонтоо,paksus
852,immer::ADV,байнга,kaiken
853,niemals::ADV,хэзээ ч,ei nikonz
854,niemals::ADV,хэдийд ч,ei nikonz
855,hier::ADV,энд,täs
856,hier::ADV,энд,tägä
857,hierhin::ADV,нааш,tänna
858,von hier::ADV,эндээс,täspäi
859,von hier::ADV,эндээс,sid'päi
860,dort::ADV,тэнд,sigä
861,dorthin::ADV,тийш,sinna
862,dorthin::ADV,тийш,nakkale
863,geradeaus::ADV,шулуун,kohtha
864,vorwärts::ADV,урагшаа,edehe
865,rückwärts::ADV,буцаан,sel'gin
866,rückwärts::ADV,сөөргөө,sel'gin
867,zurück::ADV,буцаж,tagaze
868,zurück::ADV,гэдрэг,tagaze
869,unten::ADV,дор,alahan
870,hinab::ADV,уруу,alaz
871,hinab::ADV,уруу,alahaks
872,oben::ADV,дээр,ülähän
873,hinauf::ADV,өөд,ülez
874,hinauf::ADV,өөд,ülähäks
875,hinauf::ADV,дээш,ülez
876,hinauf::ADV,дээш,ülähäks
877,überall::ADV,хааяагүй,kaikjal
878,überall::ADV,энд тэндгүй,kaikjal
879,nicht::ADV,эс,ei
880,nicht::ADV,-гүй,ei
881,ein wenig::ADV,жаахан,vähän
882,kaum::ADV,арай,habi
883,kaum::ADV,арай гэж,habi
884,sehr::ADV,тун,lujas
885,so::ADV,тэгж,muga
886,so::ADV,тэгж,ninga
887,so::ADV,ингээд,muga
888,so::ADV,ингээд,ninga
889,noch::ADV,дахин,völ
890,noch::ADV,дахиад,völ
891,nur::ADV,зөвхөн,järg
892,nur::ADV,зөвхөн,vaiše
893,nur::ADV,гагцхүү,järg
894,nur::ADV,гагцхүү,vaiše
895,schon::ADV,нэгэнт,jo
896,wieder::ADV,дахин,möst
897,wieder::ADV,дахиад,möst
898,vergebens::ADV,хий,uhtei
899,vor::PRP,өмнө,edes
900,hinter::PRP,ард,taga
901,unter::PRP,доор,al
902,durch::PRP,дундуур,läbi
903,durch::PRP,дундуур,kal't
904,neben::PRP,хажууд,rindal
905,zwischen::PRP,завсар,keskes
906,zwischen::PRP,хооронд,keskes
907,wegen::PRP,төлөө,tagut
908,wegen::PRP,дээрээс,tagut
909,dies::PRN,энэ,nece
910,das::PRN,тэр,se
911,alles::PRN,цөм,kaik
912,alles::PRN,бүгд,kaik
913,ich::PRN,би,minä
914,du::PRN,чи,sinä
915,er::PRN,тэр,hän
916,er::PRN,тэр хүн,hän
917,wir::PRN,бид,mö
918,ihr::PRN,та нар,tö
919,sie::PRN,тэд,hö
920,was::FPRN,юу,mi
921,wer::FPRN,хэн,ken
922,wo::FADV,хаа,kus
923,wo::FADV,хаана,kus
924,wohin::FADV,хааш,kuna
925,wohin::FADV,хаана,kuna
926,wie::FADV,яаж,kut
927,wie::FADV,яаж,mit'
928,wie::FADV,хэрхэн,kut
929,wie::FADV,хэрхэн,mit'
930,warum::FADV,юунд,mikš
931,warum::FADV,яагаад,mikš
932,wieviel::FNUM,хэдий,äjak
933,wieviel::FNUM,хэдий,kuverz'
934,wieviel::FNUM,хэд,äjak
935,wieviel::FNUM,хэд,kuverz'
936,eins::NUM,нэг,üks'
937,zwei::NUM,хоёр,kaks'
938,drei::NUM,гурав,koume
939,vier::NUM,дөрөв,nel'l'
940,fünf::NUM,тав,viž
941,sechs::NUM,зургаа,kuz'
942,sieben::NUM,долоо,seičeme
943,acht::NUM,найм,kahesa
944,neun::NUM,ес,ühesa
945,zehn::NUM,арав,kümne
946,elf::NUM,арван нэг,üks'toštkümne
947,zwölf::NUM,арван хоёр,kaks'toštkümne
948,zwanzig::NUM,хорь,kaks'kümne
949,dreißig::NUM,гуч,koumekümne
950,vierzig::NUM,дөч,nel'l'kümne
951,fünfzig::NUM,тавь,vižkümne
952,sechzig::NUM,жар,kuz'kümne
953,siebzig::NUM,дал,seičemekümne
954,achtzig::NUM,ная,kahesakümne
955,neunzig::NUM,ер,ühesakümne
956,hundert::NUM,зуу,sada
957,tausend::NUM,мянга,tuha
958,und::CNJ,ч,i
959,und::CNJ,ч,da
960,und::CNJ,болон,i
961,und::CNJ,болон,da
962,oder::CNJ,буюу,vai
963,stehen::V,зогсох,seišta
964,sitzen::V,суух,ištta
965,liegen::V,хэвтэх,venuda
966,hängen::V,өлгөөтэй байх,ripta
967,hängen::V,дүүжлээтэй байх,ripta
968,werden::V,болох,lindä
969,werden::V,болох,tehtas
970,passieren::V,тохиох,ozaitas
971,beginnen::V,эхлэх,augotadas
972,enden::V,дүүрэх,loptas
973,wechseln::V,хувирах,vajehtadas
974,aufgehen[Sonne]::V,мандах,nousta
975,untergehen[Sonne]::V,жаргах,lasktas
976,scheinen[Sonne]::V,гэрэлтэх,paštta
977,donnern::V,дуугарах,juraita
978,wehen::V,салхилах,dölta
979,wehen::V,салхилах,puhuda
980,wehen::V,хөөрөгдөх,dölta
981,wehen::V,хөөрөгдөх,puhuda
982,strömen::V,гүйх,valadas
983,strömen::V,урсах,valadas
984,fließen::V,урсах,valuda
985,sich drehen::V,эргэлдэх,punotas
986,schwanken::V,хэлбэлзэх,čibuda
987,schwingen::V,ганхах,čibuda
988,schwingen::V,хэлбэлзэх,čibuda
989,fallen::V,унах,langeta
990,brennen::V,шатах,pallada
991,rauchen::V,баагих,savustada
992,regnen::V,бороо орно,vihmda
993,gefrieren::V,хөлдөх,jäduda
994,gefrieren::V,хөлдөх,kül'mdä
995,tauen::V,хайлах,sulada
996,schmelzen::V,уярах,sulada
997,trocknen::V,хатах,kuida
998,trocknen::V,хатах,kuivehtuda
999,sieden::V,буцлах,kehuda
1000,sieden::V,даргилах,kehuda
1001,faulen::V,үжрэх,hapata
1002,faulen::V,үжрэх,traudäs
1003,faulen::V,өмхийрөх,hapata
1004,faulen::V,өмхийрөх,traudäs
1005,verfaulen::V,бээх,hapata
1006,verfaulen::V,өгрөх,hapata
1007,reißen::V,цуурах,rebita
1008,versinken::V,живэх,upota
1009,vergehen::V,нөгчих,mända
1010,vergehen::V,өнгөрөх,mända
1011,erscheinen::V,гарах,ozutadas
1012,erscheinen::V,бултайх,ozutadas
1013,verschwinden::V,далд орох,hajeta
1014,verschwinden::V,алга болох,hajeta
1015,sinken::V,татрах,väheta
1016,sinken::V,татрах,lasktas
1017,sinken::V,доошлох,väheta
1018,sinken::V,доошлох,lasktas
1019,abnehmen::V,багасах,peneta
1020,abnehmen::V,хорогдох,peneta
1021,zunehmen::V,ихсэх,ližaduda
1022,steigen::V,нэмэгдэх,nousta
1023,wachsen::V,өсөх,kazda
1024,wachsen::V,ургах,kazda
1025,glänzen::V,гилгэнэх,loštta
1026,glänzen::V,гилбэгнэх,loštta
1027,funkeln::V,гялжах,hoštta
1028,funkeln::V,гялалзах,hoštta
1029,lärmen::V,шуугих,robaita
1030,läuten::V,цохих,judaita
1031,klingeln::V,хонхдох,kelotada
1032,klingeln::V,дуугарах,kelotada
1033,klirren::V,хангир жингэр хийх,biraita
1034,brausen::V,бургилах,bruncta
1035,rauschen::V,сэржигнэх,šobaita
1036,klingen::V,хангинах,heläita
1037,bellen::V,хуцах,nutta
1038,heulen::V,улих,ulaita
1039,blasen::V,үлзэх,puhuda
1040,pfeifen::V,исгэрэх,pistta
1041,pfeifen::V,исгэрэх,vihelta
1042,schreien::V,хашгирах,kirkta
1043,schreien::V,хашгирах,kidastada
1044,stöhnen::V,ёолох,ohkta
1045,stöhnen::V,ёолох,voivotada
1046,stöhnen::V,гэнгэнэх,ohkta
1047,stöhnen::V,гэнгэнэх,voivotada
1048,zittern::V,дагжих,säraita
1049,leben::V,амьдрах,eläda
1050,geboren werden::V,төрөх,sünduda
1051,atmen::V,амьсгалах,henktä
1052,trinken::V,уух,joda
1053,essen::V,идэх,söda
1054,schlucken::V,залгих,lainata
1055,müde werden::V,ядрах,väzuda
1056,müde werden::V,ядрах,šuštuda
1057,einschlafen::V,унтчих,uinota
1058,schlafen::V,унтах,magata
1059,schlafen::V,унтах,nukkuda
1060,aufwachen::V,сэрэх,heraštuda
1061,aufstehen::V,босох,nousta
1062,sich erholen::V,амрах,lebaitas
1063,krank werden::V,өвдөж эхлэх,läžegata
1064,krank sein::V,өвдөх,läžuda
1065,schmerzen::V,өвдөх,kibištada
1066,schmerzen::V,шархирах,kibištada
1067,husten::V,ханиах,rügda
1068,genesen::V,засрах,tervehtuda
1069,sterben::V,үхэх,kolda
1070,sterben::V,нас барах,kolda
1071,umkommen::V,үхэх,kolda
1072,sich bewegen::V,хөдлөх,likkuda
1073,sich rühren::V,хөдлөх,likahtada
1074,sich rühren::V,хөдлөх,kubahtada
1075,sich erheben::V,босох,nousta
1076,sich setzen::V,суух,išttas
1077,hinfallen::V,ойчих,langeta
1078,laufen::V,явган явах,kävuda
1079,schreiten::V,алхах,astta
1080,schreiten::V,алхах,haškta
1081,spazierengehen::V,зугаалах,kävelta
1082,eilen::V,хурдлах,kiruhtada
1083,sich beeilen::V,яарах,kiruhtada
1084,sich beeilen::V,шамдах,kiruhtada
1085,sausen::V,давхих,fun'urta
1086,rennen::V,гүйх,joksta
1087,springen::V,харайх,hüptä
1088,springen::V,дэвхрэх,hüptä
1089,klettern::V,авирах,libuda
1090,schaukeln::V,ганхалзах,čibuda
1091,kriechen::V,мөлхөх,ličtas
1092,schwimmen::V,сэлэх,ujuda
1093,tauchen::V,шунгах,čukautas
1094,rudern::V,сэлүүрдэх,souta
1095,fahren::V,явах,ajada
1096,fahren::V,явах,ajelda
1097,fliegen::V,нисэх,leta
1098,gehen::V,явах,mända
1099,gehen::V,явах,kävuda
1100,weggehen::V,явах,päzda
1101,weggehen::V,явах,lähtta
1102,abfahren::V,одох,tönduda
1103,abfahren::V,хөдлөх,tönduda
1104,anhalten::V,зогсох,seižutadas
1105,hineingehen::V,орох,mända südäimehe
1106,eintreten::V,орох,tulda
1107,kommen::V,ирэх,tulda
1108,ankommen::V,хүрэх,tulda
1109,zurückkommen::V,харих,pörtas
1110,zurückkommen::V,буцаж ирэх,pörtas
1111,bleiben::V,үлдэх,jäda
1112,warten::V,хүлээх,varastada
1113,erwarten::V,хүлээх,varastada
1114,suchen::V,эрэх,ectä
1115,suchen::V,бэдрэх,ectä
1116,finden::V,олох,löuta
1117,versuchen::V,оролдох,ladida
1118,versuchen::V,оролдох,rohkaita
1119,vorbereiten::V,бэлтгэх,vaumita
1120,lieben::V,янаглах,armastada
1121,mögen::V,таалах,navedida
1122,lachen::V,инээх,nagrda
1123,rühren::V,сэтгэл уяруулах,likutada
1124,weinen::V,уйлах,itkta
1125,schimpfen::V,хараах,laidas
1126,schimpfen::V,хараах,pačatada
1127,sich ärgern::V,уурлах,rändüda
1128,sich fürchten::V,айх,varaita
1129,fürchten::V,айх,varaita
1130,fliehen::V,зугтах,pageta
1131,fliehen::V,гүйж очих,pageta
1132,flüchten::V,оргох,pageta
1133,flüchten::V,оргох,joksta
1134,sehen::V,үзэх,nähta
1135,anschauen::V,харах,kacta
1136,ansehen::V,харах,kacta
1137,hören::V,дуулах,kulda
1138,zuhören::V,чагнах,kundeltas
1139,probieren::V,амсаж үзэх,mujada
1140,riechen::V,үнэрлэх,rižada
1141,fühlen::V,мэдрэх,mujada
1142,scheinen::V,шиг үзэгдэх,näguda
1143,zu sehen sein::V,үзэгдэх,näguda
1144,zu sehen sein::V,харагдах,näguda
1145,vernehmen::V,дуулах,kulištada
1146,frieren::V,даарах,kül'mdä
1147,tun::V,хийх,tehta
1148,tun::V,үйлдэх,tehta
1149,können::V,болох,voida
1150,können::V,болох,mahtta
1151,wollen::V,хүсэх,himoita
1152,wollen::V,хүсэх,tahtoida
1153,anfangen::V,эхлэх,zavottä
1154,anfangen::V,эхлэх,augotada
1155,beenden::V,дуусгах,loptä
1156,aufhören::V,болих,loptas
1157,aufhören::V,зогсох,loptas
1158,gelingen::V,бүтэх,lähtta
1159,gelingen::V,бүтэх,tehtas
1160,geraten::V,илрэх,tulda
1161,öffnen::V,нээх,avaita
1162,öffnen::V,тайлах,avaita
1163,schließen::V,хаах,saubata
1164,stellen::V,тавих,panda
1165,stellen::V,тавих,seižutada
1166,stellen::V,босгох,panda
1167,stellen::V,босгох,seižutada
1168,setzen::V,суулгах,ištutada
1169,legen::V,хийх,panda
1170,legen::V,тавих,panda
1171,berühren::V,шүргэх,koskta
1172,berühren::V,шүргэх,käziduda
1173,verbinden::V,залгах,ühtenzoitta
1174,bedecken::V,бүрэх,katta
1175,bedecken::V,бүрэх,peitta
1176,aufhängen::V,өлгөх,riputada
1177,aufhängen::V,дүүжлэх,riputada
1178,anzünden::V,асаах,sütutada
1179,anzünden::V,ноцоох,sütutada
1180,aufheben::V,өргөх,leta
1181,zurücklassen::V,орхих,jätta
1182,zurücklassen::V,үлдээх,jätta
1183,verlieren::V,гээх,kadotada
1184,fallen lassen::V,унагах,kirbotada
1185,machen::V,хийх,säta
1186,machen::V,хийх,tehta
1187,machen::V,гаргах,säta
1188,machen::V,гаргах,tehta
1189,herstellen::V,бүтээх,tehta
1190,bauen::V,барих,leta
1191,bauen::V,барих,sauda
1192,reparieren::V,засах,koheta
1193,reparieren::V,сэлбэх,koheta
1194,verbessern::V,засах,paremboita
1195,verbessern::V,сайжруулах,paremboita
1196,ändern::V,өөрчлөх,vajehtada
1197,graben::V,малтах,kaida
1198,graben::V,малтах,čongoida
1199,beugen::V,бөгтийлгөх,koverta
1200,biegen::V,матах,painda
1201,biegen::V,муруйлгах,painda
1202,drehen::V,эргүүлэх,punotada
1203,wenden::V,эргүүлэх,käta
1204,wenden::V,эргүүлэх,kärauta
1205,umdrehen::V,хөрвүүлэх,käta
1206,heben::V,өргөх,leta
1207,hochheben::V,өргөх,libutada
1208,ergreifen::V,атгах,tabata
1209,halten::V,барих,pidada
1210,drücken::V,дарах,painda
1211,schieben::V,түлхэх,žigutada
1212,kratzen::V,хусах,künstä
1213,kratzen::V,маажих,künstä
1214,lecken::V,долоох,nolda
1215,beißen::V,зуух,purda
1216,beißen::V,зуух,hambastada
1217,beißen::V,хазах,purda
1218,beißen::V,хазах,hambastada
1219,abreißen::V,таслах,ratketa
1220,abschneiden::V,тайрах,čapata
1221,abschneiden::V,тайрах,leikata
1222,binden::V,боох,sidoda
1223,binden::V,хүлэх,sidoda
1224,stecken::V,шаах,čokaita
1225,stecken::V,шигтгэх,čokaita
1226,brechen::V,хугалах,katkaita
1227,klopfen::V,цохих,kolkotada
1228,klopfen::V,тогших,kolkotada
1229,hauen::V,дэлдэх,löda
1230,kleben::V,наах,klejata
1231,reiben::V,нухах,hosta
1232,reiben::V,нухах,törkita
1233,reiben::V,нухах,jorotada
1234,reiben::V,нидчих,hosta
1235,reiben::V,нидчих,törkita
1236,reiben::V,нидчих,jorotada
1237,streichen::V,нялах,voita
1238,streichen::V,түрхэх,voita
1239,schleifen::V,билүүдэх,hijoida
1240,schleifen::V,билүүдэх,teravzoitta
1241,schleifen::V,гуранздах,hijoida
1242,schleifen::V,гуранздах,teravzoitta
1243,schneiden::V,огтлох,leikata
1244,rütteln::V,холхнулах,heilutada
1245,schütteln::V,сэгсрэх,pudištada
1246,schwenken::V,дэвэх,maihutada
1247,schwenken::V,даллах,maihutada
1248,schütten::V,цутгах,valada
1249,schütten::V,аягалах,valada
1250,füllen::V,дүүргэх,täutta
1251,einwickeln::V,боох,kärdä
1252,einwickeln::V,ороох,kärdä
1253,tragen::V,авчрах,kantta
1254,tragen::V,авчрах,kandišta
1255,schleppen::V,чирэх,vedätada
1256,ziehen::V,татах,vedada
1257,aufbewahren::V,хадгалах,kaita
1258,werfen::V,хаях,čuta
1259,werfen::V,хаях,tactä
1260,werfen::V,шидэх,čuta
1261,werfen::V,шидэх,tactä
1262,fangen::V,барих,püta
1263,packen::V,шүүрэх,tabata
1264,verstecken::V,нуух,peitta
1265,teilen::V,хуваах,jagada
1266,schicken::V,илгээх,oigeta
1267,schicken::V,явуулах,oigeta
1268,bringen::V,авчрах,veda
1269,bringen::V,аваачих,veda
1270,hinzufügen::V,нэмэх,ližata
1271,bekommen::V,хүлээн авах,sada
1272,erhalten::V,хүлээн авах,sada
1273,nehmen::V,авах,otta
1274,wählen::V,сонгох,valita
1275,auswählen::V,шилэх,valita
1276,bewahren::V,гамнах,kaita
1277,behindern::V,саад хийх,telustada
1278,behindern::V,тотгор болох,telustada
1279,verderben::V,эвдэх,travida
1280,beschädigen::V,гэмтээх,satatada
1281,zerbrechen::V,хагалах,mureta
1282,zerbrechen::V,хага цохих,mureta
1283,zerreißen::V,урах,rebitada
1284,zerstören::V,эвдэх,mureta
1285,zerstören::V,сүйтгэх,mureta
1286,verbrennen::V,шатаах,poltta
1287,geben::V,өгөх,antta
1288,reichen::V,өгөх,antta
1289,reichen::V,дамжуулах,antta
1290,schenken::V,бэлэглэх,lahjoita
1291,versprechen::V,амлах,toivotada
1292,wünschen::V,ерөөх,toivotada
1293,loben::V,магтах,kitta
1294,loben::V,сайшаах,kitta
1295,küssen::V,озох,tervehtada
1296,küssen::V,үнсэх,tervehtada
1297,wiegen::V,бүүвэйлэх,likutada
1298,zudecken::V,хучих,katta
1299,zudecken::V,бүтээх,katta
1300,wecken::V,сэрээх,noustatada
1301,zeigen::V,үзүүлэх,ozutada
1302,führen::V,хөтлөх,astutada
1303,lehren::V,заах,opeta
1304,unterrichten::V,сургах,opeta
1305,aufziehen::V,өсгөх,kazvatada
1306,aufziehen::V,хүмүүжүүлэх,kazvatada
1307,leiten::V,удирдах,ohjata
1308,antreiben::V,шамдуулах,rigehtoitta
1309,lassen::V,-уулах,käskta
1310,einladen::V,залах,kucta
1311,vereinigen::V,нэгтгэх,ühtenzoitta
1312,vereinigen::V,хамтруулах,ühtenzoitta
1313,besuchen::V,зочлох,rižada
1314,treffen::V,учрах,vastata
1315,treffen::V,дайралдах,vastata
1316,sich versammeln::V,хуралдах,kägeta
1317,sich versammeln::V,хуралдах,sätas
1318,spielen::V,наадах,väta
1319,singen::V,дуулах,pajatada
1320,tanzen::V,бүжиглэх,kargaita
1321,sich trennen::V,салах,erigata
1322,verlassen::V,хаях,jätta
1323,retten::V,гэтэлгэх,päzutada
1324,bewachen::V,сахих,varjoita
1325,schützen::V,хамгаалах,kaita
1326,verteidigen::V,хамгаалах,kaita
1327,sich schlagen::V,зодолдох,torata
1328,schießen::V,харвах,ampta
1329,schießen::V,буу буудах,ampta
1330,siegen::V,ялах,vägestada
1331,ärgern::V,уурлуулах,verdutada
1332,ärgern::V,уурлуулах,rändütada
1333,ärgern::V,уур хүргэх,verdutada
1334,ärgern::V,уур хүргэх,rändütada
1335,schlagen::V,цохих,löda
1336,schlagen::V,цохих,iškta
1337,treten::V,өшиглөх,peksta
1338,treten::V,өшиглөх,topsta
1339,stechen::V,хатгах,pystiä
1340,stoßen::V,ёврох,iškta
1341,stoßen::V,ёврох,pudištada
1342,stoßen::V,нудрах,iškta
1343,stoßen::V,нудрах,pudištada
1344,stehlen::V,хулгайлах,vargastada
1345,stören::V,саад болох,keskustada
1346,belästigen::V,зовоох,tartuteldas
1347,belästigen::V,амраахгүй байх,tartuteldas
1348,verbergen::V,нуух,katelda
1349,verbergen::V,далдлах,katelda
1350,täuschen::V,мэхлэх,manitada
1351,betrügen::V,хуурах,manitada
1352,töten::V,алах,rikta
1353,töten::V,алах,surmita
1354,wohnen::V,суух,eläda
1355,wohnen::V,амьдрах,eläda
1356,arbeiten::V,ажиллах,rata
1357,arbeiten::V,хөдөлмөрлөх,rata
1358,sammeln::V,түүх,kogota
1359,sammeln::V,хураах,kogota
1360,pflücken::V,түүх,poimda
1361,jagen::V,агнах,mecata
1362,jagen::V,гөрөөлөх,mecata
1363,fischen::V,загасчлах,kalatada
1364,fischen::V,загас барих,kalatada
1365,fassen::V,барих,tabata
1366,hüten::V,маллах,paimeta
1367,hüten::V,хариулах,paimeta
1368,treiben::V,туух,ajada
1369,anbinden::V,уях,küttestada
1370,anbinden::V,уях,sidoda
1371,füttern::V,тэжээх,sötta
1372,melken::V,саах,lüpsta
1373,hacken::V,цавчих,sauda
1374,gießen::V,услах,valada
1375,reifen::V,боловсрох,küpseta
1376,zubereiten::V,бэлдэх,vaumištada
1377,kochen::V,чанах,keitta
1378,backen::V,жигнэх,paštta
1379,braten::V,шарах,žarda
1380,braten::V,хайрах,žarda
1381,umrühren::V,хутгах,segoitada
1382,stricken::V,нэхэх,kudoda
1383,stricken::V,сүлжих,kudoda
1384,nähen::V,оёх,ombelta
1385,färben::V,будах,mujutada
1386,reinigen::V,арилгах,puhtastada
1387,reinigen::V,цэвэрлэх,puhtastada
1388,waschen::V,угаах,pesta
1389,abwischen::V,арчих,pühktä
1390,spülen::V,зайлах,huhtoida
1391,fegen::V,хамах,pühkta
1392,fegen::V,шүүрдэх,pühkta
1393,kehren::V,шүүрдэх,uhoita
1394,kehren::V,туужуудах,uhoita
1395,baden::V,усанд орох,kül'ptäs
1396,sich waschen::V,биеэ угаах,pestas
1397,ausziehen::V,тайлах,riičta
1398,ausziehen::V,тайлах,rušta
1399,anziehen::V,өмсөх,panda päle
1400,anziehen::V,өмсөх,panda kädehe
1401,anziehen::V,өмсөх,panda jaugha
1402,sich anziehen::V,хувцаслах,sobdas
1403,kämmen::V,самнах,harjata
1404,schmücken::V,гоёх,čomitada
1405,schmücken::V,чимэх,čomitada
1406,sagen::V,гэх,sanuda
1407,sagen::V,хэлэх,sanuda
1408,sprechen::V,ярих,pagišta
1409,sprechen::V,өгүүлэх,pagišta
1410,reden::V,хэлэх,pagišta
1411,reden::V,хөөрөлдөх,pagišta
1412,sich unterhalten::V,ярилцах,lodaita
1413,fragen::V,асуух,küzuda
1414,bitten::V,гуйх,pakita
1415,erzählen::V,өгүүлэх,sanuda
1416,erzählen::V,өгүүлэх,starinoita
1417,mitteilen::V,дуулгах,tedotada
1418,mitteilen::V,мэдээлэх,tedotada
1419,nennen::V,нэрлэх,nimitada
1420,rufen::V,дуудах,kucta
1421,prahlen::V,бардах,kittäs
1422,prahlen::V,сайрхах,kittäs
1423,übersetzen::V,орчуулах,käta
1424,denken::V,санах,meletada
1425,glauben::V,итгэх,uskta
1426,bemerken::V,ажих,homaita
1427,bemerken::V,ажиглах,homaita
1428,erkennen::V,таних,tundištada
1429,begreifen::V,ойлгох,tabata
1430,verstehen::V,мэдэж авах,el'geta
1431,verstehen::V,мэдэж авах,toimetada
1432,lernen::V,сурах,opetas
1433,wissen::V,мэдэх,teta
1434,sich erinnern an::V,дурсах,johtutada
1435,vergessen::V,мартах,unohtada
1436,messen::V,хэмжих,märita
1437,zählen::V,тоолох,lugeda
1438,rechnen::V,тооцоох,lugeda
1439,lesen::V,унших,lugeda
1440,malen::V,зурах,pirta
1441,zeichnen::V,дүрслэн бичих,pirta
1442,schreiben::V,бичих,kirjutada
1443,besitzen::V,эзэмших,omištada
1444,kaufen::V,худалдан авах,ostta
1445,verkaufen::V,худалдах,möda
1446,bezahlen::V,төлөх,maksta
1447,zahlen::V,төлөх,maksta
1448,beherrschen::V,эзэмших,valdoita
1449,ertragen::V,тэсэх,tirpta
