,Concept_ID,pl,ku
814,liegen::V,leżeć,paldan
815,hängen::V,wisieć,darve kirin
816,werden::V,zostać,bûn
817,werden::V,stać się,bûn
818,passieren::V,dziać się,hatin holê
819,passieren::V,dziać się,hatin serê kesî
820,passieren::V,zdarzyć się,hatin holê
821,passieren::V,zdarzyć się,hatin serê kesî
822,beginnen::V,zacząć się,li dest pêkirin
823,enden::V,kończyć się,xalas bû
824,wechseln::V,zmienić się,guherandin
825,wechseln::V,zmienić się,dêgiş kirin
826,aufgehen[Sonne]::V,wzejść,hilatin
827,untergehen[Sonne]::V,zajść,çun ava
828,scheinen[Sonne]::V,świecić,şewk de
829,donnern::V,grzmieć,gire-gir
830,wehen::V,wiać,ba le de
831,strömen::V,płynąć,xwe girtin
832,strömen::V,lać się,xwe girtin
833,fließen::V,ciec,herikîn
834,fließen::V,płynąć,herikîn
835,sich drehen::V,obracać się,xwe zivirandin
836,schwanken::V,chwiać się,hejandin
837,schwingen::V,wahać się,libakirin
838,fallen::V,padać,ketin
839,brennen::V,palić się,şewitîn
840,rauchen::V,dymić,kişandin
841,rauchen::V,dymić się,kişandin
842,regnen::V,padać,bahran tê
843,gefrieren::V,zamarznąć,qefilandin
844,tauen::V,tajać,helandin
845,schmelzen::V,topnieć,helandin
846,trocknen::V,schnąć,zuwabûn
847,sieden::V,wrzeć,kelîn
848,sieden::V,kipieć,kelîn
849,faulen::V,gnić,xerabûn
850,verfaulen::V,zgnić,xerabûn
851,reißen::V,urywać się,jêkirin
852,versinken::V,tonąć,xerq bûn
853,vergehen::V,przechodzić,derbas bûn
854,erscheinen::V,zjawiać się,peyda bûn
855,verschwinden::V,zniknąć,wendabûn
856,sinken::V,spadać,noq bûn
857,abnehmen::V,spadać,kêm bûn
858,zunehmen::V,wzrosnąć,qelew bûn
859,steigen::V,wzrastać,hildan
860,wachsen::V,rosnąć,mezin bûn
861,glänzen::V,błyszczeć,biriqîn
862,funkeln::V,zabłyszczeć,çikisîn
863,lärmen::V,hałasować,guşîn
864,läuten::V,dzwonić,lê de
865,klingeln::V,dzwonić,sîl dan
866,klingeln::V,dzwonić,ringerin
867,klirren::V,brzęczeć,zingzing hat
868,brausen::V,huczeć,guşîn
869,rauschen::V,szumieć,guşîn
870,rauschen::V,szeleścić,guşîn
871,klingen::V,brzmieć,deng pe ketin
872,klingen::V,dźwięczeć,deng pe ketin
873,bellen::V,szczekać,kewtîn
874,heulen::V,wyć,ûrîn
875,blasen::V,dmuchnąć,puf kirin
876,pfeifen::V,gwizdać,fîkandin
877,schreien::V,krzyczeć,qîrîn
878,stöhnen::V,stękać,nalîn
879,zittern::V,drżeć,hejîn
880,leben::V,żyć,jihîn
881,geboren werden::V,urodzić się,hatin dinyê
882,geboren werden::V,urodzić się,bûn
883,atmen::V,oddychać,hilmijîn
884,trinken::V,pić,vexwarin
885,essen::V,jeść,xwarin
886,schlucken::V,połknąć,daqulbandin
887,müde werden::V,zmęczyć się,betilîln
888,müde werden::V,zmęczyć się,qerimîn
889,einschlafen::V,zasnąć,razan
890,schlafen::V,spać,razan
891,schlafen::V,spać,razandin
892,aufwachen::V,obudzić się,şiyarbûn
893,aufstehen::V,wstać,rabûn
894,sich erholen::V,wypoczywać,baş bûn
895,krank werden::V,zachorować,nexweş kêt
896,krank sein::V,chorować,nexweş bû
897,schmerzen::V,boleć,êşandin
898,husten::V,kaszlać,kuxin
899,genesen::V,wyzdrowieć,baş bûn
900,sterben::V,umrzeć,mirin
901,umkommen::V,zginąć,mirin
902,sich bewegen::V,poruszać się,leqîn
903,sich rühren::V,ruszyć się,leqîn
904,sich erheben::V,podnieść się,rabûn
905,sich setzen::V,usiąść,runiştin
906,hinfallen::V,upaść,kêtin
907,laufen::V,chodzić,meşîn
908,schreiten::V,kroczyć,meşkirin
909,spazierengehen::V,iść na spacer,gerandin
910,eilen::V,pospieszać,lezandin
911,sich beeilen::V,pospieszyć się,zûkirin
912,sausen::V,pędzić,fîzîn
913,rennen::V,biec,baz dan
914,rennen::V,biegać,baz dan
915,springen::V,skakać,hilpekîn
916,klettern::V,wspinać się,hilperikîn
917,schaukeln::V,huśtać,lorandin
918,schaukeln::V,kołysać,lorandin
919,kriechen::V,pełzać,xuşandin
920,kriechen::V,czołgać się,xuşandin
921,schwimmen::V,pływać,avjenîn
922,tauchen::V,zanurzać się,qutxuyardin
923,tauchen::V,zanurzać się,noqîn
924,rudern::V,wiosłować,qaîq ajotin
925,fahren::V,jechać,ajotin
926,fliegen::V,latać,firîn
927,fliegen::V,lecieć,firîn
928,gehen::V,iść,çûn
929,weggehen::V,odejść,çûn
930,abfahren::V,odjechać,çûyin
931,anhalten::V,zatrzymać się,rawestîn
932,hineingehen::V,wchodzić,ketin hundir
933,eintreten::V,wejść,têketin
934,eintreten::V,nastąpić,têketin
935,kommen::V,przyjść,hatin
936,ankommen::V,przybyć,gihan
937,ankommen::V,przybyć,gihîştin
938,zurückkommen::V,wrócić,vegerandin
939,bleiben::V,zostać,sekinîn
940,warten::V,czekać,payîn
941,erwarten::V,oczekiwać,payîn
942,suchen::V,szukać,lêgerîn
943,finden::V,znaleźć,peyda kirin
944,versuchen::V,próbować,çeribandin
945,vorbereiten::V,przygotować,amade kirin
946,lieben::V,kochać,hez kirin
947,mögen::V,lubić,dil kirin
948,lachen::V,śmiać się,kenîn
949,rühren::V,wzruszyć,hêjan
950,weinen::V,płakać,girîn
951,schimpfen::V,kląć,pevçûn
952,sich ärgern::V,gniewać się,enirîn
953,sich fürchten::V,bać się,tirsîn
954,fürchten::V,bać się,tirsin
955,fliehen::V,uciekać,bazdan
956,flüchten::V,uciec,revîn
957,sehen::V,widzieć,dîtin
958,sehen::V,zobaczyć,dîtin
959,anschauen::V,oglądać,sêr kirin
960,ansehen::V,popatrzeć na,hesibandin
961,hören::V,słyszeć,guhdar jirin
962,zuhören::V,słuchać,guhdarî kirin
963,probieren::V,kosztować,tehm kirin
964,riechen::V,wąchać,bihn kirin
965,fühlen::V,czuć,hîs kirin
966,fühlen::V,odczuwać,hîs kirin
967,scheinen::V,wydawać się,xoyer kir
968,zu sehen sein::V,widnieć,diyar bûn
969,vernehmen::V,usłyszeć,bihîstin
970,frieren::V,marznąć,qerişîn
971,tun::V,czynić,kirin
972,können::V,móc,karin
973,können::V,umieć,karin
974,wollen::V,chcieć,xwestîn
975,anfangen::V,zacząć,dest pêkirin
976,beenden::V,zakończyć,xelas kirin
977,aufhören::V,przestać,xelas kirin
978,gelingen::V,udać się,çe bûn
979,geraten::V,udać się,qewîmîn
980,öffnen::V,otworzyć,vekirin
981,schließen::V,zamknąć,girtin
982,stellen::V,postawić,danîn
983,setzen::V,posadzić,rûniştin
984,legen::V,kłaść,danîn
985,legen::V,kłaść,razandin
986,berühren::V,dotykać,lêketin
987,verbinden::V,łączyć,anîn pê
988,bedecken::V,przykryć,sergirtin
989,aufhängen::V,powiesić,aliqandin
990,anzünden::V,zapalić,pêxistin
991,aufheben::V,podnieść,hildan
992,zurücklassen::V,zostawić,hiştin
993,zurücklassen::V,zostawić,vehiştin
994,verlieren::V,zgubić,wendakirin
995,fallen lassen::V,upuścić,xistin bixe
996,fallen lassen::V,upuścić,xistin
997,machen::V,zrobić,kirin
998,machen::V,zrobić,çêkirin
999,herstellen::V,wytworzyć,çê kirin
1000,herstellen::V,wytworzyć,peyda kirin
1001,bauen::V,budować,lêkirin
1002,reparieren::V,naprawiać,veherînerîn
1003,verbessern::V,ulepszyć,sererastkirin
1004,ändern::V,zmienić,degiş kirin
1005,graben::V,kopać,kolandin
1006,beugen::V,zagiąć,tewîn
1007,beugen::V,zagiąć,xwar kirin
1008,biegen::V,zgiąć,tewandin
1009,biegen::V,zgiąć,xwarkirin
1010,drehen::V,obracać,fitilandin
1011,wenden::V,obrocić,zivîrin
1012,umdrehen::V,obrocić,vegerandin
1013,heben::V,podnosić,hildan
1014,hochheben::V,podnieść,hildan
1015,ergreifen::V,chwycić,dest avêtin
1016,halten::V,trzymać,hîştin
1017,halten::V,trzymać,sekinîn
1018,drücken::V,naciskać,pêl kirin
1019,schieben::V,pchać,damdan
1020,schieben::V,posuwać,damdan
1021,kratzen::V,drapać,xurandin
1022,lecken::V,lizać,alastin
1023,beißen::V,kąsać,gez kirin
1024,abreißen::V,oderwać,hilşandin
1025,abschneiden::V,odciąć,jêkirin
1026,binden::V,wiązać,girêdan
1027,stecken::V,wetknąć,têxistin
1028,brechen::V,złamać,şikandin
1029,klopfen::V,pukać,kutandin
1030,klopfen::V,stukać,kutandin
1031,hauen::V,bić,li dan
1032,kleben::V,kleić,zeliqîn
1033,kleben::V,kleić,şirêz kirin
1034,reiben::V,trzeć,firikandin
1035,streichen::V,smarować,bax dan
1036,schleifen::V,ostrzyć,çarkirin
1037,schneiden::V,ciąć,jêkirin
1038,schneiden::V,krajać,jêkirin
1039,rütteln::V,trząść,hejandin
1040,schütteln::V,trząść,daweşîn
1041,schwenken::V,machać,têwdan
1042,schütten::V,nasypać,rijandin
1043,füllen::V,napełnić,dagirtin
1044,einwickeln::V,zawinąć,pêçandin
1045,tragen::V,nieść,kişandin
1046,tragen::V,nieść,rajtin
1047,schleppen::V,wlec,kişandin
1048,ziehen::V,ciągnąć,kişandin
1049,aufbewahren::V,przechowywać,hilandin
1050,werfen::V,rzucać,avêtin
1051,fangen::V,łowić,sem kirin
1052,fangen::V,łowić,girtin
1053,packen::V,chwycić,pê girtin
1054,verstecken::V,ukryć,hîlanin
1055,verstecken::V,schować,hîlanin
1056,teilen::V,podzielić,parvekirin
1057,schicken::V,posyłać,şandin
1058,bringen::V,przynieść,anîn
1059,bringen::V,przynieść,birin
1060,hinzufügen::V,dodać,dan ser
1061,hinzufügen::V,dodać,li tiştekî zêde kirin
1062,bekommen::V,dostać,standin
1063,erhalten::V,otrzymać,standin
1064,nehmen::V,wziąć,girtin
1065,wählen::V,wybrać,ray dan
1066,auswählen::V,wybrać,bijartin
1067,bewahren::V,zachować,rê li ber girtin
1068,bewahren::V,zachować,lê xwedî derketin
1069,behindern::V,utrudnić,bara wi
1070,behindern::V,przeszkadzać,bara wi
1071,verderben::V,zepsuć,heram bûn
1072,beschädigen::V,uszkodzić,xerab kirin
1073,zerbrechen::V,złamać,şikênandin
1074,zerbrechen::V,złamać,perçe kirin
1075,zerreißen::V,drzeć,qelişandin
1076,zerreißen::V,rozdzierać,qelişandin
1077,zerstören::V,zniszczyć,hilşandin
1078,verbrennen::V,spalić,şewitandin
1079,geben::V,dać,dan
1080,geben::V,dać,dayin
1081,reichen::V,podać,besbûn
1082,reichen::V,podać,têrkirin
1083,schenken::V,darować,diyarî kirin
1084,versprechen::V,obiecać,soz dan
1085,wünschen::V,życzyć,dil kirin
1086,loben::V,chwalić,pesinandin
1087,küssen::V,całować,maçkirin
1088,wiegen::V,kołysać,lorandin
1089,wiegen::V,kołysać,wezinandin
1090,zudecken::V,przykryć,nixumandin
1091,wecken::V,zbudzić,bixwe hesandin
1092,zeigen::V,pokazać,şanîdan
1093,führen::V,wieść,raber kirin
1094,führen::V,prowadzić,raber kirin
1095,lehren::V,uczyć,hîn kirin
1096,unterrichten::V,nauczać,ders dan
1097,aufziehen::V,wychować,mesinkirin
1098,leiten::V,kierować,rêberî kirin
1099,antreiben::V,popędzić,bezandin
1100,lassen::V,zostawić,berdan
1101,lassen::V,zostawić,hiştin
1102,einladen::V,zaprosić,dawet kirin
1103,vereinigen::V,zjednoczyć,bi yek kirin
1104,besuchen::V,odwiedzić,mêvan bûn
1105,treffen::V,trafić,rast hatin
1106,treffen::V,spotkać,rast hatin
1107,sich versammeln::V,zebrać się,li hev çivîn
1108,sich versammeln::V,zgromadzić się,li hev çivîn
1109,spielen::V,grać,listin
1110,spielen::V,bawić się,listin
1111,singen::V,śpiewać,stran
1112,tanzen::V,pląsać,reqisîn
1113,tanzen::V,tańczyć,reqisîn
1114,sich trennen::V,rozstać się,hew berdan
1115,verlassen::V,opuścić,tanê hişt
1116,verlassen::V,opuścić,bêkes
1117,retten::V,ocalić,rihakirin
1118,retten::V,uratować,rihakirin
1119,bewachen::V,pilnować,raçavkirin
1120,schützen::V,ochronić,hemet kirin
1121,verteidigen::V,bronić,paraztin
1122,sich schlagen::V,pobić się,li hev bezîn
1123,schießen::V,strzelać,agir kirin
1124,siegen::V,zwycziężyć,biser ketin
1125,ärgern::V,gniewać,xeyirandin
1126,schlagen::V,bić,lêdan
1127,schlagen::V,bić,lêxistin
1128,schlagen::V,uderzyć,lêdan
1129,schlagen::V,uderzyć,lêxistin
1130,treten::V,kopnąć,têlekirin
1131,stechen::V,ukłuć,têrekirin
1132,stoßen::V,popchnąć,lêketin
1133,stehlen::V,ukraść,dizîn
1134,stehlen::V,ukraść,dizî birin
1135,stören::V,zakłócić,aciz kirin
1136,stören::V,przeszkodzić,aciz kirin
1137,belästigen::V,dokuczać,li tela yeki ketin
1138,verbergen::V,ukryć,veşartin
1139,verbergen::V,ukryć,kemîndanîn
1140,täuschen::V,łudzić,xapandin
1141,täuschen::V,łudzić,lê zexeli kirin
1142,betrügen::V,oszukać,xapandin
1143,töten::V,zabić,kûştin
1144,wohnen::V,mieszkać,rûniştin
1145,arbeiten::V,pracować,kar kirin
1146,arbeiten::V,pracować,şêxulin
1147,sammeln::V,zebrać,komkirin
1148,pflücken::V,zerwać,çinîn
1149,jagen::V,polować,nêçîr kirin
1150,fischen::V,łowić ryby,masî girtin
1151,fassen::V,złapać,pê girtin
1152,fassen::V,złapać,sêm kirin
1153,hüten::V,paść,hei jê man
1154,treiben::V,pędzić,bêherandin
1155,anbinden::V,przywiązać,tewilandin
1156,füttern::V,karmić,xwarine dan lê
1157,melken::V,doić,dotin
1158,hacken::V,rąbać,kolandin
1159,gießen::V,lać,av dan
1160,gießen::V,podlać,av dan
1161,reifen::V,dojrzeć,kemilîn
1162,zubereiten::V,przyrządzić,çe kirin
1163,kochen::V,gotować,xwarin çe kirin
1164,kochen::V,gotować,kelandin
1165,backen::V,piec,pijandin
1166,braten::V,piec,qelandin
1167,braten::V,piec,sor kirin
1168,braten::V,smażyć,qelandin
1169,braten::V,smażyć,sor kirin
1170,umrühren::V,przemieszać,têvdan
1171,stricken::V,dziać,hûnan
1172,nähen::V,szyć,kêl kirin
1173,färben::V,pofarbować,boyax kirin
1174,reinigen::V,oczyścić,paqijkirin
1175,waschen::V,prać,şuştin
1176,abwischen::V,obetrzeć,pakîj kirin
1177,spülen::V,płukać,şuştin
1178,fegen::V,zamiatać,maliştin
1179,kehren::V,zamieść,maliştin
1180,baden::V,kąpać się,serîşûştin
1181,sich waschen::V,myć się,serîşûştin
1182,ausziehen::V,zdjąć,jê kirin
1183,anziehen::V,włożyć,pê kirin
1184,sich anziehen::V,ubrać się,xwe kirin
1185,kämmen::V,uczesać,şeh kirin
1186,schmücken::V,ozdabiać,xemilandin
1187,sagen::V,powiedzieć,gotin
1188,sagen::V,powiedzieć,peyivîn
1189,sprechen::V,mówić,peyivîn
1190,reden::V,mówić,axaftin
1191,sich unterhalten::V,rozmawiać,hev biştaxilin
1192,fragen::V,zapytać,pirsîn
1193,fragen::V,zapytać,pirs kirin
1194,bitten::V,prosić,tika kirin
1195,erzählen::V,opowiedzieć,behs kirin
1196,mitteilen::V,zawiadomić o,vegotin
1197,nennen::V,nazwać,bi nav kirin
1198,rufen::V,wołać,bakirin
1199,prahlen::V,chełpić się,pesnê xwe dan
1200,übersetzen::V,tłumaczyć,qulibandin
1201,übersetzen::V,tłumaczyć,derbas kirin
1202,denken::V,myśleć,fikirîn
1203,glauben::V,sądzić,bawer bûn
1204,glauben::V,wierzyć,bawer bûn
1205,bemerken::V,zauważyć,bala xwe dan
1206,bemerken::V,zauważyć,çac lê ketin
1207,erkennen::V,poznać,pêhesîn
1208,begreifen::V,zrozumieć,fêmkirin
1209,verstehen::V,rozumieć,fêmkirin
1210,verstehen::V,dosłyszeć,fêmkirin
1211,lernen::V,uczyć się,halmandin
1212,lernen::V,uczyć się,fêrbun
1213,wissen::V,wiedzieć,zanîn
1214,sich erinnern an::V,przypomnieć sobie,bir bûn
1215,vergessen::V,zapomnieć,ji bir kirin
1216,messen::V,mierzyć,pê kanîn
1217,zählen::V,liczyć,hejmardin
1218,rechnen::V,rachować,hesibandin
1219,lesen::V,czytać,xwendin
1220,malen::V,malować,rengandin
1221,malen::V,malować,boyax kirin
1222,zeichnen::V,rysować,işaret kirin
1223,schreiben::V,pisać,nivîsandin
1224,besitzen::V,posiadać,hebûn
1225,kaufen::V,kupić,kirîn
1226,verkaufen::V,sprzedać,firotin
1227,bezahlen::V,zapłacić,pere dan
1228,zahlen::V,płacić,pere dan
1229,zahlen::V,płacić,dayin
1230,beherrschen::V,opanować,zebt kirin
1231,beherrschen::V,opanować,hukim kirin
1232,ertragen::V,znieść,bihêzkirin
