,Concept_ID,kn,ru
578,alt::A,ಮುದಿ,старый
579,neu::A,ಹೊಸ,новый
580,ehemalig::A,ಮಾಜೀ,бывший
581,alt[Lebewesen]::A,ವೃದ್ಧ,пожилой
582,jung::A,ಎಳ,молодой
583,arm::A,ಬಡ,бедный
584,reich::A,ಶ್ರೀಮಂತ,богатый
585,bekannt::A,ಅಪ್ತ,знакомый
586,berühmt::A,ಪ್ರಸಿದ್ಧ,знаменитый
587,fremd::A,ಪರಕೀಯ,чужой
588,verschieden::A,ಬೇರೆ,разный
589,nah::A,ಹತ್ತಿರವಾದ,близкий
590,fern::A,ದೂರದ,далекий
591,linker::A,ಎಡ,левый
592,rechter::A,ಬಲ,правый
593,anderer::A,ಇತರ,другой
594,erster::A,ಪ್ರಥಮ,первый
595,zweiter::A,ದ್ವಿತೀಯ,второй
596,dritter::A,ಮೂರನೆಯಜಗತ್ತು,третий
597,letzter::A,ಅಂತ್ಯ,последний
598,allein::ADV,ಒಬ್ಬನೇ,один
599,auf einmal::ADV,ಒಡನೆ,сразу
600,zusammen::ADV,ಒಟ್ಟಿಗೆ,вместе
601,lange::ADV,ದೀರ್ಘ,долго
602,plötzlich::ADV,ಅನಾಮತ್ತು,вдруг
603,sofort::ADV,ಜಾಗ್ರತೆ,тотчас
604,später::ADV,ತರುವಾಯ,позже
605,jetzt::ADV,ಈಗ,сейчас
606,heute::ADV,ಇಂದು,сегодня
607,morgen::ADV,ನಾಳೆ,завтра
608,bald::ADV,ಬೇಗ,скоро
609,dann::ADV,ಆಗ,потом
610,gestern::ADV,ನಿನ್ನೆ,вчера
611,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,однажды
612,damals::ADV,ಆಗ,тогда
613,danach::ADV,ಆಮೇಲೆ,затем
614,vorher::ADV,ಮುಂಚೆ,раньше
615,zuerst::ADV,ಮೊದಲಿಗೆ,сперва
616,einmal::ADV,ಒಮ್ಮೆ,раз
617,manchmal::ADV,ಆಗಾಗ,иногда
618,oft::ADV,ಅನೇಕಸಲ,часто
619,immer::ADV,ಯಾವಾಗಲೂ,всегда
620,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,никогда
621,hier::ADV,ಇಲ್ಲಿ,здесь
622,hierhin::ADV,ಇತ್ತ,сюда
623,von hier::ADV,ಇಲ್ಲಿಂದ,отсюда
624,dort::ADV,ಅಲ್ಲಿ,там
625,dorthin::ADV,ಅಲ್ಲಿಗೆ,туда
626,geradeaus::ADV,ಸೀದಾ,прямо
627,vorwärts::ADV,ಮುನ್ನೆಡೆವ,вперед
628,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,назад
629,zurück::ADV,ಹಿಂದಕ್ಕೆ,обратно
630,unten::ADV,ಕೆಳಗೆ,внизу
631,hinab::ADV,ಕೆಳಕ್ಕೆ,вниз
632,oben::ADV,ಮೇಲೆ,наверху
633,hinauf::ADV,ಮೇಲಕ್ಕೆ,вверх
634,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,везде
635,nicht::ADV,ಇಲ್ಲ,не
636,nicht::ADV,ಅಲ್ಲ,не
637,ein wenig::ADV,ತುಸು,немного
638,kaum::ADV,ಕಠಿನವಾಗಿ,едва
639,sehr::ADV,ಬಹು,очень
640,so::ADV,ಅಷ್ಟು,так
641,noch::ADV,ಇನ್ನು,еще
642,nur::ADV,ಕೇವಲ,только
643,schon::ADV,ಆಗಲೇ,уже
644,wieder::ADV,ಪುನಃ,опять
645,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,напрасно
646,vor::PRP,ಮುಂದೆ,перед
647,hinter::PRP,ಹಿಂದ,за
648,hinter::PRP,ಹಿಂದ,позади
649,unter::PRP,ಕೆಳ,под
650,durch::PRP,ನೇರವಾಗಿ,сквозь
651,neben::PRP,ಅಧರ ಬಲಿಕ,возле
652,zwischen::PRP,ನಡುವೆ,между
653,wegen::PRP,ಅಧಕ್ಕಗಿ,из-за
654,dies::PRN,ಈ,это
655,das::PRN,ಅದು,то
656,alles::PRN,ಎಲ್ಲ,все
657,ich::PRN,ನಾನು,я
658,du::PRN,ನೀನು,ты
659,er::PRN,ಅವನು,он
660,er::PRN,ಇವನು,он
661,wir::PRN,ನಾವು,мы
662,ihr::PRN,ನೀವು,вы
663,sie::PRN,ಅವರು,они
664,was::FPRN,ಏನು,что
665,wer::FPRN,ಯಾರಿಗೆ,кто
666,wo::FADV,ಎಲ್ಲಿ,где
667,wohin::FADV,ಎಲ್ಲಿಗೆ,куда
668,wie::FADV,ಹೇಗೆ,как
669,warum::FADV,ಏಕೆ,почему
670,wieviel::FNUM,ಎಷ್ಟು,сколько
671,eins::NUM,ಒಂದು,один
672,zwei::NUM,ಎರಡು,два
673,drei::NUM,ಮೂರು,три
674,vier::NUM,ನಾಲ್ಕು,четыре
675,fünf::NUM,ಅಯ್ದು,пять
676,sechs::NUM,ಆರು,шесть
677,sieben::NUM,ಏಳು,семь
678,acht::NUM,ಎಂಟು,восемь
679,neun::NUM,ಒಂಭಬತ್ತು,девять
680,zehn::NUM,ಹತ್ತು,десять
681,elf::NUM,ಹನ್ನೊಂದು,одиннадцать
682,zwölf::NUM,ಹನ್ನೆರಡು,двенадцать
683,zwanzig::NUM,ಇಪ್ಪತ್ತು,двадцать
684,dreißig::NUM,ಮೂವತ್ತು,тридцать
685,vierzig::NUM,ನಲವತ್ತು,сорок
686,fünfzig::NUM,ಐವತ್ತು,пятьдесят
687,sechzig::NUM,ಅರುವತ್ತು,шестьдесят
688,siebzig::NUM,ಎಪ್ಪತ್ತು,семьдесят
689,achtzig::NUM,ಎಂಬತ್ತು,восемьдесят
690,neunzig::NUM,ತೊಂಬತ್ತು,девяносто
691,hundert::NUM,ನೂರು,сто
692,tausend::NUM,ಸಾವಿರ,тысяча
693,und::CNJ,ಮತ್ತು,и
694,oder::CNJ,ಅಥವಾ,или
695,oder::CNJ,ಅಥವಾ,либо
696,stehen::V,ನಿಲ್ಲು,стоять
697,sitzen::V,ಕುಳ್ಳಿರು,сидеть
698,liegen::V,ಮಲಗಿಕೊ,лежать
699,hängen::V,ಇಳಿಯಬಿಡು,висеть
700,werden::V,ಆಗು,стать
701,passieren::V,ಆಗು,случиться
702,beginnen::V,ಆರಂಭಿಸು,начаться
703,enden::V,ಕೊನೆಗಾಣು,кончиться
704,wechseln::V,ಮಾರ್ಪಡಿಸು,меняться
705,aufgehen[Sonne]::V,ಮೂಡು,взойти
706,untergehen[Sonne]::V,ಮುಳುಗು,зайти
707,scheinen[Sonne]::V,ಹೊಳೆ,светить
708,donnern::V,ಗುಡುಗಾಗು,греметь
709,wehen::V,ತೀಡು,дуть
710,strömen::V,ಹರಿ,литься
711,fließen::V,ಹರಿ,течь
712,sich drehen::V,ಸುತ್ತು,вращаться
713,schwanken::V,ಓಲಾಡು,колебаться
714,schwingen::V,ತೂಗು,качаться
715,fallen::V,ಉದುರು,падать
716,brennen::V,ಉರಿ,гореть
717,rauchen::V,ಹೊಗೆಬಿಡು,дымить
718,regnen::V,ಸುರಿ,дождить
719,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,замерзнуть
720,tauen::V,ಬೆಚ್ಚಗಾಗು,таять
721,schmelzen::V,ಕರಗು,плавиться
722,trocknen::V,ಒಣಗು,сохнуть
723,sieden::V,ಕುದಿ,кипеть
724,faulen::V,ಕೊಳೆ,гнить
725,verfaulen::V,ನಶಿಸು,сгнить
726,reißen::V,ಒಡೆ,рваться
727,versinken::V,ಮುಳುಗು,тонуть
728,vergehen::V,ಸಾಗು,проходить
729,erscheinen::V,ತೋರು,появиться
730,verschwinden::V,ಮಾಯವಾಗು,исчезнуть
731,sinken::V,ಕುಸಿ,спадать
732,abnehmen::V,ತಗ್ಗು,уменьшиться
733,zunehmen::V,ಬೆಳೆ,увеличиваться
734,steigen::V,ಉಬ್ಬು,подниматься
735,wachsen::V,ಬೆಳೆ,расти
736,glänzen::V,ಮಿರುಗು,блестеть
737,funkeln::V,ಮಿನುಗು,сверкать
738,lärmen::V,ಶಬ್ದ ಮಾಡಲು,шуметь
739,läuten::V,ಬಾರಿಸು,звонить
740,klingeln::V,ಅನುರಣಿಸು,звонить
741,klirren::V,ಕಿಣಿಕಿಣಿಸು,звякать
742,brausen::V,ಅಬ್ಬರಿಸು,бушевать
743,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,шелестеть
744,klingen::V,ಉಸಿರು,звучать
745,bellen::V,ಬಗುಳು,лаять
746,heulen::V,ಅರಚು,выть
747,blasen::V,ಗಾಳಿ ಊದು,дунуть
748,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,свистеть
749,schreien::V,ಕರೆ,кричать
750,stöhnen::V,ನರಳು,стонать
751,zittern::V,ನಡುಗು,дрожать
752,leben::V,ಇರು,жить
753,geboren werden::V,ಉಂಟಾಗು,родиться
754,atmen::V,ಉಸಿರು,дышать
755,trinken::V,ಕುಡಿ,пить
756,essen::V,ತಿನ್ನು,есть
757,essen::V,ತಿನ್ನು,кушать
758,schlucken::V,ನುಂಗು,глотать
759,müde werden::V,ಬಳಲು,устать
760,einschlafen::V,ನಿದ್ಧೆಹೋಗು,заснуть
761,schlafen::V,ನಿದ್ರಿಸು,спать
762,aufwachen::V,ಏಳು,проснуться
763,aufstehen::V,ಏಳು,встать
764,sich erholen::V,ಸುಧಾರಿಸು,отдыхать
765,krank werden::V,ಬೇನೆಬೀಳು,заболеть
766,krank sein::V,ಕೆಟ್ಟ ಎಂದು,болеть
767,schmerzen::V,ಕಚ್ಚು,болеть
768,husten::V,ಕೆಮ್ಮು,кашлять
769,genesen::V,ಮತ್ತೆಹೊದಿಸು,поправиться
770,sterben::V,ಮೃತಪಡು,умереть
771,umkommen::V,ಹಾಳಾಗು,погибнуть
772,sich bewegen::V,ಚಲಿಸು,двигаться
773,sich rühren::V,ಕದಲು,шевельнуться
774,sich erheben::V,ಏಳು,встать
775,sich setzen::V,ಕೂರು,сесть
776,hinfallen::V,ಬೀಳು,упасть
777,laufen::V,ನಡೆ,ходить
778,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,шагать
779,spazierengehen::V,ವಿಹರಿಸು,гулять
780,eilen::V,ಮುನ್ನುಗ್ಗು,спешить
781,sich beeilen::V,ಆತುರಪಡು,торопиться
782,sausen::V,ಒಗೆ,мчаться
783,rennen::V,ಓಡು,бегать
784,springen::V,ಜಿಗಿ,прыгать
785,klettern::V,ಏರು,лазать
786,schaukeln::V,ತೂಗು,раскачиваться
787,kriechen::V,ತೆವಳು,ползать
788,schwimmen::V,ಈಜು,плавать
789,tauchen::V,ಕೆಳಗಿಳಿ,нырять
790,rudern::V,ಸಾಗಿಸು,грести
791,fahren::V,ನಡೆಸು,ехать
792,fliegen::V,ಹಾರು,летать
793,gehen::V,ಹೋಗು,идти
794,weggehen::V,ಹೊರಡು,уйти
795,abfahren::V,ತೆರಳು,отправиться
796,anhalten::V,ನಿಲ್ಲು,остановиться
797,hineingehen::V,ಒಳಹೊಗು,входить
798,eintreten::V,ಒಳಹೊಗು,войти
799,kommen::V,ಬರು,прийти
800,ankommen::V,ಬರು,прибыть
801,zurückkommen::V,ಹಿಂದಿರುಗು,возвратиться
802,bleiben::V,ಇರು,остаться
803,warten::V,ಇರು,ждать
804,erwarten::V,ನಿರೀಕ್ಷಿಸು,ожидать
805,suchen::V,ಹುಡುಕು,искать
806,finden::V,ಕಂಡುಕೊ,найти
807,versuchen::V,ಪ್ರಯತ್ನಿಸು,пытаться
808,vorbereiten::V,ಸಿದ್ಧವಾಗು,подготовить
809,lieben::V,ಪ್ರೀತಿಸು,любить
810,mögen::V,ಇಷ್ಟಪಡು,любить
811,lachen::V,ನಗು,смеяться
812,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,растрогать
813,weinen::V,ಅಳು,плакать
814,schimpfen::V,ಗೊಣಗು,ругаться
815,sich ärgern::V,ಗಣಗಾಡು,сердиться
816,sich fürchten::V,ನಡುಗು,бояться
817,fürchten::V,ಹೆದರು,бояться
818,fliehen::V,ಓಡಿಹೋಗು,убегать
819,flüchten::V,ಪಾರಾಗು,убежать
820,sehen::V,ಕಾಣು,видеть
821,anschauen::V,ನೋಡು,посмотреть
822,ansehen::V,ನಿರೀಕ್ಷಿಸು,смотреть
823,hören::V,ಕೇಳು,слышать
824,zuhören::V,ಆಲಿಸು,слушать
825,probieren::V,ರುಚಿ ನೋಡು,пробовать
826,riechen::V,ಮೂಸು,нюхать
827,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,чувствовать
828,scheinen::V,ತೋರು,казаться
829,zu sehen sein::V,ಕಾಣಿಸು,виднеться
830,vernehmen::V,ಕೇಳು,услышать
831,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,мерзнуть
832,tun::V,ಮಾಡು,делать
833,können::V,ಮಾಡಬಲ್ಲ,мочь
834,können::V,ಮಾಡಬಲ್ಲ,уметь
835,wollen::V,ಬಯಸು,хотеть
836,anfangen::V,ಪ್ರಾರಂಭಿಸು,начать
837,beenden::V,ನಿಲ್ಲಿಸು,закончить
838,aufhören::V,ಮುಗಿಸು,перестать
839,gelingen::V,ಯಶಸ್ವಿಯಾಗು,удаться
840,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,оказаться
841,öffnen::V,ತೆರೆ,открыть
842,schließen::V,ಮುಚ್ಚು,закрыть
843,stellen::V,ಇಕ್ಕು,поставить
844,setzen::V,ಇಡು,посадить
845,legen::V,ಇಡು,класть
846,berühren::V,ತಾಕು,трогать
847,verbinden::V,ಕೂಡಿಸು,связать
848,bedecken::V,ಮುಚ್ಚು,покрыть
849,aufhängen::V,ತೂಗುಹಾಕು,повесить
850,anzünden::V,ಹತ್ತಿಸು,зажечь
851,aufheben::V,ಆಯಿ,поднять
852,zurücklassen::V,ಬಿಡು,оставить
853,verlieren::V,ಕಳೆ,потерять
854,fallen lassen::V,ಬೀಳಿಸು,уронить
855,machen::V,ಮಾಡು,сделать
856,herstellen::V,ತಯಾರಿಸು,изготовить
857,bauen::V,ಕಟ್ಟು,строить
858,reparieren::V,ಸರಿಪಡಿಸು,чинить
859,verbessern::V,ತಿದ್ದು,улучшить
860,ändern::V,ಬದಲಾಯಿಸು,изменить
861,graben::V,ಅಗೆ,копать
862,beugen::V,ಬಗ್ಗಿಸು,согнуть
863,biegen::V,ಬಗ್ಗಿಸು,погнуть
864,drehen::V,ತಿರುಗು,вертеть
865,wenden::V,ತಿರುಗು,повернуть
866,umdrehen::V,ತಿರುಗಿಸು,перевернуть
867,heben::V,ಎತ್ತು,поднимать
868,hochheben::V,ಎತ್ತು,поднять
869,ergreifen::V,ಆಕ್ರಮಿಸು,схватить
870,halten::V,ಹಿಡಿ,держать
871,drücken::V,ಒತ್ತು,нажимать
872,schieben::V,ನೂಕು,толкать
873,kratzen::V,ತರಚಿಕೊಳ್ಳು,скрести
874,lecken::V,ನೆಕ್ಕು,лизать
875,beißen::V,ಕಚ್ಚು,кусать
876,abreißen::V,ಹರಿ,оторвать
877,abschneiden::V,ಕತ್ತರಿಸು,отрезать
878,binden::V,ಕಟ್ಟು,вязать
879,stecken::V,ಸಿಕ್ಕಿಸು,воткнуть
880,brechen::V,ಮುರಿ,сломать
881,klopfen::V,ತಟ್ಟು,стучать
882,hauen::V,ಹೊಡೆ,бить
883,kleben::V,ಅಂಟಿಸು,клеить
884,reiben::V,ಉಜ್ಜು,тереть
885,streichen::V,ಹರಡು,намазать
886,schleifen::V,ಮಸೆ,точить
887,schneiden::V,ಕತ್ತರಿಸು,резать
888,rütteln::V,ಕುಲುಕಿಸು,шатать
889,schütteln::V,ಅಲುಗಿಸು,трясти
890,schwenken::V,ತೂಗಾಡು,махать
891,schütten::V,ಎರೆ,налить
892,füllen::V,ತುಂಬಿಸು,наполнить
893,einwickeln::V,ಹೊದಿಸು,завернуть
894,tragen::V,ಹೊರು,нести
895,schleppen::V,ಜಗ್ಗು,тащить
896,ziehen::V,ಎಳೆ,тянуть
897,aufbewahren::V,ಇಟ್ಟುಕೊ,хранить
898,werfen::V,ಎಸೆ,бросать
899,fangen::V,ಹಿಡಿ,ловить
900,packen::V,ಸೆಳೆ,схватить
901,verstecken::V,ಮುಚ್ಚಿಡು,спрятать
902,teilen::V,ವಿಭಜಿಸು,разделить
903,schicken::V,ಕಳುಹಿಸು,посылать
904,bringen::V,ತರು,принести
905,hinzufügen::V,ಕೂಡಿಸು,добавить
906,bekommen::V,ಸಂಪಾದಿಸು,достать
907,erhalten::V,ಪಡೆ,получить
908,nehmen::V,ಹಿಡಿ,взять
909,wählen::V,ಆರಿಸು,выбрать
910,auswählen::V,ಆಯಿ,отобрать
911,bewahren::V,ರಕ್ಷಿಸಿಡು,сохранить
912,behindern::V,ಅಡ್ಡಿಮಾಡು,препятствовать
913,verderben::V,ಕೆಡಿಸು,испортить
914,beschädigen::V,ಹಾಳುಮಾಡು,повредить
915,zerbrechen::V,ಮುರಿ,разбить
916,zerreißen::V,ಸೀಳು,разорвать
917,zerstören::V,ಅಳಿಸು,разрушить
918,verbrennen::V,ಸುಡು,сжечь
919,geben::V,ಕೊಡು,дать
920,reichen::V,ಕೊಡು,передать
921,schenken::V,ಅರ್ಪಿಸು,дарить
922,versprechen::V,ವಾಗ್ದಾನಮಾಡು,обещать
923,wünschen::V,ಬಯಸು,желать
924,loben::V,ಹೊಗಳು,хвалить
925,küssen::V,ಚುಂಬಿಸು,целовать
926,wiegen::V,ತೂಗು,качать
927,zudecken::V,ಹಾಸು,накрыть
928,wecken::V,ಎಬ್ಬಿಸು,разбудить
929,zeigen::V,ತೋರಿಸು,показать
930,führen::V,ದಾರಿತೋರಿಸು,вести
931,lehren::V,ಕಲಿಸು,учить
932,unterrichten::V,ಬೋಧಿಸು,преподавать
933,aufziehen::V,ಸಲಹು,воспитать
934,leiten::V,ಮುಂದಾಳಾಗಿರು ,руководить
935,antreiben::V,ಓಡಿಸು,подгонять
936,lassen::V,ಮಾಡಲುಬಿಡು,заставить
937,einladen::V,ಆಹ್ವಾನಿಸು,пригласить
938,vereinigen::V,ಒಂದಾಗು,объединить
939,besuchen::V,ಭೇಟಿಯಾಗು,посетить
940,treffen::V,ಸಂಧಿಸು,встретить
941,sich versammeln::V,ನೆರೆ,собраться
942,spielen::V,ಆಡು,играть
943,singen::V,ಹಾಡು,петь
944,tanzen::V,ಕುಣಿ,плясать
945,tanzen::V,ಕುಣಿ,танцевать
946,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,расстаться
947,verlassen::V,ಕಳೆ,покинуть
948,retten::V,ರಕ್ಷಿಸು,спасти
949,bewachen::V,ಕಾಪಾಡು,охранять
950,schützen::V,ಸಂರಕ್ಷಿಸು,уберегать
951,verteidigen::V,ಕಾಪಿಡು,защитить
952,sich schlagen::V,ಕಿತ್ತಾಟ,драться
953,schießen::V,ಎಸೆ,стрелять
954,siegen::V,ಗೆಲ್ಲು,победить
955,ärgern::V,ರೇಗಿಸು,сердить
956,schlagen::V,ಹೊಡೆ,ударить
957,treten::V,ಒದೆ,пинать
958,stechen::V,ಚುಚ್ಚು,уколоть
959,stoßen::V,ತಳ್ಳು,толкнуть
960,stehlen::V,ಕದಿ,украсть
961,stören::V,ಕತಕು,помешать
962,belästigen::V,ತೊಂದರೆ,надоедать
963,verbergen::V,ಮರೆಮಾಜು,скрыть
964,täuschen::V,ಠಕ್ಕಿಸು,обмануть
965,betrügen::V,ವಂಚಿಸು,смошенничать
966,töten::V,ಕೊಲ್ಲು,убить
967,wohnen::V,ವಾಸಿಸು,проживать
968,arbeiten::V,ಕೆಲಸ ಮಾಡು,работать
969,sammeln::V,ಸಂಚಯಿಸು,собрать
970,pflücken::V,ಬಿಡಿಸು,рвать
971,pflücken::V,ಬಿಡಿಸು,срывать
972,jagen::V,ಬೇಟೆಯಾಡು,охотиться
973,fischen::V,ಮೀನು ಹಿಡಿ,рыбачить
974,fassen::V,ಹಿಡಿ,поймать
975,hüten::V,ಗುಂಪುಸೇರಿಸು,пасти
976,treiben::V,ದಬ್ಬು,гнать
977,anbinden::V,ಬಿಗಿ,привязать
978,füttern::V,ಮೇಯಿಸು,кормить
979,melken::V,ಹಾಲು ಕರೆ,доить
980,hacken::V,ತುಂಡರಿಸು,рубить
981,gießen::V,ನೀರುಹಾಕು,полить
982,reifen::V,ಕಳಿ,созреть
983,zubereiten::V,ಅಡಿಗೆಮಾಡು,приготовить
984,kochen::V,ಅಡು,варить
985,backen::V,ಬೇಯಿಸು,печь
986,braten::V,ಕರಿ,жарить
987,umrühren::V,ಕಲಕು,перемешать
988,stricken::V,ಹೆಣೆ,вязать
989,nähen::V,ಹೊಲಿ,шить
990,färben::V,ಬಣ್ಣ ಹತ್ತು,покрасить
991,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,очистить
992,waschen::V,ತೊಳೆ,стирать
993,abwischen::V,ಒರಸು,вытереть
994,spülen::V,ಗಲಬರಿಸು,полоскать
995,fegen::V,ಗುಡಿಸು,подметать
996,kehren::V,ಗುಡಿಸು,мести
997,baden::V,ಸ್ನಾನಮಾಡು,купаться
998,sich waschen::V,ತೊಳೆ,мыться
999,ausziehen::V,ಬಿಚ್ಚು,снять
1000,anziehen::V,ಹಾಕು,надеть
1001,sich anziehen::V,ಹಾಕು,одеться
1002,kämmen::V,ಬಾಚು,причесать
1003,schmücken::V,ಅಲಂಕರಿಸು,украсить
1004,sagen::V,ಹೇಳು,сказать
1005,sprechen::V,ನುಡಿ,говорить
1006,reden::V,ನುಡಿ,разговаривать
1007,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,беседовать
1008,fragen::V,ವಿಚಾರಿಸು,спросить
1009,bitten::V,ಬೇಡು,просить
1010,erzählen::V,ಹೇಳು,рассказать
1011,mitteilen::V,ತಿಳಿಸು,сообщить
1012,nennen::V,ಹೆಸರಿಡು,назвать
1013,rufen::V,ಕರೆ,звать
1014,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,хвастаться
1015,übersetzen::V,ಭಾಷಾಂತರಿಸು,перевести
1016,denken::V,ಯೋಚಿಸು,думать
1017,glauben::V,ನಂಬು,верить
1018,bemerken::V,ಗಮನಿಸು,заметить
1019,erkennen::V,ಗುರುತುಹಿಡಿ,узнать
1020,begreifen::V,ಗ್ರಹಿಸು,понять
1021,begreifen::V,ಗ್ರಹಿಸು,постичь
1022,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,услышать
1023,lernen::V,ಕಲಿ,учиться
1024,wissen::V,ಅರಿ,знать
1025,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,вспомнить
1026,vergessen::V,ಮರೆತುವಿಡು,забыть
1027,messen::V,ಅಳೆ,мерить
1028,zählen::V,ಗಣಿಸು,считать
1029,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,считать
1030,lesen::V,ಓದು,читать
1031,malen::V,ಬಿಡಿಸು,рисовать
1032,zeichnen::V,ಬಿಡಿಸು,рисовать
1033,schreiben::V,ಬರೆ,писать
1034,besitzen::V,ಒಡೆಯನಾಗಿರು,иметь
1035,kaufen::V,ಕೊಳ್ಳು,купить
1036,verkaufen::V,ಕೊಡು,продать
1037,bezahlen::V,ಬೆಲೆತೆರು,заплатить
1038,zahlen::V,ಹಣವನ್ನುಕೊಡು,платить
1039,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,владеть
1040,ertragen::V,ಸಹಿಸು,вытерпеть
