,Concept_ID,xal,kv
775,fünf::NUM,тавн,вит
776,sechs::NUM,зурһан,квать
777,sieben::NUM,долан,сизим
778,acht::NUM,нәәмн,кыкьямыс
779,neun::NUM,йисн,ӧкмыс
780,zehn::NUM,арвн,дас
781,elf::NUM,арвн негн,дасотік
782,zwölf::NUM,арвн хойр,даскык
783,zwanzig::NUM,хөрн,кыкдас
784,dreißig::NUM,һучн,куимдас
785,vierzig::NUM,дөчн,нёльдас
786,fünfzig::NUM,тәвн,витдас
787,sechzig::NUM,җирн,кватьдас
788,siebzig::NUM,далн,сизимдас
789,achtzig::NUM,найн,кыкьямысдас
790,neunzig::NUM,йирн,ӧкмысдас
791,hundert::NUM,зун,сто
792,tausend::NUM,миңһн,тысяча
793,und::CNJ,болн,и
794,und::CNJ,болн,да
795,oder::CNJ,эс гиҗ,или
796,oder::CNJ,эс гихлә,или
797,stehen::V,зогсх,сулавны
798,sitzen::V,суух,пукавны
799,liegen::V,кевтх,куйлыны
800,hängen::V,өлгәтә бәәх,ӧшавны
801,werden::V,болх,лоны
802,passieren::V,болх,аркмыны
803,beginnen::V,эклх,петны
804,enden::V,төгсх,-сь
805,enden::V,төгсх,бырны
806,wechseln::V,хүврх,вежсьыны
807,aufgehen[Sonne]::V,һарх,петавны
808,untergehen[Sonne]::V,орх,пуксьыны
809,untergehen[Sonne]::V,сүүрлх,пуксьыны
810,scheinen[Sonne]::V,герлтх,югьявны
811,donnern::V,күрҗңнх,гымавны
812,wehen::V,сальклх,пӧлявны
813,strömen::V,һооҗх,киссьыны
814,fließen::V,урсх,визывтны
815,sich drehen::V,эргх,бергавны
816,schwanken::V,дәәвлх,кӧвьясьны
817,schwingen::V,нәәхлх,дюттясьны
818,fallen::V,унх,усьны
819,fallen::V,киисх,усьны
820,brennen::V,шатх,сотчыны
821,rauchen::V,ута һарһх,тшынасьны
822,regnen::V,орх,зэрны
823,gefrieren::V,мөстх,гегдыны
824,tauen::V,хәәлх,сывны
825,schmelzen::V,хәәлх,сывны
826,schmelzen::V,хәәлгдх,сывны
827,trocknen::V,эврх,косьмыны
828,sieden::V,буслх,пизьны
829,faulen::V,үмкәрх,нёльзьыны
830,verfaulen::V,илҗрх,тӧрмыны
831,verfaulen::V,илҗрх,сiсьмыны
832,reißen::V,тасрх,косясьны
833,versinken::V,чивх,вӧйны
834,vergehen::V,болх,мунны
835,erscheinen::V,һарх,мыччисьны
836,verschwinden::V,уга болх,ӧшны
837,sinken::V,татгдх,ямны
838,abnehmen::V,хасгдх,ямны
839,zunehmen::V,өсх,паськавны
840,steigen::V,немх,лэбтiсьны
841,wachsen::V,өсх,быдмыны
842,wachsen::V,урһх,быдмыны
843,glänzen::V,гилвкх,свиттявны
844,funkeln::V,цәклх,югйовтлыны
845,funkeln::V,цәклх,югйӧв-керны
846,lärmen::V,шууглдх,чавзыны
847,läuten::V,хоңх,диньгыны
848,klingeln::V,җиңнулх,силькӧтны
849,klirren::V,җиңнх,жольӧтны
850,brausen::V,догшрхх,гуасьны
851,rauschen::V,сарҗңнх,кышӧтны
852,klingen::V,ә һарх,горавны
853,bellen::V,хуцх,увтны
854,bellen::V,хуцх,вувтны
855,heulen::V,уульх,уннявны
856,blasen::V,үләх,пӧлявны
857,pfeifen::V,ишкрх,пиксыны
858,schreien::V,хәәкрх,айзыны
859,stöhnen::V,түңшх,ойзыны
860,stöhnen::V,түңшх,ружтыны
861,zittern::V,дагҗннх,легьявны
862,leben::V,бәәх,овны
863,geboren werden::V,төрх,шогмыны
864,atmen::V,әмсхлх,лолавны
865,trinken::V,уух,юны
866,essen::V,идх,сёйны
867,schlucken::V,зальгх,ньылавны
868,müde werden::V,көшх,мыдзны
869,einschlafen::V,унтх,ланьтны
870,schlafen::V,нөөрсх,узьны
871,aufwachen::V,серх,саймыны
872,aufwachen::V,серх,пальмыны
873,aufstehen::V,босх,сувтны
874,sich erholen::V,амрх,шоччисьлыны
875,krank werden::V,гемтх,моржитны
876,krank sein::V,шалтглх,шогавны
877,krank sein::V,шалтглх,визьӧтны
878,schmerzen::V,өвдх,висьны
879,husten::V,ханях,кашляйтны
880,genesen::V,эдгх,бурдны
881,sterben::V,үкх,кувны
882,sterben::V,өңгрх,кувны
883,umkommen::V,үкх,вийсьыны
884,sich bewegen::V,көдлх,локны
885,sich bewegen::V,көдлх,ветлӧтны
886,sich bewegen::V,көндрх,локны
887,sich bewegen::V,көндрх,ветлӧтны
888,sich rühren::V,көндрх,вӧрзьӧтчыны
889,sich erheben::V,босх,сувтны
890,sich setzen::V,суух,пуксьыны
891,hinfallen::V,унх,пӧрласьны
892,hinfallen::V,киисх,пӧрласьны
893,laufen::V,йовх,мунны
894,schreiten::V,алхх,тальччавны
895,spazierengehen::V,сергҗ йовх,котрасьны
896,eilen::V,шулудх,тэрмасьны
897,sich beeilen::V,адһх,тэрмасьны
898,sich beeilen::V,шамдх,тэрмасьны
899,sausen::V,хурдлх,вирдавны-котӧртны
900,sausen::V,йир_хурдар_гүүх,вирдавны-котӧртны
901,sausen::V,йир_хурдар_йовх,вирдавны-котӧртны
902,rennen::V,гүүх,
903,springen::V,һәрәдх,чеччавны
904,klettern::V,давшх,кышасьны
905,schaukeln::V,дүүдңндх,чурликасьны
906,kriechen::V,мөлкх,кыскасьны-мунны
907,schwimmen::V,усчх,вартчыны
908,tauchen::V,булхх,сунгисьны ваӧ
909,rudern::V,хәәвдх,сынны
910,fahren::V,йовх,мунны
911,fliegen::V,нисх,лэбавны
912,gehen::V,йовх,мунны
913,weggehen::V,йовх,мунны
914,weggehen::V,одх,мунны
915,weggehen::V,һарх,мунны
916,weggehen::V,мөрлх,мунны
917,abfahren::V,мордх,иньдӧтчыны
918,abfahren::V,мордх,мунны
919,anhalten::V,зогсх,сувтны
920,hineingehen::V,орх,пырны
921,eintreten::V,орх,пырны
922,kommen::V,ирх,локны
923,ankommen::V,ирх,локны
924,zurückkommen::V,орх,бертны
925,zurückkommen::V,орх,панӧвтсьыны
926,bleiben::V,бәәх,кольччыны
927,warten::V,күләх,видзчисьны
928,erwarten::V,күләх,видзчисьны
929,suchen::V,хәәх,кошшыны
930,finden::V,олх,адззыны
931,versuchen::V,седх,пондыны
932,versuchen::V,седх,пондӧтны
933,vorbereiten::V,белдх,лӧсьӧтны
934,lieben::V,дурлх,милуйтны
935,mögen::V,таассгдх,радейтны
936,lachen::V,инәх,серавны
937,rühren::V,уйрах,сьӧлӧм вӧрзьӧтны
938,weinen::V,уульх,горзыны
939,schimpfen::V,харах,видчыны
940,sich ärgern::V,уурлх,лёкавны
941,sich fürchten::V,әәх,повны
942,fürchten::V,әәх,повны
943,fürchten::V,сүрдх,повны
944,fliehen::V,зулх,пышшыны
945,flüchten::V,орһх,пышшыны
946,flüchten::V,зулх,пышшыны
947,sehen::V,үзх,адззыны
948,anschauen::V,харх,видзӧтны
949,ansehen::V,хәләх,видзӧтны
950,ansehen::V,үзх,видзӧтны
951,hören::V,соңсх,кывны
952,zuhören::V,соңсх,кывзыны
953,probieren::V,амсх,пешлыны
954,riechen::V,үнрчлх,дукавны
955,fühlen::V,медх,кывны
956,scheinen::V,болҗ медгдх,декуйтчыны
957,scheinen::V,миниһәр болхла,декуйтчыны
958,scheinen::V,болад бәәх,декуйтчыны
959,zu sehen sein::V,үзгдх,тыдавны
960,vernehmen::V,соңсх,тӧдмавны
961,frieren::V,даарх,гегдыны
962,tun::V,кех,керны
963,können::V,чадх,вермыны
964,wollen::V,дурлх,мӧдны
965,anfangen::V,эклх,петны
966,beenden::V,дуусх,ештӧтны
967,beenden::V,дуусх,керыштны
968,aufhören::V,уурх,дугдыны
969,gelingen::V,бүтх,шогмыны
970,gelingen::V,күцәх,шогмыны
971,geraten::V,болх,мыччисьны
972,öffnen::V,секх,осьтны
973,schließen::V,хаах,пӧднавны
974,stellen::V,тәвх,сувтӧтны
975,setzen::V,суулһх,пуксьӧтны
976,legen::V,тәвх,пуктыны
977,berühren::V,көндәх,вӧрзьӧтны
978,verbinden::V,боох,йитны
979,bedecken::V,хучх,вевттьыны
980,bedecken::V,бүркх,вевттьыны
981,aufhängen::V,өлгх,ӧшӧтны
982,anzünden::V,асах,ӧзтыны
983,anzünden::V,шатах,ӧзтыны
984,aufheben::V,өөдән өргх,лэбтыны
985,zurücklassen::V,үлдәх,кольны
986,verlieren::V,геех,ӧштыны
987,fallen lassen::V,алдх,уськӧтны
988,machen::V,кех,керны
989,herstellen::V,кех,вӧчны
990,bauen::V,тосхх,строитны
991,reparieren::V,ясх,вочны
992,verbessern::V,сәәрүлх,бурсьӧтны
993,ändern::V,хүврәх,вежны
994,graben::V,малтх,гарйыны
995,beugen::V,нуһлх,кусіньтны
996,biegen::V,матилһх,чукыльтыштны
997,drehen::V,эргүлх,бергӧтны
998,wenden::V,көмрх,бергӧтны
999,wenden::V,эргүлх,бергӧтны
1000,umdrehen::V,эргүлх,бергӧтны
1001,heben::V,өргх,лэбтыны
1002,heben::V,деер өргх,лэбтыны
1003,hochheben::V,өргх,лэбтыны
1004,ergreifen::V,бәрх,кватитны
1005,halten::V,бәрх,видзны
1006,drücken::V,шахх,личкыны
1007,schieben::V,түлкх,тойлавны
1008,kratzen::V,мааҗх,шаркӧтны
1009,lecken::V,долах,нювны
1010,beißen::V,хазх,йирны
1011,abreißen::V,таслх,орӧтны
1012,abschneiden::V,тәәрх,шӧрыштны
1013,abschneiden::V,тәәрх,вундыштны
1014,binden::V,боох,гӧрдззыны
1015,stecken::V,шаах,мӧртны
1016,stecken::V,хатхх,мӧртны
1017,brechen::V,хамхлх,жугдыны
1018,klopfen::V,цокх,зукӧтны
1019,hauen::V,цокх,желльыны
1020,kleben::V,наах,лякӧтны
1021,reiben::V,зүлгх,зыртны
1022,streichen::V,наах,мавтны
1023,streichen::V,лашх,мавтны
1024,streichen::V,түркх,мавтны
1025,schleifen::V,хурцлх,кыскыны
1026,schneiden::V,хәәчлх,вундавны
1027,rütteln::V,дәәвлүлх,шатлавны
1028,schütteln::V,сегсрх,зыбӧтны
1029,schwenken::V,дайлх,ӧвтны
1030,schwenken::V,дайлх,макайтны
1031,schütten::V,кех,кисьтны
1032,füllen::V,дүүргх,тыртны
1033,füllen::V,дүүргх,тырсьӧтны
1034,einwickeln::V,орах,тубны
1035,tragen::V,зөөх,новйӧтны
1036,schleppen::V,чирх,кыскыны
1037,ziehen::V,татх,кыскыны
1038,aufbewahren::V,хадһлх,видзны
1039,werfen::V,хайх,шентывлыны
1040,fangen::V,бәрх,кутны
1041,fangen::V,хавлх,кутны
1042,packen::V,бәрх,кутасьны
1043,packen::V,бәрх,кватитны
1044,verstecken::V,дүрх,дзебны
1045,verstecken::V,бултулх,дзебны
1046,teilen::V,хувах,торйӧтны
1047,schicken::V,илгәх,иньдыны
1048,bringen::V,авч ирх,вайны
1049,hinzufügen::V,немх,содтыны
1050,bekommen::V,авх,получитны
1051,erhalten::V,авх ,получитны
1052,nehmen::V,авх,босьтны
1053,wählen::V,шүүх,бӧрйыны
1054,auswählen::V,шүүх,бӧрйыны
1055,bewahren::V,хадһлх,видзны
1056,bewahren::V,кевтнь үлдәх,видзны
1057,bewahren::V,кевтнь бәәлһх,видзны
1058,behindern::V,харшлх,падтыны
1059,verderben::V,үрәх,изводавны
1060,beschädigen::V,эвдх,паздыны
1061,zerbrechen::V,күүлх,паздыны
1062,zerbrechen::V,хамхлх,паздыны
1063,zerreißen::V,шуучх,косявны
1064,zerstören::V,эвдх,паздыны
1065,verbrennen::V,шатах,сотны
1066,geben::V,өгх,сетны
1067,reichen::V,өгх,сетны
1068,schenken::V,белглх,козьнавны
1069,versprechen::V,амлх,кӧсйыны
1070,wünschen::V,сә хәәх,бурсьыны
1071,loben::V,магтх,ошкыны
1072,küssen::V,үмсх,окавны
1073,wiegen::V,саатулх,тюттьӧтны
1074,zudecken::V,бүркх,вевттьыны
1075,wecken::V,серүлх,саймӧтны
1076,zeigen::V,үзүлх,мыччавны
1077,führen::V,көтлх,нуӧтны
1078,lehren::V,заах,велӧтны
1079,lehren::V,сурһх,велӧтны
1080,unterrichten::V,сурһх,велӧтны
1081,unterrichten::V,багшлх,велӧтны
1082,aufziehen::V,өскәх,быдтыны
1083,leiten::V,һардх,юравны
1084,leiten::V,һардх,веськӧтлыны
1085,leiten::V,толһалх,юравны
1086,leiten::V,толһалх,веськӧтлыны
1087,antreiben::V,шамдах,тэрмӧтны
1088,lassen::V,күч үзүлх,-ӧтыны
1089,einladen::V,үрх,корны
1090,vereinigen::V,хамцулх,ӧтувтны
1091,vereinigen::V,хамцулх,ӧтлаавны
1092,besuchen::V,одх,пыравлыны
1093,treffen::V,харһх,пантавны
1094,sich versammeln::V,цуглрх,ӧксьыны
1095,sich versammeln::V,хурх,ӧксьыны
1096,spielen::V,наадх,орсны
1097,singen::V,дуулх,сьывны
1098,tanzen::V,биилх,йӧктыны
1099,sich trennen::V,хаһцх,торьясьны
1100,verlassen::V,хайх,кольны
1101,retten::V,әм аврх,мынтны
1102,retten::V,әәмшгәс харсх,мынтны
1103,bewachen::V,харх,смекайтны
1104,bewachen::V,манх,смекайтны
1105,schützen::V,харсх,дорйыны
1106,verteidigen::V,харсх,дорйыны
1107,sich schlagen::V,гүвдлдх,тышкасьны
1108,schießen::V,хах,лыйны
1109,siegen::V,диилх,вермыны
1110,ärgern::V,уурлулх,лӧгӧтны
1111,schlagen::V,цокх,базнитны
1112,schlagen::V,гүвдх,базнитны
1113,stechen::V,хатхх,бытшкыны
1114,stoßen::V,түлкчкх,тапкыны
1115,stoßen::V,түлкчкх,тойыштны
1116,stehlen::V,хулхалх,гусявны
1117,stören::V,һә болх,костіавны
1118,belästigen::V,амр эс өгх,назыляйтны
1119,verbergen::V,нуух,дзебны
1120,verbergen::V,бултулх,дзебны
1121,täuschen::V,меклх,бӧбӧтны
1122,täuschen::V,меклх,пӧрьявны
1123,betrügen::V,меклх,муклачитны
1124,betrügen::V,мек һарһх,муклачитны
1125,töten::V,алх,вийны
1126,wohnen::V,бәәх,овны
1127,arbeiten::V,көдлх,уджавны
1128,sammeln::V,түүх,ӧктыны
1129,pflücken::V,түүх,судзлавны
1130,pflücken::V,хурах,судзлавны
1131,jagen::V,аңнх,вӧравны
1132,jagen::V,аңһучлх,вӧравны
1133,fischen::V,заһс аңнх,чериавны
1134,fassen::V,бәрх,кутны
1135,hüten::V,хәрүлх,вердны
1136,hüten::V,хәрүлх,йирсьӧтны
1137,treiben::V,туух,вашӧтны
1138,anbinden::V,уйх,кӧртавны
1139,füttern::V,теҗәх,вердны
1140,melken::V,саах,высьтыны
1141,melken::V,саах,чилькӧтны
1142,hacken::V,чавчх,керавны
1143,gießen::V,услх,киськавны
1144,reifen::V,болх,кисьмыны
1145,reifen::V,болвсрх,кисьмыны
1146,zubereiten::V,белдх,лӧсьӧтны
1147,kochen::V,чанх,пуны
1148,kochen::V,болһх,пуны
1149,backen::V,болһх,пӧжавны
1150,braten::V,хуурх,жаритны
1151,umrühren::V,самрх,соравны
1152,stricken::V,өлгх,домавны
1153,nähen::V,уйх,вурны
1154,färben::V,будх,краситны
1155,reinigen::V,цеврлх,весӧтны
1156,waschen::V,уһах,пеславны
1157,abwischen::V,арчх,чышкыны
1158,spülen::V,зәәлх,гывьявны
1159,fegen::V,сәвүрдх,чышкыны
1160,kehren::V,сәвүрдх,чышкыны
1161,baden::V,өөмх,купайтчыны 
1162,sich waschen::V,уһах,миссьыны
1163,sich waschen::V,бийән уһаҗ,миссьыны
1164,ausziehen::V,тәәлх,гыжтӧтны
1165,ausziehen::V,тәәлх,пӧрччавны
1166,anziehen::V,өмсх,пасьтавны
1167,sich anziehen::V,хувцлх,пасьтасьны
1168,kämmen::V,самлх,сынавны
1169,schmücken::V,чимх,баситны
1170,schmücken::V,кеерүлх,баситны
1171,sagen::V,келх,висьтавны
1172,sprechen::V,келх,шуны
1173,reden::V,күүндх,баитны
1174,reden::V,күр_кех,баитны
1175,sich unterhalten::V,күүндх,сёрнитны
1176,fragen::V,сурх,юавны
1177,bitten::V,эрх,корны
1178,erzählen::V,келх,висьтавны
1179,erzählen::V,келҗ өгх,висьтавны
1180,mitteilen::V,медүлх,висьтавны
1181,nennen::V,нерәдх,нимтны
1182,nennen::V,нер өгх,нимтны
1183,rufen::V,дуудх,китсавны
1184,rufen::V,дуудх,корны
1185,rufen::V,дуудх,чукӧстны
1186,prahlen::V,көөрх,ошшасьны
1187,übersetzen::V,орчулх,вуджӧтны
1188,denken::V,санх,чайтны
1189,glauben::V,шүтх,веритны
1190,glauben::V,нәәлх,веритны
1191,bemerken::V,темдглх,казявны
1192,erkennen::V,таньх,тӧдсавны
1193,erkennen::V,медх,тӧдсавны
1194,begreifen::V,медх,вежӧртны
1195,verstehen::V,соңсх,кывны
1196,lernen::V,сурх,велӧтчыны
1197,wissen::V,медх,тӧдны
1198,sich erinnern an::V,санх,касьтывны
1199,vergessen::V,мартх,вунӧтны
1200,messen::V,кемҗәлх,меряйтны
1201,zählen::V,тоолх,лыддьыны
1202,rechnen::V,тоолх,лыддьыны
1203,lesen::V,умшх,лыддьӧтны
1204,malen::V,зурх,
1205,zeichnen::V,зурх,гижмавны
1206,schreiben::V,бичх,гижны
1207,besitzen::V,эзлх,лоны
1208,kaufen::V,хулдҗ авх,небны
1209,verkaufen::V,хулдх,вузавны
1210,verkaufen::V,гүүлгх,вузавны
1211,bezahlen::V,өгх,вештыны
1212,zahlen::V,өгх,вештыны
1213,beherrschen::V,эзлх,
1214,ertragen::V,даах,терпитны
1215,treten::V,,чужьявны
