,Concept_ID,myv,ja
835,schwanken::V,лыкамс,揺れる
836,schwanken::V,якамс,揺れる
837,schwingen::V,нурсемс,振動する
838,schwingen::V,лыкамс,振動する
839,fallen::V,прамс,落ちる
840,fallen::V,сяворемс,落ちる
841,brennen::V,паломс,燃える
842,rauchen::V,качадомс,煙を出す
843,regnen::V,пиземс,雨が降る
844,gefrieren::V,кельмемс,凍る
845,tauen::V,соламс,溶ける
846,schmelzen::V,соламс,溶ける
847,trocknen::V,коськемс,乾く
848,sieden::V,лакамс,沸く
849,sieden::V,пиксемс,沸く
850,faulen::V,наксадомс,腐る
851,verfaulen::V,наксадомс,朽ちる
852,reißen::V,сезневемс,切れる
853,versinken::V,ваямс,沈む
854,vergehen::V,ютамс,経つ
855,erscheinen::V,лисемс,現れる
856,verschwinden::V,ёмамс,消える
857,sinken::V,явамс,下がる
858,abnehmen::V,киремемс,減る
859,zunehmen::V,ламолгадомс,増える
860,zunehmen::V,раштамс,増える
861,steigen::V,куземс,上がる
862,steigen::V,кепсевемс,上がる
863,wachsen::V,касомс,伸びる
864,glänzen::V,цитнемс,輝く
865,funkeln::V,пиндолдомс,ぴかぴか光る
866,funkeln::V,цивтёрдомс,ぴかぴか光る
867,lärmen::V,шалномс,騒ぐ
868,läuten::V,гайгезевемс,鳴る
869,klingeln::V,чавомс баягас,鳴る
870,klirren::V,калдордомс,がらんがらんと鳴る
871,klirren::V,кальцяемс,がらんがらんと鳴る
872,brausen::V,лакамс,逆巻く
873,rauschen::V,лажномс,戦ぐ
874,klingen::V,гайгемс,鳴る
875,bellen::V,онгомс,吠える
876,heulen::V,урномс,きゃんきゃん鳴く
877,blasen::V,пувамс,吹く
878,pfeifen::V,вешкемс,口笛を吹く
879,schreien::V,пижнемс,叫ぶ
880,stöhnen::V,кувсемс,うめく
881,zittern::V,тарномс,震える
882,leben::V,эрямс,生きている
883,geboren werden::V,чачомс,生まれる
884,atmen::V,лексемс,呼吸する
885,trinken::V,симемс,飲む
886,essen::V,ярсамс,食べる
887,schlucken::V,нилемс,飲み込む
888,schlucken::V,порнемс,飲み込む
889,müde werden::V,сиземс,眠くなる
890,einschlafen::V,матедевемс,寝付く
891,schlafen::V,удомс,眠る
892,aufwachen::V,сыргоземс,目が覚める
893,aufstehen::V,стямс,起きる
894,sich erholen::V,оймсемс,休養する
895,krank werden::V,сэредезевемс,病気になる
896,krank sein::V,сэредемс,病気である
897,schmerzen::V,сэредемс,痛む
898,husten::V,козомс,咳をする
899,genesen::V,пичкамс,元気になる
900,sterben::V,куломс,死ぬ
901,sterben::V,куломс,亡くなる
902,umkommen::V,чавовомс,死亡する
903,umkommen::V,ёмамс,死亡する
904,sich bewegen::V,шаштомс,移動する
905,sich rühren::V,сыргамс,動く
906,sich erheben::V,куземс,立ち上がる
907,sich setzen::V,озамс,座る
908,hinfallen::V,прамс,転ぶ
909,hinfallen::V,сяворемс,転ぶ
910,laufen::V,якамс,歩く
911,schreiten::V,эскелямс,跨ぐ
912,schreiten::V,молемс,跨ぐ
913,spazierengehen::V,якамс,散歩する
914,eilen::V,эрзкалемс,急ぐ
915,eilen::V,капшамс,急ぐ
916,sich beeilen::V,капшамс,焦る
917,sausen::V,ливтямс,疾駆する
918,rennen::V,чийнемс,走る
919,rennen::V,ардтнемс,走る
920,springen::V,кирнявтнемс,跳ぶ
921,klettern::V,куземс,よじ登る
922,schaukeln::V,нурямс,ぶらんこに乗る
923,kriechen::V,ёзмолдомс,這う
924,schwimmen::V,уемс,泳ぐ
925,tauchen::V,чопавтомс,潜る
926,tauchen::V,чопавтнемс,潜る
927,rudern::V,миледемс,漕ぐ
928,fahren::V,ардомс,行く
929,fahren::V,ардомс,乗車する
930,fliegen::V,ливтямс,飛ぶ
931,gehen::V,туемс,行く
932,gehen::V,молемс,行く
933,weggehen::V,туемс,立ち去る
934,abfahren::V,туемс,出発する
935,anhalten::V,лоткамс,止まる
936,hineingehen::V,совамс,入る
937,eintreten::V,совамс,中に入る
938,eintreten::V,эскельдямс,中に入る
939,kommen::V,самс,来る
940,ankommen::V,самс,着く
941,ankommen::V,самс,到着する
942,ankommen::V,пачкодемс,着く
943,ankommen::V,пачкодемс,到着する
944,zurückkommen::V,велявтомс,帰る
945,bleiben::V,кадовомс,留まる
946,warten::V,учомс,待つ
947,erwarten::V,учомс,期待する
948,suchen::V,вешнемс,探る
949,finden::V,муемс,見つける
950,versuchen::V,варштамс,試す
951,vorbereiten::V,анокстамс,準備する
952,lieben::V,вечкемс,愛する
953,mögen::V,вечкемс,好きである
954,lachen::V,пейдемс,笑う
955,rühren::V,токамс седейс,感情を動かす
956,weinen::V,авардемс,泣く
957,schimpfen::V,сёвномс,叱る
958,sich ärgern::V,кежиявтнемс,怒る
959,sich ärgern::V,кежиявтнемс,腹を立てる
960,sich fürchten::V,пелемс,怖がる
961,fürchten::V,пелемс,恐れる
962,fliehen::V,оргодемс,逃げる
963,flüchten::V,ворьгодемс,逃亡する
964,flüchten::V,чадомс,逃亡する
965,sehen::V,неемс,見る
966,anschauen::V,ваномс,眺める
967,ansehen::V,ваномс,見る
968,hören::V,марямс,聞く
969,zuhören::V,кунсоломс,聴く
970,probieren::V,варшамс,食べてみる
971,riechen::V,никсемс,気取る
972,fühlen::V,марямс,感じる
973,scheinen::V,марявомс,ように見える
974,zu sehen sein::V,неявомс,見える
975,vernehmen::V,марямс,承る
976,frieren::V,кельмемс,寒気がする
977,tun::V,теемс,する
978,können::V,маштомс,出来る
979,wollen::V,бажамс,-たい
980,anfangen::V,кармамс,始める
981,beenden::V,прядомс,終える
982,aufhören::V,лоткамс,止める
983,gelingen::V,удаламс,成功する
984,geraten::V,лисемс,当たる
985,öffnen::V,панжомс,開く
986,öffnen::V,панжомс,開ける
987,schließen::V,пекстамс,閉める
988,schließen::V,сёлгомс,閉める
989,schließen::V,конямс,閉める
990,stellen::V,аравтомс,置く
991,stellen::V,аравтомс,据える
992,setzen::V,ойсевтемс,座らせる
993,setzen::V,озавтнемс,座らせる
994,legen::V,путомс,置く
995,berühren::V,токамс,触る
996,berühren::V,токамс,触れる
997,verbinden::V,содомс,結びつける
998,bedecken::V,вельтямс,覆う
999,aufhängen::V,понгавтомс,掛ける
1000,anzünden::V,кирвастемс,燃やす
1001,anzünden::V,кирвастемс,火をつける
1002,aufheben::V,кепедемс,拾う
1003,zurücklassen::V,кадомс,残す
1004,verlieren::V,ёмавтомс,無くす
1005,fallen lassen::V,правтомс,落とす
1006,machen::V,теемс,作る
1007,herstellen::V,анокстамс,製造する
1008,bauen::V,путомс,建設する
1009,reparieren::V,витемс,直す
1010,reparieren::V,витемс,修理する
1011,verbessern::V,паролгавтомс,改良する
1012,verbessern::V,вадрялгавтомс,改良する
1013,ändern::V,полавтомс,変える
1014,graben::V,чувомс,掘る
1015,graben::V,таргамс,掘る
1016,beugen::V,мендемс,折る
1017,biegen::V,комавтомс,曲げる
1018,drehen::V,чаравтомс,回す
1019,drehen::V,велявтнемс,回す
1020,wenden::V,велявтомс,裏返す
1021,umdrehen::V,велявтомс,裏返す
1022,heben::V,кепедемс,挙げる
1023,hochheben::V,кепедемс,持ち上げる
1024,ergreifen::V,кундамс,取り上げる
1025,halten::V,кирдемс,持つ
1026,drücken::V,нуемс,押す
1027,schieben::V,шаштомс,ずらす
1028,kratzen::V,ангордамс,引っ掻く
1029,lecken::V,нолсемс,なめる
1030,beißen::V,сускомс,噛む
1031,abreißen::V,сеземс,剝ぎ取る
1032,abschneiden::V,печкемс,切り取る
1033,binden::V,кодамс,縛る
1034,binden::V,сюлмамс,縛る
1035,stecken::V,сялгомс,差し込む
1036,brechen::V,синдемс,破る
1037,brechen::V,калавтомс,破る
1038,klopfen::V,калтаямс,とんとん叩く
1039,hauen::V,чавомс,叩く
1040,kleben::V,педявтнемс,貼る
1041,kleben::V,педявтнемс,くっ付ける
1042,reiben::V,ёзамс,擦る
1043,streichen::V,вадемс,塗る
1044,schleifen::V,човамс,研ぐ
1045,schneiden::V,керямс,切る
1046,rütteln::V,чукамс,揺さぶる
1047,rütteln::V,лыкавтомс,揺さぶる
1048,schütteln::V,чукамс,振る
1049,schütteln::V,чукамс,揺さぶる
1050,schwenken::V,яхолемс,振る
1051,schütten::V,каямс,注ぐ
1052,füllen::V,пештямс,いっぱいにする
1053,einwickeln::V,тапарямс,包む
1054,tragen::V,кандомс,運ぶ
1055,schleppen::V,ускомс,引きずる
1056,ziehen::V,ускомс,引く
1057,aufbewahren::V,ванстомс,預かる
1058,werfen::V,ёртомс,投げる
1059,fangen::V,кундамс,受ける
1060,packen::V,кундамс,掴む
1061,verstecken::V,кекшемс,隠す
1062,teilen::V,явомс,分ける
1063,schicken::V,кучомс,送る
1064,bringen::V,кандомс,持って行く
1065,hinzufügen::V,путомс,加える
1066,hinzufügen::V,максомс,加える
1067,bekommen::V,саемс,得る
1068,erhalten::V,саемс,受ける
1069,nehmen::V,саемс,取る
1070,wählen::V,кочкамс,選ぶ
1071,auswählen::V,кочкамс,選ぶ
1072,bewahren::V,ванстомс,保存する
1073,behindern::V,кирдемс,妨害する
1074,verderben::V,коламс,台無しにする
1075,beschädigen::V,теемс зыян,損傷する
1076,zerbrechen::V,коламс,割る
1077,zerreißen::V,сеземс,引き裂く
1078,zerstören::V,калавтомс,破壊する
1079,verbrennen::V,пултамс,焼く
1080,geben::V,максомс,上げる
1081,reichen::V,максомс,渡す
1082,schenken::V,каземс,贈る
1083,versprechen::V,алтамс,約束する
1084,wünschen::V,арсемс,望む
1085,loben::V,шнамс,褒める
1086,küssen::V,палсемс,キスする
1087,wiegen::V,нурсемс,揺する
1088,zudecken::V,тавадомс,覆う
1089,zudecken::V,вельтямс,覆う
1090,wecken::V,стявтомс,起こす
1091,zeigen::V,невтемс,見せる
1092,führen::V,ветямс,案内する
1093,lehren::V,тонавтомс,教える
1094,unterrichten::V,тонавтомс,通知する
1095,aufziehen::V,трямс,育てる
1096,aufziehen::V,кастомс,育てる
1097,leiten::V,ветямс,導く
1098,leiten::V,азоркстамс,導く
1099,antreiben::V,ветямс,励ます
1100,lassen::V,кармавтомс,～させる
1101,einladen::V,тердемс,誘う
1102,einladen::V,тердемс,招待する
1103,vereinigen::V,вейсэндямс,一つにする
1104,vereinigen::V,вейс путомс,一つにする
1105,vereinigen::V,вейс пурнамс,一つにする
1106,besuchen::V,варштамс,訪ねる
1107,treffen::V,вастомс,出会う
1108,sich versammeln::V,промокшномс,集まる
1109,spielen::V,налксемс,遊ぶ
1110,singen::V,морамс,歌う
1111,tanzen::V,киштемс,踊る
1112,sich trennen::V,явомс,別れる
1113,verlassen::V,кадомс,別れる
1114,retten::V,идемс,救う
1115,retten::V,идемс,助ける
1116,bewachen::V,ванстомс,見張る
1117,bewachen::V,ванстомс,軽微する
1118,schützen::V,аштемс,保護する
1119,verteidigen::V,ваномс,守る
1120,sich schlagen::V,тюремс,殴る
1121,schießen::V,ледемс,撃つ
1122,siegen::V,изнямс,勝つ
1123,ärgern::V,кежейгавтомс,怒らせる
1124,schlagen::V,токамс,殴る
1125,treten::V,тапамс,蹴る
1126,stechen::V,пупамс,突く
1127,stoßen::V,тулкадемс,突く
1128,stehlen::V,саламс,盗る
1129,stören::V,пирямс ки,構う
1130,belästigen::V,а максомс,邪魔する
1131,belästigen::V,а кадомс оймамо,邪魔する
1132,verbergen::V,сёпомс,隠す
1133,verbergen::V,кекшемс,隠す
1134,täuschen::V,манямс,だます
1135,betrügen::V,манчемс,だます
1136,töten::V,чавномс,殺す
1137,töten::V,маштнемс,殺す
1138,wohnen::V,эрямс,住む
1139,arbeiten::V,важодемс,働く
1140,sammeln::V,пурнамс,集める
1141,sammeln::V,пурнамс,収集する
1142,pflücken::V,ноцковтнемс,摘む
1143,jagen::V,кундамс,狩りをする
1144,fischen::V,калонь кундамс,釣る
1145,fassen::V,кундамс,捕る
1146,hüten::V,ваномс,放牧する
1147,treiben::V,панемс,追う
1148,anbinden::V,сюлмамс,繋ぐ
1149,füttern::V,андомс,餌をやる
1150,melken::V,потявтомс,搾乳する
1151,hacken::V,лазномс,刻む
1152,gießen::V,валомс,水をやる
1153,reifen::V,кенеремс,熟す
1154,zubereiten::V,анокстамс,調理する
1155,kochen::V,пидемс,煮る
1156,backen::V,пидемс,焼く
1157,braten::V,пуштамс,焼く
1158,braten::V,пуштамс,炒める
1159,umrühren::V,човорямс,混ぜる
1160,stricken::V,кодамс,編む
1161,nähen::V,стамс,縫う
1162,färben::V,артомс,染める
1163,reinigen::V,урядамс,掃除する
1164,waschen::V,муськемс,洗う
1165,waschen::V,муськемс,洗濯する
1166,abwischen::V,нардамс,拭く
1167,spülen::V,ёрвалдомс,洗う
1168,spülen::V,ёрвалдомс,すすぐ
1169,fegen::V,тенсемс,掃除する
1170,kehren::V,тенсемс,掃く
1171,baden::V,экшелямс,入浴する
1172,sich waschen::V,шлямс,洗う
1173,ausziehen::V,кайсевтемс,脱ぐ
1174,anziehen::V,оршамс,着る
1175,sich anziehen::V,оршамс,着る
1176,kämmen::V,судрямс,梳く
1177,schmücken::V,мазылгавтомс,飾る
1178,schmücken::V,наряжамс,飾る
1179,sagen::V,меремс,言う
1180,sprechen::V,кортамс,話す
1181,reden::V,кортамс,話す
1182,sich unterhalten::V,кортнемс,話をする
1183,fragen::V,кевкстемс,聞く
1184,bitten::V,вешемс,頼む
1185,bitten::V,вешемс,お願いする
1186,erzählen::V,ёвтнемс,物語る
1187,mitteilen::V,ёвтамс,伝える
1188,nennen::V,лемдемс,名づける
1189,nennen::V,путомс лем,名づける
1190,rufen::V,тердемс,呼ぶ
1191,rufen::V,серьгедемс,呼ぶ
1192,prahlen::V,шнамс пря,自慢する
1193,übersetzen::V,ютавтомс,訳す
1194,denken::V,арсемс,考える
1195,glauben::V,кемемс,信じる
1196,bemerken::V,неемс,気が付く
1197,erkennen::V,содамс,認識する
1198,begreifen::V,пачкодемс,分かる
1199,verstehen::V,чарькодемс,聞き取る
1200,lernen::V,тонавтнемс,学ぶ
1201,lernen::V,тонавтнемс,勉強する
1202,wissen::V,содамс,知っている
1203,sich erinnern an::V,ледстямс,思い出す
1204,vergessen::V,стувтомс,忘れる
1205,messen::V,онкстнемс,計る
1206,messen::V,онкстнемс,測定する
1207,zählen::V,ловомс,数える
1208,rechnen::V,ловомс,計算する
1209,lesen::V,ловномс,読む
1210,malen::V,рисовамс,描く
1211,zeichnen::V,рисовамс,写生する
1212,schreiben::V,сёрмадомс,書く
1213,besitzen::V,улемс,所持する
1214,besitzen::V,улемс азорокс,所持する
1215,kaufen::V,рамамс,買う
1216,verkaufen::V,миемс,売る
1217,bezahlen::V,пандомс,払う
1218,zahlen::V,пандомс,支払う
1219,beherrschen::V,азоркстамс,支配する
1220,ertragen::V,кирдемс,耐える
