,Concept_ID,lt,br
789,noch::ADV,dar,c'hoazh
790,nur::ADV,tik,hepken
791,nur::ADV,vien,hepken
792,schon::ADV,jau,dija
793,wieder::ADV,vėl,adarre
794,wieder::ADV,iš naujo,adarre
795,vergebens::ADV,veltui,
796,vergebens::ADV,bergždžiai,
797,vor::PRP,prieš,dirak
798,hinter::PRP,už,a-drek
799,hinter::PRP,už,a-dreñv
800,unter::PRP,po,dindan
801,durch::PRP,pro,dre
802,durch::PRP,per,dre
803,neben::PRP,prie,e-kichen
804,neben::PRP,šalia,e-kichen
805,zwischen::PRP,tarp,etre
806,wegen::PRP,dėl,abalamour da
807,wegen::PRP,dėlei,abalamour da
808,dies::PRN,šis,hemañ
809,dies::PRN,šitas,hemañ
810,das::PRN,tat,se
811,das::PRN,tat,hennezh
812,alles::PRN,visas,pep tra
813,ich::PRN,aš,me
814,du::PRN,tu,te
815,er::PRN,jis,eñ
816,wir::PRN,mes,ni
817,ihr::PRN,jūs,c'hwi
818,sie::PRN,ji,int
819,sie::PRN,jos,int
820,was::FPRN,kas,petra
821,wer::FPRN,kas,piv
822,wo::FADV,kur,pelec'h
823,wohin::FADV,kur,da belec'h
824,wohin::FADV,kur link,da belec'h
825,wie::FADV,kaip,penaos
826,warum::FADV,kod̃ėl,perak
827,warum::FADV,dėl ko,perak
828,wieviel::FNUM,kiek,pet
829,eins::NUM,vienas,unan
830,zwei::NUM,du,daou
831,drei::NUM,trys,tri
832,vier::NUM,keturi,pevar
833,fünf::NUM,penki,pemp
834,sechs::NUM,šeši,c'hwec'h
835,sieben::NUM,septyni,seizh
836,acht::NUM,aštuoni,eizh
837,neun::NUM,devyni,nav
838,zehn::NUM,dešimt,dek
839,elf::NUM,vienuolika,unnek
840,zwölf::NUM,dvylika,daouzek
841,zwanzig::NUM,dvidešimt,ugent
842,dreißig::NUM,trisdešimt,tregont
843,vierzig::NUM,keturiasdešimt,daou-ugent
844,fünfzig::NUM,penkiasdešimt,hanter-kant
845,sechzig::NUM,šešiasdešimt,tri-ugent
846,siebzig::NUM,septyniasdešimt,dek ha tri-ugent
847,achtzig::NUM,aštuoniasdešimt,pevar-ugent
848,neunzig::NUM,devyniasdešimt,dek ha pevar-ugent
849,hundert::NUM,šimtas,kant
850,tausend::NUM,tūkstantis,mil
851,und::CNJ,ĩr,ha
852,oder::CNJ,ar,pe
853,oder::CNJ,arba,pe
854,stehen::V,stovėti,bezañ a-sav
855,sitzen::V,sėdėti,azezañ
856,sitzen::V,sėdėti,bezañ en e goazez
857,liegen::V,gulėti,bezañ en e c'hourvez
858,hängen::V,kyboti,krougañ
859,hängen::V,kabėti,krougañ
860,werden::V,taptis,dazonet
861,werden::V,darytis,dazonet
862,passieren::V,atsitikti,c'hoarvezout
863,passieren::V,pasitaikyti,c'hoarvezout
864,beginnen::V,prasid́ėti,stagañ
865,enden::V,baigtis,achuiñ
866,wechseln::V,keistis,cheñch
867,wechseln::V,pasikeisti,cheñch
868,aufgehen[Sonne]::V,tekėti,dirouzañ
869,aufgehen[Sonne]::V,patekėti,dirouzañ
870,untergehen[Sonne]::V,leistis,
871,untergehen[Sonne]::V,nusileisti,
872,scheinen[Sonne]::V,šviesti,lugernañ
873,donnern::V,griausti,taranal
874,donnern::V,griaudėti,taranal
875,wehen::V,pūsti,c'hwezhañ
876,strömen::V,lietis,deredek
877,strömen::V,plūsti,deredek
878,fließen::V,tekėti,redek
879,sich drehen::V,suktis,troiñ
880,sich drehen::V,pasisukti,troiñ
881,schwanken::V,svyruoti,trantellat
882,schwingen::V,suptis,froumal
883,fallen::V,pulti,kouezhañ
884,fallen::V,kristi,kouezhañ
885,brennen::V,degti,deviñ
886,rauchen::V,rūkyti,divogedañ
887,regnen::V,lyti,glavañ
888,gefrieren::V,užšalti,reviñ
889,tauen::V,tirpti,diskornañ
890,schmelzen::V,lydytis,teuziñ
891,trocknen::V,džiūti,sec'hañ
892,sieden::V,virti,berviñ
893,faulen::V,pūti,breinañ
894,verfaulen::V,švinkti,breinañ
895,reißen::V,plyšti,darnaouiñ
896,reißen::V,trūkti,darnaouiñ
897,versinken::V,skę̃sti,sodellañ
898,versinken::V,grimzti,sodellañ
899,vergehen::V,praeiti,tremen
900,erscheinen::V,pasirodyti,donet war-wel
901,verschwinden::V,dingti,monet diwar wel
902,verschwinden::V,išnykti,monet diwar wel
903,verschwinden::V,pranykti,monet diwar wel
904,sinken::V,kristi,en em izelat
905,abnehmen::V,mažėti,nebeutaat
906,abnehmen::V,silpnėti,nebeutaat
907,zunehmen::V,didėti,kreskiñ
908,zunehmen::V,padaugėti,kreskiñ
909,steigen::V,kilti,sevel
910,wachsen::V,augti,kreskiñ
911,glänzen::V,blizgėti,lugernañ
912,funkeln::V,žibėti,elieniñ
913,lärmen::V,triukšmauti,rabotat
914,läuten::V,skambinti,
915,klingeln::V,skambinti,
916,klirren::V,žvangėti,diridignat
917,klirren::V,žvangėti,sterlinkañ
918,brausen::V,šniokšti,gwegal
919,rauschen::V,ošti,trouzal
920,rauschen::V,šlamėti,trouzal
921,klingen::V,skardėti,seniñ
922,bellen::V,loti,harzhal
923,heulen::V,kaukti,yudal
924,heulen::V,staugti,yudal
925,blasen::V,pūsti,c'hwezhañ
926,pfeifen::V,švilpti,c'hwitellat
927,pfeifen::V,švilpauti,c'hwitellat
928,schreien::V,šaukti,huchal
929,stöhnen::V,dejuoti,hirvoudiñ
930,stöhnen::V,aimanuoti,hirvoudiñ
931,zittern::V,virpėti,krenañ
932,leben::V,gyventi,bevañ
933,geboren werden::V,gimti,genel
934,atmen::V,alsuoti,tennañ e anal
935,atmen::V,kvėpuoti,tennañ e anal
936,trinken::V,gerti,evañ
937,essen::V,valgyti,debriñ
938,schlucken::V,praryti,lonkañ
939,müde werden::V,nuvargti,skuizhañ
940,müde werden::V,privargti,skuizhañ
941,einschlafen::V,užmigti,menel kousket
942,schlafen::V,miegoti,kousket
943,aufwachen::V,pabusti,dihuniñ
944,aufstehen::V,keltis,sevel
945,aufstehen::V,atsikelti,sevel
946,sich erholen::V,pailsėti,diskuizhañ
947,sich erholen::V,poilsiauti,diskuizhañ
948,krank werden::V,susirgti,klañviñ
949,krank sein::V,sirgti,bezañ klañv
950,schmerzen::V,sopėti,skourjezañ
951,schmerzen::V,skaudėti,skourjezañ
952,husten::V,kosėti,pasaat
953,husten::V,kosėti,peudal
954,genesen::V,sveikti,pareañ
955,genesen::V,taisytis,pareañ
956,sterben::V,mirti,mervel
957,sterben::V,numirti,mervel
958,umkommen::V,žūti,perisañ
959,sich bewegen::V,judėti,bouljal
960,sich bewegen::V,pasijudinti,bouljal
961,sich rühren::V,krutėti,fiñval
962,sich erheben::V,pakilti,sevel
963,sich erheben::V,atsikelti,sevel
964,sich setzen::V,sėstis,azezañ
965,sich setzen::V,sėstis,mont en e goazez
966,sich setzen::V,atsisėsti,azezañ
967,sich setzen::V,atsisėsti,mont en e goazez
968,hinfallen::V,parkristi,kouezhañ
969,hinfallen::V,pargriūti,kouezhañ
970,laufen::V,eiti,redek
971,schreiten::V,žengti,kerzhet
972,schreiten::V,žingsniuoti,kerzhet
973,spazierengehen::V,pasivaikščioti,pourmen
974,eilen::V,skubėti,hastañ
975,sich beeilen::V,paskub́ėti,hastañ
976,sich beeilen::V,pasiskubinti,hastañ
977,sausen::V,dumti,karzhañ
978,sausen::V,lėkti,karzhañ
979,rennen::V,bėgti,redek
980,springen::V,šokti,lammat
981,klettern::V,kopti,krimpat
982,schaukeln::V,supti,brañsellat
983,schaukeln::V,linguoti,brañsellat
984,kriechen::V,ropoti,skrampañ
985,kriechen::V,šliaužti,skrampañ
986,schwimmen::V,plaukti,neuial
987,tauchen::V,nerti,splujañ
988,rudern::V,irtis,roeñvat
989,rudern::V,irkluoti,roeñvat
990,fahren::V,važiuoti,kas
991,fahren::V,važiuoti,bleniañ
992,fahren::V,važinėti,kas
993,fahren::V,važinėti,bleniañ
994,fliegen::V,lėkti,nijal
995,fliegen::V,skristi,nijal
996,gehen::V,eiti,mont
997,weggehen::V,išeiti,mont kuit
998,abfahren::V,išvykti,mont kuit
999,abfahren::V,išvažiuoti,mont kuit
1000,anhalten::V,sustoti,chom a-sav
1001,hineingehen::V,įeiti,monet e-barzh
1002,eintreten::V,įžengti,monet e-barzh
1003,kommen::V,ateiti,dont
1004,ankommen::V,ateiti,erruout
1005,zurückkommen::V,grį̃žti,addonet
1006,zurückkommen::V,sugrį̃žti,addonet
1007,bleiben::V,likti,chom
1008,bleiben::V,pasilikti,chom
1009,warten::V,laukti,gortoz
1010,erwarten::V,laukti,gortoz
1011,suchen::V,ieškoti,klask
1012,finden::V,rasti,kavout
1013,finden::V,surasti,kavout
1014,versuchen::V,mėginti,klask
1015,vorbereiten::V,rengti,aozañ
1016,lieben::V,myĺėti,karout
1017,mögen::V,ḿėgti,karout
1018,mögen::V,patikti,karout
1019,lachen::V,juoktis,c'hoarzin
1020,rühren::V,jaudinti,tenerañ
1021,rühren::V,graudinti,tenerañ
1022,weinen::V,verkti,gouelañ
1023,schimpfen::V,bartis,krozal
1024,sich ärgern::V,pykti,fachañ
1025,sich ärgern::V,pykti,en em fachañ
1026,sich ärgern::V,apmaudauti,fachañ
1027,sich ärgern::V,apmaudauti,en em fachañ
1028,sich fürchten::V,bijoti,
1029,sich fürchten::V,baimintis,
1030,fürchten::V,bijoti,
1031,fürchten::V,baimintis,
1032,fliehen::V,bėgti,tec'het
1033,fliehen::V,sprukti,tec'het
1034,flüchten::V,pabėgti,tuzañ
1035,sehen::V,žiūŕėti,gwelet
1036,anschauen::V,žiūŕėti,sellout ouzh
1037,ansehen::V,žiūrėti į,sellout ouzh
1038,ansehen::V,pažiūrėti į,sellout ouzh
1039,hören::V,girdėti,klevet
1040,zuhören::V,klausytis,selaou
1041,probieren::V,ragauti,blasa
1042,probieren::V,paragauti,blasa
1043,riechen::V,uosti,klevet
1044,riechen::V,užuosti,klevet
1045,fühlen::V,justi,santout
1046,fühlen::V,jausti,santout
1047,fühlen::V,pajusti,santout
1048,scheinen::V,rodytis,diskouez bezañ
1049,scheinen::V,atrodyti,diskouez bezañ
1050,zu sehen sein::V,pasirodyti,bezañ gwelus
1051,vernehmen::V,išgirsti,merzhañ
1052,frieren::V,šalti,anoued
1053,tun::V,daryti,ober
1054,können::V,galėti,gouzout
1055,können::V,pajėgti,gouzout
1056,wollen::V,norėti,fellout da
1057,wollen::V,norėti,kaout c'hoant da
1058,anfangen::V,pradėti,kregiñ
1059,anfangen::V,prasid́ėti,kregiñ
1060,beenden::V,baigti,achuiñ
1061,beenden::V,užbaigti,achuiñ
1062,aufhören::V,liautis,paouez
1063,gelingen::V,pavykti,
1064,gelingen::V,pasisekti,
1065,geraten::V,nusisekti,
1066,öffnen::V,atverti,digeriñ
1067,öffnen::V,atidaryti,digeriñ
1068,schließen::V,uždaryti,serriñ
1069,stellen::V,statyti,lakaat
1070,stellen::V,pastatyti,lakaat
1071,setzen::V,sodinti,lakaat
1072,setzen::V,pasodinti,lakaat
1073,legen::V,dėti,lakaat
1074,legen::V,pad́ėti,lakaat
1075,berühren::V,liesti,touch
1076,berühren::V,paliesti,touch
1077,verbinden::V,jungti,eren
1078,verbinden::V,surišti,eren
1079,bedecken::V,uždengti,goloiñ
1080,aufhängen::V,pakarti,istribilhañ
1081,aufhängen::V,pakabinti,istribilhañ
1082,anzünden::V,padegti,alumiñ
1083,anzünden::V,padegti,c'hwezzañ
1084,aufheben::V,pakelti,dastum
1085,zurücklassen::V,palikti,lezel
1086,verlieren::V,pamesti,koll
1087,fallen lassen::V,atsisakyti,laoskel
1088,fallen lassen::V,atsisakyti,lezel da gouezhel
1089,machen::V,dirbti,ober
1090,herstellen::V,gaminti,fardañ
1091,bauen::V,statyti,sevel
1092,bauen::V,pastatyti,sevel
1093,reparieren::V,taisyti,adaozañ
1094,reparieren::V,remontuoti,adaozañ
1095,verbessern::V,gerinti,gwellaat
1096,verbessern::V,ištaisyti,gwellaat
1097,ändern::V,keisti,cheñch
1098,ändern::V,pakeisti,cheñch
1099,graben::V,kasti,kleuzañ
1100,beugen::V,lenkti,plegañ
1101,beugen::V,palenkti,plegañ
1102,biegen::V,lenkti,krommañ
1103,biegen::V,palenkti,krommañ
1104,drehen::V,sukti,treiñ
1105,wenden::V,kreipti,treiñ
1106,wenden::V,pakreipti,treiñ
1107,umdrehen::V,sukti,treiñ
1108,umdrehen::V,apversti,treiñ
1109,heben::V,kelti,sevel
1110,heben::V,pakelti,sevel
1111,hochheben::V,pakelti,sevel
1112,ergreifen::V,čiupti,kemer
1113,ergreifen::V,griebti,kemer
1114,halten::V,laikyti,dalc'hen
1115,halten::V,palaikyti,dalc'hen
1116,drücken::V,spausti,bountañ
1117,schieben::V,stumti,poulzañ
1118,kratzen::V,kasyti,skrabat
1119,kratzen::V,grandyti,skrabat
1120,lecken::V,laižyti,lipat
1121,beißen::V,kandžioti,kregiñ
1122,abreißen::V,nuplėšti,diframmañ
1123,abschneiden::V,atpjauti,troc'hañ
1124,abschneiden::V,atkirpti,troc'hañ
1125,binden::V,rišti,stagañ
1126,binden::V,surišti,stagañ
1127,stecken::V,kišti,sankañ
1128,stecken::V,įkišti,sankañ
1129,brechen::V,lūžti,darnaouiñ
1130,brechen::V,laužyti,darnaouiñ
1131,klopfen::V,belsti,skoiñ
1132,klopfen::V,barbenti,skoiñ
1133,hauen::V,mušti,dornañ
1134,kleben::V,lipdyti,pegañ
1135,kleben::V,klijuoti,pegañ
1136,reiben::V,trinti,taravat
1137,reiben::V,trinti,trekiñ
1138,reiben::V,tarkuoti,taravat
1139,reiben::V,tarkuoti,trekiñ
1140,streichen::V,tepti,toazañ
1141,streichen::V,užtepti,toazañ
1142,schleifen::V,galą́sti,lemmañ
1143,schneiden::V,pjauti,troc'hañ
1144,schneiden::V,kirpti,troc'hañ
1145,rütteln::V,purtyti,tordorosañ
1146,schütteln::V,purtyti,hejañ
1147,schwenken::V,mojuoti,
1148,schütten::V,pilti,diskargañ
1149,schütten::V,berti,diskargañ
1150,füllen::V,pildyti,kargañ
1151,füllen::V,pripildyti,kargañ
1152,einwickeln::V,įvynioti,gronnañ
1153,einwickeln::V,suvynioti,gronnañ
1154,tragen::V,nešti,dougen
1155,tragen::V,nešioti,dougen
1156,schleppen::V,vilkti,stlejal
1157,ziehen::V,tempti,sachañ
1158,aufbewahren::V,laikyti,miret
1159,werfen::V,mesti,teuler
1160,werfen::V,sviesti,teuler
1161,fangen::V,sugauti,tapañ
1162,packen::V,čiupti,krapat
1163,packen::V,griebti,krapat
1164,verstecken::V,slėpti,kuzhat
1165,verstecken::V,slapstyti,kuzhat
1166,teilen::V,dalyti,rannañ
1167,teilen::V,padalyti,rannañ
1168,schicken::V,sių̃sti,kas
1169,schicken::V,pasių̃sti,kas
1170,bringen::V,atnešti,degas
1171,hinzufügen::V,pridėti,lakat ouzhpenn
1172,bekommen::V,gauti,kaout
1173,erhalten::V,gauti,kaout
1174,nehmen::V,paimti,kemer
1175,wählen::V,rinkti,choaz
1176,wählen::V,išsirinkti,choaz
1177,auswählen::V,išrinkti,dibab
1178,bewahren::V,išsaugoti,mirout
1179,behindern::V,trukdyti,diaezañ
1180,verderben::V,sugadinti,lovrañ
1181,beschädigen::V,žaloti,gwallegañ
1182,beschädigen::V,gadinti,gwallegañ
1183,zerbrechen::V,sukulti,torriñ
1184,zerbrechen::V,sudaužyti,torriñ
1185,zerreißen::V,perplėšti,diroegiñ
1186,zerreißen::V,suplėšyti,diroegiñ
1187,zerstören::V,suardyti,distrujañ
1188,zerstören::V,sugriauti,distrujañ
1189,verbrennen::V,deginti,deviñ
1190,verbrennen::V,sudeginti,deviñ
1191,geben::V,duoti,reiñ
1192,geben::V,paduoti,reiñ
1193,reichen::V,paduoti,
1194,schenken::V,dovanoti,donezonañ
1195,versprechen::V,žadėti,prometiñ
1196,versprechen::V,pažadėti,prometiñ
1197,wünschen::V,norėti,hetiñ
1198,wünschen::V,linḱėti,hetiñ
1199,loben::V,girti,feurmiñ
1200,loben::V,pagirti,feurmiñ
1201,küssen::V,bučiuoti,pokat
1202,wiegen::V,supti,pouezañ
1203,zudecken::V,užkloti,goloiñ
1204,zudecken::V,uždengti,goloiñ
1205,wecken::V,žadinti,dihuniñ
1206,zeigen::V,rodyti,diskouez
1207,führen::V,vesti,kas
1208,führen::V,vadovauti,kas
1209,lehren::V,mokyti,deskiñ
1210,lehren::V,išmokyti,deskiñ
1211,unterrichten::V,dėstyti,kelenn
1212,aufziehen::V,išauginti,
1213,leiten::V,valdyti,bleinañ
1214,leiten::V,vadovauti,bleinañ
1215,antreiben::V,uiti,poulzañ
1216,antreiben::V,raginti,poulzañ
1217,antreiben::V,skubinti,poulzañ
1218,lassen::V,paliepti,leuskel
1219,einladen::V,kviesti,pediñ
1220,einladen::V,pakviesti,pediñ
1221,vereinigen::V,sujungti,unisañ
1222,vereinigen::V,suvienyti,unisañ
1223,besuchen::V,lankyti,gweladenniñ
1224,besuchen::V,aplankyti,gweladenniñ
1225,treffen::V,sutikti,kejal
1226,treffen::V,sutikti,ankontrañ
1227,treffen::V,pasitikti,kejal
1228,treffen::V,pasitikti,ankontrañ
1229,sich versammeln::V,susirinkti,bodennañ
1230,spielen::V,groti,c'hoari
1231,spielen::V,žaisti,c'hoari
1232,singen::V,dainuoti,kanañ
1233,tanzen::V,šokti,dañsal
1234,sich trennen::V,skirtis,dispartiañ
1235,sich trennen::V,išsiskirti,dispartiañ
1236,verlassen::V,palikti,lezel
1237,retten::V,gelbėti,saveteiñ
1238,bewachen::V,sergėti,mesa
1239,schützen::V,ginti,diwall
1240,schützen::V,apginti,diwall
1241,verteidigen::V,ginti,difenn
1242,verteidigen::V,apginti,difenn
1243,sich schlagen::V,muštis,lopañ
1244,schießen::V,šauti,
1245,schießen::V,šaudyti,
1246,siegen::V,nugalėti,trec'hiñ
1247,ärgern::V,pykinti,hegasiñ
1248,schlagen::V,mušti,skeiñ
1249,schlagen::V,smogti,skeiñ
1250,schlagen::V,trenkti,skeiñ
1251,treten::V,mygti,botaouiñ
1252,stechen::V,gelti,pikat
1253,stechen::V,smeigti,pikat
1254,stoßen::V,stumti,stokañ
1255,stoßen::V,pastumti,stokañ
1256,stehlen::V,vogti,laerezh
1257,stören::V,trikdyti,direnkañ
1258,belästigen::V,apsunkinti,dregasiñ
1259,verbergen::V,slėpti,skoachañ
1260,verbergen::V,paslėpti,skoachañ
1261,täuschen::V,klaidinti,tromplañ
1262,betrügen::V,apgauti,lorbañ
1263,töten::V,žudyti,lazhañ
1264,töten::V,nužudyti,lazhañ
1265,wohnen::V,gyventi,bezañ o chom
1266,arbeiten::V,dirbti,labourat
1267,arbeiten::V,triūsti,labourat
1268,sammeln::V,rinkti,dastum
1269,pflücken::V,skinti,kuntuilhañ
1270,pflücken::V,raškyti,kuntuilhañ
1271,jagen::V,medžioti,chaseal
1272,fischen::V,žvejoti,pesketa
1273,fassen::V,sučiupti,pakañ
1274,hüten::V,ganyti,geota
1275,treiben::V,ginti,
1276,anbinden::V,pririšti,stagañ
1277,füttern::V,šerti,boueta
1278,melken::V,melžti,goro
1279,hacken::V,kapoti,difrakal
1280,gießen::V,lieti,dourañ
1281,gießen::V,laistyti,dourañ
1282,reifen::V,nokti,azviñ
1283,reifen::V,sirpti,azviñ
1284,zubereiten::V,ruošti,keginañ
1285,zubereiten::V,gaminti,keginañ
1286,kochen::V,virti,poazhañ
1287,kochen::V,virinti,poazhañ
1288,backen::V,kepti,fritañ
1289,braten::V,kepti,rostañ
1290,braten::V,kepinti,rostañ
1291,umrühren::V,maišyti,
1292,umrühren::V,pamaišyti,
1293,stricken::V,megzti,stammañ
1294,nähen::V,siūti,gwriat
1295,färben::V,dažyti,livañ
1296,färben::V,nudažyti,livañ
1297,reinigen::V,valyti,naetañ
1298,reinigen::V,švarinti,naetañ
1299,waschen::V,plauti,gwalc'hiñ
1300,waschen::V,mazgoti,gwalc'hiñ
1301,waschen::V,skalbti,gwalc'hiñ
1302,abwischen::V,nušluostyti,torchañ
1303,spülen::V,plauti,disgwalc'hiñ
1304,spülen::V,skalauti,disgwalc'hiñ
1305,fegen::V,šluoti,skubañ
1306,kehren::V,šluoti,skubañ
1307,baden::V,maudytis,kouronkañ
1308,sich waschen::V,praustis,en em walc'hiñ
1309,ausziehen::V,numauti,
1310,ausziehen::V,nuvilkti,
1311,anziehen::V,mauti,
1312,anziehen::V,apsivilkti,
1313,sich anziehen::V,rengtis,gwiskañ
1314,sich anziehen::V,apsirengti,gwiskañ
1315,kämmen::V,šukuoti,kribat
1316,schmücken::V,puošti,kinklañ
1317,schmücken::V,dabinti,kinklañ
1318,schmücken::V,gražinti,kinklañ
1319,sagen::V,tarti,larêt
1320,sagen::V,tarti,lavaret
1321,sprechen::V,kalbėti,komz
1322,reden::V,šnekėti,kaozeal
1323,sich unterhalten::V,kalbėtis,balbotal
1324,sich unterhalten::V,šnekučiuotis,balbotal
1325,fragen::V,klausti,goulenn
1326,bitten::V,prašyti,goulenn
1327,erzählen::V,pasakoti,kontañ
1328,mitteilen::V,skelbti,kemenn
1329,mitteilen::V,pranešti,kemenn
1330,nennen::V,vadinti,anviñ
1331,nennen::V,vardyti,anviñ
1332,rufen::V,šaukti,gelver
1333,rufen::V,kviesti,gelver
1334,prahlen::V,girtis,fougeal
1335,übersetzen::V,versti,treiñ
1336,übersetzen::V,išversti,treiñ
1337,denken::V,galvoti,soñjal
1338,glauben::V,manyti,krediñ
1339,glauben::V,tikėti,krediñ
1340,bemerken::V,pamatyti,apresevañ
1341,bemerken::V,pastebėti,apresevañ
1342,erkennen::V,pažinti,anavout
1343,erkennen::V,atpažinti,anavout
1344,begreifen::V,suvokti,meizañ
1345,verstehen::V,suprasti,kompren
1346,lernen::V,mokytis,deskiñ
1347,wissen::V,žinoti,gouzout
1348,sich erinnern an::V,prisiminti,kaout soñj e
1349,vergessen::V,užmiršti,ankouaat
1350,messen::V,matuoti,muzuliañ
1351,zählen::V,skaičiuoti,kontañ
1352,rechnen::V,skaičiuoti,jedañ
1353,lesen::V,skaityti,lenn
1354,malen::V,tapyti,livañ
1355,zeichnen::V,piešti,tresañ
1356,zeichnen::V,žymėti,tresañ
1357,zeichnen::V,braižyti,tresañ
1358,schreiben::V,rašyti,skrivañ
1359,besitzen::V,turėti,kaout
1360,kaufen::V,pirkti,prenañ
1361,verkaufen::V,parduoti,gwerzhañ
1362,bezahlen::V,apmokėti,paeañ
1363,zahlen::V,mokėti,paeañ
1364,beherrschen::V,valdyti,mestroniañ
1365,ertragen::V,kę̃sti,anduriñ
1366,ertragen::V,pakelti,anduriñ
1367,ertragen::V,iškę̃sti,anduriñ
