,Concept_ID,ca,hu
859,was::FPRN,què,mi
860,wer::FPRN,qui,ki
861,wo::FADV,on,hol
862,wohin::FADV,cap a on,hova
863,wie::FADV,com,hogy
864,wie::FADV,com,hogyan
865,warum::FADV,per què,miért
866,wieviel::FNUM,quant,hány
867,wieviel::FNUM,quant,mennyi
868,eins::NUM,u,egy
869,zwei::NUM,dos,kettő
870,drei::NUM,tres,három
871,vier::NUM,quatre,négy
872,fünf::NUM,cinc,öt
873,sechs::NUM,sis,hat
874,sieben::NUM,set,hét
875,acht::NUM,vuit,nyolc
876,neun::NUM,nou,kilenc
877,zehn::NUM,deu,tíz
878,elf::NUM,onze,tizenegy
879,zwölf::NUM,dotze,tizenkettő
880,zwanzig::NUM,vint,húsz
881,dreißig::NUM,trenta,harminc
882,vierzig::NUM,quaranta,negyven
883,fünfzig::NUM,cinquanta,ötven
884,sechzig::NUM,seixanta,hatvan
885,siebzig::NUM,setanta,hetven
886,achtzig::NUM,vuitanta,nyolcvan
887,neunzig::NUM,noranta,kilencven
888,hundert::NUM,cent,száz
889,tausend::NUM,mil,ezer
890,und::CNJ,i,és
891,und::CNJ,i,meg
892,oder::CNJ,o,vagy
893,stehen::V,estar de peu,áll
894,sitzen::V,seure,ül
895,liegen::V,jeure,fekszik
896,hängen::V,penjar,függ
897,werden::V,fer-se,lesz
898,werden::V,posar-se,lesz
899,passieren::V,succeir,történik
900,beginnen::V,iniciar-se,kezdődik
901,enden::V,acabar-se,végződik
902,enden::V,acabar-se,befejeződik
903,enden::V,terminar-se,végződik
904,enden::V,terminar-se,befejeződik
905,wechseln::V,canviar,változik
906,aufgehen[Sonne]::V,sortir,kel
907,untergehen[Sonne]::V,posar-se,lemegy
908,scheinen[Sonne]::V,brillar,süt
909,donnern::V,tronar,dörög
910,wehen::V,bufar,fúj
911,strömen::V,afluir,áramlik
912,fließen::V,fluir,folyik
913,sich drehen::V,girar,forog
914,schwanken::V,vacil·lar,inog
915,schwanken::V,vacil·lar,ingadozik
916,schwingen::V,oscil·lar,leng
917,fallen::V,caure,esik
918,fallen::V,tombar,esik
919,brennen::V,cremar,ég
920,rauchen::V,fumejar,füstöl
921,regnen::V,ploure,esik
922,gefrieren::V,gelar-se,megfagy
923,tauen::V,fondre's,olvad
924,schmelzen::V,fondre's,olvad
925,schmelzen::V,fondre's,elolvad
926,trocknen::V,assecar-se,szárad
927,sieden::V,bullir,forr
928,faulen::V,podrir-se,rothad
929,verfaulen::V,podrir-se,elrothad
930,verfaulen::V,podrir-se,megrothad
931,reißen::V,trencar-se,szakad
932,versinken::V,enfonsar-se,süllyed
933,versinken::V,enfonsar-se,elsüllyed
934,vergehen::V,passar,múlik
935,vergehen::V,passar,elmúlik
936,erscheinen::V,aparèixer,feltűnik
937,erscheinen::V,aparèixer,megjelenik
938,verschwinden::V,desaparèixer,letűnik
939,sinken::V,baixar,süllyed
940,sinken::V,descendir,süllyed
941,abnehmen::V,decréixer,apad
942,abnehmen::V,decréixer,csökken
943,zunehmen::V,augmentar,növekszik
944,zunehmen::V,augmentar,gyarapszik
945,steigen::V,pujar,emelkedik
946,wachsen::V,créixer,nő
947,wachsen::V,créixer,terem
948,wachsen::V,créixer,növekszik
949,glänzen::V,brillar,ragyog
950,glänzen::V,brillar,fénylik
951,glänzen::V,resplendir,ragyog
952,glänzen::V,resplendir,fénylik
953,funkeln::V,espurnejar,csillog
954,funkeln::V,espurnejar,tündöklik
955,lärmen::V,fer soroll,lármázik
956,läuten::V,sonar,cseng
957,klingeln::V,trucar,csenget
958,klirren::V,dringar,csörömpöl
959,brausen::V,rugir,zúg
960,brausen::V,rugir,morajlik
961,rauschen::V,murmurar,zúg
962,klingen::V,sonar,hangzik
963,bellen::V,lladrar,ugat
964,heulen::V,udolar,bőg
965,heulen::V,udolar,üvölt
966,blasen::V,bufar,fúj
967,pfeifen::V,xiular,fütyül
968,schreien::V,cridar,kiált
969,schreien::V,cridar,kiabál
970,stöhnen::V,gemegar,nyög
971,zittern::V,tremolar,remeg
972,zittern::V,tremolar,reszket
973,leben::V,vīure,él
974,geboren werden::V,néixer,születik
975,atmen::V,respirar,lélegzik
976,trinken::V,beure,iszik
977,essen::V,menjar,eszik
978,schlucken::V,empassar-se,nyel
979,müde werden::V,cansar-se,elfárad
980,müde werden::V,cansar-se,kifárad
981,einschlafen::V,adormir-se,elalszik
982,schlafen::V,dormir,alszik
983,aufwachen::V,despertar-se,felébred
984,aufstehen::V,llevar-se,felkel
985,sich erholen::V,descansar,pihen
986,krank werden::V,posar-se malalt,megbetegedik
987,krank werden::V,posar-se malalt,belebetegszik
988,krank sein::V,estar malalt,betegeskedik
989,schmerzen::V,doldre,fáj
990,husten::V,tossir,köhög
991,genesen::V,recuperar-se,meggyógyul
992,sterben::V,morir,hal
993,umkommen::V,perir,elpusztul
994,sich bewegen::V,moure's,mozog
995,sich rühren::V,moure's,mozdul
996,sich erheben::V,aixecar-se,feláll
997,sich erheben::V,aixecar-se,felemelkedik
998,sich setzen::V,asseure's,ül
999,sich setzen::V,asseure's,leül
1000,hinfallen::V,caure's,bukik
1001,hinfallen::V,caure's,elesik
1002,laufen::V,caminar,jár
1003,schreiten::V,procedir,lép
1004,spazierengehen::V,passejar,sétál
1005,eilen::V,anar corrent,siet
1006,sich beeilen::V,afanyar-se,siet
1007,sausen::V,córrer,robog
1008,rennen::V,córrer,fut
1009,rennen::V,córrer,szalad
1010,springen::V,saltar,ugrik
1011,klettern::V,escalar,kúszik
1012,schaukeln::V,gronxar-se,hintázik
1013,schaukeln::V,balancejar-se,hintázik
1014,kriechen::V,reptar,kúszik
1015,kriechen::V,arrossegar-se,kúszik
1016,schwimmen::V,nadar,úszik
1017,tauchen::V,bussejar,merül
1018,tauchen::V,submergir-se,merül
1019,rudern::V,remar,evez
1020,fahren::V,anar,jár
1021,fahren::V,anar,megy
1022,fahren::V,anar,utazik
1023,fliegen::V,volar,száll
1024,gehen::V,caminar,megy
1025,weggehen::V,anar-se'n,elmegy
1026,abfahren::V,partir,indul
1027,anhalten::V,aturar-se,megáll
1028,hineingehen::V,entrar,bemegy
1029,eintreten::V,entrar,belép
1030,kommen::V,venir,jön
1031,ankommen::V,arribar,érkezik
1032,ankommen::V,arribar,megérkezik
1033,zurückkommen::V,tornar,visszajön
1034,bleiben::V,quedar-se,marad
1035,bleiben::V,quedar-se,megmarad
1036,warten::V,esperar,vár
1037,warten::V,esperar,várakozik
1038,erwarten::V,esperar,vár
1039,erwarten::V,esperar,megvár
1040,suchen::V,buscar,kutat
1041,finden::V,trobar,talál
1042,versuchen::V,intentar,megpróbál
1043,versuchen::V,intentar,megkísérel
1044,vorbereiten::V,preparar,előkészít
1045,lieben::V,estimar,szeret
1046,mögen::V,agradar a,szeret
1047,lachen::V,riure,nevet
1048,rühren::V,commoure,mozdít
1049,rühren::V,emocionar,mozdít
1050,weinen::V,plorar,sír
1051,schimpfen::V,renyar,szid
1052,schimpfen::V,renyar,szitkozódik
1053,sich ärgern::V,enfadar-se,mérgelődik
1054,sich ärgern::V,enfadar-se,bosszankodik
1055,sich fürchten::V,tenir por,fél
1056,sich fürchten::V,tenir por,retteg
1057,fürchten::V,témer,fél
1058,fliehen::V,fugir,menekül
1059,flüchten::V,refugiar-se,elmenekül
1060,sehen::V,veure,néz
1061,anschauen::V,mirar,megnéz
1062,ansehen::V,mirar,néz
1063,ansehen::V,mirar,ránéz
1064,ansehen::V,mirar,megnéz
1065,hören::V,oir,hall
1066,zuhören::V,escoltar,hallgat
1067,zuhören::V,escoltar,meghallgat
1068,probieren::V,provar,kóstol
1069,probieren::V,provar,megkóstol
1070,riechen::V,olorar,szagol
1071,fühlen::V,sentīr,érez
1072,scheinen::V,semblar,tűnik
1073,scheinen::V,semblar,látszik
1074,zu sehen sein::V,poder-se veure,mutatkozik
1075,vernehmen::V,percebre,hall
1076,frieren::V,tenir fred,fázik
1077,tun::V,fer,csinál
1078,tun::V,fer,cselekszik
1079,können::V,poder,tud
1080,wollen::V,voler,akar
1081,anfangen::V,iniciar,kezd
1082,beenden::V,acabar,befejez
1083,aufhören::V,deixar,megszűnik
1084,gelingen::V,sortir bé,sikerül
1085,geraten::V,sortir,kerül
1086,geraten::V,sortir,jut
1087,öffnen::V,obrir,nyit
1088,öffnen::V,obrir,kinyit
1089,schließen::V,tancar,csuk
1090,schließen::V,tancar,becsuk
1091,stellen::V,posar,állít
1092,stellen::V,posar,helyez
1093,stellen::V,col·locar,állít
1094,stellen::V,col·locar,helyez
1095,setzen::V,assentar,ültet
1096,setzen::V,assentar,helyez
1097,legen::V,posar,tesz
1098,legen::V,posar,fektet
1099,berühren::V,tocar,érint
1100,verbinden::V,unir,beköt
1101,verbinden::V,unir,összeköt
1102,verbinden::V,connectar,beköt
1103,verbinden::V,connectar,összeköt
1104,bedecken::V,tapar,betakar
1105,bedecken::V,tapar,beborít
1106,bedecken::V,cobrir,betakar
1107,bedecken::V,cobrir,beborít
1108,aufhängen::V,penjar,felakaszt
1109,anzünden::V,encendre,gyújt
1110,anzünden::V,encendre,meggyújt
1111,aufheben::V,aixecar,felemel
1112,zurücklassen::V,deixar,hátrahagy
1113,verlieren::V,pērdre,veszít
1114,verlieren::V,pērdre,elveszít
1115,fallen lassen::V,deixar caure,elejt
1116,machen::V,fer,tesz
1117,machen::V,fer,csinál
1118,herstellen::V,producir,gyárt
1119,herstellen::V,producir,előállít
1120,bauen::V,construir,épít
1121,reparieren::V,reparar,javít
1122,reparieren::V,reparar,kijavít
1123,reparieren::V,reparar,megjavít
1124,verbessern::V,millorar,megjavít
1125,ändern::V,canviar,változtat
1126,ändern::V,canviar,megváltoztat
1127,graben::V,cavar,ás
1128,beugen::V,doblegar,meghajt
1129,biegen::V,corbar,hajlít
1130,biegen::V,arquejar,hajlít
1131,drehen::V,girar,forgat
1132,wenden::V,girar,fordít
1133,wenden::V,girar,megfordít
1134,umdrehen::V,voltar,megfordít
1135,umdrehen::V,voltar,megforgat
1136,heben::V,pujar,emel
1137,heben::V,aixecar,emel
1138,hochheben::V,aixecar,felemel
1139,ergreifen::V,agafar,megfog
1140,halten::V,mantenir,tart
1141,drücken::V,prémer,nyom
1142,drücken::V,prémer,megnyom
1143,drücken::V,estrènyer,nyom
1144,drücken::V,estrènyer,megnyom
1145,schieben::V,empènyer,tol
1146,kratzen::V,raspar,vakar
1147,lecken::V,llepar,nyal
1148,beißen::V,mossegar,harap
1149,abreißen::V,arrencar,letép
1150,abschneiden::V,tallar,levág
1151,binden::V,lligar,köt
1152,binden::V,lligar,kötöz
1153,stecken::V,ficar,dug
1154,brechen::V,trencar,tör
1155,brechen::V,trencar,eltör
1156,klopfen::V,trucar,kopogtat
1157,hauen::V,picar,vág
1158,hauen::V,picar,levág
1159,hauen::V,colpejar,vág
1160,hauen::V,colpejar,levág
1161,kleben::V,enganxar,tapaszt
1162,reiben::V,fregar,dörzsöl
1163,reiben::V,fregar,súrol
1164,streichen::V,untar,simít
1165,schleifen::V,afilar,fen
1166,schleifen::V,afilar,csiszol
1167,schleifen::V,afilar,köszörül
1168,schleifen::V,esmolar,fen
1169,schleifen::V,esmolar,csiszol
1170,schleifen::V,esmolar,köszörül
1171,schneiden::V,tallar,vág
1172,schneiden::V,tallar,szel
1173,schneiden::V,tallar,metsz
1174,rütteln::V,sacsejar,ráz
1175,schütteln::V,agitar,ráz
1176,schütteln::V,agitar,megráz
1177,schütteln::V,sacsejar,ráz
1178,schütteln::V,sacsejar,megráz
1179,schwenken::V,agitar,lóbál
1180,schwenken::V,agitar,lobogtat
1181,schütten::V,abocar,önt
1182,füllen::V,omplir,tölt
1183,füllen::V,omplir,megtölt
1184,einwickeln::V,embolicar,becsavar
1185,tragen::V,dur,hord
1186,tragen::V,portar,hord
1187,schleppen::V,arrossegar,vonszol
1188,ziehen::V,tirar,húz
1189,ziehen::V,estirar,húz
1190,aufbewahren::V,conservar,megőriz
1191,werfen::V,llançar,dob
1192,werfen::V,llançar,hajít
1193,fangen::V,agafar,fog
1194,fangen::V,atrapar,fog
1195,packen::V,engrapar,megragad
1196,verstecken::V,amagar,eldug
1197,verstecken::V,amagar,elrejt
1198,teilen::V,dividir,oszt
1199,teilen::V,dividir,megoszt
1200,schicken::V,enviar,küld
1201,bringen::V,portar,hoz
1202,bringen::V,portar,visz
1203,hinzufügen::V,afegir,hozzáad
1204,bekommen::V,obtenir,kap
1205,bekommen::V,obtenir,megkap
1206,erhalten::V,rebre,kap
1207,erhalten::V,rebre,megkap
1208,nehmen::V,prendre,vesz
1209,wählen::V,triar,választ
1210,wählen::V,elegir,választ
1211,auswählen::V,escollir,kiválaszt
1212,auswählen::V,seleccionar,kiválaszt
1213,bewahren::V,conservar,megtart
1214,behindern::V,impedir,akadályoz
1215,behindern::V,impedir,gátol
1216,behindern::V,obstaculitzar,akadályoz
1217,behindern::V,obstaculitzar,gátol
1218,verderben::V,espatllar,elront
1219,beschädigen::V,danyar,rongál
1220,beschädigen::V,destrossar,rongál
1221,zerbrechen::V,trencar,eltör
1222,zerbrechen::V,trencar,széttör
1223,zerbrechen::V,trencar,kettétör
1224,zerreißen::V,estripar,eltép
1225,zerreißen::V,estripar,széttép
1226,zerstören::V,destruir,elpusztít
1227,verbrennen::V,cremar,éget
1228,verbrennen::V,cremar,eléget
1229,geben::V,donar,ad
1230,reichen::V,passar,nyújt
1231,schenken::V,regalar,ajándékoz
1232,versprechen::V,prometre,ígér
1233,wünschen::V,desitjar,kíván
1234,loben::V,elogiar,dicsér
1235,küssen::V,fer un petó a,csókol
1236,wiegen::V,bressolar,ringat
1237,zudecken::V,tapar,betakar
1238,zudecken::V,cobrir,betakar
1239,wecken::V,despertar,kelt
1240,wecken::V,despertar,ébreszt
1241,zeigen::V,mostrar,mutat
1242,zeigen::V,ensenyar,mutat
1243,führen::V,guiar,visz
1244,führen::V,guiar,vezet
1245,führen::V,conduir,visz
1246,führen::V,conduir,vezet
1247,lehren::V,ensenyar,tanít
1248,unterrichten::V,ensenyar,tanít
1249,aufziehen::V,criar,felnevel
1250,leiten::V,dirigir,vezet
1251,leiten::V,dirigir,vezérel
1252,antreiben::V,impel·lir,hajt
1253,lassen::V,fer,-tat
1254,lassen::V,fer,-at
1255,einladen::V,invitar,meghív
1256,einladen::V,convidar,meghív
1257,vereinigen::V,unir,egyesít
1258,besuchen::V,visitar,látogat
1259,besuchen::V,anar a veure,látogat
1260,treffen::V,trobar,talál
1261,sich versammeln::V,reunir-se,gyülekezik
1262,sich versammeln::V,reunir-se,összegyűlik
1263,spielen::V,jugar,játszik
1264,singen::V,cantār,énekel
1265,tanzen::V,ballar,táncol
1266,sich trennen::V,separar-se,elválik
1267,verlassen::V,deixar,elhagy
1268,verlassen::V,abandonar,elhagy
1269,retten::V,salvar,ment
1270,bewachen::V,vigilar,őriz
1271,schützen::V,protegir,óv
1272,schützen::V,protegir,véd
1273,verteidigen::V,defensar,véd
1274,sich schlagen::V,barallar-se,verekszik
1275,schießen::V,tirar,lő
1276,schießen::V,disparar,lő
1277,siegen::V,vèncer,győz
1278,ärgern::V,enfadar,bosszant
1279,schlagen::V,pegar,üt
1280,schlagen::V,pegar,ver
1281,schlagen::V,colpejar,üt
1282,schlagen::V,colpejar,ver
1283,treten::V,donar un cop de peu a,rúg
1284,stechen::V,punxar,döf
1285,stechen::V,punxar,szúr
1286,stechen::V,apunyalar,döf
1287,stechen::V,apunyalar,szúr
1288,stoßen::V,empènyer,lök
1289,stehlen::V,robar,lop
1290,stören::V,molestar,zavar
1291,belästigen::V,importunar,zaklat
1292,verbergen::V,amagar,rejt
1293,verbergen::V,amagar,elrejt
1294,verbergen::V,ocultar,rejt
1295,verbergen::V,ocultar,elrejt
1296,täuschen::V,enganyar,megtéveszt
1297,betrügen::V,estafar,csal
1298,töten::V,matar,öl
1299,wohnen::V,vīure,lakik
1300,wohnen::V,habitar,lakik
1301,arbeiten::V,treballar,dolgozik
1302,sammeln::V,col·leccionar,szed
1303,sammeln::V,col·leccionar,gyűjt
1304,pflücken::V,collir,szed
1305,jagen::V,caçar,vadászik
1306,fischen::V,pescar,halászik
1307,fassen::V,atrapar,fog
1308,hüten::V,pasturar,őriz
1309,hüten::V,pasturar,legeltet
1310,treiben::V,arriar,hajt
1311,anbinden::V,lligar,köt
1312,füttern::V,donar menjar a,etet
1313,melken::V,munyir,fej
1314,hacken::V,picar,vág
1315,hacken::V,tallar,vág
1316,gießen::V,regar,öntöz
1317,reifen::V,madurar,érik
1318,zubereiten::V,preparar,elkészít
1319,kochen::V,coure,főz
1320,backen::V,coure al forn,süt
1321,braten::V,rostir,süt
1322,umrühren::V,remenar,megkever
1323,stricken::V,tricotar,köt
1324,stricken::V,fer punt de mitja,köt
1325,nähen::V,cosir,varr
1326,färben::V,tenyir,fest
1327,reinigen::V,netejar,tisztít
1328,waschen::V,rentār,mos
1329,abwischen::V,eixugar,letöröl
1330,spülen::V,esbandir,mosogat
1331,fegen::V,escombrar,söpör
1332,kehren::V,escombrar,söpör
1333,baden::V,banyar-se,fürdik
1334,sich waschen::V,rentār-se,mosdik
1335,sich waschen::V,rentār-se,mosakszik
1336,ausziehen::V,treure's,levesz
1337,anziehen::V,posar-se,felölt
1338,anziehen::V,posar-se,felvesz
1339,sich anziehen::V,vestir-se,öltözik
1340,sich anziehen::V,vestir-se,felöltözik
1341,kämmen::V,pentinar,fésül
1342,schmücken::V,adornar,díszít
1343,sagen::V,dir,mond
1344,sprechen::V,parlar,beszél
1345,reden::V,parlar,beszél
1346,sich unterhalten::V,conversar,beszélget
1347,fragen::V,preguntar,kérdez
1348,bitten::V,demanar,kér
1349,erzählen::V,contar,mesél
1350,erzählen::V,contar,elbeszél
1351,erzählen::V,explicar,mesél
1352,erzählen::V,explicar,elbeszél
1353,mitteilen::V,comunicar,közöl
1354,nennen::V,nomenar,hív
1355,nennen::V,nomenar,nevez
1356,rufen::V,cridar,hív
1357,prahlen::V,lloar-se,dicsekszik
1358,prahlen::V,jactar-se,dicsekszik
1359,übersetzen::V,traduir,fordít
1360,denken::V,pensar,gondol
1361,glauben::V,creure,hisz
1362,bemerken::V,notar,észrevesz
1363,erkennen::V,reconèixer,ráismer
1364,erkennen::V,reconèixer,felismer
1365,begreifen::V,comprendre,felfog
1366,verstehen::V,entendre,ért
1367,verstehen::V,entendre,megért
1368,lernen::V,aprendre,tanul
1369,lernen::V,aprendre,megtanul
1370,wissen::V,saber,tud
1371,sich erinnern an::V,recordar,emlékszik
1372,vergessen::V,oblidar,felejt
1373,vergessen::V,oblidar,elfelejt
1374,messen::V,mesurar,mér
1375,messen::V,mesurar,megmér
1376,zählen::V,comptar,számol
1377,zählen::V,comptar,megszámol
1378,rechnen::V,calcular,számít
1379,lesen::V,llegir,olvas
1380,malen::V,pintar,fest
1381,zeichnen::V,dibuixar,rajzol
1382,schreiben::V,escrīure,ír
1383,besitzen::V,posseir,birtokol
1384,kaufen::V,comprar,vesz
1385,kaufen::V,comprar,megvesz
1386,verkaufen::V,vendre,elad
1387,bezahlen::V,pagar,fizet
1388,bezahlen::V,pagar,kifizet
1389,zahlen::V,pagar per,fizet
1390,zahlen::V,pagar per,megfizet
1391,beherrschen::V,dominar,ural
1392,ertragen::V,aguantar,elbír
1393,ertragen::V,aguantar,elvisel
