,Concept_ID,xal,el
256,Ehemann::N,залу,σύζυγος
257,Ehefrau::N,гергн,σύζυγος
258,Freude::N,байр,χαρά
259,Gelächter::N,инәдн,γέλια
260,Glück::N,җирһл,ευτυχία
261,Glück::N,сәәхн җирһл,ευτυχία
262,Kummer::N,зовлң,έγνοια
263,Wunsch::N,дурн,επιθυμία
264,Lust::N,җилвтлһн,όρεξη
265,Geist::N,зөрг,πνέυμα
266,Gedanke::N,ухан,σκέψη
267,Gedächtnis::N,чееҗин тодлвр,μνήμη
268,Verstand::N,ухан,νους
269,Sinn::N,учр-утх,νόημα
270,Grund::N,учр,λόγος
271,Grund::N,шалтан,λόγος
272,Wahrheit::N,үнн,αλήθεια
273,Gespräch::N,күүндвүр,συνομιλία
274,Märchen::N,тууль,παραμύθι
275,Erzählung::N,келвр,διήγημα
276,Nachricht::N,медүллһн,είδηση
277,Neuigkeit::N,зәңг,νέο
278,Name::N,нерн,όνομα
279,Rätsel::N,тәәлвртә тууль,αίνιγμα
280,Rede::N,келлһн,λόγος
281,Rede::N,келлһн,ομιλία
282,Sprache::N,келн,γλώσσα
283,Stimme::N,дун,φωνή
284,Wort::N,үг,λέξη
285,Zeichen::N,темдг,σημείο
286,Ruf::N,дуудлһн,κραυγή
287,Lärm::N,шууган,θόρυβος
288,Laut::N,ә,ήχος
289,Ton::N,дун,ήχος
290,Ton::N,дун,τόνος
291,Lied::N,дун,τραγούδι
292,Ruhe::N,амулң,ησυχία
293,Leute::N,әмтн,κόσμος
294,Leute::N,әмтн,άνθρωποι
295,Volk::N,улс,λαός
296,Arbeit::N,көдлмш,εργασία
297,Gast::N,гиич,επισκέπτης
298,Geschenk::N,белг,δώρο
299,Spiel::N,наадн,παιχνίδι
300,Gesellschaft::N,олн,κοινωνία
301,Hilfe::N,нөкд,βοήθεια
302,Freund::N,иньг,φίλος
303,Kamerad::N,үр,σύντροφος
304,Angelegenheit::N,керг,υπόθεση
305,Anzahl::N,то,αριθμός
306,Art::N,зүүл,είδος
307,Stück::N,хусг,κομμάτι
308,Teil::N,хүв,μέρος
309,Hälfte::N,өрәл,μισό
310,Kreis::N,төгрг,κύκλος
311,Kreuz::N,кирс,σταυρός
312,Linie::N,зурасн,γραμμή
313,Strich::N,татасн,γραμμή
314,Abstand::N,зә,απόσταση
315,Entfernung::N,һазр,απόσταση
316,Gegend::N,һазр,περιοχή
317,Gegend::N,һазр,τοποθεσία
318,Platz::N,зә,χώρος
319,Ort::N,бәәрн,τόπος
320,Seite::N,тал,πλευρά
321,Seite::N,хаҗу,πλευρά
322,Seite::N,хәврһ,πλευρά
323,Mitte::N,дунд,μέση
324,Gegenstand::N,юмн,αντικείμενο
325,Sache::N,юмн,πράγμα
326,Rand::N,зах,άκρη
327,Rand::N,зах,χείλος
328,Kante::N,ирмәг,άκρη
329,Ecke::N,өнцг,γωνιά
330,Spitze::N,үзүр,μύτη
331,Ende::N,үзүр,άκρη
332,Loch::N,хаһрха,τρύπα
333,Winkel::N,булң,γωνία
334,Muster::N,намч,σχέδιο
335,Größe::N,кемҗән,μέγεθος
336,Länge::N,ут,μήκος
337,Höhe::N,өндр,ύψος
338,Gewicht::N,күнд,βάρος
339,Gewicht::N,чиңнүр,βάρος
340,Menge::N,ик,ποσότητα
341,Haufen::N,ова,σωρός
342,Reihe::N,зерг,αράδα
343,Reihe::N,зерглән,αράδα
344,Boot::N,оңһц,βάρκα
345,Ruder::N,хәәв,κουπί
346,Schlitten::N,цан,έλκηθρο
347,Ski::N,лыҗ,σκι
348,Lagerfeuer::N,костёр,φωτιά
349,Last::N,күнд,φορτίο
350,Gang::N,йовлһн,δρόμος
351,Schritt::N,ишкм,βήμα
352,Norden::N,ар үзг,βορράς
353,Süden::N,өмн,νότος
354,Süden::N,өмн үзг,νότος
355,Westen::N,барун,δύση
356,Westen::N,барун үзг,δύση
357,Osten::N,зүн,ανατολή
358,Osten::N,зүн үзг,ανατολή
359,Holz::N,модн,ξύλο
360,Brett::N,харһа,σανίδι
361,Platte::N,хавтха чолун,πλάκα
362,Stütze::N,тулг,στήριγμα
363,Stange::N,уньн,ραβδί
364,Stange::N,уньн,κοντός
365,Stock::N,модн,ξύλο
366,Stock::N,модн,μπαστούνι
367,Stab::N,шуург,ραβδί
368,Rohr::N,турва,σωλήνας
369,Haus::N,гер,σπίτι
370,Heim::N,гер-бул,σπίτι
371,Ofen::N,беш,σόμπα
372,Ofen::N,беш,θερμάστρα
373,Fußboden::N,девскр,πάτωμα
374,Tisch::N,ширә,τραπέζι
375,Stuhl::N,стул,καρέκλα
376,Wiege::N,өлгә,κούνια
377,Wiege::N,дүүҗң,κούνια
378,Bett::N,орн,κρεβάτι
379,Bett::N,орндг,κρεβάτι
380,Regal::N,таг,ράφι
381,Regal::N,тәвц,ράφι
382,Kiste::N,яршг,κιβώτιο
383,Fenster::N,терз,παράθυρο
384,Tür::N,үүдн,πόρτα
385,Tor::N,үүдн,πύλη
386,Tor::N,өргн үүдн,πύλη
387,Tor::N,хашан үүдн,πύλη
388,Zaun::N,хаша,φράχτης
389,Dach::N,деевр,στέγη
390,Leiter::N,шат,σκάλα
391,Leiter::N,шат,κλίμακα
392,Leiter::N,давшур,σκάλα
393,Leiter::N,давшур,κλίμακα
394,Besen::N,сәвүр,σκούπα
395,Spaten::N,күрз,φτυάρι
396,Schaufel::N,совг,φτυάρι
397,Gabel::N,серә,πιρούνι
398,Löffel::N,ухр,κουτάλι
399,Messer::N,утх,μαχαίρι
400,Nagel::N,хадасн,καρφί
401,Netz::N,гөлм,δίχτυ
402,Haken::N,дегә,γάντζος
403,Haken::N,дегә,αγκίστρι
404,Griff::N,иш,λαβή
405,Griff::N,бәрүл,λαβή
406,Schloss::N,оньс,κλειδαριά
407,Bild::N,зург,εικόνα
408,Figur::N,фигур,ανάστημα
409,Puppe::N,наадһа,κούκλα
410,Beutel::N,мишг,πουγγί
411,Bündel::N,багла,δεμάτι
412,Bündel::N,боодһа,δεμάτι
413,Tasche::N,сумк,τσάντα
414,Eimer::N,суулһ,κουβάς
415,Deckel::N,бүркәсн,καπάκι
416,Geschirr::N,сав,σκεύη
417,Geschirr::N,сав-сарх,σκεύη
418,Sack::N,мишг,σάκος
419,Tasse::N,ааһ,φλιτζάνι
420,Topf::N,кастрюль,χύτρα
421,Kessel::N,хәәсн,καζάνι
422,Essen::N,зоогллһн,φαγητό
423,Nahrung::N,теҗәл,τροφή
424,Speise::N,хот,φαγητό
425,Fleisch::N,махн,κρέας
426,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,σιτάρι
427,Brei::N,хаш,χυλός
428,Brot::N,өдмг,ψωμί
429,Brot::N,өдмг,άρτος
430,Scheibe::N,зүсм,φέτα
431,Fett::N,өөкн,πάχος
432,Butter::N,тосн,βούτυρο
433,Öl::N,тосн,λάδι
434,Salz::N,давсн,αλάτι
435,Suppe::N,шөлн,σούπα
436,Honig::N,бал,μέλι
437,Milch::N,үсн,γάλα
438,Tee::N,цә,τσάι
439,Leder::N,арсн,πετσί
440,Wolle::N,утцн,μαλλί
441,Wolle::N,эд,μαλλί
442,Stoff::N,эд,ύφασμα
443,Nadel::N,зүн,βελόνα
444,Faden::N,утцн,κλωστή
445,Knopf::N,товч,κουμπί
446,Knoten::N,зәңгдә,κόμπος
447,Farbe::N,будг,μπογιά
448,Kleidung::N,хувцн,ρούχα
449,Kleidung::N,хувцн,ενδυμασία
450,Kleidung::N,хувц-хунр,ρούχα
451,Kleidung::N,хувц-хунр,ενδυμασία
452,Hemd::N,киилг,πουκάμισο
453,Kragen::N,зах,κολάρο
454,Ärmel::N,ханцн,μανίκι
455,Hose::N,шалвур,πανταλόνι
456,Gürtel::N,бүс,ζώνη
457,Mütze::N,махла,σκούφος
458,Schuh::N,башмгуд,παπούτσι
459,Stiefel::N,һосн,μπότα
460,Ring::N,билцг,δαχτυλίδι
461,Band::N,лент,κορδέλα
462,Kamm::N,сам,χτένα
463,Spiegel::N,толь,καθρέφτης
464,Riemen::N,бүс,λουρί
465,Schnur::N,деесн,κορδόνι
466,Leine::N,бурнтг,σχοινί
467,Leine::N,нохан көтлвр,σχοινί
468,Decke::N,көнҗл,κουβέρτα
469,Kissen::N,дер,μαξιλάρι
470,Tuch::N,альчур,πανί
471,Tuch::N,альчур,μαντήλι
472,Handtuch::N,полотенц,πετσέτα
473,Handtuch::N,һар-нүүрин альчур,πετσέτα
474,Kraft::N,күчн,δύναμη
475,Stärke::N,чидл,ισχύς
476,Stärke::N,чидл,δύναμη
477,Gesundheit::N,эрүл-менд,υγεία
478,Krankheit::N,өвчн,αρρώστια
479,Schmerz::N,өвдлһн,πόνος
480,Wunde::N,шав,πληγή
481,Fieber::N,безг,πυρετός
482,Arznei::N,эм,φάρμακο
483,Brücke::N,тагт,γέφυρα
484,Brunnen::N,худг,πηγάδι
485,Weide::N,малын идг,βοσκή
486,Pfad::N,цувг,μονοπάτι
487,Weg::N,хаалһ,δρόμος
488,Straße::N,зам,οδός
489,Straße::N,зам,δρόμος
490,Dorf::N,хотн,χωριό
491,Stadt::N,балһсн,πόλη
492,Brief::N,бичг,γράμμα
493,Brief::N,бичг,επιστολή
494,Buch::N,дегтр,βιβλίο
495,Buchstabe::N,үзг,γράμμα
496,Zeitung::N,газет,εφημερίδα
497,Leben::N,җирһл,ζωή
498,Leben::N,җирһл,βίος
499,Tod::N,үкл,θάνατος
500,Tod::N,өңгрлһн,θάνατος
501,Grab::N,оршалһна нүкн,τάφος
502,Kirche::N,чонҗ,εκκλησία
503,Sünde::N,нүл,αμαρτία
504,Sünde::N,килнц,αμαρτία
505,Gott::N,бурхн,θεός
506,Arbeiter::N,көдлмшч,εργάτης
507,Chef::N,толһач,προϊστάμενος
508,Meister::N,урн,μάστορας
509,Meister::N,урн,αρχιτεχνίτης
510,Arzt::N,эмч,γιατρός
511,Lehrer::N,багш,δάσκαλος
512,Geld::N,мөңгн,λεφτά
513,Geld::N,мөңгн,χρήματα
514,Geschäft::N,көдлмш,συναλλαγή
515,Laden::N,лавк,μαγαζί
516,Laden::N,лавк,κατάστημα
517,Preis::N,үн,τιμή
518,Ware::N,эд-тавр,εμπόρευμα
519,Nutzen::N,олз,όφελος
520,Reichtum::N,зөөр,πλούτος
521,Welt::N,орчлң,κόσμος
522,Welt::N,делкә,κόσμος
523,Land::N,орн-нутг,χώρα
524,Staat::N,государств,κράτος
525,Staat::N,государств,πολιτεία
526,König::N,хан,βασιλιάς
527,Macht::N,йосн,εξουσία
528,Grenze::N,меҗә,σύνορα
529,Krieg::N,дән,πόλεμος
530,Feind::N,дәәсн,εχθρός
531,Gewalt::N,күч һарһлһн,βία
532,Kampf::N,ноолдан,αγώνας
533,Kampf::N,бәрлдлһн,αγώνας
534,Bogen[Waffe]::N,саадг,τόξο
535,Pfeil::N,сумн,σαΐτα
536,Gewehr::N,бу,τουφέκι
537,Fehler::N,алдг,λάθος
538,Fehler::N,алдг,σφάλμα
539,Lüge::N,худл,ψέμα
540,Lüge::N,худл,ψεύδος
541,Schaden::N,хорлт,ζημία
542,Unglück::N,гүрм,δυστυχία
543,Schuld::N,гем,ενοχή
544,Schuld::N,гем,φταίξιμο
545,Schuld::N,буру,ενοχή
546,Schuld::N,буру,φταίξιμο
547,Alter::N,насн,ηλικία
548,Schluss::N,чилгч,τέλος
549,Zeit::N,цаг,χρόνος
550,Tag::N,өдр,μέρα
551,Tag::N,өдр,ημέρα
552,Morgen::N,өрүн,πρωί
553,Mittag::N,үд,μεσημέρι
554,Abend::N,асхн,βράδυ
555,Nacht::N,сө,νύχτα
556,Woche::N,долан хонг,εβδομάδα
557,Monat::N,сар,μήνας
558,Jahr::N,җил,έτος
559,Jahr::N,җил,χρόνος
560,Frühling::N,хавр,άνοιξη
561,Sommer::N,зун,καλοκαίρι
562,Herbst::N,намр,φθινόπωρο
563,Winter::N,үвл,χειμώνας
564,Januar::N,январь,Ιανουάριος
565,Februar::N,февраль,Φεβρουάριος
566,März::N,март,Μάρτιος
567,März::N,моһа сар,Μάρτιος
568,April::N,апрель,Απρίλιος
569,Mai::N,май,Μάιος
570,Juni::N,июнь,Ιούνιος
571,Juni::N,мөчн сар,Ιούνιος
572,Juli::N,июль,Ιούλιος
573,August::N,август,Αύγουστος
574,September::N,һаха сар,Σεπτέμβριος
575,Oktober::N,октябрь,Οκτώβριος
576,November::N,ноябрь,Νοέμβριος
577,November::N,үкр сар,Νοέμβριος
578,Dezember::N,бар сар,Δεκέμβριος
579,Montag::N,понедельник,Δευτέρα
580,Dienstag::N,вторник,Τρίτη
581,Mittwoch::N,среда,Τετάρτη
582,Mittwoch::N,үлмҗ өдр,Τετάρτη
583,Donnerstag::N,четверг,Πέμπτη
584,Donnerstag::N,пүрвә өдр,Πέμπτη
585,Freitag::N,пятниц,Παρασκευή
586,Samstag::N,суббот,Σάββατο
587,Sonntag::N,нарн өдр,Κυριακή
588,Sonntag::N,воскресень,Κυριακή
589,groß::A,ик,μεγάλος
590,klein::A,бичкн,μικρός
591,lang::A,ут,μακρύς
592,kurz::A,оһтр,κοντός
593,breit::A,өргн,φαρδύς
594,schmal::A,уутьхн,στενός
595,dicht::A,нигт,πυκνός
596,dick[Gegenstand]::A,зузан,παχύς
597,dick[Gegenstand]::A,зузан,χοντρός
598,dünn::A,нимгн,ψιλός
599,dünn::A,нимгн,λεπτός
600,fein::A,нәрхн,ψιλός
601,fest::A,бат,στερεός
602,flach::A,хавтха,επίπεδος
603,glatt::A,тегш,λείος
604,glatt::A,тегш,ομαλός
605,glatt::A,тиньгр,λείος
606,glatt::A,тиньгр,ομαλός
607,hart::A,хату,σκληρός
608,weich::A,җөөлн,μαλακός
609,weich::A,җөөлкн,μαλακός
610,rund::A,төгрг,στρογγυλός
611,spitz::A,шовһр,μυτερός
612,scharf::A,хурц,κοφτερός
613,stumpf::A,мука,αμβλύς
614,schwer::A,күнд,βαρύς
615,schön::A,сәәхн,ωραίος
616,schön::A,сәәхн,όμορφος
617,heiß::A,халун,ζεστός
618,warm::A,дулан,θερμός
619,kalt::A,киитн,κρύος
620,kalt::A,киитн,ψυχρός
621,kühl::A,серүн,δροσερός
622,frisch::A,серүн,νωπός
623,frisch::A,серүн,φρέσκος
624,feucht::A,чиигтә,υγρός
625,nass::A,чиигтә,βρεγμένος
626,trocken::A,хагсу,ξηρός
627,trocken::A,хагсу,στεγνός
628,voll::A,дүүрң,γεμάτος
629,leer::A,сул,άδειος
630,leer::A,хоосн,άδειος
631,offen::A,секәтә,ανοιχτός
632,geschlossen::A,хаалһата,κλειστός
633,sauber::A,цевр,καθαρός
634,schmutzig::A,киртә,βρώμικος
635,schmutzig::A,киртә,λερωμένος
636,roh::A,түүкә,ωμός
637,reif::A,болсн,ώριμος
638,lecker::A,әмтәхн,νόστιμος
639,süß::A,әмтәхн,γλυκός
640,bitter::A,һашун,πικρός
641,bitter::A,һашута,πικρός
642,sauer::A,ишклң,ξινός
643,hell::A,герлтә,φωτεινός
644,dunkel::A,харңһу,σκοτεινός
645,schwarz::A,хар,μαύρος
646,schwarz::A,хар,μελανός
647,weiß::A,цаһан,άσπρος
648,rot::A,улан,κόκκινος
649,gelb::A,шар,κίτρινος
650,blau::A,көк,μπλε
651,blau::A,көк,γαλανός
652,grün::A,көк,πράσινος
653,grau::A,бор,γκρίζος
654,bunt::A,алг,ποικιλόχρωπος
655,bunt::A,эрәтә,ποικιλόχρωπος
656,billig::A,кимд,φτηνός
657,teuer::A,үнтә,ακριβός
658,wertvoll::A,үнтә,πολύτιμος
659,wertvoll::A,эрднь,πολύτιμος
660,blind::A,сохр,τυφλός
661,taub::A,дүлә,κουφός
662,kräftig::A,күчтә,δυνατός
663,stark::A,чаңһ,γερός
664,schwach::A,күчн тату,αδύνατος
665,fett::A,тарһн,παχύς
666,schlank::A,эццн,λεπτός
667,schlank::A,эццн,λυγερός
668,hübsch::A,көркхн,όμορφος
669,hübsch::A,көркхн,χαριτωμένος
670,böse::A,уурта,κακός
671,dumm::A,тенг,κουτός
672,dumm::A,тенг,ανόητος
673,faul::A,залху,τεμπέλης
674,fleißig::A,кинән,εργατικός
675,fleißig::A,кинмһә,εργατικός
676,geizig::A,ховдг,τσιγγούνης
677,klug::A,ухата,έξυπνος
678,geschickt::A,чадмг,επιδέξιος
679,lieb::A,эңкр,φίλος
680,lieb::A,эңкр,αγαπητός
681,lustig::A,сергмҗтә,εύθυμος
682,lustig::A,сергмҗтә,χαρούμενος
683,lustig::A,җирһлтә,εύθυμος
684,lustig::A,җирһлтә,χαρούμενος
685,sanft::A,номһн,ήπιος
686,hungrig::A,өлн,πεινασμένος
687,hungrig::A,харһнсн,πεινασμένος
688,krank::A,өвчтә,άρρωστος
689,krank::A,шалтгта,άρρωστος
690,nackt::A,нүцкн,γυμνός
691,traurig::A,һундлта,λυπημένος
692,lebendig::A,әмд,ζωντανός
693,gut::A,сән,καλός
694,schlecht::A,му,κακός
695,richtig::A,зөвтә,σωστός
696,schlimm::A,җигшүртә,άσχημος
697,wahr::A,үнн,αληθής
698,wahr::A,үнн,αληθινός
699,wahr::A,мөн,αληθής
700,wahr::A,мөн,αληθινός
701,alt::A,хуучн,παλιός
702,neu::A,шин,νέος
703,neu::A,шин,καινούργιος
704,ehemalig::A,хуучн,παλιός
705,alt[Lebewesen]::A,көгшн,γέρος
706,jung::A,баһ,νέος
707,arm::A,угатя,φτωχός
708,reich::A,байн,πλούσιος
709,bekannt::A,таньл,γνωστός
710,bekannt::A,таньдг,γνωστός
711,berühmt::A,туурсн,περίφημος
712,berühmt::A,туурсн,ξακουσμένος
713,fremd::A,күүнә,ξένος
714,verschieden::A,әдл биш,διαφορετικός
715,verschieden::A,йилһәтә,διαφορετικός
716,nah::A,өөрхн,κοντινός
717,fern::A,хол,μακριά
