,Concept_ID,te,ro
709,krank::A,వ్యాధిగల,bolnav
710,nackt::A,దిగంబరమైన,gol
711,traurig::A,విచారముగల,trist
712,traurig::A,విచారముగల,mâhnit
713,lebendig::A,ప్రాణముతో నున్న,viu
714,gut::A,మంచి,bun
715,schlecht::A,చెడ్డ,rău
716,schlecht::A,చెడ్డ,prost
717,richtig::A,సరియైన,drept
718,richtig::A,సరియైన,corect
719,schlimm::A,అసహ్యమైన,rău
720,wahr::A,నిజమైన,adevărat
721,alt::A,ముసలి,uzat
722,alt::A,ముసలి,vechi
723,neu::A,క్రొత్త,nou
724,ehemalig::A,పూర్వపు,fost
725,ehemalig::A,పూర్వపు,anterior
726,alt[Lebewesen]::A,ముసలి,bătrîn
727,jung::A,పసి,tânăr
728,arm::A,బీద,sărac
729,arm::A,బీద,sărman
730,reich::A,ధనవంతుడైన,avut
731,reich::A,ధనవంతుడైన,bogat
732,bekannt::A,తెలిసిన,cunoscut
733,berühmt::A,ప్రపిద్దికెక్కివ,renumit
734,fremd::A,అన్యమైన,străin
735,verschieden::A,భేదమైన,diferit
736,verschieden::A,భేదమైన,deosebit
737,nah::A,దగ్గఱనున్న,apropiat
738,fern::A,దూరమందున్న,departe
739,linker::A,ఎడమప్రక్కగ,stâng
740,rechter::A,కుడి,drept
741,anderer::A,వేఱ్తెన,alt
742,erster::A,మొదటి,prim
743,zweiter::A,రెండన,al doilea
744,dritter::A,మూడో,treilea
745,letzter::A,కడపటి,final
746,allein::ADV,ఒంటిగా,singur
747,auf einmal::ADV,హరాత్తుగ,dintrodată
748,zusammen::ADV,కలిసి,împreună
749,lange::ADV,బహుకాలము,îndelung
750,lange::ADV,బహుకాలము,mult timp
751,plötzlich::ADV,హరాత్తుగ,deodată
752,plötzlich::ADV,హరాత్తుగ,pe neașteptate
753,sofort::ADV,తక్షణము,imediat
754,sofort::ADV,తక్షణము,numaidecît
755,später::ADV,ఇటీవలి,mai apoi
756,später::ADV,ఇటీవలి,mai târziu
757,jetzt::ADV,ఇప్పుడు,acum
758,heute::ADV,నేడు,azi
759,heute::ADV,నేడు,astăzi
760,morgen::ADV,ఱేపు,mâine
761,bald::ADV,శీఘ్రముగ,curând
762,dann::ADV,అప్పుడు,apoi
763,gestern::ADV,నిన్నటి దినము,ieri
764,einst::ADV,పూర్వమొకప్పుడు,odată
765,einst::ADV,పూర్వమొకప్పుడు,odinioară
766,damals::ADV,అప్పుడు,atunci
767,damals::ADV,అప్పుడు,pe atunci
768,danach::ADV,అప్పుడు,după aceasta
769,vorher::ADV,ఎదుట,mai întâi
770,vorher::ADV,ఎదుట,în prealabil
771,zuerst::ADV,మొదటిలో,întâi
772,zuerst::ADV,మొదటిలో,în primul rând
773,einmal::ADV,ఒకసారి,odată
774,manchmal::ADV,అప్పటప్పటికి,uneori
775,manchmal::ADV,అప్పటప్పటికి,câteodată
776,oft::ADV,తఱచుగా,des
777,oft::ADV,తఱచుగా,deseori
778,immer::ADV,ఎల్లప్పుడు,mereu
779,immer::ADV,ఎల్లప్పుడు,întotdeauna
780,niemals::ADV,ఎప్పుడునులేదు,niciodată
781,hier::ADV,ఇక్కడ,aci
782,hier::ADV,ఇక్కడ,aici
783,hierhin::ADV,ఇక్కడకు,încoace
784,von hier::ADV,ఇక్కడనుండి,de aici
785,dort::ADV,అక్కడ,acolo
786,dorthin::ADV,అక్కడికి,dincolo
787,geradeaus::ADV,సూటిగా,drept înainte
788,vorwärts::ADV,ముందుకు,înainte
789,rückwärts::ADV,వెనుకకు,îndărăt
790,zurück::ADV,వెనుకభాగము,înapoi
791,unten::ADV,క్రింద,jos
792,unten::ADV,క్రింద,dedesubt
793,hinab::ADV,కిందికి,în jos
794,hinab::ADV,కిందికి,de vale
795,oben::ADV,మీద,sus
796,oben::ADV,మీద,deasupra
797,hinauf::ADV,పైకి,în sus
798,überall::ADV,అంతటా,peste tot
799,überall::ADV,అంతటా,pretutindeni
800,nicht::ADV,కాదు,nu
801,ein wenig::ADV,కొంచెము,puțin
802,kaum::ADV,చాలిచాలక,cu greu
803,kaum::ADV,చాలిచాలక,cu anevoie
804,sehr::ADV,చాల,mult
805,sehr::ADV,చాల,foarte
806,so::ADV,ఆలాగున,așa
807,so::ADV,ఆలాగున,atât
808,noch::ADV,ఇప్పటికిని,încă
809,nur::ADV,మాత్రము,doar
810,schon::ADV,ఇదివఱకే,și
811,schon::ADV,ఇదివఱకే,deja
812,wieder::ADV,తిరిగి,iar
813,wieder::ADV,తిరిగి,iarăși
814,vergebens::ADV,నిష్ఫలముగా,în zadar
815,vor::PRP,ముందు,înainte de
816,hinter::PRP,వెనుక,după
817,hinter::PRP,వెనుక,în spatele
818,unter::PRP,క్రింద,sub
819,durch::PRP,ద్వారా,prin
820,neben::PRP,దగ్గెర,lângă
821,neben::PRP,దగ్గెర,alături de
822,zwischen::PRP,మధ్య,între
823,zwischen::PRP,మధ్య,dintre
824,wegen::PRP,కారణంగా,pentru
825,dies::PRN,ఇది,acesta
826,das::PRN,అది,asta
827,alles::PRN,సకలము,tot
828,ich::PRN,నేను,eu
829,du::PRN,నీవు,tu
830,er::PRN,అతడు,el
831,er::PRN,అతడు,dânsul
832,wir::PRN,మనము,noi
833,ihr::PRN,మీరు,voi
834,sie::PRN,వారు,ei
835,sie::PRN,వారు,dânșii
836,was::FPRN,ఏమి,ce
837,wer::FPRN,ఎవడు,cine
838,wo::FADV,ఎక్కడ,unde
839,wohin::FADV,ఎందుకు,încotro
840,wie::FADV,ఎట్టు,cum
841,warum::FADV,ఏల,de ce
842,warum::FADV,ఏల,pentru ce
843,wieviel::FNUM,ఎంత,cât
844,eins::NUM,ఒకటి,unu
845,zwei::NUM,రెండు,doi
846,drei::NUM,మూడు,trei
847,vier::NUM,నాలుగు,patru
848,fünf::NUM,అయిదు,cinci
849,sechs::NUM,ఆఱు,șase
850,sieben::NUM,ఏరు,șapte
851,acht::NUM,ఎనిమదు,opt
852,neun::NUM,తొమ్మిది,nouă
853,zehn::NUM,పది,zece
854,elf::NUM,పదునొకొండు,unsprezece
855,zwölf::NUM,పండ్రండు,douăsprezece
856,zwanzig::NUM,ఇరుపది,douăzeci
857,dreißig::NUM,ముప్పది,treizeci
858,vierzig::NUM,నలువది,patruzeci
859,fünfzig::NUM,ఏబది,cincizeci
860,sechzig::NUM,అరుపది,șaizeci
861,siebzig::NUM,డెబ్బది,șaptezeci
862,achtzig::NUM,ఎనుబది,optzeci
863,neunzig::NUM,తొంబది,nouăzeci
864,hundert::NUM,నూఱు,sută
865,tausend::NUM,వేయి,mie
866,und::CNJ,మఱియు,și
867,oder::CNJ,లేక,ori
868,stehen::V,నిలుచు,sta
869,sitzen::V,కూర్చుండు,ședea
870,liegen::V,పండుకొనుట,zăcea
871,liegen::V,పండుకొనుట,fi culcat
872,hängen::V,వ్రేలాడదీయు,atârna
873,werden::V,అగు,deveni
874,werden::V,అగు,se face
875,passieren::V,సంభవించు,se întâmpla
876,beginnen::V,ఆరంభించు,începe
877,enden::V,తీరుట,se sfârși
878,enden::V,తీరుట,se termina
879,wechseln::V,మార్చు,se schimba
880,aufgehen[Sonne]::V,ఉదయించు,răsări
881,untergehen[Sonne]::V,అస్తమించు,apune
882,scheinen[Sonne]::V,ప్రకాశించు,străluci
883,donnern::V,ఉరుముట,tuna
884,wehen::V,దురద్పప్టము,bate
885,strömen::V,పారుట,curge în șiroaie
886,fließen::V,ప్రవహించు,curge
887,sich drehen::V,తిరుగు,se învârti
888,schwanken::V,ఆడించుట,se clătina
889,schwingen::V,ఊగుట,vibra
890,schwingen::V,ఊగుట,flutura
891,fallen::V,పడు,cădea
892,brennen::V,కాలుట,arde
893,rauchen::V,పొగసుట,fuma
894,regnen::V,కురిపించుట,ploua
895,gefrieren::V,గడ్డకట్టు,îngheța
896,tauen::V,కరగు,se dezgheța
897,schmelzen::V,కరగు,se topi
898,trocknen::V,యెండుట,se usca
899,sieden::V,ఉడుకు,fierbe
900,sieden::V,ఉడుకు,clocoti
901,faulen::V,క్రుళ్లు,se împuți
902,verfaulen::V,క్షిణించు,putrezi
903,reißen::V,చించు,se rupe
904,reißen::V,చించు,se sfâșia
905,versinken::V,మునుగు,se scufunda
906,vergehen::V,సంభవించు,trece
907,vergehen::V,సంభవించు,se scurge
908,erscheinen::V,కనబడు,apărea
909,verschwinden::V,అదృశ్యమగు,dispărea
910,sinken::V,ముణుగుట,cădea
911,sinken::V,ముణుగుట,coborî
912,abnehmen::V,తగ్గు,scădea
913,abnehmen::V,తగ్గు,descrește
914,zunehmen::V,పెరుగుట,spori
915,zunehmen::V,పెరుగుట,crește
916,zunehmen::V,పెరుగుట,augmenta
917,steigen::V,లేచు,urca
918,wachsen::V,పెరుగు,crește
919,glänzen::V,ప్రకాశించు,luci
920,glänzen::V,ప్రకాశించు,străluci
921,funkeln::V,ప్రకాశించు,scânteia
922,lärmen::V,అరుచుట,face larmă
923,läuten::V,మేళవించుట,suna
924,klingeln::V,వాయించుట,suna
925,klirren::V,ఘంటానాదము,zăngăni
926,brausen::V,గర్జించు,vui
927,rauschen::V,చటచటమనుట,vâjâi
928,klingen::V,ధ్వనించుట,suna
929,bellen::V,అఱచు,lătra
930,heulen::V,కూయు,urla
931,blasen::V,దురద్పప్టము,sufla
932,pfeifen::V,ఈలవేయు,fluiera
933,schreien::V,అఱచు,țipa
934,stöhnen::V,మూలుగు,geme
935,zittern::V,వణకు,tremura
936,leben::V,జీవించుట,trăi
937,geboren werden::V,పుట్టుట,se naște
938,atmen::V,ఉపిరి తీయు,respira
939,trinken::V,త్రాగు,bea
940,essen::V,తిను,mânca
941,schlucken::V,మ్రింగు,înghiți
942,müde werden::V,అలయు,se obosi
943,einschlafen::V,నిద్రించు,adormi
944,schlafen::V,నిద్రురించు,dormi
945,aufwachen::V,మేలుకొను,se deștepta
946,aufstehen::V,లేచు,fi se scula
947,sich erholen::V,నడ్డి వాల్చు,se relaxa
948,sich erholen::V,నడ్డి వాల్చు,se destinde
949,krank werden::V,జబ్బుపడు,se îmbolnăvi
950,krank sein::V,జబ్బు చేయు,zăcea
951,krank sein::V,జబ్బు చేయు,fi bolnav
952,schmerzen::V,నొచ్చుట,durea
953,husten::V,దగ్గుట,tuși
954,genesen::V,కుదురుట,se însănătoși
955,sterben::V,మరణించు,muri
956,umkommen::V,నశించు,pieri
957,sich bewegen::V,కదలు,se mișca
958,sich rühren::V,కదలు,se mișca
959,sich erheben::V,లేచు,se ridica
960,sich setzen::V,కూర్చుణ్డు,lua loc
961,sich setzen::V,కూర్చుణ్డు,se așeza
962,hinfallen::V,దొర్లు,cădea jos
963,laufen::V,నడచు,merge
964,laufen::V,నడచు,merge pe jos
965,schreiten::V,అడుగుపెట్టుట,păși
966,spazierengehen::V,పచారు చేయు,se plimba
967,eilen::V,తొందరపడు,fi se grăbi
968,sich beeilen::V,త్వరపెట్టు,se grăbi
969,sausen::V,విసరికొట్టు,țâșni
970,rennen::V,పరుగెత్తు,fugi
971,rennen::V,పరుగెత్తు,alerga
972,springen::V,దుముకు,sări
973,klettern::V,ఎక్కు,urca
974,klettern::V,ఎక్కు,se cățăra
975,schaukeln::V,ఉయ్యాల ఊగు ,legăna
976,kriechen::V,ప్రాకు,se târî
977,schwimmen::V,ఈదు,înota
978,tauchen::V,మునుగు,se scufunda
979,rudern::V,తెడ్లతోఁగడపు,vâsli
980,rudern::V,తెడ్లతోఁగడపు,lopăta
981,fahren::V,నడపు,merge
982,fliegen::V,ఎగురు,zbura
983,gehen::V,పోవు,merge
984,weggehen::V,బయలుదేరు,se duce
985,abfahren::V,విడిచిపోవు,pleca
986,anhalten::V,నిలుపు,se opri
987,hineingehen::V,ప్రవేశించు,intra
988,eintreten::V,ప్రవేశించు,intra
989,kommen::V,వచ్చు,veni
990,ankommen::V,వచ్చి చేరు,sosi
991,ankommen::V,వచ్చి చేరు,ajunge
992,zurückkommen::V,తిరిగీవచ్చుట,se întoarce
993,bleiben::V,ఉండు,rămâne
994,warten::V,కనిపెట్టు,aștepta
995,erwarten::V,నిరిక్షించు,aștepta
996,suchen::V,వెదకు,căuta
997,finden::V,కనుగొను,găsi
998,versuchen::V,ప్రయత్నించు,încerca
999,vorbereiten::V,తయారుచేయు,pregăti
1000,lieben::V,ప్రేమించు,iubi
1001,mögen::V,ఇష్టపడు,plăcea a
1002,lachen::V,నవ్వు,râde
1003,rühren::V,గుండె తాకు,mișca
1004,rühren::V,గుండె తాకు,înduioșa
1005,weinen::V,వీడ్చు,plânge
1006,schimpfen::V,గొణుగు,înjura
1007,sich ärgern::V,అలుగు,se supăra
1008,sich fürchten::V,భయపడు,se teme
1009,sich fürchten::V,భయపడు,fi teamă a
1010,fürchten::V,భయపడు,se teme de
1011,fliehen::V,పాఱిపోపు,fugi
1012,flüchten::V,తప్పించుకొను,evada
1013,sehen::V,చూచు,vedea
1014,anschauen::V,చూచు,privi
1015,ansehen::V,కాచియుండు,privi
1016,hören::V,విను,auzi
1017,zuhören::V,విను,asculta
1018,probieren::V,చవిచూచుట,gusta
1019,riechen::V,వాసనచూచు,mirosi
1020,fühlen::V,స్పర్శించుట,simți
1021,fühlen::V,స్పర్శించుట,resimți
1022,scheinen::V,కనబడు,părea
1023,zu sehen sein::V,చూవు,se vedea
1024,vernehmen::V,విను,auzi
1025,frieren::V,చలికి వడకు,fi frig
1026,tun::V,చేయు,face
1027,können::V,గల,ști
1028,können::V,గల,putea
1029,wollen::V,కోరు,dori
1030,anfangen::V,ఆరంభించు,începe
1031,beenden::V,ముగించు,sfârși
1032,beenden::V,ముగించు,termina
1033,aufhören::V,నిలుపు,înceta
1034,gelingen::V,గెలుపాందు,reuși
1035,gelingen::V,గెలుపాందు,izbuti
1036,geraten::V,వెలువడు,reuși
1037,öffnen::V,తెఱచు,deschide
1038,schließen::V,మూయు,închide
1039,stellen::V,ఉంచు,pune
1040,stellen::V,ఉంచు,așeza
1041,setzen::V,ఉంచు,pune
1042,setzen::V,ఉంచు,așeza
1043,legen::V,పెట్టు,pune
1044,berühren::V,తాకు,atinge
1045,verbinden::V,చేర్చుట,lega
1046,bedecken::V,మూయు,acoperi
1047,aufhängen::V,వ్రేలాడదీయు,atârna
1048,aufhängen::V,వ్రేలాడదీయు,spânzura
1049,anzünden::V,వెలిగించు,aprinde
1050,aufheben::V,సేకరించు,ridica
1051,aufheben::V,సేకరించు,lua de jos
1052,zurücklassen::V,విడుచు,lăsa
1053,zurücklassen::V,విడుచు,lăsa în urmă
1054,verlieren::V,పోగొట్టుకొను,pierde
1055,fallen lassen::V,జాఱవిడుచు,scăpa
1056,fallen lassen::V,జాఱవిడుచు,arunca
1057,machen::V,చేయు,face
1058,herstellen::V,ఉత్పత్తిచేయు,fabrica
1059,herstellen::V,ఉత్పత్తిచేయు,confecționa
1060,bauen::V,నిర్మించు,clădi
1061,bauen::V,నిర్మించు,construi
1062,reparieren::V,సరిచేయు,repara
1063,verbessern::V,వృద్ధి చేయు,ameliora
1064,verbessern::V,వృద్ధి చేయు,îmbunătăți
1065,ändern::V,మార్చు,schimba
1066,ändern::V,మార్చు,modifica
1067,graben::V,త్రవ్వు,săpa
1068,beugen::V,వంచు,curba
1069,biegen::V,వంచు,îndoi
1070,biegen::V,వంచు,încovoia
1071,drehen::V,నూలువడుకు,învârti
1072,wenden::V,త్రిప్పు,întoarce
1073,umdrehen::V,త్రిప్పు,învârti
1074,umdrehen::V,త్రిప్పు,întoarce
1075,heben::V,ఎత్తు,ridica
1076,hochheben::V,ఎత్తు,ridica
1077,ergreifen::V,వశపఱచుకొను,lua
1078,ergreifen::V,వశపఱచుకొను,apuca
1079,halten::V,ఉంచు,ține
1080,drücken::V,అణచు,apăsa
1081,drücken::V,అణచు,strânge
1082,schieben::V,నొక్కు,împinge
1083,kratzen::V,గోకు,zgâria
1084,lecken::V,నాకు,linge
1085,beißen::V,కఱచు,mușca
1086,abreißen::V,తెగతెంచు,rupe
1087,abreißen::V,తెగతెంచు,smulge
1088,abschneiden::V,తెగకొట్టు,scurta
1089,binden::V,కట్టు,lega
1090,stecken::V,తగులుకొనివుండుట,pune
1091,brechen::V,పగులగొట్టు,rupe
1092,brechen::V,పగులగొట్టు,frânge
1093,klopfen::V,కొట్టు,ciocăni
1094,hauen::V,కొట్టు,lovi
1095,kleben::V,అంటుకొను,lipi
1096,reiben::V,రాచు,freca
1097,reiben::V,రాచు,fricționa
1098,streichen::V,వ్యాపింపజేయు,unge
1099,schleifen::V,రాచు,ascuți
1100,schneiden::V,కోయు,tăia
1101,rütteln::V,కుదిలించుట,zgâlțâi
1102,schütteln::V,కదల్చు,scutura
1103,schwenken::V,ఊచుట,agita
1104,schütten::V,పోయు,vărsa
1105,füllen::V,నింపు,umple
1106,einwickeln::V,చుట్టు,înveli
1107,einwickeln::V,చుట్టు,înfășura
1108,tragen::V,మోయు,căra
1109,schleppen::V,ఈడ్చు,târî
1110,ziehen::V,ఈడ్చు,trage
1111,aufbewahren::V,కాపాడు,păstra
1112,aufbewahren::V,కాపాడు,conserva
1113,werfen::V,విసరు,arunca
1114,fangen::V,పట్టుకొను,prinde
1115,packen::V,పట్టుకొను,apuca
1116,verstecken::V,దాచు,ascunde
1117,teilen::V,భాగించు,împărți
1118,schicken::V,పంపు,trimite
1119,bringen::V,తెచ్చు,aduce
1120,hinzufügen::V,చేర్చు,adăuga
1121,bekommen::V,సంపాదించు,obține
1122,bekommen::V,సంపాదించు,dobândi
1123,erhalten::V,పుచ్చుకొను,primi
1124,erhalten::V,పుచ్చుకొను,căpăta
1125,nehmen::V,తీసికొను,lua
1126,wählen::V,ఇష్టపడు,opta
1127,wählen::V,ఇష్టపడు,alege
1128,auswählen::V,ఏరుకొను,selecta
1129,bewahren::V,భద్రపఱుచు,păstra
1130,behindern::V,అడ్డగించుట,stingheri
1131,verderben::V,చెఱచు,strica
1132,beschädigen::V,చెరుపుట,strica
1133,zerbrechen::V,పగులగొట్టు,rupe
1134,zerbrechen::V,పగులగొట్టు,frânge
1135,zerreißen::V,చించు,rupe
1136,zerreißen::V,చించు,sfâșia
1137,zerstören::V,వాశనము చేయు,distruge
1138,verbrennen::V,కాల్చు,arde
1139,verbrennen::V,కాల్చు,incendia
1140,geben::V,ఇచ్చు,da
1141,reichen::V,అందుకొనుట,întinde
1142,schenken::V,అర్పించు,dărui
1143,versprechen::V,వాగ్దత్తము చేయు,făgădui
1144,wünschen::V,కోరు,ura
1145,loben::V,స్తుతించు,lăuda
1146,küssen::V,ముద్దుపెట్టుకొను,săruta
1147,wiegen::V,ఊచుట,legăna
1148,zudecken::V,మూయు,acoperi
1149,wecken::V,నిద్రపలేపుట,trezi
1150,wecken::V,నిద్రపలేపుట,deștepta
1151,zeigen::V,చూవు,arăta
1152,führen::V,దారిచూపు,călăuzi
1153,lehren::V,బోధించు,preda
1154,lehren::V,బోధించు,învăța
1155,unterrichten::V,నేర్పు,învăța
1156,unterrichten::V,నేర్పు,instrui
1157,aufziehen::V,పెంచు,crește
1158,leiten::V,తీసుకపోవుట,duce
1159,leiten::V,తీసుకపోవుట,conduce
1160,antreiben::V,ప్రేరేపించు,împinge
1161,antreiben::V,ప్రేరేపించు,încuraja
1162,lassen::V,అనుమతించు,pune pe să
1163,einladen::V,ఆహ్వానించు,invita
1164,vereinigen::V,కూడుట,uni
1165,vereinigen::V,కూడుట,întruni
1166,besuchen::V,పోయి చూచు,vizita
1167,besuchen::V,పోయి చూచు,face o vizită
1168,treffen::V,కలియు,întâlni
1169,sich versammeln::V,కూర్చు,se aduna
1170,spielen::V,ఆట లాడు,se juca
1171,singen::V,పాడు,cânta
1172,tanzen::V,నృత్యముచేయు,dansa
1173,sich trennen::V,ఎడబాయుట,se separa
1174,sich trennen::V,ఎడబాయుట,se despărți
1175,verlassen::V,విడుచు,părăsi
1176,verlassen::V,విడుచు,abandona
1177,retten::V,తప్పించుట,salva
1178,bewachen::V,కాపాడు,păzi
1179,schützen::V,రక్షించు,ocroti
1180,schützen::V,రక్షించు,proteja
1181,verteidigen::V,రక్షించు,apăra
1182,sich schlagen::V,జగడమాడు,se bate
1183,schießen::V,కాల్చు,trage
1184,siegen::V,గెలుచు,birui
1185,siegen::V,గెలుచు,învinge
1186,ärgern::V,పీడించుట,supăra
1187,schlagen::V,కొట్టు,lovi
1188,treten::V,తన్ను,călca
1189,stechen::V,కుట్టు,înțepa
1190,stechen::V,కుట్టు,împunge
1191,stoßen::V,గెంటు,împinge
1192,stehlen::V,దొంగిలించు,fura
1193,stören::V,కలతపఱచు,deranja
1194,belästigen::V,పీడించు,importuna
1195,verbergen::V,దాచు,ascunde
1196,täuschen::V,మోసము చేయు,amăgi
1197,betrügen::V,మోసపుచ్చు,înșela
1198,töten::V,చంపు,omorî
1199,wohnen::V,నివసించు,sta
1200,wohnen::V,నివసించు,locui
1201,arbeiten::V,పనిచేయు,lucra
1202,sammeln::V,ప్రోగుచేయు,aduna
1203,sammeln::V,ప్రోగుచేయు,colecționa
1204,pflücken::V,యేరుట,culege
1205,jagen::V,వేటాడు,vâna
1206,fischen::V,వెదకు,pescui
1207,fassen::V,పట్టుకొమ,prinde
1208,hüten::V,మందచేరుట,paște
1209,treiben::V,నడపు,mână
1210,anbinden::V,కట్టు,lega
1211,füttern::V,భోజనము పెట్టు,da de mâncare
1212,melken::V,పాలు పితుకు,mulge
1213,hacken::V,నఱకు,toca
1214,hacken::V,నఱకు,sparge
1215,gießen::V,నీళ్ళుకట్టుట,uda
1216,reifen::V,పండుట,pârgui
1217,zubereiten::V,వండు,găti
1218,kochen::V,వండు,găti
1219,backen::V,రొట్టెకాల్చు,coace
1220,braten::V,వేపు,coace
1221,umrühren::V,కదులుట,mesteca
1222,stricken::V,అల్లు,împleti
1223,nähen::V,కుట్టు,coase
1224,färben::V,రంగు వేయు,vopsi
1225,färben::V,రంగు వేయు,colora
1226,reinigen::V,శుభ్రము చేయు,curăți
1227,waschen::V,కడుగు,spăla
1228,abwischen::V,తుడుచు,șterge
1229,spülen::V,నీటిలో జడించు,clăti
1230,fegen::V,ఊడ్చు,mătura
1231,kehren::V,ఊడ్చు,mătura
1232,baden::V,స్నానము చేయు,se scălda
1233,sich waschen::V,కడుగు,se spăla
1234,ausziehen::V,విప్పు,și scoate
1235,anziehen::V,ధరించు,îmbrăca
1236,sich anziehen::V,బట్టలు వేసుకొను,se îmbrăca
1237,sich anziehen::V,తొడుగుకొను,se îmbrăca
1238,kämmen::V,దువ్వుట,pieptăna
1239,schmücken::V,అలంకరించు,împodobi
1240,sagen::V,చెప్పు,zice
1241,sagen::V,చెప్పు,spune
1242,sprechen::V,చెప్పు,vorbi
1243,reden::V,మాటలాడు,vorbi
1244,reden::V,మాటలాడు,discuta
1245,sich unterhalten::V,ముచ్చటలాడు,conversa
1246,sich unterhalten::V,ముచ్చటలాడు,sta de vorbă
1247,fragen::V,ప్రశ్నించు,întreba
1248,bitten::V,కోరు,ruga
1249,erzählen::V,చెప్పు,spune
1250,erzählen::V,చెప్పు,povesti
1251,mitteilen::V,తెలియజేయు,comunica
1252,mitteilen::V,తెలియజేయు,înștiința
1253,nennen::V,పేరు వెట్టు,numi
1254,nennen::V,పేరు వెట్టు,chema
1255,rufen::V,పిలుచు,chema
1256,prahlen::V,జల్లి,se făli
1257,übersetzen::V,తర్జుమాచేయు,traduce
1258,denken::V,ఆలోచించు,gândi
1259,glauben::V,నమ్ము,crede
1260,bemerken::V,గుర్తించు,observa
1261,erkennen::V,గుర్తించు,cunoaște
1262,erkennen::V,గుర్తించు,recunoaște
1263,begreifen::V,గ్రహించు,pricepe
1264,begreifen::V,గ్రహించు,înțelege
1265,verstehen::V,గ్రహించు,înțelege
1266,lernen::V,నేర్చు కొను,învăța
1267,wissen::V,తెలిసికొను,ști
1268,sich erinnern an::V,జ్ఞాపకముంచుకొను,a-și aminti de
1269,vergessen::V,మఱచిపోవు,uita
1270,messen::V,కొలుచుట,măsura
1271,zählen::V,లెక్కపెట్టు,număra
1272,rechnen::V,లెక్కపెట్టు,calcula
1273,lesen::V,చదువు,citi
1274,malen::V,పూనుట,picta
1275,zeichnen::V,వ్రాసుట,desena
1276,schreiben::V,వ్రాయు,scrie
1277,besitzen::V,కలిగియుండు,avea
1278,besitzen::V,కలిగియుండు,poseda
1279,kaufen::V,కొను,cumpăra
1280,verkaufen::V,అమ్ము,vinde
1281,bezahlen::V,చెల్లించు,plăti
1282,bezahlen::V,చెల్లించు,achita
1283,zahlen::V,చెల్లించు,plăti
1284,beherrschen::V,ఏలు,stăpâni
1285,ertragen::V,భరించు,răbda
1286,ertragen::V,భరించు,suporta
