,Concept_ID,te,hr
711,schlecht::A,చెడ్డ,loš
712,schlecht::A,చెడ్డ,rđav
713,richtig::A,సరియైన,tačan
714,richtig::A,సరియైన,ispravan
715,schlimm::A,అసహ్యమైన,zao
716,schlimm::A,అసహ్యమైన,zločest
717,wahr::A,నిజమైన,istinit
718,alt::A,ముసలి,star
719,neu::A,క్రొత్త,nov
720,ehemalig::A,పూర్వపు,bivši
721,alt[Lebewesen]::A,ముసలి,star
722,jung::A,పసి,mlad
723,arm::A,బీద,ubog
724,arm::A,బీద,siromašan
725,reich::A,ధనవంతుడైన,bogat
726,bekannt::A,తెలిసిన,poznat
727,berühmt::A,ప్రపిద్దికెక్కివ,čuven
728,berühmt::A,ప్రపిద్దికెక్కివ,slavan
729,fremd::A,అన్యమైన,tuđ
730,fremd::A,అన్యమైన,stran
731,verschieden::A,భేదమైన,razan
732,verschieden::A,భేదమైన,različan
733,nah::A,దగ్గఱనున్న,blizak
734,fern::A,దూరమందున్న,dalek
735,fern::A,దూరమందున్న,daljnji
736,linker::A,ఎడమప్రక్కగ,lijevi
737,rechter::A,కుడి,desni
738,anderer::A,వేఱ్తెన,drugi
739,anderer::A,వేఱ్తెన,drugačiji
740,erster::A,మొదటి,prvi
741,zweiter::A,రెండన,drugi
742,dritter::A,మూడో,treći
743,letzter::A,కడపటి,zadnji
744,allein::ADV,ఒంటిగా,sam
745,auf einmal::ADV,హరాత్తుగ,istodobno
746,zusammen::ADV,కలిసి,skupa
747,zusammen::ADV,కలిసి,zajedno
748,lange::ADV,బహుకాలము,dugo
749,plötzlich::ADV,హరాత్తుగ,naglo
750,plötzlich::ADV,హరాత్తుగ,iznenada
751,sofort::ADV,తక్షణము,odmah
752,später::ADV,ఇటీవలి,kasnije
753,jetzt::ADV,ఇప్పుడు,sad
754,jetzt::ADV,ఇప్పుడు,sada
755,heute::ADV,నేడు,danas
756,morgen::ADV,ఱేపు,sutra
757,bald::ADV,శీఘ్రముగ,skoro
758,bald::ADV,శీఘ్రముగ,doskora
759,dann::ADV,అప్పుడు,zatim
760,gestern::ADV,నిన్నటి దినము,juče
761,gestern::ADV,నిన్నటి దినము,jučer
762,einst::ADV,పూర్వమొకప్పుడు,negda
763,einst::ADV,పూర్వమొకప్పుడు,nekada
764,damals::ADV,అప్పుడు,tada
765,damals::ADV,అప్పుడు,onda
766,danach::ADV,అప్పుడు,poslije
767,danach::ADV,అప్పుడు,nakon toga
768,vorher::ADV,ఎదుట,prije
769,vorher::ADV,ఎదుట,prije toga
770,zuerst::ADV,మొదటిలో,prvo
771,zuerst::ADV,మొదటిలో,najprije
772,einmal::ADV,ఒకసారి,jednom
773,einmal::ADV,ఒకసారి,jedanput
774,manchmal::ADV,అప్పటప్పటికి,katkad
775,manchmal::ADV,అప్పటప్పటికి,katkada
776,oft::ADV,తఱచుగా,često
777,immer::ADV,ఎల్లప్పుడు,vazda
778,immer::ADV,ఎల్లప్పుడు,uvijek
779,niemals::ADV,ఎప్పుడునులేదు,nikad
780,niemals::ADV,ఎప్పుడునులేదు,nikada
781,hier::ADV,ఇక్కడ,tu
782,hier::ADV,ఇక్కడ,ovdje
783,hierhin::ADV,ఇక్కడకు,amo
784,hierhin::ADV,ఇక్కడకు,ovamo
785,von hier::ADV,ఇక్కడనుండి,odavde
786,dort::ADV,అక్కడ,ondje
787,dorthin::ADV,అక్కడికి,onamo
788,geradeaus::ADV,సూటిగా,ravno
789,vorwärts::ADV,ముందుకు,naprijed
790,rückwärts::ADV,వెనుకకు,natrag
791,zurück::ADV,వెనుకభాగము,nazad
792,zurück::ADV,వెనుకభాగము,natrag
793,unten::ADV,క్రింద,dolje
794,hinab::ADV,కిందికి,nizbrdo
795,oben::ADV,మీద,gore
796,hinauf::ADV,పైకి,uzbrdo
797,überall::ADV,అంతటా,svuda
798,überall::ADV,అంతటా,svagdje
799,nicht::ADV,కాదు,ne
800,ein wenig::ADV,కొంచెము,malo
801,kaum::ADV,చాలిచాలక,tek
802,kaum::ADV,చాలిచాలక,jedva
803,sehr::ADV,చాల,jako
804,sehr::ADV,చాల,veoma
805,so::ADV,ఆలాగున,tako
806,so::ADV,ఆలాగున,ovako
807,noch::ADV,ఇప్పటికిని,još
808,nur::ADV,మాత్రము,samo
809,schon::ADV,ఇదివఱకే,već
810,wieder::ADV,తిరిగి,opet
811,wieder::ADV,తిరిగి,ponovo
812,vergebens::ADV,నిష్ఫలముగా,uzalud
813,vergebens::ADV,నిష్ఫలముగా,zabadava
814,vor::PRP,ముందు,pred
815,vor::PRP,ముందు,ispred
816,hinter::PRP,వెనుక,za
817,hinter::PRP,వెనుక,iza
818,unter::PRP,క్రింద,pod
819,unter::PRP,క్రింద,ispod
820,durch::PRP,ద్వారా,po
821,durch::PRP,ద్వారా,kroz
822,neben::PRP,దగ్గెర,kraj
823,neben::PRP,దగ్గెర,pored
824,neben::PRP,దగ్గెర,pokraj
825,zwischen::PRP,మధ్య,među
826,zwischen::PRP,మధ్య,između
827,wegen::PRP,కారణంగా,radi
828,wegen::PRP,కారణంగా,zbog
829,dies::PRN,ఇది,ovo
830,das::PRN,అది,to
831,das::PRN,అది,ono
832,alles::PRN,సకలము,sve
833,ich::PRN,నేను,ja
834,du::PRN,నీవు,ti
835,er::PRN,అతడు,on
836,wir::PRN,మనము,mi
837,ihr::PRN,మీరు,vi
838,sie::PRN,వారు,oni
839,was::FPRN,ఏమి,što
840,wer::FPRN,ఎవడు,tko
841,wo::FADV,ఎక్కడ,gdje
842,wohin::FADV,ఎందుకు,kuda
843,wohin::FADV,ఎందుకు,kamo
844,wie::FADV,ఎట్టు,kako
845,warum::FADV,ఏల,zašto
846,wieviel::FNUM,ఎంత,koliko
847,eins::NUM,ఒకటి,jedan
848,zwei::NUM,రెండు,dva
849,drei::NUM,మూడు,tri
850,vier::NUM,నాలుగు,četiri
851,fünf::NUM,అయిదు,pet
852,sechs::NUM,ఆఱు,šest
853,sieben::NUM,ఏరు,sedam
854,acht::NUM,ఎనిమదు,osam
855,neun::NUM,తొమ్మిది,devet
856,zehn::NUM,పది,deset
857,elf::NUM,పదునొకొండు,jedanaest
858,zwölf::NUM,పండ్రండు,dvanaest
859,zwanzig::NUM,ఇరుపది,dvadeset
860,dreißig::NUM,ముప్పది,trideset
861,vierzig::NUM,నలువది,četrdeset
862,fünfzig::NUM,ఏబది,pedeset
863,sechzig::NUM,అరుపది,šezdeset
864,siebzig::NUM,డెబ్బది,sedamdeset
865,achtzig::NUM,ఎనుబది,osamdeset
866,neunzig::NUM,తొంబది,devetdeset
867,hundert::NUM,నూఱు,sto
868,tausend::NUM,వేయి,tisuća
869,und::CNJ,మఱియు,i
870,und::CNJ,మఱియు,te
871,oder::CNJ,లేక,ili
872,stehen::V,నిలుచు,stajati
873,sitzen::V,కూర్చుండు,sjediti
874,liegen::V,పండుకొనుట,ležati
875,hängen::V,వ్రేలాడదీయు,visiti
876,werden::V,అగు,postati
877,werden::V,అగు,činiti se
878,passieren::V,సంభవించు,desiti se
879,passieren::V,సంభవించు,dogoditi se
880,beginnen::V,ఆరంభించు,početi
881,enden::V,తీరుట,prestati
882,enden::V,తీరుట,svršiti se
883,wechseln::V,మార్చు,mijenjati se
884,aufgehen[Sonne]::V,ఉదయించు,izići
885,untergehen[Sonne]::V,అస్తమించు,zaći
886,scheinen[Sonne]::V,ప్రకాశించు,sijati
887,donnern::V,ఉరుముట,grmjeti
888,wehen::V,దురద్పప్టము,duhati
889,strömen::V,పారుట,strujati
890,fließen::V,ప్రవహించు,teći
891,sich drehen::V,తిరుగు,obrtati se
892,sich drehen::V,తిరుగు,vrtjeti se
893,schwanken::V,ఆడించుట,teturati
894,schwanken::V,ఆడించుట,kolebati se
895,schwingen::V,ఊగుట,njihati
896,schwingen::V,ఊగుట,titrati
897,fallen::V,పడు,padati
898,brennen::V,కాలుట,gorjeti
899,rauchen::V,పొగసుట,dimiti se
900,regnen::V,కురిపించుట,kišiti
901,regnen::V,కురిపించుట,daždjeti
902,gefrieren::V,గడ్డకట్టు,smrznuti se
903,tauen::V,కరగు,kopnjeti
904,tauen::V,కరగు,kraviti se
905,schmelzen::V,కరగు,topiti se
906,trocknen::V,యెండుట,sušiti se
907,sieden::V,ఉడుకు,kipjeti
908,sieden::V,ఉడుకు,ključati
909,faulen::V,క్రుళ్లు,gnjiti
910,verfaulen::V,క్షిణించు,sagnjiti
911,reißen::V,చించు,otrgnuti se
912,versinken::V,మునుగు,tonuti
913,versinken::V,మునుగు,propasti
914,vergehen::V,సంభవించు,prolaziti
915,erscheinen::V,కనబడు,pojaviti se
916,verschwinden::V,అదృశ్యమగు,nestati
917,verschwinden::V,అదృశ్యమగు,izgubiti se
918,sinken::V,ముణుగుట,trgnuti
919,sinken::V,ముణుగుట,spustiti se
920,abnehmen::V,తగ్గు,opasti
921,zunehmen::V,పెరుగుట,povećati se
922,steigen::V,లేచు,uzići
923,steigen::V,లేచు,nadoći
924,wachsen::V,పెరుగు,rasti
925,glänzen::V,ప్రకాశించు,blistati
926,glänzen::V,ప్రకాశించు,sjati se
927,funkeln::V,ప్రకాశించు,svjetlucati
928,lärmen::V,అరుచుట,bučati
929,lärmen::V,అరుచుట,galamiti
930,läuten::V,మేళవించుట,zvoniti
931,klingeln::V,వాయించుట,zvoniti
932,klirren::V,ఘంటానాదము,zvečati
933,brausen::V,గర్జించు,hujati
934,rauschen::V,చటచటమనుట,šumiti
935,rauschen::V,చటచటమనుట,šuškati
936,klingen::V,ధ్వనించుట,zvučati
937,bellen::V,అఱచు,lajati
938,heulen::V,కూయు,zavijati
939,blasen::V,దురద్పప్టము,puhati
940,pfeifen::V,ఈలవేయు,fućkati
941,schreien::V,అఱచు,vikati
942,schreien::V,అఱచు,kričati
943,stöhnen::V,మూలుగు,stenjati
944,zittern::V,వణకు,drhtati
945,zittern::V,వణకు,trepetati
946,leben::V,జీవించుట,živjeti
947,geboren werden::V,పుట్టుట,roditi se
948,atmen::V,ఉపిరి తీయు,disati
949,trinken::V,త్రాగు,piti
950,essen::V,తిను,jesti
951,schlucken::V,మ్రింగు,gutati
952,müde werden::V,అలయు,umoriti se
953,einschlafen::V,నిద్రించు,usnuti
954,einschlafen::V,నిద్రించు,zaspati
955,schlafen::V,నిద్రురించు,spati
956,aufwachen::V,మేలుకొను,probuditi se
957,aufstehen::V,లేచు,ustati
958,sich erholen::V,నడ్డి వాల్చు,odmoriti se
959,krank werden::V,జబ్బుపడు,oboljeti se
960,krank werden::V,జబ్బుపడు,razboljeti se
961,krank sein::V,జబ్బు చేయు,bolovati
962,schmerzen::V,నొచ్చుట,boljeti
963,husten::V,దగ్గుట,kašljati
964,genesen::V,కుదురుట,ozdraviti
965,genesen::V,కుదురుట,oporaviti se
966,sterben::V,మరణించు,umrijeti
967,umkommen::V,నశించు,skapati
968,sich bewegen::V,కదలు,gibati se
969,sich bewegen::V,కదలు,kretati se
970,sich rühren::V,కదలు,maknuti se
971,sich erheben::V,లేచు,dići se
972,sich setzen::V,కూర్చుణ్డు,sjesti
973,hinfallen::V,దొర్లు,pasti
974,laufen::V,నడచు,hodati
975,schreiten::V,అడుగుపెట్టుట,stupati
976,spazierengehen::V,పచారు చేయు,šetati se
977,eilen::V,తొందరపడు,hitati
978,sich beeilen::V,త్వరపెట్టు,požuriti se
979,sausen::V,విసరికొట్టు,juriti
980,rennen::V,పరుగెత్తు,trčati
981,springen::V,దుముకు,skakati
982,klettern::V,ఎక్కు,popeti se
983,klettern::V,ఎక్కు,penjati se
984,schaukeln::V,ఉయ్యాల ఊగు ,ljuljati se
985,kriechen::V,ప్రాకు,puzati
986,kriechen::V,ప్రాకు,gmizati
987,schwimmen::V,ఈదు,plivati
988,tauchen::V,మునుగు,roniti
989,tauchen::V,మునుగు,gnjuriti
990,rudern::V,తెడ్లతోఁగడపు,veslati
991,fahren::V,నడపు,voziti se
992,fliegen::V,ఎగురు,letjeti
993,fliegen::V,ఎగురు,lijetati
994,gehen::V,పోవు,ići
995,weggehen::V,బయలుదేరు,otići
996,abfahren::V,విడిచిపోవు,krenuti
997,abfahren::V,విడిచిపోవు,otputovati
998,anhalten::V,నిలుపు,stati
999,anhalten::V,నిలుపు,zaustaviti
1000,hineingehen::V,ప్రవేశించు,ulaziti
1001,eintreten::V,ప్రవేశించు,ući
1002,kommen::V,వచ్చు,doći
1003,ankommen::V,వచ్చి చేరు,stići
1004,zurückkommen::V,తిరిగీవచ్చుట,vratiti se
1005,zurückkommen::V,తిరిగీవచ్చుట,povratiti se
1006,bleiben::V,ఉండు,ostati
1007,warten::V,కనిపెట్టు,čekati
1008,erwarten::V,నిరిక్షించు,očekivati
1009,suchen::V,వెదకు,tražiti
1010,finden::V,కనుగొను,naći
1011,versuchen::V,ప్రయత్నించు,pokušati
1012,vorbereiten::V,తయారుచేయు,spremiti
1013,vorbereiten::V,తయారుచేయు,pripremiti
1014,lieben::V,ప్రేమించు,voljeti
1015,mögen::V,ఇష్టపడు,voljeti
1016,lachen::V,నవ్వు,smijati se
1017,rühren::V,గుండె తాకు,taknuti
1018,weinen::V,వీడ్చు,plakati
1019,schimpfen::V,గొణుగు,psovati
1020,sich ärgern::V,అలుగు,ljutiti se
1021,sich fürchten::V,భయపడు,bojati se
1022,fürchten::V,భయపడు,bojati se
1023,fliehen::V,పాఱిపోపు,pobjeći
1024,flüchten::V,తప్పించుకొను,utjeći
1025,sehen::V,చూచు,vidjeti
1026,anschauen::V,చూచు,ogledati
1027,ansehen::V,కాచియుండు,gledati
1028,hören::V,విను,čuti
1029,zuhören::V,విను,slušati
1030,probieren::V,చవిచూచుట,probati
1031,riechen::V,వాసనచూచు,osjećati miris
1032,fühlen::V,స్పర్శించుట,osjećati
1033,scheinen::V,కనబడు,činiti se
1034,zu sehen sein::V,చూవు,biti vidljiv
1035,vernehmen::V,విను,saznati
1036,frieren::V,చలికి వడకు,zima je
1037,tun::V,చేయు,raditi
1038,können::V,గల,moći
1039,wollen::V,కోరు,htjeti
1040,anfangen::V,ఆరంభించు,početi
1041,beenden::V,ముగించు,svršiti
1042,beenden::V,ముగించు,dovršiti
1043,aufhören::V,నిలుపు,prestati
1044,gelingen::V,గెలుపాందు,uspjeti
1045,geraten::V,వెలువడు,desiti se
1046,öffnen::V,తెఱచు,otvoriti
1047,schließen::V,మూయు,zatvoriti
1048,stellen::V,ఉంచు,metnuti
1049,stellen::V,ఉంచు,postaviti
1050,setzen::V,ఉంచు,posaditi
1051,legen::V,పెట్టు,polagati
1052,berühren::V,తాకు,doticati
1053,berühren::V,తాకు,dodirivati
1054,verbinden::V,చేర్చుట,spojiti
1055,verbinden::V,చేర్చుట,zavezati
1056,bedecken::V,మూయు,pokriti
1057,aufhängen::V,వ్రేలాడదీయు,objesiti
1058,anzünden::V,వెలిగించు,upaliti
1059,anzünden::V,వెలిగించు,zapaliti
1060,aufheben::V,సేకరించు,podići
1061,aufheben::V,సేకరించు,podignuti
1062,zurücklassen::V,విడుచు,ostaviti
1063,zurücklassen::V,విడుచు,pustiti natrag
1064,verlieren::V,పోగొట్టుకొను,izgubiti
1065,fallen lassen::V,జాఱవిడుచు,ispustiti
1066,machen::V,చేయు,uraditi
1067,machen::V,చేయు,načiniti
1068,machen::V,చేయు,napraviti
1069,herstellen::V,ఉత్పత్తిచేయు,proizvesti
1070,bauen::V,నిర్మించు,graditi
1071,reparieren::V,సరిచేయు,popraviti
1072,verbessern::V,వృద్ధి చేయు,poboljšati
1073,ändern::V,మార్చు,promijeniti
1074,graben::V,త్రవ్వు,kopati
1075,graben::V,త్రవ్వు,kopkati
1076,beugen::V,వంచు,saviti
1077,biegen::V,వంచు,saviti
1078,biegen::V,వంచు,sagnuti
1079,drehen::V,నూలువడుకు,vrtjeti
1080,wenden::V,త్రిప్పు,obrnuti
1081,umdrehen::V,త్రిప్పు,okrenuti
1082,umdrehen::V,త్రిప్పు,prevŕnuti
1083,heben::V,ఎత్తు,dizati
1084,hochheben::V,ఎత్తు,dignuti
1085,ergreifen::V,వశపఱచుకొను,uhvatiti
1086,ergreifen::V,వశపఱచుకొను,prihvatiti
1087,halten::V,ఉంచు,držati
1088,drücken::V,అణచు,pritiskivati
1089,schieben::V,నొక్కు,gurati
1090,kratzen::V,గోకు,česati
1091,kratzen::V,గోకు,grepsti
1092,lecken::V,నాకు,lizati
1093,beißen::V,కఱచు,ujesti
1094,beißen::V,కఱచు,gristi
1095,abreißen::V,తెగతెంచు,otkinuti
1096,abschneiden::V,తెగకొట్టు,odrezati
1097,binden::V,కట్టు,vezati
1098,stecken::V,తగులుకొనివుండుట,turiti
1099,brechen::V,పగులగొట్టు,slomiti
1100,klopfen::V,కొట్టు,lupati
1101,klopfen::V,కొట్టు,kucati
1102,hauen::V,కొట్టు,tući
1103,hauen::V,కొట్టు,udarati
1104,kleben::V,అంటుకొను,lijepiti
1105,reiben::V,రాచు,trti
1106,streichen::V,వ్యాపింపజేయు,namazati
1107,schleifen::V,రాచు,brusiti
1108,schneiden::V,కోయు,rezati
1109,rütteln::V,కుదిలించుట,drmati
1110,schütteln::V,కదల్చు,tresti
1111,schwenken::V,ఊచుట,mahati
1112,schütten::V,పోయు,sipati
1113,schütten::V,పోయు,lijevati
1114,füllen::V,నింపు,napuniti
1115,einwickeln::V,చుట్టు,umotati
1116,einwickeln::V,చుట్టు,zamotati
1117,tragen::V,మోయు,nositi
1118,schleppen::V,ఈడ్చు,tegliti
1119,ziehen::V,ఈడ్చు,vući
1120,aufbewahren::V,కాపాడు,čuvati
1121,werfen::V,విసరు,bacati
1122,fangen::V,పట్టుకొను,loviti
1123,fangen::V,పట్టుకొను,hvatati
1124,packen::V,పట్టుకొను,ščepati
1125,packen::V,పట్టుకొను,zgrabiti
1126,verstecken::V,దాచు,sakriti
1127,teilen::V,భాగించు,podijeliti
1128,schicken::V,పంపు,slati
1129,bringen::V,తెచ్చు,donijeti
1130,hinzufügen::V,చేర్చు,dodati
1131,hinzufügen::V,చేర్చు,pridati
1132,bekommen::V,సంపాదించు,dobiti
1133,erhalten::V,పుచ్చుకొను,primiti
1134,nehmen::V,తీసికొను,uzeti
1135,wählen::V,ఇష్టపడు,izabrati
1136,auswählen::V,ఏరుకొను,odabrati
1137,bewahren::V,భద్రపఱుచు,sačuvati
1138,behindern::V,అడ్డగించుట,smetati
1139,verderben::V,చెఱచు,pokvariti
1140,beschädigen::V,చెరుపుట,oštetiti
1141,zerbrechen::V,పగులగొట్టు,razbiti
1142,zerbrechen::V,పగులగొట్టు,prelomiti
1143,zerreißen::V,చించు,poderati
1144,zerreißen::V,చించు,rastrgnuti
1145,zerstören::V,వాశనము చేయు,razoriti
1146,zerstören::V,వాశనము చేయు,razrušiti
1147,verbrennen::V,కాల్చు,spaliti
1148,verbrennen::V,కాల్చు,sagorjeti
1149,geben::V,ఇచ్చు,dati
1150,reichen::V,అందుకొనుట,pružiti
1151,schenken::V,అర్పించు,darivati
1152,versprechen::V,వాగ్దత్తము చేయు,obećati
1153,wünschen::V,కోరు,željeti
1154,loben::V,స్తుతించు,hvaliti
1155,küssen::V,ముద్దుపెట్టుకొను,ljubiti
1156,wiegen::V,ఊచుట,njihati
1157,wiegen::V,ఊచుట,ljuljati
1158,zudecken::V,మూయు,pokriti
1159,wecken::V,నిద్రపలేపుట,probuditi
1160,zeigen::V,చూవు,pokazati
1161,führen::V,దారిచూపు,voditi
1162,lehren::V,బోధించు,učiti
1163,unterrichten::V,నేర్పు,poučiti
1164,aufziehen::V,పెంచు,uzgajati
1165,leiten::V,తీసుకపోవుట,upravljati
1166,antreiben::V,ప్రేరేపించు,natjeravati
1167,lassen::V,అనుమతించు,dati
1168,einladen::V,ఆహ్వానించు,pozvati
1169,vereinigen::V,కూడుట,ujediniti
1170,besuchen::V,పోయి చూచు,posjetiti
1171,treffen::V,కలియు,sresti
1172,sich versammeln::V,కూర్చు,okupiti se
1173,spielen::V,ఆట లాడు,igrati se
1174,singen::V,పాడు,pjevati
1175,tanzen::V,నృత్యముచేయు,plesati
1176,sich trennen::V,ఎడబాయుట,razići se
1177,verlassen::V,విడుచు,ostaviti
1178,verlassen::V,విడుచు,napustiti
1179,retten::V,తప్పించుట,spasiti
1180,bewachen::V,కాపాడు,čuvati
1181,bewachen::V,కాపాడు,stražariti
1182,schützen::V,రక్షించు,čuvati
1183,verteidigen::V,రక్షించు,obraniti
1184,sich schlagen::V,జగడమాడు,biti se
1185,sich schlagen::V,జగడమాడు,udariti se
1186,schießen::V,కాల్చు,pucati
1187,schießen::V,కాల్చు,strijeljati
1188,siegen::V,గెలుచు,pobijediti
1189,ärgern::V,పీడించుట,ljutiti
1190,schlagen::V,కొట్టు,biti
1191,schlagen::V,కొట్టు,udariti
1192,treten::V,తన్ను,šutnuti
1193,stechen::V,కుట్టు,ubosti
1194,stoßen::V,గెంటు,gurnuti
1195,stehlen::V,దొంగిలించు,ukrasti
1196,stören::V,కలతపఱచు,smetati
1197,belästigen::V,పీడించు,smetati
1198,belästigen::V,పీడించు,dosaditi
1199,verbergen::V,దాచు,skriti
1200,täuschen::V,మోసము చేయు,obmanuti
1201,betrügen::V,మోసపుచ్చు,prevarati
1202,töten::V,చంపు,ubiti
1203,wohnen::V,నివసించు,stanovati
1204,arbeiten::V,పనిచేయు,raditi
1205,sammeln::V,ప్రోగుచేయు,sabrati
1206,pflücken::V,యేరుట,ubrati
1207,jagen::V,వేటాడు,loviti
1208,fischen::V,వెదకు,ribati
1209,fischen::V,వెదకు,loviti ribu
1210,fassen::V,పట్టుకొమ,uloviti
1211,hüten::V,మందచేరుట,pasti
1212,treiben::V,నడపు,goniti
1213,anbinden::V,కట్టు,privezati
1214,füttern::V,భోజనము పెట్టు,hraniti
1215,melken::V,పాలు పితుకు,musti
1216,hacken::V,నఱకు,sjeckati
1217,gießen::V,నీళ్ళుకట్టుట,politi
1218,reifen::V,పండుట,sazreti
1219,zubereiten::V,వండు,prigotoviti
1220,kochen::V,వండు,kuhati
1221,backen::V,రొట్టెకాల్చు,peći
1222,braten::V,వేపు,peći
1223,braten::V,వేపు,pržiti
1224,umrühren::V,కదులుట,promiješati
1225,stricken::V,అల్లు,plesti
1226,nähen::V,కుట్టు,šiti
1227,färben::V,రంగు వేయు,obojiti
1228,reinigen::V,శుభ్రము చేయు,očistiti
1229,reinigen::V,శుభ్రము చేయు,počistiti
1230,waschen::V,కడుగు,prati
1231,abwischen::V,తుడుచు,otrti
1232,spülen::V,నీటిలో జడించు,isprati
1233,spülen::V,నీటిలో జడించు,oplakati
1234,fegen::V,ఊడ్చు,mesti
1235,fegen::V,ఊడ్చు,pomesti
1236,kehren::V,ఊడ్చు,mesti
1237,baden::V,స్నానము చేయు,kupati se
1238,sich waschen::V,కడుగు,umiti se
1239,sich waschen::V,కడుగు,prati se
1240,ausziehen::V,విప్పు,svući
1241,anziehen::V,ధరించు,obući
1242,sich anziehen::V,బట్టలు వేసుకొను,obući se
1243,sich anziehen::V,తొడుగుకొను,obući se
1244,kämmen::V,దువ్వుట,češljati
1245,schmücken::V,అలంకరించు,uresiti
1246,schmücken::V,అలంకరించు,nakititi
1247,sagen::V,చెప్పు,reći
1248,sagen::V,చెప్పు,kazati
1249,sprechen::V,చెప్పు,govoriti
1250,reden::V,మాటలాడు,govoriti
1251,reden::V,మాటలాడు,besjediti
1252,sich unterhalten::V,ముచ్చటలాడు,razgovarati se
1253,fragen::V,ప్రశ్నించు,pitati
1254,bitten::V,కోరు,moliti
1255,erzählen::V,చెప్పు,ispričati
1256,erzählen::V,చెప్పు,pripovjediti
1257,mitteilen::V,తెలియజేయు,saopćiti
1258,nennen::V,పేరు వెట్టు,nazvati
1259,rufen::V,పిలుచు,zvati
1260,rufen::V,పిలుచు,dozvati
1261,prahlen::V,జల్లి,hvalisati se
1262,übersetzen::V,తర్జుమాచేయు,prevesti
1263,denken::V,ఆలోచించు,misliti
1264,glauben::V,నమ్ము,vjerovati
1265,bemerken::V,గుర్తించు,zapaziti
1266,bemerken::V,గుర్తించు,primijetiti
1267,erkennen::V,గుర్తించు,prepoznati
1268,begreifen::V,గ్రహించు,pojmiti
1269,begreifen::V,గ్రహించు,shvatiti
1270,verstehen::V,గ్రహించు,razabrati
1271,lernen::V,నేర్చు కొను,učiti se
1272,wissen::V,తెలిసికొను,znati
1273,sich erinnern an::V,జ్ఞాపకముంచుకొను,sjetiti se
1274,vergessen::V,మఱచిపోవు,zaboraviti
1275,messen::V,కొలుచుట,mjeriti
1276,zählen::V,లెక్కపెట్టు,brojiti
1277,rechnen::V,లెక్కపెట్టు,računati
1278,lesen::V,చదువు,čitati
1279,malen::V,పూనుట,slikati
1280,zeichnen::V,వ్రాసుట,crtati
1281,schreiben::V,వ్రాయు,pisati
1282,besitzen::V,కలిగియుండు,imati
1283,besitzen::V,కలిగియుండు,posjedovati
1284,kaufen::V,కొను,kupiti
1285,verkaufen::V,అమ్ము,prodati
1286,verkaufen::V,అమ్ము,raspačati
1287,bezahlen::V,చెల్లించు,platiti
1288,zahlen::V,చెల్లించు,plaćati
1289,beherrschen::V,ఏలు,vladati
1290,beherrschen::V,ఏలు,gospodariti
1291,ertragen::V,భరించు,trpjeti
1292,ertragen::V,భరించు,podnijeti
