,Concept_ID,lbe,hi
73,Sehne::N,хьхьа,कंडरा
74,Sehne::N,хьхьа,स्नायु
75,Knochen::N,ттаркӏ,अस्थि
76,Gehirn::N,ня,दिमाग़
77,Gehirn::N,ня,मस्तिष्क
78,Herz::N,дакӏ,दिल
79,Herz::N,дакӏ,हृदय
80,Herz::N,къюкӏ,दिल
81,Herz::N,къюкӏ,हृदय
82,Magen::N,лякьа,मेदा
83,Magen::N,лякьа,अमाशय
84,Atem::N,ссихӏ ласаву,दम
85,Atem::N,ссихӏ ласаву,साँस
86,Atem::N,ссихӏ ласаву,श्वास
87,Atem::N,ссихӏ бигьаву,दम
88,Atem::N,ссихӏ бигьаву,साँस
89,Atem::N,ссихӏ бигьаву,श्वास
90,Hunger::N,ккаши,भूख
91,Hunger::N,ккаши,क्षुधा
92,Träne::N,макь,आँसू
93,Träne::N,макь,अश्रु
94,Geschmack::N,тӏин,स्वाद
95,Geschmack::N,тӏин,ज़ायक़ा
96,Geschmack::N,тӏааьн,स्वाद
97,Geschmack::N,тӏааьн,ज़ायक़ा
98,Geruch::N,кьанкь,बू
99,Geruch::N,кьанкь,गंध
100,Schlaf::N,шану,नींद
101,Schlaf::N,шану,निद्रा
102,Traum::N,макӏру,सपना
103,Traum::N,макӏру,स्वप्न
104,Himmel::N,ссав,आकाश
105,Himmel::N,ссав,आसमान
106,Sonne::N,баргъ,रवि
107,Sonne::N,баргъ,सूरज
108,Sonne::N,баргъ,सूर्य
109,Mond::N,барз,चाँद
110,Mond::N,барз,चंद्र
111,Stern::N,цӏуку,तारा
112,Stern::N,цӏуку,सितारा
113,Luft::N,гьава,हवा
114,Luft::N,гьава,वायु
115,Wind::N,марч,पाद
116,Welle::N,щатӏи,लहर
117,Welle::N,щатӏи,तरंग
118,Wasser::N,щин,जल
119,Wasser::N,щин,पानी
120,Stein::N,чару,पत्थर
121,Boden::N,аьрщи,मिट्टी
122,Erde::N,аьрщи,भूमि
123,Erde::N,аьрщи,ज़मीन
124,Staub::N,ххит,धूल
125,Rauch::N,пуркӏу,धूआँ
126,Rauch::N,пуркӏу,धुम्र
127,Funke::N,пиягь,चिनगारी
128,Funke::N,пиягь,स्फुलिंग
129,Feuer::N,цӏу,आग
130,Feuer::N,цӏу,आतिश
131,Feuer::N,цӏу,अग्नि
132,Licht::N,чани,रोशनी
133,Licht::N,чани,प्रकाश
134,Schatten::N,ххют,छाया
135,Schatten::N,ххют,परछाई
136,Wetter::N,гьава,ऋतु
137,Wetter::N,гьава,मौसम
138,Nebel::N,шархь ттурлу,धुँध
139,Nebel::N,шархь ттурлу,कुहरा
140,Wolke::N,ттурлу,मेघ
141,Wolke::N,ттурлу,अभ्र
142,Regen::N,гъарал,मेंह
143,Regen::N,гъарал,बारिश
144,Schnee::N,марххала,हिम
145,Schnee::N,марххала,बर्फ़
146,Eis::N,микӏ,हिम
147,Eis::N,микӏ,बर्फ़
148,Frost::N,дяркъу,ठंड
149,Frost::N,замгьар,ठंड
150,Kälte::N,дяркъу,सर्दी
151,Kälte::N,дяркъу,शीतलता
152,Hitze::N,кӏиришиву,ताप
153,Hitze::N,кӏиришиву,गरमी
154,Raureif::N,сил,पाला
155,Raureif::N,бурса,पाला
156,Regenbogen::N,ссурул ккуртта,इंद्र-धनुष
157,Donner::N,къув,गरज
158,Donner::N,къув,मेघ-गर्जन
159,Strömung::N,экьинанаву,बहाव
160,Strömung::N,экьинанаву,प्रवाह
161,Tropfen::N,кӏунтӏ,बूँद
162,Schaum::N,хьама,झाग
163,Schmutz::N,кьяркьи,गंद
164,Schmutz::N,кьяркьи,कीचड़
165,See::N,бяр,झील
166,See::N,бяр,सरोवर
167,Sumpf::N,кунцӏа,दलदल
168,Sumpf::N,кунцӏа,धँसान
169,Wiese::N,кьан,घास-स्थल
170,Wald::N,вацӏа,जंगल
171,Hügel::N,бакӏу,टीला
172,Hügel::N,бакӏу,पहाड़
173,Berg::N,зунтту,पहाड़
174,Gipfel::N,мицӏ,शिखर
175,Höhle::N,нух,गुहा
176,Höhle::N,нух,गुफ़ा
177,Abhang::N,сун,ढाल
178,Abhang::N,сун,ढलान
179,Quelle::N,дайдихьу,चश्मा
180,Quelle::N,бакӏ,चश्मा
181,Bach::N,чӏрир нех,सोता
182,Bach::N,чӏрир нех,नदिका
183,Fluss::N,нех,नदी
184,Fluss::N,нех,सरिता
185,Ufer::N,зума,तट
186,Ufer::N,зума,किनारा
187,Küste::N,зумаинхалу,समुद्र-तट
188,Küste::N,зуманицӏалу,समुद्र-तट
189,Festland::N,кьири,महाद्वीप
190,Meer::N,хьхьири,सागर
191,Meer::N,хьхьири,समुद्र
192,Insel::N,жазира,टापू
193,Insel::N,жазира,द्वीप
194,Blume::N,тӏутӏи,फूल
195,Blume::N,тӏутӏи,पुष्प
196,Gras::N,уртту,घास
197,Wurzel::N,мархха,मूल
198,Baum::N,мурхь,पेड़
199,Baum::N,мурхь,वृक्ष
200,Stamm::N,ттарцӏ,धड़
201,Rinde::N,ккамара,छाल
202,Rinde::N,ккамара,वल्कल
203,Ast::N,матӏи,डाल
204,Ast::N,матӏи,शाखा
205,Zweig::N,къяртта,टहनी
206,Blatt::N,чӏапӏи,पत्र
207,Blatt::N,чӏапӏи,पत्ता
208,Birke::N,кӏялахӏи,भूर्ज
209,Birke::N,кӏялахӏилул мурхь,भूर्ज
210,Kiefer[Baum]::N,ттар,पाइन-वृक्ष
211,Kiefer[Baum]::N,ттарлил мурхь,पाइन-वृक्ष
212,Weide[Baum]::N,щавщи,बेंत
213,Tanne::N,ттарлил мурхь,फ़र
214,Horn::N,хъи,सींग
215,Horn::N,хъи,विषाण
216,Feder::N,лелуххул тӏиму,पर
217,Feder::N,лелуххул тӏиму,पंख
218,Fell::N,бурчу,खाल
219,Fell::N,бурчу,पशु-चर्म
220,Flügel::N,хъа,पंख
221,Flügel::N,хъа,डैना
222,Flügel::N,ххурупӏайрал тӏиму,पंख
223,Flügel::N,ххурупӏайрал тӏиму,डैना
224,Klaue::N,михь,पंजा
225,Kralle::N,ххяппа,पंजा
226,Kralle::N,ххяппа,नाख़ून
227,Schwanz::N,магъ,पूँछ
228,Ei::N,ккунук,अंडा
229,Nest::N,кюру,नीड़
230,Nest::N,кюру,घोंसला
231,Bau::N,цукъуккутӏ,बिल
232,Bau::N,цукъуккутӏ,माँद
233,Tier::N,хӏайван,पशु
234,Tier::N,хӏайван,जानवर
235,Herde::N,газу,गल्ला
236,Kuh::N,оьл,गौ
237,Kuh::N,оьл,गाय
238,Bulle::N,ниц,साँड़
239,Pferd::N,чу,अश्व
240,Pferd::N,чу,घोड़ा
241,Schaf::N,тта,भेड़
242,Schwein::N,дунгъуз,शूकर
243,Hund::N,ккаччи,श्वान
244,Hund::N,ккаччи,कुत्ता
245,Katze::N,ччиту,बिल्ली
246,Bär::N,цуша,रीछ
247,Bär::N,цуша,भालू
248,Eichhörnchen::N,бюрхттукку,गिलहरी
249,Elch::N,ниц-бюрин,एल्क
250,Fuchs::N,цулчӏа,लोमड़ी
251,Fuchs::N,куча цулчӏа,लोमड़ी
252,Hase::N,бюрх,खरहा
253,Hase::N,бюрх,ख़रगोश
254,Maus::N,кӏулу,मूष
255,Maus::N,кӏулу,चूहा
256,Wolf::N,барцӏ,वृक
257,Wolf::N,барцӏ,भेड़िया
258,Vogel::N,лелуххи,पक्षी
259,Vogel::N,лелуххи,चिड़िया
260,Schwarm::N,гьухъала,झुंड
261,Huhn::N,аьнакӏи,मुर्ग़ी
262,Hahn::N,ажари,मुर्ग़ा
263,Gans::N,къаз,हंस
264,Gans::N,къаз,हंसिनी
265,Adler::N,барзу,उक़ाब
266,Ente::N,урдак,बतख़
267,Ente::N,урдак,बत्तक
268,Eule::N,ису,उल्लू
269,Eule::N,ччиккумяв,उल्लू
270,Kranich::N,кьурукь,सारस
271,Kranich::N,кьурукь,क्रौंंच
272,Krähe::N,хъатӏу,काक
273,Kuckuck::N,ччикку,कोयल
274,Kuckuck::N,ччикку,कोकिल
275,Schwan::N,урттил къаз,हंस
276,Schwan::N,урттил къаз,मराल
277,Fisch::N,чавахъ,मछली
278,Fisch::N,чавахъ,मत्स्य
279,Schlange[Tier]::N,шатта,सर्प
280,Wurm::N,кьюнукьай шатта,कृमि
281,Wurm::N,кьюнукьай шатта,कीड़ा
282,Spinne::N,ххялцу,लूता
283,Spinne::N,ххялцу,मकड़ी
284,Ameise::N,митӏикьукьу,चींटी
285,Mücke::N,мичӏак,डाँस
286,Fliege::N,зимиз,मक्खी
287,Fliege::N,зимиз,मक्षिका
288,Schmetterling::N,чӏимучӏали,तितली
289,Beere::N,хӏаллил ахъулсса,बेरी
290,Apfel::N,гьивч,सेब
291,Pilz::N,ттуккул иис,खुंबी
292,Zwiebel::N,лаччул чсмусул бакӏ,प्याज़
293,Saat::N,гьанна,बीज
294,Korn::N,къама,दाना
295,Heu::N,ххулув,मूखी घास
296,Schale::N,ккиртту,बकला
297,Schale::N,ккиртту,छिलका
298,Grube::N,кӏаланг,गड्ढा
299,Falle::N,къатӏа,जाल
300,Falle::N,къатӏа,फँदा
301,Schlinge::N,хӏатӏ,फँदा
302,Spur::N,ша,सुराग़
303,Spur::N,ша,पद-चिह्न
304,Asche::N,лах,राख
305,Dreck::N,кьяркьи,मैल
306,Dreck::N,кьяркьи,गंदगी
307,Dreck::N,венп,मैल
308,Dreck::N,венп,गंदगी
309,Eisen::N,мах,लोहा
310,Gold::N,муси,सोना
311,Gold::N,муси,स्वर्ण
312,Silber::N,арцу,रजत
313,Silber::N,арцу,चाँदी
314,Kohle::N,кӏалаш,कोयला
315,Kohle::N,хъуручӏ,कोयला
316,Glas::N,пюрун,काँच
317,Lehm::N,сина аьрщи,चिकनी मिट्टी
318,Sand::N,къун,रेत
319,Sand::N,къун,बालू
320,Mensch::N,инсан,मानव
321,Mensch::N,инсан,इनसान
322,Mensch::N,инсан,मनुष्य
323,Mann::N,чув,आदमी
324,Mann::N,чув,पुरुष
325,Mann::N,адимина,आदमी
326,Mann::N,адимина,पुरुष
327,Frau::N,щарсса,औरत
328,Frau::N,щарсса,महिला
329,Frau::N,щарсса,स्त्री
330,Frau::N,хъамитайпа,औरत
331,Frau::N,хъамитайпа,महिला
332,Frau::N,хъамитайпа,स्त्री
333,Kind::N,чӏиви оьрчӏ,बाल
334,Kind::N,чӏиви оьрчӏ,बच्चा
335,Junge::N,оьрчӏ,लड़का
336,Junge::N,бурхьин оьрчӏ,लड़का
337,Mädchen::N,душ,लड़की
338,Mädchen::N,душ,कुमारी
339,Familie::N,кулпат,परिवार
340,Großvater::N,ттатта,दादा
341,Großvater::N,ниттил ппу,दादा
342,Großmutter::N,буттал нину,नानी
343,Eltern::N,нину-ппу,माँ-बाप
344,Eltern::N,нину-ппу,माता-पिता
345,Vater::N,ппу,बाप
346,Vater::N,ппу,पिता
347,Mutter::N,нину,माँ
348,Mutter::N,нину,माता
349,Sohn::N,арс,बेटा
350,Sohn::N,арс,पुत्र
351,Tochter::N,душ,बेटी
352,Tochter::N,душ,पुत्री
353,Bruder::N,уссу,भाई
354,Bruder::N,уссу,भ्राता
355,Schwester::N,ссу,बहन
356,Schwester::N,ссу,भगिनी
357,Onkel::N,буттауссу,ताऊ
358,Onkel::N,буттауссу,काका
359,Tante::N,буттал ссу,बूआ
360,Tante::N,буттал ссу,फूफी
361,Tante::N,буттал ссу,ख़ाला
362,Ehemann::N,лас,पति
363,Ehemann::N,лас,शौहर
364,Ehefrau::N,щар,बीवी
365,Ehefrau::N,щарсса,बीवी
366,Freude::N,шадшиву,आनंद
367,Freude::N,шадшиву,प्रसन्नता
368,Freude::N,ххаришиву,आनंद
369,Freude::N,ххаришиву,प्रसन्नता
370,Gelächter::N,хъяхъаву,हँसी
371,Gelächter::N,хъяхъаву,क़हक़हा
372,Glück::N,талихӏ,आनंद
373,Glück::N,талихӏ,ख़ुशी
374,Kummer::N,дард,शोक
375,Kummer::N,дард,दुःख
376,Wunsch::N,мурад,इच्छा
377,Wunsch::N,мурад,अभिलाषा
378,Lust::N,гьавас,चाह
379,Lust::N,гьавас,कामना
380,Lust::N,ччаву,चाह
381,Lust::N,ччаву,कामना
382,Geist::N,рухӏ,जान
383,Geist::N,рухӏ,प्राण
384,Gedanke::N,пикри,विचार
385,Gedächtnis::N,дакӏний личӏаву,याददाश्त
386,Gedächtnis::N,дакӏний личӏаву,स्मरण-शक्ति
387,Verstand::N,аькьлу,समझ
388,Verstand::N,аькьлу,अक़्ल
389,Verstand::N,аькьлу,बुद्धि
390,Sinn::N,мяъна,अर्थ
391,Grund::N,багьана,वजह
392,Grund::N,багьана,कारण
393,Wahrheit::N,тӏайламур,सत्य
394,Wahrheit::N,тӏайламур,सच्चाई
395,Wahrheit::N,хӏакьмур,सत्य
396,Wahrheit::N,хӏакьмур,सच्चाई
397,Gespräch::N,ихтилат,चर्चा
398,Gespräch::N,ихтилат,वार्ता
399,Gespräch::N,ихтилат,बात-चीत
400,Märchen::N,магьа,क़िस्सा
401,Erzählung::N,хавар,कथा
402,Erzählung::N,хавар,कहानी
403,Nachricht::N,хавар,सूचना
404,Nachricht::N,хавар,समाचार
405,Neuigkeit::N,хавар,ख़बर
406,Neuigkeit::N,хавар,समाचार
407,Name::N,цӏа,नाम
408,Rätsel::N,ссигьа,पहेली
409,Rede::N,гъалгъа,वचन
410,Rede::N,гъалгъа,भाषण
411,Sprache::N,маз,भाषा
412,Sprache::N,маз,ज़बान
413,Stimme::N,чӏу,स्वर
414,Stimme::N,чӏу,आवाज़
415,Stimme::N,чӏукӏа,स्वर
416,Stimme::N,чӏукӏа,आवाज़
417,Wort::N,махъ,शब्द
418,Wort::N,махъ,लफ़्ज़
419,Zeichen::N,лишан,निशान
420,Lärm::N,чӏу,शोर
421,Lärm::N,чӏу,हुल्लड़
422,Laut::N,чӏу,स्वर
423,Laut::N,чӏу,ध्वनि
424,Ton::N,чӏу,सुर
425,Ton::N,чӏу,स्वर
426,Lied::N,балай,गीत
427,Ruhe::N,дигьалагру,आराम
428,Ruhe::N,дигьалагру,ख़ामोशी
429,Leute::N,инсантал,लोग
430,Volk::N,ил,क़ौम
431,Volk::N,ил,प्रजा
432,Volk::N,халкь,क़ौम
433,Volk::N,халкь,प्रजा
434,Arbeit::N,заву,काम
435,Gast::N,хъамаличу,अतिथि
436,Gast::N,хъамаличу,मेहमान
437,Geschenk::N,бухчакарши,उपहार
438,Geschenk::N,бухчакарши,तोहफ़ा
439,Geschenk::N,лажинккакку,उपहार
440,Geschenk::N,лажинккакку,तोहफ़ा
441,Spiel::N,тӏуркӏу,खेल
442,Spiel::N,тӏуркӏу,क्रीड़ा
443,Gesellschaft::N,жямат,साथ
444,Gesellschaft::N,ккуран,साथ
445,Hilfe::N,кумаг,मदद
446,Hilfe::N,кумаг,सहायता
447,Freund::N,дус,मित्र
448,Kamerad::N,хӏаласу,साथी
449,Kamerad::N,хӏаласу,कामरेड
450,Angelegenheit::N,иш,बात
451,Angelegenheit::N,иш,मामला
452,Anzahl::N,аьдад,तादाद
453,Anzahl::N,аьдад,संख्या
454,Art::N,жинс,तरह
455,Art::N,жинс,क़िस्म
456,Stück::N,касак,फाँक
457,Stück::N,касак,टुकड़ा
458,Teil::N,бутӏа,भाग
459,Teil::N,бутӏа,हिस्सा
460,Hälfte::N,дачӏи,अर्धभाग
461,Kreis::N,кюрщан,चक्कर
462,Kreuz::N,ххач,सलीब
463,Kreuz::N,ххач,क्रूस
464,Linie::N,щва,लाइन
465,Strich::N,щва,लकीर
466,Abstand::N,манзил,अंतर
467,Abstand::N,манзил,फ़ासला
468,Entfernung::N,манзил,दूरी
469,Entfernung::N,манзил,फ़ासला
470,Gegend::N,кӏану,इलाक़ा
471,Ort::N,кӏану,स्थल
472,Ort::N,кӏану,स्थान
473,Seite::N,чул,ओर
474,Seite::N,чул,तरफ़
475,Seite::N,чулухалу,ओर
476,Seite::N,чулухалу,तरफ़
477,Mitte::N,дя,बीच
478,Mitte::N,дя,मध्य
479,Gegenstand::N,зат,चीज़
480,Gegenstand::N,зат,पदार्थ
481,Sache::N,зат,चीज़
482,Sache::N,зат,वस्तु
483,Rand::N,зума,छोर
484,Rand::N,зума,उपांत
485,Ecke::N,мурцӏу,कोना
486,Ecke::N,мурцӏу,नुक्कड़
487,Spitze::N,мицӏ,नोक
488,Ende::N,зума,छोर
489,Ende::N,зума,सिरा
490,Loch::N,ккутӏ,छेद
491,Loch::N,ккутӏ,सूराख़
492,Winkel::N,мурцӏу,कोण
493,Winkel::N,мурцӏу,कोना
494,Muster::N,накьич,नमूना
495,Muster::N,накьич,डिज़ाइन
496,Länge::N,лахъишиву,लंबाई
497,Höhe::N,лахъшиву,ऊँचाई
498,Höhe::N,лахъшиву,उच्चता
499,Gewicht::N,дуццин,भार
500,Gewicht::N,дуццин,वज़न
501,Gewicht::N,кӏушиву,भार
502,Gewicht::N,кӏушиву,वज़न
503,Haufen::N,бакӏу,ढेर
504,Haufen::N,бакӏу,अंबार
505,Reihe::N,кьюкьа,क़तार
506,Reihe::N,кьюкьа,पंक्ति
507,Boot::N,луткка,नाव
508,Boot::N,луткка,नौका
509,Ruder::N,весло,चप्पू
510,Ruder::N,чӏатӏа,चप्पू
511,Schlitten::N,чана,बर्फ़-गाड़ी
512,Schlitten::N,санкка,बर्फ़-गाड़ी
513,Ski::N,лижарду,स्की
514,Lagerfeuer::N,къавтӏн,अलाव
515,Lagerfeuer::N,къавтӏн,कैंप-फ़ायर
516,Last::N,гьиву,भार
517,Gang::N,нанаву,चाल
518,Schritt::N,ша,डग
519,Schritt::N,ша,क़दम
520,Norden::N,ухссав,उत्तर
521,Norden::N,ухссавнил чулухалу,उत्तर
522,Süden::N,кьилва,दक्खिन
523,Westen::N,баргълагавал,पश्चिम
524,Westen::N,баргълагавал чул,पश्चिम
525,Osten::N,баргъбуккай чулухалу,पूरब
526,Holz::N,тӏама,काठ
527,Holz::N,тӏама,काष्ठ
528,Brett::N,тахта,पटरा
529,Brett::N,тахта,तख़्ता
530,Platte::N,гъуни,फलक
531,Platte::N,гъуни,तख़्ता
532,Stütze::N,гьалакӏу,टेक
533,Stütze::N,гьалакӏу,थूनी
534,Stange::N,къазихъ,छड़
535,Stange::N,къазихъ,बाँस
536,Stock::N,ттархь,लाठी
537,Stab::N,ччантӏакъу,लग्गा
538,Rohr::N,бургъу,नल
539,Haus::N,къатта,घर
540,Haus::N,къатта,मकान
541,Heim::N,къатта,घर
542,Heim::N,къатта,गृह
543,Ofen::N,пач,चूल्हा
544,Fußboden::N,чӏанкъатта,फ़र्श
545,Tisch::N,усттул,मेज़
546,Stuhl::N,кӏану,कुरसी
547,Wiege::N,оьрчӏал кӏану,पालना
548,Wiege::N,оьрчӏал кӏану,हिंडोला
549,Bett::N,тах,खाट
550,Bett::N,тах,पलंग
551,Regal::N,чӏаму,शेल्फ़
552,Kiste::N,яшикӏ,पेटी
553,Kiste::N,яшикӏ,डिब्बा
554,Kiste::N,къурши,पेटी
555,Kiste::N,къурши,डिब्बा
556,Fenster::N,чӏавахьулу,खिड़की
557,Tür::N,нуз,द्वार
558,Tür::N,нуз,दरवाज़ा
559,Tür::N,нузкьун,द्वार
560,Tür::N,нузкьун,दरवाज़ा
561,Tor::N,къапу,फाटक
562,Tor::N,дарваза,फाटक
563,Zaun::N,дайгьузанну,बाड़ा
564,Dach::N,магъи,छत
565,Dach::N,магъи,छप्पर
566,Dach::N,цӏиялу,छत
567,Dach::N,цӏиялу,छप्पर
568,Leiter::N,чуртту,सीढ़ी
569,Besen::N,чӏатлу,झाड़ू
570,Besen::N,чӏатлу,बुहारी
571,Spaten::N,бил,कुदाल
572,Schaufel::N,чӏатӏа,बेलचा
573,Schaufel::N,чӏатӏа,फावड़ा
574,Gabel::N,гьиссилу,काँटा
575,Löffel::N,къуса,चम्मच
576,Messer::N,чӏила,छुरा
577,Messer::N,чӏила,चाक़ू
578,Nagel::N,мяр,कील
579,Nagel::N,мяр,मेख़
580,Netz::N,къери,जाल
581,Haken::N,къича,अंकुश
582,Griff::N,куяму,मूठ
583,Griff::N,куяму,हत्था
584,Schloss::N,кьункьула,ताला
585,Bild::N,сурат,चित्र
586,Puppe::N,ссихьу,पुतली
587,Puppe::N,ссихьу,गुड़िया
588,Beutel::N,чантай,झोला
589,Bündel::N,гьи,पुलिंदा
590,Bündel::N,къар,पुलिंदा
591,Eimer::N,бадра,बाल्टी
592,Deckel::N,къапаза,ढक्कन
593,Geschirr::N,пюрунчӏул,बरतन-भाँड़े
594,Geschirr::N,тӏахӏникӏичӏу,बरतन-भाँड़े
595,Sack::N,къап,बोरा
596,Sack::N,дарваг,बोरा
597,Tasse::N,пижан,प्याला
598,Tasse::N,пинжан,प्याला
599,Tasse::N,инкираччатӏи,प्याला
600,Tasse::N,цинцилттал бушкъап,प्याला
601,Topf::N,кӏункӏур,देग़चा
602,Kessel::N,чаг,देग़
603,Kessel::N,чаг,बटलोई
604,Kessel::N,кӏункӏур,देग़
605,Kessel::N,кӏункӏур,बटलोई
606,Essen::N,дукия,खाना
607,Essen::N,дукин,खाना
608,Nahrung::N,дукра,भोजन
609,Speise::N,дукра,खाना
610,Speise::N,дукра,व्यंजन
611,Fleisch::N,дикӏ,मांस
612,Fleisch::N,дикӏ,गोश्त
613,Getreide::N,къама,अनाज
614,Brei::N,ккурч,भरता
615,Brei::N,ккурч,दलिया
616,Brot::N,ччатӏ,रोटी
617,Scheibe::N,парча,कतला
618,Fett::N,аьгъушиву,वसा
619,Fett::N,аьгъушиву,चरबी
620,Butter::N,нагь,मक्खन
621,Butter::N,лагаву,मक्खन
622,Salz::N,цӏву,नमक
623,Suppe::N,накь,सूप
624,Suppe::N,накь,शोरबा
625,Honig::N,ницӏ,शहद
626,Milch::N,накӏ,दूध
627,Tee::N,чяй,चाय
628,Leder::N,бурчу,चमड़ा
629,Wolle::N,ппал,ऊन
630,Stoff::N,янна,कपड़ा
631,Nadel::N,ххалаххи,सूई
632,Faden::N,ххал,डोरा
633,Knopf::N,банд,बटन
634,Knopf::N,банд,घुंडी
635,Knoten::N,къурхъ,गाँठ
636,Knoten::N,къурхъ,गुत्थी
637,Farbe::N,сир,रंग
638,Farbe::N,сир,वर्ण
639,Kleidung::N,янна,पहनावा
640,Kleidung::N,лаххия,पहनावा
641,Hemd::N,гьухъа,कुरता
642,Hemd::N,гьухъа,क़मीज़
643,Kragen::N,дарвач,गरदनी
644,Kragen::N,дарвач,गरेबान
645,Ärmel::N,кахха,आस्तीन
646,Hose::N,хӏажак,पैंट
647,Hose::N,хӏажак,पतलून
648,Gürtel::N,мухӏлу,पेटी
649,Gürtel::N,мухӏлу,मेखला
650,Mütze::N,кьяпа,टोपी
651,Stiefel::N,чакма,बूट
652,Ring::N,кӏисса,अँगूठी
653,Band::N,линт,पट्टी
654,Kamm::N,ттарал,कंघी
655,Spiegel::N,дагьани,आईना
656,Spiegel::N,дагьани,दर्पण
657,Riemen::N,эн,तसमा
658,Riemen::N,эн,पट्टा
659,Schnur::N,хьхьа,डोरी
660,Schnur::N,хьхьа,सुतली
661,Decke::N,виргъан,रज़ाई
662,Kissen::N,кӏаралу,तकिया
663,Kissen::N,кӏаралу,गाद्दा
664,Tuch::N,карщи,रूमाल
665,Tuch::N,карщи,वस्त्र
666,Handtuch::N,калихьу,अँगोछा
667,Handtuch::N,лажинлихьу,अँगोछा
668,Kraft::N,эллаж,ज़ोर
669,Kraft::N,эллаж,शक्ति
670,Stärke::N,гуж,बल
671,Stärke::N,гуж,ताक़त
672,Gesundheit::N,цӏуллу-сагъшиву,स्वास्थ्य
673,Gesundheit::N,цӏуллу-сагъшиву,तंदुरुस्ती
674,Krankheit::N,къашайшиву,रोग
675,Krankheit::N,къашайшиву,बीमारी
676,Schmerz::N,къюву,दर्द
677,Schmerz::N,къюву,पीड़ा
678,Wunde::N,щаву,घाव
679,Wunde::N,щаву,ज़ख़्म
680,Fieber::N,кӏиришиву,ज्वर
681,Fieber::N,кӏиришиву,बुख़ार
682,Arznei::N,дару,दवा
683,Arznei::N,дару,औषाधि
684,Brücke::N,ламу,पुल
685,Brücke::N,ламу,सेतु
686,Brunnen::N,къуй,कुआँ
687,Weide::N,бизантту,चरागाह
688,Pfad::N,жегъир ххуллу,पथ
689,Pfad::N,жегъир ххуллу,पगडंडी
690,Weg::N,ххуллу,मार्ग
691,Straße::N,ххуллу,राह
692,Straße::N,ххуллу,रास्ता
693,Dorf::N,щар,गाँव
694,Dorf::N,щар,ग्राम
695,Dorf::N,шяравалу,गाँव
696,Dorf::N,шяравалу,ग्राम
697,Stadt::N,шагьру,शहर
698,Brief::N,чагъар,ख़त
699,Brief::N,чагъар,पत्र
700,Brief::N,чагъар,चिट्ठी
701,Buch::N,лу,किताब
702,Buch::N,лу,पुस्तक
703,Buchstabe::N,хӏарп,अक्षर
704,Zeitung::N,кказит,अख़बार
