,Concept_ID,cs,uk
841,fallen::V,padat,падати
842,brennen::V,hořet,горіти
843,rauchen::V,kouřit,диміти
844,regnen::V,pršet,дощити
845,gefrieren::V,zamrznout,змерзнути
846,tauen::V,tát,танути
847,schmelzen::V,tavit,плавитися
848,trocknen::V,schnout,сохнути
849,sieden::V,vřít,кипіти
850,faulen::V,hnít,гнити
851,verfaulen::V,shnít,згнити
852,reißen::V,roztrhat se,рватися
853,versinken::V,topit se,тонути
854,versinken::V,ponořit se,тонути
855,vergehen::V,plynout,проходити
856,erscheinen::V,objevit se,з’явитися
857,verschwinden::V,zmizet,щезнути
858,verschwinden::V,zmizet,зникнути
859,sinken::V,klesat,спадати
860,abnehmen::V,ubýt,поменшитися
861,zunehmen::V,přibýt,збільшуватися
862,steigen::V,stoupat,підніматися
863,wachsen::V,růst,рости
864,glänzen::V,lesknout se,блищати
865,funkeln::V,jiskřit se,блискати
866,lärmen::V,dělat hluk,шуміти
867,läuten::V,zvonit,дзвонити
868,klingeln::V,zvonit,дзвонити
869,klirren::V,řinčet,дзвякати
870,brausen::V,hučet,бушувати
871,rauschen::V,šumět,шелестіти
872,klingen::V,znít,лунати
873,klingen::V,znít,звучати
874,bellen::V,štěkat,гавкати
875,heulen::V,výt,вити
876,blasen::V,foukat,дунути
877,pfeifen::V,pískat,свистіти
878,schreien::V,křičet,кричати
879,stöhnen::V,sténat,стогнати
880,zittern::V,třást se,тремтіти
881,leben::V,žít,жити
882,geboren werden::V,rodit se,народитися
883,atmen::V,dýchat,дихати
884,trinken::V,pít,пити
885,essen::V,jíst,їсти
886,schlucken::V,polykat,ковтати
887,müde werden::V,unavit se,втомитися
888,einschlafen::V,usnout,заснути
889,schlafen::V,spát,спати
890,aufwachen::V,probudit se,прокинутися
891,aufstehen::V,vstát,встати
892,sich erholen::V,zotavovat se,відпочивати
893,krank werden::V,onemocnět,захворіти
894,krank sein::V,být nemocný,хворіти
895,schmerzen::V,bolet,боліти
896,husten::V,kašlat,кашляти
897,genesen::V,uzdravit se,одужати
898,genesen::V,uzdravit se,видужати
899,sterben::V,umřít,померти
900,umkommen::V,zahynout,згинути
901,sich bewegen::V,pohnout se,рухатися
902,sich rühren::V,hnout se,ворушитися
903,sich erheben::V,zdvihnout se,встати
904,sich setzen::V,posadit se,сісти
905,hinfallen::V,upadnout,упасти
906,laufen::V,běžet,ходити
907,schreiten::V,kráčet,крокувати
908,spazierengehen::V,procházet se,гуляти
909,eilen::V,spěchat,спішити
910,sich beeilen::V,pospíšit si,поспішати
911,sausen::V,fičet,мчатися
912,rennen::V,pádit,бігати
913,springen::V,skákat,скакати
914,springen::V,skákat,стрибати
915,klettern::V,lézt,лазити
916,klettern::V,šplhat,лазити
917,schaukeln::V,houpat,гойдатися
918,kriechen::V,lézt,повзати
919,kriechen::V,plazit se,повзати
920,schwimmen::V,plavat,пливти
921,schwimmen::V,plavat,плавати
922,tauchen::V,nořit se,пірнати
923,rudern::V,veslovat,гребти
924,rudern::V,veslovat,веслувати
925,fahren::V,jet,їхати
926,fahren::V,jezdit,їхати
927,fliegen::V,létat,літати
928,gehen::V,jít,іти
929,weggehen::V,odejít,піти
930,abfahren::V,odjet,від’їхати
931,abfahren::V,odjet,відправитися
932,anhalten::V,zastavit se,зупинитися
933,hineingehen::V,vcházet se,входити
934,eintreten::V,vstoupit,увійти
935,kommen::V,přijít,прийти
936,ankommen::V,dojít,прибути
937,zurückkommen::V,vrátit se,повернутися
938,bleiben::V,zůstat,залишитися
939,warten::V,čekat,чекати
940,erwarten::V,čekat na,чекати
941,suchen::V,hledat,шукати
942,finden::V,najít,знайти
943,versuchen::V,zkoušet,випробовувати
944,vorbereiten::V,připravit,підготувати
945,lieben::V,milovat,любити
946,mögen::V,mít rád,любити
947,mögen::V,mít rád,подобатися
948,lachen::V,smát se,сміятися
949,rühren::V,dojmout,розчулити
950,weinen::V,plakat,плакати
951,schimpfen::V,nadávat,лаятися
952,sich ärgern::V,pohoršit se,сердитися
953,sich fürchten::V,bát se,боятися
954,fürchten::V,bát se,боятися
955,fliehen::V,utéct,тікати
956,flüchten::V,prchnout,утекти
957,sehen::V,vidět,бачити
958,anschauen::V,podívat se na,поглянути
959,ansehen::V,sledovat,дивитися на
960,hören::V,slyšet,чути
961,zuhören::V,poslouchat,слухати
962,probieren::V,ochutnávat,покуштувати
963,riechen::V,cítit,нюхати
964,fühlen::V,cítit,відчувати
965,scheinen::V,zdát se,здаватися
966,zu sehen sein::V,moci být viděn,виднітися
967,vernehmen::V,uslyšet,почути
968,frieren::V,mrznout,мерзнути
969,tun::V,dělat,робити
970,können::V,moct,могти
971,wollen::V,chtít,хотіти
972,anfangen::V,začít,почати
973,beenden::V,ukončit,закінчити
974,aufhören::V,přestat,перестати
975,gelingen::V,podařit se,вдатися
976,geraten::V,dařit se,опинитися
977,öffnen::V,otevřít,відкрити
978,schließen::V,zavřít,закрити
979,stellen::V,postavit,поставити
980,setzen::V,posadit,посадити
981,legen::V,klást,класти
982,legen::V,položit,класти
983,berühren::V,dotýkat se,чіпати
984,verbinden::V,spojit,зв’язати
985,bedecken::V,pokrýt,покрити
986,aufhängen::V,oběsit,повісити
987,aufhängen::V,pověsit,повісити
988,anzünden::V,zapálit,запалити
989,anzünden::V,podpálit,запалити
990,aufheben::V,zvednout,підняти
991,aufheben::V,zdvihnout,підняти
992,zurücklassen::V,zanechat,залишити
993,verlieren::V,ztratit,загубити
994,fallen lassen::V,upustit,упустити
995,machen::V,udělat,зробити
996,herstellen::V,vyrobit,виготовити
997,bauen::V,stavět,будувати
998,bauen::V,budovat,будувати
999,reparieren::V,opravit,лагодити
1000,verbessern::V,zlepšit,поліпшити
1001,ändern::V,změnit,змінити
1002,graben::V,rýt,копати
1003,graben::V,kopat,копати
1004,beugen::V,ohnout,зігнути
1005,biegen::V,ohnout,погнути
1006,drehen::V,točit,вертіти
1007,wenden::V,obrátit,повернути
1008,umdrehen::V,obrátit,перевернути
1009,heben::V,zdvihnout,піднімати
1010,hochheben::V,zvednout,підняти
1011,ergreifen::V,chopit se,схопити
1012,halten::V,držet,тримати
1013,drücken::V,stisknout,натискати
1014,schieben::V,posouvat,пхати
1015,schieben::V,posouvat,штовхати
1016,kratzen::V,škrábat,шкребти
1017,lecken::V,lízat,лизати
1018,beißen::V,kousat,кусати
1019,abreißen::V,utrhat,відірвати
1020,abreißen::V,odtrhat,відірвати
1021,abschneiden::V,uřezat,відрізати
1022,abschneiden::V,ukrojit,відрізати
1023,binden::V,přivázat,в’язати
1024,stecken::V,strčit,увіткнути
1025,brechen::V,lomit,зламати
1026,klopfen::V,ťukat,стукати
1027,klopfen::V,klepat,стукати
1028,hauen::V,bít,бити
1029,kleben::V,lepit,клеїти
1030,reiben::V,třít,терти
1031,streichen::V,mazat,намазати
1032,schleifen::V,brousit,точити
1033,schneiden::V,řezat,різати
1034,schneiden::V,střihat,різати
1035,rütteln::V,třást,хитати
1036,rütteln::V,otřást,хитати
1037,schütteln::V,třást,трясти
1038,schütteln::V,zatřást,трясти
1039,schwenken::V,mávat,махати
1040,schütten::V,nasypat,налити
1041,füllen::V,naplnit,наповнити
1042,einwickeln::V,zavinout,загорнути
1043,tragen::V,nést,нести
1044,schleppen::V,vléct,тягти
1045,ziehen::V,tahat,тягнути
1046,ziehen::V,táhnout,тягнути
1047,aufbewahren::V,schovat,зберігати
1048,werfen::V,házet,кидати
1049,fangen::V,chytat,ловити
1050,packen::V,uchvátit,схопити
1051,verstecken::V,schovat,сховати
1052,teilen::V,rozdělit,розділити
1053,schicken::V,posílat,посилати
1054,bringen::V,přinést,принести
1055,hinzufügen::V,připojit,додати
1056,bekommen::V,dostat,дістати
1057,erhalten::V,uchovat,одержати
1058,nehmen::V,vzít,взяти
1059,wählen::V,zvolit,вибрати
1060,auswählen::V,vybrat,відібрати
1061,bewahren::V,uchránit,зберегти
1062,behindern::V,překážet,перешкоджати
1063,verderben::V,zkazit,зіпсувати
1064,beschädigen::V,porušit,зашкодити
1065,beschädigen::V,poškodit,зашкодити
1066,zerbrechen::V,rozlámat,розбити
1067,zerreißen::V,roztrhnout,розірвати
1068,zerstören::V,zničit,зруйнувати
1069,verbrennen::V,spálit,спалити
1070,geben::V,dát,дати
1071,reichen::V,podat,передати
1072,schenken::V,darovat,дарувати
1073,versprechen::V,slíbit,обіцяти
1074,wünschen::V,přát,бажати
1075,loben::V,chválit,хвалити
1076,küssen::V,líbat,цілувати
1077,wiegen::V,chovat,качати
1078,wiegen::V,kolébat,качати
1079,zudecken::V,přikrýt,накрити
1080,zudecken::V,přiklopit,накрити
1081,wecken::V,vzbudit,розбудити
1082,zeigen::V,ukázat,показати
1083,führen::V,vést,вести
1084,lehren::V,učit,вчити
1085,unterrichten::V,vyučovat,викладати
1086,aufziehen::V,vychovat,виховати
1087,leiten::V,vodit,керувати
1088,antreiben::V,nutit,підганяти
1089,lassen::V,dát,змусити
1090,einladen::V,pozvat,запросити
1091,vereinigen::V,spojit,об’єднати
1092,besuchen::V,návštívit,завітати
1093,besuchen::V,návštívit,відвідати
1094,treffen::V,potkat,зустріти
1095,sich versammeln::V,shromáždit se,зібратися
1096,spielen::V,hrát,грати
1097,singen::V,zpívat,співати
1098,tanzen::V,tančit,танцювати
1099,sich trennen::V,rozejít se,розлучитися
1100,verlassen::V,opustit,покинути
1101,retten::V,zachránit,врятувати
1102,bewachen::V,hlídat,охороняти
1103,schützen::V,chránit,уберігати
1104,verteidigen::V,obhájit,захистити
1105,sich schlagen::V,bít se,битися
1106,sich schlagen::V,bít se,дратися
1107,schießen::V,střílet,стріляти
1108,siegen::V,zvítězit,перемогти
1109,ärgern::V,zlobit,сердити
1110,ärgern::V,pohoršit,сердити
1111,schlagen::V,udeřit,ударити
1112,schlagen::V,praštit,ударити
1113,treten::V,kopnout,штовхати
1114,stechen::V,bodnout,вколоти
1115,stechen::V,píchnout,вколоти
1116,stoßen::V,strčit,штовхнути
1117,stehlen::V,ukrást,украсти
1118,stören::V,vyrušit,перешкодити
1119,belästigen::V,obtěžovat,докучати
1120,verbergen::V,skrýt,сховати
1121,täuschen::V,klamat,обдурити
1122,betrügen::V,podvést,зшахраювати
1123,töten::V,zabít,убити
1124,wohnen::V,bydlit,жити
1125,wohnen::V,bydlit,мешкати
1126,arbeiten::V,pracovat,працювати
1127,sammeln::V,sebrat,зібрати
1128,pflücken::V,česat,зривати
1129,jagen::V,uhonit,полювати
1130,fischen::V,chytat ryby,рибалити
1131,fassen::V,ulovit,піймати
1132,hüten::V,pást,пасти
1133,treiben::V,hnát,гнати
1134,anbinden::V,přivázat,прив’язати
1135,füttern::V,krmit,годувати
1136,füttern::V,krmit,харчувати
1137,melken::V,dojit,доїти
1138,hacken::V,seknout,рубати
1139,gießen::V,zalít,полити
1140,reifen::V,uzrát,дозріти
1141,zubereiten::V,připravit,зготовити
1142,zubereiten::V,připravit,приготувати
1143,kochen::V,vařit,варити
1144,kochen::V,vařit,готувати
1145,backen::V,péct,пекти
1146,braten::V,smažit,смажити
1147,umrühren::V,zamíchat,переміщати
1148,stricken::V,plést,в’язати
1149,nähen::V,šít,шити
1150,färben::V,nabarvit,пофарбувати
1151,reinigen::V,očistit,очистити
1152,waschen::V,mýt,мити
1153,abwischen::V,utřít,витерти
1154,spülen::V,spláchnout,полоскати
1155,fegen::V,zamést,підмітати
1156,kehren::V,mést,мести
1157,baden::V,koupat se,купатися
1158,sich waschen::V,mýt se,митися
1159,ausziehen::V,svléct,зняти
1160,anziehen::V,obléct,надіти
1161,sich anziehen::V,oblékat se,одягтися
1162,sich anziehen::V,oblékat se,одягнутися
1163,kämmen::V,učesat,зачесати
1164,schmücken::V,ozdobit,оздобити
1165,sagen::V,říct,сказати
1166,sprechen::V,mluvit,говорити
1167,reden::V,hovořit,розмовляти
1168,sich unterhalten::V,povídat se,бесідувати
1169,fragen::V,zeptat se,запитати
1170,bitten::V,prosit,просити
1171,erzählen::V,povídat,розповісти
1172,mitteilen::V,sdělit,повідомити
1173,mitteilen::V,oznámit,повідомити
1174,nennen::V,nazvat,назвати
1175,rufen::V,volat,кликати
1176,rufen::V,zavolat,кликати
1177,prahlen::V,chlubit se,хвалитися
1178,übersetzen::V,přeložit,перекласти
1179,denken::V,myslit,думати
1180,denken::V,myslit,мислити
1181,glauben::V,věřit,вірити
1182,bemerken::V,zpozorovat,помітити
1183,erkennen::V,poznat,пізнати
1184,begreifen::V,pochopit,осягнути
1185,verstehen::V,porozumět,почути
1186,lernen::V,učit se,навчатися
1187,wissen::V,vědět,знати
1188,sich erinnern an::V,vzpomínat si na,пам’ятати
1189,vergessen::V,zapomínat,забути
1190,messen::V,měřit,міряти
1191,zählen::V,spočítat,лічити
1192,rechnen::V,počítat,рахувати
1193,lesen::V,číst,читати
1194,malen::V,malovat,малювати
1195,zeichnen::V,rýsovat,рисувати
1196,schreiben::V,psát,писати
1197,besitzen::V,mít,мати
1198,besitzen::V,vlastnit,мати
1199,kaufen::V,koupit,купити
1200,verkaufen::V,prodat,продати
1201,bezahlen::V,zaplatit,заплатити
1202,zahlen::V,platit,платити
1203,beherrschen::V,ovládat,володіти
1204,ertragen::V,snést,витерпіти
