,Concept_ID,pl,cs
199,Schlange[Tier]::N,żmija,had
200,Wurm::N,robak,červ
201,Spinne::N,pająk,pavouk
202,Ameise::N,mrówka,mravenec
203,Laus::N,wesz,veš
204,Mücke::N,komar,komár
205,Fliege::N,mucha,moucha
206,Schmetterling::N,motyl,motýl
207,Beere::N,jagoda,bobule
208,Apfel::N,jabłko,jablko
209,Pilz::N,grzyb,houba
210,Zwiebel::N,cebula,cibule
211,Saat::N,siew,osivo
212,Korn::N,ziarno,zrno
213,Heu::N,siano,seno
214,Schale::N,łupina,slupka
215,Schale::N,łupina,skořápka
216,Grube::N,dół,jáma
217,Grube::N,jama,jáma
218,Falle::N,pułapka,past
219,Falle::N,pułapka,léčka
220,Schlinge::N,sidła,smyčka
221,Spur::N,ślad,stopa
222,Asche::N,popiół,popel
223,Dreck::N,brud,špína
224,Eisen::N,żelazo,železo
225,Gold::N,złoto,zlato
226,Silber::N,srebro,stříbro
227,Kohle::N,węgiel,uhlí
228,Glas::N,szkło,sklo
229,Lehm::N,glina,jíl
230,Lehm::N,glina,hlína
231,Sand::N,piasek,písek
232,Mensch::N,człowiek,člověk
233,Mann::N,mężczyzna,muž
234,Frau::N,kobieta,žena
235,Kind::N,dziecko,dítě
236,Junge::N,chłopak,hoch
237,Junge::N,chłopak,chlapec
238,Junge::N,chłopiec,hoch
239,Junge::N,chłopiec,chlapec
240,Mädchen::N,dziewczynka,děvče
241,Familie::N,rodzina,rodina
242,Großvater::N,dziadek,děd
243,Großvater::N,dziadek,dědeček
244,Großmutter::N,babka,babička
245,Eltern::N,rodzice,rodiče
246,Vater::N,ojciec,otec
247,Mutter::N,matka,matka
248,Sohn::N,syn,syn
249,Tochter::N,córka,dcera
250,Bruder::N,brat,bratr
251,Schwester::N,siostra,sestra
252,Onkel::N,wuj,strýc
253,Onkel::N,stryj,strýc
254,Tante::N,ciotka,teta
255,Ehemann::N,mąż,choť
256,Ehemann::N,mąż,manžel
257,Ehefrau::N,żona,choť
258,Ehefrau::N,żona,manželka
259,Freude::N,radość,radost
260,Gelächter::N,śmiech,smích
261,Glück::N,szczęście,štěstí
262,Kummer::N,zmartwienie,žal
263,Kummer::N,zmartwienie,trápení
264,Wunsch::N,życzenie,přání
265,Lust::N,chęć,chuť
266,Lust::N,ochota,chuť
267,Geist::N,duch,duch
268,Gedanke::N,myśl,myšlenka
269,Gedächtnis::N,pamięć,paměť
270,Verstand::N,rozum,rozum
271,Sinn::N,zmysł,smysl
272,Grund::N,powód,důvod
273,Wahrheit::N,prawda,pravda
274,Gespräch::N,rozmowa,rozhovor
275,Märchen::N,bajka,pohádka
276,Erzählung::N,opowiadanie,povídka
277,Nachricht::N,wiadomość,zpráva
278,Neuigkeit::N,nowina,novina
279,Neuigkeit::N,nowina,novinka
280,Name::N,imię,jméno
281,Rätsel::N,zagadka,hádanka
282,Rede::N,mowa,řeč
283,Rede::N,mowa,proslov
284,Sprache::N,język,řeč
285,Sprache::N,język,jazyk
286,Stimme::N,głos,hlas
287,Wort::N,słowo,slovo
288,Zeichen::N,znak,znamení
289,Ruf::N,wołanie,zavolání
290,Lärm::N,hałas,hluk
291,Lärm::N,zgiełk,hluk
292,Laut::N,dźwięk,zvuk
293,Ton::N,ton,tón
294,Ton::N,dźwięk,tón
295,Lied::N,pieśń,píseň
296,Lied::N,piosenka,píseň
297,Ruhe::N,spokój,klid
298,Ruhe::N,spokój,pokoj
299,Leute::N,ludzie,lidé
300,Volk::N,naród,národ
301,Arbeit::N,praca,práce
302,Arbeit::N,robota,práce
303,Gast::N,gość,host
304,Geschenk::N,prezent,dar
305,Geschenk::N,podarunek,dar
306,Spiel::N,gra,hra
307,Spiel::N,zabawa,hra
308,Gesellschaft::N,towarzystwo,společnost
309,Hilfe::N,pomoc,pomoc
310,Freund::N,przyjaciel,přítel
311,Kamerad::N,kolega,kamarád
312,Angelegenheit::N,sprawa,záležitost
313,Anzahl::N,ilość,počet
314,Art::N,rodzaj,druh
315,Stück::N,kawałek,kus
316,Stück::N,kawałek,kousek
317,Teil::N,część,díl
318,Teil::N,część,část
319,Hälfte::N,połowa,půl
320,Kreis::N,krąg,kruh
321,Kreuz::N,krzyż,kříž
322,Linie::N,linia,linka
323,Strich::N,kreska,čára
324,Strich::N,kreska,čárka
325,Abstand::N,odstęp,vzdálenost
326,Entfernung::N,odległość,vzdálenost
327,Gegend::N,okolica,krajina
328,Platz::N,miejsce,prostor
329,Ort::N,miejsce,místo
330,Seite::N,bok,strana
331,Seite::N,strona,strana
332,Mitte::N,środek,střed
333,Mitte::N,środek,prostředek
334,Gegenstand::N,przedmiot,předmět
335,Sache::N,rzecz,věc
336,Rand::N,skraj,kraj
337,Rand::N,skraj,okraj
338,Rand::N,krawędź,kraj
339,Rand::N,krawędź,okraj
340,Kante::N,kant,hrana
341,Kante::N,krawędź,hrana
342,Ecke::N,róg,roh
343,Spitze::N,ostrze,hrot
344,Spitze::N,ostrze,špička
345,Ende::N,koniec,konec
346,Loch::N,dziura,díra
347,Winkel::N,kąt,kout
348,Winkel::N,kącik,kout
349,Muster::N,wzór,vzor
350,Größe::N,rozmiar,velikost
351,Größe::N,wielkość,velikost
352,Länge::N,długość,délka
353,Höhe::N,wysokość,výška
354,Gewicht::N,ciężar,váha
355,Menge::N,ilość,množství
356,Haufen::N,kupa,kupa
357,Haufen::N,kupa,hromada
358,Reihe::N,rząd,řada
359,Reihe::N,rząd,řádek
360,Reihe::N,szereg,řada
361,Reihe::N,szereg,řádek
362,Boot::N,łódź,člun
363,Boot::N,łódka,člun
364,Ruder::N,wiosło,veslo
365,Schlitten::N,sanki,sáně
366,Ski::N,narta,lyže
367,Lagerfeuer::N,ognisko,táborák
368,Last::N,ciężar,náklad
369,Last::N,ciężar,břemeno
370,Last::N,brzemię,náklad
371,Last::N,brzemię,břemeno
372,Gang::N,chód,chůze
373,Gang::N,chód,chodba
374,Schritt::N,krok,krok
375,Norden::N,północ,sever
376,Süden::N,południe,jih
377,Westen::N,zachód,západ
378,Osten::N,wschód,východ
379,Holz::N,drzewo,dřevo
380,Brett::N,deska,prkno
381,Platte::N,płyta,deska
382,Stütze::N,podpora,opěra
383,Stange::N,drąg,tyč
384,Stange::N,drąg,tyčka
385,Stange::N,żerdź,tyč
386,Stange::N,żerdź,tyčka
387,Stock::N,kij,hůlka
388,Stock::N,laska,hůlka
389,Stab::N,pręt,hůl
390,Rohr::N,rura,trubka
391,Haus::N,dom,dům
392,Heim::N,dom,domov
393,Ofen::N,piec,kamna
394,Fußboden::N,podłoga,podlaha
395,Tisch::N,stół,stůl
396,Stuhl::N,krzesło,židle
397,Wiege::N,kołyska,kolébka
398,Bett::N,łóżko,postel
399,Bett::N,pościel,postel
400,Regal::N,regał,regál
401,Regal::N,regał,police
402,Kiste::N,skrzynia,bedna
403,Fenster::N,okno,okno
404,Tür::N,drzwi,dveře
405,Tor::N,brama,vrata
406,Zaun::N,płot,plot
407,Zaun::N,parkan,plot
408,Dach::N,dach,střecha
409,Leiter::N,drabina,žebřík
410,Besen::N,miotła,koště
411,Besen::N,miotła,smeták
412,Spaten::N,rydel,rýč
413,Schaufel::N,łopata,lopata
414,Gabel::N,widelec,vidlička
415,Löffel::N,łyżka,lžíce
416,Messer::N,nóż,nůž
417,Nagel::N,gwóźdź,hřebík
418,Netz::N,sieć,síť
419,Haken::N,hak,hák
420,Griff::N,chwyt,držadlo
421,Schloss::N,zamek,zámek
422,Bild::N,obraz,obraz
423,Figur::N,figura,figura
424,Puppe::N,lalka,panenka
425,Beutel::N,torba,pytlík
426,Bündel::N,wiązka,svazek
427,Tasche::N,torba,taška
428,Tasche::N,torba,brašna
429,Eimer::N,kubeł,kýbl
430,Eimer::N,kubeł,vědro
431,Eimer::N,wiadro,kýbl
432,Eimer::N,wiadro,vědro
433,Deckel::N,przykrywka,víko
434,Deckel::N,przykrywka,příklop
435,Geschirr::N,statki,nádobí
436,Geschirr::N,naczynia,nádobí
437,Sack::N,worek,pytel
438,Tasse::N,filiżanka,šálek
439,Topf::N,garnek,hrnec
440,Kessel::N,kocioł,kotel
441,Essen::N,jedzenie,jídlo
442,Nahrung::N,pokarm,strava
443,Nahrung::N,pokarm,potrava
444,Nahrung::N,pożywienie,strava
445,Nahrung::N,pożywienie,potrava
446,Speise::N,potrawa,jídlo
447,Speise::N,jedzenie,jídlo
448,Fleisch::N,mięso,maso
449,Getreide::N,zboże,obilí
450,Brei::N,kasza,kaše
451,Brot::N,chleb,chléb
452,Scheibe::N,kromka,krajíc
453,Fett::N,tłuszcz,tuk
454,Fett::N,tłuszcz,omastek
455,Butter::N,masło,máslo
456,Öl::N,olej,olej
457,Salz::N,sól,sůl
458,Suppe::N,zupa,polévka
459,Honig::N,miód,med
460,Milch::N,mleko,mléko
461,Tee::N,herbata,čaj
462,Leder::N,skóra,kůže
463,Wolle::N,wełna,vlna
464,Stoff::N,tkanina,látka
465,Stoff::N,materiał,látka
466,Nadel::N,igła,jehla
467,Faden::N,nić,nit
468,Faden::N,nitka,nit
469,Knopf::N,guzik,knoflík
470,Knoten::N,węzeł,uzel
471,Farbe::N,farba,barva
472,Kleidung::N,odzież,šaty
473,Kleidung::N,odzież,šatstvo
474,Hemd::N,koszula,košile
475,Kragen::N,kołnierz,límec
476,Ärmel::N,rękaw,rukáv
477,Hose::N,spodnie,kalhoty
478,Gürtel::N,pasek,pás
479,Gürtel::N,pasek,opasek
480,Mütze::N,czapka,čepice
481,Schuh::N,but,bota
482,Schuh::N,bucik,bota
483,Stiefel::N,but,holínka
484,Stiefel::N,kozak,holínka
485,Ring::N,pierścień,prsten
486,Band::N,wstęga,pásek
487,Kamm::N,grzebień,hřeben
488,Spiegel::N,lustro,zrcadlo
489,Riemen::N,rzemień,řemen
490,Schnur::N,sznur,šňůra
491,Leine::N,smycz,vodítko
492,Decke::N,kołdra,pokrývka
493,Decke::N,kołdra,přikrývka
494,Kissen::N,poduszka,polštář
495,Tuch::N,chustka,šátek
496,Handtuch::N,ręcznik,ručník
497,Kraft::N,moc,síla
498,Kraft::N,siła,síla
499,Stärke::N,moc,síla
500,Stärke::N,siła,síla
501,Gesundheit::N,zdrowie,zdraví
502,Krankheit::N,choroba,nemoc
503,Krankheit::N,choroba,choroba
504,Schmerz::N,ból,bolest
505,Wunde::N,rana,rána
506,Fieber::N,gorączka,horečka
507,Arznei::N,lekarstwo,lék
508,Brücke::N,most,most
509,Brunnen::N,studnia,studna
510,Weide::N,pastwisko,pastva
511,Weide::N,pastwisko,pastvina
512,Pfad::N,ścieżka,pěšina
513,Weg::N,droga,cesta
514,Straße::N,ulica,silnice
515,Dorf::N,wieś,vesnice
516,Stadt::N,miasto,město
517,Brief::N,list,dopis
518,Buch::N,książka,kniha
519,Buchstabe::N,litera,písmeno
520,Zeitung::N,gazeta,noviny
521,Zeitung::N,dziennik,noviny
522,Leben::N,życie,život
523,Tod::N,śmierć,smrt
524,Grab::N,grób,hrob
525,Kirche::N,kościół,kostel
526,Sünde::N,grzech,hřích
527,Gott::N,bóg,bůh
528,Arbeiter::N,robotnik,dělník
529,Arbeiter::N,robotnik,pracovník
530,Chef::N,szef,šéf
531,Chef::N,szef,vedoucí
532,Meister::N,mistrz,mistr
533,Meister::N,majster,mistr
534,Arzt::N,lekarz,lékař
535,Lehrer::N,nauczyciel,učitel
536,Geld::N,pieniądze,peníze
537,Geschäft::N,sprawa,obchod
538,Geschäft::N,interes,obchod
539,Laden::N,sklep,krám
540,Preis::N,cena,cena
541,Ware::N,towar,zboží
542,Nutzen::N,pożytek,užitek
543,Reichtum::N,bogactwo,bohatství
544,Welt::N,świat,svět
545,Land::N,kraj,země
546,Staat::N,państwo,stát
547,König::N,król,král
548,Macht::N,władza,moc
549,Macht::N,władza,mocnost
550,Grenze::N,granica,hranice
551,Krieg::N,wojna,válka
552,Feind::N,wróg,nepřítel
553,Gewalt::N,władza,násilí
554,Kampf::N,bój,boj
555,Kampf::N,walka,boj
556,Bogen[Waffe]::N,łuk,luk
557,Pfeil::N,strzała,šíp
558,Gewehr::N,karabin,puška
559,Gewehr::N,karabin,ručnice
560,Fehler::N,błąd,chyba
561,Lüge::N,kłamstwo,lež
562,Schaden::N,szkoda,škoda
563,Unglück::N,nieszczęście,neštěstí
564,Schuld::N,wina,vina
565,Alter::N,wiek,věk
566,Schluss::N,koniec,konec
567,Schluss::N,zakończenie,konec
568,Zeit::N,czas,čas
569,Tag::N,dzień,den
570,Morgen::N,ranek,ráno
571,Morgen::N,ranek,jitro
572,Morgen::N,poranek,ráno
573,Morgen::N,poranek,jitro
574,Mittag::N,południe,poledne
575,Abend::N,wieczór,večer
576,Nacht::N,noc,noc
577,Woche::N,tydzień,týden
578,Monat::N,miesiąc,měsíc
579,Jahr::N,rok,rok
580,Frühling::N,wiosna,jaro
581,Sommer::N,lato,léto
582,Herbst::N,jesień,podzim
583,Winter::N,zima,zima
584,Januar::N,styczeń,leden
585,Februar::N,luty,únor
586,März::N,marzec,březen
587,April::N,kwiecień,duben
588,Mai::N,maj,květen
589,Juni::N,czerwiec,červen
590,Juli::N,lipiec,červenec
591,August::N,sierpień,srpen
592,September::N,wrzesień,září
593,Oktober::N,październik,říjen
594,November::N,listopad,listopad
595,Dezember::N,grudzień,prosinec
596,Montag::N,poniedziałek,pondělí
597,Montag::N,poniedziałek,pondělek
598,Dienstag::N,wtorek,úterý
599,Mittwoch::N,środa,středa
600,Donnerstag::N,czwartek,čtvrtek
601,Freitag::N,piątek,pátek
602,Samstag::N,sobota,sobota
603,Sonntag::N,niedziela,neděle
604,groß::A,duży,velký
605,groß::A,wielki,velký
606,klein::A,mały,malý
607,lang::A,długi,dlouhý
608,kurz::A,krótki,krátký
609,breit::A,szeroki,široký
610,schmal::A,wąski,úzký
611,dicht::A,gęsty,hustý
612,dick[Gegenstand]::A,gruby,tlustý
613,dünn::A,cienki,tenký
614,fein::A,drobny,jemný
615,fest::A,mocny,pevný
616,fest::A,twardy,pevný
617,flach::A,płaski,plochý
618,flach::A,płaski,placatý
619,glatt::A,gładki,hladký
620,hart::A,twardy,tvrdý
621,weich::A,miękki,měkký
622,rund::A,okrągły,kulatý
623,rund::A,okrągły,okrouhlý
624,spitz::A,spiczasty,špičatý
625,scharf::A,ostry,ostrý
626,stumpf::A,tępy,tupý
627,schwer::A,ciężki,těžký
628,schön::A,ładny,pěkný
629,schön::A,ładny,krásný
630,schön::A,piękny,pěkný
631,schön::A,piękny,krásný
632,heiß::A,gorący,horký
633,warm::A,ciepły,teplý
634,kalt::A,zimny,studený
635,kühl::A,chłodny,chladný
636,frisch::A,świeży,svěží
637,feucht::A,wilgotny,vlhký
638,nass::A,mokry,mokrý
639,trocken::A,suchy,suchý
640,voll::A,pełny,plný
641,leer::A,pusty,prázdný
642,leer::A,próżny,prázdný
643,offen::A,otwarty,otevřený
644,geschlossen::A,zamknięty,zavřený
645,sauber::A,czysty,čistý
646,schmutzig::A,brudny,špinavý
647,roh::A,surowy,syrový
648,reif::A,dojrzały,zralý
649,lecker::A,smaczny,chutný
650,süß::A,słodki,sladký
651,bitter::A,gorzki,hořký
652,sauer::A,kwaśny,kyselý
653,hell::A,jasny,světlý
654,dunkel::A,ciemny,temný
655,schwarz::A,czarny,černý
656,weiß::A,biały,bílý
657,rot::A,czerwony,rudý
658,rot::A,czerwony,červený
659,gelb::A,żółty,žlutý
660,blau::A,błękitny,modrý
661,blau::A,niebieski,modrý
662,grün::A,zielony,zelený
663,grau::A,szary,šedý
664,grau::A,szary,šedivý
665,bunt::A,barwny,pestrý
666,billig::A,tani,levný
667,billig::A,tani,laciný
668,teuer::A,drogi,drahý
669,wertvoll::A,cenny,cenný
670,blind::A,ślepy,slepý
671,taub::A,głuchy,hluchý
672,kräftig::A,mocny,silný
673,stark::A,silny,silný
674,schwach::A,słaby,slabý
675,fett::A,tłusty,tučný
676,fett::A,tłusty,tlustý
677,schlank::A,smukły,štíhlý
678,hübsch::A,ładny,hezký
679,böse::A,zły,zlý
680,dumm::A,głupi,hloupý
681,faul::A,leniwy,líný
682,fleißig::A,pilny,pilný
683,geizig::A,skąpy,lakomý
684,klug::A,mądry,chytrý
685,geschickt::A,zręczny,šikovný
686,lieb::A,miły,milý
687,lustig::A,wesoły,veselý
688,sanft::A,łagodny,mírný
689,hungrig::A,głodny,hladový
690,krank::A,chory,nemocný
691,nackt::A,nagi,nahý
692,traurig::A,smutny,smutný
693,traurig::A,smutny,truchlivý
694,lebendig::A,żywy,živý
695,gut::A,dobry,dobrý
696,schlecht::A,zły,špatný
697,richtig::A,słuszny,pravý
698,richtig::A,słuszny,správný
699,richtig::A,właściwy,pravý
700,richtig::A,właściwy,správný
701,schlimm::A,zły,zlý
702,wahr::A,prawdziwy,pravdivý
703,alt::A,stary,starý
704,neu::A,nowy,nový
705,ehemalig::A,były,bývalý
706,alt[Lebewesen]::A,stary,starý
707,jung::A,młody,mladý
708,arm::A,ubogi,chudý
709,arm::A,biedny,chudý
710,reich::A,bogaty,bohatý
711,bekannt::A,znany,známý
712,berühmt::A,słynny,slavný
713,fremd::A,obcy,cizí
714,fremd::A,cudzy,cizí
715,verschieden::A,różny,různý
716,verschieden::A,różny,rozličný
717,nah::A,bliski,blízký
718,fern::A,daleki,daleký
719,linker::A,lewy,levý
720,rechter::A,prawy,pravý
721,anderer::A,inny,jiný
722,erster::A,pierwszy,první
723,zweiter::A,drugi,druhý
724,dritter::A,trzeci,třetí
725,letzter::A,ostatni,poslední
726,allein::ADV,sam,sám
727,auf einmal::ADV,naraz,najednou
728,zusammen::ADV,razem,spolu
729,zusammen::ADV,razem,dohromady
730,lange::ADV,długo,dlouho
731,plötzlich::ADV,nagle,vtom
732,plötzlich::ADV,nagle,náhle
733,sofort::ADV,natychmiast,hned
734,sofort::ADV,natychmiast,ihned
735,später::ADV,później,později
736,jetzt::ADV,teraz,teď
737,jetzt::ADV,teraz,nyní
738,jetzt::ADV,obecnie,teď
739,jetzt::ADV,obecnie,nyní
740,heute::ADV,dziś,dnes
741,heute::ADV,dziś,dneska
742,heute::ADV,dzisiaj,dnes
743,heute::ADV,dzisiaj,dneska
744,morgen::ADV,jutro,zítra
745,bald::ADV,wkrótce,brzo
746,dann::ADV,potem,pak
747,dann::ADV,potem,potom
748,gestern::ADV,wczoraj,včera
749,einst::ADV,kiedyś,kdysi
750,einst::ADV,niegdyś,kdysi
751,damals::ADV,wtedy,tehdy
752,damals::ADV,wtedy,tenkrát
753,damals::ADV,wówczas,tehdy
754,damals::ADV,wówczas,tenkrát
755,danach::ADV,następnie,podle toho
756,vorher::ADV,przedtem,dříve
757,vorher::ADV,przedtem,napřed
758,zuerst::ADV,naprzód,nejprve
759,zuerst::ADV,naprzód,nejdříve
760,zuerst::ADV,najpierw,nejprve
761,zuerst::ADV,najpierw,nejdříve
762,einmal::ADV,raz,jednou
763,manchmal::ADV,czasem,někdy
764,oft::ADV,często,často
765,immer::ADV,zawsze,vždy
766,immer::ADV,zawsze,stále
767,niemals::ADV,nigdy,nikdy
768,hier::ADV,tu,zde
769,hier::ADV,tu,tady
770,hier::ADV,tutaj,zde
771,hier::ADV,tutaj,tady
772,hierhin::ADV,tu,sem
773,von hier::ADV,stąd,odtud
774,dort::ADV,tam,tam
775,dorthin::ADV,tam,tam
776,geradeaus::ADV,prosto,rovně
777,vorwärts::ADV,naprzód,kupředu
778,rückwärts::ADV,wstecz,zpět
779,zurück::ADV,z powrotem,zpět
780,zurück::ADV,z powrotem,nazpět
781,unten::ADV,u dołu,dole
782,unten::ADV,na dole,dole
783,hinab::ADV,na_dół,dolů
784,hinab::ADV,w_dół,dolů
785,oben::ADV,w górze,nahoře
786,oben::ADV,w górze,navrchu
787,oben::ADV,na górze,nahoře
788,oben::ADV,na górze,navrchu
789,hinauf::ADV,w górę,nahoru
790,hinauf::ADV,na górę,nahoru
791,überall::ADV,wszędzie,všude
792,nicht::ADV,nie,ne
793,ein wenig::ADV,trochę,trochu
794,kaum::ADV,ledwie,sotva
795,kaum::ADV,prawie nie,sotva
796,sehr::ADV,bardzo,velmi
797,sehr::ADV,bardzo,velice
798,so::ADV,tak,tak
799,so::ADV,tak,takto
800,noch::ADV,jeszcze,ještě
801,nur::ADV,tylko,jen
802,nur::ADV,tylko,jenom
803,schon::ADV,już,už
804,schon::ADV,już,již
805,wieder::ADV,znów,zase
806,wieder::ADV,znowu,zase
807,vergebens::ADV,na próżno,marně
808,vor::PRP,przed,před
809,hinter::PRP,za,za
810,unter::PRP,pod,pod
811,durch::PRP,przez,skrz
812,neben::PRP,obok,vedle
813,zwischen::PRP,między,mezi
814,wegen::PRP,z powodu,pro
815,dies::PRN,to,toto
816,dies::PRN,to,tohle
817,das::PRN,to,to
818,alles::PRN,wszystko,všechno
819,ich::PRN,ja,já
820,du::PRN,ty,ty
821,er::PRN,on,on
822,wir::PRN,my,my
823,ihr::PRN,wy,vy
824,sie::PRN,oni,oni
825,was::FPRN,co,co
826,wer::FPRN,kto,kdo
827,wo::FADV,gdzie,kde
828,wohin::FADV,dokąd,kam
