,Concept_ID,nl,is
176,Wolf::N,wolf,úlfur
177,Vogel::N,vogel,fugl
178,Schwarm::N,zwerm,sægur
179,Huhn::N,kip,hæna
180,Huhn::N,hoen,hæna
181,Hahn::N,haan,hani
182,Gans::N,gans,gæs
183,Adler::N,arend,örn
184,Ente::N,eend,önd
185,Eule::N,uil,uggla
186,Kranich::N,kraanvogel,trana
187,Krähe::N,kraai,kráka
188,Kuckuck::N,koekoek,gaukur
189,Schwan::N,zwaan,svanur
190,Fisch::N,vis,fiskur
191,Barsch::N,baars,aborri
192,Hecht::N,snoek,gedda
193,Schlange[Tier]::N,slang,naðra
194,Wurm::N,worm,ormur
195,Spinne::N,spin,kónguló
196,Ameise::N,mier,maur
197,Laus::N,luis,lús
198,Mücke::N,mug,mý
199,Mücke::N,mug,mýfluga
200,Fliege::N,vlieg,fluga
201,Schmetterling::N,vlinder,fiðrildi
202,Beere::N,bes,ber
203,Apfel::N,appel,epli
204,Pilz::N,paddestoel,sveppur
205,Zwiebel::N,ui,laukur
206,Saat::N,zaad,fræ
207,Saat::N,zaad,útsæði
208,Korn::N,graan,korn
209,Korn::N,korrel,korn
210,Heu::N,hooi,hey
211,Schale::N,schil,hýði
212,Grube::N,kuil,gryfja
213,Falle::N,val,gildra
214,Schlinge::N,strop,snara
215,Spur::N,spoor,spor
216,Asche::N,as,aska
217,Dreck::N,drek,óþverri
218,Eisen::N,ijzer,járn
219,Gold::N,goud,gull
220,Silber::N,zilver,silfur
221,Kohle::N,kool,kol
222,Glas::N,glas,gler
223,Lehm::N,klei,leir
224,Sand::N,zand,sandur
225,Mensch::N,mens,maður
226,Mensch::N,mens,manneskja
227,Mann::N,man,maður
228,Mann::N,man,karlmaður
229,Frau::N,vrouw,kona
230,Kind::N,kind,barn
231,Kind::N,kind,krakki
232,Junge::N,jongen,drengur
233,Mädchen::N,meisje,stelpa
234,Familie::N,gezin,fjölskylda
235,Familie::N,familie,fjölskylda
236,Großvater::N,grootvader,afi
237,Großmutter::N,grootmoeder,amma
238,Eltern::N,ouders,foreldrar
239,Vater::N,vader,faðir
240,Mutter::N,moeder,móðir
241,Sohn::N,zoon,sonur
242,Tochter::N,dochter,dóttir
243,Bruder::N,broer,bróðir
244,Bruder::N,broeder,bróðir
245,Schwester::N,zus,systir
246,Schwester::N,zuster,systir
247,Onkel::N,oom,föðurbróðir
248,Tante::N,tante,frænka
249,Tante::N,tante,móðursystir
250,Ehemann::N,echtgenoot,eiginmaður
251,Ehefrau::N,echtgenote,eiginkona
252,Freude::N,vreugde,gleði
253,Gelächter::N,gelach,hlátur
254,Glück::N,geluk,gæfa
255,Kummer::N,verdriet,sorg
256,Wunsch::N,wens,ósk
257,Wunsch::N,verlangen,ósk
258,Lust::N,zin,fýsn
259,Lust::N,zin,löngun
260,Lust::N,lust,fýsn
261,Lust::N,lust,löngun
262,Geist::N,geest,andi
263,Gedanke::N,gedachte,hugsun
264,Gedächtnis::N,geheugen,minni
265,Verstand::N,verstand,vit
266,Sinn::N,betekenis,merking
267,Grund::N,reden,ástæða
268,Wahrheit::N,waarheid,sannleikur
269,Gespräch::N,gesprek,samtal
270,Märchen::N,sprookje,ævintýri
271,Erzählung::N,verhaal,saga
272,Nachricht::N,tijding,frétt
273,Neuigkeit::N,nieuws,frétt
274,Neuigkeit::N,nieuwtje,frétt
275,Name::N,naam,nafn
276,Rätsel::N,raadsel,gáta
277,Rede::N,rede,ræða
278,Sprache::N,taal,mál
279,Sprache::N,taal,tungumál
280,Stimme::N,stem,rödd
281,Wort::N,woord,orð
282,Zeichen::N,teken,tákn
283,Zeichen::N,teken,merki
284,Ruf::N,roep,kall
285,Lärm::N,lawaai,hávaði
286,Laut::N,klank,hljóð
287,Laut::N,geluid,hljóð
288,Ton::N,toon,tónn
289,Ton::N,klank,tónn
290,Lied::N,lied,ljóð
291,Lied::N,lied,söngur
292,Ruhe::N,rust,ró
293,Ruhe::N,rust,kyrrð
294,Ruhe::N,stilte,ró
295,Ruhe::N,stilte,kyrrð
296,Leute::N,lui,fólk
297,Leute::N,mensen,fólk
298,Volk::N,volk,þjóð
299,Arbeit::N,werk,vinna
300,Arbeit::N,arbeid,vinna
301,Gast::N,gast,gestur
302,Geschenk::N,cadeau,gjöf
303,Geschenk::N,geschenk,gjöf
304,Spiel::N,spel,leikur
305,Gesellschaft::N,gezelschap,selskapur
306,Hilfe::N,hulp,hjálp
307,Freund::N,vriend,vinur
308,Kamerad::N,maat,félagi
309,Kamerad::N,metgezel,félagi
310,Angelegenheit::N,zaak,mál
311,Angelegenheit::N,zaak,málefni
312,Angelegenheit::N,aangelegenheid,mál
313,Angelegenheit::N,aangelegenheid,málefni
314,Anzahl::N,tal,tala
315,Anzahl::N,tal,fjöldi
316,Anzahl::N,aantal,tala
317,Anzahl::N,aantal,fjöldi
318,Art::N,slag,tegund
319,Art::N,soort,tegund
320,Stück::N,stuk,biti
321,Stück::N,stuk,stykki
322,Teil::N,deel,hluti
323,Teil::N,deel,partur
324,Hälfte::N,helft,helmingur
325,Kreis::N,kring,hringur
326,Kreis::N,cirkel,hringur
327,Kreuz::N,kruis,kross
328,Kreuz::N,kruis,krossmark
329,Linie::N,lijn,lína
330,Strich::N,haal,strik
331,Strich::N,streep,strik
332,Abstand::N,afstand,millibil
333,Entfernung::N,afstand,fjarlægð
334,Gegend::N,streek,hérað
335,Platz::N,ruimte,pláss
336,Ort::N,oord,staður
337,Ort::N,plaats,staður
338,Seite::N,zij,hlið
339,Seite::N,kant,hlið
340,Seite::N,zijde,hlið
341,Mitte::N,midden,miðja
342,Gegenstand::N,voorwerp,hlutur
343,Sache::N,zaak,mál
344,Rand::N,rand,brún
345,Rand::N,boord,brún
346,Kante::N,kant,rönd
347,Ecke::N,hoek,horn
348,Spitze::N,punt,oddur
349,Spitze::N,spits,oddur
350,Ende::N,einde,endi
351,Ende::N,uiteinde,endi
352,Loch::N,gat,gat
353,Loch::N,gat,hola
354,Winkel::N,hoek,skot
355,Winkel::N,hoek,krókur
356,Muster::N,dessin,munstur
357,Muster::N,patroon,munstur
358,Größe::N,grootte,stærð
359,Länge::N,lengte,lengd
360,Höhe::N,hoogte,hæð
361,Gewicht::N,gewicht,vigt
362,Gewicht::N,gewicht,þyngd
363,Menge::N,hoeveelheid,magn
364,Haufen::N,hoop,hrúga
365,Haufen::N,hoop,haugur
366,Reihe::N,rij,röð
367,Reihe::N,reeks,röð
368,Boot::N,boot,bátur
369,Ruder::N,roeiriem,ár
370,Schlitten::N,slee,sleði
371,Schlitten::N,slede,sleði
372,Ski::N,ski,skíði
373,Lagerfeuer::N,kampvuur,varðeldur
374,Last::N,last,byrði
375,Last::N,last,farmur
376,Last::N,vracht,byrði
377,Last::N,vracht,farmur
378,Gang::N,wandeling,ganga
379,Schritt::N,stap,skref
380,Schritt::N,schrede,skref
381,Norden::N,noorden,norður
382,Süden::N,zuiden,suður
383,Westen::N,westen,vestur
384,Osten::N,oosten,austur
385,Holz::N,hout,viður
386,Brett::N,plank,fjöl
387,Platte::N,plaat,flötur
388,Stütze::N,stut,stoð
389,Stütze::N,steun,stoð
390,Stange::N,stang,stöng
391,Stock::N,stok,prik
392,Stock::N,stok,stafur
393,Stab::N,staf,prik
394,Stab::N,staf,stafur
395,Rohr::N,pijp,rör
396,Rohr::N,pijp,pípa
397,Haus::N,huis,hús
398,Heim::N,tehuis,heimili
399,Ofen::N,kachel,ofn
400,Fußboden::N,vloer,gólf
401,Tisch::N,tafel,borð
402,Stuhl::N,stoel,stóll
403,Wiege::N,wieg,vagga
404,Bett::N,bed,rúm
405,Bett::N,bed,hvíla
406,Regal::N,rek,hilla
407,Kiste::N,kist,kassi
408,Fenster::N,raam,gluggi
409,Fenster::N,venster,gluggi
410,Tür::N,deur,dyr
411,Tür::N,deur,hurð
412,Tor::N,poort,hlið
413,Zaun::N,omheining,girðing
414,Zaun::N,omheining,limgarður
415,Dach::N,dak,þak
416,Leiter::N,ladder,stigi
417,Besen::N,bezem,sópur
418,Spaten::N,schop,spaði
419,Schaufel::N,schep,skófla
420,Gabel::N,vork,gaffall
421,Löffel::N,lepel,skeið
422,Messer::N,mes,hnífur
423,Nagel::N,spijker,nögl
424,Netz::N,net,net
425,Haken::N,haak,krókur
426,Griff::N,handvat,tak
427,Schloss::N,slot,lás
428,Bild::N,beeld,mynd
429,Figur::N,figuur,stytta
430,Puppe::N,pop,brúða
431,Beutel::N,zak,poki
432,Beutel::N,zak,baggi
433,Beutel::N,buidel,poki
434,Beutel::N,buidel,baggi
435,Bündel::N,pak,böggull
436,Bündel::N,bundel,böggull
437,Tasche::N,tas,veski
438,Eimer::N,emmer,fata
439,Deckel::N,deksel,lok
440,Geschirr::N,vaatwerk,leirtau
441,Sack::N,zak,sekkur
442,Tasse::N,kop,bolli
443,Topf::N,pan,pottur
444,Kessel::N,ketel,ketill
445,Essen::N,eten,matur
446,Nahrung::N,voedsel,fæða
447,Speise::N,spijs,réttur
448,Speise::N,spijs,matarréttur
449,Fleisch::N,vlees,kjöt
450,Getreide::N,graan,korn
451,Brei::N,pap,grautur
452,Brei::N,brij,grautur
453,Brot::N,brood,brauð
454,Scheibe::N,plak,sneið
455,Scheibe::N,snede,sneið
456,Fett::N,vet,fita
457,Butter::N,boter,smjör
458,Öl::N,olie,olía
459,Salz::N,zout,salt
460,Suppe::N,soep,súpa
461,Honig::N,honing,hunang
462,Milch::N,melk,mjólk
463,Tee::N,thee,te
464,Leder::N,leer,skinn
465,Leder::N,leder,skinn
466,Wolle::N,wol,ull
467,Stoff::N,stof,dúkur
468,Nadel::N,naald,nál
469,Faden::N,draad,þráður
470,Knopf::N,knoop,tala
471,Knopf::N,knoop,hnappur
472,Knoten::N,knoop,hnútur
473,Farbe::N,verf,málning
474,Kleidung::N,kledij,búningur
475,Kleidung::N,kledij,klæðnaður
476,Kleidung::N,kleding,búningur
477,Kleidung::N,kleding,klæðnaður
478,Hemd::N,hemd,skyrta
479,Kragen::N,kraag,kragi
480,Kragen::N,kraag,flibbi
481,Ärmel::N,mouw,ermi
482,Hose::N,broek,buxur
483,Hose::N,pantalon,buxur
484,Gürtel::N,riem,belti
485,Gürtel::N,gordel,belti
486,Mütze::N,muts,húfa
487,Schuh::N,schoen,skór
488,Stiefel::N,laars,stígvél
489,Ring::N,ring,hringur
490,Band::N,lint,band
491,Kamm::N,kam,greiða
492,Spiegel::N,spiegel,spegill
493,Riemen::N,riem,ól
494,Riemen::N,riem,reim
495,Schnur::N,koord,snúra
496,Leine::N,lijn,band
497,Decke::N,deken,teppi
498,Kissen::N,kussen,koddi
499,Tuch::N,doek,klútur
500,Handtuch::N,handdoek,þurrka
501,Handtuch::N,handdoek,handklæði
502,Kraft::N,kracht,afl
503,Kraft::N,kracht,kraftur
504,Stärke::N,sterkte,styrkur
505,Gesundheit::N,gezondheid,heilsa
506,Gesundheit::N,gezondheid,heilbrigði
507,Krankheit::N,ziekte,sjúkdómur
508,Schmerz::N,pijn,sársauki
509,Wunde::N,wond,sár
510,Fieber::N,koorts,hitasótt
511,Arznei::N,medicament,lyf
512,Arznei::N,geneesmiddel,lyf
513,Brücke::N,brug,brú
514,Brunnen::N,put,brunnur
515,Brunnen::N,bron,brunnur
516,Weide::N,wei,hagi
517,Weide::N,weide,hagi
518,Pfad::N,pad,stígur
519,Weg::N,weg,vegur
520,Straße::N,baan,gata
521,Straße::N,baan,stræti
522,Straße::N,straat,gata
523,Straße::N,straat,stræti
524,Dorf::N,dorp,þorp
525,Stadt::N,stad,borg
526,Brief::N,brief,bréf
527,Buch::N,boek,bók
528,Buchstabe::N,letter,bókstafur
529,Zeitung::N,krant,dagblað
530,Zeitung::N,dagblad,dagblað
531,Leben::N,leven,líf
532,Tod::N,dood,dauði
533,Grab::N,graf,gröf
534,Kirche::N,kerk,kirkja
535,Sünde::N,zonde,synd
536,Gott::N,god,guð
537,Arbeiter::N,arbeider,verkamaður
538,Chef::N,chef,yfirmaður
539,Meister::N,meester,meistari
540,Arzt::N,arts,læknir
541,Arzt::N,dokter,læknir
542,Lehrer::N,leraar,kennari
543,Lehrer::N,onderwijzer,kennari
544,Geld::N,geld,peningar
545,Geschäft::N,zaak,viðskipti
546,Laden::N,winkel,búð
547,Laden::N,winkel,verslun
548,Preis::N,prijs,verð
549,Ware::N,waar,vara
550,Nutzen::N,nut,gagn
551,Nutzen::N,voordeel,gagn
552,Reichtum::N,rijkdom,auður
553,Welt::N,wereld,veröld
554,Land::N,land,land
555,Staat::N,staat,ríki
556,König::N,koning,konungur
557,Macht::N,macht,vald
558,Grenze::N,grens,landamæri
559,Krieg::N,oorlog,stríð
560,Feind::N,vijand,fjandmaður
561,Gewalt::N,geweld,ofbeldi
562,Kampf::N,strijd,bardagi
563,Kampf::N,gevecht,bardagi
564,Bogen[Waffe]::N,boog,bogi
565,Pfeil::N,pijl,ör
566,Gewehr::N,geweer,byssa
567,Fehler::N,fout,villa
568,Lüge::N,leugen,lygi
569,Schaden::N,schade,skemmd
570,Unglück::N,tegenspoed,óhamingja
571,Schuld::N,schuld,sök
572,Alter::N,leeftijd,aldur
573,Schluss::N,slot,lok
574,Schluss::N,slot,endir
575,Zeit::N,tijd,tími
576,Tag::N,dag,dagur
577,Morgen::N,morgen,morgunn
578,Morgen::N,ochtend,morgunn
579,Mittag::N,middag,hádegi
580,Abend::N,avond,kvöld
581,Nacht::N,nacht,nótt
582,Woche::N,week,vika
583,Monat::N,maand,mánuður
584,Jahr::N,jaar,ár
585,Frühling::N,lente,vor
586,Frühling::N,voorjaar,vor
587,Sommer::N,zomer,sumar
588,Herbst::N,herfst,haust
589,Winter::N,winter,vetur
590,Januar::N,januari,janúar
591,Februar::N,februari,február
592,März::N,maart,mars
593,April::N,april,apríl
594,Mai::N,mei,maí
595,Juni::N,juni,júní
596,Juli::N,juli,júlí
597,August::N,augustus,ágúst
598,September::N,september,september
599,Oktober::N,oktober,október
600,November::N,november,nóvember
601,Dezember::N,december,desember
602,Montag::N,maandag,mánudagur
603,Dienstag::N,dinsdag,þriðjudagur
604,Mittwoch::N,woensdag,miðvikudagur
605,Donnerstag::N,donderdag,fimmtudagur
606,Freitag::N,vrijdag,föstudagur
607,Samstag::N,zaterdag,laugardagur
608,Sonntag::N,zondag,sunnudagur
609,groß::A,groot,stór
610,klein::A,klein,lítill
611,lang::A,lang,langur
612,kurz::A,kort,stuttur
613,breit::A,breed,breiður
614,schmal::A,smal,mjór
615,dicht::A,dicht,þéttur
616,dick[Gegenstand]::A,dik,þykkur
617,dünn::A,dun,þunnur
618,fein::A,fijn,fíngerður
619,fest::A,vast,fastur
620,flach::A,plat,flatur
621,glatt::A,glad,háll
622,glatt::A,glad,sléttur
623,hart::A,hard,harður
624,weich::A,week,mjúkur
625,rund::A,rond,kringlóttur
626,spitz::A,spits,oddhvass
627,spitz::A,puntig,oddhvass
628,scharf::A,scherp,beittur
629,stumpf::A,stomp,bitlaus
630,schwer::A,zwaar,þungur
631,schön::A,mooi,fagur
632,schön::A,mooi,fallegur
633,schön::A,fraai,fagur
634,schön::A,fraai,fallegur
635,heiß::A,heet,heitur
636,warm::A,warm,hlýr
637,warm::A,warm,heitur
638,kalt::A,koud,kaldur
639,kühl::A,koel,svalur
640,frisch::A,fris,frískur
641,feucht::A,vochtig,rakur
642,feucht::A,vochtig,þvalur
643,nass::A,nat,votur
644,nass::A,nat,blautur
645,trocken::A,droog,þurr
646,voll::A,vol,fullur
647,leer::A,leeg,tómur
648,offen::A,open,opinn
649,geschlossen::A,gesloten,lokaður
650,sauber::A,net,þrifinn
651,sauber::A,schoon,þrifinn
652,schmutzig::A,vuil,óhreinn
653,schmutzig::A,vuil,sóðalegur
654,roh::A,rauw,hrár
655,reif::A,rijp,þroskaður
656,lecker::A,lekker,ljúffengur
657,süß::A,zoet,sætur
658,bitter::A,bitter,beiskur
659,sauer::A,zuur,súr
660,hell::A,licht,bjartur
661,hell::A,helder,bjartur
662,dunkel::A,donker,dimmur
663,schwarz::A,zwart,svartur
664,weiß::A,wit,hvítur
665,rot::A,rood,rauður
666,gelb::A,geel,gulur
667,blau::A,blauw,blár
668,grün::A,groen,grænn
669,grau::A,grijs,grár
670,bunt::A,bont,marglitur
671,billig::A,goedkoop,ódýr
672,teuer::A,duur,dýr
673,wertvoll::A,kostbaar,verðmætur
674,wertvoll::A,waardevol,verðmætur
675,blind::A,blind,blindur
676,taub::A,doof,heyrnarlaus
677,kräftig::A,krachtig,öflugur
678,stark::A,sterk,sterkur
679,schwach::A,zwak,veill
680,fett::A,vet,feitur
681,schlank::A,slank,grannur
682,schlank::A,slank,spengilegur
683,hübsch::A,leuk,snotur
684,hübsch::A,leuk,laglegur
685,böse::A,kwaad,illur
686,böse::A,kwaad,vondur
687,dumm::A,dom,heimskur
688,faul::A,lui,latur
689,fleißig::A,vlijtig,iðinn
690,geizig::A,gierig,nískur
691,klug::A,slim,hygginn
692,klug::A,schrander,hygginn
693,klug::A,verstandig,hygginn
694,geschickt::A,handig,fimur
695,geschickt::A,handig,laginn
696,geschickt::A,vaardig,fimur
697,geschickt::A,vaardig,laginn
698,lieb::A,lief,kær
699,lieb::A,lief,ljúfur
700,lustig::A,vrolijk,kátur
701,sanft::A,zacht,blíður
702,hungrig::A,hongerig,soltinn
703,hungrig::A,hongerig,hungraður
704,krank::A,ziek,sjúkur
705,nackt::A,naakt,nakinn
706,traurig::A,treurig,dapur
707,traurig::A,treurig,hryggur
708,traurig::A,bedroefd,dapur
709,traurig::A,bedroefd,hryggur
710,lebendig::A,levend,lifandi
711,gut::A,goed,góður
712,schlecht::A,slecht,slæmur
713,schlecht::A,slecht,lélegur
714,richtig::A,juist,réttur
715,schlimm::A,erg,slæmur
716,schlimm::A,kwaad,slæmur
717,wahr::A,waar,sannur
718,alt::A,oud,gamall
719,neu::A,nieuw,nýr
720,ehemalig::A,voormalig,fyrrverandi
721,alt[Lebewesen]::A,oud,gamall
722,jung::A,jong,ungur
723,arm::A,arm,vesall
724,arm::A,arm,fátækur
725,reich::A,rijk,ríkur
726,reich::A,rijk,auðugur
727,bekannt::A,bekend,kunnugur
728,berühmt::A,beroemd,frægur
729,fremd::A,vreemd,framandi
730,fremd::A,vreemd,ókunnugur
731,verschieden::A,verscheiden,ýmis
732,verschieden::A,verschillend,ýmis
733,nah::A,nabij,nálægur
734,nah::A,nabijgelegen,nálægur
735,fern::A,ver,fjarri
736,fern::A,ver,fjarlægur
737,linker::A,linker,vinstri
738,rechter::A,rechter,hægri
739,anderer::A,andere,annar
740,erster::A,eerste,fyrsti
741,zweiter::A,tweede,annar
742,dritter::A,derde,þriðji
743,letzter::A,laatste,síðasti
744,allein::ADV,alleen,einn
745,allein::ADV,alleen,aleinn
746,auf einmal::ADV,ineens,allt í einu
747,auf einmal::ADV,tegelijk,allt í einu
748,zusammen::ADV,samen,saman
749,zusammen::ADV,bijeen,saman
750,lange::ADV,lang,lengi
751,plötzlich::ADV,eensklaps,skyndilega
752,plötzlich::ADV,plotsklaps,skyndilega
753,sofort::ADV,terstond,strax
754,sofort::ADV,terstond,þegar í stað
755,sofort::ADV,aanstonds,strax
756,sofort::ADV,aanstonds,þegar í stað
757,sofort::ADV,onmiddelijk,strax
758,sofort::ADV,onmiddelijk,þegar í stað
759,später::ADV,later,seinna
760,jetzt::ADV,nu,nú
761,jetzt::ADV,nu,núna
762,jetzt::ADV,nou,nú
763,jetzt::ADV,nou,núna
764,jetzt::ADV,thans,nú
765,jetzt::ADV,thans,núna
766,heute::ADV,heden,í dag
767,heute::ADV,vandaag,í dag
768,morgen::ADV,morgen,á morgun
769,bald::ADV,gauw,brátt
770,bald::ADV,gauw,bráðum
771,bald::ADV,weldra,brátt
772,bald::ADV,weldra,bráðum
773,dann::ADV,dan,svo
774,dann::ADV,dan,síðan
775,dann::ADV,toen,svo
776,dann::ADV,toen,síðan
777,gestern::ADV,gisteren,í gær
778,einst::ADV,eens,forðum
779,damals::ADV,toen,þá
780,damals::ADV,toen,á þeim tímum
781,damals::ADV,destijds,þá
782,damals::ADV,destijds,á þeim tímum
783,danach::ADV,daarna,á eftir því
784,vorher::ADV,vooraf,áður
785,vorher::ADV,van tevoren,áður
786,zuerst::ADV,eerst,fyrst
787,zuerst::ADV,het eerst,fyrst
788,einmal::ADV,eens,einu sinni
789,einmal::ADV,eenmaal,einu sinni
790,manchmal::ADV,soms,stundum
791,oft::ADV,vaak,oft
792,oft::ADV,dikwijls,oft
793,immer::ADV,altijd,alltaf
794,immer::ADV,altijd,sífellt
795,niemals::ADV,nooit,aldrei
796,hier::ADV,hier,hér
797,hierhin::ADV,hierheen,hingað
798,von hier::ADV,van hier,héðan
799,von hier::ADV,hiervandaan,héðan
800,dort::ADV,daar,þar
801,dort::ADV,daar,þarna
802,dort::ADV,ginds,þar
803,dort::ADV,ginds,þarna
804,dorthin::ADV,daarheen,þangað
805,geradeaus::ADV,rechtuit,beint áfram
806,geradeaus::ADV,rechtdoor,beint áfram
807,vorwärts::ADV,vooruit,áfram
808,vorwärts::ADV,voorwaarts,áfram
809,rückwärts::ADV,achteruit,aftur á bak
810,rückwärts::ADV,achterwaarts,aftur á bak
811,zurück::ADV,terug,aftur
812,zurück::ADV,terug,til baka
813,unten::ADV,beneden,niðri
814,unten::ADV,beneden,fyrir neðan
815,unten::ADV,onderaan,niðri
816,unten::ADV,onderaan,fyrir neðan
817,hinab::ADV,omlaag,niður
818,hinab::ADV,omlaag,niður eftir
819,hinab::ADV,naar beneden,niður
820,hinab::ADV,naar beneden,niður eftir
821,oben::ADV,boven,uppi
822,hinauf::ADV,omhoog,upp
823,hinauf::ADV,omhoog,upp eftir
824,hinauf::ADV,naar boven,upp
825,hinauf::ADV,naar boven,upp eftir
826,überall::ADV,alom,alls staðar
827,überall::ADV,overal,alls staðar
828,nicht::ADV,niet,ekki
829,ein wenig::ADV,wat,dálítið
830,kaum::ADV,amper,varla
831,kaum::ADV,amper,tæplega
832,kaum::ADV,nauwelijks,varla
