,Concept_ID,mhr,is
239,Frau::N,ӱдырама́ш,kona
240,Kind::N,аза́,barn
241,Kind::N,аза́,krakki
242,Junge::N,рве́зе,drengur
243,Mädchen::N,ӱдыра́ш,stelpa
244,Familie::N,еш,fjölskylda
245,Großvater::N,коча́,afi
246,Großmutter::N,кова́,amma
247,Eltern::N,ача́-ава́,foreldrar
248,Vater::N,ача́,faðir
249,Mutter::N,ава́,móðir
250,Sohn::N,э́рге,sonur
251,Tochter::N,ӱ́дыр,dóttir
252,Bruder::N,иза́,bróðir
253,Bruder::N,шо́льо,bróðir
254,Schwester::N,ака́,systir
255,Onkel::N,иза́,föðurbróðir
256,Tante::N,кока́,frænka
257,Tante::N,кока́,móðursystir
258,Ehemann::N,мари́й,eiginmaður
259,Ehefrau::N,ва́те,eiginkona
260,Freude::N,куа́н,gleði
261,Freude::N,куаныма́ш,gleði
262,Gelächter::N,во́штылтыш,hlátur
263,Glück::N,пиа́л,gæfa
264,Kummer::N,о́йго,sorg
265,Wunsch::N,ку́мыл,ósk
266,Lust::N,ку́мыл,fýsn
267,Lust::N,ку́мыл,löngun
268,Geist::N,ӧрт,andi
269,Geist::N,чон,andi
270,Gedanke::N,ой,hugsun
271,Gedanke::N,шоныма́ш,hugsun
272,Gedächtnis::N,шарныма́ш,minni
273,Verstand::N,уш,vit
274,Sinn::N,смысл,merking
275,Grund::N,ама́л,ástæða
276,Wahrheit::N,чын,sannleikur
277,Gespräch::N,мутланыма́ш,samtal
278,Märchen::N,йома́к,ævintýri
279,Erzählung::N,ойлыма́ш,saga
280,Nachricht::N,увертарыма́ш,frétt
281,Neuigkeit::N,уве́р,frétt
282,Name::N,лӱм,nafn
283,Rätsel::N,ту́што,gáta
284,Rede::N,ойлыма́ш,ræða
285,Sprache::N,йы́лме,mál
286,Sprache::N,йы́лме,tungumál
287,Stimme::N,йӱк,rödd
288,Wort::N,ой,orð
289,Wort::N,мут,orð
290,Zeichen::N,ти́ште,tákn
291,Zeichen::N,ти́ште,merki
292,Zeichen::N,знак,tákn
293,Zeichen::N,знак,merki
294,Ruf::N,ӱжма́ш,kall
295,Lärm::N,лӱшкыма́ш,hávaði
296,Lärm::N,йӱк-йӱа́н,hávaði
297,Laut::N,йӱк,hljóð
298,Ton::N,йӱксе́м,tónn
299,Lied::N,му́ро,ljóð
300,Lied::N,му́ро,söngur
301,Ruhe::N,ты́мык,ró
302,Ruhe::N,ты́мык,kyrrð
303,Leute::N,еҥ-влак,fólk
304,Volk::N,ка́лык,þjóð
305,Arbeit::N,паша́,vinna
306,Gast::N,уна́,gestur
307,Geschenk::N,пӧле́к,gjöf
308,Spiel::N,мо́дыш,leikur
309,Spiel::N,модма́ш,leikur
310,Gesellschaft::N,тӱшка́,selskapur
311,Hilfe::N,по́лыш,hjálp
312,Freund::N,таҥ,vinur
313,Freund::N,йолта́ш,vinur
314,Kamerad::N,таҥ,félagi
315,Angelegenheit::N,паша́,mál
316,Angelegenheit::N,паша́,málefni
317,Anzahl::N,чот,tala
318,Anzahl::N,чот,fjöldi
319,Art::N,вид,tegund
320,Stück::N,ка́тыш,biti
321,Stück::N,ка́тыш,stykki
322,Stück::N,ла́стык,biti
323,Stück::N,ла́стык,stykki
324,Teil::N,ужа́ш,hluti
325,Teil::N,ужа́ш,partur
326,Hälfte::N,пел,helmingur
327,Hälfte::N,пе́ле,helmingur
328,Kreis::N,ты́ртыш,hringur
329,Kreuz::N,ыре́с,kross
330,Kreuz::N,ыре́с,krossmark
331,Linie::N,ли́ний,lína
332,Strich::N,коре́ш,strik
333,Abstand::N,кокла́,millibil
334,Entfernung::N,тора́,fjarlægð
335,Entfernung::N,ку́жыт,fjarlægð
336,Gegend::N,кунде́м,hérað
337,Platz::N,ку́мдык,pláss
338,Ort::N,вер,staður
339,Ort::N,о́лмо,staður
340,Seite::N,ӧ́рдыж,hlið
341,Mitte::N,покше́л,miðja
342,Gegenstand::N,наста́,hlutur
343,Sache::N,наста́,mál
344,Rand::N,тӱр,brún
345,Kante::N,тӱр,rönd
346,Ecke::N,лук,horn
347,Spitze::N,вуй,oddur
348,Ende::N,муча́ш,endi
349,Loch::N,рож,gat
350,Loch::N,рож,hola
351,Winkel::N,лук,skot
352,Winkel::N,лук,krókur
353,Muster::N,пеза́к,munstur
354,Muster::N,узо́р,munstur
355,Muster::N,ӱ́лгӧ,munstur
356,Größe::N,кӱ́кшыт,stærð
357,Länge::N,ку́тыш,lengd
358,Höhe::N,кӱ́кшыт,hæð
359,Gewicht::N,не́лыт,vigt
360,Gewicht::N,не́лыт,þyngd
361,Menge::N,чот,magn
362,Haufen::N,кы́шыл,hrúga
363,Haufen::N,кы́шыл,haugur
364,Reihe::N,рада́м,röð
365,Boot::N,пуш,bátur
366,Ruder::N,эшка́к,ár
367,Schlitten::N,тер,sleði
368,Schlitten::N,изде́р,sleði
369,Ski::N,е́че,skíði
370,Lagerfeuer::N,туло́то,varðeldur
371,Last::N,нӧ́лтыш,byrði
372,Last::N,нӧ́лтыш,farmur
373,Gang::N,ошкылма́ш,ganga
374,Schritt::N,о́шкыл,skref
375,Norden::N,йӱдйыма́л,norður
376,Süden::N,кечывалве́л,suður
377,Westen::N,касве́л,vestur
378,Osten::N,эрве́л,austur
379,Holz::N,пу,viður
380,Brett::N,оҥа́,fjöl
381,Platte::N,аста́р,flötur
382,Stütze::N,чара́к,stoð
383,Stange::N,лома́ш,stöng
384,Stock::N,тоя́,prik
385,Stock::N,тоя́,stafur
386,Stab::N,вара́,prik
387,Stab::N,вара́,stafur
388,Stab::N,кашта́,prik
389,Stab::N,кашта́,stafur
390,Rohr::N,пуч,rör
391,Rohr::N,пуч,pípa
392,Haus::N,пӧрт,hús
393,Heim::N,мӧ́ҥгӧ,heimili
394,Ofen::N,комака́,ofn
395,Fußboden::N,кӱва́р,gólf
396,Tisch::N,ӱсте́л,borð
397,Stuhl::N,пӱке́н,stóll
398,Wiege::N,шепка́,vagga
399,Bett::N,ва́кшыш,rúm
400,Bett::N,ва́кшыш,hvíla
401,Regal::N,шӧ́рлык,hilla
402,Kiste::N,шо́ндык,kassi
403,Kiste::N,я́шлык,kassi
404,Fenster::N,окна́,gluggi
405,Tür::N,омса́,dyr
406,Tür::N,омса́,hurð
407,Tor::N,капка́,hlið
408,Zaun::N,сава́р,girðing
409,Zaun::N,сава́р,limgarður
410,Dach::N,леве́дыш,þak
411,Leiter::N,тошка́лтыш,stigi
412,Besen::N,ӱштерво́штыр,sópur
413,Spaten::N,ко́льмо,spaði
414,Schaufel::N,сово́к,skófla
415,Schaufel::N,су́ско,skófla
416,Gabel::N,ви́лке,gaffall
417,Löffel::N,па́не,skeið
418,Löffel::N,совла́,skeið
419,Messer::N,кӱ́зӧ,hnífur
420,Nagel::N,пуда́,nögl
421,Netz::N,вапш,net
422,Haken::N,са́гыле,krókur
423,Griff::N,кыл,tak
424,Schloss::N,кӧгӧ́н,lás
425,Bild::N,сӱре́т,mynd
426,Figur::N,фигу́р,stytta
427,Puppe::N,курча́к,brúða
428,Beutel::N,меша́к,poki
429,Beutel::N,меша́к,baggi
430,Bündel::N,арша́ш,böggull
431,Tasche::N,сумка́,veski
432,Eimer::N,ведра́,fata
433,Deckel::N,ко́мдыш,lok
434,Geschirr::N,а́те,leirtau
435,Sack::N,куль,sekkur
436,Sack::N,меша́к,sekkur
437,Tasse::N,чу́кыр,bolli
438,Tasse::N,чашка́,bolli
439,Topf::N,ми́ске,pottur
440,Kessel::N,под,ketill
441,Essen::N,ко́чкыш,matur
442,Nahrung::N,ку́рго,fæða
443,Speise::N,ко́чкыш,réttur
444,Speise::N,ко́чкыш,matarréttur
445,Fleisch::N,шыл,kjöt
446,Getreide::N,шу́рно,korn
447,Brei::N,пу́чымыш,grautur
448,Brot::N,ки́нде,brauð
449,Scheibe::N,ка́тыш,sneið
450,Fett::N,коя́,fita
451,Butter::N,ӱй,smjör
452,Öl::N,ӱй,olía
453,Salz::N,шинча́л,salt
454,Suppe::N,шӱр,súpa
455,Honig::N,мӱй,hunang
456,Milch::N,шӧр,mjólk
457,Tee::N,чай,te
458,Leder::N,сура́н,skinn
459,Leder::N,шӱ́штӧ,skinn
460,Wolle::N,пун,ull
461,Stoff::N,куэ́м,dúkur
462,Stoff::N,посто́,dúkur
463,Nadel::N,и́ме,nál
464,Faden::N,шӱ́ртӧ,þráður
465,Knopf::N,по́лдыш,tala
466,Knopf::N,по́лдыш,hnappur
467,Knoten::N,пышке́м,hnútur
468,Farbe::N,чия́,málning
469,Kleidung::N,чие́м,búningur
470,Kleidung::N,чие́м,klæðnaður
471,Kleidung::N,вурге́м,búningur
472,Kleidung::N,вурге́м,klæðnaður
473,Hemd::N,ту́выр,skyrta
474,Kragen::N,сога́,kragi
475,Kragen::N,сога́,flibbi
476,Ärmel::N,шокш,ermi
477,Hose::N,йола́ш,buxur
478,Gürtel::N,ӱ́штӧ,belti
479,Mütze::N,упш,húfa
480,Schuh::N,боти́нке,skór
481,Stiefel::N,кем,stígvél
482,Ring::N,шерга́ш,hringur
483,Band::N,тасма́,band
484,Band::N,ле́нте,band
485,Kamm::N,шерге́,greiða
486,Spiegel::N,вошто́нчыш,spegill
487,Riemen::N,кӱзанӱ́штӧ,ól
488,Riemen::N,кӱзанӱ́штӧ,reim
489,Schnur::N,кере́м,snúra
490,Schnur::N,кандыра́,snúra
491,Leine::N,вӱра́ҥ,band
492,Decke::N,леве́дыш,teppi
493,Decke::N,одея́л,teppi
494,Kissen::N,кӱ́пчык,koddi
495,Tuch::N,шо́выч,klútur
496,Handtuch::N,со́лык,þurrka
497,Handtuch::N,со́лык,handklæði
498,Kraft::N,вий,afl
499,Kraft::N,вий,kraftur
500,Kraft::N,куа́т,afl
501,Kraft::N,куа́т,kraftur
502,Stärke::N,куа́т,styrkur
503,Stärke::N,карма́н,styrkur
504,Gesundheit::N,таза́лык,heilsa
505,Gesundheit::N,таза́лык,heilbrigði
506,Krankheit::N,чер,sjúkdómur
507,Schmerz::N,ко́рштыш,sársauki
508,Wunde::N,су́сыр,sár
509,Fieber::N,йӱштыму́ж,hitasótt
510,Fieber::N,лихора́дке,hitasótt
511,Arznei::N,эм,lyf
512,Brücke::N,кӱва́р,brú
513,Brunnen::N,вӱдвыне́м,brunnur
514,Weide::N,нурше́р,hagi
515,Pfad::N,йолго́рно,stígur
516,Pfad::N,сокма́к,stígur
517,Weg::N,ко́рно,vegur
518,Straße::N,ко́рно,gata
519,Straße::N,ко́рно,stræti
520,Dorf::N,ял,þorp
521,Stadt::N,ола́,borg
522,Brief::N,се́рыш,bréf
523,Buch::N,книга́,bók
524,Buchstabe::N,буква́,bókstafur
525,Zeitung::N,газе́т,dagblað
526,Leben::N,и́лыш,líf
527,Tod::N,колыма́ш,dauði
528,Grab::N,шӱга́р,gröf
529,Kirche::N,че́рке,kirkja
530,Sünde::N,су́лык,synd
531,Gott::N,ю́мо,guð
532,Arbeiter::N,паша́зе,verkamaður
533,Chef::N,тӧра́,yfirmaður
534,Meister::N,маста́р,meistari
535,Arzt::N,врач,læknir
536,Lehrer::N,ту́ныктышо,kennari
537,Geld::N,окса́,peningar
538,Geschäft::N,сатулыма́ш,viðskipti
539,Laden::N,ке́выт,búð
540,Laden::N,ке́выт,verslun
541,Preis::N,ак,verð
542,Ware::N,сату́,vara
543,Nutzen::N,пайда́,gagn
544,Reichtum::N,поя́нлык,auður
545,Welt::N,тӱня́,veröld
546,Land::N,эл,land
547,Staat::N,кугыжа́ныш,ríki
548,König::N,кугыжа́,konungur
549,Macht::N,власть,vald
550,Grenze::N,грани́ца,landamæri
551,Krieg::N,сар,stríð
552,Feind::N,тушма́н,fjandmaður
553,Gewalt::N,виешлыма́ш,ofbeldi
554,Kampf::N,кредалма́ш,bardagi
555,Bogen[Waffe]::N,юҥе́ж,bogi
556,Pfeil::N,пикш,ör
557,Gewehr::N,пыча́л,byssa
558,Fehler::N,йо́ҥылыш,villa
559,Lüge::N,шоя́к,lygi
560,Schaden::N,зия́н,skemmd
561,Unglück::N,эҥге́к,óhamingja
562,Schuld::N,тита́к,sök
563,Schuld::N,йола́,sök
564,Alter::N,ийго́т,aldur
565,Schluss::N,муча́ш,lok
566,Schluss::N,муча́ш,endir
567,Zeit::N,жап,tími
568,Zeit::N,па́гыт,tími
569,Tag::N,ке́че,dagur
570,Morgen::N,эр,morgunn
571,Mittag::N,кечыва́л,hádegi
572,Abend::N,кас,kvöld
573,Nacht::N,йӱд,nótt
574,Woche::N,арня́,vika
575,Monat::N,ты́лзе,mánuður
576,Jahr::N,ий,ár
577,Frühling::N,шо́шо,vor
578,Sommer::N,кеҥе́ж,sumar
579,Herbst::N,шы́же,haust
580,Winter::N,те́ле,vetur
581,Januar::N,шоркыйол,janúar
582,Januar::N,идалыкву́й,janúar
583,Januar::N,янва́рь,janúar
584,Februar::N,пургыж,február
585,Februar::N,февра́ль,február
586,März::N,ӱярня,mars
587,März::N,март,mars
588,April::N,апре́ль,apríl
589,Mai::N,ага,maí
590,Mai::N,май,maí
591,Juni::N,пеледыш,júní
592,Juni::N,ию́нь,júní
593,Juli::N,сӱрем,júlí
594,Juli::N,ию́ль,júlí
595,August::N,сорла,ágúst
596,August::N,агарма́н,ágúst
597,August::N,а́вгуст,ágúst
598,September::N,идым,september
599,September::N,сентя́брь,september
600,Oktober::N,шыжа,október
601,Oktober::N,октя́брь,október
602,November::N,кылме тылзе,nóvember
603,November::N,ноя́брь,nóvember
604,Dezember::N,дека́брь,desember
605,Montag::N,шо́чмо,mánudagur
606,Dienstag::N,ку́шкыжмо,þriðjudagur
607,Mittwoch::N,вӱрге́че,miðvikudagur
608,Donnerstag::N,изарня́,fimmtudagur
609,Freitag::N,кугарня́,föstudagur
610,Samstag::N,шуматке́че,laugardagur
611,Sonntag::N,рушарня́,sunnudagur
612,groß::A,кугу́,stór
613,klein::A,изи́,lítill
614,lang::A,кужу́,langur
615,kurz::A,кӱ́чык,stuttur
616,breit::A,кумда́,breiður
617,schmal::A,а́ҥысыр,mjór
618,dicht::A,ну́гыдо,þéttur
619,dick[Gegenstand]::A,кӱ́жгӧ,þykkur
620,dünn::A,ви́чкыж,þunnur
621,fein::A,ты́гыде,fíngerður
622,fest::A,чо́ткыдо,fastur
623,flach::A,лапка́,flatur
624,glatt::A,яклака́,háll
625,glatt::A,яклака́,sléttur
626,hart::A,пе́ҥгыде,harður
627,weich::A,пу́шкыдо,mjúkur
628,rund::A,йырге́шке,kringlóttur
629,spitz::A,коша́р,oddhvass
630,scharf::A,пӱ́сӧ,beittur
631,stumpf::A,токма́к,bitlaus
632,schwer::A,не́ле,þungur
633,schön::A,сы́лне,fagur
634,schön::A,сы́лне,fallegur
635,heiß::A,шо́кшо,heitur
636,warm::A,ле́ве,hlýr
637,warm::A,ле́ве,heitur
638,kalt::A,йӱ́штӧ,kaldur
639,kühl::A,юа́лге,svalur
640,kühl::A,южгата́,svalur
641,frisch::A,свежа́,frískur
642,feucht::A,вӱ́дыжгӧ,rakur
643,feucht::A,вӱ́дыжгӧ,þvalur
644,nass::A,нӧ́рӧ,votur
645,nass::A,нӧ́рӧ,blautur
646,trocken::A,ку́кшо,þurr
647,voll::A,тич,fullur
648,leer::A,яра́,tómur
649,offen::A,виш,opinn
650,geschlossen::A,пе́тырыме,lokaður
651,geschlossen::A,тӱ́чмӧ,lokaður
652,sauber::A,ару́,þrifinn
653,sauber::A,янда́р,þrifinn
654,schmutzig::A,лавыра́н,óhreinn
655,schmutzig::A,лавыра́н,sóðalegur
656,schmutzig::A,ла́выргыше,óhreinn
657,schmutzig::A,ла́выргыше,sóðalegur
658,roh::A,кӱ́чымӧ,hrár
659,reif::A,лӧза́,þroskaður
660,lecker::A,ту́тло,ljúffengur
661,süß::A,ше́ре,sætur
662,bitter::A,ко́чо,beiskur
663,sauer::A,шо́по,súr
664,hell::A,во́лгыдо,bjartur
665,dunkel::A,пычке́мыш,dimmur
666,schwarz::A,шола́,svartur
667,weiß::A,ош,hvítur
668,rot::A,йошка́р,rauður
669,gelb::A,сар,gulur
670,blau::A,ка́нде,blár
671,grün::A,ужа́р,grænn
672,grau::A,сур,grár
673,bunt::A,олача́,marglitur
674,billig::A,шу́лдо,ódýr
675,teuer::A,ше́рге,dýr
676,wertvoll::A,шергака́н,verðmætur
677,blind::A,со́кыр,blindur
678,taub::A,соҥгыра́,heyrnarlaus
679,kräftig::A,куа́тле,öflugur
680,stark::A,вия́н,sterkur
681,schwach::A,а́лдыме,veill
682,fett::A,коя́,feitur
683,schlank::A,йоштката́,grannur
684,schlank::A,йоштката́,spengilegur
685,schlank::A,яжу́,grannur
686,schlank::A,яжу́,spengilegur
687,hübsch::A,чеве́р,snotur
688,hübsch::A,чеве́р,laglegur
689,böse::A,шы́де,illur
690,böse::A,шы́де,vondur
691,dumm::A,аҥыра́,heimskur
692,faul::A,його,latur
693,fleißig::A,ты́ршыше,iðinn
694,geizig::A,чаҥга́,nískur
695,klug::A,уша́н,hygginn
696,geschickt::A,уста́,fimur
697,geschickt::A,уста́,laginn
698,lieb::A,ала́л,kær
699,lieb::A,ала́л,ljúfur
700,lustig::A,весела́,kátur
701,sanft::A,ны́жылге,blíður
702,hungrig::A,шу́жышо,soltinn
703,hungrig::A,шу́жышо,hungraður
704,krank::A,че́рле,sjúkur
705,nackt::A,чарама́т,nakinn
706,traurig::A,ойга́н,dapur
707,traurig::A,ойга́н,hryggur
708,lebendig::A,и́лыше,lifandi
709,gut::A,сай,góður
710,schlecht::A,уда́,slæmur
711,schlecht::A,уда́,lélegur
712,schlecht::A,шӱ́кшӧ,slæmur
713,schlecht::A,шӱ́кшӧ,lélegur
714,richtig::A,чы́нле,réttur
715,schlimm::A,аля́к,slæmur
716,schlimm::A,тыра́н,slæmur
717,wahr::A,чы́нле,sannur
718,wahr::A,настоя́щий,sannur
719,alt::A,то́што,gamall
720,neu::A,у,nýr
721,ehemalig::A,о́нчычсо,fyrrverandi
722,ehemalig::A,онда́кысе,fyrrverandi
723,alt[Lebewesen]::A,шо́нто,gamall
724,jung::A,са́мырык,ungur
725,arm::A,нужна́,vesall
726,arm::A,нужна́,fátækur
727,reich::A,поя́н,ríkur
728,reich::A,поя́н,auðugur
729,bekannt::A,па́лыме,kunnugur
730,berühmt::A,лӱ́млӧ,frægur
731,fremd::A,йот,framandi
732,fremd::A,йот,ókunnugur
733,verschieden::A,тӱ́рлӧ,ýmis
734,nah::A,ли́шыл,nálægur
735,fern::A,тора́,fjarri
736,fern::A,тора́,fjarlægur
737,fern::A,мӱ́ндыр,fjarri
738,fern::A,мӱ́ндыр,fjarlægur
739,linker::A,шола́,vinstri
740,rechter::A,пурла́,hægri
