,Concept_ID,hu,ko
84,Schatten::N,árnyék,어스레함
85,Wetter::N,idő,기상
86,Wetter::N,időjárás,기상
87,Nebel::N,köd,안개
88,Wolke::N,felhő,구름
89,Regen::N,eső,비
90,Schnee::N,hó,눈
91,Eis::N,jég,얼음
92,Frost::N,fagy,혹한
93,Kälte::N,hideg,추위
94,Kälte::N,hideg,차가움
95,Hitze::N,hő,고온
96,Hitze::N,hő,더위
97,Hitze::N,hőség,고온
98,Hitze::N,hőség,더위
99,Raureif::N,zúzmara,
100,Regenbogen::N,szivárvány,무지개
101,Donner::N,dörgés,뇌명
102,Donner::N,mennydörgés,뇌명
103,Strömung::N,áramlat,유동
104,Tropfen::N,csepp,물방울
105,Schaum::N,hab,포말
106,Schaum::N,tajték,포말
107,Schmutz::N,piszok,때
108,See::N,tó,호수
109,Sumpf::N,mocsár,습지
110,Moor::N,láp,저습지
111,Wiese::N,rét,목초지
112,Wiese::N,mező,목초지
113,Wald::N,erdő,숲
114,Hügel::N,domb,언덕
115,Anhöhe::N,magaslat,언덕
116,Berg::N,hegy,산
117,Gipfel::N,csúcs,졀졍
118,Höhle::N,barlang,공동
119,Abhang::N,lejtő,몰매
120,Quelle::N,forrás,근원
121,Bach::N,patak,내
122,Fluss::N,folyó,강
123,Ufer::N,part,강변
124,Ufer::N,part,바닷가
125,Küste::N,tengerpart,해변
126,Küste::N,tengerpart,해변가
127,Festland::N,szárazföld,본토
128,Meer::N,tenger,바다
129,Bucht::N,öböl,협만
130,Insel::N,sziget,섬
131,Blume::N,virág,꽃
132,Gras::N,fű,풀
133,Wurzel::N,gyökér,뿌리
134,Baum::N,fa,나무
135,Stamm::N,tő,대
136,Stamm::N,törzs,대
137,Rinde::N,kéreg,나무껍질
138,Ast::N,ág,가지
139,Zweig::N,gally,가지
140,Blatt::N,levél,잎
141,Birke::N,nyír,자작나무
142,Kiefer[Baum]::N,fenyő,소나무
143,Weide[Baum]::N,fűz,쉬양버들
144,Tanne::N,fenyő,전나무
145,Horn::N,szarv,뿔
146,Feder::N,toll,깃털
147,Fell::N,szőr,피혁모피
148,Fell::N,bunda,피혁모피
149,Flügel::N,szárny,날개
150,Klaue::N,köröm,갈고리 발톺
151,Kralle::N,karom,발툭
152,Schwanz::N,farok,꼬리
153,Ei::N,tojás,알
154,Nest::N,fészek,보금자리
155,Bau::N,odú,굴
156,Tier::N,állat,짐승
157,Herde::N,nyáj,가축의떼
158,Herde::N,csorda,가축의떼
159,Kuh::N,tehén,암소
160,Bulle::N,bika,황소
161,Pferd::N,ló,말
162,Schaf::N,juh,양
163,Schaf::N,birka,양
164,Schwein::N,sertés,돼지
165,Hund::N,eb,개
166,Hund::N,kutya,개
167,Katze::N,macska,고양이
168,Bär::N,medve,콤
169,Eichhörnchen::N,mókus,다람쥐
170,Elch::N,jávorszarvas,고라니
171,Fuchs::N,róka,여우
172,Hase::N,nyúl,토끼
173,Maus::N,egér,쥐
174,Wolf::N,farkas,늑대
175,Vogel::N,madár,새
176,Schwarm::N,raj,뗴
177,Huhn::N,tyúk,암탉
178,Hahn::N,kakas,수탉
179,Gans::N,lúd,거위
180,Gans::N,liba,거위
181,Adler::N,sas,수리
182,Ente::N,kacsa,오리
183,Eule::N,bagoly,부엉이
184,Kranich::N,daru,두루미
185,Krähe::N,varjú,까마귀
186,Kuckuck::N,kakukk,뻐꾸기
187,Schwan::N,hattyú,배조
188,Fisch::N,hal,물고기
189,Barsch::N,sügér,농어
190,Hecht::N,csuka,에속스
191,Schlange[Tier]::N,kígyó,뱀
192,Wurm::N,kukac,벌레
193,Spinne::N,pók,거미
194,Ameise::N,hangya,개미
195,Laus::N,tetű,이
196,Mücke::N,szúnyog,모기
197,Fliege::N,légy,날기
198,Schmetterling::N,lepke,나비
199,Schmetterling::N,pillangó,나비
200,Beere::N,bogyó,장과
201,Apfel::N,alma,사과
202,Pilz::N,gomba,고방이
203,Zwiebel::N,hagyma,양파
204,Saat::N,vetőmag,씨
205,Korn::N,mag,알맹이
206,Korn::N,szem,알맹이
207,Heu::N,széna,건초
208,Schale::N,héj,피상
209,Grube::N,verem,
210,Falle::N,csapda,함정
211,Schlinge::N,tőr,올가미
212,Schlinge::N,tőr,멜빵붕대
213,Spur::N,nyom,발지국
214,Asche::N,hamu,재
215,Dreck::N,sár,똥
216,Dreck::N,sár,오물
217,Dreck::N,piszok,똥
218,Dreck::N,piszok,오물
219,Eisen::N,vas,쇠
220,Eisen::N,vas,철
221,Gold::N,arany,항금
222,Silber::N,ezüst,은
223,Kohle::N,szén,슻
224,Glas::N,üveg,유리
225,Lehm::N,agyag,찰흙
226,Lehm::N,vályog,찰흙
227,Sand::N,homok,모래
228,Mensch::N,ember,사람
229,Mann::N,úr,남자
230,Mann::N,férfi,남자
231,Frau::N,nő,여자
232,Frau::N,asszony,여자
233,Kind::N,gyerek,아이
234,Kind::N,gyermek,아이
235,Junge::N,fiú,소녁
236,Mädchen::N,lány,소녀
237,Familie::N,család,가족
238,Großvater::N,nagyapa,할아버지
239,Großmutter::N,nagyanya,할머니
240,Eltern::N,szülők,어버오
241,Vater::N,apa,아버지
242,Vater::N,atya,아버지
243,Mutter::N,anya,어머니
244,Sohn::N,fiú,아들
245,Tochter::N,lány,딸기
246,Bruder::N,fivér,형제
247,Bruder::N,testvér,형제
248,Schwester::N,nővér,누이
249,Schwester::N,lánytestvér,누이
250,Onkel::N,nagybácsi,백부
251,Tante::N,nagynéni,아주머니
252,Ehemann::N,férj,남편
253,Ehefrau::N,feleség,아내
254,Freude::N,öröm,기쁨
255,Gelächter::N,nevetés,웃음
256,Gelächter::N,hahotázás,웃음
257,Glück::N,boldogság,즐거움
258,Kummer::N,bánat,슬픔
259,Wunsch::N,óhaj,소망
260,Lust::N,kedv,
261,Geist::N,elme,할기
262,Geist::N,szellem,할기
263,Gedanke::N,gondolat,상념
264,Gedächtnis::N,emlékezet,기억
265,Verstand::N,ész,분별
266,Verstand::N,ész,지능
267,Verstand::N,értelem,분별
268,Verstand::N,értelem,지능
269,Sinn::N,értelem,센스
270,Grund::N,ok,까닭
271,Grund::N,alap,까닭
272,Wahrheit::N,igaz,참
273,Wahrheit::N,igaz,진실
274,Wahrheit::N,igazság,참
275,Wahrheit::N,igazság,진실
276,Gespräch::N,beszélgetés,대화
277,Märchen::N,mese,동화
278,Erzählung::N,elbeszélés,이야기
279,Nachricht::N,hír,
280,Nachricht::N,híradás,
281,Neuigkeit::N,újság,뉴스
282,Name::N,név,이름
283,Rätsel::N,rejtvény,수수께끼
284,Rede::N,beszéd,연설
285,Rede::N,szónoklat,연설
286,Sprache::N,nyelv,말
287,Stimme::N,hang,목소리
288,Wort::N,szó,낱말
289,Zeichen::N,jel,신호
290,Ruf::N,kiáltás,부름
291,Lärm::N,zaj,소동
292,Laut::N,hang,음성
293,Ton::N,hang,목소리
294,Lied::N,dal,노래
295,Lied::N,ének,노래
296,Ruhe::N,csend,쉼
297,Ruhe::N,nyugalom,쉼
298,Leute::N,emberek,사람들
299,Volk::N,nép,국중
300,Arbeit::N,dolog,근로
301,Arbeit::N,dolog,너무
302,Gast::N,vendég,손님
303,Geschenk::N,ajándék,행하
304,Spiel::N,játék,무리
305,Gesellschaft::N,társaság,교제
306,Hilfe::N,segítség,거들음
307,Hilfe::N,segítség,보좌
308,Freund::N,barát,친구
309,Kamerad::N,társ,동실자
310,Angelegenheit::N,ügy,용무
311,Anzahl::N,szám,어떤
312,Anzahl::N,szám,수
313,Art::N,faj,정류
314,Art::N,fajta,정류
315,Stück::N,darab,일부분
316,Teil::N,rész,몱
317,Teil::N,rész,구훠
318,Hälfte::N,fél,2분의
319,Kreis::N,kör,고리
320,Kreuz::N,kereszt,열십자
321,Linie::N,vonal,선
322,Strich::N,vonás,스침
323,Abstand::N,köz,거리
324,Entfernung::N,távolság,거리
325,Gegend::N,táj,곳
326,Gegend::N,táj,부금
327,Gegend::N,vidék,곳
328,Gegend::N,vidék,부금
329,Platz::N,hely,장소
330,Ort::N,hely,장소
331,Seite::N,fél,옆면
332,Seite::N,oldal,옆면
333,Mitte::N,közép,궁간
334,Gegenstand::N,tárgy,항목
335,Sache::N,dolog,뭉에
336,Rand::N,szél,가
337,Rand::N,perem,가
338,Rand::N,szegély,가
339,Kante::N,él,귀퉁
340,Ecke::N,sarok,구석
341,Ecke::N,szöglet,구석
342,Spitze::N,csúcs,끝
343,Spitze::N,csúcs,참단
344,Ende::N,vég,말당
345,Loch::N,lyuk,빙옷
346,Winkel::N,szög,각도
347,Muster::N,minta,본
348,Muster::N,minta,견복
349,Größe::N,nagyság,신장
350,Länge::N,hossz,길이긺
351,Länge::N,hosszúság,길이긺
352,Höhe::N,magasság,높이
353,Gewicht::N,súly,추
354,Menge::N,sokaság,수양
355,Menge::N,mennyiség,수양
356,Haufen::N,halom,퇴적
357,Reihe::N,sor,열
358,Boot::N,csónak,보트
359,Ruder::N,evező,노
360,Schlitten::N,szánkó,썰매
361,Ski::N,sí,스키
362,Lagerfeuer::N,tábortűz,캠프의 모닥불
363,Last::N,teher,무거운짐
364,Gang::N,járás,걸음
365,Schritt::N,lépés,보조
366,Norden::N,észak,북쪽 
367,Süden::N,dél,남쪽
368,Westen::N,nyugat,서쪽
369,Osten::N,kelet,동쪽
370,Holz::N,fa,목재
371,Brett::N,deszka,마루널
372,Platte::N,lap,탤
373,Platte::N,lap,금속판
374,Platte::N,lemez,탤
375,Platte::N,lemez,금속판
376,Stütze::N,támasz,버팀목
377,Stütze::N,támaszték,버팀목
378,Stange::N,rúd,장대
379,Stange::N,pózna,장대
380,Stock::N,pálca,막대기
381,Stab::N,bot,작대기
382,Rohr::N,cső,갈대
383,Haus::N,ház,집
384,Heim::N,otthon,집
385,Ofen::N,kályha,아궁이
386,Fußboden::N,padló,마루
387,Tisch::N,asztal,탁자
388,Stuhl::N,szék,의자
389,Wiege::N,bölcső,발상지
390,Bett::N,ágy,침대
391,Regal::N,polc,서가
392,Regal::N,állvány,서가
393,Kiste::N,láda,짐궤
394,Fenster::N,ablak,눔
395,Tür::N,ajtó,문
396,Tor::N,kapu,대문
397,Zaun::N,kerítés,담장
398,Dach::N,tető,지붕
399,Leiter::N,létra,사닥다리
400,Besen::N,seprű,비
401,Spaten::N,ásó,가래
402,Schaufel::N,lapát,삽
403,Gabel::N,villa,갈래
404,Löffel::N,kanál,숟가락
405,Messer::N,kés,나이프
406,Nagel::N,szeg,발툽
407,Netz::N,háló,그물
408,Haken::N,kampó,갈고리
409,Griff::N,nyél,움켜쥠
410,Griff::N,fogantyú,움켜쥠
411,Schloss::N,zár,자물쇠
412,Bild::N,kép,그림
413,Figur::N,alak,몸메
414,Puppe::N,bábu,인형
415,Beutel::N,zacskó,클
416,Bündel::N,köteg,자근다발
417,Tasche::N,táska,가방
418,Eimer::N,vödör,동이
419,Deckel::N,fedő,뚜껑
420,Deckel::N,fedél,뚜껑
421,Geschirr::N,edény,식시
422,Sack::N,zsák,조갑
423,Tasse::N,csésze,차잔
424,Topf::N,fazék,단지
425,Kessel::N,üst,주전자
426,Kessel::N,bogrács,주전자
427,Essen::N,evés,먹기
428,Essen::N,étkezés,먹기
429,Nahrung::N,ennivaló,식료
430,Speise::N,étel,음식물
431,Fleisch::N,hús,고기
432,Getreide::N,gabona,곡물
433,Brei::N,pép,젤리
434,Brei::N,kása,젤리
435,Brot::N,kenyér,빵
436,Scheibe::N,szelet,원반
437,Fett::N,háj,기름
438,Fett::N,zsír,기름
439,Butter::N,vaj,버터
440,Öl::N,olaj,올리브유
441,Salz::N,só,소금
442,Suppe::N,leves,국
443,Suppe::N,leves,수프
444,Honig::N,méz,감미
445,Milch::N,tej,유즙
446,Tee::N,tea,차
447,Leder::N,bőr,가죽
448,Wolle::N,gyapjú,양털
449,Stoff::N,szövet,패료
450,Nadel::N,tű,바늘
451,Faden::N,fonál,콘실
452,Knopf::N,gomb,단추
453,Knoten::N,csomó,곁절
454,Farbe::N,szín,색
455,Farbe::N,festék,색
456,Kleidung::N,ruha,옷입기
457,Kleidung::N,ruházat,옷입기
458,Hemd::N,ing,속옷
459,Kragen::N,gallér,깃
460,Ärmel::N,ujj,소매
461,Hose::N,gatya,바지
462,Hose::N,nadrág,바지
463,Gürtel::N,öv,밴드
464,Mütze::N,sapka,모자
465,Schuh::N,cipő,구두
466,Stiefel::N,csizma,장화
467,Ring::N,gyűrű,고리
468,Band::N,szalag,리본
469,Kamm::N,fésű,빗
470,Spiegel::N,tükör,거울
471,Riemen::N,szíj,가죽끈
472,Schnur::N,zsinór,밧줄
473,Leine::N,póráz,고삐줄
474,Decke::N,takaró,이부자리
475,Kissen::N,párna,깔개
476,Tuch::N,kendő,천
477,Handtuch::N,törülköző,수건
478,Kraft::N,erő,세력
479,Stärke::N,erő,힘
480,Stärke::N,erősség,힘
481,Gesundheit::N,egészség,위생
482,Krankheit::N,kór,병
483,Krankheit::N,betegség,병
484,Schmerz::N,fájdalom,아픔고통
485,Wunde::N,seb,상처
486,Fieber::N,láz,열별
487,Arznei::N,orvosság,약
488,Arznei::N,gyógyszer,약
489,Brücke::N,híd,교량
490,Brunnen::N,kút,원천
491,Weide::N,legelő,목장
492,Pfad::N,ösvény,좁은길
493,Weg::N,út,길
494,Straße::N,út,길
495,Dorf::N,falu,촌
496,Dorf::N,falu,촌락
497,Stadt::N,város,도시
498,Brief::N,levél,서한
499,Buch::N,könyv,책
500,Buchstabe::N,betű,문자
501,Zeitung::N,újság,신문
502,Zeitung::N,hírlap,신문
503,Leben::N,élet,삶
504,Tod::N,halál,죽음
505,Grab::N,sír,무덤
506,Kirche::N,templom,교회
507,Sünde::N,bűn,부정
508,Sünde::N,vétek,부정
509,Gott::N,isten,하느님
510,Arbeiter::N,munkás,일하는사람
511,Chef::N,főnök,사장
512,Meister::N,mester,명인
513,Meister::N,mester,대가
514,Arzt::N,orvos,의사
515,Lehrer::N,tanár,교사
516,Lehrer::N,tanító,교사
517,Geld::N,pénz,돈
518,Geschäft::N,üzlet,일
519,Laden::N,bolt,가게
520,Preis::N,ár,가격
521,Ware::N,áru,상품
522,Nutzen::N,haszon,이익
523,Reichtum::N,gazdagság,많음
524,Welt::N,világ,세상
525,Land::N,ország,지방
526,Staat::N,állam,국가
527,König::N,király,국왕
528,Macht::N,hatalom,힘
529,Grenze::N,határ,국경
530,Krieg::N,háború,전쟁
531,Feind::N,ellenség,적
532,Gewalt::N,erőszak,권력
533,Kampf::N,harc,전투
534,Bogen[Waffe]::N,íj,활
535,Pfeil::N,nyíl,화살
536,Gewehr::N,puska,무기
537,Gewehr::N,fegyver,무기
538,Fehler::N,hiba,오류
539,Lüge::N,hazugság,거짓말
540,Schaden::N,kár,손상
541,Unglück::N,csapás,불행
542,Unglück::N,balszerencse,불행
543,Schuld::N,bűn,부채
544,Alter::N,kor,연령
545,Schluss::N,vég,마감
546,Schluss::N,befejezés,마감
547,Zeit::N,idő,때
548,Zeit::N,idő,시간
549,Tag::N,nap,하루
550,Morgen::N,reggel,이침
551,Mittag::N,dél,대낮
552,Abend::N,este,저녁
553,Nacht::N,éj,밤
554,Nacht::N,éjszaka,밤
555,Woche::N,hét,근무일
556,Monat::N,hó,달
557,Monat::N,hónap,달
558,Jahr::N,év,해
559,Frühling::N,tavasz,봄
560,Sommer::N,nyár,여름
561,Herbst::N,ősz,가을
562,Winter::N,tél,겨울
563,Januar::N,január,일월
564,Februar::N,február,이월
565,März::N,március,삼월
566,April::N,április,사월
567,Mai::N,május,오월
568,Juni::N,június,유월
569,Juli::N,július,칠월
570,August::N,augusztus,팔월
571,September::N,szeptember,구월
572,Oktober::N,október,시월
573,November::N,november,십일월
574,Dezember::N,december,십이월
575,Montag::N,hétfő,월요일
576,Dienstag::N,kedd,화요일
577,Mittwoch::N,szerda,수요일
578,Donnerstag::N,csütörtök,모교일
579,Freitag::N,péntek,그묘일
580,Samstag::N,szombat,토요일
581,Sonntag::N,vasárnap,일요일
582,groß::A,nagy,큰
583,klein::A,pici,자근
584,klein::A,kicsi,자근
585,lang::A,hosszú,긴
586,kurz::A,rövid,짧은
587,breit::A,széles,넓은
588,schmal::A,keskeny,좁은
589,dicht::A,sűrű,농밀한
590,dick[Gegenstand]::A,vastag,두꺼운
591,dünn::A,vékony,얇은
592,fein::A,vékony,미세한
593,fest::A,szilárd,굳은
594,flach::A,sík,얕은
595,flach::A,lapos,얕은
596,glatt::A,sima,반들반들한
597,hart::A,kemény,굳은
598,weich::A,puha,연한
599,rund::A,kerek,둥근
600,spitz::A,hegyes,뾰족한
601,scharf::A,éles,날카로운
602,stumpf::A,tompa,무딘
603,stumpf::A,életlen,무딘
604,schwer::A,nehéz,무거운
605,schwer::A,súlyos,무거운
606,schön::A,szép,멋진
607,heiß::A,forró,뜨거운
608,warm::A,meleg,따뜻한
609,kalt::A,hideg,찬
610,kühl::A,hűs,서늘한
611,kühl::A,hűvös,서늘한
612,frisch::A,üde,신선한
613,frisch::A,friss,신선한
614,feucht::A,nedves,축축한
615,nass::A,vizes,젖은
616,trocken::A,száraz,마른
617,voll::A,telt,완전한
618,leer::A,üres,빈
619,offen::A,nyílt,열린
620,offen::A,nyitott,열린
621,geschlossen::A,zárt,닫힌
622,geschlossen::A,csukott,닫힌
623,sauber::A,tiszta,깨끗한
624,schmutzig::A,piszkos,더러운
625,schmutzig::A,szennyes,더러운
626,roh::A,nyers,날게잇의
627,reif::A,érett,이근
628,lecker::A,finom,맛있는
629,süß::A,édes,단
630,bitter::A,keserű,찌르는듯한
631,sauer::A,savanyú,산성의
632,hell::A,világos,밝은
633,dunkel::A,sötét,어두운
634,schwarz::A,fekete,검은
635,weiß::A,fehér,하얀
636,rot::A,vörös,붉은
637,gelb::A,sárga,황색
638,blau::A,kék,푸른
639,grün::A,zöld,녹색의
640,grau::A,ősz,회색의
641,grau::A,szürke,회색의
642,bunt::A,tarka,알록달록한
643,bunt::A,színes,알록달록한
644,billig::A,olcsó,싼
645,teuer::A,drága,값비산
646,wertvoll::A,értékes,가치가많은
647,blind::A,vak,눈먼
648,taub::A,süket,무감간한
649,kräftig::A,erős,강장한
650,stark::A,erős,강한
651,schwach::A,gyenge,약한
652,schwach::A,erőtlen,약한
653,fett::A,hájas,실찐
654,schlank::A,karcsú,호리호리한
655,hübsch::A,csinos,예쁜
656,böse::A,rossz,나쁜
657,böse::A,gonosz,나쁜
658,dumm::A,buta,어리석은
659,dumm::A,ostoba,어리석은
660,faul::A,lusta,너덜너덜한
661,fleißig::A,szorgalmas,근면한
662,geizig::A,fukar,인색한
663,geizig::A,fösvény,인색한
664,klug::A,okos,
665,klug::A,eszes,
666,geschickt::A,ügyes,교묘한
667,lieb::A,drága,친애하는
668,lieb::A,kedves,친애하는
669,lustig::A,víg,유쾌한
670,lustig::A,vidám,유쾌한
671,sanft::A,enyhe,온화한
672,hungrig::A,éhes,배고픈
673,krank::A,beteg,병든
674,nackt::A,csupasz,벌거벗은
675,nackt::A,meztelen,벌거벗은
676,traurig::A,bús,슬픈
677,traurig::A,szomorú,슬픈
678,lebendig::A,élő,살아있는
679,gut::A,jó,좋은
680,schlecht::A,rossz,나쁜
681,richtig::A,helyes,바른
682,schlimm::A,rossz,못된
683,wahr::A,igaz,참된
684,alt::A,ó,늙은
685,alt::A,régi,늙은
686,neu::A,új,새
687,ehemalig::A,volt,전의
688,ehemalig::A,egykori,전의
689,alt[Lebewesen]::A,öreg,낡은
690,jung::A,fiatal,젊은
691,arm::A,szegény,가난한
692,reich::A,gazdag,풍부한
693,bekannt::A,ismert,저명한
694,bekannt::A,ismeretes,저명한
695,berühmt::A,híres,유명한
696,fremd::A,idegen,타처이
697,verschieden::A,különböző,따른
698,nah::A,közeli,가까운
699,fern::A,távoli,먼
700,linker::A,bal,왼쭉의
701,rechter::A,jobb,오른쪽의
702,anderer::A,más,다른
703,anderer::A,másik,다른
704,erster::A,első,첫째
705,zweiter::A,második,둘째
706,dritter::A,harmadik,셋째
707,letzter::A,utolsó,의후자의
708,allein::ADV,egyedül,훌로
709,auf einmal::ADV,egyszerre,갑자기
710,zusammen::ADV,együtt,모아서
711,zusammen::ADV,összesen,모아서
712,lange::ADV,sokáig,오래
713,lange::ADV,hosszan,오래
714,plötzlich::ADV,hirtelen,둘연한
715,plötzlich::ADV,egyszerre,둘연한
716,sofort::ADV,rögtön,즉시
717,sofort::ADV,tüstént,즉시
718,später::ADV,későn,보다늦은
719,jetzt::ADV,most,목하
720,heute::ADV,ma,오늘
721,morgen::ADV,holnap,내일
722,bald::ADV,majd,곱
723,bald::ADV,nemsokára,곱
724,dann::ADV,akkor,그경우에
725,gestern::ADV,tegnap,어제
726,einst::ADV,hajdan,옛날에
727,damals::ADV,akkor,그때에
728,damals::ADV,akkoriban,그때에
729,danach::ADV,azután,그 뒤에
730,vorher::ADV,előbb,미리
731,zuerst::ADV,először,최초로
732,einmal::ADV,egyszer,한번
733,manchmal::ADV,néha,땓대로
734,manchmal::ADV,olykor,땓대로
735,oft::ADV,sokszor,땓대로
736,immer::ADV,mindig,늘
737,niemals::ADV,sohasem,결코...(하지)않다
738,hier::ADV,itt,여기
739,hierhin::ADV,erre,여기로
740,von hier::ADV,innen,
741,dort::ADV,ott,거기
742,dorthin::ADV,oda,저기예
743,geradeaus::ADV,egyenesen,곧장
744,vorwärts::ADV,előre,앞으로
745,rückwärts::ADV,hátrafelé,뒤로
746,zurück::ADV,hátra,제자리로
747,zurück::ADV,vissza,제자리로
748,unten::ADV,alul,아래에
749,hinab::ADV,le,아래쪽으로
750,hinab::ADV,lefelé,아래쪽으로
751,oben::ADV,fenn,위에
752,oben::ADV,felül,위에
753,hinauf::ADV,fel,위쪽으로
754,hinauf::ADV,felfelé,위쪽으로
755,überall::ADV,mindenütt,도처에
756,nicht::ADV,nem,안
757,ein wenig::ADV,egy kicsit,적음
758,kaum::ADV,alig,가의
759,sehr::ADV,nagyon,자주
760,so::ADV,úgy,그와같이
761,noch::ADV,még,아직
762,nur::ADV,csak,다만
763,nur::ADV,csupán,다만
764,schon::ADV,már,이미
765,wieder::ADV,ismét,다시
766,wieder::ADV,megint,다시
767,vergebens::ADV,hiába,헛되이
768,vor::PRP,előtt,앞에
769,hinter::PRP,mögött,뒤에
770,unter::PRP,alatt,잍에
771,durch::PRP,át,통고하여
772,durch::PRP,keresztül,통고하여
773,neben::PRP,mellett,와나란히
774,zwischen::PRP,között,의사이로
775,wegen::PRP,miatt,때문에
776,wegen::PRP,végett,때문에
777,dies::PRN,ez,이
778,das::PRN,az,저
779,alles::PRN,minden,모든것
780,ich::PRN,én,나
781,du::PRN,te,너
782,er::PRN,ő,그
783,wir::PRN,mi,우리
784,ihr::PRN,ti,너희들
785,sie::PRN,ők,그들
786,was::FPRN,mi,뭣
787,wer::FPRN,ki,누구
788,wo::FADV,hol,어디
789,wohin::FADV,hova,어디로
790,wie::FADV,hogy,어떻게
791,wie::FADV,hogyan,어떻게
792,warum::FADV,miért,왜
793,wieviel::FNUM,hány,얼마만큰
794,wieviel::FNUM,mennyi,얼마만큰
795,eins::NUM,egy,하나
796,zwei::NUM,kettő,둘
797,drei::NUM,három,셋
798,vier::NUM,négy,넷
799,fünf::NUM,öt,다섯
800,sechs::NUM,hat,여섯
801,sieben::NUM,hét,일곱
802,acht::NUM,nyolc,여덟
803,neun::NUM,kilenc,아홉
804,zehn::NUM,tíz,열
805,elf::NUM,tizenegy,열하나
806,zwölf::NUM,tizenkettő,열둘
807,zwanzig::NUM,húsz,스물
808,dreißig::NUM,harminc,서름
809,vierzig::NUM,negyven,마흔
810,fünfzig::NUM,ötven,숸
811,sechzig::NUM,hatvan,에순
812,siebzig::NUM,hetven,일흔
813,achtzig::NUM,nyolcvan,여든
814,neunzig::NUM,kilencven,아흔
815,hundert::NUM,száz,백
816,tausend::NUM,ezer,천
817,und::CNJ,és,와
818,und::CNJ,meg,와
819,oder::CNJ,vagy,아니면
820,stehen::V,áll,서다
821,sitzen::V,ül,앉다
822,liegen::V,fekszik,눕다
823,hängen::V,függ,달다
824,werden::V,lesz,되다
825,passieren::V,történik,지장옶다
826,beginnen::V,kezdődik,시작되다
827,enden::V,végződik,큳내다
828,enden::V,befejeződik,큳내다
829,wechseln::V,változik,병경하다
830,aufgehen[Sonne]::V,kel,뜨다
831,untergehen[Sonne]::V,lemegy,지다
832,scheinen[Sonne]::V,süt,빛나다
833,donnern::V,dörög,천둥치다
834,wehen::V,fúj,풀다
835,strömen::V,áramlik,흐르다
836,fließen::V,folyik,흐르다
837,sich drehen::V,forog,돌다
838,schwanken::V,inog,동요하다
839,schwanken::V,ingadozik,동요하다
840,schwingen::V,leng,흔들다
841,fallen::V,esik,떨어지다
842,brennen::V,ég,타다
843,rauchen::V,füstöl,김이나다
844,regnen::V,esik,비가오다
845,gefrieren::V,megfagy,얼다
846,tauen::V,olvad,녹다
847,schmelzen::V,olvad,녹다
848,schmelzen::V,elolvad,녹다
849,trocknen::V,szárad,홈치다
850,sieden::V,forr,끓다
851,faulen::V,rothad,부패하다
852,verfaulen::V,elrothad,썩다
