,Concept_ID,te,be
165,Kranich::N,కొంగ,жораў
166,Kranich::N,కొంగ,журавель
167,Krähe::N,కాకి,варона
168,Kuckuck::N,కోయల,зязюля
169,Schwan::N,హంస,лебедзь
170,Fisch::N,చేప,рыба
171,Barsch::N,ఒకచేఁప,акунь
172,Hecht::N,గండుమీను,шчупак
173,Schlange[Tier]::N,పాము,змяя
174,Wurm::N,పురుగు,чарвяк
175,Spinne::N,సాలె పురుగు,павук
176,Ameise::N,చీమ,мурашка
177,Laus::N,పేను,вош
178,Mücke::N,చీకటీగ,камар
179,Fliege::N,ఈగ,муха
180,Schmetterling::N,సీతాకోకచిలుక,матыль
181,Beere::N,కాయ,ягада
182,Apfel::N,ఆపిల్ పండు,яблык
183,Pilz::N,కుక్కగొడుగు,грыб
184,Zwiebel::N,నీరుల్లి,цыбуля
185,Saat::N,విత్తనము,семя
186,Korn::N,గింజ,зерне
187,Heu::N,ఎండుగడ్డి,сена
188,Schale::N,పొట్టు,шалупінне
189,Grube::N,గొయ్యి,яма
190,Falle::N,బోను,пастка
191,Schlinge::N,ఉరి,сіло
192,Spur::N,జాడ,след
193,Asche::N,బూడిద,попел
194,Dreck::N,ముఱికి,бруд
195,Eisen::N,ఇనుము,жалеза
196,Gold::N,బంగారము,золата
197,Silber::N,వెండి,сребра
198,Kohle::N,నేలబొగ్గు,вугаль
199,Glas::N,గాజు,шкло
200,Lehm::N,బంకమన్ను,гліна
201,Sand::N,ఇసుక,пясок
202,Mensch::N,నరుడు,чалавек
203,Mann::N,పురుమడు,мужчына
204,Frau::N,ఆడుది,жанчына
205,Kind::N,బిడ్డ,дзіця
206,Junge::N,బాలుడు,хлопчык
207,Mädchen::N,బాలిక,дзяўчынка
208,Familie::N,కుటుంబము,сямʼя
209,Großvater::N,తాత,дзядуля
210,Großmutter::N,అయ్యమ్మ,бабуля
211,Eltern::N,తల్లితండ్రులు,бацькі
212,Vater::N,తండ్రి,бацька
213,Mutter::N,తల్లి,маці
214,Sohn::N,కొడుకు,сын
215,Tochter::N,కూతురు,дачка
216,Bruder::N,పోదరుడు,брат
217,Schwester::N,సోదరి,сястра
218,Onkel::N,మేనమామ,дзядзька
219,Tante::N,మేనత్త,цётка
220,Tante::N,పినతల్లి,цётка
221,Ehemann::N,భర్త,муж
222,Ehefrau::N,భార్య,жонка
223,Freude::N,సంతోషము,радасць
224,Gelächter::N,నవ్వు,смех
225,Glück::N,సంతోషము,шчасце
226,Kummer::N,దుఃఖము,гора
227,Wunsch::N,కోరిక,жаданне
228,Lust::N,కోరిక,цяга
229,Geist::N,ఆత్మ,дух
230,Gedanke::N,ఆలోచన,думка
231,Gedächtnis::N,జ్ఞాపకము,памяць
232,Verstand::N,మనస్సు,розум
233,Sinn::N,అర్థము,сэнс
234,Grund::N,కారణము,зачэпка
235,Wahrheit::N,సత్యము,праўда
236,Gespräch::N,పంభాషణ,размова
237,Märchen::N,అద్భుతకథ,казка
238,Erzählung::N,కథ,расказ
239,Erzählung::N,కథ,апавяданне
240,Nachricht::N,వార్త,вестка
241,Nachricht::N,వార్త,паведамленне
242,Neuigkeit::N,వార్త,навіна
243,Name::N,పేరు,імя
244,Rätsel::N,చిక్కు,загадка
245,Rede::N,ఉపన్యాసము,прамова
246,Sprache::N,భాష,мова
247,Stimme::N,కంరథ్సని,голас
248,Wort::N,మాట,слова
249,Zeichen::N,గుర్తు,знак
250,Ruf::N,పిలువు,кліч
251,Lärm::N,సందడి,шум
252,Laut::N,ధ్వని,гук
253,Ton::N,స్వరము,гучанне
254,Lied::N,పాట,песня
255,Ruhe::N,గాలిలేమి,спакой
256,Leute::N,జనులు,людзі
257,Volk::N,జాతి,народ
258,Arbeit::N,పని,праца
259,Arbeit::N,పని,работа
260,Gast::N,అతిధి,госць
261,Geschenk::N,దానము,падарунак
262,Spiel::N,ఆట,гульня
263,Gesellschaft::N,జట్టు,таварыства
264,Hilfe::N,సాహాయ్యము,дапамога
265,Freund::N,స్నేహితుడు,друг
266,Freund::N,స్నేహితుడు,сябар
267,Kamerad::N,చెలికాడు,прыяцель
268,Angelegenheit::N,విషయము,справа
269,Anzahl::N,లెక్క,колькасць
270,Art::N,జాతి,від
271,Stück::N,తునుక,кусок
272,Stück::N,తునుక,кавалак
273,Teil::N,భాగము,частка
274,Hälfte::N,సగము,палова
275,Hälfte::N,సగము,палавіна
276,Kreis::N,వృత్తము,круг
277,Kreuz::N,సిలువ,крыж
278,Linie::N,గీత,лінія
279,Strich::N,గీత,рыса
280,Abstand::N,సందు,прамежак
281,Entfernung::N,దూరము,адлегласць
282,Gegend::N,విస్తీర్ణము,мясцовасць
283,Platz::N,ఎడము,месца
284,Ort::N,స్థలము,месца
285,Seite::N,ప్రక్క,бок
286,Mitte::N,నడిమి,сярэдзіна
287,Gegenstand::N,పద్దు,прадмет
288,Sache::N,వస్తువు,рэч
289,Rand::N,అంచు,край
290,Kante::N,అంచు,руб
291,Kante::N,అంచు,кант
292,Ecke::N,మూల,вугал
293,Spitze::N,మొన,кончык
294,Ende::N,కొన,канец
295,Loch::N,రంధ్రము,дзірка
296,Winkel::N,కోణము,вугал
297,Muster::N,మాదిరి,узор
298,Größe::N,పరిమాణము,памер
299,Länge::N,పొడుగు,даўжыня
300,Höhe::N,పొడుగు,вышыня
301,Gewicht::N,భారము,вага
302,Menge::N,మొత్తము,колькасць
303,Haufen::N,రాశి,куча
304,Reihe::N,వరుస,рад
305,Boot::N,పడవ,лодка
306,Ruder::N,అడక,вясло
307,Schlitten::N,సరవండ్లు,сані
308,Ski::N,స్కీ,лыжа
309,Lagerfeuer::N,నెగడు,вогнішча
310,Last::N,బరువు,цяжар
311,Gang::N,నడక,ход
312,Schritt::N,అడుగు,шаг
313,Schritt::N,అడుగు,крок
314,Norden::N,ఉత్తరదిక్కు,поўнач
315,Süden::N,దక్షిణము,поўдзень
316,Westen::N,పడమర,захад
317,Osten::N,తూర్పు,усход
318,Holz::N,కొయ్య,дрэва
319,Holz::N,కొయ్య,драўніна
320,Brett::N,పలక,дошка
321,Platte::N,పలక,пліта
322,Stütze::N,వాల్సేడ్లు,падпорка
323,Stange::N,స్తంభము,жэрдка
324,Stock::N,కఱ్ఱ,палка
325,Stab::N,కఱ్ఱ,шост
326,Rohr::N,గొట్టము,труба
327,Haus::N,ఇల్లు,дом
328,Heim::N,స్వగృహము,дом
329,Heim::N,స్వగృహము,хата
330,Ofen::N,పొయ్యి,печ
331,Fußboden::N,నేల,падлога
332,Tisch::N,మేజా,стол
333,Stuhl::N,కుర్చీ,стул
334,Stuhl::N,కుర్చీ,крэсла
335,Wiege::N,ఉయ్యాల,калыска
336,Bett::N,పడక,ложак
337,Bett::N,పడక,пасцель
338,Bett::N,మంచం,ложак
339,Bett::N,మంచం,пасцель
340,Regal::N,అటక,паліца
341,Kiste::N,వెట్టె,скрынка
342,Fenster::N,కిటికి,акно
343,Tür::N,ద్వారము,дзверы
344,Tor::N,ద్వారము,вароты
345,Zaun::N,కంచె,агароджа
346,Dach::N,ఇంటివైకప్పు,дах
347,Leiter::N,నిచ్చెన,лесвіца
348,Besen::N,చీపురుకట్ట,мятла
349,Spaten::N,పాఱ,лапата
350,Spaten::N,పాఱ,жалязняк
351,Schaufel::N,పాఱ,шуфлік
352,Schaufel::N,పాఱ,лапатка
353,Gabel::N,ముండ్లగరిటె,відэлец
354,Löffel::N,గరిటె,лыжка
355,Messer::N,కత్తి,нож
356,Nagel::N,మేకు,цвік
357,Netz::N,వల,сетка
358,Haken::N,కొక్కెము,крук
359,Griff::N,పిడి,ручка
360,Schloss::N,తాళము,замок
361,Bild::N,చిత్రము,карціна
362,Figur::N,రూపము,фігура
363,Puppe::N,బొమ్మ,лялька
364,Beutel::N,సంచి,мяшок
365,Bündel::N,మూట,вязка
366,Tasche::N,సంచి,торба
367,Eimer::N,చేద,вядро
368,Deckel::N,మూత,накрыўка
369,Geschirr::N,వంటకాలు,пасуда
370,Sack::N,గోనెసంచి,мех
371,Tasse::N,గిన్నె,кубак
372,Topf::N,కుండ,каструля
373,Kessel::N,నీరుకాచుపాత్ర,кацёл
374,Essen::N,ఆహారము,ежа
375,Nahrung::N,ఆహారము,харч
376,Speise::N,ఆహారము,страва
377,Fleisch::N,మాంసము,мяса
378,Getreide::N,ధాన్యము,збожжа
379,Brei::N,గుజ్జు,каша
380,Brot::N,రొట్టె,хлеб
381,Scheibe::N,బద్ద,луста
382,Scheibe::N,బద్ద,скібка
383,Fett::N,క్రొవ్వు,тлушч
384,Butter::N,వెన్న,масла
385,Öl::N,నూనె,алей
386,Salz::N,ఉప్పు,соль
387,Suppe::N,చారు,суп
388,Honig::N,తెనె,мёд
389,Milch::N,పాలు,малако
390,Tee::N,తేనీరు,чай
391,Tee::N,తేనీరు,гарбата
392,Leder::N,బాగుచేసివతోలు,скура
393,Wolle::N,ఉన్ని,воўна
394,Stoff::N,బట్ట,тканіна
395,Nadel::N,సూది,іголка
396,Faden::N,దారము,нітка
397,Knopf::N,బొత్తాము,гузік
398,Knoten::N,ముడి,вузел
399,Farbe::N,రంగు,фарба
400,Kleidung::N,బట్టలు,адзенне
401,Hemd::N,చొక్కాయ,кашуля
402,Kragen::N,మాల,каўнер
403,Ärmel::N,చొక్కాయచెయ్యి,рукаў
404,Hose::N,ఇజారు,штаны
405,Gürtel::N,పటకా,пояс
406,Mütze::N,టోపి,шапка
407,Schuh::N,పాదరక్ష,чаравік
408,Stiefel::N,బూటు,бот
409,Ring::N,ఉంగరము,кольца
410,Band::N,నాడా,стужка
411,Kamm::N,దువ్వెన,расчоска
412,Spiegel::N,అద్దము,люстра
413,Riemen::N,వాడా,рэмень
414,Schnur::N,దారము,вяроўка
415,Leine::N,వారు,павадок
416,Decke::N,కంబళి,коўдра
417,Kissen::N,తలగడ,падушка
418,Tuch::N,బట్ట,хустка
419,Handtuch::N,తువాలు,ручнік
420,Kraft::N,బలము,сіла
421,Stärke::N,శక్తి,моц
422,Gesundheit::N,ఆరోగ్యము,здароўе
423,Krankheit::N,రోగము,хвароба
424,Schmerz::N,నొప్పి,боль
425,Wunde::N,గాయము,рана
426,Fieber::N,జ్వరము,гарачка
427,Fieber::N,జ్వరము,ліхаманка
428,Arznei::N,మందు,лекі
429,Brücke::N,వంతెన,мост
430,Brunnen::N,బావి,калодзеж
431,Brunnen::N,కూపము,калодзеж
432,Brunnen::N,నుయ్యి,калодзеж
433,Weide::N,పచ్చికబయలు,паша
434,Pfad::N,కాలిత్రోవ,сцежка
435,Weg::N,మార్గము,шлях
436,Weg::N,మార్గము,дарога
437,Straße::N,బాట,вуліца
438,Dorf::N,గ్రామము,вёска
439,Stadt::N,పట్టణము,горад
440,Brief::N,జాబు,ліст
441,Brief::N,జాబు,пісьмо
442,Buch::N,పుస్తకము,кніга
443,Buchstabe::N,అక్షరము,літара
444,Zeitung::N,వార్తాపత్రిక,газета
445,Leben::N,ప్రాణము,жыццё
446,Tod::N,మరణము,смерць
447,Grab::N,సమాధి,магіла
448,Kirche::N,క్రెస్తవులగుడి,касцёл
449,Kirche::N,క్రెస్తవులగుడి,царква
450,Sünde::N,పాపము,грэх
451,Gott::N,దేవుడు,бог
452,Arbeiter::N,పనిపాటుచేశేవాడు,рабочы
453,Chef::N,యజమానుడు,начальнік
454,Meister::N,కళాకారుడు,майстар
455,Arzt::N,వైద్యుడు,урач
456,Lehrer::N,ఉపాధ్యాయుడు,настаўнік
457,Geld::N,ద్రవ్యము,грошы
458,Geschäft::N,వ్యాపారము,заняцце
459,Laden::N,అంగడి,крама
460,Laden::N,అంగడి,магазін
461,Preis::N,వెల,цана
462,Ware::N,సరకులు,тавар
463,Nutzen::N,ప్రయోజనము,выгада
464,Reichtum::N,ధనము,багацце
465,Welt::N,ప్రపంచము,свет
466,Land::N,దేశము,краіна
467,Staat::N,రాజ్యము,дзяржава
468,König::N,రాజు,кароль
469,Macht::N,అధికారము,улада
470,Grenze::N,సరిహద్దు,граніца
471,Krieg::N,యుద్ధము,вайна
472,Feind::N,శత్రువు,вораг
473,Gewalt::N,దౌర్జన్యము,насілле
474,Kampf::N,పోట్లాట,барацьба
475,Bogen[Waffe]::N,విల్లు,лук
476,Pfeil::N,బాణము,страла
477,Gewehr::N,తుపాకి,ружжо
478,Fehler::N,తప్ప,памылка
479,Lüge::N,అసత్యము,хлусня
480,Schaden::N,నష్టము,шкода
481,Unglück::N,దురదృష్టము,ліха
482,Unglück::N,దురదృష్టము,бядота
483,Schuld::N,తప్పు,віна
484,Alter::N,వయస్సు,узрост
485,Schluss::N,ముగింపు,канец
486,Zeit::N,కాలము,час
487,Tag::N,దినము,дзень
488,Morgen::N,ఉదయము,ранак
489,Morgen::N,ఉదయము,раніца
490,Mittag::N,మధ్యాహ్నము,паўдня
491,Mittag::N,మధ్యాహ్నము,поўдзень
492,Abend::N,సాయంకాలము,вечар
493,Nacht::N,రత్రి,ноч
494,Woche::N,వారము,тыдзень
495,Monat::N,నెల,месяц
496,Jahr::N,సంవత్సరము,год
497,Frühling::N,వసంతకాలము,вясна
498,Sommer::N,వేసవికాము,лета
499,Herbst::N,ఆకురాలుకాలము,восень
500,Winter::N,శీతకాలము,зіма
501,Januar::N,జనవరి,студзень
502,Februar::N,ఫిబ్రవరి,люты
503,März::N,మార్చి,сакавік
504,April::N,ఏప్రిలు,красавік
505,Mai::N,మే,май
506,Mai::N,మే,травень
507,Juni::N,జూన్,чэрвень
508,Juli::N,జూలై,ліпень
509,August::N,ఆగస్టు,жнівень
510,September::N,సెప్ఠెంబరు,верасень
511,Oktober::N,అక్టోబరు,кастрычнік
512,November::N,నవంబరు,лістапад
513,Dezember::N,డిసెంబర్,снежань
514,Montag::N,సోమవారము,панядзелак
515,Dienstag::N,మంగళవారము,аўторак
516,Mittwoch::N,బుధవారము,серада
517,Donnerstag::N,గురువారము,чацвер
518,Freitag::N,శుక్రవారము,пятніца
519,Samstag::N,శనివారము,субота
520,Sonntag::N,ఆదివారము,нядзеля
521,groß::A,గొప్పైన,вялікі
522,klein::A,చిన్న,маленькі
523,lang::A,పొడుగాటి,доўгі
524,kurz::A,పొట్టి,кароткі
525,breit::A,వెడల్పైన,шырокі
526,schmal::A,ఇఱుకైన,вузкі
527,dicht::A,దట్టమైన,густы
528,dick[Gegenstand]::A,దట్టమైన,тоўсты
529,dünn::A,పలుచని,тонкі
530,fein::A,నాజాకైన,тонкі
531,fest::A,దృడమైవ,моцны
532,flach::A,చదువైన,плоскі
533,glatt::A,నున్నని,гладкі
534,hart::A,కఠినమైన,цвёрды
535,weich::A,మృదువైన,мяккі
536,rund::A,గుండ్రని,круглы
537,spitz::A,మొనగల,спічасты
538,spitz::A,మొనగల,востраканцовы
539,scharf::A,పదనైన,востры
540,stumpf::A,వాడిలేని,тупы
541,schwer::A,బరువ్తెన,цяжкі
542,schön::A,సుందరమైన,прыгожы
543,heiß::A,వేడియైన,гарачы
544,warm::A,వెచ్చని,цёплы
545,kalt::A,చల్లని,холадны
546,kühl::A,చల్లని,халаднаваты
547,frisch::A,తాజాయైన,свежы
548,feucht::A,చెమ్మగానున్న,вільготны
549,nass::A,తడిగామన్న,мокры
550,trocken::A,ఎండిన,сухі
551,voll::A,నిండు,поўны
552,leer::A,శూన్యమైన,пусты
553,offen::A,తెఱచియున్న,адкрыты
554,offen::A,తెఱచియున్న,адчынены
555,geschlossen::A,మూసిన,закрыты
556,geschlossen::A,మూసిన,зачынены
557,sauber::A,పరిశుద్ధమైన,чысты
558,schmutzig::A,ముఱికియైన,брудны
559,roh::A,పచ్చి,сыры
560,reif::A,పండివ,спелы
561,lecker::A,రుచి గల,смачны
562,süß::A,తియ్యని,салодкі
563,bitter::A,చేదైన,горкі
564,sauer::A,పుల్లని,кіслы
565,hell::A,కాంతిగల,светлы
566,dunkel::A,చీకటియైన,цёмны
567,schwarz::A,నల్లని,чорны
568,weiß::A,తెలుపు,белы
569,rot::A,ఎఱ్ఱని,чырвоны
570,gelb::A,పసుపు పచ్చ,жоўты
571,blau::A,నీలవర్ణము,сіні
572,grün::A,ఆకుపచ్చని,зялёны
573,grau::A,నెరిసిన,шэры
574,bunt::A,రంగేలీ,пяресты
575,billig::A,చౌకయైన,танны
576,teuer::A,వెలపొడుగైన,дарагі
577,wertvoll::A,విలుప్తెన,цэнны
578,wertvoll::A,విలుప్తెన,каштоўны
579,blind::A,గ్రుడ్డి,сляпы
580,taub::A,చెవిటి,глухі
581,kräftig::A,శక్తి గల,магутны
582,stark::A,బలమైన,сільны
583,schwach::A,బలహీనమైన,слабы
584,fett::A,క్రొవ్విన,тлусты
585,schlank::A,సన్నని,стройны
586,hübsch::A,సాగప్తెన,чароўны
587,böse::A,చెడ్డ,злы
588,dumm::A,తెలివిలేని,дурны
589,faul::A,సోమరియైన,лянівы
590,fleißig::A,శ్రద్దగల,руплівы
591,geizig::A,పిసినారియైన,прагны
592,klug::A,తెలివిగల,разумны
593,geschickt::A,నిపుణతగల,умелы
594,lieb::A,ప్రియమైన,мілы
595,lustig::A,ఉల్లాసము గల,вясёлы
596,sanft::A,సాధువైన,ласкавы
597,hungrig::A,ఆకలిగొనిన,галодны
598,krank::A,వ్యాధిగల,хворы
599,nackt::A,దిగంబరమైన,голы
600,traurig::A,విచారముగల,сумны
601,lebendig::A,ప్రాణముతో నున్న,жывы
602,gut::A,మంచి,добры
603,schlecht::A,చెడ్డ,кепскі
604,richtig::A,సరియైన,правільны
605,schlimm::A,అసహ్యమైన,агідны
606,wahr::A,నిజమైన,сапраўдны
607,alt::A,ముసలి,стары
608,neu::A,క్రొత్త,новы
609,ehemalig::A,పూర్వపు,былы
610,alt[Lebewesen]::A,ముసలి,стары
611,jung::A,పసి,малады
612,arm::A,బీద,бедны
613,reich::A,ధనవంతుడైన,багаты
614,bekannt::A,తెలిసిన,знаёмы
615,berühmt::A,ప్రపిద్దికెక్కివ,славуты
616,fremd::A,అన్యమైన,чужы
617,verschieden::A,భేదమైన,розны
618,nah::A,దగ్గఱనున్న,блізкі
619,fern::A,దూరమందున్న,далёкі
620,linker::A,ఎడమప్రక్కగ,левы
621,rechter::A,కుడి,правы
622,anderer::A,వేఱ్తెన,іншы
623,anderer::A,వేఱ్తెన,другі
624,erster::A,మొదటి,першы
625,zweiter::A,రెండన,другі
626,dritter::A,మూడో,трэці
627,letzter::A,కడపటి,апошні
628,allein::ADV,ఒంటిగా,сам
629,allein::ADV,ఒంటిగా,адзін
630,auf einmal::ADV,హరాత్తుగ,адразу
631,zusammen::ADV,కలిసి,разам
632,lange::ADV,బహుకాలము,доўга
633,plötzlich::ADV,హరాత్తుగ,раптам
634,sofort::ADV,తక్షణము,зараз
635,später::ADV,ఇటీవలి,пазней
636,jetzt::ADV,ఇప్పుడు,цяпер
637,heute::ADV,నేడు,сёння
638,morgen::ADV,ఱేపు,заўтра
639,bald::ADV,శీఘ్రముగ,хутка
640,bald::ADV,శీఘ్రముగ,неўзабаве
641,dann::ADV,అప్పుడు,потым
642,gestern::ADV,నిన్నటి దినము,учора
643,einst::ADV,పూర్వమొకప్పుడు,аднойчы
644,damals::ADV,అప్పుడు,тады
645,danach::ADV,అప్పుడు,затым
646,vorher::ADV,ఎదుట,раней
647,zuerst::ADV,మొదటిలో,спярша
648,zuerst::ADV,మొదటిలో,спачатку
649,einmal::ADV,ఒకసారి,адзін раз
650,manchmal::ADV,అప్పటప్పటికి,часам
651,oft::ADV,తఱచుగా,часта
652,immer::ADV,ఎల్లప్పుడు,заўсёды
653,niemals::ADV,ఎప్పుడునులేదు,ніколі
654,hier::ADV,ఇక్కడ,тут
655,hierhin::ADV,ఇక్కడకు,сюды
656,von hier::ADV,ఇక్కడనుండి,адсюль
657,von hier::ADV,ఇక్కడనుండి,адгэтуль
658,dort::ADV,అక్కడ,там
659,dorthin::ADV,అక్కడికి,туды
660,geradeaus::ADV,సూటిగా,прама
661,vorwärts::ADV,ముందుకు,наперад
662,rückwärts::ADV,వెనుకకు,назад
663,zurück::ADV,వెనుకభాగము,назад
664,unten::ADV,క్రింద,унізе
665,hinab::ADV,కిందికి,уніз
666,oben::ADV,మీద,угары
667,oben::ADV,మీద,наверсе
668,hinauf::ADV,పైకి,угару
669,überall::ADV,అంతటా,усюды
670,nicht::ADV,కాదు,не
671,ein wenig::ADV,కొంచెము,трошкі
672,kaum::ADV,చాలిచాలక,ледзьве
673,sehr::ADV,చాల,вельмі
674,so::ADV,ఆలాగున,так
675,noch::ADV,ఇప్పటికిని,яшчэ
676,nur::ADV,మాత్రము,толькі
677,schon::ADV,ఇదివఱకే,ужо
678,wieder::ADV,తిరిగి,зноў
679,vergebens::ADV,నిష్ఫలముగా,дарма
680,vergebens::ADV,నిష్ఫలముగా,дарэмна
681,vor::PRP,ముందు,перад
682,hinter::PRP,వెనుక,за
683,hinter::PRP,వెనుక,ззаду
684,unter::PRP,క్రింద,пад
685,durch::PRP,ద్వారా,праз
686,neben::PRP,దగ్గెర,каля
687,zwischen::PRP,మధ్య,між
688,zwischen::PRP,మధ్య,паміж
689,wegen::PRP,కారణంగా,з-за
690,dies::PRN,ఇది,гэта
691,das::PRN,అది,тое
692,alles::PRN,సకలము,усё
693,ich::PRN,నేను,я
