,Concept_ID,uz,bg
829,wehen::V,elpimoq,духам
830,strömen::V,oqmoq,тека
831,strömen::V,oqmoq,лея се
832,fließen::V,oqmoq,тека
833,sich drehen::V,aylanmoq,въртя се
834,schwanken::V,qoqilmoq,клатя се
835,schwingen::V,lopillamoq,трептя
836,fallen::V,tushmoq,падам
837,brennen::V,yonmoq,горя
838,rauchen::V,tutamoq,димя
839,regnen::V,yomg'ir yog'moq,вали дъжд
840,gefrieren::V,muzlamoq,замръзна
841,tauen::V,ärimoq,топя се
842,schmelzen::V,ärimoq,разтопя се
843,trocknen::V,qurimoq,съхна
844,sieden::V,qaynamoq,вря
845,sieden::V,qaynamoq,кипя
846,faulen::V,chirimoq,гния
847,verfaulen::V,chirimoq,изгния
848,reißen::V,qayt qilmoq,напукам се
849,versinken::V,g'arq bo'lmoq,потъна
850,vergehen::V,o'tmoq,минавам
851,erscheinen::V,zuhur ätmoq,явя се
852,verschwinden::V,yo'qolmoq,изчезна
853,sinken::V,pasaymoq,падна
854,abnehmen::V,kamaymoq,отслабна
855,zunehmen::V,urchimoq,нарасна
856,steigen::V,oshmoq,увелича се
857,steigen::V,oshmoq,покачвам се
858,wachsen::V,o'smoq,раста
859,glänzen::V,porlamoq,лъщя
860,glänzen::V,porlamoq,блестя
861,funkeln::V,yalt ätmoq,искря
862,lärmen::V,taraq ätmoq,шумя
863,läuten::V,jiringlamoq,звъня
864,klingeln::V,jiringlamoq,звъня
865,klirren::V,sharaqlamoq,звънтя
866,klirren::V,sharaqlamoq,дрънкам
867,brausen::V,vag'illamoq,буча
868,rauschen::V,shitirlamoq,шумя
869,klingen::V,yangramoq,звуча
870,bellen::V,hurmoq,лая
871,heulen::V,uvlamoq,вия
872,heulen::V,uvlamoq,рева
873,blasen::V,puflamoq,духна
874,pfeifen::V,xushtak chalmoq ,свиря
875,schreien::V,qiyqirmoq,крещя
876,stöhnen::V,nola qilmoq,стена
877,stöhnen::V,nola qilmoq,пъшкам
878,zittern::V,titramoq,треперя
879,leben::V,yashamoq,живея
880,geboren werden::V,tug'ilmoq,родя се
881,atmen::V,nafas chiqarmoq,дишам
882,trinken::V,ichmoq,пия
883,essen::V,emoq,ям
884,schlucken::V,yutmoq,гълтам
885,müde werden::V,horimoq,уморя се
886,einschlafen::V,uxlab qolmoq,заспя
887,schlafen::V,uxlamoq,спя
888,aufwachen::V,uyg'onmoq,събудя се
889,aufstehen::V,qo'pmoq,стана
890,sich erholen::V,dam olmoq,отдъхвам си
891,krank werden::V,kasallanmoq,заболея
892,krank sein::V,betob yotmoq,боледувам
893,schmerzen::V,og'rimoq,боля
894,husten::V,yo'talmoq,кашлям
895,genesen::V,tuzalmoq,оздравея
896,sterben::V,o'lmoq,умра
897,umkommen::V,halok bo'lmoq,загина
898,sich bewegen::V,harakat qilmoq,движа се
899,sich bewegen::V,harakat qilmoq,мърдам се
900,sich rühren::V,qimirlamoq,движа се
901,sich erheben::V,qo'pmoq,стана
902,sich setzen::V,o'tirmoq,седна
903,hinfallen::V,yiqilmoq,падна
904,laufen::V,yurmoq,ходя
905,schreiten::V,yurmoq,крача
906,spazierengehen::V,sayr ätmoq,разхождам се
907,eilen::V,tezlamoq,бързам
908,sich beeilen::V,shoshmoq,побързам
909,sausen::V,chopqillamoq,тичам
910,rennen::V,yugurmoq,бягам
911,springen::V,sakramoq,скачам
912,klettern::V,yuqorilamoq,катеря се
913,schaukeln::V,irg'amoq,люлея се
914,kriechen::V,ämaklamoq,лазя
915,kriechen::V,ämaklamoq,пълзя
916,schwimmen::V,suzmoq,плувам
917,tauchen::V,chu'mmoq,гмуркам се
918,rudern::V,eshkak eshmoq,греба
919,fahren::V,haydamoq,пътувам
920,fliegen::V,uchmoq,летя
921,fliegen::V,uchmoq,хвърча
922,gehen::V,bormoq,ида
923,gehen::V,bormoq,вървя
924,weggehen::V,ketoq,отида си
925,abfahren::V,jo'namoq,отпътувам
926,anhalten::V,to'xtamoq,спра се
927,hineingehen::V,kirmoq,влизам
928,eintreten::V,kirmoq,вляза
929,kommen::V,kelmoq,ида
930,kommen::V,kelmoq,дойда
931,ankommen::V,etib kelmoq,пристигна
932,zurückkommen::V,qaytib kelmoq,върна се
933,bleiben::V,qolmoq,остана
934,warten::V,poylamoq,чакам
935,erwarten::V,kutmoq,очаквам
936,suchen::V,izlamoq,търся
937,finden::V,topmoq,намеря
938,versuchen::V,chalishmoq,опитам
939,vorbereiten::V,hozirlamoq,подготвя
940,lieben::V,sevmoq,любя
941,mögen::V,ardoqlamoq,обичам
942,lachen::V,kulmoq,смея се
943,rühren::V,ta'sirlantirmoq,трогна
944,weinen::V,yig'lamoq,плача
945,schimpfen::V,koyinmoq,ругая
946,schimpfen::V,koyinmoq,псувам
947,sich ärgern::V,g'azab qilmoq,ядосам се
948,sich fürchten::V,hurkmoq,боя се
949,sich fürchten::V,hurkmoq,страхувам се
950,fürchten::V,qo'rqmoq,боя се от
951,fürchten::V,qo'rqmoq,страхувам се от
952,fliehen::V,qochmoq,бягам
953,flüchten::V,qochmoq,бягам
954,flüchten::V,qochmoq,избягам
955,sehen::V,ko'rmoq,видя
956,anschauen::V,razm solmoq,гледам
957,ansehen::V,razm qilmoq,поглеждам
958,hören::V,äshitmoq,чувам
959,zuhören::V,tinglamoq,слушам
960,probieren::V,tatib ko'rmoq,опитам
961,riechen::V,iskamoq,подуша
962,fühlen::V,sezmoq,усещам
963,fühlen::V,sezmoq,чувствувам
964,scheinen::V,tuyilmoq,изглеждам
965,zu sehen sein::V,ko'rinmoq,виждам се
966,vernehmen::V,äshitmoq,доловя
967,frieren::V,sovuq qotmoq,мръзна
968,tun::V,ätmoq,правя
969,können::V,-a olmoq,мога
970,können::V,-y olmoq,мога
971,wollen::V,istamoq,ща
972,wollen::V,istamoq,искам
973,anfangen::V,boshlamoq,започна
974,beenden::V,bitirmoq,свърша
975,beenden::V,bitirmoq,завърша
976,aufhören::V,tinmoq,престана
977,gelingen::V,muvaffaqiyat qozonmoq,успея
978,gelingen::V,muvaffaqiyat qozonmoq,сполуча
979,geraten::V,bo'lmoq,удам се
980,öffnen::V,ochmoq,отворя
981,schließen::V,yopmoq,затворя
982,stellen::V,qo'ymoq,поставя
983,setzen::V,o'tqazmoq,туря
984,legen::V,yotqizmoq,сложа
985,legen::V,yotqizmoq,слагам
986,berühren::V,tegmoq,докосна
987,verbinden::V,ulamoq,свържа
988,bedecken::V,bekitmoq,покрия
989,aufhängen::V,ildirmoq,закача
990,anzünden::V,yondirmoq,запаля
991,aufheben::V,ko'tarmoq,вдигна
992,aufheben::V,ko'tarmoq,повдигна
993,zurücklassen::V,ayrilmoq,оставя
994,verlieren::V,yo'qotmoq,загубя
995,fallen lassen::V,tushirmoq,изпусна
996,machen::V,qilmoq,направя
997,herstellen::V,chiqarmoq,произведа
998,bauen::V,solmoq,строя
999,reparieren::V,tuzatmoq,поправя
1000,verbessern::V,isloh qilmoq,подобря
1001,ändern::V,o'zgartirmoq,променя
1002,graben::V,qazimoq,копая
1003,beugen::V,bukmoq,прегъна
1004,biegen::V,bukmoq,прегъна
1005,drehen::V,aylantirmoq,въртя
1006,wenden::V,burmoq,обърна
1007,umdrehen::V,ag'darmoq,обърна
1008,heben::V,yuksaltirmoq,вдигам
1009,hochheben::V,ko'tarmoq,издигна
1010,ergreifen::V,tutamlamoq,хвана
1011,ergreifen::V,tutamlamoq,обхвана
1012,halten::V,tutmoq,държа
1013,drücken::V,bosmoq,натискам
1014,drücken::V,bosmoq,притискам
1015,schieben::V,surmoq,тикам
1016,kratzen::V,qashimoq,одраскам
1017,lecken::V,mijimoq,лижа
1018,lecken::V,mijimoq,ближа
1019,beißen::V,tishlamoq,хапя
1020,beißen::V,tishlamoq,ухапя
1021,abreißen::V,emirmoq,откъсна
1022,abschneiden::V,cho'rt kesmoq,отрежа
1023,binden::V,bog'lamoq,вържа
1024,stecken::V,suqmoq,пъхна
1025,brechen::V,sindirmoq,троша
1026,klopfen::V,dukurlamoq,чукам
1027,hauen::V,urmoq,бия
1028,kleben::V,yopishtirmoq,лепя
1029,kleben::V,yopishtirmoq,залепя
1030,reiben::V,surkamoq,трия
1031,reiben::V,surkamoq,търкам
1032,streichen::V,surkamoq,намажа
1033,schleifen::V,qayramoq,остря
1034,schneiden::V,kesmoq,режа
1035,rütteln::V,chayqamoq,разтърсвам
1036,schütteln::V,chayqamoq,клатя
1037,schütteln::V,chayqamoq,друсам
1038,schwenken::V,chayqatmoq,размахам
1039,schütten::V,quymoq,сипя
1040,füllen::V,to'ldirmoq,напълня
1041,einwickeln::V,chulg'amoq,увия
1042,einwickeln::V,chulg'amoq,завия
1043,tragen::V,tashimoq,нося
1044,schleppen::V,sudramoq,влача
1045,ziehen::V,tortmoq,тегля
1046,ziehen::V,tortmoq,дръпна
1047,aufbewahren::V,tutmoq,съхраня
1048,werfen::V,tashlamoq,хвърля
1049,fangen::V,tutmoq,ловя
1050,fangen::V,tutmoq,уловя
1051,packen::V,opqochmoq,хвана
1052,verstecken::V,yashirmoq,крия
1053,verstecken::V,yashirmoq,скрия
1054,teilen::V,bo'lmoq,разделя
1055,schicken::V,yubormoq,изпращам
1056,bringen::V,keltirmoq,донеса
1057,hinzufügen::V,tirkamoq,прибавя
1058,bekommen::V,olmoq,сдобия се
1059,erhalten::V,olmoq,получа
1060,nehmen::V,olmoq,взема
1061,wählen::V,saylamoq,избирам
1062,auswählen::V,saylamoq,избера
1063,bewahren::V,saqlamoq,пазя
1064,behindern::V,xalal bermoq,преча
1065,behindern::V,xalal bermoq,спъвам
1066,verderben::V,xazon qilmoq,разваля
1067,beschädigen::V,buzmoq,повредя
1068,zerbrechen::V,sindirmoq,счупя
1069,zerreißen::V,yirtmoq,скъсам
1070,zerstören::V,vayron qilmoq,разруша
1071,verbrennen::V,kuydirmoq,изгоря
1072,geben::V,bermoq,дам
1073,reichen::V,bermoq,подам
1074,schenken::V,sovg'a qilmoq,подаря
1075,versprechen::V,va'da bermoq,обещая
1076,wünschen::V,orziqmoq,желая
1077,loben::V,maqtamoq,хваля
1078,küssen::V,o'pmoq,целувам
1079,wiegen::V,tebratmoq,люлея
1080,zudecken::V,yopmoq,покрия
1081,wecken::V,uyg'otmoq,събудя
1082,zeigen::V,ko'rsatmoq,покажа
1083,führen::V,boshlik bo'lmoq,водя
1084,führen::V,boshlik bo'lmoq,заведа
1085,lehren::V,o'rgatmoq,уча
1086,unterrichten::V,dars bermoq,преподавам
1087,aufziehen::V,o'stirmoq,отгледам
1088,leiten::V,boshqarmoq,ръководя
1089,leiten::V,boshqarmoq,управлявам
1090,antreiben::V,shoshiltirmoq,подкарвам
1091,lassen::V,ruxsat bermoq,накарам
1092,einladen::V,taklif kilmoq,поканя
1093,vereinigen::V,qo'shmoq,съединя
1094,besuchen::V,mehmonga bormoq,посетя
1095,treffen::V,duchor bo'lmoq,срещна
1096,sich versammeln::V,to'planmoq,събера се
1097,spielen::V,o'ynamoq,играя
1098,singen::V,yalla qilmoq,пея
1099,tanzen::V,raqs qilmoq,танцувам
1100,sich trennen::V,yakkalanmoq,разделя се
1101,verlassen::V,qoldirmoq,напусна
1102,retten::V,qutqazmoq,спася
1103,bewachen::V,qo'rimoq,охранявам
1104,schützen::V,yoniga olmoq,запазя
1105,verteidigen::V,yoqlamoq,защитя
1106,sich schlagen::V,yoqalashmoq,бия се
1107,schießen::V,otmoq,стрелям
1108,siegen::V,engmoq,победя
1109,ärgern::V,jahl chiqarmoq,ядосам
1110,schlagen::V,urmoq,бия
1111,schlagen::V,urmoq,ударя
1112,treten::V,tepmoq,ритам
1113,stechen::V,qadamoq,бодна
1114,stoßen::V,turtmoq,бутна
1115,stoßen::V,turtmoq,блъсна
1116,stehlen::V,o'g'rilamoq,
1117,stören::V,tebratmoq,смутя
1118,belästigen::V,g'ashini keltirmoq,отегча
1119,belästigen::V,g'ashini keltirmoq,безпокоя
1120,verbergen::V,berkitmoq,скрия
1121,täuschen::V,aldamoq,измамя
1122,betrügen::V,tirriq qilmoq,измамя
1123,töten::V,o'ldirmoq,убия
1124,töten::V,o'ldirmoq,умъртвя
1125,wohnen::V,istiqomat qilmoq,живея
1126,arbeiten::V,ishlamoq,работя
1127,sammeln::V,yig'moq,събера
1128,pflücken::V,termoq,бера
1129,pflücken::V,termoq,откъсна
1130,jagen::V,ov qilmoq,ловувам
1131,fischen::V,baliq ovlamoq,ловя риба
1132,fassen::V,ilinmoq,хвана
1133,hüten::V,boqtirmoq,пазя
1134,treiben::V,haydamoq,карам
1135,anbinden::V,bog'lamoq,завържа
1136,füttern::V,edirmoq,храня
1137,melken::V,sog'moq,доя
1138,hacken::V,chopmoq,сека
1139,gießen::V,oqizmoq,полея
1140,reifen::V,qizarmoq,узрея
1141,zubereiten::V,pishirmoq,приготвя
1142,kochen::V,qaynatmoq,варя
1143,backen::V,yopmoq,пека
1144,braten::V,qovurmoq,пържа
1145,umrühren::V,atalamoq,разбъркам
1146,stricken::V,to'qimoq,плета
1147,nähen::V,tikmoq,шия
1148,färben::V,bo'yoqlamoq,боядисам
1149,reinigen::V,tozalamoq,почистя
1150,waschen::V,yuvmoq,мия
1151,waschen::V,yuvmoq,пера
1152,abwischen::V,surkamoq,избърша
1153,spülen::V,chaymoq,плакна
1154,fegen::V,cho'tkalamoq,измета
1155,kehren::V,supurmoq,мета
1156,baden::V,cho'milmoq,къпя се
1157,sich waschen::V,yuvinmoq,мия се
1158,ausziehen::V,echintirmoq,съблека
1159,anziehen::V,kiymoq,облека
1160,sich anziehen::V,kiyinmoq,облека се
1161,kämmen::V,taramoq,реша
1162,kämmen::V,taramoq,вчеша
1163,schmücken::V,yasatmoq,накича
1164,sagen::V,aytmoq,кажа
1165,sprechen::V,so'zlamoq,говоря
1166,reden::V,gapirmoq,говоря
1167,sich unterhalten::V,suhbatlashmoq,разговарям
1168,fragen::V,so'ramoq,запитам
1169,bitten::V,iltimos qilmoq,моля
1170,erzählen::V,aytib bermoq,разкажа
1171,mitteilen::V,bildirmoq,съобщя
1172,nennen::V,atamoq,нарека
1173,rufen::V,chaqirmoq,викам
1174,rufen::V,chaqirmoq,повикам
1175,prahlen::V,gerdaymoq,хваля се
1176,übersetzen::V,tarjima qilmoq,преведа
1177,denken::V,o'ylamoq,мисля
1178,glauben::V,ishonmoq,вярвам
1179,bemerken::V,payqamoq,забележа
1180,erkennen::V,tanimoq,позная
1181,begreifen::V,tushunmoq,схвана
1182,verstehen::V,anglamoq,разбера
1183,lernen::V,o'qimoq,уча се
1184,wissen::V,bilmoq,зная
1185,sich erinnern an::V,äsni tanimoq,спомня си за
1186,vergessen::V,unutmoq,забравя
1187,messen::V,o'lchamoq,меря
1188,zählen::V,raqamlamoq,броя
1189,rechnen::V,cho'tlamoq,сметна
1190,lesen::V,o'qimoq,чета
1191,malen::V,rasm solmoq,рисувам
1192,zeichnen::V,chizmoq,рисувам
1193,schreiben::V,yozmoq,пиша
1194,besitzen::V,ägalamoq,имам
1195,besitzen::V,ägalamoq,притежавам
1196,kaufen::V,olmoq,купя
1197,kaufen::V,olmoq,купувам
1198,verkaufen::V,sotmoq,продам
1199,bezahlen::V,to'lamoq,заплатя
1200,zahlen::V,to'lamoq,платя
1201,beherrschen::V,ägalamoq,владея
1202,ertragen::V,chidamoq,понеса
