,Concept_ID,cy,ko
388,Leiter::N,ysgol,사닥다리
389,Besen::N,ysgub,비
390,Spaten::N,rhaw,가래
391,Schaufel::N,rhaw,삽
392,Gabel::N,fforc,갈래
393,Löffel::N,llwy,숟가락
394,Messer::N,cyllell,나이프
395,Nagel::N,hoel,발툽
396,Netz::N,gwe,그물
397,Netz::N,rhwyd,그물
398,Haken::N,bach,갈고리
399,Griff::N,carn,움켜쥠
400,Schloss::N,clo,자물쇠
401,Bild::N,llun,그림
402,Bild::N,pictiwr,그림
403,Figur::N,ffigur,몸메
404,Puppe::N,dol,인형
405,Beutel::N,cwd,클
406,Bündel::N,bwndel,자근다발
407,Bündel::N,coflaid,자근다발
408,Tasche::N,cod,가방
409,Eimer::N,bwced,동이
410,Eimer::N,cunnog,동이
411,Deckel::N,caead,뚜껑
412,Geschirr::N,llestri,식시
413,Sack::N,sach,조갑
414,Tasse::N,cwpan,차잔
415,Topf::N,pot,단지
416,Topf::N,crochan,단지
417,Kessel::N,tegell,주전자
418,Essen::N,pryd o fwyd,먹기
419,Nahrung::N,bwyd,식료
420,Speise::N,saig,음식물
421,Fleisch::N,cig,고기
422,Getreide::N,ŷd,곡물
423,Getreide::N,llafur,곡물
424,Brei::N,uwd,젤리
425,Brot::N,bara,빵
426,Scheibe::N,tafell,원반
427,Fett::N,saim,기름
428,Fett::N,braster,기름
429,Butter::N,ymenyn,버터
430,Öl::N,olew,올리브유
431,Salz::N,halen,소금
432,Suppe::N,cawl,국
433,Suppe::N,cawl,수프
434,Honig::N,mêl,감미
435,Milch::N,llaeth,유즙
436,Milch::N,llefrith,유즙
437,Tee::N,te,차
438,Leder::N,lledr,가죽
439,Wolle::N,gwlân,양털
440,Stoff::N,lliain,패료
441,Stoff::N,brethyn,패료
442,Nadel::N,nodwydd,바늘
443,Faden::N,edau,콘실
444,Faden::N,edefyn,콘실
445,Knopf::N,botwm,단추
446,Knoten::N,cwlwm,곁절
447,Farbe::N,paent,색
448,Kleidung::N,dillad,옷입기
449,Kleidung::N,gwisgoedd,옷입기
450,Hemd::N,crys,속옷
451,Kragen::N,coler,깃
452,Ärmel::N,llawes,소매
453,Hose::N,trowsus,바지
454,Gürtel::N,gwregys,밴드
455,Mütze::N,cap,모자
456,Schuh::N,esgid,구두
457,Stiefel::N,botasen,장화
458,Ring::N,modrwy,고리
459,Band::N,rhuban,리본
460,Kamm::N,crib,빗
461,Spiegel::N,drych,거울
462,Riemen::N,strap,가죽끈
463,Schnur::N,llinyn,밧줄
464,Leine::N,tennyn,고삐줄
465,Decke::N,blanced,이부자리
466,Decke::N,gwrthban,이부자리
467,Kissen::N,clustog,깔개
468,Kissen::N,gobennydd,깔개
469,Tuch::N,sgarff,천
470,Handtuch::N,tywel,수건
471,Handtuch::N,lliain sychu,수건
472,Kraft::N,grym,세력
473,Stärke::N,nerth,힘
474,Stärke::N,cryfder,힘
475,Gesundheit::N,iechyd,위생
476,Krankheit::N,afiechyd,병
477,Krankheit::N,anhwylder,병
478,Schmerz::N,poen,아픔고통
479,Schmerz::N,gwayw,아픔고통
480,Wunde::N,clwyf,상처
481,Fieber::N,twymyn,열별
482,Arznei::N,meddyginiaeth,약
483,Brücke::N,pont,교량
484,Brunnen::N,ffynnon,원천
485,Weide::N,porfa,목장
486,Pfad::N,llwybr,좁은길
487,Weg::N,ffordd,길
488,Straße::N,heol,길
489,Straße::N,ffordd,길
490,Dorf::N,pentref,촌
491,Dorf::N,pentref,촌락
492,Stadt::N,tref,도시
493,Brief::N,llythyr,서한
494,Buch::N,llyfr,책
495,Buchstabe::N,llythyren,문자
496,Zeitung::N,papur newydd,신문
497,Leben::N,bywyd,삶
498,Tod::N,marwolaeth,죽음
499,Grab::N,bedd,무덤
500,Kirche::N,eglwys,교회
501,Sünde::N,pechod,부정
502,Gott::N,duw,하느님
503,Arbeiter::N,gweithiwr,일하는사람
504,Chef::N,pennaeth,사장
505,Meister::N,meistr,명인
506,Meister::N,meistr,대가
507,Arzt::N,meddyg,의사
508,Lehrer::N,athro,교사
509,Geld::N,pres,돈
510,Geld::N,arian,돈
511,Geschäft::N,busnes,일
512,Laden::N,siop,가게
513,Preis::N,pris,가격
514,Ware::N,nwydd,상품
515,Nutzen::N,elw,이익
516,Nutzen::N,budd,이익
517,Reichtum::N,cyfoeth,많음
518,Welt::N,byd,세상
519,Land::N,gwlad,지방
520,Staat::N,gwladwriaeth,국가
521,König::N,brenin,국왕
522,Macht::N,grym,힘
523,Macht::N,awdurdod,힘
524,Grenze::N,ffin,국경
525,Grenze::N,goror,국경
526,Krieg::N,rhyfel,전쟁
527,Feind::N,gelyn,적
528,Gewalt::N,ffyrnigrwydd,권력
529,Kampf::N,brwydr,전투
530,Bogen[Waffe]::N,bwa,활
531,Pfeil::N,saeth,화살
532,Gewehr::N,dryll,무기
533,Fehler::N,gwall,오류
534,Fehler::N,camgymeriad,오류
535,Lüge::N,celwydd,거짓말
536,Lüge::N,anwiredd,거짓말
537,Schaden::N,niwed,손상
538,Schaden::N,difrod,손상
539,Unglück::N,anffawd,불행
540,Schuld::N,bai,부채
541,Alter::N,oed,연령
542,Schluss::N,diwedd,마감
543,Zeit::N,amser,때
544,Zeit::N,amser,시간
545,Tag::N,dydd,하루
546,Tag::N,diwrnod,하루
547,Morgen::N,bore,이침
548,Mittag::N,nawn,대낮
549,Abend::N,noswaith,저녁
550,Nacht::N,nos,밤
551,Woche::N,wythnos,근무일
552,Monat::N,mis,달
553,Jahr::N,blwyddyn,해
554,Frühling::N,gwanwyn,봄
555,Sommer::N,haf,여름
556,Herbst::N,hydref,가을
557,Winter::N,gaeaf,겨울
558,Januar::N,Ionawr,일월
559,Februar::N,Chwefror,이월
560,März::N,Mawrth,삼월
561,April::N,Ebrill,사월
562,Mai::N,Mai,오월
563,Juni::N,Mehefin,유월
564,Juli::N,Gorffennaf,칠월
565,August::N,Awst,팔월
566,September::N,Medi,구월
567,Oktober::N,Hydref,시월
568,November::N,Tachwedd,십일월
569,Dezember::N,Rhagfyr,십이월
570,Montag::N,dydd Llun,월요일
571,Dienstag::N,dydd Mawrth,화요일
572,Mittwoch::N,dydd Mercher,수요일
573,Donnerstag::N,dydd Iau,모교일
574,Freitag::N,dydd Gwener,그묘일
575,Samstag::N,dydd Sadwrn,토요일
576,Sonntag::N,dydd Sul,일요일
577,groß::A,mawr,큰
578,klein::A,bach,자근
579,lang::A,hir,긴
580,kurz::A,byr,짧은
581,kurz::A,cwta,짧은
582,breit::A,llydan,넓은
583,schmal::A,cul,좁은
584,dicht::A,dwys,농밀한
585,dick[Gegenstand]::A,trwchus,두꺼운
586,dünn::A,tenau,얇은
587,fein::A,main,미세한
588,fest::A,cadarn,굳은
589,flach::A,gwastad,얕은
590,glatt::A,llyfn,반들반들한
591,hart::A,caled,굳은
592,weich::A,meddal,연한
593,rund::A,crwn,둥근
594,spitz::A,pigfain,뾰족한
595,scharf::A,miniog,날카로운
596,stumpf::A,pŵl,무딘
597,schwer::A,trwm,무거운
598,schön::A,teg,멋진
599,schön::A,hardd,멋진
600,schön::A,prydferth,멋진
601,heiß::A,poeth,뜨거운
602,warm::A,twym,따뜻한
603,warm::A,cynnes,따뜻한
604,kalt::A,oer,찬
605,kühl::A,oeraidd,서늘한
606,frisch::A,iach,신선한
607,feucht::A,llaith,축축한
608,nass::A,gwlyb,젖은
609,trocken::A,sych,마른
610,voll::A,llawn,완전한
611,leer::A,gwag,빈
612,offen::A,agored,열린
613,geschlossen::A,caead,닫힌
614,geschlossen::A,caeëdig,닫힌
615,sauber::A,glân,깨끗한
616,schmutzig::A,budr,더러운
617,schmutzig::A,brwnt,더러운
618,roh::A,amrwd,날게잇의
619,reif::A,aeddfed,이근
620,lecker::A,blasus,맛있는
621,lecker::A,danteithiol,맛있는
622,süß::A,melys,단
623,bitter::A,chwerw,찌르는듯한
624,sauer::A,sur,산성의
625,hell::A,disglair,밝은
626,dunkel::A,tywyll,어두운
627,schwarz::A,du,검은
628,weiß::A,gwyn,하얀
629,rot::A,coch,붉은
630,gelb::A,melyn,황색
631,blau::A,glas,푸른
632,grün::A,gwyrdd,녹색의
633,grau::A,llwyd,회색의
634,bunt::A,lliwgar,알록달록한
635,billig::A,rhad,싼
636,teuer::A,drud,값비산
637,wertvoll::A,gwerthfawr,가치가많은
638,blind::A,dall,눈먼
639,taub::A,byddar,무감간한
640,kräftig::A,nerthol,강장한
641,kräftig::A,grymus,강장한
642,stark::A,cryf,강한
643,stark::A,cadarn,강한
644,schwach::A,gwan,약한
645,fett::A,tew,실찐
646,schlank::A,main,호리호리한
647,hübsch::A,tlws,예쁜
648,böse::A,drwg,나쁜
649,dumm::A,twp,어리석은
650,faul::A,diog,너덜너덜한
651,fleißig::A,dyfal,근면한
652,geizig::A,crintach,인색한
653,geizig::A,cybyddlyd,인색한
654,klug::A,deallus,
655,geschickt::A,medrus,교묘한
656,geschickt::A,deheuig,교묘한
657,lieb::A,hoff,친애하는
658,lieb::A,annwyl,친애하는
659,lustig::A,llon,유쾌한
660,sanft::A,mwyn,온화한
661,hungrig::A,newynog,배고픈
662,krank::A,sâl,병든
663,krank::A,gwael,병든
664,nackt::A,noeth,벌거벗은
665,traurig::A,trist,슬픈
666,lebendig::A,yn fyw,살아있는
667,gut::A,da,좋은
668,schlecht::A,drwg,나쁜
669,schlecht::A,gwael,나쁜
670,richtig::A,cywir,바른
671,schlimm::A,enbyd,못된
672,wahr::A,gwir,참된
673,alt::A,hen,늙은
674,neu::A,newydd,새
675,ehemalig::A,blaenorol,전의
676,alt[Lebewesen]::A,oedrannus,낡은
677,jung::A,ifanc,젊은
678,arm::A,tlawd,가난한
679,reich::A,cyfoethog,풍부한
680,bekannt::A,cynefin,저명한
681,bekannt::A,cyfarwydd,저명한
682,berühmt::A,enwog,유명한
683,fremd::A,estron,타처이
684,verschieden::A,gwahanol,따른
685,nah::A,agos,가까운
686,fern::A,pell,먼
687,linker::A,aswy,왼쭉의
688,linker::A,chwith,왼쭉의
689,rechter::A,de,오른쪽의
690,rechter::A,deau,오른쪽의
691,anderer::A,arall,다른
692,erster::A,cyntaf,첫째
693,zweiter::A,ail,둘째
694,dritter::A,trydydd,셋째
695,letzter::A,olaf,의후자의
696,allein::ADV,unig,훌로
697,allein::ADV,ar ei ben ei hun,훌로
698,auf einmal::ADV,ar yr un pryd,갑자기
699,zusammen::ADV,ynghyd,모아서
700,zusammen::ADV,gyda'i gilydd,모아서
701,lange::ADV,amser hir,오래
702,plötzlich::ADV,yn sydyn,둘연한
703,sofort::ADV,ar unwaith,즉시
704,später::ADV,yn ddiweddarach,보다늦은
705,jetzt::ADV,yn awr,목하
706,heute::ADV,heddiw,오늘
707,morgen::ADV,yfory,내일
708,bald::ADV,yn fuan,곱
709,bald::ADV,gyda hyn,곱
710,dann::ADV,yna,그경우에
711,dann::ADV,y pryd hwnnw,그경우에
712,gestern::ADV,ddoe,어제
713,einst::ADV,gynt,옛날에
714,damals::ADV,ar y pryd,그때에
715,damals::ADV,bryd hynny,그때에
716,danach::ADV,wedyn,그 뒤에
717,vorher::ADV,o'r blaen,미리
718,zuerst::ADV,yn gyntaf,최초로
719,einmal::ADV,unwaith,한번
720,manchmal::ADV,weithiau,땓대로
721,manchmal::ADV,ar brydiau,땓대로
722,oft::ADV,yn aml,땓대로
723,oft::ADV,yn fynych,땓대로
724,immer::ADV,bob amser,늘
725,niemals::ADV,ni ... byth,결코...(하지)않다
726,niemals::ADV,ni ... erioed,결코...(하지)않다
727,hier::ADV,yma,여기
728,hierhin::ADV,hyd yma,여기로
729,von hier::ADV,oddi yma,
730,dort::ADV,acw,거기
731,dorthin::ADV,tuag yno,저기예
732,geradeaus::ADV,syth ymlaen,곧장
733,vorwärts::ADV,ymlaen,앞으로
734,rückwärts::ADV,yn ôl,뒤로
735,zurück::ADV,yn ôl,제자리로
736,unten::ADV,isod,아래에
737,unten::ADV,oddi tanodd,아래에
738,hinab::ADV,i lawr,아래쪽으로
739,hinab::ADV,i waered,아래쪽으로
740,oben::ADV,fry,위에
741,hinauf::ADV,i fyny,위쪽으로
742,hinauf::ADV,i'r lan,위쪽으로
743,überall::ADV,ym mhobman,도처에
744,nicht::ADV,ni,안
745,nicht::ADV,nid,안
746,ein wenig::ADV,tipyn,적음
747,ein wenig::ADV,ychydig,적음
748,kaum::ADV,prin,가의
749,sehr::ADV,iawn,자주
750,so::ADV,fel,그와같이
751,so::ADV,felly,그와같이
752,noch::ADV,eto,아직
753,nur::ADV,yn unig,다만
754,schon::ADV,eisoes,이미
755,schon::ADV,yn barod,이미
756,wieder::ADV,drachefn,다시
757,vergebens::ADV,yn ofer,헛되이
758,vor::PRP,o flaen,앞에
759,hinter::PRP,ar ôl,뒤에
760,unter::PRP,islaw,잍에
761,durch::PRP,trwy,통고하여
762,neben::PRP,ar bwys,와나란히
763,zwischen::PRP,rhwng,의사이로
764,zwischen::PRP,cydrhwng,의사이로
765,wegen::PRP,o achos,때문에
766,wegen::PRP,oherwydd,때문에
767,dies::PRN,hyn,이
768,das::PRN,hynny,저
769,alles::PRN,popeth,모든것
770,ich::PRN,fi,나
771,du::PRN,ti,너
772,er::PRN,fe,그
773,wir::PRN,ni,우리
774,ihr::PRN,chi,너희들
775,sie::PRN,hwy,그들
776,was::FPRN,pa beth,뭣
777,wer::FPRN,pwy,누구
778,wo::FADV,ble,어디
779,wo::FADV,ym mha le,어디
780,wohin::FADV,i ble,어디로
781,wohin::FADV,i ba le,어디로
782,wie::FADV,sut,어떻게
783,warum::FADV,pam,왜
784,wieviel::FNUM,faint,얼마만큰
785,eins::NUM,un,하나
786,zwei::NUM,dau,둘
787,drei::NUM,tri,셋
788,vier::NUM,pedwar,넷
789,fünf::NUM,pump,다섯
790,sechs::NUM,chwech,여섯
791,sieben::NUM,saith,일곱
792,acht::NUM,wyth,여덟
793,neun::NUM,naw,아홉
794,zehn::NUM,deg,열
795,elf::NUM,un ar ddeg,열하나
796,zwölf::NUM,deuddeg,열둘
797,zwölf::NUM,un deg dau,열둘
798,zwanzig::NUM,ugain,스물
799,dreißig::NUM,tri deg,서름
800,dreißig::NUM,deg ar hugain,서름
801,vierzig::NUM,deugain,마흔
802,fünfzig::NUM,hanner cant,숸
803,sechzig::NUM,chwe deg,에순
804,siebzig::NUM,saith deg,일흔
805,siebzig::NUM,deg a thrigain,일흔
806,achtzig::NUM,wyth deg,여든
807,achtzig::NUM,pedar ugain,여든
808,neunzig::NUM,naw deg,아흔
809,neunzig::NUM,deg a phedwar ugain,아흔
810,hundert::NUM,cant,백
811,tausend::NUM,mil,천
812,und::CNJ,a,와
813,oder::CNJ,neu,아니면
814,stehen::V,sefyll,서다
815,sitzen::V,eistedd,앉다
816,liegen::V,gorwedd,눕다
817,hängen::V,hongian,달다
