,Concept_ID,lez,sq
290,Name::N,тӏвар,emër
291,Rätsel::N,мискӏал,gjëzë
292,Rätsel::N,мискӏал,gjëegjëzë
293,Rede::N,рахун,fjalim
294,Sprache::N,чӏал,gjuhë
295,Stimme::N,ван,zë
296,Wort::N,гаф,fjalë
297,Zeichen::N,ишара,shenjë
298,Ruf::N,эвер,thirrmë
299,Lärm::N,ван-сес,zhurmë
300,Laut::N,ван,tingull
301,Laut::N,сес,tingull
302,Ton::N,ван-сес,ton
303,Lied::N,мани,këngë
304,Ruhe::N,ласвал,qetësi
305,Ruhe::N,фаракъат,qetësi
306,Ruhe::N,асайиш,qetësi
307,Leute::N,инсанар,botë
308,Leute::N,инсанар,njerëz
309,Volk::N,халкь,popull
310,Arbeit::N,кӏвалах,punë
311,Gast::N,мугьман,mik
312,Gast::N,мугьман,mysafir
313,Geschenk::N,савкьат,dhuratë
314,Geschenk::N,савкьат,peshqesh
315,Spiel::N,къугъун,lojë
316,Gesellschaft::N,жемят,shoqëri
317,Gesellschaft::N,общество,shoqëri
318,Hilfe::N,куьмек,ndihmë
319,Freund::N,дуст,mik
320,Kamerad::N,яр-дуст,shok
321,Angelegenheit::N,кар,punë
322,Anzahl::N,сан,sasi
323,Anzahl::N,кьадар,sasi
324,Art::N,жуьре,lloj
325,Stück::N,кӏус,copë
326,Teil::N,пай,pjesë
327,Hälfte::N,зур,gjysmë
328,Hälfte::N,зур пай,gjysmë
329,Kreis::N,круг,qark
330,Kreis::N,круг,rreth
331,Kreis::N,чкаяр,qark
332,Kreis::N,чкаяр,rreth
333,Kreis::N,элкъвей цӏар,qark
334,Kreis::N,элкъвей цӏар,rreth
335,Kreuz::N,хаш,kryq
336,Linie::N,цӏар,vijë
337,Strich::N,цӏар,vizë
338,Abstand::N,ара,distancë
339,Entfernung::N,мензил,largim
340,Gegend::N,чка,vise
341,Gegend::N,чка,krahinë
342,Platz::N,ара,shesh
343,Ort::N,чка,vend
344,Seite::N,пад,anë
345,Mitte::N,юкь,mes
346,Gegenstand::N,затӏ,send
347,Sache::N,шей,gjë
348,Sache::N,шей,send
349,Sache::N,затӏ,gjë
350,Sache::N,затӏ,send
351,Rand::N,къерех,qoshe
352,Kante::N,син,teh
353,Ecke::N,пӏипӏ,qoshe
354,Spitze::N,кӏвенкӏв,majë
355,Ende::N,кьил,skaj
356,Ende::N,кьил,bisht
357,Loch::N,тӏеквен,vrimë
358,Winkel::N,пӏипӏ,kënd
359,Muster::N,гишир,mostër
360,Größe::N,кьадар,madhësi
361,Länge::N,яргъивал,gjatësi
362,Höhe::N,кьакьанвал,lartësi
363,Gewicht::N,заланвал,peshë
364,Menge::N,кьадар,sasi
365,Haufen::N,хара,grumbull
366,Reihe::N,жерге,radhë
367,Reihe::N,жерге,rresht
368,Boot::N,луьткве,barkë
369,Boot::N,луьткве,lundër
370,Ruder::N,кьусу,rrem
371,Schlitten::N,гъелерар,sajë
372,Lagerfeuer::N,цӏай,flakadan
373,Lagerfeuer::N,цӏай,zjarr i madh
374,Last::N,заланвал,barrë
375,Gang::N,ериш,ecje
376,Schritt::N,къадам,hap
377,Norden::N,кефер,veri
378,Norden::N,кефер пад,veri
379,Süden::N,кьибле,jug
380,Westen::N,рагъакӏидай пад,perëndim
381,Osten::N,рагъэкъечӏдай пад,lindje
382,Holz::N,кӏарас,dru
383,Brett::N,кьул,dërrasë
384,Brett::N,тахта,dërrasë
385,Stütze::N,даях,shtyllë
386,Stütze::N,даях,mbështetesë
387,Stange::N,юрк,shufër
388,Stock::N,лаш,dajak
389,Stab::N,юрк,shkop
390,Rohr::N,турба,tub
391,Haus::N,ужагъ,shtëpi
392,Heim::N,кӏвал,konak
393,Heim::N,кӏвал,shtëpi
394,Ofen::N,пич,sobë
395,Ofen::N,пич,stufë
396,Fußboden::N,кӏвалин ччил,dysheme
397,Tisch::N,стол,tryezë
398,Stuhl::N,стул,karrige
399,Wiege::N,кьеб,djep
400,Bett::N,тахт,shtrat
401,Regal::N,кьацӏ,raft
402,Kiste::N,ящик,kuti
403,Fenster::N,дакӏар,dritare
404,Tür::N,рак,derë
405,Tor::N,варар,portë
406,Zaun::N,пару,gardh
407,Dach::N,къав,çati
408,Leiter::N,гурар,shkallë
409,Besen::N,таран кул,fshesë
410,Spaten::N,ппер,lopatë
411,Schaufel::N,хекендаз,qyrek
412,Gabel::N,шиш,pirun
413,Löffel::N,тӏур,lugë
414,Messer::N,чукӏул,thikë
415,Nagel::N,мих,gozhdë
416,Netz::N,чил,rrjetë
417,Haken::N,къармах,grep
418,Haken::N,къармах,grremç
419,Griff::N,ттум,dorak
420,Griff::N,ттум,dorezë
421,Schloss::N,куьлег,bravë
422,Bild::N,шикил,tablo
423,Bild::N,шикил,pikturë
424,Bild::N,суьрет,tablo
425,Bild::N,суьрет,pikturë
426,Figur::N,фигура,figurë
427,Puppe::N,нини,kukull
428,Beutel::N,тагъар,qese
429,Beutel::N,тагъар,trastë
430,Bündel::N,галгам,deng
431,Tasche::N,чанта,çantë
432,Eimer::N,ведре,kovë
433,Deckel::N,кьил,kapak
434,Deckel::N,кьил,mbulesë
435,Deckel::N,къалпагъ,kapak
436,Deckel::N,къалпагъ,mbulesë
437,Geschirr::N,къаб-къажах,enë
438,Sack::N,чувал,thes
439,Sack::N,чувал,torbë
440,Tasse::N,сукӏра,filxhan
441,Topf::N,къажгъан,kusi
442,Topf::N,къажгъан,tenxhere
443,Kessel::N,къажгъан,kazan
444,Essen::N,тӏуьн,ngrënie
445,Nahrung::N,тӏуьн,ushqim
446,Speise::N,хуьрек,gatesë
447,Fleisch::N,як,mish
448,Getreide::N,техил,drithë
449,Brei::N,хапӏа,qull
450,Brei::N,хешил,qull
451,Brot::N,фу,bukë
452,Scheibe::N,чӏук,fetë
453,Fett::N,ягълу,lyrë
454,Fett::N,ягълу,yndyrë
455,Butter::N,гъери,gjalpë
456,Öl::N,ягълу,vaj
457,Salz::N,кьел,kripë
458,Suppe::N,суп,supë
459,Suppe::N,суп,çorbë
460,Suppe::N,шурпа,supë
461,Suppe::N,шурпа,çorbë
462,Honig::N,вирт,mjaltë
463,Milch::N,нек,qumësht
464,Tee::N,чай,çaj
465,Leder::N,тумаж,lëkurë
466,Wolle::N,йис,lesh
467,Stoff::N,парча,pëlhurë
468,Nadel::N,раб,gjilpërë
469,Faden::N,гъал,pe
470,Faden::N,гъал,fije
471,Knopf::N,дуьгме,kopsë
472,Knoten::N,тӏвал,komb
473,Farbe::N,ранг,bojë
474,Kleidung::N,партал,veshje
475,Hemd::N,перем,këmishë
476,Kragen::N,хев,jakë
477,Ärmel::N,хел,mëngë
478,Hose::N,шалвар,brekë
479,Gürtel::N,чӏул,rrip
480,Mütze::N,бармак,kësulë
481,Mütze::N,бапӏах,kësulë
482,Schuh::N,ботинка,këpucë
483,Stiefel::N,чекме,çizme
484,Ring::N,тупӏал,unazë
485,Band::N,тасма,shirit
486,Kamm::N,регъ,krehër
487,Spiegel::N,гуьзгуь,pasqyrë
488,Riemen::N,къайиш,rrip
489,Schnur::N,еб,litar
490,Schnur::N,еб,cikomë
491,Decke::N,яргъан,batanije
492,Kissen::N,хъуьцуьган,jastëk
493,Tuch::N,шал,shami
494,Handtuch::N,дасмал,peshqir
495,Kraft::N,гуж,forcë
496,Stärke::N,къуват,koll
497,Gesundheit::N,сагъвал,shëndet
498,Krankheit::N,тӏал,sëmundje
499,Schmerz::N,тӏал,dhimbje
500,Schmerz::N,тӏарвал,dhimbje
501,Wunde::N,хер,plagë
502,Fieber::N,ифин,ethe
503,Arznei::N,дарман,ilaç
504,Brücke::N,муьгъ,urë
505,Brunnen::N,къуй,pus
506,Weide::N,уьруьш,kullotë
507,Pfad::N,рехъ,ravë
508,Pfad::N,рехъ,shteg
509,Weg::N,рехъ,udhë
510,Weg::N,рехъ,shteg
511,Straße::N,рехъ,rrugë
512,Dorf::N,хуьр,fshat
513,Dorf::N,хуьр,katund
514,Stadt::N,шегьер,qytet
515,Brief::N,кагъаз,letër
516,Buch::N,улуб,libër
517,Buchstabe::N,гьарф,shkronjë
518,Zeitung::N,газета,gazetë
519,Leben::N,уьмуьр,jetë
520,Tod::N,кьиникь,mortje
521,Grab::N,сур,varr
522,Kirche::N,килиса,kishë
523,Sünde::N,гунагь,mëkat
524,Sünde::N,гунагь,gjynah
525,Gott::N,аллагь,hy
526,Gott::N,аллагь,zot
527,Arbeiter::N,фяле,punëtor
528,Chef::N,гьаким,shef
529,Chef::N,гьаким,drejtues
530,Meister::N,устӏар,mjeshtër
531,Arzt::N,доктор,mjek
532,Arzt::N,доктор,doktor
533,Lehrer::N,муаллим,mësues
534,Lehrer::N,муаллим,arsimtar
535,Geld::N,пул,para
536,Geld::N,пул,holla
537,Laden::N,магазин,dyqan
538,Preis::N,къимет,çmim
539,Ware::N,мал,mall
540,Ware::N,товар,mall
541,Nutzen::N,хийир,dobi
542,Nutzen::N,хийир,leverdi
543,Nutzen::N,менфят,dobi
544,Nutzen::N,менфят,leverdi
545,Reichtum::N,девлет,kamje
546,Reichtum::N,девлет,pasuri
547,Welt::N,дуьнья,botë
548,Land::N,уьлкве,vend
549,Staat::N,пачагьлугъ,shtet
550,Staat::N,государство,shtet
551,König::N,пачагь,mbret
552,Macht::N,власть,fuqi
553,Macht::N,власть,pushtet
554,Grenze::N,сергьят,kufi
555,Krieg::N,дяве,luftë
556,Feind::N,душман,armik
557,Gewalt::N,гуж,dhunë
558,Kampf::N,женг,luftim
559,Bogen[Waffe]::N,чӏемерук,hark
560,Pfeil::N,хьел,shigjetë
561,Gewehr::N,тфенг,pushkë
562,Fehler::N,гъалатӏ,gafë
563,Fehler::N,гъалатӏ,gabim
564,Lüge::N,ттаб,gënjeshtër
565,Schaden::N,зиян,dëm
566,Schaden::N,зиян,zarar
567,Schaden::N,зарар,dëm
568,Schaden::N,зарар,zarar
569,Unglück::N,бала,fatkeqësi
570,Unglück::N,бедбахтвал,fatkeqësi
571,Schuld::N,тахсир,faj
572,Alter::N,яш,moshë
573,Schluss::N,эхир,fund
574,Zeit::N,вяде,kohë
575,Tag::N,югъ,ditë
576,Morgen::N,пакама,mëngjes
577,Mittag::N,нисин,mesditë
578,Abend::N,няни,mbrëmje
579,Nacht::N,йиф,natë
580,Woche::N,гьафте,javë
581,Monat::N,варз,muaj
582,Jahr::N,йис,vit
583,Frühling::N,гатфар,pranverë
584,Sommer::N,гад,verë
585,Herbst::N,зул,vjeshtë
586,Winter::N,кьуьд,dimër
587,Januar::N,январь,janar
588,Februar::N,февраль,shkurt
589,März::N,март,mars
590,April::N,апрель,prill
591,Mai::N,май,maj
592,Juni::N,июнь,qershor
593,Juli::N,июль,korrik
594,August::N,август,gusht
595,September::N,сентябрь,shtator
596,Oktober::N,октябрь,tetor
597,November::N,ноябрь,nëntor
598,Dezember::N,декабрь,dhjetor
599,Montag::N,ислен,hënë
600,Dienstag::N,саласа,martë
601,Mittwoch::N,арбе,mërkurë
602,Donnerstag::N,хемис югъ,enjte
603,Freitag::N,жуьмя,premte
604,Freitag::N,жуьмя югъ,premte
605,Samstag::N,киш,shtunë
606,Sonntag::N,гьяд,diel
607,groß::A,еке,madh
608,groß::A,чӏехи,madh
609,klein::A,гъвечӏи,vogël
610,lang::A,яргъи,gjatë
611,kurz::A,куьруь,shkurtër
612,breit::A,гьяркьуь,gjerë
613,schmal::A,гуьтӏуь,ngushtë
614,dicht::A,къалин,dendur
615,dünn::A,кьелечӏ,hollë
616,fein::A,шуькӏуь,imët
617,fest::A,кӏеви,fortë
618,flach::A,кьулу,sheshtë
619,glatt::A,цӏалцӏам,rrafshët
620,hart::A,кӏеви,fortë
621,weich::A,хъуьтуьл,butë
622,rund::A,элкъвей,rrumbullakët
623,spitz::A,хци,majëmprehtë
624,scharf::A,хци,mprehtë
625,stumpf::A,къуьруь,topitur
626,schwer::A,залан,rëndë
627,schön::A,иер,bukur
628,heiß::A,кудай,nxehtë
629,warm::A,чими,ngrohtë
630,kalt::A,мекьи,ftohtë
631,kühl::A,къайи,freskët
632,frisch::A,таза,pastër
633,frisch::A,михьи,pastër
634,feucht::A,ламу,lagësht
635,nass::A,кьежей,lagur
636,trocken::A,кьуру,thatë
637,voll::A,ацӏай,plotë
638,leer::A,буш,bosh
639,leer::A,буш,zbrazët
640,leer::A,ичӏи,bosh
641,leer::A,ичӏи,zbrazët
642,offen::A,ахъа,hapur
643,geschlossen::A,кӏеви,mbyllur
644,sauber::A,михьи,dëlirë
645,schmutzig::A,чиркин,ndyrë
646,schmutzig::A,кьацӏай,ndyrë
647,roh::A,чиг,gjallë
648,roh::A,ицӏи,gjallë
649,reif::A,дигмиш хьайи,arrirë
650,lecker::A,дадлу,shijshëm
651,süß::A,ширин,ëmbël
652,bitter::A,туькьуьл,hidhur
653,sauer::A,цуру,thartë
654,hell::A,экуь,me dritë
655,dunkel::A,мичӏи,errët
656,schwarz::A,чӏулав,i zi
657,weiß::A,лацу,bardhë
658,rot::A,яру,kuq
659,gelb::A,хъипи,verdhë
660,blau::A,вили,blu
661,blau::A,вили,kaltër
662,grün::A,къацу,blertë
663,grün::A,къацу,gjelbër
664,grau::A,рехи,hirtë
665,grau::A,рехи,bojë hiri
666,bunt::A,цӏару,shumëngjyrëshëm
667,bunt::A,яру-цӏару,shumëngjyrëshëm
668,billig::A,ужуз,lirë
669,teuer::A,багьа,shtrenjtë
670,wertvoll::A,масан,çmuar
671,wertvoll::A,масан,vlershëm
672,blind::A,буьркьуь,qorr
673,blind::A,буьркьуь,verbër
674,taub::A,биши,shurdhër
675,kräftig::A,гужлу,fuqishëm
676,stark::A,къуватлу,fortë
677,schwach::A,такьатсуз,dobët
678,fett::A,куьк,dhjamur
679,schlank::A,шумал,hollë
680,hübsch::A,гуьрчег,bukur
681,hübsch::A,гуьрчег,hijshëm
682,böse::A,пис,keq
683,dumm::A,ахмакь,teveqel
684,faul::A,тенпел,dembel
685,fleißig::A,сяй ийидай,zellshëm
686,fleißig::A,сяйи ийидай,zellshëm
687,geizig::A,мискьи,kurnac
688,geizig::A,мискьи,dorështrënguar
689,klug::A,акьуллу,mençur
690,geschickt::A,магьир,aftë
691,lieb::A,играми,dashur
692,lustig::A,шад,gëzuar
693,sanft::A,назик,butë
694,sanft::A,милайим,butë
695,hungrig::A,гишин,uritur
696,krank::A,кефсуз,sëmurë
697,nackt::A,кьецӏил,lakuriq
698,nackt::A,кьецӏил,zhveshur
699,traurig::A,пашман,trishtuar
700,lebendig::A,ччан алай,gjallë
701,gut::A,хъсан,mirë
702,gut::A,вижевай,mirë
703,schlecht::A,пис,keq
704,richtig::A,дуьз,drejtë
705,schlimm::A,нифретлу,keq
706,wahr::A,гьакъикъи,vërtetë
707,alt::A,эски,vjetër
708,alt::A,куьгьне,vjetër
709,neu::A,цӏийи,i ri
710,ehemalig::A,виликан,dikurshëm
711,alt[Lebewesen]::A,кьуьзуь,plak
712,jung::A,жегьил,i ri
713,arm::A,кесиб,varfër
714,arm::A,кесиб,vobektë
715,reich::A,девлетлу,pasur
716,bekannt::A,чидай,njohur
717,berühmt::A,машгьур,famshëm
718,fremd::A,ччара,huaj
719,verschieden::A,жуьреба-жуьре,ndryshëm
720,nah::A,мукьвал,afërt
721,fern::A,яргъал,largët
722,linker::A,чапла,majtë
723,rechter::A,эрчӏи,djathtë
724,anderer::A,маса,tjetër
725,anderer::A,муькуь,tjetër
726,erster::A,сад лагьай,parë
727,zweiter::A,кьвед лагьай,dytë
728,dritter::A,пуд лагьай,i tretë
729,letzter::A,эхиримжи,fundit
730,allein::ADV,кьилди,vetëm
731,zusammen::ADV,санал,bashkë
732,zusammen::ADV,санал,së bashku
733,lange::ADV,яргъалди,për një kohë të gjatë
734,plötzlich::ADV,садлагьана,befas
735,sofort::ADV,гьасятда,menjëherë
736,sofort::ADV,гьасятда,aty për aty
737,später::ADV,гуьгъуьнлай,më vonë
738,jetzt::ADV,гила,tash
739,heute::ADV,къе,sot
740,morgen::ADV,пака,nesër
741,bald::ADV,мукьва,shpejt
742,bald::ADV,мукьва,së shpejti
743,bald::ADV,мукьвара,shpejt
744,bald::ADV,мукьвара,së shpejti
745,dann::ADV,ахпа,pastaj
746,gestern::ADV,накь,dje
747,einst::ADV,садра,dikur
748,damals::ADV,а чӏавуз,atëherë
749,danach::ADV,ахпа,mandej
750,vorher::ADV,вилик,më parë
751,zuerst::ADV,сифте,së pari
752,einmal::ADV,садра,njëherë
753,manchmal::ADV,гагь-гагь,nganjëherë
754,oft::ADV,гзаф вахтара,shpesh
755,immer::ADV,гьамиша,përherë
756,immer::ADV,гьамиша,gjithnjë
757,niemals::ADV,са чӏавузни,kurrë
758,niemals::ADV,са чӏавузни,asnjëherë
759,niemals::ADV,са вахтундани,kurrë
760,niemals::ADV,са вахтундани,asnjëherë
761,hier::ADV,ина,këtu
762,hierhin::ADV,иниз,knej
763,von hier::ADV,инай,që këtej
764,von hier::ADV,инай,prej këtej
765,dort::ADV,ана,aty
766,dort::ADV,ана,atje
767,dorthin::ADV,аниз,anej
768,geradeaus::ADV,дуьз,drejt
769,vorwärts::ADV,вилик,mbroth
770,vorwärts::ADV,вилик,përpara
771,vorwärts::ADV,виликди,mbroth
772,vorwärts::ADV,виликди,përpara
773,rückwärts::ADV,кьулухъ,mbrapsht
774,unten::ADV,агъада,poshtë
775,hinab::ADV,агъуз,përposh
776,oben::ADV,винел,lart
777,oben::ADV,винел,sipër
778,hinauf::ADV,виниз,lart
779,hinauf::ADV,виниз,përpjetë
780,überall::ADV,вирина,kudo
