,Concept_ID,ta,ga
689,lieb::A,அன்புக்குரிய,dílis
690,lustig::A,களிப்புமிக்க,aerach
691,lustig::A,களிப்புமிக்க,meidhreach
692,sanft::A,சாதுவான,bog
693,sanft::A,சாதுவான,séimh
694,hungrig::A,பசியுடன்,ocrach
695,krank::A,நோயுற்று,tinn
696,krank::A,நோயுற்று,breoite
697,nackt::A,ஆடையற்ற,nocht
698,traurig::A,சோகமான,brónach
699,lebendig::A,பிழைப்பு,beo
700,gut::A,நல்ல,maith
701,schlecht::A,கெட்ட,dona
702,schlecht::A,கெட்ட,droch-
703,richtig::A,சரியான,ceart
704,schlimm::A,அருவருப்பான,gránna
705,schlimm::A,அருவருப்பான,tubaisteach
706,wahr::A,உண்மையான,fíor
707,alt::A,பழைய,sean
708,neu::A,புதிய,úr
709,neu::A,புதிய,nua
710,ehemalig::A,முன்நாள்,iar-
711,ehemalig::A,முன்நாள்,sean-
712,alt[Lebewesen]::A,வயதான,sean
713,alt[Lebewesen]::A,வயதான,aosta
714,jung::A,இளமையான,óg
715,arm::A,ஏழ்மையான,bocht
716,reich::A,செல்வம் படைத்த,saibhir
717,reich::A,செல்வம் படைத்த,rachmasach
718,bekannt::A,பழக்கப்பட்ட,atá eolas air
719,berühmt::A,புகழ்பெற்ற,cailiúil
720,berühmt::A,புகழ்பெற்ற,clúiteach
721,fremd::A,அயல் நாட்டு,coimhthíoch
722,verschieden::A,வித்தியாசமான,éagsúil
723,verschieden::A,வித்தியாசமான,difriúil
724,nah::A,பக்கத்தில் உள்ள,gar
725,nah::A,பக்கத்தில் உள்ள,deas
726,fern::A,தொலை தூரத்தில்,i bhfad uainn
727,fern::A,தொலை தூரத்தில்,i bhfad i gcéin
728,linker::A,மீந்திருக்கும்,clé
729,rechter::A,வலதுபக்கம்,deas
730,anderer::A,மற்ற,eile
731,erster::A,முதனமையான,céad
732,zweiter::A,இரண்டாவது,dóú
733,zweiter::A,இரண்டாவது,dara
734,dritter::A,மூன்றாவது,tríú
735,dritter::A,மூன்றாவது,treas
736,letzter::A,கடைசி,déanach
737,letzter::A,கடைசி,deireanach
738,allein::ADV,தனியாக,i d'aonar
739,auf einmal::ADV,தடீரென்று,ag an am céanna
740,zusammen::ADV,சேர்ந்து,le chéile
741,zusammen::ADV,சேர்ந்து,in eineacht
742,lange::ADV,அதிக நோம்,fada
743,plötzlich::ADV,தடீரென்று,go tobann
744,plötzlich::ADV,தடீரென்று,i dtobainne
745,sofort::ADV,உடனடியாக,ar an toirt
746,sofort::ADV,உடனடியாக,ar an bpointe
747,später::ADV,பிறகு,níos déanaí
748,jetzt::ADV,இப்பொழது,anois
749,heute::ADV,இன்று,inniu
750,morgen::ADV,நாளைக்கு,amárach
751,bald::ADV,சீக்கிரம்,go luath
752,bald::ADV,சீக்கிரம்,gan mhoill
753,dann::ADV,அப்பொழுது,ansin
754,gestern::ADV,நேற்று,inné
755,einst::ADV,ஒரே முறை,tráth
756,einst::ADV,ஒரே முறை,uair amháin
757,damals::ADV,அப்பொழுது,ag an am
758,damals::ADV,அப்பொழுது,an t-am sin
759,danach::ADV,பிற்பாடு,ina dhiaidh sin
760,vorher::ADV,முன்பாக,cheana
761,vorher::ADV,முன்பாக,roimhe sin
762,zuerst::ADV,முதலில்,ar dtús
763,einmal::ADV,ஒரே முறை,uair amháin
764,manchmal::ADV,சில நேரங்களில்,uaireanta
765,oft::ADV,அடிக்கடி,minic
766,immer::ADV,எப்பொழுதும்,i gcónaí
767,niemals::ADV,ஒருபோதும் இல்லை,riamh
768,hier::ADV,இங்கே,anseo
769,hierhin::ADV,இவ்விடத்திற்கு,anseo
770,von hier::ADV,இனி,an áit seo
771,dort::ADV,அங்கே,ann
772,dort::ADV,அங்கே,ansin
773,dorthin::ADV,அவ்விடத்திற்கு,ann
774,dorthin::ADV,அவ்விடத்திற்கு,ansin
775,geradeaus::ADV,முன்னாலிருக்கும்,ar aghaidh
776,vorwärts::ADV,முன்புறமாக,
777,rückwärts::ADV,பின்னோக்கி,siar
778,zurück::ADV,பின்பக்கம்,ar ais
779,unten::ADV,கீழாக,thíos
780,hinab::ADV,கீழ் நோக்கி,síos
781,oben::ADV,மேலே,thuas
782,hinauf::ADV,மேலே,suas
783,überall::ADV,எல்லா இடத்திலும்,i ngach áit
784,überall::ADV,எல்லா இடத்திலும்,ar fud na háite
785,nicht::ADV,இல்லை,ní
786,nicht::ADV,இல்லை,cha
787,ein wenig::ADV,கொஞ்சம்,beagán
788,kaum::ADV,அரிதாக,ar éigean
789,sehr::ADV,மிக்க,an-
790,so::ADV,மிகவும்,chomh
791,so::ADV,மிகவும்,mar sin
792,noch::ADV,இப்பொழுதும்,fós
793,noch::ADV,இப்பொழுதும்,go fóill
794,nur::ADV,மட்டும்,amháin
795,nur::ADV,மட்டும்,níl ach
796,schon::ADV,ஏற்கனவே,cheana
797,schon::ADV,ஏற்கனவே,cheana féin
798,wieder::ADV,மறுபடியும்,arís
799,wieder::ADV,மறுபடியும்,athuair
800,vergebens::ADV,வீண்,amú
801,vergebens::ADV,வீண்,in aisce
802,vor::PRP,முன்,ar thosach
803,hinter::PRP,பின்பக்கம்,laistiar de
804,hinter::PRP,பின்பக்கம்,taobh thiar de
805,unter::PRP,கீழே,faoi
806,durch::PRP,ஊடே,trí
807,neben::PRP,அடுத்து,taobh le
808,neben::PRP,அடுத்து,in aice le
809,zwischen::PRP,இடையில்,idir
810,wegen::PRP,ஏனெனில்,de bharr
811,wegen::PRP,ஏனெனில்,mar gheall ar
812,dies::PRN,இது,seo
813,das::PRN,அது,sin
814,alles::PRN,ஒவ்வொன்றும்,gach rud
815,ich::PRN,நான்,mé
816,ich::PRN,நான்,mise
817,du::PRN,நீ,tú
818,du::PRN,நீ,tusa
819,er::PRN,அவன்,sé
820,er::PRN,அவன்,seisean
821,wir::PRN,நாம்,sinn
822,wir::PRN,நாங்கள்,sinn
823,ihr::PRN,நீங்கள்,sibh
824,ihr::PRN,நீங்கள்,sibhse
825,sie::PRN,அவர்கள்,siad
826,sie::PRN,அவர்கள்,siadsan
827,was::FPRN,என்ன,cad
828,was::FPRN,என்ன,céard
829,wer::FPRN,யார்,cé
830,wo::FADV,எங்கே,cá
831,wo::FADV,எங்கே,cén áit
832,wohin::FADV,எதற்கு,cá
833,wohin::FADV,எதற்கு,cén áit
834,wie::FADV,எப்படி,conas
835,wie::FADV,எப்படி,cén chaoi
836,warum::FADV,ஏன்,cén fáth
837,warum::FADV,ஏன்,cad chuige
838,wieviel::FNUM,எவ்வளவு,cá mhéad
839,eins::NUM,ஒன்று,aon
840,zwei::NUM,இரண்டு,dhá
841,drei::NUM,மூன்று,trí
842,vier::NUM,நான்கு,ceathair
843,fünf::NUM,ஐந்து,cúig
844,sechs::NUM,ஆறு,sé
845,sieben::NUM,ஏழு,seacht
846,acht::NUM,எட்டு,ocht
847,neun::NUM,ஒன்பது,naoi
848,zehn::NUM,பத்து,deich
849,elf::NUM,பதினொன்று,aon déag
850,zwölf::NUM,பன்னிரண்டு,dó dhéag
851,zwanzig::NUM,இருபது,fiche
852,dreißig::NUM,முப்பது,tríocha
853,vierzig::NUM,நாற்பது,daichead
854,vierzig::NUM,நாற்பது,ceathracha
855,fünfzig::NUM,ஐமபது,caoga
856,sechzig::NUM,அறுபது,seasca
857,siebzig::NUM,எழுபது,seachtó
858,achtzig::NUM,எண்பது,ochtó
859,neunzig::NUM,தொன்னூறு,nócha
860,hundert::NUM,நூறு,céad
861,tausend::NUM,ஆயிரம்,míle
862,und::CNJ,மற்றும்,agus
863,oder::CNJ,அல்லது,nó
864,stehen::V,நில்,seas
865,sitzen::V,உட்கார்,suigh
866,liegen::V,படு,luigh
867,hängen::V,தொங்கச் செய்,tá crochta
868,werden::V,ஆகு,éirigh
869,passieren::V,நிகழ்,tarlaigh
870,beginnen::V,ஆரம்பி,tosaigh
871,enden::V,முடி,críochnaigh
872,wechseln::V,மாற்று,athraigh
873,aufgehen[Sonne]::V,உயர எழு,éirigh
874,untergehen[Sonne]::V,பொறுத்து,fuin
875,untergehen[Sonne]::V,பொறுத்து,téigh faoi
876,scheinen[Sonne]::V,பிரகாசி,taitin
877,scheinen[Sonne]::V,பிரகாசி,soilsigh
878,donnern::V,இடி,tá toirneach ann
879,wehen::V,வீசு,séid
880,strömen::V,பாயதல்,sil
881,fließen::V,நீரோட்டம் போக்கில் போ,rith
882,fließen::V,நீரோட்டம் போக்கில் போ,snigh
883,sich drehen::V,சுழல்,cas
884,sich drehen::V,சுழல்,imrothlaigh
885,schwanken::V,தள்ளாடு,luasc
886,schwingen::V,ஆடு,luasc
887,fallen::V,விழு,tit
888,brennen::V,எரி,dóigh
889,rauchen::V,பகை பிடி,plúch toite
890,regnen::V,மழை பெய்,báistigh
891,regnen::V,மழை பெய்,tá ag cur báistí
892,gefrieren::V,உறைந்துவிடு,sioc
893,gefrieren::V,உறைந்துவிடு,reoigh
894,tauen::V,உருகு,leáigh
895,tauen::V,உருகு,coscair
896,schmelzen::V,உருகு,leáigh
897,trocknen::V,உலர்த்து,triomaigh
898,sieden::V,கொதிக்க வை,fiuch
899,sieden::V,கொதிக்க வை,beirigh
900,faulen::V,அழுகச் செய்,lobh
901,faulen::V,அழுகச் செய்,dreoigh
902,verfaulen::V,அழுகச் செய்,lobh
903,verfaulen::V,அழுகச் செய்,feoigh
904,reißen::V,திடீரென அறு,bris
905,versinken::V,மூழ்கு,téigh síos
906,vergehen::V,கடந்துசெல்,téigh thart
907,erscheinen::V,தோன்றச்,tar
908,verschwinden::V,மறைந்து போ,imigh
909,sinken::V,பதைவுறு,tit
910,sinken::V,பதைவுறு,ísligh
911,abnehmen::V,குறை,maolaigh
912,abnehmen::V,குறை,laghdaigh
913,zunehmen::V,உயர்த்து,méadaigh
914,steigen::V,உயர எழு,éirigh
915,wachsen::V,வளர்,fás
916,glänzen::V,மிளிர்,lonraigh
917,funkeln::V,பிரகாசி,drithligh
918,lärmen::V,கொம்பு,tóg callán
919,läuten::V,மணியொலியிசை,buail
920,klingeln::V,மணி அடி,buail
921,klirren::V,கிலுங்கு,cling
922,brausen::V,இரைதல்,búir
923,rauschen::V,சலசலப்பு,tá ag siosarnach
924,klingen::V,சிலம்புதல்,tá glór ag
925,bellen::V,குரை,amhastraigh
926,heulen::V,ஊளையிடு,glam
927,blasen::V,ஊது,séid
928,pfeifen::V,சீழ்க்கை எழப்பு,lig fead
929,schreien::V,கூச்சலிடு,béic
930,schreien::V,கூச்சலிடு,glaoigh
931,stöhnen::V,வேதனை,lig cnead
932,zittern::V,நடுங்கு,crith
933,zittern::V,நடுங்கு,creathnaigh
934,leben::V,உயிருடனிரு,mair
935,geboren werden::V,பிற,rugadh
936,atmen::V,சுவாசி,análaigh
937,trinken::V,குடி,ól
938,essen::V,சாப்பிடு,ith
939,schlucken::V,முழுங்கு,slog
940,müde werden::V,கையயர்தல்,tuirsigh
941,einschlafen::V,தூங்க,tit ina chodladh
942,schlafen::V,தூங்கு,codail
943,aufwachen::V,எழுப்பு,múscail
944,aufstehen::V,எழுந்திரு,éirigh
945,sich erholen::V,இளைப்பாறு,lig scíth
946,krank werden::V,விழுதல்,éirigh tinn
947,krank sein::V,நருக்கலாயிருக்க,tá tinn
948,schmerzen::V,நோவுறு,tá pian i
949,husten::V,இருமு,déan casacht
950,genesen::V,குணம் அடை,téarnaigh
951,sterben::V,மரணமடை,éag
952,sterben::V,மரணமடை,faigh bás
953,umkommen::V,நசி,caill
954,sich bewegen::V,நகர்த்து,bog
955,sich bewegen::V,நகர்த்து,gluais
956,sich rühren::V,அசை,corraigh
957,sich erheben::V,எழுந்து நில்,seas suas
958,sich setzen::V,உட்கார்,suigh
959,hinfallen::V,விழு,tit
960,laufen::V,நட,siúil
961,schreiten::V,கவடுவைத்தல்,siúil
962,spazierengehen::V,உலவு,téigh ag spaisteoireacht
963,eilen::V,விரைந்து,deifrigh
964,eilen::V,விரைந்து,brostaigh
965,sich beeilen::V,அவசரப்படுத்து,deifrigh
966,sich beeilen::V,அவசரப்படுத்து,déan deifir
967,sausen::V,விரைந்து செல்,luathaigh
968,rennen::V,ஓடு,rith
969,springen::V,குதி,léim
970,klettern::V,ஏறு,dreap
971,schaukeln::V,தள்ளாடு,téigh ar an maide corrach
972,kriechen::V,மெதுவாக நடந்து செல்,snámh
973,schwimmen::V,நீந்து,snámh
974,tauchen::V,மூழ்கி நீச்சலடி,tum
975,rudern::V,துடுப்புப் போடு,iomair
976,rudern::V,துடுப்புப் போடு,rámhaigh
977,fahren::V,ஓட்டு,tiomáin
978,fliegen::V,பற,eitil
979,gehen::V,போ,téigh
980,weggehen::V,விலகிச் செல்,imigh
981,abfahren::V,புறப்பட்டுச் செல்,imigh
982,anhalten::V,நின்றுவிடு,stad
983,hineingehen::V,மறையச் செய்,téigh isteach
984,eintreten::V,நுழை,téigh isteach
985,kommen::V,வா,tar
986,ankommen::V,வநது சேர்,tar
987,zurückkommen::V,திரும்பி வா,fill
988,bleiben::V,இரு,fan
989,warten::V,தாமதி,fan
990,erwarten::V,எதிர்நோக்கு,tá ag súil le
991,erwarten::V,எதிர்நோக்கு,tá ag dréim le
992,suchen::V,தேடு,lorg
993,finden::V,கண்டுபிடி,faigh
994,finden::V,கண்டுபிடி,aimsigh
995,versuchen::V,முயற்சி செய்,triail
996,vorbereiten::V,ஆயத்தம் செய்,réitigh
997,lieben::V,அன்பு செலுத்து,gráigh
998,mögen::V,விரும்பு,taitin le
999,mögen::V,விரும்பு,is maith le
1000,lachen::V,சிரி,gáir
1001,rühren::V,இதயத்தைத் தொடு,téigh i bhfeidhm ar
1002,weinen::V,அழு,goil
1003,weinen::V,அழு,caoin
1004,schimpfen::V,சாபமிடு,tá ag clamhsán
1005,sich ärgern::V,கோப்பபடு,tá corraithe
1006,sich fürchten::V,பயப்படு,tá eagla ar
1007,fürchten::V,பயப்படுத்து,tá eagla ar
1008,fliehen::V,ஓடு,teith
1009,flüchten::V,தப்பிவிடு,éalaigh
1010,sehen::V,பார்,feic
1011,anschauen::V,கூர்ந்து கவனி,dearc
1012,anschauen::V,கூர்ந்து கவனி,féach ar
1013,ansehen::V,கவனி,breathnaigh
1014,hören::V,கேள்,cluin
1015,zuhören::V,சுவைத்துப் பார்,éist
1016,probieren::V,ருசி,bliais
1017,riechen::V,முகர்ந்து பார்,bolaigh
1018,fühlen::V,தொட்டுணர்,braith
1019,fühlen::V,தொட்டுணர்,mothaigh
1020,scheinen::V,காணப்படு,tá an chuma ar
1021,zu sehen sein::V,தோன்றுதல்,tá le feiceáil
1022,vernehmen::V,கேள்,clois
1023,frieren::V,குதுகுதுகு,tá fuar
1024,tun::V,செய்,déan
1025,können::V,இயல்வது,féad
1026,können::V,இயல்வது,is féidir le
1027,wollen::V,விரும்பு,tá ag iarraidh
1028,anfangen::V,தொடங்கு,tosaigh
1029,anfangen::V,தொடங்கு,cuir tús le
1030,beenden::V,முடி,críochnaigh
1031,beenden::V,முடி,cuir deireadh le
1032,aufhören::V,நிறுத்து,stad
1033,gelingen::V,வெற்றி,éirigh le
1034,geraten::V,ஏற்படுத்து,tá deireadh ar
1035,öffnen::V,திற,oscail
1036,schließen::V,மூடு,dún
1037,schließen::V,மூடு,iaigh
1038,stellen::V,வை,cuir
1039,setzen::V,வை,cuir
1040,setzen::V,வை,socraigh
1041,legen::V,பரப்பி வை,cuir
1042,berühren::V,பதி,teagmhaigh le
1043,verbinden::V,சேர்,ceangail
1044,bedecken::V,உறைபோடு,clúdaigh
1045,bedecken::V,உறைபோடு,cumhdaigh
1046,aufhängen::V,தொங்கவிடு,croch
1047,anzünden::V,எரியூட்டு,las
1048,anzünden::V,எரியூட்டு,adhain
1049,aufheben::V,பொறுக்கி எடு,tóg
1050,aufheben::V,பொறுக்கி எடு,ardaigh
1051,zurücklassen::V,விட்டுச் செல்,fág
1052,verlieren::V,இழ,caill
1053,fallen lassen::V,அளவில் குறைவு,lig uait
1054,fallen lassen::V,அளவில் குறைவு,caith uait
1055,machen::V,தயார்செய்,déan
1056,machen::V,தயார்செய்,réitigh
1057,herstellen::V,உற்பத்தி செய்,táirg
1058,bauen::V,கட்டு,tóg
1059,reparieren::V,பழுது பார்,deisigh
1060,verbessern::V,மேம்படுத்து,feabhsaigh
1061,ändern::V,மாற்றி அமை,athraigh
1062,graben::V,குழி வெட்டு,tochail
1063,beugen::V,வனை,crom
1064,biegen::V,வனை,lúb
1065,drehen::V,சுழல்,cas
1066,wenden::V,குடைகவிழு,tiontaigh
1067,umdrehen::V,சுற்றும் முற்றும் பார்,iompaigh
1068,umdrehen::V,சுற்றும் முற்றும் பார்,tiontaigh
1069,heben::V,தூக்கு,ardaigh
1070,hochheben::V,தூக்கு,tóg
1071,ergreifen::V,பறி,beir ar
1072,halten::V,பிடித்துக் கொள்,coimeád
1073,halten::V,பிடித்துக் கொள்,coinnigh
1074,drücken::V,அழுத்து,brúigh
1075,schieben::V,தள்ளு,brúigh
1076,kratzen::V,கீறு,scríob
1077,lecken::V,நக்கு,ligh
1078,lecken::V,நக்கு,leadhb
1079,beißen::V,கடி,bain greim as
1080,abreißen::V,கிழி,stróic
1081,abreißen::V,கிழி,tarraing
1082,abschneiden::V,வெட்டி எடு,scoith
1083,binden::V,கட்டு,ceangail
1084,stecken::V,பதிய வை,sáigh
1085,brechen::V,உடை,bris
1086,klopfen::V,தட்டு,cnag
1087,hauen::V,அடி,buail
1088,kleben::V,ஒட்டு,gliúáil
1089,reiben::V,தேய்,cuimil
1090,streichen::V,பரவச்செய்,leath
1091,schleifen::V,அரை,líomh
1092,schneiden::V,துண்டாக்கு,gearr
1093,rütteln::V,மெல்ல தள்ளு,croith
1094,schütteln::V,குலுக்கு,croith
1095,schwenken::V,ஊஞ்சலாடு,luasc
1096,schütten::V,ஊற்று,doirt
1097,füllen::V,நிரப்பு,líon
1098,einwickeln::V,சுற்று,cuach
1099,einwickeln::V,சுற்று,clúdaigh
1100,tragen::V,எடுத்துச் செல்,iompair
1101,schleppen::V,இழுத்துச் செல்,tarraing
1102,ziehen::V,இழு,tarraing
1103,aufbewahren::V,வைத்துக் கொள்,coinnigh
1104,werfen::V,வீசி எறி,caith
1105,fangen::V,பிடி,ceap
1106,packen::V,பிடித்துக்கொள்,beir ar
1107,verstecken::V,மறை,folaigh
1108,verstecken::V,மறை,cuir i bhfolach
1109,teilen::V,பாகங்களாகப் பிரி,roinn
1110,schicken::V,அனுப்பு,seol
1111,bringen::V,கொண்டு வா,beir
1112,bringen::V,கொண்டு வா,tabhair
1113,hinzufügen::V,சேர்,cuir le
1114,bekommen::V,பெறு,faigh
1115,erhalten::V,பெறு,faigh
1116,nehmen::V,எடு,tóg
1117,nehmen::V,எடு,glac
1118,wählen::V,தேர்ந்தெடு,pioc
1119,wählen::V,தேர்ந்தெடு,roghnaigh
1120,auswählen::V,தேர்ல்தெடு,roghnaigh
1121,bewahren::V,கெடாது பேணு,caomhnaigh
1122,behindern::V,தடங்கல் செய்,cuir bac ar
1123,verderben::V,நாசமாக்கு,mill
1124,beschädigen::V,சேதப்படுத்து,loit
1125,beschädigen::V,சேதப்படுத்து,déan damáiste do
1126,zerbrechen::V,உடை,bris
1127,zerreißen::V,கிழி,stiall
1128,zerstören::V,அழி,mill
1129,zerstören::V,அழி,scrios
1130,verbrennen::V,எரியூட்டு,las
1131,verbrennen::V,எரியூட்டு,dóigh
1132,geben::V,கொடு,tabhair
1133,reichen::V,வழங்கு,sín
1134,reichen::V,வழங்கு,cuir
1135,schenken::V,மொயத்தல்,bronn
1136,schenken::V,மொயத்தல்,tabhair
1137,versprechen::V,உறுதியளி,geall
1138,wünschen::V,ஆசைப்படு,guigh
1139,loben::V,புகழ்ச்சி கூறு,mol
1140,küssen::V,முத்தமிடு,póg
1141,wiegen::V,ஆட்டுத்தல்,bog
1142,wiegen::V,ஆட்டுத்தல்,luasc
1143,zudecken::V,உறைபோடு,clúdaigh
1144,wecken::V,எழுப்பு,dúisigh
1145,zeigen::V,காட்டு,taispeáin
1146,führen::V,வழிகாட்டி,treoraigh
1147,lehren::V,சொல்லிக் கொடு,múin
1148,lehren::V,சொல்லிக் கொடு,teagasc
1149,unterrichten::V,அறிவுரை கூறு,múin
1150,unterrichten::V,அறிவுரை கூறு,teagasc
1151,aufziehen::V,வளர்,tóg
1152,leiten::V,அழைத்துச் செல்,tá i gceannas ar
1153,antreiben::V,தூண்டு,gríosaigh
1154,lassen::V,விடு,cuir ag
1155,einladen::V,அழை,cuir cuireadh ar
1156,vereinigen::V,ஒன்றாகச் சேர்,aontaigh
1157,besuchen::V,வருகை புரி,tabhair cuairt ar
1158,treffen::V,சந்தி,cas ar
1159,treffen::V,சந்தி,buail le
1160,sich versammeln::V,தொகுப்பு,bailigh
1161,sich versammeln::V,தொகுப்பு,cruinnigh
1162,spielen::V,விளையாடு,imir
1163,spielen::V,விளையாடு,tá ag spraoi
1164,singen::V,பாடு,can
1165,tanzen::V,நடனமாடு,rinc
1166,tanzen::V,நடனமாடு,damhsaigh
1167,sich trennen::V,தனிப்படடுத்து,scar
1168,verlassen::V,கைவிடு,fág
1169,retten::V,காப்பாற்று,tarrtháil
1170,bewachen::V,காவல் செய்,cosain
1171,bewachen::V,காவல் செய்,gardáil
1172,schützen::V,பாதுகாப்பு செய்,cosain
1173,verteidigen::V,எதிர்த்து நில்,cosain
1174,sich schlagen::V,பூசலிடு,tá ag bruíon
1175,schießen::V,சுட்டுக் கொல்,caith
1176,schießen::V,சுட்டுக் கொல்,scaoil
1177,siegen::V,வெற்றி பெறு,bain
1178,siegen::V,வெற்றி பெறு,buaigh
1179,ärgern::V,எரிச்சலூட்டு,cuir isteach ar
1180,schlagen::V,அடி,buail
1181,treten::V,உதை,ciceáil
1182,stechen::V,கொட்டு,sáigh
1183,stoßen::V,நெருக்கு,brúigh
1184,stoßen::V,நெருக்கு,soncáil
1185,stehlen::V,திருடு,goid
1186,stören::V,தொல்லைகொடு,cuir isteach ar
1187,belästigen::V,தொல்லை கொடு,cuir as do
1188,verbergen::V,மறை,ceil
1189,täuschen::V,ஏமாற்று,cuir dallamullóg ar
1190,betrügen::V,ஏமாற்று,déan calaois ar
1191,töten::V,கொல்,maraigh
1192,wohnen::V,தங்கியிரு,cuir faoi
1193,wohnen::V,தங்கியிரு,tá ina chónaí
1194,arbeiten::V,வேலை செய்,oibrigh
1195,sammeln::V,ஒன்றுசேர்,bailigh
1196,sammeln::V,ஒன்றுசேர்,cruinnigh
1197,pflücken::V,கொய்து எடு,pioc
1198,jagen::V,வேட்டையாடு,seilg
1199,fischen::V,மீன் பிடி,iasc
1200,fassen::V,பிடி,beir ar
1201,hüten::V,காவல் செய்,aoirigh
1202,treiben::V,ஓட்டு,seol
1203,treiben::V,ஓட்டு,tiomáin
1204,anbinden::V,கட்டு,ceangail
1205,füttern::V,உணவளி,cothaigh
1206,füttern::V,உணவளி,beathaigh
1207,melken::V,பால் கற,bligh
1208,melken::V,பால் கற,crúigh
1209,hacken::V,வெட்டி எடு,gearr
1210,gießen::V,நீர்ப் பாய்ச்சு,uiscigh
1211,reifen::V,பழு,aibigh
1212,zubereiten::V,சமையல் செய்,cócaráil
1213,kochen::V,வேகவை,bruith
1214,kochen::V,வேகவை,beirigh
1215,backen::V,வெப்பத்தில் வாட்டு,bácáil
1216,braten::V,பொரியச் செய்,róst
1217,braten::V,பொரியச் செய்,frioch
1218,umrühren::V,கலக்கு,measc
1219,stricken::V,பின்னியிழை,cniotáil
1220,nähen::V,தையல் வேலை செய்,fuaigh
1221,färben::V,வண்ணம் பெறச் செய்,dathaigh
1222,reinigen::V,சுத்தம் செய்,glan
1223,waschen::V,கழுவு,nigh
1224,abwischen::V,துடை,glan
1225,spülen::V,அலசு,sruthlaigh
1226,fegen::V,பெறுக்கு,scuab
1227,kehren::V,பெறுக்கு,scuab
1228,baden::V,குளி,folc
1229,sich waschen::V,கழுவு,nigh é féin
1230,ausziehen::V,கழற்று,bain de
1231,anziehen::V,புனைதல்,cuir ar
1232,sich anziehen::V,உடுத்துதல்,gléas é féin
1233,kämmen::V,தலை வாரிக் கொள்,cíor
1234,schmücken::V,அழகுபடுத்து,maisigh
1235,sagen::V,சொல்,abair
1236,sprechen::V,பேசு,labhair
1237,reden::V,பெசு,caintigh
1238,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,caintigh
1239,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,tá ag comhrá
1240,fragen::V,கேள்,fiafraigh
1241,fragen::V,கேள்,cuir ceist
1242,bitten::V,வேண்டு,iarr
1243,erzählen::V,சொல்,inis
1244,erzählen::V,சொல்,eachtraigh
1245,mitteilen::V,சொல்,aithris
1246,mitteilen::V,சொல்,cuir in iúl
1247,nennen::V,பெயரிடுதல்,ainmnigh
1248,rufen::V,கூச்சலிடு,glaoigh
1249,prahlen::V,தற்பெருமை பேசு,maígh
1250,übersetzen::V,மொழிபெயர்ப்பு செய்,aistrigh
1251,denken::V,யோசி,síl
1252,denken::V,யோசி,ceap
1253,glauben::V,நம்பு,creid
1254,bemerken::V,கவனி,tabhair faoi deara
1255,erkennen::V,அடையாளம் கண்டுகொள்,aithin
1256,begreifen::V,பற்றிக்கொள்,tuig
1257,verstehen::V,புரிந்து கொள்,tuig
1258,lernen::V,கற்றுக்கொள்,foghlaim
1259,wissen::V,தெரிந்திரு,tá a fhios ag
1260,sich erinnern an::V,நினைவு கூர்,cuimhnigh ar
1261,sich erinnern an::V,நினைவு கூர்,is cuimhne ar
1262,vergessen::V,மற,dearmad
1263,messen::V,அளவிடு,tomhais
1264,zählen::V,எண்ணு,cuntais
1265,rechnen::V,கணக்கிடு,ríomh
1266,rechnen::V,கணக்கிடு,áirigh
1267,lesen::V,படி,léigh
1268,malen::V,வண்ணச்சித்திரம்,péinteáil
1269,zeichnen::V,வரை,línigh
1270,zeichnen::V,வரை,tarraing
1271,schreiben::V,எழுது,scríobh
1272,besitzen::V,உடைமையாகக் கொண்டிரு,is le
1273,kaufen::V,வாங்கு,ceannaigh
1274,verkaufen::V,விற்பனை செய்,díol
1275,bezahlen::V,இறுத்தல்,íoc as
1276,zahlen::V,பணம் செலுத்து,íoc
1277,beherrschen::V,ஆட்சிசெய்,rialaigh
1278,ertragen::V,தாங்கு,seas
1279,ertragen::V,தாங்கு,fulaing
1280,ertragen::V,தாங்கு,foighnigh
