,Concept_ID,hr,el
745,weiß::A,bio,άσπρος
746,weiß::A,bijel,άσπρος
747,rot::A,crven,κόκκινος
748,gelb::A,žut,κίτρινος
749,blau::A,plav,μπλε
750,blau::A,plav,γαλανός
751,blau::A,modar,μπλε
752,blau::A,modar,γαλανός
753,grün::A,zelen,πράσινος
754,grau::A,siv,γκρίζος
755,bunt::A,šaren,ποικιλόχρωπος
756,billig::A,jeftin,φτηνός
757,teuer::A,skup,ακριβός
758,wertvoll::A,vrijedan,πολύτιμος
759,wertvoll::A,dragocjen,πολύτιμος
760,blind::A,slijep,τυφλός
761,taub::A,gluh,κουφός
762,kräftig::A,snažan,δυνατός
763,stark::A,jak,γερός
764,stark::A,snažan,γερός
765,schwach::A,slab,αδύνατος
766,fett::A,pretio,παχύς
767,schlank::A,vitak,λεπτός
768,schlank::A,vitak,λυγερός
769,hübsch::A,zgodan,όμορφος
770,hübsch::A,zgodan,χαριτωμένος
771,böse::A,zao,κακός
772,böse::A,opak,κακός
773,dumm::A,glup,κουτός
774,dumm::A,glup,ανόητος
775,faul::A,lijen,τεμπέλης
776,fleißig::A,radin,εργατικός
777,fleißig::A,marljiv,εργατικός
778,geizig::A,škrt,τσιγγούνης
779,klug::A,razborit,έξυπνος
780,geschickt::A,vješt,επιδέξιος
781,lieb::A,drag,φίλος
782,lieb::A,drag,αγαπητός
783,lustig::A,veseo,εύθυμος
784,lustig::A,veseo,χαρούμενος
785,sanft::A,blag,ήπιος
786,hungrig::A,gladan,πεινασμένος
787,krank::A,bolestan,άρρωστος
788,nackt::A,nag,γυμνός
789,traurig::A,tužan,λυπημένος
790,traurig::A,žalostan,λυπημένος
791,lebendig::A,živ,ζωντανός
792,gut::A,dobar,καλός
793,schlecht::A,loš,κακός
794,schlecht::A,rđav,κακός
795,richtig::A,tačan,σωστός
796,richtig::A,ispravan,σωστός
797,schlimm::A,zao,άσχημος
798,schlimm::A,zločest,άσχημος
799,wahr::A,istinit,αληθής
800,wahr::A,istinit,αληθινός
801,alt::A,star,παλιός
802,neu::A,nov,νέος
803,neu::A,nov,καινούργιος
804,ehemalig::A,bivši,παλιός
805,alt[Lebewesen]::A,star,γέρος
806,jung::A,mlad,νέος
807,arm::A,ubog,φτωχός
808,arm::A,siromašan,φτωχός
809,reich::A,bogat,πλούσιος
810,bekannt::A,poznat,γνωστός
811,berühmt::A,čuven,περίφημος
812,berühmt::A,čuven,ξακουσμένος
813,berühmt::A,slavan,περίφημος
814,berühmt::A,slavan,ξακουσμένος
815,fremd::A,tuđ,ξένος
816,fremd::A,stran,ξένος
817,verschieden::A,razan,διαφορετικός
818,verschieden::A,različan,διαφορετικός
819,nah::A,blizak,κοντινός
820,fern::A,dalek,μακριά
821,fern::A,daljnji,μακριά
822,linker::A,lijevi,αριστερός
823,rechter::A,desni,δεξιός
824,anderer::A,drugi,άλλος
825,anderer::A,drugačiji,άλλος
826,erster::A,prvi,πρώτος
827,zweiter::A,drugi,δεύτερος
828,dritter::A,treći,τρίτος
829,letzter::A,zadnji,τελευταίος
830,allein::ADV,sam,μόνος
831,auf einmal::ADV,istodobno,εφάπαξ
832,zusammen::ADV,skupa,μαζί
833,zusammen::ADV,zajedno,μαζί
834,lange::ADV,dugo,πολύν καιρό
835,plötzlich::ADV,naglo,έξαφνα
836,plötzlich::ADV,iznenada,έξαφνα
837,sofort::ADV,odmah,αμέσως
838,später::ADV,kasnije,αργότερα
839,jetzt::ADV,sad,τώρα
840,jetzt::ADV,sada,τώρα
841,heute::ADV,danas,σήμερα
842,morgen::ADV,sutra,αύριο
843,bald::ADV,skoro,σε λίγο
844,bald::ADV,skoro,εντός ολίγου
845,bald::ADV,doskora,σε λίγο
846,bald::ADV,doskora,εντός ολίγου
847,dann::ADV,zatim,ύστερα
848,gestern::ADV,juče,χτες
849,gestern::ADV,jučer,χτες
850,einst::ADV,negda,ποτέ
851,einst::ADV,negda,άλλοτε
852,einst::ADV,nekada,ποτέ
853,einst::ADV,nekada,άλλοτε
854,damals::ADV,tada,τότε
855,damals::ADV,onda,τότε
856,danach::ADV,poslije,μετά
857,danach::ADV,poslije,ύστερα
858,danach::ADV,nakon toga,μετά
859,danach::ADV,nakon toga,ύστερα
860,vorher::ADV,prije,πριν
861,vorher::ADV,prije,προηγουμένως
862,vorher::ADV,prije toga,πριν
863,vorher::ADV,prije toga,προηγουμένως
864,zuerst::ADV,prvo,πρώτα
865,zuerst::ADV,najprije,πρώτα
866,einmal::ADV,jednom,μία φορά
867,einmal::ADV,jedanput,μία φορά
868,manchmal::ADV,katkad,κάποτε
869,manchmal::ADV,katkada,κάποτε
870,oft::ADV,često,συχνά
871,oft::ADV,često,πολλές φορές
872,immer::ADV,vazda,πάντα
873,immer::ADV,vazda,πάντοτε
874,immer::ADV,uvijek,πάντα
875,immer::ADV,uvijek,πάντοτε
876,niemals::ADV,nikad,ποτέ
877,niemals::ADV,nikada,ποτέ
878,hier::ADV,tu,εδώ
879,hier::ADV,ovdje,εδώ
880,hierhin::ADV,amo,εδώ
881,hierhin::ADV,ovamo,εδώ
882,von hier::ADV,odavde,από δω
883,dort::ADV,ondje,εκεί
884,dorthin::ADV,onamo,προς τα κει
885,geradeaus::ADV,ravno,κατευθείαν
886,vorwärts::ADV,naprijed,εμπρός
887,rückwärts::ADV,natrag,πίσω
888,zurück::ADV,nazad,πίσω
889,zurück::ADV,natrag,πίσω
890,unten::ADV,dolje,κάτω
891,hinab::ADV,nizbrdo,προς τα κάτω
892,oben::ADV,gore,πάνω
893,oben::ADV,gore,επάνω
894,hinauf::ADV,uzbrdo,προς τα πάνω
895,überall::ADV,svuda,παντού
896,überall::ADV,svagdje,παντού
897,nicht::ADV,ne,δεν
898,ein wenig::ADV,malo,λιγάκι
899,kaum::ADV,tek,μόλις
900,kaum::ADV,jedva,μόλις
901,sehr::ADV,jako,πολύ
902,sehr::ADV,veoma,πολύ
903,so::ADV,tako,έτσι
904,so::ADV,ovako,έτσι
905,noch::ADV,još,ακόμα
906,nur::ADV,samo,μόνο
907,schon::ADV,već,ήδη
908,schon::ADV,već,κιόλας
909,wieder::ADV,opet,ξανά
910,wieder::ADV,ponovo,ξανά
911,vergebens::ADV,uzalud,μάταια
912,vergebens::ADV,zabadava,μάταια
913,vor::PRP,pred,μπροστά σε
914,vor::PRP,pred,μπροστά από
915,vor::PRP,ispred,μπροστά σε
916,vor::PRP,ispred,μπροστά από
917,hinter::PRP,za,πίσω από 
918,hinter::PRP,iza,πίσω από 
919,unter::PRP,pod,υπό
920,unter::PRP,pod,κάτω από
921,unter::PRP,ispod,υπό
922,unter::PRP,ispod,κάτω από
923,durch::PRP,po,διά
924,durch::PRP,po,διά μέσου
925,durch::PRP,kroz,διά
926,durch::PRP,kroz,διά μέσου
927,neben::PRP,kraj,δίπλα σε
928,neben::PRP,pored,δίπλα σε
929,neben::PRP,pokraj,δίπλα σε
930,zwischen::PRP,među,μεταξύ
931,zwischen::PRP,među,ανάμεσα σε
932,zwischen::PRP,između,μεταξύ
933,zwischen::PRP,između,ανάμεσα σε
934,wegen::PRP,radi,για
935,wegen::PRP,radi,λόγω
936,wegen::PRP,zbog,για
937,wegen::PRP,zbog,λόγω
938,dies::PRN,ovo,αυτό
939,das::PRN,to,το
940,das::PRN,ono,το
941,alles::PRN,sve,όλα
942,ich::PRN,ja,εγώ
943,du::PRN,ti,σύ
944,du::PRN,ti,εσύ
945,er::PRN,on,αυτός
946,wir::PRN,mi,εμείς
947,ihr::PRN,vi,εσείς
948,sie::PRN,oni,αυτοί
949,was::FPRN,što,τι
950,wer::FPRN,tko,ποιος
951,wo::FADV,gdje,πού
952,wohin::FADV,kuda,πού
953,wohin::FADV,kuda,για πού
954,wohin::FADV,kamo,πού
955,wohin::FADV,kamo,για πού
956,wie::FADV,kako,πώς
957,warum::FADV,zašto,γιατί
958,wieviel::FNUM,koliko,πόσος
959,eins::NUM,jedan,ένα
960,zwei::NUM,dva,δύο
961,drei::NUM,tri,τρία
962,drei::NUM,tri,τρεις
963,vier::NUM,četiri,τέσσερα
964,vier::NUM,četiri,τέσσερις
965,fünf::NUM,pet,πέντε
966,sechs::NUM,šest,έξι
967,sieben::NUM,sedam,εφτά
968,acht::NUM,osam,οχτώ
969,neun::NUM,devet,εννιά
970,zehn::NUM,deset,δέκα
971,elf::NUM,jedanaest,έντεκα
972,zwölf::NUM,dvanaest,δώδεκα
973,zwanzig::NUM,dvadeset,είκοσι
974,dreißig::NUM,trideset,τριάντα
975,vierzig::NUM,četrdeset,σαράντα
976,fünfzig::NUM,pedeset,πενήντα
977,sechzig::NUM,šezdeset,εξήντα
978,siebzig::NUM,sedamdeset,εβδομήντα
979,achtzig::NUM,osamdeset,ογδόντα
980,neunzig::NUM,devetdeset,ενενήντα
981,hundert::NUM,sto,εκατό
982,tausend::NUM,tisuća,χίλιοι
983,und::CNJ,i,και
984,und::CNJ,te,και
985,oder::CNJ,ili,ή
986,stehen::V,stajati,στέκομαι
987,stehen::V,stajati,είμαι όρθιος
988,sitzen::V,sjediti,κάθομαι
989,liegen::V,ležati,είμαι ξαπλωμένος
990,hängen::V,visiti,κρέμομαι
991,werden::V,postati,γίνομαι
992,werden::V,činiti se,γίνομαι
993,passieren::V,desiti se,συμβαίνω
994,passieren::V,dogoditi se,συμβαίνω
995,beginnen::V,početi,αρχίζω
996,enden::V,prestati,τελειώνω
997,enden::V,svršiti se,τελειώνω
998,wechseln::V,mijenjati se,αλλάζω
999,aufgehen[Sonne]::V,izići,βγαίνω
1000,aufgehen[Sonne]::V,izići,ανατέλλω
1001,untergehen[Sonne]::V,zaći,δύω
1002,untergehen[Sonne]::V,zaći,βασιλεύω
1003,scheinen[Sonne]::V,sijati,λάμπω
1004,donnern::V,grmjeti,βροντώ
1005,wehen::V,duhati,φυσώ
1006,strömen::V,strujati,ρέω
1007,strömen::V,strujati,τρέχω
1008,fließen::V,teći,ρέω
1009,sich drehen::V,obrtati se,γυρίζω
1010,sich drehen::V,obrtati se,στρέφομαι
1011,sich drehen::V,vrtjeti se,γυρίζω
1012,sich drehen::V,vrtjeti se,στρέφομαι
1013,schwanken::V,teturati,ταλαντεύομαι
1014,schwanken::V,kolebati se,ταλαντεύομαι
1015,schwingen::V,njihati,αιωρούμαι
1016,schwingen::V,njihati,ταλαντεύομαι
1017,schwingen::V,titrati,αιωρούμαι
1018,schwingen::V,titrati,ταλαντεύομαι
1019,fallen::V,padati,πέφτω
1020,brennen::V,gorjeti,καίω
1021,rauchen::V,dimiti se,καπνίζω
1022,regnen::V,kišiti,βρέχω
1023,regnen::V,daždjeti,βρέχω
1024,gefrieren::V,smrznuti se,παγώνω
1025,tauen::V,kopnjeti,λειώνω
1026,tauen::V,kraviti se,λειώνω
1027,schmelzen::V,topiti se,λειώνω
1028,trocknen::V,sušiti se,στεγνώνω
1029,sieden::V,kipjeti,βράζω
1030,sieden::V,ključati,βράζω
1031,faulen::V,gnjiti,σαπίζω
1032,verfaulen::V,sagnjiti,σαπίζω
1033,reißen::V,otrgnuti se,σχίζω
1034,versinken::V,tonuti,βουλιάζω
1035,versinken::V,tonuti,βυθίζομαι
1036,versinken::V,propasti,βουλιάζω
1037,versinken::V,propasti,βυθίζομαι
1038,vergehen::V,prolaziti,περνώ
1039,erscheinen::V,pojaviti se,εμφανίζομαι
1040,verschwinden::V,nestati,χάνομαι
1041,verschwinden::V,nestati,εξαφανίζομαι
1042,verschwinden::V,izgubiti se,χάνομαι
1043,verschwinden::V,izgubiti se,εξαφανίζομαι
1044,sinken::V,trgnuti,κατεβαίνω
1045,sinken::V,spustiti se,κατεβαίνω
1046,abnehmen::V,opasti,μειώνομαι 
1047,zunehmen::V,povećati se,αυξάνω
1048,zunehmen::V,povećati se,μεγαλώνω
1049,steigen::V,uzići,ανεβαίνω
1050,steigen::V,nadoći,ανεβαίνω
1051,wachsen::V,rasti,μεγαλώνω
1052,glänzen::V,blistati,γυαλίζω
1053,glänzen::V,sjati se,γυαλίζω
1054,funkeln::V,svjetlucati,αστράφτω
1055,funkeln::V,svjetlucati,σπιθοβολώ
1056,lärmen::V,bučati,θορυβώ
1057,lärmen::V,galamiti,θορυβώ
1058,läuten::V,zvoniti,χτυπώ 
1059,klingeln::V,zvoniti,κουδουνίζω
1060,klirren::V,zvečati,κουδουνίζω
1061,brausen::V,hujati,βουΐζω
1062,rauschen::V,šumiti,βουΐζω
1063,rauschen::V,šuškati,βουΐζω
1064,klingen::V,zvučati,ηχώ
1065,bellen::V,lajati,γαυγίζω
1066,heulen::V,zavijati,ουρλιάζω
1067,blasen::V,puhati,φυσώ
1068,pfeifen::V,fućkati,σφυρίζω
1069,schreien::V,vikati,κραυγάζω
1070,schreien::V,kričati,κραυγάζω
1071,stöhnen::V,stenjati,βογγώ
1072,zittern::V,drhtati,τρέμω
1073,zittern::V,trepetati,τρέμω
1074,leben::V,živjeti,ζω
1075,geboren werden::V,roditi se,γεννιέμαι
1076,atmen::V,disati,αναπνέω
1077,trinken::V,piti,πίνω
1078,essen::V,jesti,τρώω
1079,schlucken::V,gutati,καταπίνω
1080,müde werden::V,umoriti se,κουράζομαι
1081,einschlafen::V,usnuti,αποκοιμιέμαι
1082,einschlafen::V,zaspati,αποκοιμιέμαι
1083,schlafen::V,spati,κοιμάμαι
1084,aufwachen::V,probuditi se,ξυπνώ
1085,aufstehen::V,ustati,σηκώνομαι
1086,sich erholen::V,odmoriti se,ξεκουράζομαι
1087,krank werden::V,oboljeti se,αρρωσταίνω
1088,krank werden::V,razboljeti se,αρρωσταίνω
1089,krank sein::V,bolovati,ασθενώ
1090,schmerzen::V,boljeti,πονώ
1091,husten::V,kašljati,βήχω
1092,genesen::V,ozdraviti,θεραπεύομαι
1093,genesen::V,oporaviti se,θεραπεύομαι
1094,sterben::V,umrijeti,πεθαίνω
1095,umkommen::V,skapati,πεθαίνω
1096,sich bewegen::V,gibati se,κουνιέμαι
1097,sich bewegen::V,kretati se,κουνιέμαι
1098,sich rühren::V,maknuti se,σαλεύω
1099,sich erheben::V,dići se,επαναστατώ
1100,sich setzen::V,sjesti,κάθομαι
1101,hinfallen::V,pasti,πέφτω κάτω
1102,laufen::V,hodati,τρέχω
1103,schreiten::V,stupati,βαδίζω
1104,spazierengehen::V,šetati se,κάνω βόλτα
1105,spazierengehen::V,šetati se,πηγαίνω περίπατο
1106,eilen::V,hitati,σπεύδω
1107,sich beeilen::V,požuriti se,βιάζομαι
1108,sausen::V,juriti,τρέχω γρήγορα
1109,rennen::V,trčati,τρέχω
1110,springen::V,skakati,πηδώ
1111,klettern::V,popeti se,σκαρφαλώνω
1112,klettern::V,penjati se,σκαρφαλώνω
1113,schaukeln::V,ljuljati se,κουνιέμαι
1114,kriechen::V,puzati,έρπω
1115,kriechen::V,puzati,σέρνομαι
1116,kriechen::V,gmizati,έρπω
1117,kriechen::V,gmizati,σέρνομαι
1118,schwimmen::V,plivati,κολυμπώ
1119,tauchen::V,roniti,βουτώ
1120,tauchen::V,gnjuriti,βουτώ
1121,rudern::V,veslati,κωπηλατώ
1122,fahren::V,voziti se,πηγαίνω
1123,fliegen::V,letjeti,πετώ
1124,fliegen::V,lijetati,πετώ
1125,gehen::V,ići,βαδίζω
1126,gehen::V,ići,πηγαίνω
1127,weggehen::V,otići,φεύγω
1128,abfahren::V,krenuti,ξεκινώ
1129,abfahren::V,krenuti,αναχωρώ
1130,abfahren::V,otputovati,ξεκινώ
1131,abfahren::V,otputovati,αναχωρώ
1132,anhalten::V,stati,σταματώ
1133,anhalten::V,zaustaviti,σταματώ
1134,hineingehen::V,ulaziti,μπαίνω
1135,eintreten::V,ući,μπαίνω
1136,eintreten::V,ući,εισέρχομαι
1137,kommen::V,doći,έρχομαι
1138,ankommen::V,stići,φτάνω
1139,zurückkommen::V,vratiti se,επιστρέφω
1140,zurückkommen::V,povratiti se,επιστρέφω
1141,bleiben::V,ostati,μένω
1142,warten::V,čekati,περιμένω
1143,erwarten::V,očekivati,αναμένω
1144,erwarten::V,očekivati,περιμένω
1145,suchen::V,tražiti,ψάχνω
1146,finden::V,naći,βρίσκω
1147,versuchen::V,pokušati,προσπαθώ
1148,vorbereiten::V,spremiti,προετοιμάζω
1149,vorbereiten::V,pripremiti,προετοιμάζω
1150,lieben::V,voljeti,αγαπώ
1151,mögen::V,voljeti,μου αρέσει
1152,lachen::V,smijati se,γελώ
1153,rühren::V,taknuti,συγκινώ
1154,weinen::V,plakati,κλαίω
1155,schimpfen::V,psovati,βρίζω
1156,sich ärgern::V,ljutiti se,θυμώνω
1157,sich fürchten::V,bojati se,φοβάμαι
1158,fürchten::V,bojati se,φοβάμαι
1159,fliehen::V,pobjeći,φεύγω
1160,flüchten::V,utjeći,δραπετεύω
1161,sehen::V,vidjeti,βλέπω
1162,anschauen::V,ogledati,κοιτάζω
1163,ansehen::V,gledati,βλέπω
1164,hören::V,čuti,ακούω
1165,zuhören::V,slušati,ακούω
1166,probieren::V,probati,δοκιμάζω
1167,riechen::V,osjećati miris,μυρίζω
1168,riechen::V,osjećati miris,οσφραίνομαι
1169,fühlen::V,osjećati,αισθάνομαι
1170,scheinen::V,činiti se,φαίνομαι
1171,zu sehen sein::V,biti vidljiv,φαίνομαι
1172,vernehmen::V,saznati,ακούω
1173,vernehmen::V,saznati,μαθαίνω
1174,frieren::V,zima je,κρυώνω
1175,tun::V,raditi,κάνω
1176,können::V,moći,ξέρω
1177,können::V,moći,μπορώ
1178,wollen::V,htjeti,θέλω
1179,anfangen::V,početi,αρχίζω
1180,beenden::V,svršiti,τελειώνω
1181,beenden::V,dovršiti,τελειώνω
1182,aufhören::V,prestati,παύω
1183,gelingen::V,uspjeti,πετυχαίνω
1184,geraten::V,desiti se,γίνομαι
1185,öffnen::V,otvoriti,ανοίγω
1186,schließen::V,zatvoriti,κλείνω
1187,stellen::V,metnuti,θέτω
1188,stellen::V,postaviti,θέτω
1189,setzen::V,posaditi,θέτω
1190,legen::V,polagati,θέτω
1191,berühren::V,doticati,εγγίζω
1192,berühren::V,dodirivati,εγγίζω
1193,verbinden::V,spojiti,συνδέω
1194,verbinden::V,zavezati,συνδέω
1195,bedecken::V,pokriti,σκεπάζω
1196,aufhängen::V,objesiti,κρεμώ
1197,anzünden::V,upaliti,ανάβω
1198,anzünden::V,zapaliti,ανάβω
1199,aufheben::V,podići,σηκώνω
1200,aufheben::V,podignuti,σηκώνω
1201,zurücklassen::V,ostaviti,εγκαταλείπω
1202,zurücklassen::V,pustiti natrag,εγκαταλείπω
1203,verlieren::V,izgubiti,χάνω
1204,fallen lassen::V,ispustiti,αφήνω να πέσει
1205,machen::V,uraditi,κάνω
1206,machen::V,uraditi,φτιάχνω
1207,machen::V,načiniti,κάνω
1208,machen::V,načiniti,φτιάχνω
1209,machen::V,napraviti,κάνω
1210,machen::V,napraviti,φτιάχνω
1211,herstellen::V,proizvesti,κατασκευάζω
1212,bauen::V,graditi,χτίζω
1213,bauen::V,graditi,οικοδομώ
1214,reparieren::V,popraviti,επισκευάζω
1215,reparieren::V,popraviti,επιδιορθώνω
1216,verbessern::V,poboljšati,βελτιώνω
1217,verbessern::V,poboljšati,καλυτερεύω
1218,ändern::V,promijeniti,αλλάζω
1219,graben::V,kopati,σκάβω
1220,graben::V,kopkati,σκάβω
1221,beugen::V,saviti,λυγίζω
1222,biegen::V,saviti,κάμπτω
1223,biegen::V,sagnuti,κάμπτω
1224,drehen::V,vrtjeti,στρέφω
1225,wenden::V,obrnuti,γυρίζω
1226,umdrehen::V,okrenuti,γυρίζω
1227,umdrehen::V,prevŕnuti,γυρίζω
1228,heben::V,dizati,υψώνω
1229,heben::V,dizati,σηκώνω
1230,hochheben::V,dignuti,υψώνω
1231,hochheben::V,dignuti,σηκώνω
1232,ergreifen::V,uhvatiti,πιάνω
1233,ergreifen::V,uhvatiti,αρπάζω
1234,ergreifen::V,prihvatiti,πιάνω
1235,ergreifen::V,prihvatiti,αρπάζω
1236,halten::V,držati,βαστώ
1237,drücken::V,pritiskivati,πιέζω
1238,schieben::V,gurati,σπρώχνω
1239,kratzen::V,česati,γρατσουνίζω
1240,kratzen::V,grepsti,γρατσουνίζω
1241,lecken::V,lizati,γλείφω
1242,beißen::V,ujesti,δαγκάνω
1243,beißen::V,gristi,δαγκάνω
1244,abreißen::V,otkinuti,κόβω
1245,abreißen::V,otkinuti,σχίζω
1246,abschneiden::V,odrezati,αποκόπτω
1247,binden::V,vezati,δένω
1248,stecken::V,turiti,χώνω
1249,brechen::V,slomiti,σπάζω
1250,klopfen::V,lupati,χτυπώ
1251,klopfen::V,lupati,τινάζω
1252,klopfen::V,kucati,χτυπώ
1253,klopfen::V,kucati,τινάζω
1254,hauen::V,tući,χτυπώ
1255,hauen::V,udarati,χτυπώ
1256,kleben::V,lijepiti,κολλώ
1257,reiben::V,trti,τρίβω
1258,streichen::V,namazati,αλείφω
1259,schleifen::V,brusiti,ακονίζω
1260,schneiden::V,rezati,κόβω
1261,rütteln::V,drmati,σείω
1262,rütteln::V,drmati,τινάζω
1263,schütteln::V,tresti,σείω
1264,schütteln::V,tresti,κουνώ
1265,schwenken::V,mahati,κουνώ
1266,schütten::V,sipati,χύνω
1267,schütten::V,lijevati,χύνω
1268,füllen::V,napuniti,γεμίζω
1269,einwickeln::V,umotati,τυλίγω
1270,einwickeln::V,zamotati,τυλίγω
1271,tragen::V,nositi,φέρνω
1272,schleppen::V,tegliti,κουβαλώ
1273,ziehen::V,vući,τραβώ
1274,aufbewahren::V,čuvati,φυλάω
1275,werfen::V,bacati,ρίχνω
1276,fangen::V,loviti,πιάνω
1277,fangen::V,hvatati,πιάνω
1278,packen::V,ščepati,τσακώνω
1279,packen::V,zgrabiti,τσακώνω
1280,verstecken::V,sakriti,κρύβω
1281,teilen::V,podijeliti,μερίζω
1282,schicken::V,slati,στέλνω
1283,bringen::V,donijeti,φέρνω
1284,hinzufügen::V,dodati,προσθέτω
1285,hinzufügen::V,pridati,προσθέτω
1286,bekommen::V,dobiti,προσκομίζω
1287,erhalten::V,primiti,παίρνω
1288,erhalten::V,primiti,λαμβάνω
1289,nehmen::V,uzeti,πιάνω
1290,nehmen::V,uzeti,παίρνω
1291,wählen::V,izabrati,εκλέγω
1292,auswählen::V,odabrati,διαλέγω
1293,bewahren::V,sačuvati,διατηρώ
1294,behindern::V,smetati,εμποδίζω
1295,verderben::V,pokvariti,χαλώ
1296,beschädigen::V,oštetiti,ζημιώνω
1297,zerbrechen::V,razbiti,σπάζω
1298,zerbrechen::V,prelomiti,σπάζω
1299,zerreißen::V,poderati,σχίζω
1300,zerreißen::V,rastrgnuti,σχίζω
1301,zerstören::V,razoriti,καταστρέφω
1302,zerstören::V,razrušiti,καταστρέφω
1303,verbrennen::V,spaliti,καίω
1304,verbrennen::V,sagorjeti,καίω
1305,geben::V,dati,δίνω
1306,reichen::V,pružiti,δίνω
1307,schenken::V,darivati,χαρίζω
1308,versprechen::V,obećati,υπόσχομαι
1309,wünschen::V,željeti,εύχομαι
1310,loben::V,hvaliti,επαινώ
1311,küssen::V,ljubiti,φιλώ
1312,wiegen::V,njihati,κουνώ
1313,wiegen::V,njihati,νανουρίζω
1314,wiegen::V,ljuljati,κουνώ
1315,wiegen::V,ljuljati,νανουρίζω
1316,zudecken::V,pokriti,σκεπάζω
1317,wecken::V,probuditi,ξυπνώ
1318,zeigen::V,pokazati,δείχνω
1319,führen::V,voditi,οδηγώ
1320,lehren::V,učiti,διδάσκω
1321,unterrichten::V,poučiti,διδάσκω
1322,aufziehen::V,uzgajati,ανατρέφω
1323,leiten::V,upravljati,ηγούμαι
1324,leiten::V,upravljati,διευθύνω
1325,antreiben::V,natjeravati,σπρώχνω
1326,antreiben::V,natjeravati,παρακινώ
1327,lassen::V,dati,αφήνω
1328,einladen::V,pozvati,προσκαλώ
1329,vereinigen::V,ujediniti,ενώνω
1330,besuchen::V,posjetiti,επισκέπτομαι
1331,treffen::V,sresti,συναντώ
1332,sich versammeln::V,okupiti se,μαζεύομαι
1333,spielen::V,igrati se,παίζω
1334,singen::V,pjevati,τραγουδώ
1335,tanzen::V,plesati,χορεύω
1336,sich trennen::V,razići se,αποχωρίζομαι
1337,verlassen::V,ostaviti,εγκαταλείπω
1338,verlassen::V,napustiti,εγκαταλείπω
1339,retten::V,spasiti,σώζω
1340,bewachen::V,čuvati,φρουρώ
1341,bewachen::V,stražariti,φρουρώ
1342,schützen::V,čuvati,προστατεύω
1343,verteidigen::V,obraniti,υπερασπίζω
1344,sich schlagen::V,biti se,χτυπιέμαι
1345,sich schlagen::V,udariti se,χτυπιέμαι
1346,schießen::V,pucati,πυροβολώ
1347,schießen::V,strijeljati,πυροβολώ
1348,siegen::V,pobijediti,νικώ
1349,ärgern::V,ljutiti,τσαντίζω
1350,schlagen::V,biti,χτυπώ
1351,schlagen::V,udariti,χτυπώ
1352,treten::V,šutnuti,κλοτσώ
1353,stechen::V,ubosti,τρυπώ
1354,stoßen::V,gurnuti,ωθώ
1355,stoßen::V,gurnuti,σπρώχνω
1356,stehlen::V,ukrasti,κλέβω
1357,stören::V,smetati,διαταράσσω
1358,belästigen::V,smetati,ενοχλώ
1359,belästigen::V,dosaditi,ενοχλώ
1360,verbergen::V,skriti,κρύβω
1361,täuschen::V,obmanuti,παραπλανώ
1362,betrügen::V,prevarati,απατώ
1363,töten::V,ubiti,σκοτώνω
1364,töten::V,ubiti,θανατώνω
1365,wohnen::V,stanovati,μένω
1366,wohnen::V,stanovati,κατοικώ
1367,arbeiten::V,raditi,δουλεύω
1368,arbeiten::V,raditi,εργάζομαι
1369,sammeln::V,sabrati,μαζεύω
1370,sammeln::V,sabrati,συλλέγω
1371,pflücken::V,ubrati,κόβω
1372,jagen::V,loviti,κυνηγώ
1373,fischen::V,ribati,ψαρεύω
1374,fischen::V,loviti ribu,ψαρεύω
1375,fassen::V,uloviti,πιάνω
1376,hüten::V,pasti,φυλάγω
1377,hüten::V,pasti,προσέχω
1378,treiben::V,goniti,οδηγώ
1379,anbinden::V,privezati,δένω
1380,füttern::V,hraniti,ταΐζω
1381,melken::V,musti,αρμέγω
1382,hacken::V,sjeckati,κόβω
1383,gießen::V,politi,ποτίζω
1384,reifen::V,sazreti,ωριμάζω
1385,zubereiten::V,prigotoviti,ετοιμάζω
1386,kochen::V,kuhati,βράζω
1387,backen::V,peći,ψήνω
1388,braten::V,peći,τηγανίζω
1389,braten::V,pržiti,τηγανίζω
1390,umrühren::V,promiješati,ανακατεύω
1391,stricken::V,plesti,πλέκω
1392,nähen::V,šiti,ράβω
1393,färben::V,obojiti,βάφω
1394,färben::V,obojiti,χρωματίζω
1395,reinigen::V,očistiti,καθαρίζω
1396,reinigen::V,počistiti,καθαρίζω
1397,waschen::V,prati,πλένω
1398,abwischen::V,otrti,σφουγγίζω
1399,spülen::V,isprati,ξεπλένω
1400,spülen::V,oplakati,ξεπλένω
1401,fegen::V,mesti,σκουπίζω
1402,fegen::V,pomesti,σκουπίζω
1403,kehren::V,mesti,σκουπίζω
1404,baden::V,kupati se,κάνω μπάνιο
1405,sich waschen::V,umiti se,πλένομαι
1406,sich waschen::V,prati se,πλένομαι
1407,ausziehen::V,svući,βγάζω
1408,anziehen::V,obući,φορώ
1409,sich anziehen::V,obući se,ντύνομαι
1410,kämmen::V,češljati,χτενίζω
1411,schmücken::V,uresiti,στολίζω
1412,schmücken::V,nakititi,στολίζω
1413,sagen::V,reći,λέω
1414,sagen::V,kazati,λέω
1415,sprechen::V,govoriti,μιλώ
1416,reden::V,govoriti,μιλώ
1417,reden::V,govoriti,κουβεντιάζω
1418,reden::V,besjediti,μιλώ
1419,reden::V,besjediti,κουβεντιάζω
1420,sich unterhalten::V,razgovarati se,συνομιλώ
