,Concept_ID,bn,ba
676,von hier::ADV,ত্রই স্তান হইতে,ошонан
677,dort::ADV,ওখানে,шунда
678,dort::ADV,ওখানে,тегендә
679,dorthin::ADV,ওখানে,шунда
680,dorthin::ADV,ওখানে,тегеләй
681,geradeaus::ADV,অগ্রগামী,тура
682,vorwärts::ADV,সন্মুখিকে,алға
683,rückwärts::ADV,খিরিয়া,кирегә
684,zurück::ADV,পিঠ,кирегә
685,unten::ADV,নীচে,түбәндә
686,hinab::ADV,নিম্নগামী,түбәнгә
687,oben::ADV,উপরে,юғарыла
688,hinauf::ADV,উচ্চতর অংশে,юғарыға
689,überall::ADV,সর্বত্র,бөтә урында
690,nicht::ADV,না,тугел
691,ein wenig::ADV,অল্প,аҙ
692,kaum::ADV,কষ্টসহকাবে,көскә
693,kaum::ADV,কষ্টসহকাবে,саҡ-саҡ
694,sehr::ADV,খুব,ифат
695,so::ADV,তত,шулай
696,noch::ADV,এখন পর্যস্ত,йәнә
697,nur::ADV,শুধু,бары
698,schon::ADV,ইতঃপুর্বে,инде
699,wieder::ADV,আবার,тағы
700,vergebens::ADV,বিফলে,бушҡа
701,vor::PRP,সম্মুখে,алдында
702,hinter::PRP,পশ্চাতে,артында
703,unter::PRP,নীচে,аҫтында
704,durch::PRP,দ্বারা,үтә
705,neben::PRP,কাছে,эргәһендә
706,zwischen::PRP,মধ্যে,араһында
707,wegen::PRP,জন্য,өсөн
708,wegen::PRP,জন্য,сәбәпле
709,dies::PRN,এটা,был
710,dies::PRN,এটা,ошо
711,das::PRN,ওটা,ул
712,alles::PRN,সব,бөтә
713,ich::PRN,আমি,мин
714,du::PRN,তুমি,һин
715,er::PRN,উনি,ул
716,wir::PRN,আমরা,беҙ
717,ihr::PRN,তোমরা,һеҙ
718,sie::PRN,তারা,улар
719,was::FPRN,কি,ә
720,was::FPRN,কি,ни
721,was::FPRN,কি,нәмә
722,wer::FPRN,কে,ҡем
723,wo::FADV,কোথায়,ҡайҙа
724,wohin::FADV,কোথায়,ҡайҙа
725,wie::FADV,কেমন,инидәй
726,warum::FADV,কেন,ин өсөн
727,wieviel::FNUM,কত,күпме
728,eins::NUM,অক,бер
729,zwei::NUM,দুই,ике
730,zwei::NUM,দুই,икәү
731,drei::NUM,তিন,өс
732,vier::NUM,চার,дүрт
733,fünf::NUM,পাঁচ,биш
734,sechs::NUM,ছয়,алты
735,sieben::NUM,সাত,ете
736,acht::NUM,আট,һигеҙ
737,neun::NUM,নয়,туғыҙ
738,zehn::NUM,দশ,ун
739,elf::NUM,এগারো,ун бер
740,zwölf::NUM,দ্বাদশ,ун ике
741,zwanzig::NUM,বিশ,егерме
742,dreißig::NUM,ত্রিশ,утыҙ
743,vierzig::NUM,চল্লিশ,ҡырҡ
744,fünfzig::NUM,পঞ্চাশ,илле
745,sechzig::NUM,ষাট,алтмыш
746,siebzig::NUM,সত্তর,етмеш
747,achtzig::NUM,আশি,һикһән
748,neunzig::NUM,নব্বুই,туҡһан
749,hundert::NUM,শত,йөҙ
750,tausend::NUM,হাজার,мең
751,und::CNJ,আর,да
752,und::CNJ,এবং,да
753,oder::CNJ,বা,йәки
754,stehen::V,দাঁড়ানো,тороу
755,sitzen::V,বসা,ултырыу
756,liegen::V,শোয়া,ятыу
757,hängen::V,ঝোলা,аҫылынып тороу
758,werden::V,হইয়া উঠা,булыу
759,passieren::V,ঘটা,булыу
760,beginnen::V,আরম্ভ হওয়া,башлау
761,enden::V,শেষ হওয়া,бөтөү
762,enden::V,শেষ হওয়া,тамамланыү
763,wechseln::V,রূপাস্তর করা,үҙгәреү
764,aufgehen[Sonne]::V,উদিত হওয়া,ҡалҡыу
765,untergehen[Sonne]::V,অস্ত যাওয়া,байыу
766,scheinen[Sonne]::V,আলো দেওয়া,яҡтыртып тороу
767,donnern::V,বজ্রধ্বনি করা,күкрәү
768,wehen::V,প্রবাহিত হওয়া,иҫеү
769,strömen::V,প্রবাহিত হওয়া,ташыу
770,fließen::V,ছুটা,ағыу
771,sich drehen::V,পাক খাওয়া,әйләнеү
772,schwanken::V,দোলা,тирбәлеү
773,schwingen::V,দোলা,бәүетеү
774,fallen::V,পড়া,йығылыу
775,brennen::V,সেঁকা,яныу
776,rauchen::V,ধোঁয়া ছড়ান,төтәү
777,regnen::V,বর্ষণ_করা,ямғыр яуа
778,gefrieren::V,হিমায়িত হওয়া,туңыү
779,tauen::V,গলা,иреү
780,schmelzen::V,গলা,иреү
781,trocknen::V,শুষ্ক করা,кибеү
782,sieden::V,ফোঁড়া,ҡайнау
783,faulen::V,ক্ষয় হওয়া,сереу
784,verfaulen::V,ক্ষয় হওয়া ,сереу
785,reißen::V,ছিঁড়া,өҙөү
786,reißen::V,ছিঁড়া,йыртылыу
787,versinken::V,ডুবা,батыу
788,vergehen::V,যাওয়া,үтеү
789,erscheinen::V,আসা,килеп сығыу
790,verschwinden::V,অদৃশ্য হওয়া,юғалыу
791,sinken::V,হ্রাস হওয়া,түбәнәйеү
792,abnehmen::V,হ্রাস হওয়া,кәметеү
793,zunehmen::V,বৃদ্ধি পাওয়া,артыу
794,steigen::V,ওঠা,күтәрелеү
795,wachsen::V,বড় হওয়া,үҫеү
796,glänzen::V,জ্বলা,ялтырау
797,funkeln::V,জ্বল্জ্বল করা,баҙлау
798,läuten::V,রুসুঝুসু করা,ҡағыу
799,klingeln::V,বাজা,ҡағыу
800,klingeln::V,বাজা,шылтыратыу
801,klirren::V,টুংটাং-শব্দ করা,шылтыратыу
802,brausen::V,গর্জন করা,ҡотороноу
803,rauschen::V,মর্মরধ্বনি করা,шыптырлау
804,klingen::V,শব্দ করা,яңғырау
805,bellen::V,ঘেউ ঘেউ করা,өрөү
806,heulen::V,গর্জন করা,олоу
807,blasen::V,ফুঁ দেওয়া,өрөү
808,pfeifen::V,শিস্ দেওয়া,һызғырып ебәреү
809,schreien::V,চিৎকার করা,ҡысҡырыу
810,stöhnen::V,গোঁ-গো করা,уңғырашыу
811,zittern::V,কাঁপা,ҡалтырау
812,leben::V,বাঁচা,йәшәү
813,geboren werden::V,জন্মানো,тыуыу
814,atmen::V,শ্বাস ফেলা,тын алыү
815,trinken::V,পান করা,эсеү
816,essen::V,ভক্ষণ করা,ашау
817,schlucken::V,গেলা,йотоу
818,müde werden::V,পরিশ্রান্ত হওয়া,арыу
819,einschlafen::V,নিদ্রামগ্ন হওয়া,йоҡлап китеү
820,schlafen::V,নিদ্রা যাওয়া,йоҡлау
821,aufwachen::V,জাগা,уяныу
822,aufstehen::V,জাগা,тороу
823,sich erholen::V,আরাম করা,ял итеү
824,krank werden::V,অসুস্থ হত্তয়া,сирләү
825,krank sein::V,রূগ্ণ হত্তয়া,сирләү
826,schmerzen::V,কন্কন করা,ауыртыу
827,husten::V,কাশা,йүтәлләү
828,genesen::V,আরোগ্য হওয়া,һауығыу
829,sterben::V,মারা যাওয়া,үлеү
830,umkommen::V,মারা যাওয়া,һәләк булыу
831,sich bewegen::V,চলা,хәрәкәт итеү
832,sich rühren::V,নড়া,ҡуҙғалыу
833,sich erheben::V,উদিত হওয়া,тороу
834,sich setzen::V,বসা,ултырыу
835,hinfallen::V,পড়া,ҡолау
836,laufen::V,হাঁটা,йөрөү
837,schreiten::V,হাঁটা,атлау
838,spazierengehen::V,পায়চারি করা,ял итеп йороү
839,eilen::V,ত্বরাম্বিত করা,ашығыу
840,eilen::V,ত্বরাম্বিত করা,ҡабаланыу
841,sich beeilen::V,ত্বরাম্বিত করা,ашығыу
842,sich beeilen::V,ত্বরাম্বিত করা,ҡабаланыу
843,sausen::V,ধেয়ে যাওয়া,елеү
844,rennen::V,চলা,йүгеп йөрөү
845,springen::V,লাফানো,һикереү
846,klettern::V,আরোহণ করা,үрмәләү
847,klettern::V,আরোহণ করা,үрмәләп менеү
848,schaukeln::V,দোলা,сайҡалыу
849,kriechen::V,হামাগুড়ি দেওয়া,шыуышыу
850,schwimmen::V,সাঁতার কাটা,йоҙөү
851,tauchen::V,ডোবা,сумыу
852,rudern::V,দাঁড় টানা,ишеү
853,fahren::V,চালান,йөрөү
854,fliegen::V,ওড়া,осоу
855,gehen::V,যাওয়া,барыу
856,weggehen::V,প্রস্থান করা,китеү
857,abfahren::V,প্রস্থান করা,сығыу
858,anhalten::V,থামা,тукталыу
859,hineingehen::V,ঢোকা,инеү
860,eintreten::V,ঢোকা,инеү
861,kommen::V,আসা,килеү
862,ankommen::V,আসা,килеү
863,zurückkommen::V,ফিরা,ҡайтыу
864,bleiben::V,থাকা,ҡалыу
865,warten::V,অপেক্ষা করা,көтөп тороу
866,erwarten::V,অপেক্ষা করা,көтөү
867,suchen::V,খোঁজ করা,эҙләү
868,finden::V,পাওয়া,табыу
869,versuchen::V,পরখ করা,тырышып ҡарау
870,vorbereiten::V,প্রস্তুত করা,әҙерләү
871,lieben::V,ভালবাসা,яратыу
872,mögen::V,পছন্দ করা,һөйөү
873,mögen::V,পছন্দ করা,яратыу
874,lachen::V,হাসা,көлөү
875,rühren::V,হৃদয়ম্পর্শ করা,ҡағылыу
876,weinen::V,কাঁদা,илау
877,schimpfen::V,নালিশ করা,һүгенеү
878,schimpfen::V,নালিশ করা,тиргәнеү
879,schimpfen::V,নালিশ করা,һуҡраныу
880,sich ärgern::V,রাগ হত্তয়া,асыуланыу
881,sich fürchten::V,ভয় করা,ҡурҡыу
882,fürchten::V,ডরা,ҡурҡыу
883,fliehen::V,পালানো,ҡасыу
884,flüchten::V,পালানো,ҡасыу
885,sehen::V,দেখা,күреү
886,anschauen::V,দেখা,ҡарау
887,ansehen::V,দেখা,ҡарау
888,ansehen::V,দেখা,тикшереү
889,hören::V,শোনা,ишетеү
890,zuhören::V,শোনা,тыңлау
891,probieren::V,পরখ করা,татыу
892,riechen::V,শুঁকা,еҫкәү
893,fühlen::V,অনুভব করা,тойоу
894,scheinen::V,মনে হত্তয়া,кеүек күренеү
895,scheinen::V,মনে হত্তয়া,тойолоу
896,zu sehen sein::V,দেখা দেত্তয়া,күренеү
897,vernehmen::V,শোনা,ишетеү
898,frieren::V,শীত লাগা,туңыү
899,tun::V,করা,яһау
900,tun::V,করা,әшләү
901,können::V,পারা,алыу
902,können::V,পারা,мөмкин булыу
903,wollen::V,ইচ্ছা করা,теләү
904,anfangen::V,আরম্ভ করা,башлау
905,beenden::V,শেষ করা,бөтөрөү
906,beenden::V,শেষ করা,тамамлау
907,aufhören::V,থামা,туктау
908,gelingen::V,সিদ্ধিলাভ করা,уңышлы булыу
909,geraten::V,পরিণত হত্তয়া,булып сығыу
910,öffnen::V,খোলা,асыу
911,schließen::V,বন্ধ করা,йомоу
912,stellen::V,স্থাপন করা,ҡуйыу
913,setzen::V,স্থাপন করা,урынлаштырыу
914,legen::V,স্থাপন করা,һалыу
915,berühren::V,স্পর্শ করা,тейеү
916,berühren::V,স্পর্শ করা,ҡағылыу
917,verbinden::V,সংযুক্ত করা,ҡушыу
918,verbinden::V,সংযুক্ত করা,бәйләү
919,bedecken::V,ঢাকা,ҡаплау
920,aufhängen::V,ঝুলানো,элеү
921,anzünden::V,জ্বালান,тоҡандырыу
922,aufheben::V,কুড়াইয়া তোলা,мендереү
923,zurücklassen::V,পরিত্যাগ করা,ҡалдырыу
924,verlieren::V,হারান,юғалтыу
925,fallen lassen::V,ফেলা,төшөрөп ебәреү
926,machen::V,গঠন করা,яһау
927,machen::V,গঠন করা,эшләү
928,herstellen::V,সৃষ্টি করা,эшләп сығарыу
929,bauen::V,নির্মাণ করা,төҙөү
930,reparieren::V,মেরামত করা,төҙәтеү
931,verbessern::V,উন্নতিলাভ করা,яҡшыртыу
932,ändern::V,পরিবর্তিত করা,үҙгәртеү
933,graben::V,খনন করা,ҡаҙыу
934,beugen::V,নোয়া,бөгөү
935,biegen::V,নোয়া,бөгөү
936,drehen::V,ঘোরান,өйрөлтөү
937,drehen::V,ঘোরান,әйләндереү
938,wenden::V,উলটাইয়া দেত্তয়া,әйләндереү
939,umdrehen::V,উলটানো,түңкәреү
940,heben::V,উত্তোলন করা,күтәреү
941,heben::V,উত্তোলন করা,мендереү
942,hochheben::V,উঁচু করা,күтәреү
943,ergreifen::V,দখল করা,тотоп алыу
944,halten::V,ধরা,тотоу
945,drücken::V,টেপা,ҡыҫыу
946,schieben::V,ঠেলা,этеү
947,schieben::V,ঠেলা,төртөү
948,kratzen::V,চাঁচা,ҡырыу
949,lecken::V,চাটা,ялау
950,beißen::V,দংশন করা,тешләү
951,abreißen::V,বিচ্ছিন্ন করা,өҙөү
952,abschneiden::V,বিচ্ছিন্ন করা,ҡырҡыу
953,binden::V,বন্ধন করা,бәйләү
954,stecken::V,বিদ্ধ করা,ҡаҙау
955,brechen::V,ভাঙা,боҙоу
956,klopfen::V,আঘাত করা,шаҡылдау
957,hauen::V,আঘাত করা,туҡмау
958,kleben::V,সাঁটা,йәбештереү
959,reiben::V,ঘষা,ыуыу
960,reiben::V,ঘষা,ышҡыу
961,streichen::V,ছড়াইয়া,яғыу
962,schleifen::V,ধার দেওয়া,үткерләү
963,schneiden::V,কাটা,ҡырҡыу
964,rütteln::V,নাড়ান,һелкетеү
965,schütteln::V,নড়া,һелкетеү
966,schwenken::V,দোলা,болғау
967,schütten::V,বর্ষণ করা,ҡойоу
968,füllen::V,পরিপূর্ণ করা,тултырыу
969,einwickeln::V,মুড়া,төрөү
970,tragen::V,বহন করা,алып барыу
971,schleppen::V,টানা,һөйрәү
972,ziehen::V,টানা,тартыу
973,aufbewahren::V,রাখা,һаҡлау
974,werfen::V,ছুড়া,ырғытыу
975,fangen::V,লোফা,тотоу
976,packen::V,ধরা,етеү
977,packen::V,ধরা,тотоп алыу
978,verstecken::V,গোপন করা,йәшереү
979,teilen::V,বিভক্ত করা,бүлеү
980,schicken::V,প্রেরণ করা,ебәреү
981,bringen::V,আনা,килтереү
982,hinzufügen::V,একত্র করা,өтәү
983,bekommen::V,পাওয়া,алыу
984,erhalten::V,পাওয়া,алыу
985,nehmen::V,নেওয়া,алыу
986,wählen::V,বাছা,һайлаү
987,auswählen::V,বাছা,һайлап алыу
988,bewahren::V,বাঁচাইয়া রাখা,һаҡлау
989,behindern::V,বাধা দেওয়া,тотҡарлыҡ яһау
990,verderben::V,নষ্ট করা,боҙоу
991,beschädigen::V,ক্ষতি করা,боҙоу
992,zerbrechen::V,ভাঙ্গিয়া যাওয়া,ҡыйратыу
993,zerreißen::V,ছিঁড়া,йыртыу
994,zerstören::V,বিনাশ করা,емереү
995,verbrennen::V,দহন করা,үртәү
996,geben::V,দেওয়া,биреү
997,reichen::V,দেওয়া,биреү
998,schenken::V,উপহার দেত্তয়া,бүләк итеү
999,versprechen::V,প্রতিশ্রুতি দেওয়া,вәғәҙә биреү
1000,wünschen::V,আকাঙ্ক্ষা করা,теләу
1001,loben::V,প্রশংসা করা,маҡтау
1002,küssen::V,চুম্বন করা,үбеү
1003,wiegen::V,দুলানো,бәүетеү
1004,wiegen::V,দুলানো,тирбәтеү
1005,zudecken::V,ঢাকা,ҡаплау
1006,wecken::V,জাগানো,уятыу
1007,zeigen::V,দেখানো,күрһәтеү
1008,führen::V,পথ দেখানো,етәкләү
1009,lehren::V,শেখানো,уҡытыу
1010,lehren::V,শেখানো,өйрәтеү
1011,unterrichten::V,শিক্ষা দেওয়া,уҡытыу
1012,aufziehen::V,পালন করা,тәрбиәле
1013,leiten::V,পরিচালনা করা,етәкләү
1014,leiten::V,পরিচালনা করা,етәкселек итеү
1015,antreiben::V,চালনা করা,ашыҡтырыу
1016,lassen::V,অনুমতি দেওয়া,мәжбүр итеү
1017,einladen::V,নিমন্ত্রণ করা,саҡырыу
1018,vereinigen::V,এক করা,берләштереү
1019,besuchen::V,দেখিতে যাওয়া,килеп сығыу
1020,treffen::V,সন্মুখীন হওয়া,тойоү
1021,treffen::V,সন্মুখীন হওয়া,осратыу
1022,treffen::V,সন্মুখীন হওয়া,ҡаршылау
1023,sich versammeln::V,জড়ো হওয়া,йыйылыу
1024,spielen::V,খেলা,тартыу
1025,singen::V,গাওয়া,йырлау
1026,tanzen::V,নাচা,бейеү
1027,sich trennen::V,পৃথক করা,айырылышыу
1028,verlassen::V,পরিত্যাগ করা,ташлау
1029,verlassen::V,পরিত্যাগ করা,ташлап китеү
1030,retten::V,উদ্ধার করা,ҡотҡарыу
1031,bewachen::V,পাহারা দেওয়া,һаҡлау
1032,schützen::V,রক্ষা করা,һаҡлау
1033,verteidigen::V,রক্ষা করা,яҡлау
1034,sich schlagen::V,লড়াই করা,һуғышыу
1035,schießen::V,তীরবেগে ছোটা,атыу
1036,siegen::V,জেতা,еңеү
1037,ärgern::V,বিরক্ত করা,асыуландырыу
1038,schlagen::V,আঘাত করা,бәреү
1039,schlagen::V,আঘাত করা,туҡмау
1040,treten::V,লাথি মারা,тибеү
1041,treten::V,লাথি মারা,типкеләү
1042,stechen::V,দংশন করা,сәнсеү
1043,stoßen::V,ঠেলা,этеү
1044,stoßen::V,ঠেলা,төртөү
1045,stehlen::V,অপহরণ করা,урлау
1046,stören::V,ঘাঁটান,ҡамасаулау
1047,belästigen::V,বিরক্ত করা,бимазалау
1048,belästigen::V,বিরক্ত করা,ҡамасаулау
1049,verbergen::V,গোপন করা,йәшереү
1050,täuschen::V,প্রবঞ্চনা করা,ултыртыу
1051,betrügen::V,প্রতারণা করা,алдау
1052,töten::V,হত্যা করা,үлтереү
1053,wohnen::V,বাস করা,йәшәү
1054,arbeiten::V,কাজ করা,эшләү
1055,sammeln::V,সংগ্রহ করা,йыйыу
1056,pflücken::V,চয়ন করা,өҙөү
1057,jagen::V,শিকার করা,аулау
1058,fischen::V,মাছ ধরা,аулау
1059,fassen::V,ধরা,тотоу
1060,hüten::V,যুথভুক্ত করা,көтөү
1061,treiben::V,চালনা করা,ҡыуыу
1062,anbinden::V,বন্ধন করা,бәйләү
1063,füttern::V,ভোজন করানো,ашатыу
1064,melken::V,দুগ্ধ দোহন করা,һауыү
1065,hacken::V,কাটা,турау
1066,hacken::V,কাটা,тапау
1067,gießen::V,বর্ষণ করা,ҡойоу
1068,reifen::V,পাকা,өлғөрөү
1069,zubereiten::V,রন্ধন করা,бешереү
1070,kochen::V,রন্ধন করা,бешереү
1071,backen::V,সেকা,бешереү
1072,braten::V,ভাজা,ҡурыу
1073,umrühren::V,নড়ানো,ҡатнаштырыу
1074,stricken::V,বোনা,бәйләү
1075,nähen::V,সেলাই করা,тегеү
1076,färben::V,রঞ্জিত করা,буяу
1077,reinigen::V,পরিষ্কার করা,таҙартыу
1078,waschen::V,পরিষ্কার করা,йыуыу
1079,abwischen::V,মুছা,һөртөү
1080,spülen::V,পরিষ্কার করা,сайҡау
1081,fegen::V,ঝাঁট দেওয়া,һепереү
1082,kehren::V,ঝাঁট দেওয়া,һепереү
1083,baden::V,অবগাহন করা,һыу инеү
1084,sich waschen::V,ধোয়া,йыуыныу
1085,ausziehen::V,খুলা,сисеү
1086,anziehen::V,গায়ে দেত্তয়া,кейеү
1087,sich anziehen::V,পোশাক পরা,кейенеү
1088,kämmen::V,আঁচড়ানো,тарау
1089,schmücken::V,সাজান করা,биҙәү
1090,sagen::V,উচ্চারণ করা,әйтеү
1091,sprechen::V,বলা,әйтеү
1092,sprechen::V,বলা,һөйләшеү
1093,reden::V,আলাপ করা,һөйләшеү
1094,sich unterhalten::V,আড্ডা দেওয়া,әңгәмәләшеү
1095,fragen::V,জিজ্ঞাসা করা,һорау
1096,bitten::V,প্রার্থনা করা,үтенеү
1097,erzählen::V,বর্ণনা করা,һөйләү
1098,mitteilen::V,বলা,әйтеү
1099,nennen::V,নাম দেওয়া,атау
1100,nennen::V,নাম দেওয়া,исемләү
1101,rufen::V,আমন্ত্রণ করা,саҡырыу
1102,prahlen::V,বড়াই করা,маҡтаныу
1103,prahlen::V,বড়াই করা,шапырыныу
1104,übersetzen::V,ভাষাস্তরিত করা,тәржемә итеү
1105,denken::V,ভাবা,уйлау
1106,glauben::V,বিশ্বাস করা,ышаныу
1107,bemerken::V,লক্ষ্য করা,күреү
1108,erkennen::V,চিনিতে পারা,таныу
1109,begreifen::V,উপলব্ধি করা,аңлау
1110,verstehen::V,উপলব্ধি করা,аңлау
1111,lernen::V,শেখা,өйрәнеү
1112,wissen::V,জানা,белеү
1113,sich erinnern an::V,মনে করা,хәтергә алыу
1114,vergessen::V,বিস্মৃত হওয়া,онотоу
1115,messen::V,মাপা,үлсәү
1116,zählen::V,গণনা করা,һанау
1117,rechnen::V,হিসাব করা,һанау
1118,lesen::V,পাঠ করা,уҡыу
1119,malen::V,আঁকা,һүрәт яһау
1120,malen::V,আঁকা,рәсем төшөрөү
1121,zeichnen::V,ছকা,һүрәт яһау
1122,zeichnen::V,ছকা,рәсем төшөрөү
1123,schreiben::V,লেখা,яҙыу
1124,besitzen::V,অধিকার করা,биләү
1125,kaufen::V,ক্রয় করা,һатып алыу
1126,verkaufen::V,বেচা,һатыу
1127,bezahlen::V,প্রদান করা,түләү
1128,zahlen::V,প্রদান করা,түләү
1129,beherrschen::V,শাসন করা,биләү
1130,ertragen::V,বহন করা,түҙеү
1131,lärmen::V,,шаулау
