,Concept_ID,bn,zh
734,brausen::V,গর্জন করা,疾驶
735,rauschen::V,মর্মরধ্বনি করা,
736,klingen::V,শব্দ করা,听起来
737,bellen::V,ঘেউ ঘেউ করা,吠
738,heulen::V,গর্জন করা,嗥
739,blasen::V,ফুঁ দেওয়া,吹
740,pfeifen::V,শিস্ দেওয়া,吹口哨
741,schreien::V,চিৎকার করা,叫喊
742,stöhnen::V,গোঁ-গো করা,呻吟
743,zittern::V,কাঁপা,颤抖
744,leben::V,বাঁচা,生存
745,geboren werden::V,জন্মানো,出生
746,atmen::V,শ্বাস ফেলা,呼吸
747,trinken::V,পান করা,喝
748,essen::V,ভক্ষণ করা,吃
749,schlucken::V,গেলা,咽
750,müde werden::V,পরিশ্রান্ত হওয়া,疲倦
751,einschlafen::V,নিদ্রামগ্ন হওয়া,入睡
752,schlafen::V,নিদ্রা যাওয়া,睡觉
753,aufwachen::V,জাগা,睡醒
754,aufstehen::V,জাগা,起床
755,sich erholen::V,আরাম করা,休养
756,krank werden::V,অসুস্থ হত্তয়া,生病
757,krank sein::V,রূগ্ণ হত্তয়া,生病
758,schmerzen::V,কন্কন করা,疼痛
759,husten::V,কাশা,咳
760,genesen::V,আরোগ্য হওয়া,痊愈
761,sterben::V,মারা যাওয়া,死
762,umkommen::V,মারা যাওয়া,丧命
763,sich bewegen::V,চলা,移动
764,sich rühren::V,নড়া,动弹
765,sich erheben::V,উদিত হওয়া,站起
766,sich setzen::V,বসা,坐
767,hinfallen::V,পড়া,跌倒
768,laufen::V,হাঁটা,步行
769,schreiten::V,হাঁটা,迈步
770,spazierengehen::V,পায়চারি করা,散步
771,eilen::V,ত্বরাম্বিত করা,急忙
772,sich beeilen::V,ত্বরাম্বিত করা,赶快
773,sausen::V,ধেয়ে যাওয়া,疾驰
774,rennen::V,চলা,奔跑
775,springen::V,লাফানো,跳
776,klettern::V,আরোহণ করা,攀缘
777,schaukeln::V,দোলা,荡秋千
778,kriechen::V,হামাগুড়ি দেওয়া,爬行
779,schwimmen::V,সাঁতার কাটা,游泳
780,tauchen::V,ডোবা,潜水
781,rudern::V,দাঁড় টানা,划船
782,fahren::V,চালান,行驶
783,fliegen::V,ওড়া,飞
784,gehen::V,যাওয়া,走
785,weggehen::V,প্রস্থান করা,离去
786,abfahren::V,প্রস্থান করা,出发
787,anhalten::V,থামা,停住
788,hineingehen::V,ঢোকা,进去
789,eintreten::V,ঢোকা,进入
790,kommen::V,আসা,来
791,ankommen::V,আসা,到达
792,zurückkommen::V,ফিরা,回来
793,bleiben::V,থাকা,停留
794,warten::V,অপেক্ষা করা,等
795,erwarten::V,অপেক্ষা করা,等候
796,suchen::V,খোঁজ করা,找
797,finden::V,পাওয়া,找到
798,versuchen::V,পরখ করা,尝试
799,vorbereiten::V,প্রস্তুত করা,预备
800,lieben::V,ভালবাসা,爱
801,mögen::V,পছন্দ করা,喜欢
802,lachen::V,হাসা,笑
803,rühren::V,হৃদয়ম্পর্শ করা,
804,weinen::V,কাঁদা,哭
805,schimpfen::V,নালিশ করা,骂
806,sich ärgern::V,রাগ হত্তয়া,生气
807,sich fürchten::V,ভয় করা,害怕
808,fürchten::V,ডরা,害怕
809,fliehen::V,পালানো,逃走
810,flüchten::V,পালানো,逃跑
811,sehen::V,দেখা,看
812,anschauen::V,দেখা,注视
813,ansehen::V,দেখা,注视
814,hören::V,শোনা,听
815,zuhören::V,শোনা,倾听
816,probieren::V,পরখ করা,尝
817,riechen::V,শুঁকা,闻
818,fühlen::V,অনুভব করা,感到
819,scheinen::V,মনে হত্তয়া,照耀
820,zu sehen sein::V,দেখা দেত্তয়া,可以看到
821,vernehmen::V,শোনা,审讯
822,frieren::V,শীত লাগা,觉得冷
823,tun::V,করা,作
824,können::V,পারা,能
825,wollen::V,ইচ্ছা করা,要
826,anfangen::V,আরম্ভ করা,开始
827,beenden::V,শেষ করা,结束
828,aufhören::V,থামা,停止
829,gelingen::V,সিদ্ধিলাভ করা,成功
830,geraten::V,পরিণত হত্তয়া,陷于
831,öffnen::V,খোলা,打开
832,schließen::V,বন্ধ করা,关
833,stellen::V,স্থাপন করা,放
834,setzen::V,স্থাপন করা,放
835,legen::V,স্থাপন করা,摆
836,berühren::V,স্পর্শ করা,触
837,verbinden::V,সংযুক্ত করা,联结
838,bedecken::V,ঢাকা,覆盖
839,aufhängen::V,ঝুলানো,挂
840,anzünden::V,জ্বালান,点
841,aufheben::V,কুড়াইয়া তোলা,拾起
842,zurücklassen::V,পরিত্যাগ করা,遗留
843,verlieren::V,হারান,丧失
844,fallen lassen::V,ফেলা,让掉下
845,machen::V,গঠন করা,做
846,herstellen::V,সৃষ্টি করা,生产
847,bauen::V,নির্মাণ করা,建造
848,reparieren::V,মেরামত করা,修理
849,verbessern::V,উন্নতিলাভ করা,改进
850,ändern::V,পরিবর্তিত করা,改变
851,graben::V,খনন করা,挖
852,beugen::V,নোয়া,弯下
853,biegen::V,নোয়া,弯
854,drehen::V,ঘোরান,转动
855,wenden::V,উলটাইয়া দেত্তয়া,转动
856,umdrehen::V,উলটানো,转动
857,heben::V,উত্তোলন করা,举起
858,hochheben::V,উঁচু করা,抬高
859,ergreifen::V,দখল করা,抓住
860,halten::V,ধরা,拿着
861,drücken::V,টেপা,压
862,schieben::V,ঠেলা,推
863,kratzen::V,চাঁচা,搔
864,lecken::V,চাটা,舔
865,beißen::V,দংশন করা,咬
866,abreißen::V,বিচ্ছিন্ন করা,撕下
867,abschneiden::V,বিচ্ছিন্ন করা,切断
868,binden::V,বন্ধন করা,捆
869,stecken::V,বিদ্ধ করা,插
870,brechen::V,ভাঙা,断裂
871,klopfen::V,আঘাত করা,敲
872,hauen::V,আঘাত করা,揍
873,kleben::V,সাঁটা,粘
874,reiben::V,ঘষা,摩擦
875,streichen::V,ছড়াইয়া,涂
876,schleifen::V,ধার দেওয়া,拖曳
877,schneiden::V,কাটা,切
878,rütteln::V,নাড়ান,颠簸
879,schütteln::V,নড়া,摇动
880,schwenken::V,দোলা,摇动
881,schütten::V,বর্ষণ করা,倒
882,füllen::V,পরিপূর্ণ করা,填满
883,einwickeln::V,মুড়া,包
884,tragen::V,বহন করা,提
885,schleppen::V,টানা,扛
886,ziehen::V,টানা,拉
887,aufbewahren::V,রাখা,保存
888,werfen::V,ছুড়া,扔
889,fangen::V,লোফা,捕捉
890,packen::V,ধরা,抓住
891,verstecken::V,গোপন করা,藏
892,teilen::V,বিভক্ত করা,分
893,schicken::V,প্রেরণ করা,派遣
894,bringen::V,আনা,带来
895,hinzufügen::V,একত্র করা,添加
896,bekommen::V,পাওয়া,得到
897,erhalten::V,পাওয়া,接到
898,nehmen::V,নেওয়া,拿
899,wählen::V,বাছা,挑选
900,auswählen::V,বাছা,选择
901,bewahren::V,বাঁচাইয়া রাখা,保持
902,behindern::V,বাধা দেওয়া,防碍
903,verderben::V,নষ্ট করা,败坏
904,beschädigen::V,ক্ষতি করা,损坏
905,zerbrechen::V,ভাঙ্গিয়া যাওয়া,破碎
906,zerreißen::V,ছিঁড়া,撕碎
907,zerstören::V,বিনাশ করা,毁坏
908,verbrennen::V,দহন করা,燃烧
909,geben::V,দেওয়া,给
910,reichen::V,দেওয়া,递给
911,schenken::V,উপহার দেত্তয়া,赠送
912,versprechen::V,প্রতিশ্রুতি দেওয়া,许诺
913,wünschen::V,আকাঙ্ক্ষা করা,祝
914,loben::V,প্রশংসা করা,表扬
915,küssen::V,চুম্বন করা,亲
916,wiegen::V,দুলানো,轻摇
917,zudecken::V,ঢাকা,盖上
918,wecken::V,জাগানো,唤起
919,zeigen::V,দেখানো,指
920,führen::V,পথ দেখানো,带领
921,lehren::V,শেখানো,教
922,unterrichten::V,শিক্ষা দেওয়া,讲课
923,aufziehen::V,পালন করা,抚养
924,leiten::V,পরিচালনা করা,领导
925,antreiben::V,চালনা করা,催促
926,lassen::V,অনুমতি দেওয়া,让
927,einladen::V,নিমন্ত্রণ করা,邀请
928,vereinigen::V,এক করা,统一
929,besuchen::V,দেখিতে যাওয়া,参观
930,treffen::V,সন্মুখীন হওয়া,会面
931,sich versammeln::V,জড়ো হওয়া,聚集
932,spielen::V,খেলা,玩
933,singen::V,গাওয়া,唱歌
934,tanzen::V,নাচা,跳舞
935,sich trennen::V,পৃথক করা,分别
936,verlassen::V,পরিত্যাগ করা,离开
937,retten::V,উদ্ধার করা,救
938,bewachen::V,পাহারা দেওয়া,守卫
939,schützen::V,রক্ষা করা,保护
940,verteidigen::V,রক্ষা করা,保卫
941,sich schlagen::V,লড়াই করা,打架
942,schießen::V,তীরবেগে ছোটা,射击
943,siegen::V,জেতা,获胜
944,ärgern::V,বিরক্ত করা,激怒
945,schlagen::V,আঘাত করা,打
946,treten::V,লাথি মারা,踢
947,stechen::V,দংশন করা,刺
948,stoßen::V,ঠেলা,撞
949,stehlen::V,অপহরণ করা,盗窃
950,stören::V,ঘাঁটান,干扰
951,belästigen::V,বিরক্ত করা,打搅
952,verbergen::V,গোপন করা,隐藏
953,täuschen::V,প্রবঞ্চনা করা,欺骗
954,betrügen::V,প্রতারণা করা,欺骗
955,töten::V,হত্যা করা,杀
956,wohnen::V,বাস করা,居住
957,arbeiten::V,কাজ করা,工作
958,sammeln::V,সংগ্রহ করা,收集
959,pflücken::V,চয়ন করা,采
960,jagen::V,শিকার করা,打猎
961,fischen::V,মাছ ধরা,捕鱼
962,fassen::V,ধরা,捉住
963,hüten::V,যুথভুক্ত করা,守护
964,treiben::V,চালনা করা,漂
965,anbinden::V,বন্ধন করা,拴
966,füttern::V,ভোজন করানো,喂
967,melken::V,দুগ্ধ দোহন করা,挤奶
968,hacken::V,কাটা,剁细
969,gießen::V,বর্ষণ করা,浇
970,reifen::V,পাকা,成熟
971,zubereiten::V,রন্ধন করা,
972,kochen::V,রন্ধন করা,煮
973,backen::V,সেকা,烤
974,braten::V,ভাজা,煎
975,umrühren::V,নড়ানো,搅拌
976,stricken::V,বোনা,织
977,nähen::V,সেলাই করা,缝
978,färben::V,রঞ্জিত করা,染色
979,reinigen::V,পরিষ্কার করা,清洁
980,waschen::V,পরিষ্কার করা,洗
981,abwischen::V,মুছা,擦掉
982,spülen::V,পরিষ্কার করা,清洗
983,fegen::V,ঝাঁট দেওয়া,扫
984,kehren::V,ঝাঁট দেওয়া,打扫
985,baden::V,অবগাহন করা,给...洗澡
986,sich waschen::V,ধোয়া,洗澡
987,ausziehen::V,খুলা,脱
988,anziehen::V,গায়ে দেত্তয়া,穿
989,sich anziehen::V,পোশাক পরা,穿衣
990,kämmen::V,আঁচড়ানো,梳
991,schmücken::V,সাজান করা,装饰
992,sagen::V,উচ্চারণ করা,说
993,sprechen::V,বলা,说
994,reden::V,আলাপ করা,讲
995,sich unterhalten::V,আড্ডা দেওয়া,聊天
996,fragen::V,জিজ্ঞাসা করা,问
997,bitten::V,প্রার্থনা করা,请
998,erzählen::V,বর্ণনা করা,叙述
999,mitteilen::V,বলা,通知
1000,nennen::V,নাম দেওয়া,叫做
1001,rufen::V,আমন্ত্রণ করা,叫
1002,prahlen::V,বড়াই করা,吹牛
1003,übersetzen::V,ভাষাস্তরিত করা,翻译
1004,denken::V,ভাবা,想
1005,glauben::V,বিশ্বাস করা,以为
1006,bemerken::V,লক্ষ্য করা,发觉
1007,erkennen::V,চিনিতে পারা,识别
1008,begreifen::V,উপলব্ধি করা,理解
1009,verstehen::V,উপলব্ধি করা,明白
1010,lernen::V,শেখা,学
1011,wissen::V,জানা,知道
1012,sich erinnern an::V,মনে করা,回忆
1013,vergessen::V,বিস্মৃত হওয়া,忘记
1014,messen::V,মাপা,测量
1015,zählen::V,গণনা করা,数
1016,rechnen::V,হিসাব করা,计算
1017,lesen::V,পাঠ করা,读
1018,malen::V,আঁকা,画
1019,zeichnen::V,ছকা,绘制
1020,schreiben::V,লেখা,写
1021,besitzen::V,অধিকার করা,占有
1022,kaufen::V,ক্রয় করা,买
1023,verkaufen::V,বেচা,卖
1024,bezahlen::V,প্রদান করা,付钱
1025,zahlen::V,প্রদান করা,支付
1026,beherrschen::V,শাসন করা,统治
1027,ertragen::V,বহন করা,忍耐
1028,lärmen::V,,吵闹
