,Concept_ID,kk,ba
746,fleißig::A,ұқыпты,тырыш
747,geizig::A,сараң,һаран
748,klug::A,жетік,аҡыллы
749,klug::A,ақылды,аҡыллы
750,geschickt::A,шебер,оҫта
751,lieb::A,абзал,яғымлы
752,lieb::A,айналайын,яғымлы
753,lustig::A,көңілді,күңелле
754,sanft::A,жуас,йыуаш
755,hungrig::A,аш,ас
756,krank::A,кеселді,сирле
757,krank::A,кеселді,ауырыу
758,nackt::A,жалаңаш,яланғас
759,traurig::A,қапа,яманһыу
760,lebendig::A,тірі,тере
761,lebendig::A,тірі,йәнле
762,lebendig::A,жанды,тере
763,lebendig::A,жанды,йәнле
764,gut::A,жақсы,яҡшы
765,schlecht::A,жаман,хөрт
766,schlecht::A,жаман,алама
767,richtig::A,дұрыс,дөрөҫ
768,schlimm::A,жаман,хөрт
769,schlimm::A,жаман,алама
770,wahr::A,нағыз,дөрөҫ
771,alt::A,ескі,иҫке
772,alt::A,ескі,боронғо
773,neu::A,жаңа,яңы
774,ehemalig::A,өткен,элекке
775,ehemalig::A,бұрынғы,элекке
776,alt[Lebewesen]::A,кексе,ҡарт
777,jung::A,науша,йәш
778,arm::A,кедей,фәҡир
779,arm::A,дәулетсіз,фәҡир
780,reich::A,малды,бай
781,bekannt::A,таныс,таныш
782,bekannt::A,көзтаныс,таныш
783,berühmt::A,атақты,атаҡлы
784,berühmt::A,атақты,данлыҡлы
785,fremd::A,бөтен,ят
786,fremd::A,бөтен,сит
787,verschieden::A,түрлі,төрлө
788,nah::A,жуық,яҡын
789,nah::A,етене,яҡын
790,fern::A,алыс,алыҫ
791,fern::A,алыс,йыраҡ
792,fern::A,алыстағы,алыҫ
793,fern::A,алыстағы,йыраҡ
794,linker::A,сол,һул
795,linker::A,солшыл,һул
796,rechter::A,оң,уң
797,anderer::A,өзге,бутән
798,anderer::A,былайғы,бутән
799,erster::A,алғашқы,тәүге
800,zweiter::A,екінші,икенсе
801,dritter::A,үшінші,өсөнсө
802,letzter::A,артқы,һуңғы
803,letzter::A,кейінгі,һуңғы
804,allein::ADV,серіксіз,бер үҙе
805,allein::ADV,серіксіз,яңғыҙ
806,auf einmal::ADV,бірден,бер юлы
807,zusammen::ADV,бірлесіп,бергә
808,lange::ADV,ұзақ,оҙаҡ
809,plötzlich::ADV,кенет,ҡапыл
810,sofort::ADV,әне-міне дегенше,шунда уҡ
811,später::ADV,артынан,һуңыраҡ
812,jetzt::ADV,енді,хәҙер
813,jetzt::ADV,қазір,хәҙер
814,heute::ADV,бүгін,бөгөн
815,morgen::ADV,ертең,иртәгә
816,bald::ADV,тез,тиҙҙән
817,dann::ADV,онан соң,һуңынан
818,dann::ADV,сонан соң,һуңынан
819,gestern::ADV,кеше,кисә
820,einst::ADV,бірде,ҡасандыр
821,einst::ADV,бірде,бер баҡыт
822,einst::ADV,бір кезде,ҡасандыр
823,einst::ADV,бір кезде,бер баҡыт
824,damals::ADV,анада,ул саҡта
825,danach::ADV,онан соң,һуңынан
826,danach::ADV,сонан соң,һуңынан
827,vorher::ADV,бұрын,элек
828,zuerst::ADV,әуелі,башта
829,zuerst::ADV,алдымен,башта
830,einmal::ADV,бір жолы,бер
831,manchmal::ADV,кейде,ҡайһы берҙә
832,oft::ADV,ылғи,йыш
833,immer::ADV,өнебойы,һәр ҡасан
834,niemals::ADV,ешуақытта,бер ҡасан да
835,niemals::ADV,ешуақытта,бер ваҡытта ла
836,hier::ADV,бұнда,бында
837,hier::ADV,осында,бында
838,hierhin::ADV,бермен,бында
839,von hier::ADV,бер жақтан,бынан
840,von hier::ADV,бер жақтан,ошонан
841,dort::ADV,анда,шунда
842,dort::ADV,анда,тегендә
843,dorthin::ADV,әрі,шунда
844,dorthin::ADV,әрі,тегеләй
845,geradeaus::ADV,тура,тура
846,vorwärts::ADV,ілгері,алға
847,rückwärts::ADV,артқа,кирегә
848,zurück::ADV,кейін қарай,кирегә
849,unten::ADV,төменде,түбәндә
850,hinab::ADV,астына,түбәнгә
851,hinab::ADV,төмен,түбәнгә
852,oben::ADV,жоғарыда,юғарыла
853,hinauf::ADV,өрге,юғарыға
854,überall::ADV,әрқайда,бөтә урында
855,nicht::ADV,емес,тугел
856,ein wenig::ADV,азырақ,аҙ
857,ein wenig::ADV,аздаған,аҙ
858,ein wenig::ADV,азғантай,аҙ
859,kaum::ADV,зорға,көскә
860,kaum::ADV,зорға,саҡ-саҡ
861,sehr::ADV,орасан,ифат
862,so::ADV,бұлай,шулай
863,so::ADV,былайша,шулай
864,noch::ADV,әлі,йәнә
865,nur::ADV,ғана,бары
866,schon::ADV,түге,инде
867,wieder::ADV,жаңа,тағы
868,wieder::ADV,қайта,тағы
869,wieder::ADV,жаңадан,тағы
870,vergebens::ADV,бекер,бушҡа
871,vor::PRP,алды,алдында
872,hinter::PRP,артынан,артында
873,unter::PRP,түп,аҫтында
874,unter::PRP,маңында,аҫтында
875,durch::PRP,арқылы,үтә
876,neben::PRP,іргеде,эргәһендә
877,neben::PRP,жанында,эргәһендә
878,zwischen::PRP,арада,араһында
879,wegen::PRP,үшін,өсөн
880,wegen::PRP,үшін,сәбәпле
881,dies::PRN,бұ,был
882,dies::PRN,бұ,ошо
883,dies::PRN,осы,был
884,dies::PRN,осы,ошо
885,das::PRN,сол,ул
886,alles::PRN,дүйім,бөтә
887,alles::PRN,күллі,бөтә
888,ich::PRN,мен,мин
889,du::PRN,сен,һин
890,er::PRN,ол,ул
891,wir::PRN,біз,беҙ
892,ihr::PRN,сіз,һеҙ
893,sie::PRN,олар,улар
894,was::FPRN,не,ә
895,was::FPRN,не,ни
896,was::FPRN,не,нәмә
897,wer::FPRN,кім,ҡем
898,wo::FADV,кәні,ҡайҙа
899,wo::FADV,қайда,ҡайҙа
900,wohin::FADV,қайда,ҡайҙа
901,wie::FADV,калай,инидәй
902,warum::FADV,неғып,ин өсөн
903,wieviel::FNUM,неше,күпме
904,wieviel::FNUM,қанша,күпме
905,eins::NUM,бір,бер
906,zwei::NUM,екі,ике
907,zwei::NUM,екі,икәү
908,drei::NUM,үш,өс
909,vier::NUM,төрт,дүрт
910,fünf::NUM,бес,биш
911,sechs::NUM,алты,алты
912,sieben::NUM,жеті,ете
913,acht::NUM,сегіз,һигеҙ
914,neun::NUM,тоғыз,туғыҙ
915,zehn::NUM,он,ун
916,elf::NUM,он бір,ун бер
917,zwölf::NUM,он екі,ун ике
918,zwanzig::NUM,жиырма,егерме
919,dreißig::NUM,отыз,утыҙ
920,vierzig::NUM,қырық,ҡырҡ
921,fünfzig::NUM,елу,илле
922,sechzig::NUM,алпыс,алтмыш
923,siebzig::NUM,жетпіс,етмеш
924,achtzig::NUM,сексен,һикһән
925,neunzig::NUM,тоқсан,туҡһан
926,hundert::NUM,жүз,йөҙ
927,tausend::NUM,мың,мең
928,und::CNJ,та,да
929,oder::CNJ,әлде,йәки
930,oder::CNJ,немесе,йәки
931,stehen::V,тұру,тороу
932,sitzen::V,отыру,ултырыу
933,liegen::V,жату,ятыу
934,hängen::V,ілу,аҫылынып тороу
935,werden::V,болу,булыу
936,werden::V,түрегелу,булыу
937,passieren::V,болу,булыу
938,beginnen::V,басталу,башлау
939,enden::V,ада болу,бөтөү
940,enden::V,ада болу,тамамланыү
941,wechseln::V,құбылу,үҙгәреү
942,wechseln::V,өзгеру,үҙгәреү
943,aufgehen[Sonne]::V,шығу,ҡалҡыу
944,untergehen[Sonne]::V,батыру,байыу
945,scheinen[Sonne]::V,жылтырау,яҡтыртып тороу
946,donnern::V,күркіреу,күкрәү
947,wehen::V,огып тур,иҫеү
948,strömen::V,сорғалау,ташыу
949,fließen::V,ағу,ағыу
950,sich drehen::V,айналу,әйләнеү
951,schwanken::V,толықсу,тирбәлеү
952,schwingen::V,тербелу,бәүетеү
953,fallen::V,құлау,йығылыу
954,fallen::V,жығылу,йығылыу
955,fallen::V,төмендеу,йығылыу
956,brennen::V,жану,яныу
957,rauchen::V,түтету,төтәү
958,regnen::V,жауу,ямғыр яуа
959,gefrieren::V,мұздай қату,туңыү
960,gefrieren::V,мұз боп қату,туңыү
961,tauen::V,жібу,иреү
962,schmelzen::V,еру,иреү
963,trocknen::V,курау,кибеү
964,sieden::V,қайнау,ҡайнау
965,faulen::V,иістену,сереу
966,verfaulen::V,шіру,сереу
967,reißen::V,жыртылу,өҙөү
968,reißen::V,жыртылу,йыртылыу
969,versinken::V,малтығу,батыу
970,vergehen::V,өту,үтеү
971,erscheinen::V,көріну,килеп сығыу
972,erscheinen::V,көрініп қалу,килеп сығыу
973,verschwinden::V,ғайып_болу,юғалыу
974,sinken::V,ылдилау,түбәнәйеү
975,sinken::V,төмендеу,түбәнәйеү
976,abnehmen::V,кемітілу,кәметеү
977,zunehmen::V,көбею,артыу
978,steigen::V,қобу,күтәрелеү
979,steigen::V,көтерілу,күтәрелеү
980,steigen::V,жоғарылау,күтәрелеү
981,wachsen::V,өсу,үҫеү
982,glänzen::V,жалтырау,ялтырау
983,funkeln::V,жарқырау,баҙлау
984,funkeln::V,нұрлану,баҙлау
985,funkeln::V,жылтылдау,баҙлау
986,lärmen::V,шулау,шаулау
987,lärmen::V,шуылдау,шаулау
988,läuten::V,қоңыраулату,ҡағыу
989,klingeln::V,дыңғырлау,ҡағыу
990,klingeln::V,дыңғырлау,шылтыратыу
991,klirren::V,дыңылдату,шылтыратыу
992,brausen::V,тасу,ҡотороноу
993,rauschen::V,сусылдау,шыптырлау
994,rauschen::V,сыбдырлау,шыптырлау
995,klingen::V,дыбыс шығару,яңғырау
996,bellen::V,үру,өрөү
997,heulen::V,ұлу,олоу
998,blasen::V,үру,өрөү
999,pfeifen::V,ысқыру,һызғырып ебәреү
1000,schreien::V,шыңғыру,ҡысҡырыу
1001,schreien::V,айғайлау,ҡысҡырыу
1002,schreien::V,байбайлау,ҡысҡырыу
1003,schreien::V,бажалақтау,ҡысҡырыу
1004,stöhnen::V,ыңырсу,уңғырашыу
1005,stöhnen::V,ыңкылдау,уңғырашыу
1006,zittern::V,қалш,ҡалтырау
1007,zittern::V,қалшылдату,ҡалтырау
1008,leben::V,жасау,йәшәү
1009,leben::V,күнелту,йәшәү
1010,leben::V,күн көру,йәшәү
1011,leben::V,тіршілік ету,йәшәү
1012,geboren werden::V,туу,тыуыу
1013,atmen::V,дем алу,тын алыү
1014,atmen::V,ауа жұту,тын алыү
1015,trinken::V,ішу,эсеү
1016,trinken::V,ұрттау,эсеү
1017,essen::V,жеу,ашау
1018,essen::V,тамақтану,ашау
1019,schlucken::V,жұту,йотоу
1020,müde werden::V,болдыру,арыу
1021,einschlafen::V,үйыктап калу,йоҡлап китеү
1022,schlafen::V,ұйықтау,йоҡлау
1023,aufwachen::V,ояну,уяныу
1024,aufstehen::V,ояну,тороу
1025,sich erholen::V,тынығу,ял итеү
1026,krank werden::V,кеселдену,сирләү
1027,krank werden::V,сырқаттану,сирләү
1028,krank werden::V,ауырып қалу,сирләү
1029,krank werden::V,ауыра бастау,сирләү
1030,krank werden::V,кеселге ұшырау,сирләү
1031,krank werden::V,сырқаттанып қалу,сирләү
1032,krank sein::V,ауыру,сирләү
1033,krank sein::V,сырқаттану,сирләү
1034,schmerzen::V,ауырады,ауыртыу
1035,husten::V,жөтелу,йүтәлләү
1036,genesen::V,айығу,һауығыу
1037,sterben::V,өлу,үлеү
1038,sterben::V,қайтыс,үлеү
1039,sterben::V,жантапсыру,үлеү
1040,umkommen::V,өлу,һәләк булыу
1041,umkommen::V,қаза табу,һәләк булыу
1042,sich bewegen::V,жылжу,хәрәкәт итеү
1043,sich rühren::V,қыбырлау,ҡуҙғалыу
1044,sich erheben::V,тұру,тороу
1045,sich setzen::V,отыру,ултырыу
1046,hinfallen::V,жығылу,ҡолау
1047,laufen::V,жояу жүру,йөрөү
1048,schreiten::V,кадамдау,атлау
1049,spazierengehen::V,қыдыру,ял итеп йороү
1050,eilen::V,асығу,ашығыу
1051,eilen::V,асығу,ҡабаланыу
1052,eilen::V,жеделдену,ашығыу
1053,eilen::V,жеделдену,ҡабаланыу
1054,eilen::V,жедепдеу,ашығыу
1055,eilen::V,жедепдеу,ҡабаланыу
1056,sich beeilen::V,асығу,ашығыу
1057,sich beeilen::V,асығу,ҡабаланыу
1058,sich beeilen::V,жеделдену,ашығыу
1059,sich beeilen::V,жеделдену,ҡабаланыу
1060,sausen::V,заулау,елеү
1061,rennen::V,жүгіру,йүгеп йөрөү
1062,springen::V,секіру,һикереү
1063,klettern::V,өрмелеп шығу,үрмәләү
1064,klettern::V,өрмелеп шығу,үрмәләп менеү
1065,schaukeln::V,тербелу,сайҡалыу
1066,kriechen::V,еңбектеу,шыуышыу
1067,schwimmen::V,жүзу,йоҙөү
1068,schwimmen::V,малту,йоҙөү
1069,schwimmen::V,қалықтау,йоҙөү
1070,tauchen::V,сүңгу,сумыу
1071,rudern::V,есу,ишеү
1072,fahren::V,бару,йөрөү
1073,fliegen::V,ұшу,осоу
1074,gehen::V,бару,барыу
1075,weggehen::V,кету,китеү
1076,abfahren::V,жөнелу,сығыу
1077,anhalten::V,тоқтау,тукталыу
1078,hineingehen::V,кіру,инеү
1079,eintreten::V,ену,инеү
1080,kommen::V,жету,килеү
1081,ankommen::V,келу,килеү
1082,zurückkommen::V,қайту,ҡайтыу
1083,bleiben::V,қалу,ҡалыу
1084,warten::V,тосу,көтөп тороу
1085,erwarten::V,күту,көтөү
1086,suchen::V,іздеу,эҙләү
1087,finden::V,табу,табыу
1088,versuchen::V,талпыну,тырышып ҡарау
1089,vorbereiten::V,әзірлеу,әҙерләү
1090,lieben::V,сүю,яратыу
1091,mögen::V,жарату,һөйөү
1092,mögen::V,жарату,яратыу
1093,mögen::V,жақсы_көру,һөйөү
1094,mögen::V,жақсы_көру,яратыу
1095,lachen::V,күлу,көлөү
1096,lachen::V,күлісу,көлөү
1097,rühren::V,көңілін бұзу,ҡағылыу
1098,weinen::V,жылау,илау
1099,schimpfen::V,ақырып-бақыру,һүгенеү
1100,schimpfen::V,ақырып-бақыру,тиргәнеү
1101,schimpfen::V,ақырып-бақыру,һуҡраныу
1102,sich ärgern::V,ашулану,асыуланыу
1103,sich fürchten::V,сескену,ҡурҡыу
1104,fürchten::V,қауіптену,ҡурҡыу
1105,fürchten::V,сақсыну,ҡурҡыу
1106,fliehen::V,қашу,ҡасыу
1107,fliehen::V,қашып кету,ҡасыу
1108,flüchten::V,қашу,ҡасыу
1109,flüchten::V,қашып кету,ҡасыу
1110,sehen::V,көру,күреү
1111,anschauen::V,назар салу,ҡарау
1112,ansehen::V,тамашалау,ҡарау
1113,ansehen::V,тамашалау,тикшереү
1114,hören::V,есту,ишетеү
1115,zuhören::V,тыңдау,тыңлау
1116,zuhören::V,құлақ қою,тыңлау
1117,probieren::V,тату,татыу
1118,probieren::V,дәм тату,татыу
1119,riechen::V,иіскеу,еҫкәү
1120,fühlen::V,сезу,тойоу
1121,fühlen::V,сезіну,тойоу
1122,scheinen::V,болып көріну,кеүек күренеү
1123,scheinen::V,болып көріну,тойолоу
1124,zu sehen sein::V,көріну,күренеү
1125,vernehmen::V,есту,ишетеү
1126,vernehmen::V,есітіп қалу,ишетеү
1127,frieren::V,тоңу,туңыү
1128,frieren::V,жаурау,туңыү
1129,tun::V,ету,яһау
1130,tun::V,ету,әшләү
1131,tun::V,істеу,яһау
1132,tun::V,істеу,әшләү
1133,können::V,білу,алыу
1134,können::V,білу,мөмкин булыу
1135,wollen::V,қалау,теләү
1136,anfangen::V,бастау,башлау
1137,beenden::V,бітіру,бөтөрөү
1138,beenden::V,бітіру,тамамлау
1139,beenden::V,адақтау,бөтөрөү
1140,beenden::V,адақтау,тамамлау
1141,beenden::V,тамамдау,бөтөрөү
1142,beenden::V,тамамдау,тамамлау
1143,beenden::V,аяқтап шығу,бөтөрөү
1144,beenden::V,аяқтап шығу,тамамлау
1145,aufhören::V,доғару,туктау
1146,gelingen::V,жолы түсу,уңышлы булыу
1147,geraten::V,калу,булып сығыу
1148,öffnen::V,ашу,асыу
1149,öffnen::V,ашып қою,асыу
1150,schließen::V,жабу,йомоу
1151,stellen::V,қою,ҡуйыу
1152,stellen::V,қойдыру,ҡуйыу
1153,setzen::V,отырғызу,урынлаштырыу
1154,legen::V,салу,һалыу
1155,legen::V,калау,һалыу
1156,berühren::V,тию,тейеү
1157,berühren::V,тию,ҡағылыу
1158,verbinden::V,байлап алу,ҡушыу
1159,verbinden::V,байлап алу,бәйләү
1160,verbinden::V,сабақтастыру,ҡушыу
1161,verbinden::V,сабақтастыру,бәйләү
1162,bedecken::V,бүркеу,ҡаплау
1163,aufhängen::V,ілу,элеү
1164,aufhängen::V,асып қою,элеү
1165,anzünden::V,тұтату,тоҡандырыу
1166,aufheben::V,көтеру,мендереү
1167,zurücklassen::V,қалдыру,ҡалдырыу
1168,verlieren::V,жоғалту,юғалтыу
1169,fallen lassen::V,құлатып алу,төшөрөп ебәреү
1170,fallen lassen::V,қолдан түсіріп алу,төшөрөп ебәреү
1171,machen::V,ету,яһау
1172,machen::V,ету,эшләү
1173,machen::V,жасау,яһау
1174,machen::V,жасау,эшләү
1175,machen::V,жасап шығару,яһау
1176,machen::V,жасап шығару,эшләү
1177,herstellen::V,жасап шығару,эшләп сығарыу
1178,bauen::V,тұрғызу,төҙөү
1179,reparieren::V,оңдау,төҙәтеү
1180,verbessern::V,дұрыстау,яҡшыртыу
1181,ändern::V,өзгерту,үҙгәртеү
1182,graben::V,үңгу,ҡаҙыу
1183,beugen::V,буғу,бөгөү
1184,biegen::V,ию,бөгөү
1185,biegen::V,майыстыру,бөгөү
1186,drehen::V,айналдыру,өйрөлтөү
1187,drehen::V,айналдыру,әйләндереү
1188,wenden::V,екінші жағын айналдыру,әйләндереү
1189,umdrehen::V,бұру,түңкәреү
1190,heben::V,көтеру,күтәреү
1191,heben::V,көтеру,мендереү
1192,hochheben::V,жоғарылату,күтәреү
1193,hochheben::V,көтеру,күтәреү
1194,ergreifen::V,бас_салу,тотоп алыу
1195,ergreifen::V,шап_беріп_ұстап_алу,тотоп алыу
1196,ergreifen::V,шап_беру,тотоп алыу
1197,ergreifen::V,шап_ете_түсу,тотоп алыу
1198,halten::V,тұту,тотоу
1199,halten::V,ұстау,тотоу
1200,drücken::V,басу,ҡыҫыу
1201,schieben::V,итеру,этеү
1202,schieben::V,итеру,төртөү
1203,kratzen::V,қыру,ҡырыу
1204,lecken::V,жалау,ялау
1205,beißen::V,қабу,тешләү
1206,beißen::V,тістеу,тешләү
1207,beißen::V,қауып алу,тешләү
1208,abreißen::V,үзу,өҙөү
1209,abschneiden::V,қырқу,ҡырҡыу
1210,binden::V,байланыстыру,бәйләү
1211,binden::V,байлап_алу,бәйләү
1212,binden::V,байластыру,бәйләү
1213,binden::V,байлау,бәйләү
1214,binden::V,буу,бәйләү
1215,binden::V,матау,бәйләү
1216,binden::V,сабақтастыру,бәйләү
1217,binden::V,ұштастыру,бәйләү
1218,stecken::V,сұғу,ҡаҙау
1219,brechen::V,сындыру,боҙоу
1220,klopfen::V,қағу,шаҡылдау
1221,hauen::V,соғу,туҡмау
1222,kleben::V,желімдеу,йәбештереү
1223,reiben::V,үйкеу,ыуыу
1224,reiben::V,үйкеу,ышҡыу
1225,streichen::V,сүйкеу,яғыу
1226,schleifen::V,егеу,үткерләү
1227,schleifen::V,қайрау,үткерләү
1228,schleifen::V,егеулеу,үткерләү
1229,schneiden::V,кесу,ҡырҡыу
1230,rütteln::V,қозғау,һелкетеү
1231,rütteln::V,жұлмалау,һелкетеү
1232,schütteln::V,дірілдету,һелкетеү
1233,schütteln::V,селкілдету,һелкетеү
1234,schwenken::V,бұлғау,болғау
1235,schwenken::V,сермеу,болғау
1236,schütten::V,құю,ҡойоу
1237,füllen::V,толтыру,тултырыу
1238,einwickeln::V,орау,төрөү
1239,tragen::V,алып жүру,алып барыу
1240,schleppen::V,тарту,һөйрәү
1241,ziehen::V,тарту,тартыу
1242,aufbewahren::V,сақтау,һаҡлау
1243,werfen::V,лақтыру,ырғытыу
1244,fangen::V,қармау,тотоу
1245,fangen::V,қағып алу,тотоу
1246,packen::V,шап беру,етеү
1247,packen::V,шап беру,тотоп алыу
1248,packen::V,шап ете түсу,етеү
1249,packen::V,шап ете түсу,тотоп алыу
1250,packen::V,шап беріп ұстап алу,етеү
1251,packen::V,шап беріп ұстап алу,тотоп алыу
1252,verstecken::V,тығу,йәшереү
1253,verstecken::V,жасыру,йәшереү
1254,teilen::V,бөлу,бүлеү
1255,schicken::V,жіберу,ебәреү
1256,bringen::V,әкелу,килтереү
1257,bringen::V,алып келу,килтереү
1258,hinzufügen::V,қосу,өтәү
1259,hinzufügen::V,үстеу,өтәү
1260,bekommen::V,алу,алыу
1261,erhalten::V,алмақ,алыу
1262,nehmen::V,алу,алыу
1263,nehmen::V,алмақ,алыу
1264,wählen::V,таңдау,һайлаү
1265,auswählen::V,екшеу,һайлап алыу
1266,auswählen::V,саралау,һайлап алыу
1267,auswählen::V,сұрыптау,һайлап алыу
1268,auswählen::V,сайлап алу,һайлап алыу
1269,bewahren::V,сақтау,һаҡлау
1270,behindern::V,оралғы болу,тотҡарлыҡ яһау
1271,verderben::V,бүлдіру,боҙоу
1272,beschädigen::V,бұзу,боҙоу
1273,zerbrechen::V,уату,ҡыйратыу
1274,zerreißen::V,жырту,йыртыу
1275,zerstören::V,қирату,емереү
1276,zerstören::V,талқандау,емереү
1277,verbrennen::V,өртеу,үртәү
1278,verbrennen::V,жандыру,үртәү
1279,verbrennen::V,өртеп жіберу,үртәү
1280,verbrennen::V,жандырып жіберу,үртәү
1281,geben::V,беру,биреү
1282,reichen::V,беру,биреү
1283,schenken::V,тарту,бүләк итеү
1284,versprechen::V,уәде беру,вәғәҙә биреү
1285,wünschen::V,тілеу,теләу
1286,loben::V,мақтау,маҡтау
1287,loben::V,дәріптеу,маҡтау
1288,küssen::V,сүю,үбеү
1289,wiegen::V,тербеу,бәүетеү
1290,wiegen::V,тербеу,тирбәтеү
1291,zudecken::V,бүркеу,ҡаплау
1292,wecken::V,ояту,уятыу
1293,zeigen::V,көрсету,күрһәтеү
1294,führen::V,ерту,етәкләү
1295,führen::V,жетектеу,етәкләү
1296,lehren::V,оқыту,уҡытыу
1297,lehren::V,оқыту,өйрәтеү
1298,unterrichten::V,оқыту,уҡытыу
1299,aufziehen::V,бағу,тәрбиәле
1300,leiten::V,басқару,етәкләү
1301,leiten::V,басқару,етәкселек итеү
1302,leiten::V,жетекшілік ету,етәкләү
1303,leiten::V,жетекшілік ету,етәкселек итеү
1304,antreiben::V,асықтыру,ашыҡтырыу
1305,lassen::V,-ткізу,мәжбүр итеү
1306,lassen::V,мәжбүр ету,мәжбүр итеү
1307,einladen::V,шақыру,саҡырыу
1308,vereinigen::V,біріктіру,берләштереү
1309,vereinigen::V,біріктіріп қою,берләштереү
1310,besuchen::V,кіріп шығу,килеп сығыу
1311,besuchen::V,барып шығу,килеп сығыу
1312,treffen::V,кездесу,тойоү
1313,treffen::V,кездесу,осратыу
1314,treffen::V,кездесу,ҡаршылау
1315,sich versammeln::V,топталу,йыйылыу
1316,spielen::V,ойнау,тартыу
1317,singen::V,сайрау,йырлау
1318,tanzen::V,билеу,бейеү
1319,sich trennen::V,айрылысу,айырылышыу
1320,verlassen::V,тастау,ташлау
1321,verlassen::V,тастау,ташлап китеү
1322,retten::V,құтқару,ҡотҡарыу
1323,bewachen::V,күзету,һаҡлау
1324,schützen::V,жақтау,һаҡлау
1325,schützen::V,жақтасу,һаҡлау
1326,verteidigen::V,қорғау,яҡлау
1327,sich schlagen::V,алысу,һуғышыу
1328,schießen::V,ату,атыу
1329,siegen::V,жеңу,еңеү
1330,ärgern::V,ашуландыру,асыуландырыу
1331,schlagen::V,ұру,бәреү
1332,schlagen::V,ұру,туҡмау
1333,treten::V,тебу,тибеү
1334,treten::V,тебу,типкеләү
1335,stechen::V,шаншу,сәнсеү
1336,stoßen::V,түрту,этеү
1337,stoßen::V,түрту,төртөү
1338,stehlen::V,ұрлау,урлау
1339,stören::V,кесірлен,ҡамасаулау
1340,belästigen::V,мазасын алу,бимазалау
1341,belästigen::V,мазасын алу,ҡамасаулау
1342,verbergen::V,сездірмеу,йәшереү
1343,täuschen::V,жалған айту,ултыртыу
1344,betrügen::V,алдау,алдау
1345,betrügen::V,алдап кету,алдау
1346,betrügen::V,ақымақ қылу,алдау
1347,töten::V,құрту,үлтереү
1348,töten::V,өлтіру,үлтереү
1349,wohnen::V,мекендеу,йәшәү
1350,wohnen::V,өмір сүру,йәшәү
1351,arbeiten::V,істеу,эшләү
1352,arbeiten::V,еңбектену,эшләү
1353,sammeln::V,жыю,йыйыу
1354,pflücken::V,жұлу,өҙөү
1355,jagen::V,аулау,аулау
1356,fischen::V,балык_аулау,аулау
1357,fassen::V,ұстау,тотоу
1358,hüten::V,жаю,көтөү
1359,hüten::V,бағу,көтөү
1360,treiben::V,айдау,ҡыуыу
1361,anbinden::V,байлау,бәйләү
1362,füttern::V,ас ішкізу,ашатыу
1363,füttern::V,азықтандыру,ашатыу
1364,füttern::V,қоректендіру,ашатыу
1365,melken::V,сауу,һауыү
1366,hacken::V,турау,турау
1367,hacken::V,турау,тапау
1368,gießen::V,суару,ҡойоу
1369,reifen::V,жетілу,өлғөрөү
1370,zubereiten::V,даяр ету,бешереү
1371,kochen::V,асу,бешереү
1372,backen::V,пісіру,бешереү
1373,braten::V,қуыру,ҡурыу
1374,umrühren::V,былғалау,ҡатнаштырыу
1375,umrühren::V,сапырылыстыру,ҡатнаштырыу
1376,stricken::V,торлау,бәйләү
1377,stricken::V,тоқу,бәйләү
1378,nähen::V,тігу,тегеү
1379,färben::V,бояу,буяу
1380,färben::V,сырлау,буяу
1381,reinigen::V,аршу,таҙартыу
1382,reinigen::V,тазалау,таҙартыу
1383,waschen::V,жуу,йыуыу
1384,abwischen::V,сүрту,һөртөү
1385,spülen::V,шаю,сайҡау
1386,fegen::V,сыпыру,һепереү
1387,kehren::V,сыпыру,һепереү
1388,baden::V,шомылу,һыу инеү
1389,sich waschen::V,жуыну,йыуыныу
1390,ausziehen::V,шешу,сисеү
1391,anziehen::V,кигізу,кейеү
1392,sich anziehen::V,киіну,кейенеү
1393,kämmen::V,тарау,тарау
1394,schmücken::V,әсемдеу,биҙәү
1395,schmücken::V,мәнерлеу,биҙәү
1396,schmücken::V,көріктендіру,биҙәү
1397,sagen::V,деу,әйтеү
1398,sagen::V,айту,әйтеү
1399,sprechen::V,деу,әйтеү
1400,sprechen::V,деу,һөйләшеү
1401,sprechen::V,айту,әйтеү
1402,sprechen::V,айту,һөйләшеү
1403,reden::V,сөйлеу,һөйләшеү
1404,reden::V,сөйлесу,һөйләшеү
1405,reden::V,тіл қатысу,һөйләшеү
1406,sich unterhalten::V,сұхбаттасу,әңгәмәләшеү
1407,fragen::V,сұрау,һорау
1408,bitten::V,өтіну,үтенеү
1409,bitten::V,жалыну,үтенеү
1410,erzählen::V,айту,һөйләү
1411,mitteilen::V,білдіру,әйтеү
1412,nennen::V,атау,атау
1413,nennen::V,атау,исемләү
1414,rufen::V,шақыру,саҡырыу
1415,prahlen::V,бөсу,маҡтаныу
1416,prahlen::V,бөсу,шапырыныу
1417,übersetzen::V,аудару,тәржемә итеү
1418,denken::V,ойлау,уйлау
1419,glauben::V,нану,ышаныу
1420,glauben::V,илану,ышаныу
1421,bemerken::V,аңғару,күреү
1422,erkennen::V,тану,таныу
1423,begreifen::V,ұғу,аңлау
1424,begreifen::V,аңғарып алу,аңлау
1425,verstehen::V,пайым,аңлау
1426,verstehen::V,түсіну,аңлау
1427,lernen::V,оқу,өйрәнеү
1428,wissen::V,хабардар болу,белеү
1429,sich erinnern an::V,еске түсіру,хәтергә алыу
