,Concept_ID,bn,no
735,vierzig::NUM,চল্লিশ,førti
736,fünfzig::NUM,পঞ্চাশ,femti
737,sechzig::NUM,ষাট,seksti
738,siebzig::NUM,সত্তর,sytti
739,achtzig::NUM,আশি,åtti
740,neunzig::NUM,নব্বুই,nitti
741,hundert::NUM,শত,hundre
742,tausend::NUM,হাজার,tusen
743,und::CNJ,আর,og
744,und::CNJ,এবং,og
745,oder::CNJ,বা,eller
746,stehen::V,দাঁড়ানো,stå
747,sitzen::V,বসা,sitte
748,liegen::V,শোয়া,ligge
749,hängen::V,ঝোলা,henge
750,werden::V,হইয়া উঠা,bli
751,passieren::V,ঘটা,skje
752,passieren::V,ঘটা,hende
753,beginnen::V,আরম্ভ হওয়া,begynne
754,enden::V,শেষ হওয়া,ende
755,enden::V,শেষ হওয়া,slutte
756,wechseln::V,রূপাস্তর করা,veksle
757,aufgehen[Sonne]::V,উদিত হওয়া,stå opp
758,untergehen[Sonne]::V,অস্ত যাওয়া,gå ned
759,scheinen[Sonne]::V,আলো দেওয়া,skinne
760,donnern::V,বজ্রধ্বনি করা,tordne
761,wehen::V,প্রবাহিত হওয়া,blåse
762,strömen::V,প্রবাহিত হওয়া,strømme
763,fließen::V,ছুটা,flyte
764,sich drehen::V,পাক খাওয়া,dreie seg
765,schwanken::V,দোলা,svaie
766,schwingen::V,দোলা,svinge
767,fallen::V,পড়া,falle
768,brennen::V,সেঁকা,brenne
769,rauchen::V,ধোঁয়া ছড়ান,ryke
770,regnen::V,বর্ষণ_করা,regne
771,gefrieren::V,হিমায়িত হওয়া,fryse
772,tauen::V,গলা,tine
773,schmelzen::V,গলা,smelte
774,trocknen::V,শুষ্ক করা,tørre
775,sieden::V,ফোঁড়া,koke
776,faulen::V,ক্ষয় হওয়া,råtne
777,verfaulen::V,ক্ষয় হওয়া ,råtne
778,reißen::V,ছিঁড়া,briste
779,versinken::V,ডুবা,synke
780,versinken::V,ডুবা,synke ned
781,vergehen::V,যাওয়া,forløpe
782,erscheinen::V,আসা,synes
783,verschwinden::V,অদৃশ্য হওয়া,forsvinne
784,sinken::V,হ্রাস হওয়া,synke
785,abnehmen::V,হ্রাস হওয়া,avta
786,abnehmen::V,হ্রাস হওয়া,minske
787,zunehmen::V,বৃদ্ধি পাওয়া,tilta
788,steigen::V,ওঠা,stige
789,wachsen::V,বড় হওয়া,gro
790,wachsen::V,বড় হওয়া,vokse
791,glänzen::V,জ্বলা,skinne
792,funkeln::V,জ্বল্জ্বল করা,tindre
793,läuten::V,রুসুঝুসু করা,ringe
794,klingeln::V,বাজা,ringe
795,klirren::V,টুংটাং-শব্দ করা,klirre
796,brausen::V,গর্জন করা,bruse
797,rauschen::V,মর্মরধ্বনি করা,suse
798,klingen::V,শব্দ করা,lyde
799,klingen::V,শব্দ করা,klinge
800,bellen::V,ঘেউ ঘেউ করা,gjø
801,bellen::V,ঘেউ ঘেউ করা,bjeffe
802,heulen::V,গর্জন করা,ule
803,blasen::V,ফুঁ দেওয়া,blåse
804,pfeifen::V,শিস্ দেওয়া,plystre
805,schreien::V,চিৎকার করা,skrike
806,stöhnen::V,গোঁ-গো করা,stønne
807,zittern::V,কাঁপা,dirre
808,zittern::V,কাঁপা,skjelve
809,leben::V,বাঁচা,leve
810,geboren werden::V,জন্মানো,fødes
811,atmen::V,শ্বাস ফেলা,ånde
812,atmen::V,শ্বাস ফেলা,puste
813,trinken::V,পান করা,drikke
814,essen::V,ভক্ষণ করা,spise
815,schlucken::V,গেলা,svelge
816,müde werden::V,পরিশ্রান্ত হওয়া,bli trett
817,einschlafen::V,নিদ্রামগ্ন হওয়া,sovne
818,schlafen::V,নিদ্রা যাওয়া,sove
819,aufwachen::V,জাগা,våkne
820,aufstehen::V,জাগা,stå opp
821,sich erholen::V,আরাম করা,bli bra
822,sich erholen::V,আরাম করা,komme seg
823,krank werden::V,অসুস্থ হত্তয়া,bli syk
824,krank sein::V,রূগ্ণ হত্তয়া,være syk
825,schmerzen::V,কন্কন করা,gjøre vondt
826,husten::V,কাশা,hoste
827,genesen::V,আরোগ্য হওয়া,komme seg
828,sterben::V,মারা যাওয়া,dø
829,umkommen::V,মারা যাওয়া,omkomme
830,sich bewegen::V,চলা,bevege seg
831,sich rühren::V,নড়া,røre på seg
832,sich erheben::V,উদিত হওয়া,reise seg
833,sich setzen::V,বসা,sette sig
834,hinfallen::V,পড়া,falle over ende
835,laufen::V,হাঁটা,løpe
836,schreiten::V,হাঁটা,skride
837,spazierengehen::V,পায়চারি করা,spasere
838,spazierengehen::V,পায়চারি করা,gå en tur
839,eilen::V,ত্বরাম্বিত করা,ile
840,sich beeilen::V,ত্বরাম্বিত করা,skynde seg
841,sausen::V,ধেয়ে যাওয়া,suse
842,rennen::V,চলা,løpe
843,springen::V,লাফানো,hoppe
844,springen::V,লাফানো,springe
845,klettern::V,আরোহণ করা,klatre
846,schaukeln::V,দোলা,huske
847,kriechen::V,হামাগুড়ি দেওয়া,krype
848,schwimmen::V,সাঁতার কাটা,svømme
849,tauchen::V,ডোবা,dykke
850,rudern::V,দাঁড় টানা,ro
851,fahren::V,চালান,kjøre
852,fliegen::V,ওড়া,fly
853,gehen::V,যাওয়া,gå
854,weggehen::V,প্রস্থান করা,gå bort
855,abfahren::V,প্রস্থান করা,reise
856,anhalten::V,থামা,stanse
857,hineingehen::V,ঢোকা,gå inn
858,eintreten::V,ঢোকা,tre inn
859,kommen::V,আসা,komme
860,ankommen::V,আসা,ankomme
861,ankommen::V,আসা,komme til
862,zurückkommen::V,ফিরা,komme tilbake
863,bleiben::V,থাকা,bli
864,bleiben::V,থাকা,forbli
865,warten::V,অপেক্ষা করা,vente
866,erwarten::V,অপেক্ষা করা,vente
867,suchen::V,খোঁজ করা,søke
868,finden::V,পাওয়া,finne
869,versuchen::V,পরখ করা,prøve
870,versuchen::V,পরখ করা,forsøke
871,vorbereiten::V,প্রস্তুত করা,forberede
872,lieben::V,ভালবাসা,elske
873,mögen::V,পছন্দ করা,like
874,lachen::V,হাসা,le
875,rühren::V,হৃদয়ম্পর্শ করা,røre
876,weinen::V,কাঁদা,gråte
877,schimpfen::V,নালিশ করা,skjelle
878,sich ärgern::V,রাগ হত্তয়া,ergre seg
879,sich fürchten::V,ভয় করা,være redd
880,fürchten::V,ডরা,være redd for
881,fliehen::V,পালানো,rømme
882,fliehen::V,পালানো,flykte
883,flüchten::V,পালানো,flykte
884,sehen::V,দেখা,se
885,anschauen::V,দেখা,se på
886,anschauen::V,দেখা,betrakte
887,ansehen::V,দেখা,anse
888,hören::V,শোনা,høre
889,zuhören::V,শোনা,tilhøre
890,probieren::V,পরখ করা,smake
891,probieren::V,পরখ করা,smake på
892,riechen::V,শুঁকা,lukte
893,fühlen::V,অনুভব করা,føle
894,scheinen::V,মনে হত্তয়া,se ut
895,zu sehen sein::V,দেখা দেত্তয়া,synes
896,vernehmen::V,শোনা,få vite
897,frieren::V,শীত লাগা,fryse
898,tun::V,করা,gjøre
899,können::V,পারা,kunne
900,wollen::V,ইচ্ছা করা,ville
901,anfangen::V,আরম্ভ করা,begynne
902,beenden::V,শেষ করা,avslutte
903,aufhören::V,থামা,slutte
904,aufhören::V,থামা,holde opp
905,gelingen::V,সিদ্ধিলাভ করা,lykkes
906,geraten::V,পরিণত হত্তয়া,bli
907,öffnen::V,খোলা,åpne
908,schließen::V,বন্ধ করা,lukke
909,schließen::V,বন্ধ করা,stenge
910,stellen::V,স্থাপন করা,stille
911,setzen::V,স্থাপন করা,sette
912,legen::V,স্থাপন করা,legge
913,berühren::V,স্পর্শ করা,berøre
914,verbinden::V,সংযুক্ত করা,forbinde
915,bedecken::V,ঢাকা,dekke
916,aufhängen::V,ঝুলানো,henge
917,aufhängen::V,ঝুলানো,henge opp
918,anzünden::V,জ্বালান,tenne
919,anzünden::V,জ্বালান,antenne
920,anzünden::V,জ্বালান,tenne på
921,aufheben::V,কুড়াইয়া তোলা,løfte
922,aufheben::V,কুড়াইয়া তোলা,ta opp
923,zurücklassen::V,পরিত্যাগ করা,slippe tilbake
924,verlieren::V,হারান,miste
925,fallen lassen::V,ফেলা,droppe
926,fallen lassen::V,ফেলা,la falle
927,machen::V,গঠন করা,lage
928,machen::V,গঠন করা,gjøre
929,herstellen::V,সৃষ্টি করা,fremstille
930,bauen::V,নির্মাণ করা,bygge
931,reparieren::V,মেরামত করা,reparere
932,verbessern::V,উন্নতিলাভ করা,rette
933,verbessern::V,উন্নতিলাভ করা,forbedre
934,ändern::V,পরিবর্তিত করা,forandre
935,graben::V,খনন করা,grave
936,beugen::V,নোয়া,bøye
937,biegen::V,নোয়া,bøye
938,drehen::V,ঘোরান,dreie
939,wenden::V,উলটাইয়া দেত্তয়া,vende
940,umdrehen::V,উলটানো,snu
941,heben::V,উত্তোলন করা,heve
942,hochheben::V,উঁচু করা,løfte
943,ergreifen::V,দখল করা,gripe
944,ergreifen::V,দখল করা,få tak i
945,halten::V,ধরা,holde
946,drücken::V,টেপা,trykke
947,schieben::V,ঠেলা,skyve
948,kratzen::V,চাঁচা,klø
949,kratzen::V,চাঁচা,klore
950,lecken::V,চাটা,slikke
951,beißen::V,দংশন করা,bite
952,abreißen::V,বিচ্ছিন্ন করা,rive av
953,abschneiden::V,বিচ্ছিন্ন করা,skjære av
954,binden::V,বন্ধন করা,binde
955,stecken::V,বিদ্ধ করা,stikke
956,brechen::V,ভাঙা,bryte
957,brechen::V,ভাঙা,briste
958,klopfen::V,আঘাত করা,banke
959,hauen::V,আঘাত করা,hogge
960,kleben::V,সাঁটা,klistre
961,reiben::V,ঘষা,gni
962,streichen::V,ছড়াইয়া,stryke
963,schleifen::V,ধার দেওয়া,slipe
964,schneiden::V,কাটা,klippe
965,rütteln::V,নাড়ান,ruske
966,schütteln::V,নড়া,riste
967,schwenken::V,দোলা,svinge
968,schütten::V,বর্ষণ করা,helle
969,füllen::V,পরিপূর্ণ করা,fylle
970,einwickeln::V,মুড়া,vikle inn
971,tragen::V,বহন করা,bære
972,schleppen::V,টানা,slepe
973,ziehen::V,টানা,dra
974,ziehen::V,টানা,trekke
975,aufbewahren::V,রাখা,oppbevare
976,aufbewahren::V,রাখা,ta vare på
977,werfen::V,ছুড়া,kaste
978,fangen::V,লোফা,fange
979,packen::V,ধরা,gripe
980,packen::V,ধরা,gripe tak i
981,verstecken::V,গোপন করা,gjemme
982,teilen::V,বিভক্ত করা,dele
983,schicken::V,প্রেরণ করা,sende
984,bringen::V,আনা,bringe
985,hinzufügen::V,একত্র করা,tilføye
986,bekommen::V,পাওয়া,få
987,erhalten::V,পাওয়া,få
988,nehmen::V,নেওয়া,ta
989,wählen::V,বাছা,velge
990,auswählen::V,বাছা,velge ut
991,bewahren::V,বাঁচাইয়া রাখা,bevare
992,behindern::V,বাধা দেওয়া,hindre
993,behindern::V,বাধা দেওয়া,forhindre
994,verderben::V,নষ্ট করা,ødelegge
995,beschädigen::V,ক্ষতি করা,skade
996,zerbrechen::V,ভাঙ্গিয়া যাওয়া,brekke i stykker
997,zerreißen::V,ছিঁড়া,rive i stykker
998,zerstören::V,বিনাশ করা,ødelegge
999,verbrennen::V,দহন করা,brenne
1000,verbrennen::V,দহন করা,brenne opp
1001,geben::V,দেওয়া,gi
1002,reichen::V,দেওয়া,rekke
1003,schenken::V,উপহার দেত্তয়া,forære
1004,schenken::V,উপহার দেত্তয়া,skjenke
1005,versprechen::V,প্রতিশ্রুতি দেওয়া,love
1006,wünschen::V,আকাঙ্ক্ষা করা,ønske
1007,loben::V,প্রশংসা করা,rose
1008,küssen::V,চুম্বন করা,kysse
1009,wiegen::V,দুলানো,vogge
1010,zudecken::V,ঢাকা,dekke til
1011,wecken::V,জাগানো,vekke
1012,zeigen::V,দেখানো,vise
1013,führen::V,পথ দেখানো,føre
1014,lehren::V,শেখানো,lære
1015,unterrichten::V,শিক্ষা দেওয়া,undervise
1016,aufziehen::V,পালন করা,oppdra
1017,leiten::V,পরিচালনা করা,lede
1018,antreiben::V,চালনা করা,drive på
1019,lassen::V,অনুমতি দেওয়া,få til å
1020,einladen::V,নিমন্ত্রণ করা,be
1021,einladen::V,নিমন্ত্রণ করা,invitere
1022,vereinigen::V,এক করা,forene
1023,besuchen::V,দেখিতে যাওয়া,besøke
1024,treffen::V,সন্মুখীন হওয়া,møte
1025,treffen::V,সন্মুখীন হওয়া,treffe
1026,sich versammeln::V,জড়ো হওয়া,forsamles
1027,spielen::V,খেলা,leke
1028,spielen::V,খেলা,spille
1029,singen::V,গাওয়া,synge
1030,tanzen::V,নাচা,danse
1031,sich trennen::V,পৃথক করা,skilles
1032,verlassen::V,পরিত্যাগ করা,forlate
1033,retten::V,উদ্ধার করা,redde
1034,bewachen::V,পাহারা দেওয়া,bevokte
1035,schützen::V,রক্ষা করা,verne
1036,schützen::V,রক্ষা করা,beskytte
1037,verteidigen::V,রক্ষা করা,forsvare
1038,sich schlagen::V,লড়াই করা,slåss
1039,schießen::V,তীরবেগে ছোটা,skyte
1040,siegen::V,জেতা,seire
1041,ärgern::V,বিরক্ত করা,ergre
1042,schlagen::V,আঘাত করা,
1043,treten::V,লাথি মারা,sparke
1044,stechen::V,দংশন করা,stikke
1045,stoßen::V,ঠেলা,støte
1046,stehlen::V,অপহরণ করা,stjele
1047,stören::V,ঘাঁটান,forstyrre
1048,belästigen::V,বিরক্ত করা,plage
1049,belästigen::V,বিরক্ত করা,sjenere
1050,verbergen::V,গোপন করা,gjemme
1051,täuschen::V,প্রবঞ্চনা করা,villede
1052,betrügen::V,প্রতারণা করা,bedra
1053,töten::V,হত্যা করা,drepe
1054,wohnen::V,বাস করা,bo
1055,arbeiten::V,কাজ করা,arbeide
1056,sammeln::V,সংগ্রহ করা,samle
1057,pflücken::V,চয়ন করা,plukke
1058,jagen::V,শিকার করা,jage
1059,fischen::V,মাছ ধরা,fiske
1060,fassen::V,ধরা,fange
1061,hüten::V,যুথভুক্ত করা,vokte
1062,treiben::V,চালনা করা,drive
1063,anbinden::V,বন্ধন করা,feste
1064,füttern::V,ভোজন করানো,fore
1065,melken::V,দুগ্ধ দোহন করা,melke
1066,hacken::V,কাটা,hakke
1067,gießen::V,বর্ষণ করা,helle
1068,reifen::V,পাকা,modne
1069,zubereiten::V,রন্ধন করা,lage
1070,zubereiten::V,রন্ধন করা,tilberede
1071,kochen::V,রন্ধন করা,koke
1072,backen::V,সেকা,bake
1073,braten::V,ভাজা,steke
1074,umrühren::V,নড়ানো,røre om
1075,stricken::V,বোনা,strikke
1076,nähen::V,সেলাই করা,sy
1077,färben::V,রঞ্জিত করা,farge
1078,reinigen::V,পরিষ্কার করা,rense
1079,reinigen::V,পরিষ্কার করা,gjøre ren
1080,waschen::V,পরিষ্কার করা,vaske
1081,abwischen::V,মুছা,tørke av
1082,spülen::V,পরিষ্কার করা,spyle
1083,spülen::V,পরিষ্কার করা,skylle
1084,fegen::V,ঝাঁট দেওয়া,feie
1085,kehren::V,ঝাঁট দেওয়া,koste
1086,baden::V,অবগাহন করা,bade
1087,sich waschen::V,ধোয়া,vaske seg
1088,ausziehen::V,খুলা,ta av
1089,anziehen::V,গায়ে দেত্তয়া,ta på
1090,sich anziehen::V,পোশাক পরা,kle på seg
1091,kämmen::V,আঁচড়ানো,gre
1092,kämmen::V,আঁচড়ানো,kjemme
1093,schmücken::V,সাজান করা,pynte
1094,schmücken::V,সাজান করা,smykke
1095,sagen::V,উচ্চারণ করা,si
1096,sprechen::V,বলা,snakke
1097,reden::V,আলাপ করা,tale
1098,reden::V,আলাপ করা,snakke
1099,sich unterhalten::V,আড্ডা দেওয়া,samtale
1100,fragen::V,জিজ্ঞাসা করা,spørre
1101,bitten::V,প্রার্থনা করা,be
1102,erzählen::V,বর্ণনা করা,fortelle
1103,mitteilen::V,বলা,meddele
1104,nennen::V,নাম দেওয়া,kalle
1105,rufen::V,আমন্ত্রণ করা,rope
1106,prahlen::V,বড়াই করা,skryte
1107,übersetzen::V,ভাষাস্তরিত করা,oversette
1108,denken::V,ভাবা,tenke
1109,glauben::V,বিশ্বাস করা,tro
1110,bemerken::V,লক্ষ্য করা,bemerke
1111,bemerken::V,লক্ষ্য করা,legge merke til
1112,erkennen::V,চিনিতে পারা,gjenkjenne
1113,begreifen::V,উপলব্ধি করা,begripe
1114,verstehen::V,উপলব্ধি করা,forstå
1115,verstehen::V,উপলব্ধি করা,skjønne
1116,lernen::V,শেখা,lære
1117,wissen::V,জানা,vite
1118,sich erinnern an::V,মনে করা,huske på
1119,vergessen::V,বিস্মৃত হওয়া,glemme
1120,messen::V,মাপা,måle
1121,zählen::V,গণনা করা,telle
1122,rechnen::V,হিসাব করা,regne
1123,lesen::V,পাঠ করা,lese
1124,malen::V,আঁকা,male
1125,zeichnen::V,ছকা,tegne
1126,schreiben::V,লেখা,skrive
1127,besitzen::V,অধিকার করা,eie
1128,besitzen::V,অধিকার করা,inneha
1129,kaufen::V,ক্রয় করা,kjøpe
1130,verkaufen::V,বেচা,selge
1131,bezahlen::V,প্রদান করা,betale
1132,zahlen::V,প্রদান করা,betale
1133,beherrschen::V,শাসন করা,beherske
1134,ertragen::V,বহন করা,orke
1135,lärmen::V,,bråke
