,Concept_ID,cs,pl
199,Schlange[Tier]::N,had,żmija
200,Wurm::N,červ,robak
201,Spinne::N,pavouk,pająk
202,Ameise::N,mravenec,mrówka
203,Laus::N,veš,wesz
204,Mücke::N,komár,komar
205,Fliege::N,moucha,mucha
206,Schmetterling::N,motýl,motyl
207,Beere::N,bobule,jagoda
208,Apfel::N,jablko,jabłko
209,Pilz::N,houba,grzyb
210,Zwiebel::N,cibule,cebula
211,Saat::N,osivo,siew
212,Korn::N,zrno,ziarno
213,Heu::N,seno,siano
214,Schale::N,slupka,łupina
215,Schale::N,skořápka,łupina
216,Grube::N,jáma,dół
217,Grube::N,jáma,jama
218,Falle::N,past,pułapka
219,Falle::N,léčka,pułapka
220,Schlinge::N,smyčka,sidła
221,Spur::N,stopa,ślad
222,Asche::N,popel,popiół
223,Dreck::N,špína,brud
224,Eisen::N,železo,żelazo
225,Gold::N,zlato,złoto
226,Silber::N,stříbro,srebro
227,Kohle::N,uhlí,węgiel
228,Glas::N,sklo,szkło
229,Lehm::N,jíl,glina
230,Lehm::N,hlína,glina
231,Sand::N,písek,piasek
232,Mensch::N,člověk,człowiek
233,Mann::N,muž,mężczyzna
234,Frau::N,žena,kobieta
235,Kind::N,dítě,dziecko
236,Junge::N,hoch,chłopak
237,Junge::N,hoch,chłopiec
238,Junge::N,chlapec,chłopak
239,Junge::N,chlapec,chłopiec
240,Mädchen::N,děvče,dziewczynka
241,Familie::N,rodina,rodzina
242,Großvater::N,děd,dziadek
243,Großvater::N,dědeček,dziadek
244,Großmutter::N,babička,babka
245,Eltern::N,rodiče,rodzice
246,Vater::N,otec,ojciec
247,Mutter::N,matka,matka
248,Sohn::N,syn,syn
249,Tochter::N,dcera,córka
250,Bruder::N,bratr,brat
251,Schwester::N,sestra,siostra
252,Onkel::N,strýc,wuj
253,Onkel::N,strýc,stryj
254,Tante::N,teta,ciotka
255,Ehemann::N,choť,mąż
256,Ehemann::N,manžel,mąż
257,Ehefrau::N,choť,żona
258,Ehefrau::N,manželka,żona
259,Freude::N,radost,radość
260,Gelächter::N,smích,śmiech
261,Glück::N,štěstí,szczęście
262,Kummer::N,žal,zmartwienie
263,Kummer::N,trápení,zmartwienie
264,Wunsch::N,přání,życzenie
265,Lust::N,chuť,chęć
266,Lust::N,chuť,ochota
267,Geist::N,duch,duch
268,Gedanke::N,myšlenka,myśl
269,Gedächtnis::N,paměť,pamięć
270,Verstand::N,rozum,rozum
271,Sinn::N,smysl,zmysł
272,Grund::N,důvod,powód
273,Wahrheit::N,pravda,prawda
274,Gespräch::N,rozhovor,rozmowa
275,Märchen::N,pohádka,bajka
276,Erzählung::N,povídka,opowiadanie
277,Nachricht::N,zpráva,wiadomość
278,Neuigkeit::N,novina,nowina
279,Neuigkeit::N,novinka,nowina
280,Name::N,jméno,imię
281,Rätsel::N,hádanka,zagadka
282,Rede::N,řeč,mowa
283,Rede::N,proslov,mowa
284,Sprache::N,řeč,język
285,Sprache::N,jazyk,język
286,Stimme::N,hlas,głos
287,Wort::N,slovo,słowo
288,Zeichen::N,znamení,znak
289,Ruf::N,zavolání,wołanie
290,Lärm::N,hluk,hałas
291,Lärm::N,hluk,zgiełk
292,Laut::N,zvuk,dźwięk
293,Ton::N,tón,ton
294,Ton::N,tón,dźwięk
295,Lied::N,píseň,pieśń
296,Lied::N,píseň,piosenka
297,Ruhe::N,klid,spokój
298,Ruhe::N,pokoj,spokój
299,Leute::N,lidé,ludzie
300,Volk::N,národ,naród
301,Arbeit::N,práce,praca
302,Arbeit::N,práce,robota
303,Gast::N,host,gość
304,Geschenk::N,dar,prezent
305,Geschenk::N,dar,podarunek
306,Spiel::N,hra,gra
307,Spiel::N,hra,zabawa
308,Gesellschaft::N,společnost,towarzystwo
309,Hilfe::N,pomoc,pomoc
310,Freund::N,přítel,przyjaciel
311,Kamerad::N,kamarád,kolega
312,Angelegenheit::N,záležitost,sprawa
313,Anzahl::N,počet,ilość
314,Art::N,druh,rodzaj
315,Stück::N,kus,kawałek
316,Stück::N,kousek,kawałek
317,Teil::N,díl,część
318,Teil::N,část,część
319,Hälfte::N,půl,połowa
320,Kreis::N,kruh,krąg
321,Kreuz::N,kříž,krzyż
322,Linie::N,linka,linia
323,Strich::N,čára,kreska
324,Strich::N,čárka,kreska
325,Abstand::N,vzdálenost,odstęp
326,Entfernung::N,vzdálenost,odległość
327,Gegend::N,krajina,okolica
328,Platz::N,prostor,miejsce
329,Ort::N,místo,miejsce
330,Seite::N,strana,bok
331,Seite::N,strana,strona
332,Mitte::N,střed,środek
333,Mitte::N,prostředek,środek
334,Gegenstand::N,předmět,przedmiot
335,Sache::N,věc,rzecz
336,Rand::N,kraj,skraj
337,Rand::N,kraj,krawędź
338,Rand::N,okraj,skraj
339,Rand::N,okraj,krawędź
340,Kante::N,hrana,kant
341,Kante::N,hrana,krawędź
342,Ecke::N,roh,róg
343,Spitze::N,hrot,ostrze
344,Spitze::N,špička,ostrze
345,Ende::N,konec,koniec
346,Loch::N,díra,dziura
347,Winkel::N,kout,kąt
348,Winkel::N,kout,kącik
349,Muster::N,vzor,wzór
350,Größe::N,velikost,rozmiar
351,Größe::N,velikost,wielkość
352,Länge::N,délka,długość
353,Höhe::N,výška,wysokość
354,Gewicht::N,váha,ciężar
355,Menge::N,množství,ilość
356,Haufen::N,kupa,kupa
357,Haufen::N,hromada,kupa
358,Reihe::N,řada,rząd
359,Reihe::N,řada,szereg
360,Reihe::N,řádek,rząd
361,Reihe::N,řádek,szereg
362,Boot::N,člun,łódź
363,Boot::N,člun,łódka
364,Ruder::N,veslo,wiosło
365,Schlitten::N,sáně,sanki
366,Ski::N,lyže,narta
367,Lagerfeuer::N,táborák,ognisko
368,Last::N,náklad,ciężar
369,Last::N,náklad,brzemię
370,Last::N,břemeno,ciężar
371,Last::N,břemeno,brzemię
372,Gang::N,chůze,chód
373,Gang::N,chodba,chód
374,Schritt::N,krok,krok
375,Norden::N,sever,północ
376,Süden::N,jih,południe
377,Westen::N,západ,zachód
378,Osten::N,východ,wschód
379,Holz::N,dřevo,drzewo
380,Brett::N,prkno,deska
381,Platte::N,deska,płyta
382,Stütze::N,opěra,podpora
383,Stange::N,tyč,drąg
384,Stange::N,tyč,żerdź
385,Stange::N,tyčka,drąg
386,Stange::N,tyčka,żerdź
387,Stock::N,hůlka,kij
388,Stock::N,hůlka,laska
389,Stab::N,hůl,pręt
390,Rohr::N,trubka,rura
391,Haus::N,dům,dom
392,Heim::N,domov,dom
393,Ofen::N,kamna,piec
394,Fußboden::N,podlaha,podłoga
395,Tisch::N,stůl,stół
396,Stuhl::N,židle,krzesło
397,Wiege::N,kolébka,kołyska
398,Bett::N,postel,łóżko
399,Bett::N,postel,pościel
400,Regal::N,regál,regał
401,Regal::N,police,regał
402,Kiste::N,bedna,skrzynia
403,Fenster::N,okno,okno
404,Tür::N,dveře,drzwi
405,Tor::N,vrata,brama
406,Zaun::N,plot,płot
407,Zaun::N,plot,parkan
408,Dach::N,střecha,dach
409,Leiter::N,žebřík,drabina
410,Besen::N,koště,miotła
411,Besen::N,smeták,miotła
412,Spaten::N,rýč,rydel
413,Schaufel::N,lopata,łopata
414,Gabel::N,vidlička,widelec
415,Löffel::N,lžíce,łyżka
416,Messer::N,nůž,nóż
417,Nagel::N,hřebík,gwóźdź
418,Netz::N,síť,sieć
419,Haken::N,hák,hak
420,Griff::N,držadlo,chwyt
421,Schloss::N,zámek,zamek
422,Bild::N,obraz,obraz
423,Figur::N,figura,figura
424,Puppe::N,panenka,lalka
425,Beutel::N,pytlík,torba
426,Bündel::N,svazek,wiązka
427,Tasche::N,taška,torba
428,Tasche::N,brašna,torba
429,Eimer::N,kýbl,kubeł
430,Eimer::N,kýbl,wiadro
431,Eimer::N,vědro,kubeł
432,Eimer::N,vědro,wiadro
433,Deckel::N,víko,przykrywka
434,Deckel::N,příklop,przykrywka
435,Geschirr::N,nádobí,statki
436,Geschirr::N,nádobí,naczynia
437,Sack::N,pytel,worek
438,Tasse::N,šálek,filiżanka
439,Topf::N,hrnec,garnek
440,Kessel::N,kotel,kocioł
441,Essen::N,jídlo,jedzenie
442,Nahrung::N,strava,pokarm
443,Nahrung::N,strava,pożywienie
444,Nahrung::N,potrava,pokarm
445,Nahrung::N,potrava,pożywienie
446,Speise::N,jídlo,potrawa
447,Speise::N,jídlo,jedzenie
448,Fleisch::N,maso,mięso
449,Getreide::N,obilí,zboże
450,Brei::N,kaše,kasza
451,Brot::N,chléb,chleb
452,Scheibe::N,krajíc,kromka
453,Fett::N,tuk,tłuszcz
454,Fett::N,omastek,tłuszcz
455,Butter::N,máslo,masło
456,Öl::N,olej,olej
457,Salz::N,sůl,sól
458,Suppe::N,polévka,zupa
459,Honig::N,med,miód
460,Milch::N,mléko,mleko
461,Tee::N,čaj,herbata
462,Leder::N,kůže,skóra
463,Wolle::N,vlna,wełna
464,Stoff::N,látka,tkanina
465,Stoff::N,látka,materiał
466,Nadel::N,jehla,igła
467,Faden::N,nit,nić
468,Faden::N,nit,nitka
469,Knopf::N,knoflík,guzik
470,Knoten::N,uzel,węzeł
471,Farbe::N,barva,farba
472,Kleidung::N,šaty,odzież
473,Kleidung::N,šatstvo,odzież
474,Hemd::N,košile,koszula
475,Kragen::N,límec,kołnierz
476,Ärmel::N,rukáv,rękaw
477,Hose::N,kalhoty,spodnie
478,Gürtel::N,pás,pasek
479,Gürtel::N,opasek,pasek
480,Mütze::N,čepice,czapka
481,Schuh::N,bota,but
482,Schuh::N,bota,bucik
483,Stiefel::N,holínka,but
484,Stiefel::N,holínka,kozak
485,Ring::N,prsten,pierścień
486,Band::N,pásek,wstęga
487,Kamm::N,hřeben,grzebień
488,Spiegel::N,zrcadlo,lustro
489,Riemen::N,řemen,rzemień
490,Schnur::N,šňůra,sznur
491,Leine::N,vodítko,smycz
492,Decke::N,pokrývka,kołdra
493,Decke::N,přikrývka,kołdra
494,Kissen::N,polštář,poduszka
495,Tuch::N,šátek,chustka
496,Handtuch::N,ručník,ręcznik
497,Kraft::N,síla,moc
498,Kraft::N,síla,siła
499,Stärke::N,síla,moc
500,Stärke::N,síla,siła
501,Gesundheit::N,zdraví,zdrowie
502,Krankheit::N,nemoc,choroba
503,Krankheit::N,choroba,choroba
504,Schmerz::N,bolest,ból
505,Wunde::N,rána,rana
506,Fieber::N,horečka,gorączka
507,Arznei::N,lék,lekarstwo
508,Brücke::N,most,most
509,Brunnen::N,studna,studnia
510,Weide::N,pastva,pastwisko
511,Weide::N,pastvina,pastwisko
512,Pfad::N,pěšina,ścieżka
513,Weg::N,cesta,droga
514,Straße::N,silnice,ulica
515,Dorf::N,vesnice,wieś
516,Stadt::N,město,miasto
517,Brief::N,dopis,list
518,Buch::N,kniha,książka
519,Buchstabe::N,písmeno,litera
520,Zeitung::N,noviny,gazeta
521,Zeitung::N,noviny,dziennik
522,Leben::N,život,życie
523,Tod::N,smrt,śmierć
524,Grab::N,hrob,grób
525,Kirche::N,kostel,kościół
526,Sünde::N,hřích,grzech
527,Gott::N,bůh,bóg
528,Arbeiter::N,dělník,robotnik
529,Arbeiter::N,pracovník,robotnik
530,Chef::N,šéf,szef
531,Chef::N,vedoucí,szef
532,Meister::N,mistr,mistrz
533,Meister::N,mistr,majster
534,Arzt::N,lékař,lekarz
535,Lehrer::N,učitel,nauczyciel
536,Geld::N,peníze,pieniądze
537,Geschäft::N,obchod,sprawa
538,Geschäft::N,obchod,interes
539,Laden::N,krám,sklep
540,Preis::N,cena,cena
541,Ware::N,zboží,towar
542,Nutzen::N,užitek,pożytek
543,Reichtum::N,bohatství,bogactwo
544,Welt::N,svět,świat
545,Land::N,země,kraj
546,Staat::N,stát,państwo
547,König::N,král,król
548,Macht::N,moc,władza
549,Macht::N,mocnost,władza
550,Grenze::N,hranice,granica
551,Krieg::N,válka,wojna
552,Feind::N,nepřítel,wróg
553,Gewalt::N,násilí,władza
554,Kampf::N,boj,bój
555,Kampf::N,boj,walka
556,Bogen[Waffe]::N,luk,łuk
557,Pfeil::N,šíp,strzała
558,Gewehr::N,puška,karabin
559,Gewehr::N,ručnice,karabin
560,Fehler::N,chyba,błąd
561,Lüge::N,lež,kłamstwo
562,Schaden::N,škoda,szkoda
563,Unglück::N,neštěstí,nieszczęście
564,Schuld::N,vina,wina
565,Alter::N,věk,wiek
566,Schluss::N,konec,koniec
567,Schluss::N,konec,zakończenie
568,Zeit::N,čas,czas
569,Tag::N,den,dzień
570,Morgen::N,ráno,ranek
571,Morgen::N,ráno,poranek
572,Morgen::N,jitro,ranek
573,Morgen::N,jitro,poranek
574,Mittag::N,poledne,południe
575,Abend::N,večer,wieczór
576,Nacht::N,noc,noc
577,Woche::N,týden,tydzień
578,Monat::N,měsíc,miesiąc
579,Jahr::N,rok,rok
580,Frühling::N,jaro,wiosna
581,Sommer::N,léto,lato
582,Herbst::N,podzim,jesień
583,Winter::N,zima,zima
584,Januar::N,leden,styczeń
585,Februar::N,únor,luty
586,März::N,březen,marzec
587,April::N,duben,kwiecień
588,Mai::N,květen,maj
589,Juni::N,červen,czerwiec
590,Juli::N,červenec,lipiec
591,August::N,srpen,sierpień
592,September::N,září,wrzesień
593,Oktober::N,říjen,październik
594,November::N,listopad,listopad
595,Dezember::N,prosinec,grudzień
596,Montag::N,pondělí,poniedziałek
597,Montag::N,pondělek,poniedziałek
598,Dienstag::N,úterý,wtorek
599,Mittwoch::N,středa,środa
600,Donnerstag::N,čtvrtek,czwartek
601,Freitag::N,pátek,piątek
602,Samstag::N,sobota,sobota
603,Sonntag::N,neděle,niedziela
604,groß::A,velký,duży
605,groß::A,velký,wielki
606,klein::A,malý,mały
607,lang::A,dlouhý,długi
608,kurz::A,krátký,krótki
609,breit::A,široký,szeroki
610,schmal::A,úzký,wąski
611,dicht::A,hustý,gęsty
612,dick[Gegenstand]::A,tlustý,gruby
613,dünn::A,tenký,cienki
614,fein::A,jemný,drobny
615,fest::A,pevný,mocny
616,fest::A,pevný,twardy
617,flach::A,plochý,płaski
618,flach::A,placatý,płaski
619,glatt::A,hladký,gładki
620,hart::A,tvrdý,twardy
621,weich::A,měkký,miękki
622,rund::A,kulatý,okrągły
623,rund::A,okrouhlý,okrągły
624,spitz::A,špičatý,spiczasty
625,scharf::A,ostrý,ostry
626,stumpf::A,tupý,tępy
627,schwer::A,těžký,ciężki
628,schön::A,pěkný,ładny
629,schön::A,pěkný,piękny
630,schön::A,krásný,ładny
631,schön::A,krásný,piękny
632,heiß::A,horký,gorący
633,warm::A,teplý,ciepły
634,kalt::A,studený,zimny
635,kühl::A,chladný,chłodny
636,frisch::A,svěží,świeży
637,feucht::A,vlhký,wilgotny
638,nass::A,mokrý,mokry
639,trocken::A,suchý,suchy
640,voll::A,plný,pełny
641,leer::A,prázdný,pusty
642,leer::A,prázdný,próżny
643,offen::A,otevřený,otwarty
644,geschlossen::A,zavřený,zamknięty
645,sauber::A,čistý,czysty
646,schmutzig::A,špinavý,brudny
647,roh::A,syrový,surowy
648,reif::A,zralý,dojrzały
649,lecker::A,chutný,smaczny
650,süß::A,sladký,słodki
651,bitter::A,hořký,gorzki
652,sauer::A,kyselý,kwaśny
653,hell::A,světlý,jasny
654,dunkel::A,temný,ciemny
655,schwarz::A,černý,czarny
656,weiß::A,bílý,biały
657,rot::A,rudý,czerwony
658,rot::A,červený,czerwony
659,gelb::A,žlutý,żółty
660,blau::A,modrý,błękitny
661,blau::A,modrý,niebieski
662,grün::A,zelený,zielony
663,grau::A,šedý,szary
664,grau::A,šedivý,szary
665,bunt::A,pestrý,barwny
666,billig::A,levný,tani
667,billig::A,laciný,tani
668,teuer::A,drahý,drogi
669,wertvoll::A,cenný,cenny
670,blind::A,slepý,ślepy
671,taub::A,hluchý,głuchy
672,kräftig::A,silný,mocny
673,stark::A,silný,silny
674,schwach::A,slabý,słaby
675,fett::A,tučný,tłusty
676,fett::A,tlustý,tłusty
677,schlank::A,štíhlý,smukły
678,hübsch::A,hezký,ładny
679,böse::A,zlý,zły
680,dumm::A,hloupý,głupi
681,faul::A,líný,leniwy
682,fleißig::A,pilný,pilny
683,geizig::A,lakomý,skąpy
684,klug::A,chytrý,mądry
685,geschickt::A,šikovný,zręczny
686,lieb::A,milý,miły
687,lustig::A,veselý,wesoły
688,sanft::A,mírný,łagodny
689,hungrig::A,hladový,głodny
690,krank::A,nemocný,chory
691,nackt::A,nahý,nagi
692,traurig::A,smutný,smutny
693,traurig::A,truchlivý,smutny
694,lebendig::A,živý,żywy
695,gut::A,dobrý,dobry
696,schlecht::A,špatný,zły
697,richtig::A,pravý,słuszny
698,richtig::A,pravý,właściwy
699,richtig::A,správný,słuszny
700,richtig::A,správný,właściwy
701,schlimm::A,zlý,zły
702,wahr::A,pravdivý,prawdziwy
703,alt::A,starý,stary
704,neu::A,nový,nowy
705,ehemalig::A,bývalý,były
706,alt[Lebewesen]::A,starý,stary
707,jung::A,mladý,młody
708,arm::A,chudý,ubogi
709,arm::A,chudý,biedny
710,reich::A,bohatý,bogaty
711,bekannt::A,známý,znany
712,berühmt::A,slavný,słynny
713,fremd::A,cizí,obcy
714,fremd::A,cizí,cudzy
715,verschieden::A,různý,różny
716,verschieden::A,rozličný,różny
717,nah::A,blízký,bliski
718,fern::A,daleký,daleki
719,linker::A,levý,lewy
720,rechter::A,pravý,prawy
721,anderer::A,jiný,inny
722,erster::A,první,pierwszy
723,zweiter::A,druhý,drugi
724,dritter::A,třetí,trzeci
725,letzter::A,poslední,ostatni
726,allein::ADV,sám,sam
727,auf einmal::ADV,najednou,naraz
728,zusammen::ADV,spolu,razem
729,zusammen::ADV,dohromady,razem
730,lange::ADV,dlouho,długo
731,plötzlich::ADV,vtom,nagle
732,plötzlich::ADV,náhle,nagle
733,sofort::ADV,hned,natychmiast
734,sofort::ADV,ihned,natychmiast
735,später::ADV,později,później
736,jetzt::ADV,teď,teraz
737,jetzt::ADV,teď,obecnie
738,jetzt::ADV,nyní,teraz
739,jetzt::ADV,nyní,obecnie
740,heute::ADV,dnes,dziś
741,heute::ADV,dnes,dzisiaj
742,heute::ADV,dneska,dziś
743,heute::ADV,dneska,dzisiaj
744,morgen::ADV,zítra,jutro
745,bald::ADV,brzo,wkrótce
746,dann::ADV,pak,potem
747,dann::ADV,potom,potem
748,gestern::ADV,včera,wczoraj
749,einst::ADV,kdysi,kiedyś
750,einst::ADV,kdysi,niegdyś
751,damals::ADV,tehdy,wtedy
752,damals::ADV,tehdy,wówczas
753,damals::ADV,tenkrát,wtedy
754,damals::ADV,tenkrát,wówczas
755,danach::ADV,podle toho,następnie
756,vorher::ADV,dříve,przedtem
757,vorher::ADV,napřed,przedtem
758,zuerst::ADV,nejprve,naprzód
759,zuerst::ADV,nejprve,najpierw
760,zuerst::ADV,nejdříve,naprzód
761,zuerst::ADV,nejdříve,najpierw
762,einmal::ADV,jednou,raz
763,manchmal::ADV,někdy,czasem
764,oft::ADV,často,często
765,immer::ADV,vždy,zawsze
766,immer::ADV,stále,zawsze
767,niemals::ADV,nikdy,nigdy
768,hier::ADV,zde,tu
769,hier::ADV,zde,tutaj
770,hier::ADV,tady,tu
771,hier::ADV,tady,tutaj
772,hierhin::ADV,sem,tu
773,von hier::ADV,odtud,stąd
774,dort::ADV,tam,tam
775,dorthin::ADV,tam,tam
776,geradeaus::ADV,rovně,prosto
777,vorwärts::ADV,kupředu,naprzód
778,rückwärts::ADV,zpět,wstecz
779,zurück::ADV,zpět,z powrotem
780,zurück::ADV,nazpět,z powrotem
781,unten::ADV,dole,u dołu
782,unten::ADV,dole,na dole
783,hinab::ADV,dolů,na_dół
784,hinab::ADV,dolů,w_dół
785,oben::ADV,nahoře,w górze
786,oben::ADV,nahoře,na górze
787,oben::ADV,navrchu,w górze
788,oben::ADV,navrchu,na górze
789,hinauf::ADV,nahoru,w górę
790,hinauf::ADV,nahoru,na górę
791,überall::ADV,všude,wszędzie
792,nicht::ADV,ne,nie
793,ein wenig::ADV,trochu,trochę
794,kaum::ADV,sotva,ledwie
795,kaum::ADV,sotva,prawie nie
796,sehr::ADV,velmi,bardzo
797,sehr::ADV,velice,bardzo
798,so::ADV,tak,tak
799,so::ADV,takto,tak
800,noch::ADV,ještě,jeszcze
801,nur::ADV,jen,tylko
802,nur::ADV,jenom,tylko
803,schon::ADV,už,już
804,schon::ADV,již,już
805,wieder::ADV,zase,znów
806,wieder::ADV,zase,znowu
807,vergebens::ADV,marně,na próżno
808,vor::PRP,před,przed
809,hinter::PRP,za,za
810,unter::PRP,pod,pod
811,durch::PRP,skrz,przez
812,neben::PRP,vedle,obok
813,zwischen::PRP,mezi,między
814,wegen::PRP,pro,z powodu
815,dies::PRN,toto,to
816,dies::PRN,tohle,to
817,das::PRN,to,to
818,alles::PRN,všechno,wszystko
819,ich::PRN,já,ja
820,du::PRN,ty,ty
821,er::PRN,on,on
822,wir::PRN,my,my
823,ihr::PRN,vy,wy
824,sie::PRN,oni,oni
825,was::FPRN,co,co
826,wer::FPRN,kdo,kto
827,wo::FADV,kde,gdzie
828,wohin::FADV,kam,dokąd
