,Concept_ID,zh,kk
829,zwanzig::NUM,二十,жиырма
830,dreißig::NUM,三十,отыз
831,vierzig::NUM,四十,қырық
832,fünfzig::NUM,五十,елу
833,sechzig::NUM,六十,алпыс
834,siebzig::NUM,七十,жетпіс
835,achtzig::NUM,八十,сексен
836,neunzig::NUM,九十,тоқсан
837,hundert::NUM,百,жүз
838,tausend::NUM,千,мың
839,und::CNJ,和,та
840,oder::CNJ,或者,әлде
841,oder::CNJ,或者,немесе
842,stehen::V,站,тұру
843,sitzen::V,坐,отыру
844,liegen::V,躺着,жату
845,hängen::V,挂着,ілу
846,werden::V,成为,болу
847,werden::V,成为,түрегелу
848,passieren::V,发生,болу
849,beginnen::V,开始,басталу
850,enden::V,终止,ада болу
851,wechseln::V,变迁,құбылу
852,wechseln::V,变迁,өзгеру
853,aufgehen[Sonne]::V,升起,шығу
854,untergehen[Sonne]::V,下落,батыру
855,scheinen[Sonne]::V,照射,жылтырау
856,donnern::V,打雷,күркіреу
857,wehen::V,飘扬,огып тур
858,strömen::V,流,сорғалау
859,fließen::V,流动,ағу
860,sich drehen::V,转动,айналу
861,schwanken::V,摇摆,толықсу
862,schwingen::V,摇,тербелу
863,fallen::V,坠落,құлау
864,fallen::V,坠落,жығылу
865,fallen::V,坠落,төмендеу
866,brennen::V,燃烧,жану
867,rauchen::V,冒烟,түтету
868,regnen::V,下雨,жауу
869,gefrieren::V,结冰,мұздай қату
870,gefrieren::V,结冰,мұз боп қату
871,tauen::V,融化,жібу
872,schmelzen::V,溶化,еру
873,trocknen::V,变干,курау
874,sieden::V,煮,қайнау
875,faulen::V,腐烂,иістену
876,verfaulen::V,腐烂,шіру
877,reißen::V,撕,жыртылу
878,versinken::V,下沉,малтығу
879,vergehen::V,流逝,өту
880,erscheinen::V,出现,көріну
881,erscheinen::V,出现,көрініп қалу
882,verschwinden::V,消失,ғайып_болу
883,sinken::V,下降,ылдилау
884,sinken::V,下降,төмендеу
885,abnehmen::V,减少,кемітілу
886,zunehmen::V,增加,көбею
887,steigen::V,上升,қобу
888,steigen::V,上升,көтерілу
889,steigen::V,上升,жоғарылау
890,wachsen::V,生长,өсу
891,glänzen::V,发光,жалтырау
892,funkeln::V,闪烁,жарқырау
893,funkeln::V,闪烁,нұрлану
894,funkeln::V,闪烁,жылтылдау
895,lärmen::V,吵闹,шулау
896,lärmen::V,吵闹,шуылдау
897,läuten::V,响,қоңыраулату
898,klingeln::V,按铃,дыңғырлау
899,brausen::V,疾驶,тасу
900,klingen::V,听起来,дыбыс шығару
901,bellen::V,吠,үру
902,heulen::V,嗥,ұлу
903,blasen::V,吹,үру
904,pfeifen::V,吹口哨,ысқыру
905,schreien::V,叫喊,шыңғыру
906,schreien::V,叫喊,айғайлау
907,schreien::V,叫喊,байбайлау
908,schreien::V,叫喊,бажалақтау
909,stöhnen::V,呻吟,ыңырсу
910,stöhnen::V,呻吟,ыңкылдау
911,zittern::V,颤抖,қалш
912,zittern::V,颤抖,қалшылдату
913,leben::V,生存,жасау
914,leben::V,生存,күнелту
915,leben::V,生存,күн көру
916,leben::V,生存,тіршілік ету
917,geboren werden::V,出生,туу
918,atmen::V,呼吸,дем алу
919,atmen::V,呼吸,ауа жұту
920,trinken::V,喝,ішу
921,trinken::V,喝,ұрттау
922,essen::V,吃,жеу
923,essen::V,吃,тамақтану
924,schlucken::V,咽,жұту
925,müde werden::V,疲倦,болдыру
926,einschlafen::V,入睡,үйыктап калу
927,schlafen::V,睡觉,ұйықтау
928,aufwachen::V,睡醒,ояну
929,aufstehen::V,起床,ояну
930,sich erholen::V,休养,тынығу
931,krank werden::V,生病,кеселдену
932,krank werden::V,生病,сырқаттану
933,krank werden::V,生病,ауырып қалу
934,krank werden::V,生病,ауыра бастау
935,krank werden::V,生病,кеселге ұшырау
936,krank werden::V,生病,сырқаттанып қалу
937,krank sein::V,生病,ауыру
938,krank sein::V,生病,сырқаттану
939,schmerzen::V,疼痛,ауырады
940,husten::V,咳,жөтелу
941,genesen::V,痊愈,айығу
942,sterben::V,死,өлу
943,sterben::V,死,қайтыс
944,sterben::V,死,жантапсыру
945,umkommen::V,丧命,өлу
946,umkommen::V,丧命,қаза табу
947,sich bewegen::V,移动,жылжу
948,sich rühren::V,动弹,қыбырлау
949,sich erheben::V,站起,тұру
950,sich setzen::V,坐,отыру
951,hinfallen::V,跌倒,жығылу
952,laufen::V,步行,жояу жүру
953,schreiten::V,迈步,кадамдау
954,spazierengehen::V,散步,қыдыру
955,eilen::V,急忙,асығу
956,eilen::V,急忙,жеделдену
957,eilen::V,急忙,жедепдеу
958,sich beeilen::V,赶快,асығу
959,sich beeilen::V,赶快,жеделдену
960,sausen::V,疾驰,заулау
961,rennen::V,奔跑,жүгіру
962,springen::V,跳,секіру
963,klettern::V,攀缘,өрмелеп шығу
964,schaukeln::V,荡秋千,тербелу
965,kriechen::V,爬行,еңбектеу
966,schwimmen::V,游泳,жүзу
967,schwimmen::V,游泳,малту
968,schwimmen::V,游泳,қалықтау
969,tauchen::V,潜水,сүңгу
970,rudern::V,划船,есу
971,fahren::V,行驶,бару
972,fliegen::V,飞,ұшу
973,gehen::V,走,бару
974,weggehen::V,离去,кету
975,abfahren::V,出发,жөнелу
976,anhalten::V,停住,тоқтау
977,hineingehen::V,进去,кіру
978,eintreten::V,进入,ену
979,kommen::V,来,жету
980,ankommen::V,到达,келу
981,zurückkommen::V,回来,қайту
982,bleiben::V,停留,қалу
983,warten::V,等,тосу
984,erwarten::V,等候,күту
985,suchen::V,找,іздеу
986,finden::V,找到,табу
987,versuchen::V,尝试,талпыну
988,vorbereiten::V,预备,әзірлеу
989,lieben::V,爱,сүю
990,mögen::V,喜欢,жарату
991,mögen::V,喜欢,жақсы_көру
992,lachen::V,笑,күлу
993,lachen::V,笑,күлісу
994,weinen::V,哭,жылау
995,schimpfen::V,骂,ақырып-бақыру
996,sich ärgern::V,生气,ашулану
997,sich fürchten::V,害怕,сескену
998,fürchten::V,害怕,қауіптену
999,fürchten::V,害怕,сақсыну
1000,fliehen::V,逃走,қашу
1001,fliehen::V,逃走,қашып кету
1002,flüchten::V,逃跑,қашу
1003,flüchten::V,逃跑,қашып кету
1004,sehen::V,看,көру
1005,anschauen::V,注视,назар салу
1006,ansehen::V,注视,тамашалау
1007,hören::V,听,есту
1008,zuhören::V,倾听,тыңдау
1009,zuhören::V,倾听,құлақ қою
1010,probieren::V,尝,тату
1011,probieren::V,尝,дәм тату
1012,riechen::V,闻,иіскеу
1013,fühlen::V,感到,сезу
1014,fühlen::V,感到,сезіну
1015,scheinen::V,照耀,болып көріну
1016,zu sehen sein::V,可以看到,көріну
1017,vernehmen::V,审讯,есту
1018,vernehmen::V,审讯,есітіп қалу
1019,frieren::V,觉得冷,тоңу
1020,frieren::V,觉得冷,жаурау
1021,tun::V,作,ету
1022,tun::V,作,істеу
1023,können::V,能,білу
1024,wollen::V,要,қалау
1025,anfangen::V,开始,бастау
1026,beenden::V,结束,бітіру
1027,beenden::V,结束,адақтау
1028,beenden::V,结束,тамамдау
1029,beenden::V,结束,аяқтап шығу
1030,aufhören::V,停止,доғару
1031,gelingen::V,成功,жолы түсу
1032,geraten::V,陷于,калу
1033,öffnen::V,打开,ашу
1034,öffnen::V,打开,ашып қою
1035,schließen::V,关,жабу
1036,stellen::V,放,қою
1037,stellen::V,放,қойдыру
1038,setzen::V,放,отырғызу
1039,legen::V,摆,салу
1040,legen::V,摆,калау
1041,berühren::V,触,тию
1042,verbinden::V,联结,байлап алу
1043,verbinden::V,联结,сабақтастыру
1044,bedecken::V,覆盖,бүркеу
1045,aufhängen::V,挂,ілу
1046,aufhängen::V,挂,асып қою
1047,anzünden::V,点,тұтату
1048,aufheben::V,拾起,көтеру
1049,zurücklassen::V,遗留,қалдыру
1050,verlieren::V,丧失,жоғалту
1051,fallen lassen::V,让掉下,құлатып алу
1052,fallen lassen::V,让掉下,қолдан түсіріп алу
1053,machen::V,做,ету
1054,machen::V,做,жасау
1055,machen::V,做,жасап шығару
1056,herstellen::V,生产,жасап шығару
1057,bauen::V,建造,тұрғызу
1058,reparieren::V,修理,оңдау
1059,verbessern::V,改进,дұрыстау
1060,ändern::V,改变,өзгерту
1061,graben::V,挖,үңгу
1062,beugen::V,弯下,буғу
1063,biegen::V,弯,ию
1064,biegen::V,弯,майыстыру
1065,drehen::V,转动,айналдыру
1066,wenden::V,转动,екінші жағын айналдыру
1067,umdrehen::V,转动,бұру
1068,heben::V,举起,көтеру
1069,hochheben::V,抬高,жоғарылату
1070,hochheben::V,抬高,көтеру
1071,ergreifen::V,抓住,бас_салу
1072,ergreifen::V,抓住,шап_беріп_ұстап_алу
1073,ergreifen::V,抓住,шап_беру
1074,ergreifen::V,抓住,шап_ете_түсу
1075,halten::V,拿着,тұту
1076,halten::V,拿着,ұстау
1077,drücken::V,压,басу
1078,schieben::V,推,итеру
1079,kratzen::V,搔,қыру
1080,lecken::V,舔,жалау
1081,beißen::V,咬,қабу
1082,beißen::V,咬,тістеу
1083,beißen::V,咬,қауып алу
1084,abreißen::V,撕下,үзу
1085,abschneiden::V,切断,қырқу
1086,binden::V,捆,байланыстыру
1087,binden::V,捆,байлап_алу
1088,binden::V,捆,байластыру
1089,binden::V,捆,байлау
1090,binden::V,捆,буу
1091,binden::V,捆,матау
1092,binden::V,捆,сабақтастыру
1093,binden::V,捆,ұштастыру
1094,stecken::V,插,сұғу
1095,brechen::V,断裂,сындыру
1096,klopfen::V,敲,қағу
1097,hauen::V,揍,соғу
1098,kleben::V,粘,желімдеу
1099,reiben::V,摩擦,үйкеу
1100,streichen::V,涂,сүйкеу
1101,schleifen::V,拖曳,егеу
1102,schleifen::V,拖曳,қайрау
1103,schleifen::V,拖曳,егеулеу
1104,schneiden::V,切,кесу
1105,rütteln::V,颠簸,қозғау
1106,rütteln::V,颠簸,жұлмалау
1107,schütteln::V,摇动,дірілдету
1108,schütteln::V,摇动,селкілдету
1109,schwenken::V,摇动,бұлғау
1110,schwenken::V,摇动,сермеу
1111,schütten::V,倒,құю
1112,füllen::V,填满,толтыру
1113,einwickeln::V,包,орау
1114,tragen::V,提,алып жүру
1115,schleppen::V,扛,тарту
1116,ziehen::V,拉,тарту
1117,aufbewahren::V,保存,сақтау
1118,werfen::V,扔,лақтыру
1119,fangen::V,捕捉,қармау
1120,fangen::V,捕捉,қағып алу
1121,packen::V,抓住,шап беру
1122,packen::V,抓住,шап ете түсу
1123,packen::V,抓住,шап беріп ұстап алу
1124,verstecken::V,藏,тығу
1125,verstecken::V,藏,жасыру
1126,teilen::V,分,бөлу
1127,schicken::V,派遣,жіберу
1128,bringen::V,带来,әкелу
1129,bringen::V,带来,алып келу
1130,hinzufügen::V,添加,қосу
1131,hinzufügen::V,添加,үстеу
1132,bekommen::V,得到,алу
1133,erhalten::V,接到,алмақ
1134,nehmen::V,拿,алу
1135,nehmen::V,拿,алмақ
1136,wählen::V,挑选,таңдау
1137,auswählen::V,选择,екшеу
1138,auswählen::V,选择,саралау
1139,auswählen::V,选择,сұрыптау
1140,auswählen::V,选择,сайлап алу
1141,bewahren::V,保持,сақтау
1142,behindern::V,防碍,оралғы болу
1143,verderben::V,败坏,бүлдіру
1144,beschädigen::V,损坏,бұзу
1145,zerbrechen::V,破碎,уату
1146,zerreißen::V,撕碎,жырту
1147,zerstören::V,毁坏,қирату
1148,zerstören::V,毁坏,талқандау
1149,verbrennen::V,燃烧,өртеу
1150,verbrennen::V,燃烧,жандыру
1151,verbrennen::V,燃烧,өртеп жіберу
1152,verbrennen::V,燃烧,жандырып жіберу
1153,geben::V,给,беру
1154,reichen::V,递给,беру
1155,schenken::V,赠送,тарту
1156,versprechen::V,许诺,уәде беру
1157,wünschen::V,祝,тілеу
1158,loben::V,表扬,мақтау
1159,loben::V,表扬,дәріптеу
1160,küssen::V,亲,сүю
1161,wiegen::V,轻摇,тербеу
1162,zudecken::V,盖上,бүркеу
1163,wecken::V,唤起,ояту
1164,zeigen::V,指,көрсету
1165,führen::V,带领,ерту
1166,führen::V,带领,жетектеу
1167,lehren::V,教,оқыту
1168,unterrichten::V,讲课,оқыту
1169,aufziehen::V,抚养,бағу
1170,leiten::V,领导,басқару
1171,leiten::V,领导,жетекшілік ету
1172,antreiben::V,催促,асықтыру
1173,lassen::V,让,-ткізу
1174,lassen::V,让,мәжбүр ету
1175,einladen::V,邀请,шақыру
1176,vereinigen::V,统一,біріктіру
1177,vereinigen::V,统一,біріктіріп қою
1178,besuchen::V,参观,кіріп шығу
1179,besuchen::V,参观,барып шығу
1180,treffen::V,会面,кездесу
1181,sich versammeln::V,聚集,топталу
1182,spielen::V,玩,ойнау
1183,singen::V,唱歌,сайрау
1184,tanzen::V,跳舞,билеу
1185,sich trennen::V,分别,айрылысу
1186,verlassen::V,离开,тастау
1187,retten::V,救,құтқару
1188,bewachen::V,守卫,күзету
1189,schützen::V,保护,жақтау
1190,schützen::V,保护,жақтасу
1191,verteidigen::V,保卫,қорғау
1192,sich schlagen::V,打架,алысу
1193,schießen::V,射击,ату
1194,siegen::V,获胜,жеңу
1195,ärgern::V,激怒,ашуландыру
1196,schlagen::V,打,ұру
1197,treten::V,踢,тебу
1198,stechen::V,刺,шаншу
1199,stoßen::V,撞,түрту
1200,stehlen::V,盗窃,ұрлау
1201,stören::V,干扰,кесірлен
1202,belästigen::V,打搅,мазасын алу
1203,verbergen::V,隐藏,сездірмеу
1204,täuschen::V,欺骗,жалған айту
1205,betrügen::V,欺骗,алдау
1206,betrügen::V,欺骗,алдап кету
1207,betrügen::V,欺骗,ақымақ қылу
1208,töten::V,杀,құрту
1209,töten::V,杀,өлтіру
1210,wohnen::V,居住,мекендеу
1211,wohnen::V,居住,өмір сүру
1212,arbeiten::V,工作,істеу
1213,arbeiten::V,工作,еңбектену
1214,sammeln::V,收集,жыю
1215,pflücken::V,采,жұлу
1216,jagen::V,打猎,аулау
1217,fischen::V,捕鱼,балык_аулау
1218,fassen::V,捉住,ұстау
1219,hüten::V,守护,жаю
1220,hüten::V,守护,бағу
1221,treiben::V,漂,айдау
1222,anbinden::V,拴,байлау
1223,füttern::V,喂,ас ішкізу
1224,füttern::V,喂,азықтандыру
1225,füttern::V,喂,қоректендіру
1226,melken::V,挤奶,сауу
1227,hacken::V,剁细,турау
1228,gießen::V,浇,суару
1229,reifen::V,成熟,жетілу
1230,kochen::V,煮,асу
1231,backen::V,烤,пісіру
1232,braten::V,煎,қуыру
1233,umrühren::V,搅拌,былғалау
1234,umrühren::V,搅拌,сапырылыстыру
1235,stricken::V,织,торлау
1236,stricken::V,织,тоқу
1237,nähen::V,缝,тігу
1238,färben::V,染色,бояу
1239,färben::V,染色,сырлау
1240,reinigen::V,清洁,аршу
1241,reinigen::V,清洁,тазалау
1242,waschen::V,洗,жуу
1243,abwischen::V,擦掉,сүрту
1244,spülen::V,清洗,шаю
1245,fegen::V,扫,сыпыру
1246,kehren::V,打扫,сыпыру
1247,baden::V,给...洗澡,шомылу
1248,sich waschen::V,洗澡,жуыну
1249,ausziehen::V,脱,шешу
1250,anziehen::V,穿,кигізу
1251,sich anziehen::V,穿衣,киіну
1252,kämmen::V,梳,тарау
1253,schmücken::V,装饰,әсемдеу
1254,schmücken::V,装饰,мәнерлеу
1255,schmücken::V,装饰,көріктендіру
1256,sagen::V,说,деу
1257,sagen::V,说,айту
1258,sprechen::V,说,деу
1259,sprechen::V,说,айту
1260,reden::V,讲,сөйлеу
1261,reden::V,讲,сөйлесу
1262,reden::V,讲,тіл қатысу
1263,sich unterhalten::V,聊天,сұхбаттасу
1264,fragen::V,问,сұрау
1265,bitten::V,请,өтіну
1266,bitten::V,请,жалыну
1267,erzählen::V,叙述,айту
1268,mitteilen::V,通知,білдіру
1269,nennen::V,叫做,атау
1270,rufen::V,叫,шақыру
1271,prahlen::V,吹牛,бөсу
1272,übersetzen::V,翻译,аудару
1273,denken::V,想,ойлау
1274,glauben::V,以为,нану
1275,glauben::V,以为,илану
1276,bemerken::V,发觉,аңғару
1277,erkennen::V,识别,тану
1278,begreifen::V,理解,ұғу
1279,begreifen::V,理解,аңғарып алу
1280,verstehen::V,明白,пайым
1281,verstehen::V,明白,түсіну
1282,lernen::V,学,оқу
1283,wissen::V,知道,хабардар болу
1284,sich erinnern an::V,回忆,еске түсіру
1285,vergessen::V,忘记,ұмыту
1286,messen::V,测量,өлшеу
1287,zählen::V,数,санау
1288,rechnen::V,计算,санап шығару
1289,rechnen::V,计算,санап шығу
1290,rechnen::V,计算,санау
1291,lesen::V,读,оқу
1292,malen::V,画,сурет салу
1293,zeichnen::V,绘制,сурет салу
1294,schreiben::V,写,жазу
1295,besitzen::V,占有,болу
1296,kaufen::V,买,алу
1297,kaufen::V,买,әперу
1298,verkaufen::V,卖,сату
1299,bezahlen::V,付钱,төлеу
1300,bezahlen::V,付钱,ақы беру
1301,bezahlen::V,付钱,ақы төлеу
1302,zahlen::V,支付,төлеу
1303,beherrschen::V,统治,билеу
1304,ertragen::V,忍耐,төзу
1305,ertragen::V,忍耐,шыдау
1306,vergebens::ADV,,бекер
1307,klirren::V,,дыңылдату
1308,rauschen::V,,сусылдау
1309,rauschen::V,,сыбдырлау
1310,rühren::V,,көңілін бұзу
1311,zubereiten::V,,даяр ету
