,Concept_ID,cs,he
113,Fluss::N,řeka,נהר
114,Ufer::N,břeh,גדה
115,Küste::N,pobřeží,חוף
116,Festland::N,souš,יבשה
117,Festland::N,pevnina,יבשה
118,Meer::N,moře,ים
119,Bucht::N,záliv,מפרץ
120,Bucht::N,zátoka,מפרץ
121,Insel::N,ostrov,אי
122,Blume::N,květina,פרח
123,Gras::N,tráva,דשא
124,Wurzel::N,kořen,שרש
125,Baum::N,strom,עץ
126,Stamm::N,kmen,גזע
127,Rinde::N,kůra,קלפת עץ
128,Ast::N,větev,ענף
129,Zweig::N,větev,ענף
130,Blatt::N,lupen,עלה
131,Birke::N,bříza,שדר
132,Kiefer[Baum]::N,sosna,ארן
133,Kiefer[Baum]::N,borovice,ארן
134,Weide[Baum]::N,vrba,ערבה
135,Tanne::N,jedle,אשוח
136,Horn::N,roh,קרן
137,Feder::N,pero,נוצה
138,Fell::N,srst,פרוה
139,Flügel::N,křídlo,כנף
140,Klaue::N,dráp,טלף
141,Klaue::N,pazneht,טלף
142,Kralle::N,dráp,טפר
143,Schwanz::N,ocas,זנב
144,Ei::N,vejce,ביצה
145,Nest::N,hnízdo,קן
146,Bau::N,nora,מחלה
147,Tier::N,zvíře,חיה
148,Herde::N,stádo,עדר
149,Kuh::N,kráva,פרה
150,Bulle::N,býk,פר
151,Pferd::N,kůň,סוס
152,Schaf::N,ovce,כבשה
153,Schwein::N,vepř,חזיר
154,Schwein::N,prase,חזיר
155,Hund::N,pes,כלב
156,Katze::N,kočka,חתול
157,Bär::N,medvěd,דב
158,Eichhörnchen::N,veverka,סנאי
159,Elch::N,los,דישון
160,Fuchs::N,liška,שועל
161,Hase::N,zajíc,ארנב
162,Maus::N,myš,עכבר
163,Wolf::N,vlk,זאב
164,Vogel::N,pták,צפור
165,Schwarm::N,roj,נחיל
166,Schwarm::N,roj,להקה
167,Schwarm::N,hejno,נחיל
168,Schwarm::N,hejno,להקה
169,Huhn::N,kuře,תרנגלת
170,Huhn::N,slepice,תרנגלת
171,Hahn::N,kohout,תרנגול
172,Gans::N,husa,אוז
173,Adler::N,orel,עיט
174,Ente::N,kachna,ברוז
175,Eule::N,sova,ינשוף
176,Kranich::N,jeřáb,עגור
177,Kranich::N,jeřáb,כרוכיה
178,Krähe::N,vrána,עורב
179,Kuckuck::N,kukačka,קוקיה
180,Schwan::N,labuť,ברבור
181,Fisch::N,ryba,דג
182,Barsch::N,okoun,אוקונוס
183,Hecht::N,štika,זאב הים
184,Schlange[Tier]::N,had,נחש
185,Wurm::N,červ,תולעת
186,Spinne::N,pavouk,עכביש
187,Ameise::N,mravenec,נמלה
188,Laus::N,veš,כנה
189,Mücke::N,komár,יתוש
190,Fliege::N,moucha,זבוב
191,Schmetterling::N,motýl,פרפר
192,Beere::N,bobule,ענבה
193,Apfel::N,jablko,תפוח
194,Pilz::N,houba,פטריה
195,Zwiebel::N,cibule,בצל
196,Saat::N,osivo,זרעים
197,Korn::N,zrno,גרעין
198,Heu::N,seno,חציר
199,Schale::N,slupka,קלפה
200,Schale::N,skořápka,קלפה
201,Grube::N,jáma,בור
202,Grube::N,jáma,שוחה
203,Falle::N,past,מלכדת
204,Falle::N,léčka,מלכדת
205,Schlinge::N,smyčka,לולאה
206,Spur::N,stopa,עקבה
207,Asche::N,popel,אפר
208,Dreck::N,špína,זהמה
209,Eisen::N,železo,ברזל
210,Gold::N,zlato,זהב
211,Silber::N,stříbro,כסף
212,Kohle::N,uhlí,פחם
213,Glas::N,sklo,זכוכית
214,Lehm::N,jíl,חרסית
215,Lehm::N,hlína,חרסית
216,Sand::N,písek,חול
217,Mensch::N,člověk,אדם
218,Mann::N,muž,איש
219,Mann::N,muž,גבר
220,Frau::N,žena,אשה
221,Frau::N,žena,גברת
222,Kind::N,dítě,ילד
223,Junge::N,hoch,ילד
224,Junge::N,chlapec,ילד
225,Mädchen::N,děvče,נערה
226,Familie::N,rodina,משפחה
227,Großvater::N,děd,סבא
228,Großvater::N,dědeček,סבא
229,Großmutter::N,babička,סבתא
230,Eltern::N,rodiče,הורים
231,Vater::N,otec,אב
232,Mutter::N,matka,אם
233,Sohn::N,syn,בן
234,Tochter::N,dcera,בת
235,Bruder::N,bratr,אח
236,Schwester::N,sestra,אחות
237,Onkel::N,strýc,דוד
238,Tante::N,teta,דודה
239,Ehemann::N,choť,איש
240,Ehemann::N,choť,בעל
241,Ehemann::N,manžel,איש
242,Ehemann::N,manžel,בעל
243,Ehefrau::N,choť,אשה
244,Ehefrau::N,manželka,אשה
245,Freude::N,radost,שמחה
246,Gelächter::N,smích,צחוק
247,Glück::N,štěstí,אשר
248,Kummer::N,žal,יגון
249,Kummer::N,žal,עגמה
250,Kummer::N,trápení,יגון
251,Kummer::N,trápení,עגמה
252,Wunsch::N,přání,אחול
253,Wunsch::N,přání,משאלה
254,Lust::N,chuť,חשק
255,Lust::N,chuť,תשוקה
256,Geist::N,duch,רוח
257,Gedanke::N,myšlenka,מחשבה
258,Gedächtnis::N,paměť,זכרון
259,Verstand::N,rozum,שכל
260,Sinn::N,smysl,מובן
261,Sinn::N,smysl,משמעות
262,Grund::N,důvod,סבה
263,Wahrheit::N,pravda,אמת
264,Gespräch::N,rozhovor,דיון
265,Märchen::N,pohádka,אגדה
266,Erzählung::N,povídka,ספור
267,Nachricht::N,zpráva,ידיעה
268,Neuigkeit::N,novina,חדשה
269,Neuigkeit::N,novinka,חדשה
270,Name::N,jméno,שם
271,Rätsel::N,hádanka,תעלומה
272,Rede::N,řeč,נאום
273,Rede::N,proslov,נאום
274,Sprache::N,řeč,לשון
275,Sprache::N,jazyk,לשון
276,Stimme::N,hlas,קול
277,Wort::N,slovo,מלה
278,Zeichen::N,znamení,סימן
279,Ruf::N,zavolání,קריאה
280,Lärm::N,hluk,רעש
281,Laut::N,zvuk,הגה
282,Ton::N,tón,צליל
283,Lied::N,píseň,שיר
284,Ruhe::N,klid,שלוה
285,Ruhe::N,pokoj,שלוה
286,Leute::N,lidé,אנשים
287,Volk::N,národ,עם
288,Arbeit::N,práce,עבודה
289,Gast::N,host,אורח
290,Geschenk::N,dar,מתנה
291,Spiel::N,hra,משחק
292,Gesellschaft::N,společnost,חברה
293,Hilfe::N,pomoc,עזרה
294,Freund::N,přítel,חבר
295,Freund::N,přítel,ידיד
296,Kamerad::N,kamarád,רע
297,Angelegenheit::N,záležitost,ענין
298,Anzahl::N,počet,מספר
299,Art::N,druh,סוג
300,Stück::N,kus,חתיכה
301,Stück::N,kousek,חתיכה
302,Teil::N,díl,פרק
303,Teil::N,část,פרק
304,Hälfte::N,půl,חצי
305,Kreis::N,kruh,מעגל
306,Kreuz::N,kříž,צלב
307,Linie::N,linka,קו
308,Strich::N,čára,קו קצר
309,Strich::N,čárka,קו קצר
310,Abstand::N,vzdálenost,מרחק
311,Entfernung::N,vzdálenost,מרחק
312,Gegend::N,krajina,נוף
313,Platz::N,prostor,שטח
314,Ort::N,místo,אתר
315,Ort::N,místo,מקום
316,Seite::N,strana,צד
317,Mitte::N,střed,אמצע
318,Mitte::N,prostředek,אמצע
319,Gegenstand::N,předmět,אוביקט
320,Sache::N,věc,דבר
321,Rand::N,kraj,פרור
322,Rand::N,okraj,פרור
323,Kante::N,hrana,קצה
324,Ecke::N,roh,פנה
325,Spitze::N,hrot,קצה
326,Spitze::N,špička,קצה
327,Ende::N,konec,סוף
328,Loch::N,díra,חר
329,Winkel::N,kout,פנה
330,Muster::N,vzor,תבנית
331,Größe::N,velikost,גדל
332,Länge::N,délka,ארך
333,Höhe::N,výška,קומה
334,Höhe::N,výška,גבה
335,Gewicht::N,váha,משקל
336,Menge::N,množství,כמות
337,Haufen::N,kupa,ערמה
338,Haufen::N,hromada,ערמה
339,Reihe::N,řada,רצף
340,Reihe::N,řádek,רצף
341,Boot::N,člun,סירה
342,Ruder::N,veslo,משוט
343,Schlitten::N,sáně,מזחלת
344,Ski::N,lyže,מגלשים
345,Lagerfeuer::N,táborák,מדורה
346,Last::N,náklad,משא
347,Last::N,břemeno,משא
348,Gang::N,chůze,הליכה
349,Gang::N,chodba,הליכה
350,Schritt::N,krok,צעד
351,Norden::N,sever,צפון
352,Süden::N,jih,דרום
353,Westen::N,západ,מערב
354,Osten::N,východ,מזרח
355,Holz::N,dřevo,עץ
356,Brett::N,prkno,קרש
357,Platte::N,deska,לוח
358,Stütze::N,opěra,משען
359,Stange::N,tyč,מוט
360,Stange::N,tyčka,מוט
361,Stock::N,hůlka,מקל
362,Stab::N,hůl,מוט
363,Rohr::N,trubka,צנור
364,Haus::N,dům,בית
365,Heim::N,domov,בית
366,Ofen::N,kamna,תנור
367,Fußboden::N,podlaha,רצפה
368,Tisch::N,stůl,שלחן
369,Stuhl::N,židle,כסא
370,Wiege::N,kolébka,ערש
371,Bett::N,postel,מטה
372,Regal::N,regál,מדף
373,Regal::N,police,מדף
374,Kiste::N,bedna,תבה
375,Kiste::N,bedna,ארגז
376,Fenster::N,okno,חלון
377,Tür::N,dveře,דלת
378,Tor::N,vrata,שער
379,Zaun::N,plot,גדר
380,Dach::N,střecha,גג
381,Leiter::N,žebřík,סלם
382,Besen::N,koště,מטאטא
383,Besen::N,smeták,מטאטא
384,Spaten::N,rýč,את
385,Schaufel::N,lopata,את
386,Gabel::N,vidlička,מזלג
387,Löffel::N,lžíce,כף
388,Messer::N,nůž,סכין
389,Nagel::N,hřebík,מסמר
390,Netz::N,síť,רשת
391,Haken::N,hák,וו
392,Haken::N,hák,קרס
393,Griff::N,držadlo,ידית
394,Schloss::N,zámek,מנעול
395,Bild::N,obraz,תמונה
396,Figur::N,figura,פסל
397,Puppe::N,panenka,בבה
398,Beutel::N,pytlík,שק
399,Bündel::N,svazek,צרור
400,Tasche::N,taška,שקית
401,Tasche::N,brašna,שקית
402,Eimer::N,kýbl,דלי
403,Eimer::N,vědro,דלי
404,Deckel::N,víko,מכסה
405,Deckel::N,příklop,מכסה
406,Geschirr::N,nádobí,כלים
407,Sack::N,pytel,שק
408,Tasse::N,šálek,ספל
409,Topf::N,hrnec,סיר
410,Kessel::N,kotel,קנקן
411,Essen::N,jídlo,אכל
412,Essen::N,jídlo,ארוחה
413,Nahrung::N,strava,הזנה
414,Nahrung::N,strava,תזונה
415,Nahrung::N,potrava,הזנה
416,Nahrung::N,potrava,תזונה
417,Speise::N,jídlo,מאכל
418,Speise::N,jídlo,ארוחה
419,Fleisch::N,maso,בשר
420,Getreide::N,obilí,דגן
421,Brei::N,kaše,מחית
422,Brot::N,chléb,לחם
423,Scheibe::N,krajíc,עגול
424,Scheibe::N,krajíc,פרוסה
425,Fett::N,tuk,שמן
426,Fett::N,omastek,שמן
427,Butter::N,máslo,חמאה
428,Öl::N,olej,שמן
429,Salz::N,sůl,מלח
430,Suppe::N,polévka,מרק
431,Honig::N,med,דבש
432,Milch::N,mléko,חלב
433,Tee::N,čaj,תה
434,Leder::N,kůže,עור
435,Wolle::N,vlna,צמר
436,Stoff::N,látka,בד
437,Stoff::N,látka,אריג
438,Nadel::N,jehla,מחט
439,Faden::N,nit,חוט
440,Knopf::N,knoflík,כפתור
441,Knoten::N,uzel,קשר
442,Farbe::N,barva,צבע
443,Kleidung::N,šaty,בגדים
444,Kleidung::N,šatstvo,בגדים
445,Hemd::N,košile,חלצה
446,Kragen::N,límec,צוארון
447,Ärmel::N,rukáv,שרוול
448,Hose::N,kalhoty,מכנסים
449,Gürtel::N,pás,חגורה
450,Gürtel::N,opasek,חגורה
451,Mütze::N,čepice,כובע
452,Schuh::N,bota,נעל
453,Stiefel::N,holínka,מגף
454,Ring::N,prsten,טבעת
455,Band::N,pásek,סרט
456,Kamm::N,hřeben,מסרק
457,Spiegel::N,zrcadlo,מראה
458,Riemen::N,řemen,רצועה
459,Schnur::N,šňůra,חבל
460,Leine::N,vodítko,מושכות
461,Decke::N,pokrývka,שמיכה
462,Decke::N,přikrývka,שמיכה
463,Kissen::N,polštář,כרית
464,Tuch::N,šátek,צעיף
465,Handtuch::N,ručník,מגבת
466,Kraft::N,síla,כוח
467,Stärke::N,síla,און
468,Gesundheit::N,zdraví,בריאות
469,Krankheit::N,nemoc,מחלה
470,Krankheit::N,choroba,מחלה
471,Schmerz::N,bolest,כאב
472,Wunde::N,rána,פציעה
473,Fieber::N,horečka,חם
474,Arznei::N,lék,תרופה
475,Brücke::N,most,גשר
476,Brunnen::N,studna,באר
477,Weide::N,pastva,אחו
478,Weide::N,pastva,מרעה
479,Weide::N,pastvina,אחו
480,Weide::N,pastvina,מרעה
481,Pfad::N,pěšina,שביל
482,Pfad::N,pěšina,מדרכה
483,Weg::N,cesta,דרך
484,Straße::N,silnice,כביש
485,Dorf::N,vesnice,כפר
486,Stadt::N,město,עיר
487,Brief::N,dopis,מכתב
488,Buch::N,kniha,ספר
489,Buchstabe::N,písmeno,אות
490,Zeitung::N,noviny,עתון
491,Leben::N,život,חיים
492,Tod::N,smrt,מות
493,Grab::N,hrob,קבר
494,Kirche::N,kostel,כנסיה
495,Sünde::N,hřích,חטא
496,Gott::N,bůh,אל
497,Arbeiter::N,dělník,פועל
498,Arbeiter::N,pracovník,פועל
499,Chef::N,šéf,ראש
500,Chef::N,šéf,מנהל
501,Chef::N,vedoucí,ראש
502,Chef::N,vedoucí,מנהל
503,Meister::N,mistr,ממחה
504,Arzt::N,lékař,רופא
505,Lehrer::N,učitel,מורה
506,Geld::N,peníze,כסף
507,Geschäft::N,obchod,עסקה
508,Laden::N,krám,חנות
509,Preis::N,cena,מחיר
510,Ware::N,zboží,סחורה
511,Nutzen::N,užitek,תועלת
512,Reichtum::N,bohatství,עשר
513,Welt::N,svět,עולם
514,Land::N,země,ארץ
515,Staat::N,stát,מדינה
516,König::N,král,מלך
517,Macht::N,moc,כוח
518,Macht::N,mocnost,כוח
519,Grenze::N,hranice,גבול
520,Krieg::N,válka,מלחמה
521,Feind::N,nepřítel,אויב
522,Gewalt::N,násilí,אלימות
523,Kampf::N,boj,קרב
524,Kampf::N,boj,לחימה
525,Bogen[Waffe]::N,luk,קשת
526,Pfeil::N,šíp,חץ
527,Gewehr::N,puška,רובה
528,Gewehr::N,ručnice,רובה
529,Fehler::N,chyba,טעות
530,Lüge::N,lež,שקר
531,Schaden::N,škoda,נזק
532,Unglück::N,neštěstí,מזל רע
533,Schuld::N,vina,אשמה
534,Alter::N,věk,גיל
535,Schluss::N,konec,סיום
536,Zeit::N,čas,זמן
537,Tag::N,den,יום
538,Morgen::N,ráno,בקר
539,Morgen::N,jitro,בקר
540,Mittag::N,poledne,צהרים
541,Abend::N,večer,ערב
542,Nacht::N,noc,לילה
543,Woche::N,týden,שבוע
544,Monat::N,měsíc,חדש
545,Jahr::N,rok,שנה
546,Frühling::N,jaro,אביב
547,Sommer::N,léto,קיץ
548,Herbst::N,podzim,סתו
549,Winter::N,zima,חרף
550,Januar::N,leden,ינואר
551,Februar::N,únor,פברואר
552,März::N,březen,מרץ
553,April::N,duben,אפריל
554,Mai::N,květen,מאי
555,Juni::N,červen,יוני
556,Juli::N,červenec,יולי
557,August::N,srpen,אוגוסט
558,September::N,září,ספטמבר
559,Oktober::N,říjen,אוקטובר
560,November::N,listopad,נובמבר
561,Dezember::N,prosinec,דצמבר
562,Montag::N,pondělí,יום שני
563,Montag::N,pondělek,יום שני
564,Dienstag::N,úterý,יום שלישי
565,Mittwoch::N,středa,יום רביעי
566,Donnerstag::N,čtvrtek,יום חמישי
567,Freitag::N,pátek,יום ששי
568,Samstag::N,sobota,יום שבת
569,Sonntag::N,neděle,יום ראשון
570,groß::A,velký,גדול
571,klein::A,malý,קטן
572,lang::A,dlouhý,ארך
573,kurz::A,krátký,קצר
574,breit::A,široký,רחב
575,schmal::A,úzký,צר
576,dicht::A,hustý,צפוף
577,dick[Gegenstand]::A,tlustý,עבה
578,dünn::A,tenký,דק
579,fein::A,jemný,מעדן
580,fest::A,pevný,מוצק
581,flach::A,plochý,שטוח
582,flach::A,placatý,שטוח
583,glatt::A,hladký,חלק
584,hart::A,tvrdý,קשיח
585,weich::A,měkký,רך
586,rund::A,kulatý,עגל
587,rund::A,okrouhlý,עגל
588,spitz::A,špičatý,חד
589,scharf::A,ostrý,חד
590,stumpf::A,tupý,קהה
591,schwer::A,těžký,כבד
592,schön::A,pěkný,יפה
593,schön::A,krásný,יפה
594,heiß::A,horký,חם
595,warm::A,teplý,חם
596,kalt::A,studený,קר
597,kühl::A,chladný,צונן
598,frisch::A,svěží,טרי
599,feucht::A,vlhký,לח
600,nass::A,mokrý,רטוב
601,trocken::A,suchý,יבש
602,voll::A,plný,מלא
603,leer::A,prázdný,ריק
604,offen::A,otevřený,פתוח
605,geschlossen::A,zavřený,סגור
606,sauber::A,čistý,נקי
607,schmutzig::A,špinavý,מלכלך
608,roh::A,syrový,חי
609,reif::A,zralý,בשל
610,lecker::A,chutný,טעים
611,süß::A,sladký,מתוק
612,bitter::A,hořký,מר
613,sauer::A,kyselý,חמוץ
614,hell::A,světlý,בהיר
615,dunkel::A,temný,עמום
616,schwarz::A,černý,שחר
617,weiß::A,bílý,לבן
618,rot::A,rudý,אדם
619,rot::A,červený,אדם
620,gelb::A,žlutý,צהב
621,blau::A,modrý,כחל
622,grün::A,zelený,ירק
623,grau::A,šedý,אפר
624,grau::A,šedivý,אפר
625,bunt::A,pestrý,צבעוני
626,billig::A,levný,זול
627,billig::A,laciný,זול
628,teuer::A,drahý,יקר
629,wertvoll::A,cenný,יקר ערך
630,blind::A,slepý,עור
631,taub::A,hluchý,חרש
632,kräftig::A,silný,חסן
633,stark::A,silný,חזק
634,schwach::A,slabý,חלש
635,fett::A,tučný,שמן
636,fett::A,tlustý,שמן
637,schlank::A,štíhlý,רזה
638,hübsch::A,hezký,יפה תאר
639,böse::A,zlý,רשע
640,dumm::A,hloupý,טפש
641,faul::A,líný,עצלן
642,fleißig::A,pilný,חרוץ
643,geizig::A,lakomý,קמצן
644,klug::A,chytrý,נבון
645,klug::A,chytrý,פקח
646,geschickt::A,šikovný,מימן
647,lieb::A,milý,יקר
648,lieb::A,milý,אהוב
649,lustig::A,veselý,עליז
650,sanft::A,mírný,עדין
651,hungrig::A,hladový,רעב
652,krank::A,nemocný,חולה
653,nackt::A,nahý,ערום
654,traurig::A,smutný,עצוב
655,traurig::A,truchlivý,עצוב
656,lebendig::A,živý,חי
657,gut::A,dobrý,טוב
658,schlecht::A,špatný,גרוע
659,richtig::A,pravý,נכון
660,richtig::A,správný,נכון
661,schlimm::A,zlý,רע
662,wahr::A,pravdivý,אמתי
663,alt::A,starý,ישן
664,neu::A,nový,חדש
665,ehemalig::A,bývalý,לשעבר
666,alt[Lebewesen]::A,starý,זקן
667,jung::A,mladý,צעיר
668,arm::A,chudý,עני
669,reich::A,bohatý,עשיר
670,bekannt::A,známý,ידוע
671,berühmt::A,slavný,מפרסם
672,fremd::A,cizí,זר
673,verschieden::A,různý,שונה
674,verschieden::A,rozličný,שונה
675,nah::A,blízký,קרוב
676,fern::A,daleký,רחוק
677,linker::A,levý,שמאלי
678,rechter::A,pravý,ימין
679,anderer::A,jiný,אחר
680,erster::A,první,ראשון
681,zweiter::A,druhý,שני
682,dritter::A,třetí,שלישי
683,letzter::A,poslední,אחרון
684,allein::ADV,sám,לבד
685,auf einmal::ADV,najednou,בו-זמנית
686,zusammen::ADV,spolu,ביחד
687,zusammen::ADV,dohromady,ביחד
688,lange::ADV,dlouho,הרבה זמן
689,plötzlich::ADV,vtom,לפתע
690,plötzlich::ADV,vtom,פתאום
691,plötzlich::ADV,náhle,לפתע
692,plötzlich::ADV,náhle,פתאום
693,sofort::ADV,hned,מיד
694,sofort::ADV,ihned,מיד
695,später::ADV,později,לאחר זמן
696,später::ADV,později,יותר מאחר
697,jetzt::ADV,teď,עכשיו
698,jetzt::ADV,nyní,עכשיו
699,heute::ADV,dnes,היום
700,heute::ADV,dneska,היום
701,morgen::ADV,zítra,מחר
702,bald::ADV,brzo,בקרוב
703,dann::ADV,pak,אחר-כך
704,dann::ADV,potom,אחר-כך
705,gestern::ADV,včera,אתמול
706,einst::ADV,kdysi,לפנים
707,damals::ADV,tehdy,אז
708,damals::ADV,tenkrát,אז
709,danach::ADV,podle toho,אחר-כך
710,vorher::ADV,dříve,לפני זה
711,vorher::ADV,napřed,לפני זה
712,zuerst::ADV,nejprve,קדם
713,zuerst::ADV,nejdříve,קדם
714,einmal::ADV,jednou,פעם
715,manchmal::ADV,někdy,לפעמים
716,oft::ADV,často,לעתים קרובות
717,immer::ADV,vždy,תמיד
718,immer::ADV,stále,תמיד
719,niemals::ADV,nikdy,אף פעם
720,hier::ADV,zde,כאן
721,hier::ADV,tady,כאן
722,hierhin::ADV,sem,פה
723,von hier::ADV,odtud,מפה
724,dort::ADV,tam,שם
725,dorthin::ADV,tam,שם
726,geradeaus::ADV,rovně,ישר
727,vorwärts::ADV,kupředu,קדימה
728,rückwärts::ADV,zpět,לאחור
729,zurück::ADV,zpět,בחזרה
730,zurück::ADV,zpět,אחורנית
731,zurück::ADV,nazpět,בחזרה
732,zurück::ADV,nazpět,אחורנית
733,unten::ADV,dole,למטה
734,hinab::ADV,dolů,למטה
735,oben::ADV,nahoře,מעל
736,oben::ADV,nahoře,למעלה
737,oben::ADV,navrchu,מעל
738,oben::ADV,navrchu,למעלה
739,hinauf::ADV,nahoru,למעלה
740,überall::ADV,všude,בכל מקום
741,nicht::ADV,ne,לא
742,ein wenig::ADV,trochu,קצת
743,kaum::ADV,sotva,בקשי
744,sehr::ADV,velmi,מאוד
745,sehr::ADV,velice,מאוד
746,so::ADV,tak,כך
747,so::ADV,tak,ככה
748,so::ADV,takto,כך
749,so::ADV,takto,ככה
750,noch::ADV,ještě,עוד
751,noch::ADV,ještě,עדין
752,nur::ADV,jen,רק
753,nur::ADV,jenom,רק
754,schon::ADV,už,כבר
755,schon::ADV,již,כבר
756,wieder::ADV,zase,שוב
757,vergebens::ADV,marně,לריק
758,vergebens::ADV,marně,לשוא
759,vor::PRP,před,מול
760,hinter::PRP,za,מאחורי
761,unter::PRP,pod,מתחת
762,durch::PRP,skrz,דרך
763,neben::PRP,vedle,ליד
764,neben::PRP,vedle,על-יד
765,zwischen::PRP,mezi,בין
766,wegen::PRP,pro,בשל
767,wegen::PRP,pro,בגלל
768,dies::PRN,toto,זה
769,dies::PRN,tohle,זה
770,das::PRN,to,זה
771,alles::PRN,všechno,הכל
772,ich::PRN,já,אני
773,du::PRN,ty,את
774,du::PRN,ty,אתה
775,er::PRN,on,הוא
776,wir::PRN,my,אנחנו
777,ihr::PRN,vy,לה
778,sie::PRN,oni,הם
779,was::FPRN,co,מה
780,wer::FPRN,kdo,מי
781,wo::FADV,kde,איפה
782,wohin::FADV,kam,לאן
783,wie::FADV,jak,איך
784,warum::FADV,proč,למה
785,wieviel::FNUM,kolik,כמה
786,eins::NUM,jeden,אחד
787,zwei::NUM,dva,שתים
788,drei::NUM,tři,שלושה
789,vier::NUM,čtyři,ארבעה
790,fünf::NUM,pět,חמשה
791,sechs::NUM,šest,ששה
792,sieben::NUM,sedm,שבעה
793,acht::NUM,osm,שמונה
794,neun::NUM,devět,תשעה
795,zehn::NUM,deset,עשרה
796,elf::NUM,jedenáct,אחת עשרה
797,zwölf::NUM,dvanáct,שתים עשרה
798,zwanzig::NUM,dvacet,עשרים
799,dreißig::NUM,třicet,שלושים
800,vierzig::NUM,čtyřicet,ארבעים
801,fünfzig::NUM,padesát,חמשים
802,sechzig::NUM,šedesát,ששים
803,siebzig::NUM,sedmdesát,שבעים
804,achtzig::NUM,osmdesát,שמונים
805,neunzig::NUM,devadesát,תשעים
806,hundert::NUM,sto,מאה
807,tausend::NUM,tisíc,אלף
808,und::CNJ,a,ו
809,oder::CNJ,nebo,או
810,stehen::V,stát,עמד
811,sitzen::V,sedět,ישב
812,liegen::V,ležet,שכב
813,hängen::V,viset,היה תלוי
814,werden::V,stát se,הפך ל
815,passieren::V,stát se,קרה
816,beginnen::V,počít,התחיל
