,Concept_ID,br,pt
831,zehn::NUM,dek,dez
832,elf::NUM,unnek,onze
833,zwölf::NUM,daouzek,doze
834,zwanzig::NUM,ugent,vinte
835,dreißig::NUM,tregont,trinta
836,vierzig::NUM,daou-ugent,quarenta
837,fünfzig::NUM,hanter-kant,cinquenta
838,sechzig::NUM,tri-ugent,sessenta
839,siebzig::NUM,dek ha tri-ugent,setenta
840,achtzig::NUM,pevar-ugent,oitenta
841,neunzig::NUM,dek ha pevar-ugent,noventa
842,hundert::NUM,kant,cem
843,hundert::NUM,kant,cento
844,tausend::NUM,mil,mil
845,und::CNJ,ha,e
846,oder::CNJ,pe,ou
847,stehen::V,bezañ a-sav,estar em pé
848,sitzen::V,azezañ,estar sentado
849,sitzen::V,bezañ en e goazez,estar sentado
850,liegen::V,bezañ en e c'hourvez,jazer
851,liegen::V,bezañ en e c'hourvez,estar deitado
852,hängen::V,krougañ,pender
853,hängen::V,krougañ,estar pendurado
854,werden::V,dazonet,tornar-se
855,passieren::V,c'hoarvezout,acontecer
856,beginnen::V,stagañ,começar
857,enden::V,achuiñ,acabar
858,enden::V,achuiñ,terminar
859,wechseln::V,cheñch,variar
860,wechseln::V,cheñch,alternar
861,aufgehen[Sonne]::V,dirouzañ,nascer
862,scheinen[Sonne]::V,lugernañ,brilhar
863,donnern::V,taranal,trovejar
864,wehen::V,c'hwezhañ,soprar
865,strömen::V,deredek,correr
866,fließen::V,redek,fluir
867,sich drehen::V,troiñ,girar
868,schwanken::V,trantellat,oscilar
869,schwingen::V,froumal,vibrar
870,fallen::V,kouezhañ,cair
871,brennen::V,deviñ,arder
872,rauchen::V,divogedañ,fumegar
873,regnen::V,glavañ,chover
874,gefrieren::V,reviñ,gelar
875,gefrieren::V,reviñ,congelar
876,tauen::V,diskornañ,derreter
877,tauen::V,diskornañ,descongelar
878,schmelzen::V,teuziñ,fundir-se
879,trocknen::V,sec'hañ,secar
880,sieden::V,berviñ,ferver
881,faulen::V,breinañ,estragar-se
882,verfaulen::V,breinañ,apodrecer
883,reißen::V,darnaouiñ,romper-se
884,versinken::V,sodellañ,afundar-se
885,vergehen::V,tremen,passar
886,erscheinen::V,donet war-wel,aparecer
887,verschwinden::V,monet diwar wel,desaparecer
888,sinken::V,en em izelat,descer
889,abnehmen::V,nebeutaat,diminuir
890,abnehmen::V,nebeutaat,decrescer
891,zunehmen::V,kreskiñ,crescer
892,zunehmen::V,kreskiñ,aumentar
893,steigen::V,sevel,subir
894,wachsen::V,kreskiñ,crescer
895,glänzen::V,lugernañ,brilhar
896,funkeln::V,elieniñ,cintilar
897,lärmen::V,rabotat,fazer barulho
898,klirren::V,diridignat,tinir
899,klirren::V,sterlinkañ,tinir
900,brausen::V,gwegal,bramar
901,rauschen::V,trouzal,murmurar
902,rauschen::V,trouzal,rumorejar
903,klingen::V,seniñ,soar
904,bellen::V,harzhal,ladrar
905,heulen::V,yudal,uivar
906,blasen::V,c'hwezhañ,soprar
907,pfeifen::V,c'hwitellat,assobiar
908,schreien::V,huchal,gritar
909,stöhnen::V,hirvoudiñ,gemer
910,zittern::V,krenañ,tremer
911,leben::V,bevañ,viver
912,geboren werden::V,genel,nascer
913,atmen::V,tennañ e anal,respirar
914,trinken::V,evañ,beber
915,essen::V,debriñ,comer
916,schlucken::V,lonkañ,engolir
917,müde werden::V,skuizhañ,cansar-se
918,einschlafen::V,menel kousket,adormecer
919,schlafen::V,kousket,dormir
920,aufwachen::V,dihuniñ,acordar
921,aufstehen::V,sevel,levantar-se
922,sich erholen::V,diskuizhañ,descansar
923,krank werden::V,klañviñ,adoecer
924,krank werden::V,klañviñ,ficar doente
925,krank sein::V,bezañ klañv,estar doente
926,schmerzen::V,skourjezañ,doer
927,husten::V,pasaat,tossir
928,husten::V,peudal,tossir
929,genesen::V,pareañ,convalescer
930,sterben::V,mervel,morrer
931,umkommen::V,perisañ,perecer
932,sich bewegen::V,bouljal,mover-se
933,sich rühren::V,fiñval,mexer-se
934,sich erheben::V,sevel,levantar-se
935,sich setzen::V,azezañ,sentar-se
936,sich setzen::V,mont en e goazez,sentar-se
937,hinfallen::V,kouezhañ,cair
938,laufen::V,redek,andar
939,laufen::V,redek,caminhar
940,schreiten::V,kerzhet,andar
941,schreiten::V,kerzhet,caminhar
942,spazierengehen::V,pourmen,passear
943,eilen::V,hastañ,apressar-se
944,sich beeilen::V,hastañ,apressar-se
945,sich beeilen::V,hastañ,despachar-se
946,sausen::V,karzhañ,correr
947,rennen::V,redek,correr
948,springen::V,lammat,saltar
949,klettern::V,krimpat,trepar
950,schaukeln::V,brañsellat,baloiçar
951,kriechen::V,skrampañ,rastejar
952,kriechen::V,skrampañ,arrastar-se
953,schwimmen::V,neuial,nadar
954,tauchen::V,splujañ,mergulhar
955,rudern::V,roeñvat,remar
956,fahren::V,kas,ir
957,fahren::V,bleniañ,ir
958,fliegen::V,nijal,voar
959,gehen::V,mont,ir
960,gehen::V,mont,andar
961,weggehen::V,mont kuit,partir
962,weggehen::V,mont kuit,ir-se embora
963,abfahren::V,mont kuit,sair
964,abfahren::V,mont kuit,partir
965,anhalten::V,chom a-sav,parar
966,hineingehen::V,monet e-barzh,entrar
967,eintreten::V,monet e-barzh,entrar
968,kommen::V,dont,vir
969,ankommen::V,erruout,chegar
970,zurückkommen::V,addonet,voltar
971,zurückkommen::V,addonet,regressar
972,bleiben::V,chom,ficar
973,bleiben::V,chom,permanecer
974,warten::V,gortoz,esperar
975,erwarten::V,gortoz,esperar
976,erwarten::V,gortoz,aguardar
977,suchen::V,klask,buscar
978,suchen::V,klask,procurar
979,finden::V,kavout,achar
980,finden::V,kavout,encontrar
981,versuchen::V,klask,tentar
982,vorbereiten::V,aozañ,preparar
983,lieben::V,karout,amar
984,lieben::V,karout,querer
985,mögen::V,karout,gostar de
986,lachen::V,c'hoarzin,rir
987,lachen::V,c'hoarzin,rir-se
988,rühren::V,tenerañ,comover
989,weinen::V,gouelañ,chorar
990,schimpfen::V,krozal,ralhar
991,sich ärgern::V,fachañ,zangar-se
992,sich ärgern::V,en em fachañ,zangar-se
993,fliehen::V,tec'het,fugir
994,flüchten::V,tuzañ,refugiar-se
995,sehen::V,gwelet,ver
996,anschauen::V,sellout ouzh,olhar
997,ansehen::V,sellout ouzh,mirar
998,hören::V,klevet,ouvir
999,zuhören::V,selaou,escutar
1000,probieren::V,blasa,provar
1001,probieren::V,blasa,saborear
1002,riechen::V,klevet,cheirar
1003,fühlen::V,santout,sentir
1004,scheinen::V,diskouez bezañ,parecer
1005,zu sehen sein::V,bezañ gwelus,estar à vista
1006,vernehmen::V,merzhañ,ouvir
1007,frieren::V,anoued,ter frio
1008,tun::V,ober,fazer
1009,können::V,gouzout,saber
1010,wollen::V,fellout da,querer
1011,wollen::V,kaout c'hoant da,querer
1012,anfangen::V,kregiñ,iniciar
1013,beenden::V,achuiñ,acabar
1014,beenden::V,achuiñ,terminar
1015,aufhören::V,paouez,cessar
1016,aufhören::V,paouez,desistir
1017,öffnen::V,digeriñ,abrir
1018,schließen::V,serriñ,fechar
1019,stellen::V,lakaat,pôr
1020,stellen::V,lakaat,colocar
1021,setzen::V,lakaat,pôr
1022,setzen::V,lakaat,meter
1023,legen::V,lakaat,pôr
1024,legen::V,lakaat,meter
1025,berühren::V,touch,tocar
1026,verbinden::V,eren,unir
1027,verbinden::V,eren,ligar
1028,bedecken::V,goloiñ,cobrir
1029,aufhängen::V,istribilhañ,pendurar
1030,anzünden::V,alumiñ,acender
1031,anzünden::V,c'hwezzañ,acender
1032,aufheben::V,dastum,apanhar
1033,aufheben::V,dastum,levantar
1034,zurücklassen::V,lezel,deixar
1035,verlieren::V,koll,perder
1036,fallen lassen::V,laoskel,deixar cair
1037,fallen lassen::V,lezel da gouezhel,deixar cair
1038,machen::V,ober,fazer
1039,herstellen::V,fardañ,produzir
1040,bauen::V,sevel,edificar
1041,bauen::V,sevel,construir
1042,reparieren::V,adaozañ,reparar
1043,reparieren::V,adaozañ,consertar
1044,verbessern::V,gwellaat,melhorar
1045,ändern::V,cheñch,mudar
1046,ändern::V,cheñch,alterar
1047,graben::V,kleuzañ,cavar
1048,beugen::V,plegañ,curvar
1049,biegen::V,krommañ,vergar
1050,drehen::V,treiñ,girar
1051,wenden::V,treiñ,virar
1052,wenden::V,treiñ,voltar
1053,umdrehen::V,treiñ,virar
1054,umdrehen::V,treiñ,revolver
1055,heben::V,sevel,levantar
1056,hochheben::V,sevel,erguer
1057,hochheben::V,sevel,levantar
1058,ergreifen::V,kemer,apanhar
1059,halten::V,dalc'hen,segurar
1060,drücken::V,bountañ,apertar
1061,schieben::V,poulzañ,empurrar
1062,kratzen::V,skrabat,raspar
1063,lecken::V,lipat,lamber
1064,beißen::V,kregiñ,morder
1065,abreißen::V,diframmañ,arrancar
1066,abschneiden::V,troc'hañ,talhar
1067,binden::V,stagañ,ligar
1068,stecken::V,sankañ,meter
1069,stecken::V,sankañ,enfiar
1070,brechen::V,darnaouiñ,romper
1071,brechen::V,darnaouiñ,quebrar
1072,klopfen::V,skoiñ,bater
1073,hauen::V,dornañ,bater
1074,kleben::V,pegañ,colar
1075,reiben::V,taravat,esfregar
1076,reiben::V,trekiñ,esfregar
1077,streichen::V,toazañ,barrar
1078,schleifen::V,lemmañ,afiar
1079,schneiden::V,troc'hañ,cortar
1080,rütteln::V,tordorosañ,sacudir
1081,schütteln::V,hejañ,abanar
1082,schütteln::V,hejañ,sacudir
1083,schütten::V,diskargañ,deitar
1084,füllen::V,kargañ,encher
1085,einwickeln::V,gronnañ,envolver
1086,einwickeln::V,gronnañ,embrulhar
1087,tragen::V,dougen,levar
1088,tragen::V,dougen,trazer
1089,schleppen::V,stlejal,arrastar
1090,ziehen::V,sachañ,puxar
1091,aufbewahren::V,miret,guardar
1092,aufbewahren::V,miret,conservar
1093,werfen::V,teuler,lançar
1094,fangen::V,tapañ,apanhar
1095,packen::V,krapat,agarrar
1096,verstecken::V,kuzhat,esconder
1097,teilen::V,rannañ,partir
1098,teilen::V,rannañ,dividir
1099,schicken::V,kas,enviar
1100,bringen::V,degas,trazer
1101,hinzufügen::V,lakat ouzhpenn,acrescentar
1102,bekommen::V,kaout,obter
1103,erhalten::V,kaout,receber
1104,nehmen::V,kemer,tomar
1105,wählen::V,choaz,eleger
1106,wählen::V,choaz,escolher
1107,auswählen::V,dibab,escolher
1108,auswählen::V,dibab,seleccionar
1109,bewahren::V,mirout,guardar
1110,bewahren::V,mirout,conservar
1111,behindern::V,diaezañ,impedir
1112,verderben::V,lovrañ,estragar
1113,verderben::V,lovrañ,corromper
1114,beschädigen::V,gwallegañ,danificar
1115,zerbrechen::V,torriñ,romper
1116,zerbrechen::V,torriñ,quebrar
1117,zerreißen::V,diroegiñ,rasgar
1118,zerstören::V,distrujañ,destruir
1119,verbrennen::V,deviñ,queimar
1120,geben::V,reiñ,dar
1121,schenken::V,donezonañ,oferecer
1122,versprechen::V,prometiñ,prometer
1123,wünschen::V,hetiñ,desejar
1124,loben::V,feurmiñ,louvar
1125,küssen::V,pokat,beijar
1126,wiegen::V,pouezañ,embalar
1127,zudecken::V,goloiñ,tapar
1128,zudecken::V,goloiñ,cobrir
1129,wecken::V,dihuniñ,acordar
1130,wecken::V,dihuniñ,despertar
1131,zeigen::V,diskouez,mostrar
1132,führen::V,kas,guiar
1133,führen::V,kas,conduzir
1134,lehren::V,deskiñ,ensinar
1135,unterrichten::V,kelenn,instruir
1136,leiten::V,bleinañ,dirigir
1137,leiten::V,bleinañ,conduzir
1138,antreiben::V,poulzañ,impelir
1139,lassen::V,leuskel,fazer
1140,einladen::V,pediñ,convidar
1141,vereinigen::V,unisañ,unir
1142,vereinigen::V,unisañ,reunir
1143,besuchen::V,gweladenniñ,ir ver
1144,besuchen::V,gweladenniñ,visitar
1145,treffen::V,kejal,encontrar
1146,treffen::V,ankontrañ,encontrar
1147,sich versammeln::V,bodennañ,reunir-se
1148,spielen::V,c'hoari,jogar
1149,spielen::V,c'hoari,brincar
1150,singen::V,kanañ,cantar
1151,tanzen::V,dañsal,bailar
1152,sich trennen::V,dispartiañ,apartar-se
1153,verlassen::V,lezel,deixar
1154,verlassen::V,lezel,abandonar
1155,retten::V,saveteiñ,salvar
1156,bewachen::V,mesa,vigiar
1157,bewachen::V,mesa,guardar
1158,schützen::V,diwall,proteger
1159,verteidigen::V,difenn,defender
1160,sich schlagen::V,lopañ,brigar
1161,sich schlagen::V,lopañ,bater-se
1162,siegen::V,trec'hiñ,vencer
1163,ärgern::V,hegasiñ,irritar
1164,ärgern::V,hegasiñ,aborrecer
1165,schlagen::V,skeiñ,bater
1166,treten::V,botaouiñ,pisar
1167,stechen::V,pikat,picar
1168,stoßen::V,stokañ,empurrar
1169,stehlen::V,laerezh,furtar
1170,stören::V,direnkañ,perturbar
1171,belästigen::V,dregasiñ,incomodar
1172,belästigen::V,dregasiñ,importunar
1173,verbergen::V,skoachañ,ocultar
1174,verbergen::V,skoachañ,esconder
1175,täuschen::V,tromplañ,iludir
1176,täuschen::V,tromplañ,enganar
1177,betrügen::V,lorbañ,burlar
1178,betrügen::V,lorbañ,enganar
1179,töten::V,lazhañ,matar
1180,wohnen::V,bezañ o chom,morar
1181,arbeiten::V,labourat,trabalhar
1182,sammeln::V,dastum,recolher
1183,sammeln::V,dastum,coleccionar
1184,pflücken::V,kuntuilhañ,colher
1185,jagen::V,chaseal,caçar
1186,fischen::V,pesketa,pescar
1187,fassen::V,pakañ,apanhar
1188,hüten::V,geota,guardar
1189,anbinden::V,stagañ,atar
1190,füttern::V,boueta,dar de comer a
1191,melken::V,goro,ordenhar
1192,hacken::V,difrakal,rachar
1193,gießen::V,dourañ,regar
1194,reifen::V,azviñ,amadurecer
1195,zubereiten::V,keginañ,preparar
1196,kochen::V,poazhañ,cozer
1197,backen::V,fritañ,cozer
1198,braten::V,rostañ,assar
1199,braten::V,rostañ,fritar
1200,stricken::V,stammañ,tricotar
1201,stricken::V,stammañ,fazer malha
1202,nähen::V,gwriat,coser
1203,nähen::V,gwriat,costurar
1204,färben::V,livañ,tingir
1205,färben::V,livañ,colorir
1206,reinigen::V,naetañ,limpar
1207,reinigen::V,naetañ,purificar
1208,waschen::V,gwalc'hiñ,lavar
1209,abwischen::V,torchañ,limpar
1210,abwischen::V,torchañ,esfregar
1211,spülen::V,disgwalc'hiñ,lavar
1212,spülen::V,disgwalc'hiñ,enxaguar
1213,fegen::V,skubañ,varrer
1214,kehren::V,skubañ,varrer
1215,baden::V,kouronkañ,banhar
1216,baden::V,kouronkañ,tomar banho
1217,sich waschen::V,en em walc'hiñ,lavar-se
1218,sich anziehen::V,gwiskañ,vestir-se
1219,kämmen::V,kribat,pentear
1220,schmücken::V,kinklañ,adornar
1221,sagen::V,larêt,dizer
1222,sagen::V,lavaret,dizer
1223,sprechen::V,komz,falar
1224,reden::V,kaozeal,falar
1225,sich unterhalten::V,balbotal,conversar
1226,fragen::V,goulenn,perguntar
1227,bitten::V,goulenn,pedir
1228,erzählen::V,kontañ,contar
1229,mitteilen::V,kemenn,comunicar
1230,mitteilen::V,kemenn,participar
1231,nennen::V,anviñ,nomear
1232,nennen::V,anviñ,apelidar
1233,rufen::V,gelver,chamar
1234,prahlen::V,fougeal,gabar-se
1235,prahlen::V,fougeal,vangloriar-se
1236,übersetzen::V,treiñ,traduzir
1237,denken::V,soñjal,pensar
1238,glauben::V,krediñ,crer
1239,bemerken::V,apresevañ,notar
1240,bemerken::V,apresevañ,observar
1241,erkennen::V,anavout,reconhecer
1242,begreifen::V,meizañ,apreender
1243,begreifen::V,meizañ,compreender
1244,verstehen::V,kompren,entender
1245,verstehen::V,kompren,compreender
1246,lernen::V,deskiñ,aprender
1247,wissen::V,gouzout,saber
1248,sich erinnern an::V,kaout soñj e,lembrar-se de
1249,sich erinnern an::V,kaout soñj e,recordar-se de
1250,vergessen::V,ankouaat,esquecer
1251,messen::V,muzuliañ,medir
1252,zählen::V,kontañ,contar
1253,rechnen::V,jedañ,calcular
1254,lesen::V,lenn,ler
1255,malen::V,livañ,pintar
1256,zeichnen::V,tresañ,desenhar
1257,schreiben::V,skrivañ,escrever
1258,besitzen::V,kaout,possuir
1259,kaufen::V,prenañ,comprar
1260,verkaufen::V,gwerzhañ,vender
1261,bezahlen::V,paeañ,pagar
1262,zahlen::V,paeañ,pagar
1263,beherrschen::V,mestroniañ,imperar
1264,ertragen::V,anduriñ,suportar
1265,Grube::N,,cova
1266,Grube::N,,fossa
1267,Spur::N,,pista
1268,Spur::N,,vestígio
1269,Lehm::N,,barro
1270,Lehm::N,,argila
1271,Laut::N,,som
1272,Winkel::N,,canto
1273,Winkel::N,,ângulo
1274,Lagerfeuer::N,,fogueira
1275,vergebens::ADV,,em vão
1276,untergehen[Sonne]::V,,pôr-se
1277,läuten::V,,chocalhar
1278,klingeln::V,,tocar
1279,sich fürchten::V,,ter medo de
1280,sich fürchten::V,,ter receio de
1281,fürchten::V,,temer
1282,fürchten::V,,recear
1283,gelingen::V,,sair bem
1284,gelingen::V,,dar bom resultado
1285,geraten::V,,sair
1286,geraten::V,,dar resultado
1287,schwenken::V,,agitar
1288,reichen::V,,passar
1289,aufziehen::V,,criar
1290,schießen::V,,disparar
1291,treiben::V,,conduzir
1292,umrühren::V,,remexer
1293,ausziehen::V,,despir
1294,anziehen::V,,vestir
