,Concept_ID,lv,br
226,Berg::N,чой,menez
227,Berg::N,керӧс,menez
228,Berg::N,kalns,menez
229,Gipfel::N,чук,barr
230,Gipfel::N,virsotne,barr
231,Höhle::N,рудӧг,kav
232,Höhle::N,ala,kav
233,Abhang::N,ньывк,naou
234,Abhang::N,бокша,naou
235,Abhang::N,nogāze,naou
236,Quelle::N,ӧшмӧс,feunteun
237,Quelle::N,avots,feunteun
238,Bach::N,шор,gwazh
239,Bach::N,urga,gwazh
240,Bach::N,strauts,gwazh
241,Fluss::N,ю,stêr
242,Fluss::N,upe,stêr
243,Ufer::N,вадор,ribl
244,Ufer::N,krasts,ribl
245,Küste::N,вадор,aod
246,Küste::N,piekraste,aod
247,Festland::N,му,douar
248,Festland::N,sauszeme,douar
249,Meer::N,саридз,mor
250,Meer::N,jūra,mor
251,Bucht::N,куръя,mor-bihan
252,Bucht::N,līcis,mor-bihan
253,Insel::N,ді,enez
254,Insel::N,sala,enez
255,Blume::N,дзоридз,bleunienn
256,Blume::N,puķe,bleunienn
257,Blume::N,zieds,bleunienn
258,Gras::N,турун,geot
259,Gras::N,zāle,geot
260,Wurzel::N,вуж,gwrizienn
261,Wurzel::N,sakne,gwrizienn
262,Baum::N,пу,gwezenn
263,Baum::N,koks,gwezenn
264,Stamm::N,пучер,kef
265,Stamm::N,stumbrs,kef
266,Rinde::N,кырсь,rusk
267,Rinde::N,miza,rusk
268,Ast::N,ув,barr
269,Ast::N,zars,barr
270,Zweig::N,вож,bod
271,Zweig::N,nozare,bod
272,Blatt::N,кор,delienn
273,Blatt::N,lapa,delienn
274,Birke::N,кыдз,bezvenn
275,Birke::N,bērzs,bezvenn
276,Kiefer[Baum]::N,пожӧм,pinenn
277,Kiefer[Baum]::N,priede,pinenn
278,Weide[Baum]::N,бадь,halegenn
279,Weide[Baum]::N,kārkls,halegenn
280,Tanne::N,коз,sapenn
281,Tanne::N,egle,sapenn
282,Horn::N,сюр,korn
283,Horn::N,rags,korn
284,Feder::N,гӧн,pluñv
285,Feder::N,тывборд,pluñv
286,Feder::N,spalva,pluñv
287,Fell::N,ку,kreoñ
288,Fell::N,āda,kreoñ
289,Flügel::N,борд,askell
290,Flügel::N,spārns,askell
291,Klaue::N,гыж,skilf
292,Klaue::N,nags,skilf
293,Kralle::N,гыж,skilf
294,Kralle::N,nags,skilf
295,Schwanz::N,бӧж,lost
296,Schwanz::N,ļipa,lost
297,Ei::N,кольк,vi
298,Ei::N,ola,vi
299,Nest::N,поз,neizh
300,Nest::N,ligzda,neizh
301,Bau::N,горс,douarenn
302,Bau::N,пырмӧс,douarenn
303,Bau::N,гу,douarenn
304,Bau::N,ala,douarenn
305,Tier::N,пемӧс,loen
306,Tier::N,dzīvnieks,loen
307,Herde::N,стада,tropell
308,Herde::N,кельӧб,tropell
309,Herde::N,ganāmpulks,tropell
310,Kuh::N,мӧс,buoc'h
311,Kuh::N,govs,buoc'h
312,Bulle::N,ӧш,tarv
313,Bulle::N,bullis,tarv
314,Pferd::N,вӧв,marc'h
315,Pferd::N,zirgs,marc'h
316,Schaf::N,ыж,dañvad
317,Schaf::N,aita,dañvad
318,Schwein::N,порсь,pemoc'h
319,Schwein::N,cūka,pemoc'h
320,Hund::N,пон,ki
321,Hund::N,suns,ki
322,Katze::N,кань,kazh
323,Katze::N,kaķis,kazh
324,Bär::N,ош,arzh
325,Bär::N,lācis,arzh
326,Eichhörnchen::N,ур,gwiñver
327,Eichhörnchen::N,vāvere,gwiñver
328,Elch::N,йӧра,karv-dour
329,Elch::N,alnis,karv-dour
330,Fuchs::N,руч,louarn
331,Fuchs::N,lapsa,louarn
332,Hase::N,кӧч,gad
333,Hase::N,zaķis,gad
334,Maus::N,шыр,logodenn
335,Maus::N,pele,logodenn
336,Wolf::N,кӧин,bleiz
337,Wolf::N,vilks,bleiz
338,Vogel::N,кай,labous
339,Vogel::N,лэбач,labous
340,Vogel::N,putns,labous
341,Schwarm::N,чукӧр,nijad
342,Schwarm::N,spiets,nijad
343,Huhn::N,курӧг,yar
344,Huhn::N,vista,yar
345,Hahn::N,петук,kilhog
346,Hahn::N,gailis,kilhog
347,Gans::N,дзодзӧг,gwazenn
348,Gans::N,zoss,gwazenn
349,Adler::N,кутш,erer
350,Adler::N,ērglis,erer
351,Ente::N,утка,houad
352,Ente::N,pīle,houad
353,Eule::N,сюзь,toud
354,Eule::N,pūce,toud
355,Kranich::N,тури,garan
356,Kranich::N,dzērve,garan
357,Krähe::N,рака,bran
358,Krähe::N,vārna,bran
359,Kuckuck::N,кӧк,koukoug
360,Kuckuck::N,dzeguze,koukoug
361,Schwan::N,юсь,alarc'h
362,Schwan::N,gulbis,alarc'h
363,Fisch::N,чери,pesk
364,Fisch::N,zivs,pesk
365,Barsch::N,ёкыш,brell
366,Barsch::N,asaris,brell
367,Hecht::N,сир,beked
368,Hecht::N,līdaka,beked
369,Schlange[Tier]::N,кый,naer
370,Schlange[Tier]::N,čūska,naer
371,Wurm::N,номыр,preñv
372,Wurm::N,tārps,preñv
373,Spinne::N,черань,kevnidenn
374,Spinne::N,zirneklis,kevnidenn
375,Ameise::N,кодзувкот,merion
376,Ameise::N,skudra,merion
377,Laus::N,той,laouenn
378,Laus::N,uts,laouenn
379,Mücke::N,ном,moustik
380,Mücke::N,ods,moustik
381,Fliege::N,гут,kelienenn
382,Fliege::N,muša,kelienenn
383,Schmetterling::N,бобув,balafenn
384,Schmetterling::N,tauriņš,balafenn
385,Beere::N,тусь,hog
386,Beere::N,вотӧс,hog
387,Beere::N,oga,hog
388,Apfel::N,яблӧг,aval
389,Apfel::N,ābols,aval
390,Pilz::N,тшак,kabell-touseg
391,Pilz::N,sēne,kabell-touseg
392,Zwiebel::N,луккок,ognonenn
393,Zwiebel::N,йӧнгыль,ognonenn
394,Zwiebel::N,sīpols,ognonenn
395,Saat::N,тусь,had
396,Saat::N,кӧйдыс,had
397,Saat::N,sēkla,had
398,Korn::N,тусь,ed
399,Korn::N,grauds,ed
400,Heu::N,турун,foenn
401,Heu::N,siens,foenn
402,Schale::N,кор,peliadur
403,Schale::N,čaula,peliadur
404,Schale::N,čaumala,peliadur
405,Grube::N,гу,
406,Grube::N,bedre,
407,Falle::N,лэч,pech
408,Falle::N,slazds,pech
409,Falle::N,lamatas,pech
410,Schlinge::N,лэч,krouglas
411,Schlinge::N,cilpa,krouglas
412,Spur::N,туй,
413,Spur::N,pēda,
414,Asche::N,пӧм,ludu
415,Asche::N,pelni,ludu
416,Dreck::N,няйт,fank
417,Dreck::N,dubļi,fank
418,Eisen::N,кӧрт,houarn
419,Eisen::N,dzelzs,houarn
420,Gold::N,зарни,aour
421,Gold::N,zelts,aour
422,Silber::N,эзысь,arc'hant
423,Silber::N,sudrabs,arc'hant
424,Kohle::N,шом,glaou
425,Kohle::N,ogle,glaou
426,Glas::N,стеклӧ,gwer
427,Glas::N,stikls,gwer
428,Lehm::N,сёй,
429,Lehm::N,māls,
430,Sand::N,лыа,traezh
431,Sand::N,smiltis,traezh
432,Mensch::N,морт,den
433,Mensch::N,cilvēks,den
434,Mann::N,аймӧрт,den
435,Mann::N,мужичӧй,den
436,Mann::N,vīrietis,den
437,Frau::N,ань,maouez
438,Frau::N,нывбаба,maouez
439,Frau::N,sieviete,maouez
440,Kind::N,кага,bugel
441,Kind::N,bērns,bugel
442,Junge::N,пи,paotr
443,Junge::N,zēns,paotr
444,Junge::N,puika,paotr
445,Junge::N,puisis,paotr
446,Mädchen::N,ныв,plac'h
447,Mädchen::N,meiča,plac'h
448,Mädchen::N,skuķis,plac'h
449,Mädchen::N,meitene,plac'h
450,Familie::N,семья,familh
451,Familie::N,ģimene,familh
452,Großvater::N,пӧль,tad-kozh
453,Großvater::N,vecaistēvs,tad-kozh
454,Großmutter::N,баб,mamm-gozh
455,Großmutter::N,vecāmāte,mamm-gozh
456,Eltern::N,ай-мам,kerent
457,Eltern::N,бать-мам,kerent
458,Eltern::N,vecāki,kerent
459,Vater::N,бать,tad
460,Vater::N,ай,tad
461,Vater::N,tēvs,tad
462,Mutter::N,мам,mamm
463,Mutter::N,māte,mamm
464,Sohn::N,пи,mab
465,Sohn::N,dēls,mab
466,Tochter::N,ныв,merc'h
467,Tochter::N,meita,merc'h
468,Bruder::N,вок,breur
469,Bruder::N,brālis,breur
470,Schwester::N,чой,c'hoar
471,Schwester::N,māsa,c'hoar
472,Onkel::N,дядь,eontr
473,Onkel::N,tēvocis,eontr
474,Tante::N,тьӧт,moereb
475,Tante::N,tante,moereb
476,Ehemann::N,верӧс,gwaz
477,Ehemann::N,vīrs,gwaz
478,Ehefrau::N,гӧтыр,gwreg
479,Ehefrau::N,sieva,gwreg
480,Freude::N,радлун,levenez
481,Freude::N,prieks,levenez
482,Gelächter::N,серам,c'hoarzherezh
483,Gelächter::N,smiekli,c'hoarzherezh
484,Glück::N,шуд,chañs
485,Glück::N,laime,chañs
486,Kummer::N,шог,doan
487,Kummer::N,bēdas,doan
488,Kummer::N,raizes,doan
489,Wunsch::N,кӧсйӧм,c'hoant
490,Wunsch::N,vēlme,c'hoant
491,Wunsch::N,vēlējums,c'hoant
492,Lust::N,кыскӧм,c'hoant
493,Lust::N,радейтӧм,c'hoant
494,Lust::N,kāre,c'hoant
495,Geist::N,лов,spered
496,Geist::N,gars,spered
497,Gedanke::N,мӧвп,soñj
498,Gedanke::N,doma,soñj
499,Gedächtnis::N,паметь,eñvor
500,Gedächtnis::N,atmiņa,eñvor
501,Verstand::N,вежӧр,skiant
502,Verstand::N,prāts,skiant
503,Sinn::N,мог,ster
504,Sinn::N,вежӧртас,ster
505,Sinn::N,nozīme,ster
506,Grund::N,помка,kaoz
507,Grund::N,pamats,kaoz
508,Grund::N,iemesls,kaoz
509,Wahrheit::N,збыль,gwirionez
510,Wahrheit::N,збыльтор,gwirionez
511,Wahrheit::N,taisnība,gwirionez
512,Wahrheit::N,patiesība,gwirionez
513,Gespräch::N,сёрни,kaozeadenn
514,Gespräch::N,saruna,kaozeadenn
515,Märchen::N,мойд,kaoz korriganez
516,Märchen::N,pasaka,kaoz korriganez
517,Erzählung::N,висьт,kontadenn
518,Erzählung::N,stāsts,kontadenn
519,Erzählung::N,nostāsts,kontadenn
520,Nachricht::N,юӧртӧм,keloù
521,Nachricht::N,ziņa,keloù
522,Neuigkeit::N,выльтор,kelaouenn
523,Neuigkeit::N,jaunums,kelaouenn
524,Name::N,ним,anv
525,Name::N,vārds,anv
526,Rätsel::N,нӧдкыв,divinatez
527,Rätsel::N,mīkla,divinatez
528,Rede::N,сёрни,diskour
529,Rede::N,runa,diskour
530,Sprache::N,кыв,yezh
531,Sprache::N,valoda,yezh
532,Stimme::N,гӧлӧс,mouezh
533,Stimme::N,вом шы,mouezh
534,Stimme::N,balss,mouezh
535,Wort::N,кыв,ger
536,Wort::N,vārds,ger
537,Zeichen::N,пас,sin
538,Zeichen::N,zīme,sin
539,Ruf::N,чукӧстчӧм,galv
540,Ruf::N,корӧм,galv
541,Ruf::N,sauciens,galv
542,Lärm::N,шы,trouz
543,Lärm::N,зык,trouz
544,Lärm::N,зычитӧм,trouz
545,Lärm::N,troksnis,trouz
546,Laut::N,шы,
547,Laut::N,skaņa,
548,Ton::N,шы,ton
549,Ton::N,tonis,ton
550,Lied::N,сьылан,kanaouenn
551,Lied::N,сьыланкыв,kanaouenn
552,Lied::N,dziesma,kanaouenn
553,Ruhe::N,чӧв,sioulded
554,Ruhe::N,miers,sioulded
555,Leute::N,йӧз,tud
556,Leute::N,войтыр,tud
557,Leute::N,ļaudis,tud
558,Leute::N,cilvēki,tud
559,Volk::N,йӧз,pobl
560,Volk::N,войтыр,pobl
561,Volk::N,tauta,pobl
562,Arbeit::N,удж,labour
563,Arbeit::N,darbs,labour
564,Gast::N,гӧсть,kouviad
565,Gast::N,viešņa,kouviad
566,Gast::N,ciemiņš,kouviad
567,Geschenk::N,козин,prof
568,Geschenk::N,dāvana,prof
569,Spiel::N,ворсан,c'hoari
570,Spiel::N,rotaļa,c'hoari
571,Gesellschaft::N,котыр,kompagnunezh
572,Gesellschaft::N,котыр,kavandad
573,Gesellschaft::N,biedrība,kompagnunezh
574,Gesellschaft::N,biedrība,kavandad
575,Gesellschaft::N,kompānija,kompagnunezh
576,Gesellschaft::N,kompānija,kavandad
577,Hilfe::N,отсӧг,sikour
578,Hilfe::N,palīdzība,sikour
579,Freund::N,ёрт,mignon
580,Freund::N,draugs,mignon
581,Kamerad::N,ёрт,kamarad
582,Kamerad::N,biedrs,kamarad
583,Angelegenheit::N,мог,afer
584,Angelegenheit::N,делӧ,afer
585,Angelegenheit::N,darīšana,afer
586,Anzahl::N,лыд,niver
587,Anzahl::N,тшӧт,niver
588,Anzahl::N,skaits,niver
589,Anzahl::N,daudzums,niver
590,Art::N,сикас,sort
591,Art::N,suga,sort
592,Art::N,šķira,sort
593,Stück::N,тор,tamm
594,Stück::N,gabals,tamm
595,Teil::N,юкӧн,pezh
596,Teil::N,daļa,pezh
597,Hälfte::N,пӧв,hanterenn
598,Hälfte::N,джын,hanterenn
599,Hälfte::N,puse,hanterenn
600,Kreis::N,кытш,kelc'h
601,Kreis::N,aplis,kelc'h
602,Kreis::N,riņķis,kelc'h
603,Kreuz::N,перна,kroaz
604,Kreuz::N,крест,kroaz
605,Kreuz::N,krusts,kroaz
606,Linie::N,визь,linenn
607,Linie::N,līnija,linenn
608,Strich::N,визь,tenn
609,Strich::N,svītra,tenn
610,Abstand::N,кост,distok
611,Abstand::N,коласт,distok
612,Abstand::N,atstarpe,distok
613,Entfernung::N,ылна,keid
614,Entfernung::N,ылна,kehid
615,Entfernung::N,attālums,keid
616,Entfernung::N,attālums,kehid
617,Entfernung::N,atstatums,keid
618,Entfernung::N,atstatums,kehid
619,Gegend::N,му-ва,korn-bro
620,Gegend::N,apvidus,korn-bro
621,Gegend::N,apgabals,korn-bro
622,Platz::N,ылдӧс,plasenn
623,Platz::N,йир,plasenn
624,Platz::N,гӧгӧртас,plasenn
625,Platz::N,vieta,plasenn
626,Ort::N,ин,lec'h
627,Ort::N,места,lec'h
628,Ort::N,vieta,lec'h
629,Seite::N,бок,tu
630,Seite::N,ӧтарладор,tu
631,Seite::N,sāns,tu
632,Mitte::N,шӧр,kreiz
633,Mitte::N,vidus,kreiz
634,Gegenstand::N,кӧлуй,tra
635,Gegenstand::N,priekšmets,tra
636,Sache::N,добра,tra
637,Sache::N,lieta,tra
638,Rand::N,дор,kantenn
639,Rand::N,mala,kantenn
640,Rand::N,apmale,kantenn
641,Kante::N,дор,kantenn
642,Kante::N,šķautne,kantenn
643,Ecke::N,пельӧс,korn
644,Ecke::N,kakts,korn
645,Ecke::N,stūris,korn
646,Spitze::N,йыв,begell
647,Spitze::N,smaile,begell
648,Spitze::N,galotne,begell
649,Ende::N,пом,dibenn
650,Ende::N,gals,dibenn
651,Ende::N,uzgalis,dibenn
652,Loch::N,розь,toull
653,Loch::N,caurums,toull
654,Winkel::N,пельӧс,
655,Winkel::N,leņķis,
656,Muster::N,сер,tresadenn
657,Muster::N,piemērs,tresadenn
658,Größe::N,ыджда,ment
659,Größe::N,lielums,ment
660,Länge::N,кузьта,hirder
661,Länge::N,garums,hirder
662,Höhe::N,джуджда,uhelder
663,Höhe::N,augstums,uhelder
664,Gewicht::N,сьӧкта,pouez
665,Gewicht::N,сьӧкталун,pouez
666,Gewicht::N,svars,pouez
667,Gewicht::N,smagums,pouez
668,Menge::N,лун,bern
669,Menge::N,числӧ,bern
670,Menge::N,masa,bern
671,Menge::N,daudzums,bern
672,Haufen::N,чукӧр,bern
673,Haufen::N,čupa,bern
674,Haufen::N,grēda,bern
675,Haufen::N,kaudze,bern
676,Reihe::N,рад,steud
677,Reihe::N,rinda,steud
678,Reihe::N,virkne,steud
679,Boot::N,пыж,bag
680,Boot::N,laiva,bag
681,Ruder::N,пелыс,roeñv
682,Ruder::N,ӧпаснӧй,roeñv
683,Ruder::N,airis,roeñv
684,Ruder::N,irklis,roeñv
685,Schlitten::N,дадь,trainell
686,Schlitten::N,ragavas,trainell
687,Ski::N,лызь,ski
688,Ski::N,slēpe,ski
689,Lagerfeuer::N,бипур,
690,Lagerfeuer::N,ugunskurs,
691,Last::N,сьӧкыдтор,karg
692,Last::N,krava,karg
693,Gang::N,мунӧм,kerzh
694,Gang::N,ветлӧм,kerzh
695,Gang::N,eja,kerzh
696,Gang::N,gājums,kerzh
697,Schritt::N,воськов,paz
698,Schritt::N,воськовтӧм,paz
699,Schritt::N,solis,paz
700,Norden::N,войвыв,norzh
701,Norden::N,войвыв,hanternoz
702,Norden::N,ziemeļi,norzh
703,Norden::N,ziemeļi,hanternoz
704,Süden::N,лунвыв,su
705,Süden::N,лунвыв,kreisteiz
706,Süden::N,dienvidi,su
707,Süden::N,dienvidi,kreisteiz
708,Westen::N,рытыв,kuzh-heol
709,Westen::N,rietumi,kuzh-heol
710,Osten::N,асыв,reter
711,Osten::N,асыв,sav-heol
712,Osten::N,austrumi,reter
713,Osten::N,austrumi,sav-heol
714,Holz::N,пу,koad
715,Holz::N,koks,koad
716,Holz::N,koksne,koad
717,Brett::N,пӧв,plankenn
718,Brett::N,dēlis,plankenn
719,Platte::N,плита,plakenn
720,Platte::N,plate,plakenn
721,Platte::N,plāksne,plakenn
722,Stütze::N,пыкӧд,harp
723,Stütze::N,мыджӧд,harp
724,Stütze::N,balsts,harp
725,Stütze::N,atspaids,harp
726,Stange::N,потш,sparl
727,Stange::N,maikste,sparl
728,Stock::N,бедь,bazh
729,Stock::N,boze,bazh
730,Stock::N,spieķis,bazh
731,Stab::N,зир,bazh
732,Stab::N,zizlis,bazh
733,Rohr::N,труба,tub
734,Rohr::N,труба,korz
735,Rohr::N,caurule,tub
736,Rohr::N,caurule,korz
737,Haus::N,керка,ti
738,Haus::N,māja,ti
739,Heim::N,горт,kêr
740,Heim::N,mājas,kêr
741,Ofen::N,пач,forn
742,Ofen::N,krāsns,forn
743,Fußboden::N,джодж,plañchod
744,Fußboden::N,grīda,plañchod
745,Tisch::N,пызан,taol
746,Tisch::N,galds,taol
747,Stuhl::N,улӧс,kador
748,Stuhl::N,krēsls,kador
749,Wiege::N,зыбка,kavell
750,Wiege::N,šūpulis,kavell
751,Bett::N,вольпась,gwele
752,Bett::N,gulta,gwele
753,Regal::N,джадж,estajerenn
754,Regal::N,plaukts,estajerenn
755,Kiste::N,куд,kased
756,Kiste::N,ящик,kased
757,Kiste::N,kaste,kased
758,Kiste::N,šķirsts,kased
759,Fenster::N,ӧшинь,prenestr
760,Fenster::N,logs,prenestr
761,Tür::N,ӧдзӧс,dor
762,Tür::N,durvis,dor
763,Tor::N,дзиръя,portal
764,Tor::N,vārti,portal
765,Zaun::N,потшӧс,sklotur
766,Zaun::N,žogs,sklotur
767,Dach::N,вевт,toenn
768,Dach::N,jumts,toenn
769,Leiter::N,пос,skeul
770,Leiter::N,kāpnes,skeul
771,Leiter::N,redeles,skeul
772,Besen::N,рос,skubell
773,Besen::N,slota,skubell
774,Spaten::N,зыр,pal
775,Spaten::N,lāpsta,pal
776,Schaufel::N,тэльӧб,pal
777,Schaufel::N,liekšķere,pal
778,Gabel::N,вилки,fourchetez
779,Gabel::N,dakšiņa,fourchetez
780,Löffel::N,пань,loa
781,Löffel::N,karote,loa
782,Messer::N,пурт,kontell
783,Messer::N,nazis,kontell
784,Nagel::N,тув,tach
785,Nagel::N,кӧрт тув,tach
786,Nagel::N,nagla,tach
787,Netz::N,тыв,roued
788,Netz::N,tīkls,roued
789,Haken::N,крук,krog
790,Haken::N,āķis,krog
791,Haken::N,kāsis,krog
792,Haken::N,krampis,krog
793,Griff::N,нуд,kemer
794,Griff::N,kāts,kemer
795,Griff::N,rokturis,kemer
796,Schloss::N,томан,potenn
797,Schloss::N,aizslēgs,potenn
798,Bild::N,серпас,skeudenn
799,Bild::N,glezna,skeudenn
