,Concept_ID,,be
447,Arbeiter::N,,рабочы
448,Chef::N,,начальнік
449,Meister::N,,майстар
450,Arzt::N,,урач
451,Lehrer::N,,настаўнік
452,Geld::N,,грошы
453,Geschäft::N,,заняцце
454,Laden::N,,крама
455,Laden::N,,магазін
456,Preis::N,,цана
457,Ware::N,,тавар
458,Nutzen::N,,выгада
459,Reichtum::N,,багацце
460,Welt::N,,свет
461,Land::N,,краіна
462,Staat::N,,дзяржава
463,König::N,,кароль
464,Macht::N,,улада
465,Grenze::N,,граніца
466,Krieg::N,,вайна
467,Feind::N,,вораг
468,Gewalt::N,,насілле
469,Kampf::N,,барацьба
470,Bogen[Waffe]::N,,лук
471,Pfeil::N,,страла
472,Gewehr::N,,ружжо
473,Fehler::N,,памылка
474,Lüge::N,,хлусня
475,Schaden::N,,шкода
476,Unglück::N,,ліха
477,Unglück::N,,бядота
478,Schuld::N,,віна
479,Alter::N,,узрост
480,Schluss::N,,канец
481,Zeit::N,,час
482,Tag::N,,дзень
483,Morgen::N,,ранак
484,Morgen::N,,раніца
485,Mittag::N,,паўдня
486,Mittag::N,,поўдзень
487,Abend::N,,вечар
488,Nacht::N,,ноч
489,Woche::N,,тыдзень
490,Monat::N,,месяц
491,Jahr::N,,год
492,Frühling::N,,вясна
493,Sommer::N,,лета
494,Herbst::N,,восень
495,Winter::N,,зіма
496,Januar::N,,студзень
497,Februar::N,,люты
498,März::N,,сакавік
499,April::N,,красавік
500,Mai::N,,май
501,Mai::N,,травень
502,Juni::N,,чэрвень
503,Juli::N,,ліпень
504,August::N,,жнівень
505,September::N,,верасень
506,Oktober::N,,кастрычнік
507,November::N,,лістапад
508,Dezember::N,,снежань
509,Montag::N,,панядзелак
510,Dienstag::N,,аўторак
511,Mittwoch::N,,серада
512,Donnerstag::N,,чацвер
513,Freitag::N,,пятніца
514,Samstag::N,,субота
515,Sonntag::N,,нядзеля
516,groß::A,,вялікі
517,klein::A,,маленькі
518,lang::A,,доўгі
519,kurz::A,,кароткі
520,breit::A,,шырокі
521,schmal::A,,вузкі
522,dicht::A,,густы
523,dick[Gegenstand]::A,,тоўсты
524,dünn::A,,тонкі
525,fein::A,,тонкі
526,fest::A,,моцны
527,flach::A,,плоскі
528,glatt::A,,гладкі
529,hart::A,,цвёрды
530,weich::A,,мяккі
531,rund::A,,круглы
532,spitz::A,,спічасты
533,spitz::A,,востраканцовы
534,scharf::A,,востры
535,stumpf::A,,тупы
536,schwer::A,,цяжкі
537,schön::A,,прыгожы
538,heiß::A,,гарачы
539,warm::A,,цёплы
540,kalt::A,,холадны
541,kühl::A,,халаднаваты
542,frisch::A,,свежы
543,feucht::A,,вільготны
544,nass::A,,мокры
545,trocken::A,,сухі
546,voll::A,,поўны
547,leer::A,,пусты
548,offen::A,,адкрыты
549,offen::A,,адчынены
550,geschlossen::A,,закрыты
551,geschlossen::A,,зачынены
552,sauber::A,,чысты
553,schmutzig::A,,брудны
554,roh::A,,сыры
555,reif::A,,спелы
556,lecker::A,,смачны
557,süß::A,,салодкі
558,bitter::A,,горкі
559,sauer::A,,кіслы
560,hell::A,,светлы
561,dunkel::A,,цёмны
562,schwarz::A,,чорны
563,weiß::A,,белы
564,rot::A,,чырвоны
565,gelb::A,,жоўты
566,blau::A,,сіні
567,grün::A,,зялёны
568,grau::A,,шэры
569,bunt::A,,пяресты
570,billig::A,,танны
571,teuer::A,,дарагі
572,wertvoll::A,,цэнны
573,wertvoll::A,,каштоўны
574,blind::A,,сляпы
575,taub::A,,глухі
576,kräftig::A,,магутны
577,stark::A,,сільны
578,schwach::A,,слабы
579,fett::A,,тлусты
580,schlank::A,,стройны
581,hübsch::A,,чароўны
582,böse::A,,злы
583,dumm::A,,дурны
584,faul::A,,лянівы
585,fleißig::A,,руплівы
586,geizig::A,,прагны
587,klug::A,,разумны
588,geschickt::A,,умелы
589,lieb::A,,мілы
590,lustig::A,,вясёлы
591,sanft::A,,ласкавы
592,hungrig::A,,галодны
593,krank::A,,хворы
594,nackt::A,,голы
595,traurig::A,,сумны
596,lebendig::A,,жывы
597,gut::A,,добры
598,schlecht::A,,кепскі
599,richtig::A,,правільны
600,schlimm::A,,агідны
601,wahr::A,,сапраўдны
602,alt::A,,стары
603,neu::A,,новы
604,ehemalig::A,,былы
605,alt[Lebewesen]::A,,стары
606,jung::A,,малады
607,arm::A,,бедны
608,reich::A,,багаты
609,bekannt::A,,знаёмы
610,berühmt::A,,славуты
611,fremd::A,,чужы
612,verschieden::A,,розны
613,nah::A,,блізкі
614,fern::A,,далёкі
615,linker::A,,левы
616,rechter::A,,правы
617,anderer::A,,іншы
618,anderer::A,,другі
619,erster::A,,першы
620,zweiter::A,,другі
621,dritter::A,,трэці
622,letzter::A,,апошні
623,allein::ADV,,сам
624,allein::ADV,,адзін
625,auf einmal::ADV,,адразу
626,zusammen::ADV,,разам
627,lange::ADV,,доўга
628,plötzlich::ADV,,раптам
629,sofort::ADV,,зараз
630,später::ADV,,пазней
631,jetzt::ADV,,цяпер
632,heute::ADV,,сёння
633,morgen::ADV,,заўтра
634,bald::ADV,,хутка
635,bald::ADV,,неўзабаве
636,dann::ADV,,потым
637,gestern::ADV,,учора
638,einst::ADV,,аднойчы
639,damals::ADV,,тады
640,danach::ADV,,затым
641,vorher::ADV,,раней
642,zuerst::ADV,,спярша
643,zuerst::ADV,,спачатку
644,einmal::ADV,,адзін раз
645,manchmal::ADV,,часам
646,oft::ADV,,часта
647,immer::ADV,,заўсёды
648,niemals::ADV,,ніколі
649,hier::ADV,,тут
650,hierhin::ADV,,сюды
651,von hier::ADV,,адсюль
652,von hier::ADV,,адгэтуль
653,dort::ADV,,там
654,dorthin::ADV,,туды
655,geradeaus::ADV,,прама
656,vorwärts::ADV,,наперад
657,rückwärts::ADV,,назад
658,zurück::ADV,,назад
659,unten::ADV,,унізе
660,hinab::ADV,,уніз
661,oben::ADV,,угары
662,oben::ADV,,наверсе
663,hinauf::ADV,,угару
664,überall::ADV,,усюды
665,nicht::ADV,,не
666,ein wenig::ADV,,трошкі
667,kaum::ADV,,ледзьве
668,sehr::ADV,,вельмі
669,so::ADV,,так
670,noch::ADV,,яшчэ
671,nur::ADV,,толькі
672,schon::ADV,,ужо
673,wieder::ADV,,зноў
674,vergebens::ADV,,дарма
675,vergebens::ADV,,дарэмна
676,vor::PRP,,перад
677,hinter::PRP,,за
678,hinter::PRP,,ззаду
679,unter::PRP,,пад
680,durch::PRP,,праз
681,neben::PRP,,каля
682,zwischen::PRP,,між
683,zwischen::PRP,,паміж
684,wegen::PRP,,з-за
685,dies::PRN,,гэта
686,das::PRN,,тое
687,alles::PRN,,усё
688,ich::PRN,,я
689,du::PRN,,ты
690,er::PRN,,ён
691,wir::PRN,,мы
692,ihr::PRN,,вы
693,sie::PRN,,яны
694,was::FPRN,,што
695,wer::FPRN,,хто
696,wo::FADV,,дзе
697,wohin::FADV,,куды
698,wie::FADV,,як
699,warum::FADV,,чаму
700,wieviel::FNUM,,колькі
701,eins::NUM,,адзін
702,zwei::NUM,,два
703,drei::NUM,,тры
704,vier::NUM,,чатыры
705,fünf::NUM,,пяць
706,sechs::NUM,,шесць
707,sieben::NUM,,сем
708,acht::NUM,,восем
709,neun::NUM,,дзевяць
710,zehn::NUM,,дзесяць
711,elf::NUM,,адзінаццаць
712,zwölf::NUM,,дванаццаць
713,zwanzig::NUM,,дваццаць
714,dreißig::NUM,,трыццаць
715,vierzig::NUM,,сорак
716,fünfzig::NUM,,пядзесят
717,sechzig::NUM,,шесдзесят
718,siebzig::NUM,,семдзесят
719,achtzig::NUM,,восемдзесят
720,neunzig::NUM,,дзевяноста
721,hundert::NUM,,сто
722,tausend::NUM,,тысяча
723,und::CNJ,,і
724,und::CNJ,,ды
725,oder::CNJ,,або
726,stehen::V,,стаяць
727,sitzen::V,,сядзець
728,liegen::V,,ляжаць
729,hängen::V,,вісець
730,werden::V,,стаць
731,werden::V,,зрабіцца
732,passieren::V,,трапіцца
733,beginnen::V,,пачацца
734,enden::V,,кончыцца
735,wechseln::V,,мяняцца
736,aufgehen[Sonne]::V,,узысці
737,untergehen[Sonne]::V,,зайсці
738,scheinen[Sonne]::V,,свяціць
739,donnern::V,,грымець
740,wehen::V,,дзьмуць
741,strömen::V,,ліцца
742,fließen::V,,цячы
743,sich drehen::V,,круціцца
744,sich drehen::V,,варочацца
745,schwanken::V,,хістацца
746,schwingen::V,,гайдацца
747,schwingen::V,,калыхацца
748,fallen::V,,падаць
749,brennen::V,,гарэць
750,rauchen::V,,дымець
751,regnen::V,,дажджыць
752,gefrieren::V,,замерзнуць
753,tauen::V,,раставаць
754,schmelzen::V,,плавіцца
755,trocknen::V,,сохнуць
756,sieden::V,,кіпець
757,faulen::V,,гнісці
758,verfaulen::V,,згнісці
759,reißen::V,,ірвацца
760,versinken::V,,тануць
761,vergehen::V,,праходзіць
762,erscheinen::V,,зʼявіцца
763,verschwinden::V,,знікнуць
764,sinken::V,,спадаць
765,abnehmen::V,,паменшыцца
766,zunehmen::V,,павялічвацца
767,steigen::V,,паднімацца
768,wachsen::V,,расці
769,glänzen::V,,блішчаць
770,funkeln::V,,бліскаць
771,lärmen::V,,шумець
772,läuten::V,,званіць
773,klingeln::V,,званіць
774,klirren::V,,бразгаць
775,brausen::V,,бушаваць
776,rauschen::V,,шастаць
777,klingen::V,,гучаць
778,bellen::V,,брахаць
779,heulen::V,,выць
780,blasen::V,,дзьмухнуць
781,pfeifen::V,,свістаць
782,schreien::V,,крычаць
783,stöhnen::V,,стагнаць
784,zittern::V,,дрыжаць
785,leben::V,,жыць
786,geboren werden::V,,нарадзіцца
787,atmen::V,,дыхаць
788,trinken::V,,піць
789,essen::V,,есці
790,schlucken::V,,глытаць
791,müde werden::V,,стаміцца
792,einschlafen::V,,заснуць
793,schlafen::V,,спаць
794,aufwachen::V,,рассыпацца
795,aufstehen::V,,устаць
796,sich erholen::V,,адпачываць
797,krank werden::V,,захварэць
798,krank sein::V,,хварэць
799,schmerzen::V,,балець
800,husten::V,,кашляць
801,genesen::V,,паправіцца
802,genesen::V,,паздаравець
803,sterben::V,,памерці
804,umkommen::V,,загінуць
805,sich bewegen::V,,рухацца
806,sich rühren::V,,варушыцца
807,sich erheben::V,,устаць
808,sich setzen::V,,сесці
809,hinfallen::V,,упасці
810,laufen::V,,хадзіць
811,schreiten::V,,шагаць
812,schreiten::V,,крочыць
813,spazierengehen::V,,гуляць
814,eilen::V,,спяшацца
815,sich beeilen::V,,спяшацца
816,sausen::V,,імчацца
817,rennen::V,,бегаць
818,springen::V,,скакаць
819,klettern::V,,лазіць
820,schaukeln::V,,гайдацца
821,kriechen::V,,поўзаць
822,schwimmen::V,,плаваць
823,tauchen::V,,ныраць
824,rudern::V,,веславаць
825,fahren::V,,ехаць
826,fliegen::V,,лятаць
827,gehen::V,,ісці
828,weggehen::V,,пайсці
829,abfahren::V,,адʼяжджаць
830,anhalten::V,,спыніцца
831,anhalten::V,,затрымацца
832,hineingehen::V,,уваходзіць
833,eintreten::V,,увайсці
834,kommen::V,,прыйсці
835,ankommen::V,,прыбыць
836,zurückkommen::V,,вярнуцца
837,bleiben::V,,застацца
838,warten::V,,чакаць
839,erwarten::V,,чакаць
840,suchen::V,,шукаць
841,finden::V,,знайсці
842,versuchen::V,,прабаваць
843,vorbereiten::V,,падрыхтаваць
844,lieben::V,,кахаць
845,mögen::V,,любіць
846,lachen::V,,смяяцца
847,rühren::V,,расчуліць
848,weinen::V,,плакаць
849,schimpfen::V,,лаяцца
850,sich ärgern::V,,сердаваць
851,sich fürchten::V,,баяцца
852,fürchten::V,,баяцца
853,fliehen::V,,уцякаць
854,flüchten::V,,уцячы
855,sehen::V,,бачыць
856,anschauen::V,,паглядзець
857,ansehen::V,,глядзець
858,hören::V,,чуць
859,zuhören::V,,слухаць
860,probieren::V,,каштаваць
861,riechen::V,,нюхаць
862,fühlen::V,,адчуваць
863,scheinen::V,,здавацца
864,zu sehen sein::V,,віднецца
865,vernehmen::V,,пачуць
866,frieren::V,,мёрзнуць
867,tun::V,,рабіць
868,können::V,,умець
869,wollen::V,,хацець
870,anfangen::V,,пачаць
871,beenden::V,,закончыць
872,aufhören::V,,перастаць
873,gelingen::V,,удацца
874,geraten::V,,аказацца
875,öffnen::V,,адчыніць
876,schließen::V,,зачыніць
877,stellen::V,,паставіць
878,setzen::V,,пасадзіць
879,legen::V,,класці
880,berühren::V,,чапаць
881,verbinden::V,,звязаць
882,bedecken::V,,накрыць
883,aufhängen::V,,павесіць
884,anzünden::V,,запаліць
885,aufheben::V,,падняць
886,zurücklassen::V,,пакінуць
887,verlieren::V,,згубіць
888,fallen lassen::V,,упусціць
889,machen::V,,зрабіць
890,herstellen::V,,вырабіць
891,bauen::V,,будаваць
892,reparieren::V,,правіць
893,verbessern::V,,палепшыць
894,ändern::V,,змяніць
895,graben::V,,капаць
896,beugen::V,,сагнуць
897,biegen::V,,пагнуць
898,drehen::V,,вярцець
899,wenden::V,,павярнуць
900,umdrehen::V,,перавярнуць
901,heben::V,,падымаць
902,hochheben::V,,падняць
903,ergreifen::V,,схапіць
904,ergreifen::V,,схваціць
905,halten::V,,трымаць
906,drücken::V,,націскаць
907,schieben::V,,пхаць
908,schieben::V,,штурхаць
909,kratzen::V,,скрэбці
910,lecken::V,,лізаць
911,beißen::V,,кусаць
912,abreißen::V,,адарваць
913,abschneiden::V,,адрэзаць
914,binden::V,,вязаць
915,stecken::V,,уваткнуць
916,brechen::V,,зламаць
917,klopfen::V,,стукаць
918,hauen::V,,біць
919,kleben::V,,клеіць
920,reiben::V,,церці
921,streichen::V,,намазаць
922,schleifen::V,,тачыць
923,schneiden::V,,рэзаць
924,rütteln::V,,хістаць
925,schütteln::V,,трэсці
926,schwenken::V,,махаць
927,schütten::V,,наліць
928,füllen::V,,напоўніць
929,einwickeln::V,,загарнуць
930,tragen::V,,несці
931,schleppen::V,,цягнуць
932,ziehen::V,,цягнуць
933,aufbewahren::V,,захоўваць
934,werfen::V,,кідаць
935,fangen::V,,лавіць
936,packen::V,,схапіць
937,packen::V,,схваціць
938,verstecken::V,,схаваць
939,teilen::V,,раздзяліць
940,schicken::V,,пасылаць
941,bringen::V,,прынесці
942,hinzufügen::V,,дабавіць
943,bekommen::V,,дастаць
944,erhalten::V,,атрымаць
945,nehmen::V,,ўзяць
946,wählen::V,,выбраць
947,auswählen::V,,адабраць
948,bewahren::V,,захаваць
949,behindern::V,,перашкаджаць
950,verderben::V,,сапсаваць
951,beschädigen::V,,пашкодзіць
952,zerbrechen::V,,разбіць
953,zerreißen::V,,разадраць
954,zerstören::V,,разбурыць
955,verbrennen::V,,спаліць
956,geben::V,,даць
957,reichen::V,,перадаць
958,schenken::V,,дарыць
959,versprechen::V,,абяцаць
960,wünschen::V,,жадаць
961,loben::V,,хваліць
962,küssen::V,,цалаваць
963,wiegen::V,,гушкаць
964,wiegen::V,,калыхаць
965,zudecken::V,,накрыць
966,wecken::V,,пабудзіць
967,zeigen::V,,паказаць
968,führen::V,,весці
969,lehren::V,,вучыць
970,unterrichten::V,,выкладаць
971,aufziehen::V,,выхаваць
972,leiten::V,,кіраваць
973,antreiben::V,,падганяць
974,lassen::V,,прымусіць
975,einladen::V,,запрасіць
976,vereinigen::V,,абʼяднаць
977,besuchen::V,,наведаць
978,treffen::V,,сустрэць
979,sich versammeln::V,,сабрацца
