,Concept_ID,br,ab
728,dies::PRN,hemañ,абри
729,das::PRN,se,Абни
730,das::PRN,se,убри
731,das::PRN,hennezh,Абни
732,das::PRN,hennezh,убри
733,alles::PRN,pep tra,зегьы
734,ich::PRN,me,са
735,ich::PRN,me,сара
736,du::PRN,te,бара
737,er::PRN,eñ,иара
738,wir::PRN,ni,ҳара
739,ihr::PRN,c'hwi,шәара
740,sie::PRN,int,дара
741,was::FPRN,petra,
742,wer::FPRN,piv,дарбан
743,wo::FADV,pelec'h,иабыкуу
744,wo::FADV,pelec'h,аба-
745,wo::FADV,pelec'h,ахь-
746,wohin::FADV,da belec'h,иабыкуу
747,wohin::FADV,da belec'h,аба-
748,wohin::FADV,da belec'h,ахь-
749,wie::FADV,penaos,-шҕа
750,warum::FADV,perak,избан
751,wieviel::FNUM,pet,заҟа
752,eins::NUM,unan,акы
753,eins::NUM,unan,аӡәы
754,zwei::NUM,daou,ҩба
755,drei::NUM,tri,хҕа
756,vier::NUM,pevar,ҕшьба
757,fünf::NUM,pemp,хəба
758,sechs::NUM,c'hwec'h,фба
759,sieben::NUM,seizh,Бжьба
760,acht::NUM,eizh,ааба
761,neun::NUM,nav,жәба
762,zehn::NUM,dek,жәаба
763,elf::NUM,unnek,жәеизатәи
764,zwölf::NUM,daouzek,жәаҩа
765,zwanzig::NUM,ugent,ҩажәа
766,dreißig::NUM,tregont,ҩажәижәабатәи
767,vierzig::NUM,daou-ugent,ҩынҩажәа
768,fünfzig::NUM,hanter-kant,ҩынҩажәеижәаба
769,sechzig::NUM,tri-ugent,хынҩажәа
770,siebzig::NUM,dek ha tri-ugent,хынҩажәижәаба
771,achtzig::NUM,pevar-ugent,ҕшьынҩажәа
772,neunzig::NUM,dek ha pevar-ugent,ҕшьынҩажәижәаба
773,hundert::NUM,kant,шәкы
774,tausend::NUM,mil,зқьы
775,und::CNJ,ha,-и
776,oder::CNJ,pe,ма
777,stehen::V,bezañ a-sav,агылазаара
778,sitzen::V,azezañ,атəара
779,sitzen::V,azezañ,атəа(заа)ра
780,sitzen::V,bezañ en e goazez,атəара
781,sitzen::V,bezañ en e goazez,атəа(заа)ра
782,liegen::V,bezañ en e c'hourvez,аиара
783,hängen::V,krougañ,акнаҳара
784,werden::V,dazonet,аҟалара
785,passieren::V,c'hoarvezout,аҟалара
786,beginnen::V,stagañ,алагара
787,enden::V,achuiñ,алгара
788,wechseln::V,cheñch,аҽыҧсахра
789,aufgehen[Sonne]::V,dirouzañ,агылара
790,aufgehen[Sonne]::V,dirouzañ,ахашлара
791,aufgehen[Sonne]::V,dirouzañ,аҩаҵхахара
792,scheinen[Sonne]::V,lugernañ,акаҧхара
793,donnern::V,taranal,адыдра
794,wehen::V,c'hwezhañ,асра
795,strömen::V,deredek,акаҭəара
796,fließen::V,redek,ацара
797,sich drehen::V,troiñ,ахагьежьра
798,schwanken::V,trantellat,аҵысра
799,schwingen::V,froumal,ахызазара
800,schwingen::V,froumal,акьаандара
801,fallen::V,kouezhañ,акаҳара
802,brennen::V,deviñ,абылра
803,rauchen::V,divogedañ,ахылҵра
804,regnen::V,glavañ,аура
805,gefrieren::V,reviñ,аҵаара
806,tauen::V,diskornañ,аӡҭра
807,schmelzen::V,teuziñ,ақəӡыҭра
808,schmelzen::V,teuziñ,аҭəара
809,trocknen::V,sec'hañ,абара
810,sieden::V,berviñ,ашра
811,faulen::V,breinañ,абаара
812,verfaulen::V,breinañ,абаара
813,verfaulen::V,breinañ,аилашра
814,reißen::V,darnaouiñ,аҧжəара
815,versinken::V,sodellañ,аӡааҟəрылара
816,vergehen::V,tremen,ацара
817,erscheinen::V,donet war-wel,ацəырҵра
818,verschwinden::V,monet diwar wel,аҵашəкəара
819,sinken::V,en em izelat,атəара
820,sinken::V,en em izelat,алаҟəра
821,abnehmen::V,nebeutaat,ацӡаара
822,abnehmen::V,nebeutaat,аиҵалара
823,zunehmen::V,kreskiñ,аҽырҭбаара
824,zunehmen::V,kreskiñ,аиҵыҵра
825,zunehmen::V,kreskiñ,арацəахара
826,steigen::V,sevel,азҳара
827,steigen::V,sevel,ашьҭыҵра
828,steigen::V,sevel,адухара
829,steigen::V,sevel,ацлара
830,wachsen::V,kreskiñ,азҳара
831,glänzen::V,lugernañ,ацыр-цырра
832,glänzen::V,lugernañ,ацыҩ-цыҩра
833,glänzen::V,lugernañ,аказказра
834,funkeln::V,elieniñ,ашап-шапра
835,funkeln::V,elieniñ,ацым-цымра
836,lärmen::V,rabotat,ашьҭыбжьгара
837,lärmen::V,rabotat,аҕьҕьаҳәа аилалара
838,klirren::V,diridignat,ахьархьарра
839,klirren::V,diridignat,архьархьарра
840,klirren::V,sterlinkañ,ахьархьарра
841,klirren::V,sterlinkañ,архьархьарра
842,brausen::V,gwegal,аилаҽҽара
843,brausen::V,gwegal,еилашуера
844,rauschen::V,trouzal,
845,klingen::V,seniñ,агара
846,klingen::V,seniñ,ашьҭыбжь гара
847,bellen::V,harzhal,ашра
848,heulen::V,yudal,ауура
849,blasen::V,c'hwezhañ,аҭəҳəара
850,pfeifen::V,c'hwitellat,ашəшəра
851,schreien::V,huchal,аҳəҳəара
852,schreien::V,huchal,ахəаара
853,schreien::V,huchal,аҟаара
854,stöhnen::V,hirvoudiñ,ақьра
855,zittern::V,krenañ,аҵыс-ҵысра
856,leben::V,bevañ,аҟазаара
857,geboren werden::V,genel,Аира
858,atmen::V,tennañ e anal,аҕсыҕ лагаҩагара
859,trinken::V,evañ,ажəра
860,essen::V,debriñ,акрыфара
861,schlucken::V,lonkañ,албаадара
862,müde werden::V,skuizhañ,ааҕсара
863,einschlafen::V,menel kousket,ацəара
864,schlafen::V,kousket,ацəазаара
865,aufwachen::V,dihuniñ,аҿыхара
866,aufstehen::V,sevel,Агəылҵра
867,sich erholen::V,diskuizhañ,аҧсшьара
868,krank werden::V,klañviñ,ачмазаҩхара
869,krank sein::V,bezañ klañv,аҳəарҧсарра
870,schmerzen::V,skourjezañ,ахьра
871,husten::V,pasaat,аимҳәара
872,husten::V,peudal,аимҳәара
873,genesen::V,pareañ,абзиахара
874,genesen::V,pareañ,аӷəӷəахара
875,sterben::V,mervel,аҧсра
876,umkommen::V,perisañ,аҭахара
877,sich bewegen::V,bouljal,аиҭаҵра
878,sich rühren::V,fiñval,ақəацара
879,sich erheben::V,sevel,аҩагылара
880,sich setzen::V,azezañ,атəара
881,sich setzen::V,mont en e goazez,атəара
882,hinfallen::V,kouezhañ,акаҳара
883,laufen::V,redek,аныҟəара
884,schreiten::V,kerzhet,ашьаҿа еихгара
885,spazierengehen::V,pourmen,анеи-ааира
886,eilen::V,hastañ,аццакра
887,sich beeilen::V,hastañ,аццакра
888,sausen::V,karzhañ,аҧырра
889,sausen::V,karzhañ,иҭрысны
890,sausen::V,karzhañ,ишьҭҟьаны ацара
891,rennen::V,redek,аҩра
892,springen::V,lammat,аҧара
893,klettern::V,krimpat,ақəлара
894,schaukeln::V,brañsellat,аҟəараҟəанҽара
895,kriechen::V,skrampañ,аҳəазара
896,schwimmen::V,neuial,аӡсара
897,tauchen::V,splujañ,ахəӡааҵəира
898,rudern::V,roeñvat,аҵшьра
899,fahren::V,kas,акала
900,fahren::V,bleniañ,акала
901,fliegen::V,nijal,аҧырра
902,gehen::V,mont,аиҭаҵра
903,weggehen::V,mont kuit,ацара
904,abfahren::V,mont kuit,адəықəлара
905,abfahren::V,mont kuit,ацара
906,anhalten::V,chom a-sav,ааныргылара
907,hineingehen::V,monet e-barzh,аҭалара
908,eintreten::V,monet e-barzh,аҩналара
909,kommen::V,dont,аара
910,kommen::V,dont,ааира
911,ankommen::V,erruout,ааира
912,ankommen::V,erruout,аара
913,ankommen::V,erruout,анеира
914,zurückkommen::V,addonet,азыхынҳəра
915,bleiben::V,chom,аанхара
916,bleiben::V,chom,анхара
917,bleiben::V,chom,аангылара
918,warten::V,gortoz,азҧшзаара
919,erwarten::V,gortoz,азҧшра
920,suchen::V,klask,ашьҭазаара
921,finden::V,kavout,аҧшаара
922,versuchen::V,klask,аҽазкра
923,vorbereiten::V,aozañ,армазеира
924,lieben::V,karout,абзиабара
925,mögen::V,karout,агəаҧхара
926,lachen::V,c'hoarzin,аччара
927,rühren::V,tenerañ,арҵəуара
928,weinen::V,gouelañ,аҵəуара
929,schimpfen::V,krozal,ацəҳара
930,sich ärgern::V,fachañ,агəаара
931,sich ärgern::V,en em fachañ,агəаара
932,fliehen::V,tec'het,абналара
933,fliehen::V,tec'het,ацəцара
934,flüchten::V,tuzañ,абналара
935,flüchten::V,tuzañ,ацəцара
936,sehen::V,gwelet,абара
937,anschauen::V,sellout ouzh,ахəаҧшра
938,ansehen::V,sellout ouzh,ахəаҧшра
939,hören::V,klevet,аҳара
940,zuhören::V,selaou,азыӡырҩра
941,probieren::V,blasa,аҧышəара
942,riechen::V,klevet,афыҩра
943,fühlen::V,santout,анырра
944,fühlen::V,santout,ацәакырра
945,scheinen::V,diskouez bezañ,шәа
946,scheinen::V,diskouez bezañ,аацәырҵа
947,zu sehen sein::V,bezañ gwelus,
948,vernehmen::V,merzhañ,аҳара
949,frieren::V,anoued,ашəра
950,frieren::V,anoued,аҵаара
951,tun::V,ober,аҟаҵара
952,können::V,gouzout,алшара
953,wollen::V,fellout da,аҭахра
954,wollen::V,kaout c'hoant da,аҭахра
955,anfangen::V,kregiñ,алагара
956,beenden::V,achuiñ,алгара
957,aufhören::V,paouez,аҟəыҵра
958,öffnen::V,digeriñ,аартра
959,schließen::V,serriñ,аркра
960,stellen::V,lakaat,аргылара
961,setzen::V,lakaat,артəара
962,legen::V,lakaat,ақəҵара
963,berühren::V,touch,акьысра
964,berühren::V,touch,алакьысра
965,verbinden::V,eren,аҿаҳəара
966,bedecken::V,goloiñ,ақəршəра
967,aufhängen::V,istribilhañ,акнаҳара
968,anzünden::V,alumiñ,аркра
969,anzünden::V,c'hwezzañ,аркра
970,aufheben::V,dastum,ашьҭыхра
971,zurücklassen::V,lezel,аныжьра
972,verlieren::V,koll,ацəыӡра
973,fallen lassen::V,laoskel,ацəкаҳара
974,fallen lassen::V,lezel da gouezhel,ацəкаҳара
975,machen::V,ober,ачаҧара
976,herstellen::V,fardañ,аиҵдара
977,bauen::V,sevel,аргылара
978,reparieren::V,adaozañ,арҽеира
979,verbessern::V,gwellaat,аиҕьтəра
980,ändern::V,cheñch,аҧсахра
981,graben::V,kleuzañ,ажра
982,beugen::V,plegañ,арҟəра
983,beugen::V,plegañ,архəара
984,biegen::V,krommañ,арҟəра
985,biegen::V,krommañ,архəара
986,drehen::V,treiñ,аргьежьра
987,wenden::V,treiñ,
988,umdrehen::V,treiñ,аарҳәра
989,heben::V,sevel,аҩахара
990,heben::V,sevel,араҳара
991,hochheben::V,sevel,ахагалара
992,hochheben::V,sevel,ашьҭҳəара
993,ergreifen::V,kemer,
994,halten::V,dalc'hen,акра
995,drücken::V,bountañ,ақəрӷəӷəара
996,schieben::V,poulzañ,аҵгəара
997,schieben::V,poulzañ,агəара
998,kratzen::V,skrabat,ацəҟьара
999,lecken::V,lipat,арбзара
1000,beißen::V,kregiñ,ацҳара
1001,abreißen::V,diframmañ,амжəара
1002,abschneiden::V,troc'hañ,ахҵəара
1003,abschneiden::V,troc'hañ,аҿахҵəара
1004,binden::V,stagañ,аҿаҳəара
1005,stecken::V,sankañ,алаҵара
1006,brechen::V,darnaouiñ,аҧҵəара
1007,klopfen::V,skoiñ,асра
1008,hauen::V,dornañ,ақəкшара
1009,kleben::V,pegañ,аҷабра
1010,reiben::V,taravat,арҟəыҷра
1011,reiben::V,trekiñ,арҟəыҷра
1012,streichen::V,toazañ,ахьшьра
1013,schleifen::V,lemmañ,ахра
1014,schneiden::V,troc'hañ,аҧҟара
1015,rütteln::V,tordorosañ,арҵысра
1016,schütteln::V,hejañ,аршəшəара
1017,schütten::V,diskargañ,аҭаҭəара
1018,füllen::V,kargañ,арҭəра
1019,einwickeln::V,gronnañ,алаҳəара
1020,tragen::V,dougen,аҩагара
1021,schleppen::V,stlejal,арҳəазара
1022,ziehen::V,sachañ,ахара
1023,aufbewahren::V,miret,аҵəахра
1024,werfen::V,teuler,аршəра
1025,fangen::V,tapañ,акра
1026,packen::V,krapat,анкра
1027,packen::V,krapat,аҵкаара
1028,verstecken::V,kuzhat,аҵəахра
1029,teilen::V,rannañ,ашара
1030,schicken::V,kas,ашьҭра
1031,bringen::V,degas,аагара
1032,hinzufügen::V,lakat ouzhpenn,ацҵара
1033,bekommen::V,kaout,аҧшаара
1034,bekommen::V,kaout,архиара
1035,bekommen::V,kaout,аура
1036,erhalten::V,kaout,аиура
1037,nehmen::V,kemer,агара
1038,wählen::V,choaz,алҧшаара
1039,auswählen::V,dibab,алхра
1040,bewahren::V,mirout,
1041,behindern::V,diaezañ,аҧырхагахара
1042,verderben::V,lovrañ,алгара
1043,verderben::V,lovrañ,абжьыхра
1044,verderben::V,lovrañ,аҧхасҭатəра
1045,beschädigen::V,gwallegañ,аҧхасҭатəра
1046,zerbrechen::V,torriñ,аҧҽра
1047,zerreißen::V,diroegiñ,аҧжəара
1048,zerstören::V,distrujañ,аилаҧыххаара
1049,verbrennen::V,deviñ,абылра
1050,geben::V,reiñ,аҭара
1051,schenken::V,donezonañ,аҩгара
1052,versprechen::V,prometiñ,ақəргəыӷра
1053,wünschen::V,hetiñ,
1054,loben::V,feurmiñ,арҽхəара
1055,küssen::V,pokat,агəӡра
1056,wiegen::V,pouezañ,
1057,zudecken::V,goloiñ,аҵахҩара
1058,zudecken::V,goloiñ,ақəршəра
1059,wecken::V,dihuniñ,арҿыхара
1060,zeigen::V,diskouez,арбара
1061,führen::V,kas,аныҟəгара
1062,lehren::V,deskiñ,арҵара
1063,unterrichten::V,kelenn,арҧхьара
1064,leiten::V,bleinañ,ахагылазаара
1065,antreiben::V,poulzañ,арццакра
1066,lassen::V,leuskel,арҟаҵара
1067,einladen::V,pediñ,ааҕхьара
1068,einladen::V,pediñ,анаҧхьара
1069,vereinigen::V,unisañ,аилаҵара
1070,besuchen::V,gweladenniñ,абара
1071,treffen::V,kejal,аҧылара
1072,treffen::V,ankontrañ,аҧылара
1073,sich versammeln::V,bodennañ,аизара
1074,spielen::V,c'hoari,ахəмарра
1075,singen::V,kanañ,ашəаҳəара
1076,tanzen::V,dañsal,акəашара
1077,sich trennen::V,dispartiañ,аилыҵра
1078,verlassen::V,lezel,акажьра
1079,retten::V,saveteiñ,Аиқəрхара
1080,bewachen::V,mesa,ахьчара
1081,schützen::V,diwall,ацəыхьчара
1082,verteidigen::V,difenn,ахьчара
1083,sich schlagen::V,lopañ,аисра
1084,siegen::V,trec'hiñ,аиааира
1085,ärgern::V,hegasiñ,аргəаара
1086,schlagen::V,skeiñ,асра
1087,schlagen::V,skeiñ,аҭасра
1088,treten::V,botaouiñ,
1089,stechen::V,pikat,алакшара
1090,stoßen::V,stokañ,агəҭасра
1091,stehlen::V,laerezh,аӡара
1092,stören::V,direnkañ,аҧырхагахара
1093,belästigen::V,dregasiñ,аргəамҵра
1094,verbergen::V,skoachañ,аӡара
1095,täuschen::V,tromplañ,ажьара
1096,betrügen::V,lorbañ,ажьара
1097,töten::V,lazhañ,ашьра
1098,wohnen::V,bezañ o chom,анхара
1099,arbeiten::V,labourat,аусура
1100,sammeln::V,dastum,аҟəшəара
1101,pflücken::V,kuntuilhañ,аҿыршəара
1102,pflücken::V,kuntuilhañ,аҿыхра
1103,jagen::V,chaseal,ашəарыцара
1104,fischen::V,pesketa,аҧсыӡ икуеит
1105,fassen::V,pakañ,акра
1106,hüten::V,geota,арҳəра
1107,hüten::V,geota,ахьчара
1108,anbinden::V,stagañ,адҳəалара
1109,füttern::V,boueta,акырҿаҵара
1110,melken::V,goro,ахьара
1111,hacken::V,difrakal,аҟəаҟəара
1112,gießen::V,dourañ,аҵаҭəара
1113,reifen::V,azviñ,ашəра
1114,reifen::V,azviñ,аҟалара
1115,zubereiten::V,keginañ,ацура
1116,kochen::V,poazhañ,ажəра
1117,backen::V,fritañ,аӡра
1118,braten::V,rostañ,аӡра
1119,stricken::V,stammañ,аҧара
1120,nähen::V,gwriat,аӡахра
1121,färben::V,livañ,ашəра
1122,reinigen::V,naetañ,арыцқьара
1123,waschen::V,gwalc'hiñ,аӡәӡәара
1124,abwischen::V,torchañ,арбара
1125,spülen::V,disgwalc'hiñ,аҭыршара
1126,fegen::V,skubañ,аҧссара
1127,kehren::V,skubañ,
1128,baden::V,kouronkañ,аҽыкəабара
1129,sich waschen::V,en em walc'hiñ,аҽыӡəӡəара
1130,sich anziehen::V,gwiskañ,аҽеилаҳəара
1131,kämmen::V,kribat,аҳəара
1132,schmücken::V,kinklañ,арҧшӡара
1133,sagen::V,larêt,аҳəара
1134,sagen::V,lavaret,аҳəара
1135,sprechen::V,komz,ацəажəара
1136,reden::V,kaozeal,ацəажəара
1137,reden::V,kaozeal,аицәажәара
1138,sich unterhalten::V,balbotal,аицәажәара
1139,fragen::V,goulenn,азҵаара
1140,bitten::V,goulenn,аҳəара
1141,erzählen::V,kontañ,аҳəара
1142,mitteilen::V,kemenn,азыцҳара
1143,nennen::V,anviñ,ахьӡҵара
1144,rufen::V,gelver,азҿыҭра
1145,prahlen::V,fougeal,аҽхəара
1146,übersetzen::V,treiñ,аиҭагара
1147,denken::V,soñjal,азхəыцра
1148,glauben::V,krediñ,ахаҵара
1149,bemerken::V,apresevañ,агəаҭара
1150,erkennen::V,anavout,адырра
1151,begreifen::V,meizañ,аилкаара
1152,verstehen::V,kompren,аҳара
1153,lernen::V,deskiñ,аҵара
1154,wissen::V,gouzout,адырра
1155,sich erinnern an::V,kaout soñj e,агəаларшəара
1156,vergessen::V,ankouaat,ахашҭра
1157,messen::V,muzuliañ,ашəара
1158,zählen::V,kontañ,аҧхьаӡара
1159,rechnen::V,jedañ,аҳасабра
1160,lesen::V,lenn,аҧхьара
1161,malen::V,livañ,
1162,zeichnen::V,tresañ,
1163,schreiben::V,skrivañ,
1164,besitzen::V,kaout,амазаара
1165,kaufen::V,prenañ,Аахəара
1166,verkaufen::V,gwerzhañ,аҭира
1167,bezahlen::V,paeañ,ахҭынҵара
1168,bezahlen::V,paeañ,ашəара
1169,zahlen::V,paeañ,ашəара
1170,beherrschen::V,mestroniañ,
1171,ertragen::V,anduriñ,ачҳара
1172,Grube::N,,ажра
1173,Grube::N,,атыша
1174,Spur::N,,ашьҭа
1175,Lehm::N,,анышəаҧшь
1176,Laut::N,,ашьҭыбжь
1177,Winkel::N,,агҿаҩра
1178,Winkel::N,,акəындхə
1179,Winkel::N,,акəакь
1180,Lagerfeuer::N,,еиқуу амца
1181,vergebens::ADV,,баша
1182,untergehen[Sonne]::V,,аҭашəара
1183,läuten::V,,аҵəҵəасра
1184,klingeln::V,,аҵəҵəасра
1185,sich fürchten::V,,аӡыӡара
1186,fürchten::V,,ацəшəара
1187,gelingen::V,,аура
1188,gelingen::V,,аманшəалахара
1189,gelingen::V,,алҵра
1190,geraten::V,,нзаарын
1191,schwenken::V,,аҟьара
1192,reichen::V,,аҭара
1193,aufziehen::V,,ааӡара
1194,schießen::V,,ахысра
1195,treiben::V,,акацара
1196,umrühren::V,,аилрыхра
1197,ausziehen::V,,ашəыхра
1198,anziehen::V,,ашəҵара
