,Concept_ID,os,la
346,Kante::N,фӕрск,angulus
347,Ecke::N,тигъ,angulus
348,Ecke::N,фисын,angulus
349,Spitze::N,бырынкъ,cacumen
350,Ende::N,кӕрон,caput
351,Loch::N,хуынкъ,foramen
352,Winkel::N,къуым,angulus
353,Muster::N,нывæфтыд,exemplum
354,Muster::N,кæдзист,exemplum
355,Größe::N,ас,magnitudo
356,Länge::N,дӕргъ,longitudo
357,Höhe::N,бæрзонд,altitudo
358,Höhe::N,бæрзæнд,altitudo
359,Höhe::N,бæрзонддзинад,altitudo
360,Gewicht::N,уӕз,pondus
361,Menge::N,бӕрц,copia
362,Haufen::N,кӕри,acervus
363,Reihe::N,рӕнхъ,ordo
364,Boot::N,чема,navicula
365,Ruder::N,къохар,remus
366,Schlitten::N,дзоныгъ,sclodia
367,Ski::N,къахдзоныгътæ,narta
368,Ski::N,лыжæтæ,narta
369,Lagerfeuer::N,арт,ignis
370,Last::N,уаргъ,onus
371,Gang::N,цыд,cursus
372,Schritt::N,санчъех,gradus
373,Schritt::N,къахдзӕф,gradus
374,Norden::N,цæгат,septentriones
375,Süden::N,хуссар,meridies
376,Westen::N,ныгуылæн,occidens
377,Osten::N,скæсæн,oriens
378,Holz::N,хъӕдӕрмӕг,lignum
379,Brett::N,фæйнæг,tabula
380,Platte::N,къӕй,lamina
381,Stütze::N,быцæу,adminiculum
382,Stange::N,хъил,pertica
383,Stock::N,лӕдзӕг,baculum
384,Stab::N,хъил,scipio
385,Rohr::N,хӕтӕл,tubus
386,Haus::N,хӕдзар,aedes
387,Heim::N,къона,domicilium
388,Ofen::N,пец,fornax
389,Fußboden::N,астӕрд,solum
390,Tisch::N,стъол,mensa
391,Stuhl::N,бандон,sella
392,Wiege::N,авдæн,cunae
393,Bett::N,сынтӕг,lectus
394,Regal::N,тӕрхӕг,foruli
395,Regal::N,уӕлвӕйнӕг,foruli
396,Kiste::N,асыкк,cista
397,Fenster::N,рудзынг,fenestra
398,Fenster::N,фæрссаг,fenestra
399,Tür::N,дуар,ianua
400,Tor::N,кулдуар,porta
401,Zaun::N,æмбонд,saepes
402,Zaun::N,быру,saepes
403,Zaun::N,гæрæн,saepes
404,Dach::N,уӕлхӕдзар,tectum
405,Leiter::N,асин,scalae
406,Besen::N,уисой,scopae
407,Spaten::N,бел,pala
408,Schaufel::N,æвгæнæн,pala
409,Schaufel::N,кæфой,pala
410,Gabel::N,вилкæ,fuscinula
411,Löffel::N,уидыг,coclear
412,Messer::N,кард,culter
413,Nagel::N,зӕгӕл,clavus
414,Netz::N,хыз,rete
415,Haken::N,хæдз,hamus
416,Haken::N,хæбырæгъ,hamus
417,Griff::N,фистон,manubrium
418,Schloss::N,гуыдыр,claustra
419,Bild::N,ныв,tabula
420,Bild::N,ныв,pictura
421,Figur::N,кæрдгæныв,statunculum
422,Puppe::N,чындз,pupa
423,Beutel::N,дзӕкъул,sacculus
424,Bündel::N,баст,fascis
425,Tasche::N,хызын,sacculus
426,Tasche::N,дзæкъул,sacculus
427,Eimer::N,къæрта,situla
428,Eimer::N,чъыбыла,situla
429,Eimer::N,ведра,situla
430,Deckel::N,сæр,operculum
431,Deckel::N,æмбæрзæн,operculum
432,Geschirr::N,мигæнæн,vasa
433,Geschirr::N,мигæнæнтæ,vasa
434,Sack::N,голлаг,saccus
435,Tasse::N,пиала,pocillum
436,Tasse::N,къус,pocillum
437,Topf::N,аг,olla
438,Topf::N,чысыл аг,olla
439,Kessel::N,аг,aenum
440,Essen::N,хӕрд,cena
441,Nahrung::N,хойраг,cibus
442,Nahrung::N,хойраг,alimenta
443,Speise::N,хӕринаг,cibus
444,Fleisch::N,дзидза,caro
445,Fleisch::N,фыдызгъӕл,caro
446,Getreide::N,халсар,frumentum
447,Brei::N,кас,puls
448,Brot::N,дзул,panis
449,Scheibe::N,къӕбӕр,frustum
450,Fett::N,сой,pingue
451,Butter::N,нӕлхӕ,butȳrum
452,Öl::N,зети,oleum
453,Salz::N,цӕхх,sal
454,Suppe::N,бас,ius
455,Honig::N,мыд,mel
456,Milch::N,ӕхсыр,lac
457,Tee::N,цай,thea
458,Leder::N,мæскуы,corium
459,Wolle::N,фӕсмын,lana
460,Stoff::N,хъуымац,textum
461,Nadel::N,судзин,acus
462,Faden::N,ӕндах,filum
463,Knopf::N,цӕппӕр,bulla
464,Knoten::N,ӕлхынцъ,nodus
465,Farbe::N,ахорæн,pigmentum
466,Kleidung::N,дарӕс,vestimenta
467,Hemd::N,хӕдон,tunica
468,Kragen::N,æфцæггот,collare
469,Ärmel::N,дыс,manica
470,Hose::N,хæлаф,bracae
471,Hose::N,æддаг хæлаф,bracae
472,Hose::N,салбар,bracae
473,Gürtel::N,рон,cingulum
474,Mütze::N,худ,pilleus
475,Schuh::N,басмахъ,calceus
476,Stiefel::N,цырыхъхъ,pero
477,Stiefel::N,цырыхъхъ,caliga
478,Ring::N,къухдарӕн,anulus
479,Band::N,лент,redimiculum
480,Kamm::N,сӕрвасӕн,pecten
481,Spiegel::N,айдæн,speculum
482,Spiegel::N,кæсæн,speculum
483,Riemen::N,гӕрз,lorum
484,Schnur::N,бӕндӕн,linum
485,Decke::N,хъӕццул,lodix
486,Kissen::N,баз,pulvinus
487,Tuch::N,кæлмæрзæн,velum
488,Tuch::N,кæрдæн,velum
489,Handtuch::N,хисæрфæн,mantele
490,Kraft::N,тых,vis
491,Kraft::N,хъомыс,vis
492,Stärke::N,тых,robur
493,Stärke::N,æхсар,robur
494,Gesundheit::N,æнæниздзинад,valetudo
495,Krankheit::N,низ,morbus
496,Krankheit::N,рын,morbus
497,Schmerz::N,рис,dolor
498,Wunde::N,цӕф,vulnus
499,Fieber::N,ризӕг,febris
500,Fieber::N,тӕфсӕг,febris
501,Arznei::N,хос,remedium
502,Brücke::N,хид,pons
503,Brunnen::N,цъай,puteus
504,Weide::N,хизæн,pascua
505,Weide::N,хизæнуат,pascua
506,Weide::N,сæрвæт,pascua
507,Pfad::N,къахвæндаг,semita
508,Pfad::N,къахвæд,semita
509,Weg::N,фӕндаг,iter
510,Straße::N,фӕндаг,via
511,Dorf::N,хъӕу,vicus
512,Stadt::N,сахар,urbs
513,Stadt::N,сахар,oppidum
514,Brief::N,фыстӕг,epistula
515,Buch::N,чиныг,liber
516,Buchstabe::N,дамгъӕ,littera
517,Zeitung::N,газет,diurnum
518,Leben::N,цард,vita
519,Leben::N,цӕрӕнбон,vita
520,Tod::N,мæлæт,mors
521,Tod::N,адзал,mors
522,Grab::N,ингӕн,sepulcrum
523,Kirche::N,аргъуан,ecclesia
524,Sünde::N,тæригъæд,peccatum
525,Gott::N,хуыцау,deus
526,Arbeiter::N,кусæг,operarius
527,Chef::N,ӕмцег,praefectus
528,Meister::N,мастер,magister
529,Meister::N,дæсны,magister
530,Arzt::N,хосгæнæг,medicus
531,Arzt::N,дохтыр,medicus
532,Lehrer::N,ахуыргæнæг,magister
533,Geld::N,ӕхца,aes
534,Geld::N,ӕхца,pecunia
535,Geschäft::N,бизнес,negotium
536,Geschäft::N,хъуыддаг,negotium
537,Laden::N,дукани,taberna
538,Preis::N,аргъ,pretium
539,Ware::N,базайраг,merx
540,Nutzen::N,пайда,utilitas
541,Reichtum::N,хъæздыгдзинад,opes
542,Reichtum::N,хъæздыгдзинад,divitiae
543,Reichtum::N,исбон,opes
544,Reichtum::N,исбон,divitiae
545,Reichtum::N,мулк,opes
546,Reichtum::N,мулк,divitiae
547,Welt::N,дуне,mundus
548,Land::N,бӕстӕ,terra
549,Staat::N,паддзахад,res publica
550,König::N,къарол,rex
551,Macht::N,хицаудзинад,potestas
552,Grenze::N,арӕн,limes
553,Krieg::N,хӕст,bellum
554,Feind::N,знаг,inimicus
555,Feind::N,фыдгул,inimicus
556,Feind::N,фыдзæрдæ,inimicus
557,Feind::N,сон,inimicus
558,Gewalt::N,тыхми,vis
559,Gewalt::N,тыхдзинад,vis
560,Kampf::N,хæст,pugna
561,Kampf::N,хъæбысæйхæст,pugna
562,Kampf::N,тох,pugna
563,Bogen[Waffe]::N,ӕрдын,arcus
564,Pfeil::N,фат,sagitta
565,Gewehr::N,топп,sclopetum
566,Fehler::N,рӕдыд,error
567,Lüge::N,мӕнг,mendacium
568,Lüge::N,гӕдыдзинад,mendacium
569,Schaden::N,зиан,damnum
570,Schaden::N,зиан,detrimentum
571,Unglück::N,бæллæх,miseria
572,Unglück::N,бæллæх,calamitas
573,Schuld::N,азым,culpa
574,Alter::N,кар,aetas
575,Schluss::N,кæрон,finis
576,Zeit::N,рӕстӕг,tempus
577,Tag::N,бон,dies
578,Morgen::N,райсом,mane
579,Mittag::N,æмбисбон,meridies
580,Abend::N,изӕр,vesper
581,Nacht::N,ӕхсӕв,nox
582,Woche::N,къуыри,septimana
583,Monat::N,мӕй,mensis
584,Jahr::N,аз,annus
585,Jahr::N,афӕдз,annus
586,Frühling::N,уалдзæг,ver
587,Sommer::N,сӕрд,aestas
588,Herbst::N,фæззæг,autumnus
589,Winter::N,зымӕг,hiems
590,Januar::N,январь,Ianuarius
591,Februar::N,февраль,Februarius
592,März::N,мартъи,Martius
593,April::N,апрель,Aprilis
594,Mai::N,май,Maius
595,Juni::N,июнь,Iunius
596,Juli::N,июль,Iulius
597,August::N,август,Augustus
598,September::N,сентябрь,September
599,Oktober::N,октябрь,Octobris
600,November::N,ноябрь,Novembris
601,Dezember::N,декабрь,December
602,Montag::N,къуырисæр,dies lunae
603,Dienstag::N,дыццæг,dies Martis 
604,Mittwoch::N,æртыццæг,dies Mercurii
605,Donnerstag::N,цыппæрæм,dies Iovis
606,Freitag::N,майрæмбон,dies Veneris
607,Samstag::N,сабат,dies Saturni
608,Sonntag::N,хуыцаубон,dominicus
609,Sonntag::N,хуыцаубон,dies solis
610,groß::A,дынджыр,magnus
611,klein::A,гыццыл,parvus
612,lang::A,даргъ,longus
613,kurz::A,цыбыр,brevis
614,breit::A,фӕтӕн,latus
615,schmal::A,нарӕг,angustus
616,schmal::A,уынгӕг,angustus
617,dicht::A,бæзджын,densus
618,dicht::A,тар,densus
619,dick[Gegenstand]::A,сӕвджын,crassus
620,dünn::A,тæнæг,tenuis
621,fein::A,лыстӕг,subtilis
622,fest::A,фидар,solidus
623,fest::A,фидар,stabilis
624,fest::A,хъӕддых,solidus
625,fest::A,хъӕддых,stabilis
626,flach::A,тъӕпӕн,planus
627,glatt::A,лӕгъз,levis
628,hart::A,хъӕбӕр,durus
629,weich::A,фӕлмӕн,mollis
630,rund::A,тымбыл,rotundus
631,spitz::A,цыргъбырынкъ,acutus
632,spitz::A,цыргъфындз,acutus
633,scharf::A,цыргъ,acer
634,stumpf::A,къуымых,hebes
635,schwer::A,уӕззау,gravis
636,schön::A,аив,pulcher
637,schön::A,аив,formosus
638,schön::A,рӕсугъд,pulcher
639,schön::A,рӕсугъд,formosus
640,heiß::A,тӕвд,fervidus
641,warm::A,хъарм,calidus
642,kalt::A,уазал,frigidus
643,kühl::A,сатæг,frigidus
644,kühl::A,уазалгомау,frigidus
645,frisch::A,сатæг,recens
646,feucht::A,уымӕл,umidus
647,nass::A,хуылыдз,madidus
648,trocken::A,хус,aridus
649,voll::A,дзаг,plenus
650,voll::A,йедзаг ,plenus
651,leer::A,афтид,vacuus
652,offen::A,гом,apertus
653,geschlossen::A,æхгæд,clausus
654,sauber::A,сыгъдæг,lautus
655,schmutzig::A,чъиллон,sordidus
656,roh::A,хом,crudus
657,reif::A,рӕгъӕд,maturus
658,lecker::A,хӕрзад,delicatus
659,süß::A,адджын,dulcis
660,bitter::A,судзаг,amarus
661,bitter::A,судзаг,acerbus
662,sauer::A,туаг,acidus
663,hell::A,рухс,clarus
664,dunkel::A,талынг,obscurus
665,schwarz::A,сау,niger
666,weiß::A,урс,albus
667,rot::A,сырх,ruber
668,gelb::A,бур,flavus
669,blau::A,цъӕх,caeruleus
670,grün::A,цъӕх,viridis
671,grün::A,кӕрдӕгхуыз,viridis
672,grau::A,цъӕх,canus
673,grau::A,фӕныкхуыз,canus
674,bunt::A,хъулон,varius
675,bunt::A,гæрæм,varius
676,billig::A,аслам,vilis
677,teuer::A,зынаргъ,carus
678,wertvoll::A,зынаргъ,pretiosus
679,blind::A,куырм,caecus
680,taub::A,къуырма,surdus
681,kräftig::A,домбай,robustus
682,kräftig::A,тыхджын,robustus
683,stark::A,тыхджын,firmus
684,stark::A,тыхджын,validus
685,schwach::A,ӕнӕбон,debilis
686,schwach::A,ӕнӕбон,infirmus
687,fett::A,нард,crassus
688,schlank::A,гуырвидыц,procerus
689,schlank::A,хæрзконд,procerus
690,schlank::A,рæхснæг,procerus
691,schlank::A,сагамад,procerus
692,hübsch::A,аив,pulcher
693,hübsch::A,рӕсугъд,pulcher
694,böse::A,фыдзӕрдӕ,improbus
695,dumm::A,ӕдылы,stultus
696,dumm::A,ӕдылы,stupidus
697,faul::A,зивӕг,piger
698,faul::A,зивӕггӕнаг,piger
699,fleißig::A,æнæзивæг,sedulus
700,fleißig::A,æнувыд,sedulus
701,geizig::A,чъынды,avarus
702,geizig::A,æлгъин,avarus
703,geizig::A,мæрддзæст,avarus
704,klug::A,зондджын,prudens
705,geschickt::A,хӕрзарӕхст,sollers
706,lieb::A,уарзон,carus
707,lustig::A,хъӕлдзӕг,iocosus
708,sanft::A,мынчын,clemens
709,hungrig::A,ӕххормаг,impastus
710,krank::A,нӕфӕразгӕ,aeger
711,nackt::A,бӕгънӕг,nudus
712,traurig::A,ӕрхӕндӕг,maestus
713,lebendig::A,цардӕгас,vivus
714,gut::A,хорз,bonus
715,schlecht::A,цауд,malus
716,richtig::A,раст,rectus
717,schlimm::A,ӕвзӕр,malus
718,wahr::A,ӕцӕг,verus
719,alt::A,зӕронд,antiquus
720,neu::A,ног,novus
721,ehemalig::A,раздӕры,pristinus
722,alt[Lebewesen]::A,ацӕргӕ,vetus
723,jung::A,ӕрыгон,iuvenis
724,arm::A,мӕгуыр,pauper
725,reich::A,хъӕздыг,dives
726,bekannt::A,зонгӕ,notus
727,berühmt::A,номдзыд,celeber
728,berühmt::A,номдзыд,illustris
729,fremd::A,æцæгæлон,peregrinus
730,verschieden::A,æндæр æмæ æндæр,varius
731,verschieden::A,алы,varius
732,verschieden::A,алыхуызон,varius
733,nah::A,хӕстӕг,propinquus
734,fern::A,дард,longinquus
735,fern::A,дӕрддаг,longinquus
736,linker::A,галиу,sinister
737,rechter::A,рахиз,dexter
738,anderer::A,иннӕ,alius
739,anderer::A,ӕндӕр,alius
740,erster::A,фыццаг,primus
741,erster::A,фыццӕгӕм,primus
742,zweiter::A,дыккаг,secundus
743,zweiter::A,дыккæгæм,secundus
744,dritter::A,æртыккаг,tertius
745,dritter::A,æртыккæгæм,tertius
746,letzter::A,фӕстаг,ultimus
747,allein::ADV,иунæг,solum
748,auf einmal::ADV,уайтагъд,simul
749,auf einmal::ADV,æвиппайды,simul
750,auf einmal::ADV,æваст,simul
751,zusammen::ADV,иумӕ,una
752,lange::ADV,бирæ рæстæг,diu
753,plötzlich::ADV,æвиппайды,subito
754,plötzlich::ADV,æвиппайды,repente
755,plötzlich::ADV,æваст,subito
756,plötzlich::ADV,æваст,repente
757,sofort::ADV,уыцы сахат,statim
758,sofort::ADV,уайтагъд,statim
