,Concept_ID,zh,ga
101,Donner::N,雷,toirneach
102,Strömung::N,水流,sruth
103,Tropfen::N,滴,deoir
104,Schaum::N,泡沫,cúr
105,Schmutz::N,赃物,salachar
106,See::N,湖,loch
107,Sumpf::N,沼泽,portach
108,Moor::N,沼泽,caorán
109,Moor::N,沼泽,móinteán
110,Wiese::N,草地,cluain
111,Wiese::N,草地,móinéar
112,Wald::N,森林,coill
113,Wald::N,森林,foraois
114,Hügel::N,丘陵,ard
115,Anhöhe::N,山丘,ard
116,Anhöhe::N,山丘,ardán
117,Berg::N,山,sliabh
118,Gipfel::N,峰,barr
119,Gipfel::N,峰,mullach
120,Höhle::N,洞穴,uaimh
121,Höhle::N,洞穴,pluais
122,Abhang::N,斜坡,fána
123,Quelle::N,泉,foinse
124,Bach::N,溪,sruthán
125,Fluss::N,河流,abhainn
126,Ufer::N,岸,bruach
127,Küste::N,海岸,cósta
128,Küste::N,海岸,cladach
129,Festland::N,大陆,míntír
130,Meer::N,海,muir
131,Meer::N,海,farraige
132,Bucht::N,海湾,bá
133,Bucht::N,海湾,cuan
134,Insel::N,岛,inis
135,Insel::N,岛,oileán
136,Blume::N,花,bláth
137,Gras::N,草,féar
138,Wurzel::N,根,rúta
139,Wurzel::N,根,fréamh
140,Baum::N,树,crann
141,Stamm::N,树干,stoc
142,Stamm::N,树干,tamhan
143,Rinde::N,树皮,coirt
144,Rinde::N,树皮,craiceann
145,Ast::N,树枝,géag
146,Zweig::N,树枝,géag
147,Zweig::N,树枝,craobh
148,Blatt::N,叶子,duille
149,Blatt::N,叶子,duilleog
150,Birke::N,桦木,beith
151,Birke::N,桦木,crann beithe
152,Kiefer[Baum]::N,松树,péine
153,Weide[Baum]::N,柳树,saileach
154,Tanne::N,冷杉,giúis
155,Horn::N,角,adharc
156,Feder::N,羽毛,cleite
157,Fell::N,皮毛,clúmh
158,Flügel::N,翅膀,eite
159,Flügel::N,翅膀,sciathán
160,Klaue::N,爪子,crúb
161,Klaue::N,爪子,crobh
162,Kralle::N,爪子,crobh
163,Schwanz::N,尾巴,eireaball
164,Ei::N,蛋,ubh
165,Nest::N,巢,nead
166,Bau::N,穴,brocais
167,Tier::N,动物,ainmhí
168,Tier::N,动物,beithíoch
169,Herde::N,群,tréad
170,Kuh::N,母牛,bó
171,Bulle::N,公牛,tarbh
172,Pferd::N,马,each
173,Pferd::N,马,capall
174,Schaf::N,羊,caora
175,Schwein::N,猪,muc
176,Hund::N,狗,madra
177,Katze::N,猫,cat
178,Bär::N,熊,béar
179,Eichhörnchen::N,松鼠,iora
180,Elch::N,麋鹿,eilc
181,Fuchs::N,狐狸,sionnach
182,Fuchs::N,狐狸,madra rua
183,Hase::N,兔子,giorria
184,Maus::N,老鼠,luch
185,Wolf::N,狼,mac tíre
186,Vogel::N,鸟,éan
187,Schwarm::N,群,saithe
188,Huhn::N,鸡,cearc
189,Hahn::N,公鸡,coileach
190,Gans::N,鹅,gé
191,Adler::N,鹰,iolar
192,Ente::N,鸭,lacha
193,Eule::N,猫头鹰,ulchabhán
194,Kranich::N,鹤,grús
195,Krähe::N,乌鸦,caróg
196,Krähe::N,乌鸦,préachán
197,Kuckuck::N,布谷鸟,cuach
198,Schwan::N,天鹅,eala
199,Fisch::N,鱼,iasc
200,Barsch::N,鲈鱼,péirse
201,Hecht::N,狗鱼,liús
202,Schlange[Tier]::N,蛇,nathair
203,Wurm::N,蠕虫,péist
204,Spinne::N,蜘蛛,damhán alla
205,Ameise::N,蚂蚁,seangán
206,Laus::N,虱子,míol
207,Mücke::N,蚊子,muiscít
208,Mücke::N,蚊子,corrmhíol
209,Fliege::N,苍蝇,cuil
210,Fliege::N,苍蝇,cuileog
211,Schmetterling::N,蝴蝶,féileacán
212,Beere::N,将果,caor
213,Apfel::N,苹果,úll
214,Pilz::N,蘑菇,beacán
215,Pilz::N,蘑菇,muisiriún
216,Zwiebel::N,洋葱,oinniún
217,Saat::N,种子,síol
218,Korn::N,谷粒,gráinne
219,Heu::N,干草,féar
220,Schale::N,壳,scaimh
221,Grube::N,坑,poll
222,Falle::N,圈套,gaiste
223,Schlinge::N,活扣,sealán
224,Spur::N,踪迹,rian
225,Asche::N,灰烬,luaith
226,Dreck::N,污垢,salachar
227,Eisen::N,铁,iarann
228,Gold::N,金子,ór
229,Silber::N,银,airgead
230,Kohle::N,煤,gual
231,Glas::N,玻璃,gloine
232,Lehm::N,粘土,cré
233,Sand::N,沙,gaineamh
234,Mensch::N,人,duine
235,Mann::N,男子,fear
236,Frau::N,妇女,bean
237,Kind::N,小孩,gasúr
238,Kind::N,小孩,páiste
239,Junge::N,男孩,buachaill
240,Mädchen::N,女孩,cailín
241,Familie::N,家庭,teaghlach
242,Familie::N,家庭,comhluadar
243,Großvater::N,祖父,seanathair
244,Großmutter::N,祖母,seanmháthair
245,Eltern::N,父母,tuismitheoirí
246,Vater::N,父亲,athair
247,Mutter::N,母亲,máthair
248,Sohn::N,儿子,mac
249,Tochter::N,女儿,iníon
250,Bruder::N,兄弟,deartháir
251,Schwester::N,姐妹,deirfiúr
252,Onkel::N,伯父,uncail
253,Tante::N,阿姨,aintín
254,Ehemann::N,丈夫,fear céile
255,Ehefrau::N,妻子,bean chéile
256,Freude::N,愉快,áthas
257,Gelächter::N,大笑,gáire
258,Glück::N,运气,séan
259,Glück::N,运气,sonas
260,Kummer::N,苦恼,brón
261,Kummer::N,苦恼,buairt
262,Wunsch::N,愿望,guí
263,Wunsch::N,愿望,achainí
264,Lust::N,乐趣,fonn
265,Geist::N,精神,meon
266,Geist::N,精神,spiorad
267,Gedanke::N,思想,smaoineamh
268,Gedächtnis::N,记性,cuimhne
269,Verstand::N,理智,ciall
270,Verstand::N,理智,intinn
271,Sinn::N,感觉,brí
272,Sinn::N,感觉,ciall
273,Grund::N,理由,fáth
274,Wahrheit::N,真理,fírinne
275,Gespräch::N,谈话,comhrá
276,Märchen::N,童话,scéal
277,Erzählung::N,故事,scéal
278,Nachricht::N,消息,teachtaireacht
279,Neuigkeit::N,新闻,scéala
280,Name::N,名字,ainm
281,Rätsel::N,谜语,tomhas
282,Rede::N,讲话,óráid
283,Rede::N,讲话,aitheasc
284,Sprache::N,语言,teanga
285,Stimme::N,声音,guth
286,Wort::N,词,focal
287,Zeichen::N,标记,comhartha
288,Ruf::N,呼喊,glaoch
289,Lärm::N,噪音,torann
290,Laut::N,响声,fuaim
291,Ton::N,声音,ton
292,Lied::N,歌曲,amhrán
293,Ruhe::N,安静,suaimhneas
294,Leute::N,人们,muintir
295,Volk::N,人民,pobal
296,Arbeit::N,劳动,obair
297,Gast::N,客人,aoi
298,Geschenk::N,礼物,féirín
299,Geschenk::N,礼物,bronntanas
300,Spiel::N,游戏,cluiche
301,Gesellschaft::N,陪同,comhluadar
302,Hilfe::N,帮助,cúnamh
303,Hilfe::N,帮助,cabhair
304,Freund::N,朋友,cara
305,Kamerad::N,同志,comrádaí
306,Angelegenheit::N,事情,ábhar
307,Anzahl::N,数目,líon
308,Art::N,种类,sórt
309,Art::N,种类,saghas
310,Stück::N,块,píosa
311,Teil::N,部分,cuid
312,Teil::N,部分,páirt
313,Hälfte::N,一半,leath
314,Kreis::N,圆,ciorcal
315,Kreuz::N,十字架,cros
316,Linie::N,线条,líne
317,Strich::N,划,stríoc
318,Abstand::N,距离,achar
319,Entfernung::N,距离,fad
320,Gegend::N,地区,ceantar
321,Platz::N,场所,áit
322,Platz::N,场所,spás
323,Ort::N,地点,áit
324,Seite::N,面,taobh
325,Mitte::N,中间,lár
326,Gegenstand::N,物品,ball
327,Gegenstand::N,物品,ábhar
328,Sache::N,物,ní
329,Sache::N,物,rud
330,Rand::N,边,imeall
331,Rand::N,边,ciumhais
332,Kante::N,棱,corr
333,Kante::N,棱,colbha
334,Ecke::N,角,coirnéal
335,Spitze::N,尖,gob
336,Spitze::N,尖,barr
337,Ende::N,结尾,ceann
338,Ende::N,结尾,foirceann
339,Loch::N,洞,poll
340,Winkel::N,角度,cúinne
341,Winkel::N,角度,uillinn
342,Muster::N,模型,patrún
343,Größe::N,大小,méid
344,Größe::N,大小,toise
345,Länge::N,长度,fad
346,Höhe::N,高度,airde
347,Gewicht::N,重量,meáchan
348,Menge::N,数量,méid
349,Haufen::N,堆,cnap
350,Reihe::N,行,líne
351,Reihe::N,行,sraith
352,Boot::N,小船,bád
353,Ruder::N,奖,rámh
354,Ruder::N,奖,maide rámha
355,Schlitten::N,雪橇,carr sleamhnáin
356,Ski::N,雪板,scí
357,Lagerfeuer::N,营火,tine champa
358,Last::N,负担,ualach
359,Gang::N,行走,siúlóid
360,Schritt::N,步伐,céim
361,Schritt::N,步伐,coiscéim
362,Norden::N,北,tuaisceart
363,Süden::N,南,deisceart
364,Westen::N,西,iarthar
365,Osten::N,东,oirthear
366,Holz::N,木材,adhmad
367,Brett::N,木板,clár
368,Platte::N,平板,leac
369,Stütze::N,支架,taca
370,Stange::N,杆,polla
371,Stange::N,杆,cuaille
372,Stock::N,棒,bata
373,Stock::N,棒,maide
374,Stab::N,棍,maide
375,Stab::N,棍,bachall
376,Rohr::N,管子,píopa
377,Haus::N,房屋,teach
378,Heim::N,家,baile
379,Ofen::N,炉子,sornóg
380,Fußboden::N,地板,urlár
381,Tisch::N,桌子,bord
382,Tisch::N,桌子,tábla
383,Stuhl::N,椅子,cathaoir
384,Wiege::N,摇蓝,cliabhán
385,Bett::N,床,leaba
386,Regal::N,架子,seilf
387,Kiste::N,箱子,bosca
388,Fenster::N,窗户,fuinneoig
389,Tür::N,门,doras
390,Tor::N,大门,geata
391,Zaun::N,篱笆,fál
392,Zaun::N,篱笆,claí
393,Dach::N,屋顶,díon
394,Leiter::N,梯子,dréimire
395,Besen::N,扫帚,scuab
396,Spaten::N,铁锹,spád
397,Spaten::N,铁锹,rámhainn
398,Schaufel::N,铁锹,sluasaid
399,Gabel::N,叉,forc
400,Gabel::N,叉,gabhlóg
401,Löffel::N,食匙,spúnóg
402,Messer::N,刀,scian
403,Nagel::N,钉子,tairne
404,Netz::N,网,líon
405,Netz::N,网,eangach
406,Haken::N,钩子,croch
407,Griff::N,把柄,cos
408,Griff::N,把柄,hanla
409,Schloss::N,锁,glas
410,Bild::N,图画,pictiúr
411,Figur::N,人像,fíor
412,Puppe::N,娃娃,bábóg
413,Beutel::N,袋子,mála
414,Beutel::N,袋子,mealbhóg
415,Bündel::N,捆,beart
416,Tasche::N,手提包,mála
417,Eimer::N,桶,buicéad
418,Deckel::N,盖子,clár
419,Deckel::N,盖子,claibín
420,Geschirr::N,餐具,soithí
421,Geschirr::N,餐具,gréithe
422,Sack::N,袋子,sac
423,Sack::N,袋子,mála
424,Tasse::N,杯子,cupán
425,Topf::N,锅,pota
426,Kessel::N,水壶,citeal
427,Essen::N,进餐,béile
428,Nahrung::N,食物,bia
429,Speise::N,菜肴,mias
430,Fleisch::N,肉,feoil
431,Getreide::N,谷物,grán
432,Getreide::N,谷物,arbhar
433,Brei::N,粥,brúitín
434,Brot::N,面包,arán
435,Scheibe::N,片,píosa
436,Scheibe::N,片,slisne
437,Fett::N,脂肪,saill
438,Fett::N,脂肪,méathras
439,Butter::N,黄油,im
440,Öl::N,油,ola
441,Salz::N,盐,salann
442,Suppe::N,汤,sú
443,Suppe::N,汤,anraith
444,Honig::N,蜂蜜,mil
445,Milch::N,奶,bainne
446,Tee::N,茶,tae
447,Leder::N,皮革,leathar
448,Wolle::N,毛线,olann
449,Stoff::N,织物,éadach
450,Nadel::N,针,snáthaid
451,Faden::N,线,snáth
452,Knopf::N,纽扣,cnaipe
453,Knoten::N,结,snaidhm
454,Farbe::N,颜色,péint
455,Kleidung::N,衣服,éadaí
456,Hemd::N,衬衫,léine
457,Kragen::N,领子,bóna
458,Ärmel::N,袖子,muinchille
459,Hose::N,裤子,bríste
460,Hose::N,裤子,treabhsar
461,Gürtel::N,腰带,crios
462,Mütze::N,帽子,caipín
463,Schuh::N,鞋,bróg
464,Stiefel::N,靴子,buatais
465,Ring::N,戒指,fáinne
466,Band::N,带子,ribín
467,Kamm::N,梳子,cíor
468,Spiegel::N,镜子,scáthán
469,Riemen::N,皮带,iall
470,Riemen::N,皮带,strapa
471,Schnur::N,绳子,téad
472,Schnur::N,绳子,sreangán
473,Leine::N,皮带,iall
474,Decke::N,被子,pluid
475,Decke::N,被子,blaincéad
476,Kissen::N,软垫,piliúr
477,Kissen::N,软垫,adhartán
478,Tuch::N,巾,scaif
479,Handtuch::N,手巾,tuáille
480,Kraft::N,力,fórsa
481,Stärke::N,力量,neart
482,Gesundheit::N,健康,sláinte
483,Krankheit::N,病,tinneas
484,Krankheit::N,病,breoiteacht
485,Schmerz::N,痛,pian
486,Wunde::N,伤口,goin
487,Fieber::N,发烧,fiabhras
488,Arznei::N,药,cógas
489,Brücke::N,桥,droichead
490,Brunnen::N,井,tobar
491,Weide::N,牧场,féarach
492,Pfad::N,小路,cosán
493,Pfad::N,小路,conair
494,Weg::N,路,slí
495,Weg::N,路,bealach
496,Straße::N,街,bóthar
497,Dorf::N,村庄,sráidbhaile
498,Stadt::N,城市,baile
499,Stadt::N,城市,cathair
500,Brief::N,信,litir
501,Buch::N,书,cín
502,Buch::N,书,leabhar
503,Buchstabe::N,字母,litir
504,Zeitung::N,报纸,nuachtán
505,Leben::N,生命,saol
506,Leben::N,生命,beatha
507,Tod::N,死亡,bás
508,Grab::N,坟墓,uaigh
509,Kirche::N,教堂,eaglais
510,Sünde::N,罪,peaca
511,Gott::N,上帝,dia
512,Arbeiter::N,工人,oibrí
513,Chef::N,上司,saoiste
514,Chef::N,上司,ceannasaí
515,Meister::N,师傅,máistir
516,Arzt::N,医生,lia
517,Arzt::N,医生,dochtúir
518,Lehrer::N,教师,oide
519,Lehrer::N,教师,múinteoir
520,Geld::N,钱,airgead
521,Geschäft::N,交易,gnó
522,Laden::N,商店,siopa
523,Preis::N,价格,praghas
524,Ware::N,商品,earra
525,Nutzen::N,好处,tairbhe
526,Reichtum::N,财富,rachmas
527,Reichtum::N,财富,saibhreas
528,Welt::N,世界,domhan
529,Land::N,国家,tír
530,Staat::N,国家,stát
531,König::N,国王,rí
532,Macht::N,权力,cumhacht
533,Grenze::N,边界,críoch
534,Grenze::N,边界,teorainn
535,Krieg::N,战争,cogadh
536,Feind::N,敌人,namhaid
537,Gewalt::N,暴力,foréigean
538,Kampf::N,战斗,troid
539,Bogen[Waffe]::N,弓,bogha
540,Pfeil::N,箭,saighead
541,Gewehr::N,枪,gunna
542,Fehler::N,错误,botún
543,Fehler::N,错误,meancóg
544,Lüge::N,谎话,bréag
545,Lüge::N,谎话,éitheach
546,Schaden::N,损失,dochar
547,Schaden::N,损失,damáiste
548,Unglück::N,不幸,drochrath
549,Schuld::N,过错,locht
550,Schuld::N,过错,milleán
551,Alter::N,年龄,aois
552,Schluss::N,结束,deireadh
553,Zeit::N,时间,am
554,Zeit::N,时间,aimsir
555,Tag::N,天,lá
556,Morgen::N,早晨,maidin
557,Mittag::N,中午,nóin
558,Abend::N,晚上,tráthnóna
559,Nacht::N,夜,oíche
560,Woche::N,星期,seachtain
561,Monat::N,月,mí
562,Jahr::N,年,bliain
563,Frühling::N,春天,earrach
564,Sommer::N,夏天,samhradh
565,Herbst::N,秋天,fómhar
566,Winter::N,冬天,geimhreadh
567,Januar::N,一月,Eanáir
568,Februar::N,二月,Feabhra
569,März::N,三月,Márta
570,April::N,四月,Aibreán
571,Mai::N,五月,Bealtaine
572,Juni::N,六月,Meitheamh
573,Juli::N,七月,Iúil
574,August::N,八月,Lúnasa
575,September::N,九月,Meán Fómhair
576,Oktober::N,十月,Deireadh Fómhair
577,November::N,十一月,Samhain
578,November::N,十一月,Mí na Samhna
579,Dezember::N,十二月,Mí na Nollag
580,Montag::N,星期一,Luan
581,Montag::N,星期一,Dé Luain
582,Dienstag::N,星期二,Máirt
583,Dienstag::N,星期二,Dé Máirt
584,Mittwoch::N,星期三,Céadaoin
585,Mittwoch::N,星期三,Dé Céadaoin
586,Donnerstag::N,星期四,Déardaoin
587,Freitag::N,星期五,Aoine
588,Freitag::N,星期五,Dé hAoine
589,Samstag::N,星期六,Satharn
590,Samstag::N,星期六,Dé Sathairn
591,Sonntag::N,星期日,Domhnach
592,Sonntag::N,星期日,Dé Domhnaigh
593,groß::A,大,mór
594,klein::A,小,beag
595,lang::A,长,fada
596,kurz::A,短,gearr
597,kurz::A,短,gairid
598,breit::A,宽,leathan
599,breit::A,宽,fairsing
600,schmal::A,细长的,cúng
601,dicht::A,密,dlúth
602,dick[Gegenstand]::A,厚,tiubh
603,dünn::A,薄,caol
604,dünn::A,薄,tanaí
605,fein::A,细小,scáinte
606,fein::A,细小,fíneálta
607,fest::A,固体,daingean
608,flach::A,平坦,cothrom
609,glatt::A,光滑,mín
610,glatt::A,光滑,sleamhain
611,hart::A,硬,crua
612,weich::A,软,bog
613,rund::A,圆,cruinn
614,spitz::A,尖,gobach
615,spitz::A,尖,biorach
616,scharf::A,锋利,géar
617,scharf::A,锋利,faobhrach
618,stumpf::A,钝,maol
619,schwer::A,重,trom
620,schön::A,美丽,álainn
621,heiß::A,烫,te
622,warm::A,暖和,te
623,kalt::A,冷,fuar
624,kühl::A,凉,fionnuar
625,frisch::A,新鲜,úr
626,frisch::A,新鲜,friseáilte
627,feucht::A,潮湿,tais
628,nass::A,湿,fliuch
629,trocken::A,干,tirim
630,voll::A,满,lán
631,leer::A,空,folamh
632,offen::A,敞开,oscailte
633,geschlossen::A,关闭,dúnta
634,geschlossen::A,关闭,druidte
635,sauber::A,干净,glan
636,schmutzig::A,肮脏,salach
637,roh::A,生,amh
638,reif::A,成熟,aibí
639,lecker::A,好吃,blasta
640,süß::A,甜,milis
641,bitter::A,苦,searbh
642,sauer::A,酸,géar
643,sauer::A,酸,searbh
644,hell::A,亮,geal
645,hell::A,亮,soilseach
646,dunkel::A,阴暗,dorcha
647,schwarz::A,黑,dubh
648,weiß::A,白,bán
649,rot::A,红,dearg
650,gelb::A,黄,buí
651,blau::A,蓝,gorm
652,grün::A,绿,glas
653,grün::A,绿,uaine
654,grau::A,灰色,liath
655,bunt::A,五彩,ildathach
656,bunt::A,五彩,dathannach
657,billig::A,便宜,saor
658,teuer::A,贵,daor
659,teuer::A,贵,costasach
660,wertvoll::A,贵重,luachmhar
661,blind::A,瞎,dall
662,blind::A,瞎,caoch
663,taub::A,聋,bodhar
664,kräftig::A,强壮,cumhachtach
665,stark::A,强壮,tréan
666,stark::A,强壮,láidir
667,schwach::A,弱,lag
668,schwach::A,弱,fann
669,fett::A,胖,ramhar
670,schlank::A,苗条,caol
671,schlank::A,苗条,seang
672,hübsch::A,漂亮,álainn
673,hübsch::A,漂亮,dathúil
674,böse::A,邪恶,olc
675,dumm::A,笨,dúr
676,dumm::A,笨,amaideach
677,faul::A,懒惰,falsa
678,faul::A,懒惰,leisciúil
679,fleißig::A,勤奋,dícheallach
680,geizig::A,吝啬,barainneach
681,geizig::A,吝啬,sprionlaithe
682,klug::A,聪明,cliste
683,geschickt::A,灵巧,oilte
684,geschickt::A,灵巧,ealaíonta
685,lieb::A,可爱,dil
686,lieb::A,可爱,dílis
687,lustig::A,快乐,aerach
688,lustig::A,快乐,meidhreach
689,sanft::A,柔和,bog
690,sanft::A,柔和,séimh
691,hungrig::A,饥饿,ocrach
692,krank::A,患病,tinn
693,krank::A,患病,breoite
694,nackt::A,裸体,nocht
695,traurig::A,悲哀,brónach
696,lebendig::A,活,beo
697,gut::A,好,maith
698,schlecht::A,坏,dona
699,schlecht::A,坏,droch-
700,richtig::A,正确,ceart
701,schlimm::A,糟糕,gránna
702,schlimm::A,糟糕,tubaisteach
703,wahr::A,真,fíor
704,alt::A,旧,sean
705,neu::A,新,úr
706,neu::A,新,nua
707,ehemalig::A,以前,iar-
708,ehemalig::A,以前,sean-
709,alt[Lebewesen]::A,老,sean
710,alt[Lebewesen]::A,老,aosta
711,jung::A,年轻,óg
712,arm::A,贫穷,bocht
713,reich::A,富裕,saibhir
714,reich::A,富裕,rachmasach
715,bekannt::A,出名,atá eolas air
716,berühmt::A,著名,cailiúil
717,berühmt::A,著名,clúiteach
718,fremd::A,陌生,coimhthíoch
719,verschieden::A,不同,éagsúil
720,verschieden::A,不同,difriúil
721,nah::A,近,gar
722,nah::A,近,deas
723,fern::A,遥远,i bhfad uainn
724,fern::A,遥远,i bhfad i gcéin
725,linker::A,左,clé
726,rechter::A,右,deas
727,anderer::A,别的,eile
728,erster::A,第一,céad
729,zweiter::A,第二,dóú
730,zweiter::A,第二,dara
731,dritter::A,第三,tríú
732,dritter::A,第三,treas
733,letzter::A,最后,déanach
734,letzter::A,最后,deireanach
735,allein::ADV,单独,i d'aonar
736,auf einmal::ADV,同时,ag an am céanna
737,zusammen::ADV,一起,le chéile
738,zusammen::ADV,一起,in eineacht
739,lange::ADV,许久,fada
740,plötzlich::ADV,忽然,go tobann
741,plötzlich::ADV,忽然,i dtobainne
742,sofort::ADV,立刻,ar an toirt
743,sofort::ADV,立刻,ar an bpointe
744,später::ADV,以后,níos déanaí
745,jetzt::ADV,现在,anois
746,heute::ADV,今天,inniu
747,morgen::ADV,明天,amárach
748,bald::ADV,即将,go luath
749,bald::ADV,即将,gan mhoill
750,dann::ADV,然后,ansin
751,gestern::ADV,昨天,inné
752,einst::ADV,曾经,tráth
753,einst::ADV,曾经,uair amháin
754,damals::ADV,当时,ag an am
755,damals::ADV,当时,an t-am sin
756,danach::ADV,随后,ina dhiaidh sin
757,vorher::ADV,事先,cheana
758,vorher::ADV,事先,roimhe sin
759,zuerst::ADV,首先,ar dtús
760,einmal::ADV,一次,uair amháin
761,manchmal::ADV,有时,uaireanta
762,oft::ADV,时常,minic
763,immer::ADV,总是,i gcónaí
764,niemals::ADV,从未,riamh
765,hier::ADV,这里,anseo
766,hierhin::ADV,到这里,anseo
767,von hier::ADV,由此,an áit seo
768,dort::ADV,那里,ann
769,dort::ADV,那里,ansin
770,dorthin::ADV,到那里,ann
771,dorthin::ADV,到那里,ansin
772,geradeaus::ADV,一直往前,ar aghaidh
773,vorwärts::ADV,向前,
774,rückwärts::ADV,向后,siar
775,zurück::ADV,退后,ar ais
776,unten::ADV,下面,thíos
777,hinab::ADV,向下,síos
778,oben::ADV,上面,thuas
779,hinauf::ADV,向上,suas
780,überall::ADV,到处,i ngach áit
781,überall::ADV,到处,ar fud na háite
782,nicht::ADV,不,ní
783,nicht::ADV,不,cha
784,ein wenig::ADV,一点儿,beagán
785,kaum::ADV,几乎不,ar éigean
786,sehr::ADV,很,an-
787,so::ADV,如此,chomh
788,so::ADV,如此,mar sin
789,noch::ADV,还,fós
790,noch::ADV,还,go fóill
791,nur::ADV,只,amháin
792,nur::ADV,只,níl ach
793,schon::ADV,已经,cheana
794,schon::ADV,已经,cheana féin
795,wieder::ADV,又,arís
796,wieder::ADV,又,athuair
797,vor::PRP,在...面前,ar thosach
798,hinter::PRP,在...背后,laistiar de
799,hinter::PRP,在...背后,taobh thiar de
800,unter::PRP,在...下面,faoi
801,durch::PRP,穿过,trí
802,neben::PRP,在...旁,taobh le
803,neben::PRP,在...旁,in aice le
804,zwischen::PRP,在...之间,idir
805,wegen::PRP,由于,de bharr
806,wegen::PRP,由于,mar gheall ar
807,dies::PRN,这,seo
808,das::PRN,那,sin
809,alles::PRN,一切,gach rud
810,ich::PRN,我,mé
811,ich::PRN,我,mise
812,du::PRN,你,tú
813,du::PRN,你,tusa
814,er::PRN,他,sé
815,er::PRN,他,seisean
816,wir::PRN,我们,sinn
817,ihr::PRN,你们,sibh
818,ihr::PRN,你们,sibhse
819,sie::PRN,她,siad
820,sie::PRN,她,siadsan
821,was::FPRN,什么,cad
822,was::FPRN,什么,céard
823,wer::FPRN,谁,cé
824,wo::FADV,哪里,cá
825,wo::FADV,哪里,cén áit
826,wohin::FADV,去哪里,cá
827,wohin::FADV,去哪里,cén áit
828,wie::FADV,怎么,conas
829,wie::FADV,怎么,cén chaoi
830,warum::FADV,为什么,cén fáth
831,warum::FADV,为什么,cad chuige
832,wieviel::FNUM,多少,cá mhéad
833,eins::NUM,一,aon
834,zwei::NUM,二,dhá
835,drei::NUM,三,trí
836,vier::NUM,四,ceathair
837,fünf::NUM,五,cúig
838,sechs::NUM,六,sé
839,sieben::NUM,七,seacht
840,acht::NUM,八,ocht
841,neun::NUM,九,naoi
842,zehn::NUM,十,deich
843,elf::NUM,十一,aon déag
