,Concept_ID,ku,sq
805,neben::PRP,li ba,pranë
806,neben::PRP,li ba,përbri
807,zwischen::PRP,nabeyne,midis
808,zwischen::PRP,nabeyne,ndërmjet
809,zwischen::PRP,di nav...da,midis
810,zwischen::PRP,di nav...da,ndërmjet
811,wegen::PRP,ji bo,për
812,wegen::PRP,ji ber,për
813,dies::PRN,ev,ky
814,das::PRN,ev,ky
815,alles::PRN,hemû,gjithçka
816,ich::PRN,ez,unë
817,du::PRN,tu,ti
818,er::PRN,wî,ai
819,wir::PRN,êm,ne
820,ihr::PRN,hûn,ju
821,sie::PRN,we,ata
822,was::FPRN,çi,ç'
823,was::FPRN,çi,çfarë
824,wer::FPRN,ki,kush
825,wo::FADV,li ku dere,ku
826,wohin::FADV,li ku dere,për ku
827,wie::FADV,çawa,si
828,warum::FADV,çima,pse
829,warum::FADV,çima,përse
830,wieviel::FNUM,çend,sa
831,eins::NUM,yek,një
832,zwei::NUM,didu,dy
833,drei::NUM,sisê,tre
834,vier::NUM,çar,katër
835,fünf::NUM,penç,pesë
836,sechs::NUM,şeş,gjashtë
837,sieben::NUM,heft,shtatë
838,acht::NUM,heşt,tetë
839,neun::NUM,neh,nëntë
840,zehn::NUM,deh,dhjetë
841,elf::NUM,yazdeh,njëmbëdhjetë
842,zwölf::NUM,diwazdeh,dymbëdhjetë
843,zwanzig::NUM,bîst,njëzet
844,dreißig::NUM,sih,tridhjetë
845,vierzig::NUM,çil,dyzet
846,fünfzig::NUM,pençi,pesëdhjetë
847,sechzig::NUM,şêst,gjashtëdhjetë
848,siebzig::NUM,heftê,shtatëdhjetë
849,achtzig::NUM,heştê,tetëdhjetë
850,neunzig::NUM,nod,nëntëdhjetë
851,hundert::NUM,sêd,qind
852,tausend::NUM,hezar,mijë
853,und::CNJ,û,e
854,und::CNJ,û,dhe
855,oder::CNJ,an,a
856,oder::CNJ,an,apo
857,oder::CNJ,yan,a
858,oder::CNJ,yan,apo
859,stehen::V,sekinîn,rri
860,sitzen::V,rûniştin,rri
861,liegen::V,paldan,rri shtrirë
862,hängen::V,darve kirin,varem
863,werden::V,bûn,bëhem
864,passieren::V,hatin holê,ndodh
865,passieren::V,hatin serê kesî,ndodh
866,beginnen::V,li dest pêkirin,filloj
867,enden::V,xalas bû,përfundoj
868,wechseln::V,guherandin,ndërroj
869,wechseln::V,dêgiş kirin,ndërroj
870,aufgehen[Sonne]::V,hilatin,hapem
871,untergehen[Sonne]::V,çun ava,hyj
872,untergehen[Sonne]::V,çun ava,perëndoj
873,scheinen[Sonne]::V,şewk de,ndriçoj
874,donnern::V,gire-gir,gjëmoj
875,donnern::V,gire-gir,bubulloj
876,wehen::V,ba le de,fryj
877,strömen::V,xwe girtin,derdh
878,fließen::V,herikîn,rrjedh
879,sich drehen::V,xwe zivirandin,rrotullohem
880,schwanken::V,hejandin,dyzoj
881,schwingen::V,libakirin,dridhem
882,fallen::V,ketin,bie
883,brennen::V,şewitîn,digjem
884,rauchen::V,kişandin,nxjerr tym
885,regnen::V,bahran tê,bie shi
886,gefrieren::V,qefilandin,ngrij
887,tauen::V,helandin,shkrij
888,schmelzen::V,helandin,shkrij
889,trocknen::V,zuwabûn,thaj
890,sieden::V,kelîn,ziej
891,faulen::V,xerabûn,kalbem
892,faulen::V,xerabûn,prishem
893,verfaulen::V,xerabûn,kalbem
894,reißen::V,jêkirin,grisem
895,reißen::V,jêkirin,shqyhem
896,versinken::V,xerq bûn,humboj
897,vergehen::V,derbas bûn,kaloj
898,erscheinen::V,peyda bûn,dukem
899,verschwinden::V,wendabûn,zhdukem
900,sinken::V,noq bûn,ulem
901,abnehmen::V,kêm bûn,pakësohem
902,abnehmen::V,kêm bûn,zvogëlohem
903,zunehmen::V,qelew bûn,shtohem
904,steigen::V,hildan,rritem
905,wachsen::V,mezin bûn,rritem
906,glänzen::V,biriqîn,vezulloj
907,funkeln::V,çikisîn,xixoj
908,funkeln::V,çikisîn,xixëlloj
909,lärmen::V,guşîn,oshtij
910,lärmen::V,guşîn,zhurmoj
911,läuten::V,lê de,bie
912,klingeln::V,sîl dan,i bie ziles
913,klingeln::V,ringerin,i bie ziles
914,klirren::V,zingzing hat,kërcëlloj
915,brausen::V,guşîn,gjëmoj
916,rauschen::V,guşîn,fëshfërij
917,klingen::V,deng pe ketin,tingëlloj
918,bellen::V,kewtîn,leh
919,heulen::V,ûrîn,ulërij
920,blasen::V,puf kirin,fryj
921,pfeifen::V,fîkandin,fishkëllej
922,schreien::V,qîrîn,bërtas
923,stöhnen::V,nalîn,rënkoj
924,zittern::V,hejîn,trembem
925,leben::V,jihîn,rroj
926,leben::V,jihîn,jetoj
927,geboren werden::V,hatin dinyê,lind
928,geboren werden::V,bûn,lind
929,atmen::V,hilmijîn,marr frymë
930,trinken::V,vexwarin,pi
931,essen::V,xwarin,ha
932,schlucken::V,daqulbandin,gëlltis
933,schlucken::V,daqulbandin,kapërdij
934,müde werden::V,betilîln,lodhem
935,müde werden::V,qerimîn,lodhem
936,einschlafen::V,razan,bie të fle
937,schlafen::V,razan,fle
938,schlafen::V,razandin,fle
939,aufwachen::V,şiyarbûn,zgjohem
940,aufstehen::V,rabûn,çohem
941,aufstehen::V,rabûn,ngrihem
942,sich erholen::V,baş bûn,qetësohem
943,sich erholen::V,baş bûn,shtendosem
944,krank werden::V,nexweş kêt,bie i sëmurë
945,krank sein::V,nexweş bû,jam i sëmurë
946,schmerzen::V,êşandin,dhemb
947,husten::V,kuxin,kollitem
948,genesen::V,baş bûn,shërohem
949,sterben::V,mirin,vdes
950,umkommen::V,mirin,vdes
951,umkommen::V,mirin,mbaroj
952,sich bewegen::V,leqîn,shkundem
953,sich rühren::V,leqîn,lëviz
954,sich erheben::V,rabûn,ngrihem
955,sich setzen::V,runiştin,ulem
956,hinfallen::V,kêtin,gremisem
957,laufen::V,meşîn,eci
958,schreiten::V,meşkirin,çapem
959,spazierengehen::V,gerandin,shëtis
960,eilen::V,lezandin,ngas
961,sich beeilen::V,zûkirin,nxitoj
962,sausen::V,fîzîn,eci shpejt
963,rennen::V,baz dan,vrapoj
964,springen::V,hilpekîn,kërcej
965,klettern::V,hilperikîn,hipi
966,schaukeln::V,lorandin,kolovitem
967,kriechen::V,xuşandin,zvarritem
968,schwimmen::V,avjenîn,notoj
969,tauchen::V,qutxuyardin,zhytem
970,tauchen::V,noqîn,zhytem
971,rudern::V,qaîq ajotin,vozis
972,fahren::V,ajotin,shkoj
973,fliegen::V,firîn,fluturoj
974,gehen::V,çûn,eci
975,gehen::V,çûn,shkoj
976,weggehen::V,çûn,vete
977,abfahren::V,çûyin,nisem
978,anhalten::V,rawestîn,ndalem
979,hineingehen::V,ketin hundir,futem
980,eintreten::V,têketin,hyj
981,kommen::V,hatin,vij
982,ankommen::V,gihan,arrij
983,ankommen::V,gihan,mbërrij
984,ankommen::V,gihîştin,arrij
985,ankommen::V,gihîştin,mbërrij
986,zurückkommen::V,vegerandin,kthehem
987,bleiben::V,sekinîn,mbetem
988,bleiben::V,sekinîn,qëndroj
989,warten::V,payîn,pres
990,erwarten::V,payîn,pres
991,suchen::V,lêgerîn,kërkoj
992,finden::V,peyda kirin,gjej
993,versuchen::V,çeribandin,mundohem
994,vorbereiten::V,amade kirin,përgatis
995,lieben::V,hez kirin,dashuroj
996,mögen::V,dil kirin,dua
997,lachen::V,kenîn,qesh
998,rühren::V,hêjan,mallëngjej
999,weinen::V,girîn,qaj
1000,schimpfen::V,pevçûn,shaj
1001,sich ärgern::V,enirîn,bëhem verem
1002,sich fürchten::V,tirsîn,kam frikë
1003,sich fürchten::V,tirsîn,frikësohem
1004,fürchten::V,tirsin,kam frikë nga
1005,fliehen::V,bazdan,arratisem
1006,flüchten::V,revîn,iki
1007,sehen::V,dîtin,shoh
1008,anschauen::V,sêr kirin,shikoj
1009,ansehen::V,hesibandin,shikoj
1010,hören::V,guhdar jirin,dëgjoj
1011,zuhören::V,guhdarî kirin,veshtoj
1012,probieren::V,tehm kirin,provoj
1013,riechen::V,bihn kirin,nuhas
1014,fühlen::V,hîs kirin,ndiej
1015,scheinen::V,xoyer kir,ndriçoj
1016,zu sehen sein::V,diyar bûn,dukem
1017,vernehmen::V,bihîstin,dëgjoj
1018,frieren::V,qerişîn,mërdhij
1019,tun::V,kirin,bëj
1020,können::V,karin,mund
1021,wollen::V,xwestîn,dua
1022,wollen::V,xwestîn,dëshiroj
1023,anfangen::V,dest pêkirin,filloj
1024,beenden::V,xelas kirin,kryej
1025,beenden::V,xelas kirin,mbaroj
1026,aufhören::V,xelas kirin,pushoj
1027,gelingen::V,çe bûn,më shkon mbarë
1028,geraten::V,qewîmîn,del
1029,öffnen::V,vekirin,hap
1030,schließen::V,girtin,mbyll
1031,stellen::V,danîn,vë
1032,setzen::V,rûniştin,vë
1033,legen::V,danîn,vë
1034,legen::V,razandin,vë
1035,berühren::V,lêketin,rrok
1036,verbinden::V,anîn pê,bashkoj
1037,bedecken::V,sergirtin,mbuloj
1038,aufhängen::V,aliqandin,var
1039,anzünden::V,pêxistin,ndez
1040,aufheben::V,hildan,ngre
1041,zurücklassen::V,hiştin,lë pas
1042,zurücklassen::V,vehiştin,lë pas
1043,verlieren::V,wendakirin,humb
1044,fallen lassen::V,xistin bixe,lëshoj
1045,fallen lassen::V,xistin,lëshoj
1046,machen::V,kirin,bëj
1047,machen::V,çêkirin,bëj
1048,herstellen::V,çê kirin,prodhoj
1049,herstellen::V,peyda kirin,prodhoj
1050,bauen::V,lêkirin,ndërtoj
1051,reparieren::V,veherînerîn,ndreq
1052,reparieren::V,veherînerîn,meremetoj
1053,verbessern::V,sererastkirin,përmirësoj
1054,ändern::V,degiş kirin,ndërroj
1055,graben::V,kolandin,gërmoj
1056,beugen::V,tewîn,kërrus
1057,beugen::V,xwar kirin,kërrus
1058,biegen::V,tewandin,përkul
1059,biegen::V,xwarkirin,përkul
1060,drehen::V,fitilandin,dredh
1061,drehen::V,fitilandin,rrotulloj
1062,wenden::V,zivîrin,kthej
1063,umdrehen::V,vegerandin,kthej
1064,heben::V,hildan,ngre
1065,hochheben::V,hildan,ngre
1066,ergreifen::V,dest avêtin,rrëmbej
1067,halten::V,hîştin,mbaj
1068,halten::V,sekinîn,mbaj
1069,drücken::V,pêl kirin,shtyp
1070,schieben::V,damdan,shtyj
1071,kratzen::V,xurandin,kruaj
1072,kratzen::V,xurandin,gërvisht
1073,lecken::V,alastin,lëpij
1074,beißen::V,gez kirin,kafshoj
1075,abreißen::V,hilşandin,shkëpus
1076,abschneiden::V,jêkirin,cungoj
1077,binden::V,girêdan,lidh
1078,stecken::V,têxistin,fus
1079,stecken::V,têxistin,ngul
1080,brechen::V,şikandin,thyej
1081,klopfen::V,kutandin,trokas
1082,hauen::V,li dan,godas
1083,kleben::V,zeliqîn,ngjis
1084,kleben::V,şirêz kirin,ngjis
1085,reiben::V,firikandin,fërkoj
1086,streichen::V,bax dan,lyej
1087,schleifen::V,çarkirin,mpreh
1088,schneiden::V,jêkirin,pres
1089,rütteln::V,hejandin,shkund
1090,schütteln::V,daweşîn,lëkund
1091,schwenken::V,têwdan,valëvit
1092,schütten::V,rijandin,mbush
1093,füllen::V,dagirtin,mbush
1094,einwickeln::V,pêçandin,mbështjell
1095,tragen::V,kişandin,mbaj
1096,tragen::V,kişandin,mbart
1097,tragen::V,rajtin,mbaj
1098,tragen::V,rajtin,mbart
1099,schleppen::V,kişandin,heq
1100,schleppen::V,kişandin,zhgërryej
1101,ziehen::V,kişandin,tërheq
1102,aufbewahren::V,hilandin,ruaj
1103,werfen::V,avêtin,hedh
1104,fangen::V,sem kirin,kap
1105,fangen::V,girtin,kap
1106,packen::V,pê girtin,rrëmbej
1107,verstecken::V,hîlanin,fsheh
1108,teilen::V,parvekirin,ndaj
1109,schicken::V,şandin,dërgoj
1110,bringen::V,anîn,sjell
1111,bringen::V,birin,sjell
1112,hinzufügen::V,dan ser,shtoj
1113,hinzufügen::V,li tiştekî zêde kirin,shtoj
1114,bekommen::V,standin,kap
1115,erhalten::V,standin,marr
1116,nehmen::V,girtin,marr
1117,wählen::V,ray dan,zgjedh
1118,auswählen::V,bijartin,përzgjedh
1119,bewahren::V,rê li ber girtin,ruaj
1120,bewahren::V,lê xwedî derketin,ruaj
1121,behindern::V,bara wi,pengoj
1122,verderben::V,heram bûn,prish
1123,beschädigen::V,xerab kirin,dëmtoj
1124,zerbrechen::V,şikênandin,thyej
1125,zerbrechen::V,perçe kirin,thyej
1126,zerreißen::V,qelişandin,çjerr
1127,zerreißen::V,qelişandin,zheloj
1128,zerstören::V,hilşandin,prish
1129,zerstören::V,hilşandin,shkatërroj
1130,verbrennen::V,şewitandin,djeg
1131,geben::V,dan,jap
1132,geben::V,dayin,jap
1133,reichen::V,besbûn,jap
1134,reichen::V,têrkirin,jap
1135,schenken::V,diyarî kirin,fal
1136,schenken::V,diyarî kirin,dhuroj
1137,versprechen::V,soz dan,premtoj
1138,wünschen::V,dil kirin,uroj
1139,loben::V,pesinandin,lëvdoj
1140,loben::V,pesinandin,lavdëroj
1141,küssen::V,maçkirin,puth
1142,wiegen::V,lorandin,tund
1143,wiegen::V,wezinandin,tund
1144,zudecken::V,nixumandin,mbuloj
1145,wecken::V,bixwe hesandin,zgjoj
1146,zeigen::V,şanîdan,dëftej
1147,führen::V,raber kirin,çoj
1148,lehren::V,hîn kirin,arsej
1149,unterrichten::V,ders dan,arsimoj
1150,aufziehen::V,mesinkirin,rris
1151,leiten::V,rêberî kirin,udhëheq
1152,antreiben::V,bezandin,nxis
1153,lassen::V,berdan,detyroj
1154,lassen::V,hiştin,detyroj
1155,einladen::V,dawet kirin,ftoj
1156,vereinigen::V,bi yek kirin,bashkoj
1157,besuchen::V,mêvan bûn,vizitoj
1158,treffen::V,rast hatin,ndesh
1159,sich versammeln::V,li hev çivîn,tubohem
1160,spielen::V,listin,loz
1161,spielen::V,listin,luaj
1162,singen::V,stran,këndoj
1163,tanzen::V,reqisîn,kërcej
1164,tanzen::V,reqisîn,vallëzoj
1165,sich trennen::V,hew berdan,ndahem
1166,verlassen::V,tanê hişt,braktis
1167,verlassen::V,bêkes,braktis
1168,retten::V,rihakirin,shpëtoj
1169,bewachen::V,raçavkirin,ruaj
1170,schützen::V,hemet kirin,ruaj
1171,schützen::V,hemet kirin,mbroj
1172,verteidigen::V,paraztin,mbroj
1173,sich schlagen::V,li hev bezîn,zihem
1174,schießen::V,agir kirin,shtie
1175,siegen::V,biser ketin,fitoj
1176,siegen::V,biser ketin,ngadhënjej
1177,ärgern::V,xeyirandin,zemëroj
1178,schlagen::V,lêdan,rrah
1179,schlagen::V,lêdan,godas
1180,schlagen::V,lêxistin,rrah
1181,schlagen::V,lêxistin,godas
1182,treten::V,têlekirin,shtyj
1183,treten::V,têlekirin,shtyj më këmbë
1184,stechen::V,têrekirin,ther
1185,stechen::V,têrekirin,shpoj
1186,stoßen::V,lêketin,shtyj
1187,stehlen::V,dizîn,vjedh
1188,stehlen::V,dizî birin,vjedh
1189,stören::V,aciz kirin,pengoj
1190,belästigen::V,li tela yeki ketin,bezdis
1191,verbergen::V,veşartin,fsheh
1192,verbergen::V,kemîndanîn,fsheh
1193,täuschen::V,xapandin,mashtroj
1194,täuschen::V,lê zexeli kirin,mashtroj
1195,betrügen::V,xapandin,kobis
1196,töten::V,kûştin,vras
1197,wohnen::V,rûniştin,banoj
1198,arbeiten::V,kar kirin,punoj
1199,arbeiten::V,kar kirin,vardoj
1200,arbeiten::V,şêxulin,punoj
1201,arbeiten::V,şêxulin,vardoj
1202,sammeln::V,komkirin,mbledh
1203,sammeln::V,komkirin,grumbulloj
1204,pflücken::V,çinîn,vjel
1205,pflücken::V,çinîn,mbledh
1206,jagen::V,nêçîr kirin,gjuaj
1207,fischen::V,masî girtin,peshkoj
1208,fischen::V,masî girtin,gjuaj peshk
1209,fassen::V,pê girtin,zë
1210,fassen::V,sêm kirin,zë
1211,hüten::V,hei jê man,kullos
1212,treiben::V,bêherandin,vë përpara
1213,anbinden::V,tewilandin,lidh
1214,füttern::V,xwarine dan lê,grazhdoj
1215,melken::V,dotin,mjel
1216,hacken::V,kolandin,grij
1217,gießen::V,av dan,ujis
1218,reifen::V,kemilîn,piqem
1219,zubereiten::V,çe kirin,gatuaj
1220,kochen::V,xwarin çe kirin,ziej
1221,kochen::V,kelandin,ziej
1222,backen::V,pijandin,pjek
1223,backen::V,pijandin,furroj
1224,braten::V,qelandin,fërgoj
1225,braten::V,qelandin,tiganis
1226,braten::V,sor kirin,fërgoj
1227,braten::V,sor kirin,tiganis
1228,umrühren::V,têvdan,trazoj
1229,stricken::V,hûnan,thur
1230,nähen::V,kêl kirin,qep
1231,färben::V,boyax kirin,ngjyej
1232,färben::V,boyax kirin,bojatis
1233,reinigen::V,paqijkirin,qëroj
1234,reinigen::V,paqijkirin,pastroj
1235,waschen::V,şuştin,laj
1236,waschen::V,şuştin,finjos
1237,abwischen::V,pakîj kirin,fshij
1238,spülen::V,şuştin,kulloj
1239,fegen::V,maliştin,fshij
1240,kehren::V,maliştin,fshij
1241,baden::V,serîşûştin,lahem
1242,sich waschen::V,serîşûştin,lahem
1243,ausziehen::V,jê kirin,heq
1244,ausziehen::V,jê kirin,zbath
1245,anziehen::V,pê kirin,vesh
1246,anziehen::V,pê kirin,mbath
1247,sich anziehen::V,xwe kirin,vishem
1248,kämmen::V,şeh kirin,kreh
1249,schmücken::V,xemilandin,hijeshoj
1250,sagen::V,gotin,them
1251,sagen::V,peyivîn,them
1252,sprechen::V,peyivîn,flas
1253,reden::V,axaftin,fjalos
1254,reden::V,axaftin,fjalëtoj
1255,sich unterhalten::V,hev biştaxilin,bisedoj
1256,fragen::V,pirsîn,pyes
1257,fragen::V,pirs kirin,pyes
1258,bitten::V,tika kirin,lus
1259,bitten::V,tika kirin,lutem
1260,erzählen::V,behs kirin,rrëfej
1261,mitteilen::V,vegotin,kumtoj
1262,nennen::V,bi nav kirin,quaj
1263,rufen::V,bakirin,thërras
1264,prahlen::V,pesnê xwe dan,mburrem
1265,prahlen::V,pesnê xwe dan,kapardisem
1266,übersetzen::V,qulibandin,përkthej
1267,übersetzen::V,derbas kirin,përkthej
1268,denken::V,fikirîn,mendoj
1269,glauben::V,bawer bûn,besoj
1270,bemerken::V,bala xwe dan,vërej
1271,bemerken::V,çac lê ketin,vërej
1272,erkennen::V,pêhesîn,njoh
1273,erkennen::V,pêhesîn,shquaj
1274,begreifen::V,fêmkirin,marr vesh
1275,verstehen::V,fêmkirin,marr vesh
1276,lernen::V,halmandin,mësoj
1277,lernen::V,fêrbun,mësoj
1278,wissen::V,zanîn,di
1279,sich erinnern an::V,bir bûn,kujtoj
1280,vergessen::V,ji bir kirin,harroj
1281,messen::V,pê kanîn,mas
1282,zählen::V,hejmardin,njeh
1283,rechnen::V,hesibandin,llogaris
1284,lesen::V,xwendin,lexoj
1285,lesen::V,xwendin,këndoj
1286,malen::V,rengandin,lyej
1287,malen::V,boyax kirin,lyej
1288,zeichnen::V,işaret kirin,vizatoj
1289,schreiben::V,nivîsandin,shkruaj
1290,besitzen::V,hebûn,kam
1291,kaufen::V,kirîn,blej
1292,verkaufen::V,firotin,shes
1293,bezahlen::V,pere dan,paguaj
1294,zahlen::V,pere dan,paguaj
1295,zahlen::V,dayin,paguaj
1296,beherrschen::V,zebt kirin,zotëroj
1297,beherrschen::V,hukim kirin,zotëroj
1298,ertragen::V,bihêzkirin,duroj
